Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Umbilicosphaera sp. A,Sphenolithus neoabies,Sphenolithus abies,Rhabdosphaera clavigera,Reticulofenestra minutula,Reticulofenestra haqii,Pontosphaera multipora,Neosphaera coccolithomorpha,Helicosphaera intermedia,Helicosphaera euphratis,Helicosphaera carteri,Florisphaera profunda,Discoaster variabilis,Discoaster surculus,Discoaster quinqueramus,Discoaster pentaradiatus,Discoaster intercalaris,Discoaster challengeri,Discoaster brouweri,Discoaster berggrenii,Coccolithus pelagicus,Calcidiscus macintyrei,Calcidiscus leptoporus,Amaurolithus tricorniculatus,Triquetrorhabdulus rugosus,Triquetrorhabdulus farnsworthii,Reticulofenestra producta,Reticulofenestra gelida,Discoaster triradiatus,Schyphosphaera sp.,Reticulofenestra perplexa,Reticulofenestra minuta,Ericsonia formosa,Discoaster asymmetricus,Cyclicargolithus floridanus,Ceratolithus rugosus,Reticulofenestra pseudoumbilica,Ceratolithus armatus,Ceratolithus acutus,Amaurolithus primus,Amaurolithus delicatus,Syracosphaera spp.,Reticulofenestra umbilica,Pontosphaera spp.,Pontosphaera japonica,Ceratolithus separatus,Ceratolithus spp.,Reticulofenestra bisecta,Micula decussata,Helicosphaera sellii,Calciosolenia murrayi,Pseudoemiliania cf. P. lacunosa,Discoaster blackstockae,Braarudosphaera bigelowii,Pseudoemiliania lacunosa,Oolithotus fragilis,Umbilicosphaera sibogae var. foliosa,Reticulofenestra asanoi,Gephyrocapsa spp. medium,Gephyrocapsa spp. (small),Ceratolithus cristatus,Pontosphaera discopora,Gephyrocapsa oceanica ss,Gephyrocapsa caribbeanica,Umbilicosphaera sibogae var. sibogae,Gephyrocapsa margerelii/muellerae,Umbilicosphaera hulburtiana,Umbellosphaera irregularis,Helicosphaera pavimentum,Tetralithoides quadrilaminata,Reinhardtites anthophorus,Emiliania huxleyi,Comment
  IR,Early Pliocene   ,                 ,CN11a             ,              ,164, 991,A,  4,H,CC,  23.00,     38.0400,Okada    ,Nannofossils                                 ,A              ,M                 ,F                    ,R                    ,C                 ,R                      ,A                        ,                      ,R                     ,F                          ,                        ,                       ,F                    ,A                    ,                     ,R                  ,                       ,C                       ,R                      ,                      ,F                  ,                     ,F                    ,R                     ,F                     ,                            ,                          ,                               ,C                        ,F                      ,R                     ,                  ,                         ,D                      ,                 ,R                      ,                           ,R                   ,R                              ,                    ,                   ,                   ,                      ,R                 ,                         ,                 ,                     ,                      ,R                ,rR                      ,rR              ,R                   ,R                    ,                               ,                       ,                         ,                        ,                   ,                                    ,                       ,                        ,                         ,                      ,                      ,                        ,                         ,                                    ,                                 ,                           ,                          ,                        ,                             ,                         ,                 ,from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data991A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Pliocene   ,                 ,CN10c             ,CN10d         ,164, 991,A,  5,H, 1,  74.00,     38.3400,Okada    ,Nannofossils                                 ,A              ,M                 ,F                    ,F                    ,F                 ,                       ,A                        ,                      ,R                     ,F                          ,                        ,                       ,F                    ,A                    ,                     ,R                  ,                       ,C                       ,R                      ,                      ,R                  ,                     ,F                    ,F                     ,R                     ,                            ,                          ,                               ,                         ,R                      ,                      ,                  ,                         ,D                      ,                 ,R                      ,                           ,R                   ,R                              ,                    ,                   ,                   ,R                     ,                  ,                         ,                 ,                     ,R                     ,R                ,rR                      ,                ,                    ,                     ,                               ,                       ,                         ,                        ,                   ,                                    ,                       ,                        ,                         ,                      ,                      ,                        ,                         ,                                    ,                                 ,                           ,                          ,                        ,                             ,                         ,                 ,from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data991A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Pliocene   ,                 ,CN10c             ,CN10d         ,164, 991,A,  5,H, 3,  74.00,     41.3400,Okada    ,Nannofossils                                 ,A              ,M                 ,C                    ,F                    ,F                 ,R                      ,A                        ,                      ,R                     ,F                          ,                        ,                       ,F                    ,A                    ,                     ,                   ,                       ,C                       ,R                      ,                      ,R                  ,                     ,F                    ,F                     ,F                     ,                            ,                          ,                               ,F                        ,C                      ,                      ,                  ,                         ,D                      ,                 ,R                      ,                           ,R                   ,C                              ,                    ,                   ,                   ,                      ,                  ,                         ,                 ,R                    ,R                     ,R                ,                        ,                ,                    ,                     ,                               ,                       ,                         ,                        ,                   ,                                    ,                       ,                        ,                         ,                      ,                      ,                        ,                         ,                                    ,                                 ,                           ,                          ,                        ,                             ,                         ,                 ,from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data991A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Pliocene   ,                 ,CN10c             ,CN10d         ,164, 991,A,  5,H, 5,  74.00,     44.3400,Okada    ,Nannofossils                                 ,A              ,M                 ,F                    ,F                    ,F                 ,                       ,                         ,                      ,                      ,F                          ,                        ,                       ,F                    ,A                    ,                     ,R                  ,                       ,C                       ,                       ,                      ,F                  ,                     ,C                    ,F                     ,F                     ,                            ,                          ,                               ,                         ,F                      ,                      ,R                 ,                         ,D                      ,                 ,                       ,rR                         ,R                   ,F                              ,                    ,                   ,                   ,                      ,                  ,                         ,                 ,                     ,R                     ,                 ,                        ,                ,                    ,                     ,                               ,                       ,                         ,                        ,                   ,                                    ,                       ,                        ,                         ,                      ,                      ,                        ,                         ,                                    ,                                 ,                           ,                          ,                        ,                             ,                         ,                 ,from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data991A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Pliocene   ,                 ,CN10c             ,              ,164, 991,A,  5,H, 6,  30.00,     45.4000,Okada    ,Nannofossils                                 ,A              ,M                 ,F                    ,C                    ,C                 ,                       ,F                        ,                      ,F                     ,F                          ,                        ,                       ,C                    ,A                    ,                     ,R                  ,                       ,C                       ,F                      ,                      ,F                  ,                     ,C                    ,R                     ,C                     ,                            ,                          ,                               ,A                        ,F                      ,                      ,R                 ,                         ,A                      ,                 ,                       ,                           ,R                   ,F                              ,                    ,R                  ,                   ,                      ,R                 ,rR                       ,F                ,R                    ,                      ,                 ,                        ,                ,                    ,                     ,                               ,                       ,                         ,                        ,                   ,                                    ,                       ,                        ,                         ,                      ,                      ,                        ,                         ,                                    ,                                 ,                           ,                          ,                        ,                             ,                         ,                 ,from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data991A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Pliocene   ,                 ,CN10b             ,              ,164, 991,A,  5,H, 6, 145.00,     46.5500,Okada    ,Nannofossils                                 ,C              ,P                 ,F                    ,F                    ,C                 ,                       ,A                        ,                      ,                      ,F                          ,                        ,                       ,F                    ,A                    ,                     ,C                  ,                       ,A                       ,F                      ,                      ,C                  ,                     ,F                    ,R                     ,C                     ,R                           ,                          ,                               ,                         ,C                      ,C                     ,                  ,F                        ,A                      ,                 ,                       ,rR                         ,                    ,C                              ,R                   ,R                  ,R                  ,R                     ,                  ,                         ,                 ,                     ,                      ,                 ,                        ,                ,                    ,                     ,                               ,                       ,                         ,                        ,                   ,                                    ,                       ,                        ,                         ,                      ,                      ,                        ,                         ,                                    ,                                 ,                           ,                          ,                        ,                             ,                         ,                 ,from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data991A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,CN9b              ,              ,164, 991,A,  5,H,CC,  33.00,     47.5500,Okada    ,Nannofossils                                 ,C              ,M                 ,F                    ,F                    ,F                 ,R                      ,                         ,R                     ,R                     ,F                          ,                        ,                       ,F                    ,A                    ,C                    ,R                  ,F                      ,F                       ,F                      ,F                     ,R                  ,                     ,C                    ,F                     ,C                     ,R                           ,R                         ,R                              ,                         ,                       ,R                     ,                  ,                         ,                       ,rR               ,R                      ,rR                         ,R                   ,                               ,                    ,                   ,                   ,                      ,                  ,                         ,                 ,                     ,                      ,                 ,                        ,                ,                    ,                     ,                               ,                       ,                         ,                        ,                   ,                                    ,                       ,                        ,                         ,                      ,                      ,                        ,                         ,                                    ,                                 ,                           ,                          ,                        ,                             ,                         ,                 ,zonal assignment uncertain. from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data991A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,CN9b              ,              ,164, 991,A,  6,H, 5,  74.00,     53.8400,Okada    ,Nannofossils                                 ,A              ,M                 ,F                    ,                     ,A                 ,                       ,A                        ,                      ,                      ,                           ,                        ,R                      ,F                    ,A                    ,C                    ,C                  ,F                      ,                        ,F                      ,                      ,C                  ,F                    ,C                    ,F                     ,                      ,                            ,R                         ,                               ,F                        ,                       ,                      ,R                 ,C                        ,A                      ,                 ,                       ,                           ,                    ,                               ,                    ,                   ,                   ,                      ,                  ,                         ,                 ,                     ,                      ,                 ,                        ,                ,                    ,                     ,                               ,                       ,                         ,                        ,                   ,                                    ,                       ,                        ,                         ,                      ,                      ,                        ,                         ,                                    ,                                 ,                           ,                          ,                        ,                             ,                         ,                 ,from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data991A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,CN9b              ,              ,164, 991,A,  6,H, 6,  80.00,     55.4000,Okada    ,Nannofossils                                 ,F              ,M                 ,                     ,                     ,C                 ,                       ,C                        ,C                     ,                      ,F                          ,                        ,                       ,F                    ,C                    ,C                    ,                   ,A                      ,A                       ,                       ,C                     ,A                  ,C                    ,C                    ,F                     ,F                     ,                            ,R                         ,R                              ,C                        ,C                      ,R                     ,                  ,                         ,                       ,                 ,                       ,                           ,                    ,                               ,                    ,                   ,                   ,                      ,                  ,                         ,                 ,                     ,                      ,                 ,                        ,                ,                    ,                     ,                               ,                       ,                         ,                        ,                   ,                                    ,                       ,                        ,                         ,                      ,                      ,                        ,                         ,                                    ,                                 ,                           ,                          ,                        ,                             ,                         ,                 ,from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data991A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,CN9b              ,              ,164, 991,A,  6,H,CC,  25.00,     57.1500,Okada    ,Nannofossils                                 ,C              ,M                 ,C                    ,F                    ,C                 ,R                      ,A                        ,R                     ,R                     ,F                          ,R                       ,R                      ,C                    ,A                    ,C                    ,R                  ,F                      ,F                       ,R                      ,R                     ,F                  ,C                    ,C                    ,R                     ,C                     ,R                           ,                          ,                               ,                         ,                       ,                      ,                  ,                         ,                       ,                 ,                       ,                           ,                    ,                               ,                    ,                   ,                   ,                      ,                  ,                         ,                 ,                     ,                      ,                 ,                        ,                ,                    ,                     ,                               ,                       ,                         ,                        ,                   ,                                    ,                       ,                        ,                         ,                      ,                      ,                        ,                         ,                                    ,                                 ,                           ,                          ,                        ,                             ,                         ,                 ,from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data991A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
