Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zeaglobigerina connecta,Sphenolithus heteromorphus,Cyclicargolithus abisectus,Braarudosphaera bigelowii,Zeaglobigerina woodi,Tenuitella minutissima,Zeaglobigerina druryi,Sphenolithus moriformis,Neogloboquadrina continuosa,Globigerinoides trilobus,Globigerinoides sicanus,Globigerinoides ruber,Globigerinoides quadrilobatus,Fohsella peripheroronda,Cyclicargolithus floridanus,Coronocyclus nitescens,Calcidiscus premacintyrei,Calcidiscus leptoporus,Tenuitellinata juvenilis,Pontosphaera pachymorpha,Neogloboquadrina nympha,Helicosphaera euphratis,Helicosphaera carteri,Globorotaloides suteri,Globoquadrina dehiscens,Praeorbulina glomerosa,Orbulina suturalis,Globorotalia conica,Discoaster deflandrei,Dictyococcites antarcticus,Coccolithus miopelagicus,Subbotina angiporoides,Sphenolithus abies,Reticulofenestra haqii,Micrantholithus pinguis,Helicosphaera perch-nielseniae,Globorotalia sp. cf. juanai,Globoconella conoidea,Globigerinita glutinata,Globigerina quinqueloba,Globigerina bulloides,Discoaster variabilis,Calcidiscus macintyrei,Globorotalia puncticulata,Syracosphaera pulchra,Scyphosphaera spp.,Orbulina universa,Neogloboquadrina pachyderma (dextral),Helicosphaera sellii,Helicosphaera kamptneri,Globorotalia tosaensis,Globorotalia inflata,Globorotalia crassaformis,Gephyrocapsa aperta,Pontosphaera japonica,Globorotalia crassula,Globigerina falconensis,Dictyococcites productus,Small Gephyrocapsa spp.,Globorotalia truncatulinoides,Globorotalia sp. cf. tosaensis,Gephyrocapsa caribbeanica,Coccolithus pelagicus,Pseudoemiliania lacunosa,Reticulofenestra minutula,Umbilicosphaera sibogae,Globigerinella siphonifera,Neogloboquadrina dutertrei,Zeaglobigerina rubescens,Gephyrocapsa oceanica,Reticulofenestra minuta,Dictyococcites sp.,Reticulofenestra asanoi,Globorotalia scitula,Globigerinella obesa,Scapholithus fossilis,Rhabdosphaera clavigera,Globorotalia ungulata,Tritaxa spp.,Rosalina spp.,Patellina corrugata,Miliolids species,Loxostomum spp.,Loxostomoides spp.,Hoeglundina elegans,Globorotalia tumida,Cibicidoides spp.,Globigerinoides tenellus,Textularia spp.,Sphaeroidina bulloides,Bigenerina nodosaria,Uvigerina spp.,Umbellosphaera irregularis,Helicosphaera hyalina,Bulimina marginata,Sigmoilina obesa,Globorotalia hirsuta,Martinottiella communis,Helicosphaera inversa,Gephyrocapsa omega,Emiliania huxleyi,Helicosphaera wallichii,Elphidium spp.,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,Pt1           ,182,1131,A, 18,X,CC,  19.00,    156.8900,Li       ,Planktonic Foraminifers                      ,F              ,P                 ,                       ,                          ,                          ,                         ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,                     ,                             ,                       ,                           ,                      ,                         ,                      ,                        ,                        ,                       ,                       ,                     ,                      ,                       ,                      ,                  ,                   ,                     ,A                         ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,                     ,                     ,                      ,                         ,F                    ,                  ,                 ,P                                    ,                    ,                       ,                      ,P                   ,                         ,C                  ,                     ,                     ,                       ,                        ,                       ,P                            ,                              ,A                        ,                     ,                        ,C                        ,                       ,                          ,                          ,                        ,                     ,F                      ,                  ,                       ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,Pt1           ,182,1131,A, 19,X,CC,  26.00,    168.2900,Li       ,Planktonic Foraminifers                      ,R              ,P                 ,                       ,                          ,                          ,                         ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,                     ,                             ,                       ,                           ,                      ,                         ,                      ,                        ,                        ,                       ,                       ,                     ,                      ,                       ,                      ,                  ,                   ,                     ,C                         ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,P                    ,                     ,                      ,                         ,F                    ,                  ,                 ,P                                    ,                    ,                       ,                      ,P                   ,                         ,C                  ,                     ,                     ,P                      ,C                       ,                       ,P                            ,                              ,A                        ,                     ,                        ,C                        ,                       ,                          ,                          ,                        ,                     ,                       ,                  ,                       ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,Pt1           ,182,1131,A, 20,X,CC,  18.00,    177.1700,Li       ,Planktonic Foraminifers                      ,F              ,P                 ,                       ,                          ,                          ,                         ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,                     ,                             ,                       ,                           ,                      ,                         ,                      ,                        ,                        ,                       ,                       ,                     ,                      ,                       ,                      ,                  ,                   ,                     ,A                         ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,                     ,                     ,                      ,                         ,F                    ,                  ,                 ,                                     ,                    ,                       ,                      ,P                   ,                         ,C                  ,                     ,                     ,                       ,                        ,                       ,P                            ,                              ,                         ,                     ,                        ,C                        ,                       ,                          ,                          ,                        ,                     ,                       ,                  ,                       ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,182,1131,A, 21,X,CC,  26.00,    186.3000,Li       ,Planktonic Foraminifers                      ,R              ,P                 ,                       ,                          ,                          ,                         ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,                     ,                             ,                       ,                           ,                      ,                         ,                      ,                        ,                        ,                       ,                       ,                     ,                      ,                       ,                      ,                  ,                   ,                     ,C                         ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,                     ,                     ,                      ,                         ,                     ,                  ,                 ,                                     ,                    ,                       ,                      ,P                   ,                         ,C                  ,                     ,                     ,P                      ,C                       ,                       ,P                            ,                              ,C                        ,                     ,                        ,C                        ,                       ,                          ,                          ,                        ,                     ,F                      ,                  ,                       ,                    ,                    ,                     ,R                      ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,Pt1           ,182,1131,A, 22,X,CC,  13.00,    194.6000,Li       ,Planktonic Foraminifers                      ,R              ,P                 ,                       ,                          ,                          ,                         ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,                     ,                             ,                       ,                           ,                      ,                         ,                      ,                        ,                        ,                       ,                       ,                     ,                      ,                       ,                      ,                  ,                   ,                     ,C                         ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,                     ,                     ,                      ,                         ,                     ,                  ,                 ,                                     ,                    ,                       ,                      ,P                   ,                         ,C                  ,                     ,                     ,                       ,                        ,                       ,P                            ,                              ,                         ,                     ,                        ,C                        ,                       ,                          ,                          ,                        ,                     ,                       ,                  ,                       ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,182,1131,A, 23,X,CC,  13.00,    204.4000,Ladner   ,Nannofossils                                 ,A              ,M                 ,                       ,                          ,                          ,                         ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,P                    ,                             ,                       ,                           ,                      ,                         ,R                     ,                        ,                        ,                       ,                       ,                     ,                      ,                       ,                      ,                  ,                   ,                     ,                          ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,                     ,                     ,                      ,                         ,F                    ,                  ,F                ,                                     ,                    ,                       ,                      ,F                   ,                         ,C                  ,                     ,                     ,P                      ,A                       ,                       ,P                            ,                              ,C                        ,                     ,R                       ,C                        ,                       ,                          ,                          ,                        ,                     ,                       ,                  ,                       ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,All P. lacunosa are overgrown and/or etched.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,182,1131,A, 24,X,CC,  23.00,    215.5800,Ladner   ,Nannofossils                                 ,A              ,P                 ,                       ,                          ,                          ,                         ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,P                    ,                             ,                       ,                           ,                      ,                         ,F                     ,                        ,                        ,                       ,                       ,                     ,                      ,                       ,                      ,                  ,                   ,                     ,A                         ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,P                      ,                     ,                     ,                      ,                         ,                     ,                  ,                 ,                                     ,                    ,                       ,                      ,P                   ,                         ,C                  ,                     ,                     ,                       ,                        ,                       ,P                            ,                              ,C                        ,                     ,R                       ,C                        ,                       ,                          ,                          ,                        ,                     ,                       ,                  ,                       ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,182,1131,A, 25,X,CC,  17.00,    221.4500,Ladner   ,Nannofossils                                 ,A              ,M                 ,                       ,                          ,                          ,                         ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,P                    ,                             ,                       ,                           ,                      ,                         ,R                     ,                        ,                        ,                       ,                       ,                     ,                      ,                       ,                      ,                  ,                   ,                     ,F                         ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,P                      ,P                      ,P                    ,                     ,                      ,                         ,                     ,                  ,                 ,P                                    ,                    ,                       ,                      ,P                   ,                         ,C                  ,                     ,                     ,F                      ,                        ,                       ,P                            ,                              ,                         ,R                    ,C                       ,C                        ,                       ,                          ,                          ,                        ,                     ,                       ,                  ,                       ,                    ,                    ,                     ,R                      ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,NN19              ,              ,182,1131,A, 26,X,CC,  16.00,    232.9800,Shafik   ,Nannofossils                                 ,C              ,M                 ,                       ,                          ,                          ,                         ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,P                    ,                             ,                       ,                           ,                      ,                         ,                      ,                        ,                        ,                       ,                       ,F                    ,                      ,                       ,                      ,                  ,                   ,                     ,                          ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,P                    ,                     ,                      ,                         ,                     ,                  ,                 ,                                     ,                    ,                       ,                      ,P                   ,                         ,                   ,R                    ,                     ,P                      ,C                       ,A                      ,P                            ,                              ,R                        ,                     ,                        ,                         ,                       ,                          ,                          ,                        ,                     ,                       ,                  ,                       ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,182,1131,A, 27,X,CC,  15.00,    240.3700,Shafik   ,Nannofossils                                 ,C              ,M                 ,                       ,                          ,                          ,                         ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,P                    ,                             ,                       ,                           ,                      ,                         ,C                     ,                        ,                        ,                       ,                       ,C                    ,                      ,                       ,                      ,                  ,                   ,                     ,                          ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,P                    ,                     ,                      ,                         ,                     ,                  ,                 ,                                     ,                    ,                       ,                      ,P                   ,                         ,                   ,                     ,                     ,P                      ,                        ,A                      ,P                            ,                              ,C                        ,                     ,                        ,                         ,                       ,                          ,                          ,                        ,                     ,C                      ,                  ,                       ,                    ,                    ,                     ,R                      ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,182,1131,A, 28,X,CC,  12.00,    250.6600,Li       ,Planktonic Foraminifers                      ,R              ,P                 ,                       ,                          ,                          ,                         ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,                     ,                             ,                       ,                           ,                      ,                         ,F                     ,                        ,                        ,                       ,                       ,                     ,                      ,                       ,                      ,                  ,                   ,                     ,                          ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,P                    ,                     ,                      ,                         ,                     ,                  ,                 ,                                     ,                    ,                       ,                      ,P                   ,                         ,                   ,                     ,                     ,                       ,C                       ,A                      ,                             ,                              ,R                        ,                     ,                        ,                         ,                       ,                          ,                          ,                        ,                     ,C                      ,                  ,                       ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,182,1131,A, 29,X,CC,   0.00,    252.5000,Li       ,Planktonic Foraminifers                      ,T              ,P                 ,                       ,                          ,                          ,                         ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,                     ,                             ,                       ,                           ,                      ,                         ,F                     ,                        ,                        ,                       ,                       ,R                    ,                      ,                       ,                      ,                  ,                   ,                     ,                          ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,                     ,                     ,                      ,                         ,                     ,                  ,                 ,                                     ,                    ,                       ,                      ,P                   ,                         ,                   ,                     ,                     ,                       ,                        ,A                      ,                             ,                              ,C                        ,                     ,R                       ,                         ,                       ,                          ,                          ,                        ,                     ,F                      ,                  ,R                      ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,182,1131,A, 30,X,CC,  13.00,    263.8500,Shafik   ,Nannofossils                                 ,F              ,P                 ,                       ,                          ,                          ,                         ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,                     ,                             ,                       ,                           ,                      ,                         ,F                     ,                        ,                        ,                       ,                       ,                     ,                      ,                       ,                      ,                  ,                   ,                     ,                          ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,                     ,                     ,                      ,                         ,                     ,                  ,                 ,                                     ,                    ,                       ,                      ,                    ,                         ,                   ,                     ,                     ,                       ,                        ,C                      ,                             ,                              ,F                        ,                     ,                        ,                         ,                       ,                          ,                          ,                        ,                     ,F                      ,                  ,                       ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,Only one specimen of R. asanoi!
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,Pt1           ,182,1131,A, 31,X,CC,  30.00,    280.5600,Li       ,Planktonic Foraminifers                      ,F              ,P                 ,                       ,                          ,                          ,                         ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,P                    ,                             ,                       ,                           ,                      ,                         ,F                     ,                        ,                        ,                       ,                       ,F                    ,                      ,                       ,                      ,                  ,                   ,                     ,                          ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,P                    ,                     ,                      ,                         ,                     ,                  ,                 ,P                                    ,                    ,                       ,                      ,A                   ,P                        ,                   ,                     ,                     ,F                      ,                        ,D                      ,P                            ,                              ,F                        ,                     ,                        ,                         ,                       ,                          ,P                         ,                        ,                     ,                       ,                  ,                       ,P                   ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,Pt1           ,182,1131,A, 32,X,CC,   0.00,    285.4700,Li       ,Planktonic Foraminifers                      ,T              ,P                 ,                       ,                          ,                          ,                         ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,                     ,                             ,                       ,                           ,                      ,                         ,F                     ,                        ,                        ,                       ,                       ,F                    ,                      ,                       ,                      ,                  ,                   ,                     ,                          ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,                     ,                     ,                      ,                         ,                     ,                  ,                 ,                                     ,                    ,                       ,                      ,P                   ,                         ,                   ,                     ,                     ,P                      ,                        ,D                      ,P                            ,                              ,C                        ,                     ,                        ,                         ,                       ,                          ,                          ,                        ,F                    ,                       ,                  ,                       ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,Pt1           ,182,1131,A, 33,X,CC,  17.00,    298.7700,Li       ,Planktonic Foraminifers                      ,R              ,P                 ,                       ,                          ,                          ,                         ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,P                    ,                             ,                       ,                           ,                      ,                         ,R                     ,                        ,                        ,                       ,                       ,F                    ,                      ,                       ,                      ,                  ,                   ,                     ,                          ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,                     ,                     ,                      ,                         ,                     ,                  ,P                ,                                     ,                    ,                       ,                      ,F                   ,                         ,                   ,R                    ,                     ,F                      ,                        ,D                      ,P                            ,                              ,F                        ,                     ,                        ,                         ,                       ,                          ,                          ,                        ,                     ,                       ,                  ,                       ,                    ,                    ,                     ,R                      ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,182,1131,A, 34,X,CC,  38.00,    309.8500,Li       ,Planktonic Foraminifers                      ,F              ,P                 ,                       ,                          ,                          ,                         ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,P                    ,                             ,                       ,                           ,                      ,                         ,C                     ,                        ,                        ,                       ,                       ,C                    ,                      ,                       ,                      ,                  ,                   ,                     ,                          ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,                     ,                     ,                      ,                         ,                     ,                  ,                 ,P                                    ,                    ,                       ,                      ,F                   ,                         ,                   ,                     ,P                    ,P                      ,                        ,A                      ,P                            ,                              ,C                        ,                     ,                        ,                         ,                       ,                          ,                          ,                        ,                     ,                       ,                  ,                       ,                    ,                    ,R                    ,F                      ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,       
