Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,normalized_name,taxon_group,verbatim_name,name comment field,Comment,Notes (change to Internal only notes?),comments,eodp_id
,,Prinsius,,,,tenuiculus,,,,Prinsius tenuiculus,nannofossils,Prinsius tenuiculus,,,"in PBDB, so it will be classified correctly",,2731
,,Pseudoemiliania,,,,ovata,,,,Pseudoemiliania ovata,nannofossils,Pseudoemiliania ovata,,,"in PBDB, so it will be classified correctly",,2732
,,Pseudomicula,,,,quadrata,,,,Pseudomicula quadrata,nannofossils,Pseudomicula quadrata,,,"in PBDB, so it will be classified correctly",,2733
,,Pseudotriquetrorhabdulus,,,,inversus,,,,Pseudotriquetrorhabdulus inversus,nannofossils,Pseudotriquetrorhabdulus inversus,,,"in PBDB, so it will be classified correctly",,2734
,,Pseudoemiliania,,,,lacunosa,,,,Pseudoemiliania lacunosa,nannofossils,Psuedoemiliania lacunosa,,,"in PBDB, so it will be classified correctly",,2735
,,Quadrum,,,,gartneri,,,,Quadrum gartneri,nannofossils,Quadrum gartneri,,,"in PBDB, so it will be classified correctly",,2736
,,Quadrum,,,,intermedium,,,,Quadrum intermedium,nannofossils,Quadrum intermedium,,,"in PBDB, so it will be classified correctly",,2737
,,Reinhardtites,,,,anthophorus,,,,Reinhardtites anthophorus,nannofossils,Reinhardtites anthophorus,,,"in PBDB, so it will be classified correctly",,2738
,,Reinhardtites,,,,biperforatus,,,,Reinhardtites biperforatus,nannofossils,Reinhardtites biperforatus,,,"in PBDB, so it will be classified correctly",,2739
,,Reinhardtites,,,,levis,,,,Reinhardtites levis,nannofossils,Reinhardtites levis,,,"in PBDB, so it will be classified correctly",,2740
,,Repagulum,,,,parvidentatum,,,,Repagulum parvidentatum,nannofossils,Repagalum parvidentatum,,,"in PBDB, so it will be classified correctly",,2741
,,Retecapsa,,,,crenulata,,,,Retecapsa crenulata,nannofossils,Retecapsa crenulata,,,"in PBDB, so it will be classified correctly",,2742
,,Retecapsa,,,,ficula,,,,Retecapsa ficula,nannofossils,Retecapsa ficula,,,"in PBDB, so it will be classified correctly",,2743
,,Retecapsa,,,,schizobrachiata,,,,Retecapsa schizobrachiata,nannofossils,Retecapsa schizobrachiata,,,"in PBDB, so it will be classified correctly",,2744
,,Retecapsa,,,,surirella,,,,Retecapsa surirella,nannofossils,Retecapsa surirella,,,"in PBDB, so it will be classified correctly",,2745
,,Reticulofenestra,,,,pseudoumbilica,,,,Reticulofenestra pseudoumbilica,nannofossils,Reticulafenestra psuedoumbilica,,,"in PBDB, so it will be classified correctly",,2746
,,Reticulofenestra,,,,sp.,,,small,Reticulofenestra sp. (small),nannofossils,"Reticulofenestra ""small""",,,"in PBDB, so it will be classified correctly","Reticulofenestra ""small""",2747
,,Reticulofenestra,,,,asanoi,,,,Reticulofenestra asanoi,nannofossils,Reticulofenestra asanoi,,,"in PBDB, so it will be classified correctly",,2748
,,Reticulofenestra,,,,asanoi,,,<6 microns,Reticulofenestra asanoi (<6 microns),nannofossils,Reticulofenestra asanoi (<6 microns),,,"in PBDB, so it will be classified correctly",,2749
,,Reticulofenestra,,,,asanoi,,,>6 microns,Reticulofenestra asanoi (>6 microns),nannofossils,Reticulofenestra asanoi (>6 microns),,,"in PBDB, so it will be classified correctly",,2750
,,Reticulofenestra,,,,bisecta,,,,Reticulofenestra bisecta,nannofossils,Reticulofenestra bisecta,,,"in PBDB, so it will be classified correctly",,2751
,,Reticulofenestra,,,,callida,,,,Reticulofenestra callida,nannofossils,Reticulofenestra callida,,,"in PBDB, so it will be classified correctly",,2752
,,Reticulofenestra,,,,cisnerosii,,,,Reticulofenestra cisnerosii,nannofossils,Reticulofenestra cisnerosii,,,"in PBDB, so it will be classified correctly",,2753
,,Reticulofenestra,,,,daviesii,,,,Reticulofenestra daviesii,nannofossils,Reticulofenestra daviesii,,,"in PBDB, so it will be classified correctly",,2754
,,Reticulofenestra,,,,dictyoda,,,,Reticulofenestra dictyoda,nannofossils,Reticulofenestra dictyoda,,,"in PBDB, so it will be classified correctly",,2755
,,Reticulofenestra,,,,dictyoda,,,10-14 microns,Reticulofenestra dictyoda (10-14 microns),nannofossils,Reticulofenestra dictyoda  (10-14 microns),,,"in PBDB, so it will be classified correctly",,2756
,,Reticulofenestra,,,,dictyoda,,,10-14 microns,Reticulofenestra dictyoda (10-14 microns),nannofossils,Reticulofenestra dictyoda  (10-14µm),,,"in PBDB, so it will be classified correctly",,2757
,,Reticulofenestra,,,,dictyoda,,,3-10 microns,Reticulofenestra dictyoda (3-10 microns),nannofossils,Reticulofenestra dictyoda  (3-10µm),,,"in PBDB, so it will be classified correctly",,2758
,,Reticulofenestra,,,,gelida,,,,Reticulofenestra gelida,nannofossils,Reticulofenestra gelida,,,"in PBDB, so it will be classified correctly",,2759
,,Reticulofenestra,,,,hampdenensis,,,,Reticulofenestra hampdenensis,nannofossils,Reticulofenestra hampdenensis,,,"in PBDB, so it will be classified correctly",,2760
,,Reticulofenestra,,,,haqii,,,,Reticulofenestra haqii,nannofossils,Reticulofenestra haqii,,,"in PBDB, so it will be classified correctly",,2761
,,Reticulofenestra,,,,haqii,,,<3 microns,Reticulofenestra haqii (<3 microns),nannofossils,Reticulofenestra haqii (<3 microns),,,"in PBDB, so it will be classified correctly",,2762
,,Reticulofenestra,,,,hillae,,,,Reticulofenestra hillae,nannofossils,Reticulofenestra hillae,,,"in PBDB, so it will be classified correctly",,2763
,,Reticulofenestra,,,,lockeri,,,,Reticulofenestra lockeri,nannofossils,Reticulofenestra lockerii,,,"in PBDB, so it will be classified correctly",,2764
,,Reticulofenestra,,,,minuta,,,,Reticulofenestra minuta,nannofossils,Reticulofenestra minuta,,,"in PBDB, so it will be classified correctly",,2765
,,Reticulofenestra,,,,minuta,,,<3 microns,Reticulofenestra minuta (<3 microns),nannofossils,Reticulofenestra minuta (<3 microns),,,"in PBDB, so it will be classified correctly",,2766
,,Reticulofenestra,,,,minuta,,,<3 microns,Reticulofenestra minuta (<3 microns),nannofossils,Reticulofenestra minuta (<3µm),,,"in PBDB, so it will be classified correctly",,2767
,,Reticulofenestra,,,,minutula,,,,Reticulofenestra minutula,nannofossils,Reticulofenestra minutula,,,"in PBDB, so it will be classified correctly",,2768
,,Reticulofenestra,,,,minutula,,,3-5 microns,Reticulofenestra minutula (3-5 microns),nannofossils,Reticulofenestra minutula (3-5 microns),,,"in PBDB, so it will be classified correctly",,2769
,,Reticulofenestra,,,,oamaruensis,,,,Reticulofenestra oamaruensis,nannofossils,Reticulofenestra oamaruensis,,,"in PBDB, so it will be classified correctly",,2770
,,Reticulofenestra,,,,perplexa,,,,Reticulofenestra perplexa,nannofossils,Reticulofenestra perplexa,,,"in PBDB, so it will be classified correctly",,2771
,,Reticulofenestra,,,,producta,,,,Reticulofenestra producta,nannofossils,Reticulofenestra producta,,,"in PBDB, so it will be classified correctly",,2772
,,Reticulofenestra,,,,pseudoumbilicus,,,,Reticulofenestra pseudoumbilicus,nannofossils,Reticulofenestra pseudoumbilica,,,"in PBDB, so it will be classified correctly",,2773
,,Reticulofenestra,,,,pseudoumbilicus,,,5-7 microns,Reticulofenestra pseudoumbilicus (5-7 microns),nannofossils,Reticulofenestra pseudoumbilicus (5-7 microns),,,"in PBDB, so it will be classified correctly",,2774
,,Reticulofenestra,,,,pseudoumbilicus,,,5-7 microns,Reticulofenestra pseudoumbilicus (5-7 microns),nannofossils,Reticulofenestra pseudoumbilicus (5-7 um),,,"in PBDB, so it will be classified correctly",,2775
,,Reticulofenestra,,,,pseudoumbilicus,,,5-7 microns,Reticulofenestra pseudoumbilicus (5-7 microns),nannofossils,Reticulofenestra pseudoumbilicus (5-7 µm),,,"in PBDB, so it will be classified correctly",,2776
,,Reticulofenestra,,,,pseudoumbilicus,,,5-7 microns,Reticulofenestra pseudoumbilicus (5-7 microns),nannofossils,Reticulofenestra pseudoumbilicus  (5-7µm),,,"in PBDB, so it will be classified correctly",,2777
,,Reticulofenestra,,,,pseudoumbilicus,,,>7 microns,Reticulofenestra pseudoumbilicus (>7 microns),nannofossils,Reticulofenestra pseudoumbilicus (> 7 μm),,,"in PBDB, so it will be classified correctly",,2778
,,Reticulofenestra,,,,pseudoumbilicus,,,>7 microns,Reticulofenestra pseudoumbilicus (>7 microns),nannofossils,Reticulofenestra pseudoumbilicus (>7 microns),,,"in PBDB, so it will be classified correctly",,2779
,,Reticulofenestra,,,,pseudoumbilicus,,,>7 microns,Reticulofenestra pseudoumbilicus (>7 microns),nannofossils,Reticulofenestra pseudoumbilicus (>7 um),,,"in PBDB, so it will be classified correctly",,2780
,,Reticulofenestra,,,,pseudoumbilicus,,,>7 microns,Reticulofenestra pseudoumbilicus (>7 microns),nannofossils,Reticulofenestra pseudoumbilicus   (>7µm),,,"in PBDB, so it will be classified correctly",,2781
,,Reticulofenestra,,,,reticulata,,,,Reticulofenestra reticulata,nannofossils,Reticulofenestra reticulata,,,"in PBDB, so it will be classified correctly",,2782
,,Reticulofenestra,,,,rotaria,,,,Reticulofenestra rotaria,nannofossils,Reticulofenestra rotaria,,,"in PBDB, so it will be classified correctly",,2783
,,Reticulofenestra,,,,samodurovii,,,,Reticulofenestra samodurovii,nannofossils,Reticulofenestra samodurovii,,,"in PBDB, so it will be classified correctly",,2784
,,Reticulofenestra,,,,scrippsae,,,,Reticulofenestra scrippsae,nannofossils,Reticulofenestra scrippsae,,,"in PBDB, so it will be classified correctly",,2785
,,Reticulofenestra,,,,sp.,,,small,Reticulofenestra sp. (small),nannofossils,Reticulofenestra small,,,"in PBDB, so it will be classified correctly",,2786
,,Reticulofenestra,,,,sp.,,,3-5 microns,Reticulofenestra sp. (3-5 microns),nannofossils,Reticulofenestra sp. (3-5 microns),,,"in PBDB, so it will be classified correctly",,2787
,,Reticulofenestra,,,,sp.,,,<3 microns,Reticulofenestra sp. (<3 microns),nannofossils,Reticulofenestra sp. (<3 microns),,,"in PBDB, so it will be classified correctly",,2788
,,Reticulofenestra,,,,sp.,,,>7 microns,Reticulofenestra sp. (>7 microns),nannofossils,Reticulofenestra sp. (>7 microns),,,"in PBDB, so it will be classified correctly",,2789
,,Reticulofenestra,,,,sp. 1,,,,Reticulofenestra sp. 1,nannofossils,Reticulofenestra sp. 1,,,"in PBDB, so it will be classified correctly",,2790
,,Reticulofenestra,,,,spp.,,,,Reticulofenestra spp.,nannofossils,Reticulofenestra spp.,,,"in PBDB, so it will be classified correctly",,2791
,,Reticulofenestra,,,,stavensis,,,,Reticulofenestra stavensis,nannofossils,Reticulofenestra stavensis,,,"in PBDB, so it will be classified correctly",,2792
,,Reticulofenestra,,,,umbilicus,,,,Reticulofenestra umbilicus,nannofossils,Reticulofenestra umbilica,,,"in PBDB, so it will be classified correctly",,2793
,,Reticulofenestra,,,,umbilicus,,,>14 microns,Reticulofenestra umbilicus (>14 microns),nannofossils,Reticulofenestra umbilicus (>14 microns),,,"in PBDB, so it will be classified correctly",,2794
,,Reticulofenestra,,,,umbilicus,,,>14 microns,Reticulofenestra umbilicus (>14 microns),nannofossils,Reticulofenestra umbilicus (>14um),,,"in PBDB, so it will be classified correctly",,2795
,,Reticulofenestra,,,,umbilicus,,,>14 microns,Reticulofenestra umbilicus (>14 microns),nannofossils,Reticulofenestra umbilicus (>14µm),,,"in PBDB, so it will be classified correctly",,2796
,,Reticulofenestra,,,,erbae,,,,Reticulofenestra erbae,nannofossils,Reticulofenestra erbae,,,"in PBDB, so it will be classified correctly",,2797
,,Reticulofenestra,,,,isabellae,,,,Reticulofenestra isabellae,nannofossils,Reticulofenestra isabellae,,,"in PBDB, so it will be classified correctly",,2798
,,Rhabdosphaera,,,,clavigera,,,,Rhabdosphaera clavigera,nannofossils,Rhabdospaera claviger,,,"in PBDB, so it will be classified correctly",,2799
,,Rhabdosphaera,,,,clavigera,,,,Rhabdosphaera clavigera,nannofossils,Rhabdosphaera clavigera,,,"in PBDB, so it will be classified correctly",,2800
,,Rhabdosphaera,,,,sicca,,,,Rhabdosphaera sicca,nannofossils,Rhabdosphaera sicca,,,"in PBDB, so it will be classified correctly",,2801
,,Rhabdosphaera,,,,tenuis,,,,Rhabdosphaera tenuis,nannofossils,Rhabdosphaera tenuis,,,"in PBDB, so it will be classified correctly",,2802
,,Rhagodiscus,,,,achylostaurion,,,,Rhagodiscus achylostaurion,nannofossils,Rhagodiscus achylostaurion,,,"in PBDB, so it will be classified correctly",,2803
,,Rhagodiscus,,,,angustus,,,,Rhagodiscus angustus,nannofossils,Rhagodiscus angustus,,,"in PBDB, so it will be classified correctly",,2804
,,Rhagodiscus,,,,asper,,,,Rhagodiscus asper,nannofossils,Rhagodiscus asper,,,"in PBDB, so it will be classified correctly",,2805
,,Rhagodiscus,,,,indistinctus,,,,Rhagodiscus indistinctus,nannofossils,Rhagodiscus indistinctus,,,"in PBDB, so it will be classified correctly",,2806
,,Rhagodiscus,,,,robustus,,,,Rhagodiscus robustus,nannofossils,Rhagodiscus robustus,,,"in PBDB, so it will be classified correctly",,2807
,,Rhomboaster,,,,bramlettei,,,,Rhomboaster bramlettei,nannofossils,Rhomboaster bramlettei,,,"in PBDB, so it will be classified correctly",,2808
,,Rhomboaster,,,,calcitrapa,,,,Rhomboaster calcitrapa,nannofossils,Rhomboaster calcitrapa,,,"in PBDB, so it will be classified correctly",,2809
,,Rhomboaster,,,,cuspis,,,,Rhomboaster cuspis,nannofossils,Rhomboaster cuspis,,,"in PBDB, so it will be classified correctly",,2810
,,Rhomboaster,,,,spp.,,,,Rhomboaster spp.,nannofossils,Rhomboaster spp.,,,"in PBDB, so it will be classified correctly",,2811
,,Rhomboaster,,,,svabenickiae,,,,Rhomboaster svabenickiae,nannofossils,Rhomboaster svabenickiae,,,"in PBDB, so it will be classified correctly",,2812
,,Rotelapillus,,,,sp.,,,,Rotelapillus sp.,nannofossils,Rotelapillus,,,"in PBDB, so it will be classified correctly",,2813
,,Rotelapillus,,,,biarcus,,,,Rotelapillus biarcus,nannofossils,Rotelapillus biarcus,,,"in PBDB, so it will be classified correctly",,2814
,,Rotelapillus,,,,crenulatus,,,,Rotelapillus crenulatus,nannofossils,Rotelapillus crenulatus,,,"in PBDB, so it will be classified correctly",,2815
,,Rotelapillus,,,,laffittei,,,,Rotelapillus laffittei,nannofossils,Rotelapillus laffittei,,,"in PBDB, so it will be classified correctly",,2816
,,Rucinolithus,,,,magnus,,,,Rucinolithus magnus,nannofossils,Rucinolithus magnus,,,"in PBDB, so it will be classified correctly",,2817
,,Rucinolithus,,,,wisei,,,,Rucinolithus wisei,nannofossils,Rucinolithus wisei,,,"in PBDB, so it will be classified correctly",,2818
,,Scyphosphaera,,,,spp.,,,,Scyphosphaera spp.,nannofossils,Schyphosphaera spp.,,,"in PBDB, so it will be classified correctly",,2819
,,Scrippsiella,,,,sp.,,,,Scrippsiella sp.,nannofossils,Scrippsiella sp.,,,"in PBDB, so it will be classified correctly",,2820
,,Scyphosphaera,,,,apsteinii,,,,Scyphosphaera apsteinii,nannofossils,Scyphosphaera apsteinii,,,"in PBDB, so it will be classified correctly",,2821
,,Scyphosphaera,,,,apsteinii,f.,dilatata,,Scyphosphaera apsteinii f. dilatata,nannofossils,Scyphosphaera apsteinii forma dilatata,,,"in PBDB, so it will be classified correctly",,2822
,,Scyphosphaera,,,,canescens,,,,Scyphosphaera canescens,nannofossils,Scyphosphaera canescens,,,"in PBDB, so it will be classified correctly",,2823
,,Scyphosphaera,,,,cylindrica,,,,Scyphosphaera cylindrica,nannofossils,Scyphosphaera cylindrica,,,"in PBDB, so it will be classified correctly",,2824
,,Scyphosphaera,,,,globulata,,,,Scyphosphaera globulata,nannofossils,Scyphosphaera globulata,,,"in PBDB, so it will be classified correctly",,2825
,,Scyphosphaera,,,,intermedia,,,,Scyphosphaera intermedia,nannofossils,Scyphosphaera intermedia,,,"in PBDB, so it will be classified correctly",,2826
,,Scyphosphaera,,,,lagena,,,,Scyphosphaera lagena,nannofossils,Scyphosphaera lagena,,,"in PBDB, so it will be classified correctly",,2827
,,Scyphosphaera,,,,pulcherrima,,,,Scyphosphaera pulcherrima,nannofossils,Scyphosphaera pulcherrima,,,"in PBDB, so it will be classified correctly",,2828
,,Scyphosphaera,,,,ventriosa,,,,Scyphosphaera ventriosa,nannofossils,Scyphosphaera ventriosa,,,"in PBDB, so it will be classified correctly",,2829
,,Seribiscutum,,,,primitivum,,,,Seribiscutum primitivum,nannofossils,Seribiscutum primitivum,,,"in PBDB, so it will be classified correctly",,2830
,,Gephyrocapsa,,,,spp.,,,small,Gephyrocapsa spp. (small),nannofossils,Small Gephyrocapsa spp.,,,"in PBDB, so it will be classified correctly",Small Gephyrocapsa spp.,2831
,,Solidopons,,,,petrae,,,,Solidopons petrae,nannofossils,Solidopons petrae,,,"in PBDB, so it will be classified correctly",,2832
,,Speetonia,,,,colligata,,,,Speetonia colligata,nannofossils,Speetonia colligata,,,"in PBDB, so it will be classified correctly",,2833
,,Speetonia,,,,sp.,,,,Speetonia sp.,nannofossils,Speetonia sp.,,,"in PBDB, so it will be classified correctly",,2834
,,Sphenolithus,,,,akropodus,,,,Sphenolithus akropodus,nannofossils,Sphenolithus akropodus,,,"in PBDB, so it will be classified correctly",,2835
,,Sphenolithus,,,,anarrhopus,,,,Sphenolithus anarrhopus,nannofossils,Sphenolithus anarrhopus,,,"in PBDB, so it will be classified correctly",,2836
,,Sphenolithus,,,,arthurii,,,,Sphenolithus arthurii,nannofossils,Sphenolithus arthurii,,,"in PBDB, so it will be classified correctly",,2837
,,Sphenolithus,,,,celsus,,,,Sphenolithus celsus,nannofossils,Sphenolithus celsus,,,"in PBDB, so it will be classified correctly",,2838
,,Sphenolithus,,,,conicus,,,,Sphenolithus conicus,nannofossils,Sphenolithus conicus,,,"in PBDB, so it will be classified correctly",,2839
,,Sphenolithus,,,,conspicuus,,,,Sphenolithus conspicuus,nannofossils,Sphenolithus conspicuus,,,"in PBDB, so it will be classified correctly",,2840
,,Sphenolithus,,,,cuniculus,,,,Sphenolithus cuniculus,nannofossils,Sphenolithus cuniculus,,,"in PBDB, so it will be classified correctly",,2841
,,Sphenolithus,,,,distentus,,,,Sphenolithus distentus,nannofossils,Sphenolithus distentus,,,"in PBDB, so it will be classified correctly",,2842
,,Sphenolithus,,,,editus,,,,Sphenolithus editus,nannofossils,Sphenolithus editus,,,"in PBDB, so it will be classified correctly",,2843
,,Sphenolithus,,,,furcatolithoides,,,,Sphenolithus furcatolithoides,nannofossils,Sphenolithus furcatolithoides,,,"in PBDB, so it will be classified correctly",,2844
,,Sphenolithus,,,,furcatolithoides,morph,A,,Sphenolithus furcatolithoides morph A,nannofossils,Sphenolithus furcatolithoides morph A,,,"in PBDB, so it will be classified correctly",,2845
,,Sphenolithus,,,,furcatolithoides,morph,B,,Sphenolithus furcatolithoides morph B,nannofossils,Sphenolithus furcatolithoides morph B,,,"in PBDB, so it will be classified correctly",,2846
,,Sphenolithus,,,,grandis,,,,Sphenolithus grandis,nannofossils,Sphenolithus grandis,,,"in PBDB, so it will be classified correctly",,2847
,,Sphenolithus,,,,heteromorphus,,,,Sphenolithus heteromorphus,nannofossils,Sphenolithus heteromorpha,,,"in PBDB, so it will be classified correctly",,2848
,,Sphenolithus,,,,moriformis,,,,Sphenolithus moriformis,nannofossils,Sphenolithus moriformis gr.,,,"in PBDB, so it will be classified correctly",,2849
,,Sphenolithus,,,,neoabies,,,,Sphenolithus neoabies,nannofossils,Sphenolithus neoabies,,,"in PBDB, so it will be classified correctly",,2850
,,Sphenolithus,,,,obtusus,,,,Sphenolithus obtusus,nannofossils,Sphenolithus obtusus,,,"in PBDB, so it will be classified correctly",,2851
,,Sphenolithus,,,,orphanknollensis,,,,Sphenolithus orphanknollensis,nannofossils,Sphenolithus orphanknollensis,,,"in PBDB, so it will be classified correctly",,2852
,,Sphenolithus,,,,primus,,,,Sphenolithus primus,nannofossils,Sphenolithus primus,,,"in PBDB, so it will be classified correctly",,2853
,,Sphenolithus,,,,pseudoheteromorphus,,,,Sphenolithus pseudoheteromorphus,nannofossils,Sphenolithus pseudoheteromorphus,,,"in PBDB, so it will be classified correctly",,2854
,,Sphenolithus,,,,pseudoradians,,,,Sphenolithus pseudoradians,nannofossils,Sphenolithus pseudoradians,,,"in PBDB, so it will be classified correctly",,2855
,,Sphenolithus,,,,radians,,,,Sphenolithus radians,nannofossils,Sphenolithus radians,,,"in PBDB, so it will be classified correctly",,2856
,,Sphenolithus,,,,runus,,,,Sphenolithus runus,nannofossils,Sphenolithus runus,,,"in PBDB, so it will be classified correctly",,2857
,,Sphenolithus,,,,spiniger,,,,Sphenolithus spiniger,nannofossils,Sphenolithus spiniger,,,"in PBDB, so it will be classified correctly",,2858
,,Sphenolithus,,,,strigosus,,,,Sphenolithus strigosus,nannofossils,Sphenolithus strigosus,,,"in PBDB, so it will be classified correctly",,2859
,,Sphenolithus,,,,tribulosus,,,,Sphenolithus tribulosus,nannofossils,Sphenolithus tribulosus,,,"in PBDB, so it will be classified correctly",,2860
,,Sphenolithus,,,,villae,,,,Sphenolithus villae,nannofossils,Sphenolithus villae,,,"in PBDB, so it will be classified correctly",,2861
,,Staurolithites,,,,sp.,,,,Staurolithites sp.,nannofossils,Staurolithites,,,"in PBDB, so it will be classified correctly",,2862
,,Staurolithites,,,,angustus,,,,Staurolithites angustus,nannofossils,Staurolithites angustus,,,"in PBDB, so it will be classified correctly",,2863
,,Staurolithites,,,,flavus,,,,Staurolithites flavus,nannofossils,Staurolithites flavus,,,"in PBDB, so it will be classified correctly",,2864
,,Staurolithites,,,,gausorhethium,,,,Staurolithites gausorhethium,nannofossils,Staurolithites gausorhethium,,,"in PBDB, so it will be classified correctly",,2865
,,Staurolithites,,,,mutterlosei,,,,Staurolithites mutterlosei,nannofossils,Staurolithites mutterlosei,,,"in PBDB, so it will be classified correctly",,2866
,,Staurolithites,,,,siesseri,,,,Staurolithites siesseri,nannofossils,Staurolithites siesseri,,,"in PBDB, so it will be classified correctly",,2867
,,Staurolithites,,,,spp.,,,,Staurolithites spp.,nannofossils,Staurolithites spp.,,,"in PBDB, so it will be classified correctly",,2868
,,Stoverius,,,,achylosus,,,,Stoverius achylosus,nannofossils,Stoverius achylosus,,,"in PBDB, so it will be classified correctly",,2869
,,Stoverius,,,,coronatus,,,,Stoverius coronatus,nannofossils,Stoverius coronatus,,,"in PBDB, so it will be classified correctly",,2870
,,Syracosphaera,,,,histrica,,,,Syracosphaera histrica,nannofossils,Syracosphaera histrica,,,"in PBDB, so it will be classified correctly",,2871
,,Syracosphaera,,,,lamina,,,,Syracosphaera lamina,nannofossils,Syracosphaera lamina,,,"in PBDB, so it will be classified correctly",,2872
,,Syracosphaera,,,,pulchra,,,,Syracosphaera pulchra,nannofossils,Syracosphaera pulchra,,,"in PBDB, so it will be classified correctly",,2873
,,Syracosphaera,,,,spp.,,,,Syracosphaera spp.,nannofossils,Syracosphaera spp. (Neogene),,,"in PBDB, so it will be classified correctly",Syracosphaera spp. (Neogene),2874
,,Syracosphaera,,,,spp.,,,,Syracosphaera spp.,nannofossils,Syracosphaera spp. (Paleogene),,,"in PBDB, so it will be classified correctly",Syracosphaera spp. (Paleogene),2875
,,Tegumentum,,,,sp.,,,,Tegumentum sp.,nannofossils,Tegumentum,,,"in PBDB, so it will be classified correctly",,2876
,,Tegumentum,,,,stradneri,,,,Tegumentum stradneri,nannofossils,Tegumentum stradneri,,,"in PBDB, so it will be classified correctly",,2877
,,Tetralithoides,,,,quadrilaminata,,,,Tetralithoides quadrilaminata,nannofossils,Tetralithoides quadrilaminata,,,"in PBDB, so it will be classified correctly",,2878
,,Tetralithoides,,,,symeonidesii,,,,Tetralithoides symeonidesii,nannofossils,Tetralithoides symeonidesii,,,"in PBDB, so it will be classified correctly",,2879
,,Tetrapodorhabdus,,,,decorus,,,,Tetrapodorhabdus decorus,nannofossils,Tetrapodorhabdus decorus,,,"in PBDB, so it will be classified correctly",,2880
,,Thiersteinia,,,,ecclesiastica,,,,Thiersteinia ecclesiastica,nannofossils,Thiersteinia ecclesiastica,,,"in PBDB, so it will be classified correctly",,2881
,,Thoracosphaera,,,,heimii,,,,Thoracosphaera heimii,nannofossils,Thoracosphaera heimii,,,"in PBDB, so it will be classified correctly",,2882
,,Thoracosphaera,,,,sp.,,,,Thoracosphaera sp.,nannofossils,Thoracosphaera sp.,,,"in PBDB, so it will be classified correctly",,2883
,,Thoracosphaera,,,,spp.,,,,Thoracosphaera spp.,nannofossils,Thoracosphaera spp.,,,"in PBDB, so it will be classified correctly",,2884
,,Toweius,,,,callosus,,,,Toweius callosus,nannofossils,Toweius callosus,,,"in PBDB, so it will be classified correctly",,2885
,,Toweius,,,,crassus,,,,Toweius crassus,nannofossils,Toweius crassus,,,"in PBDB, so it will be classified correctly",,2886
,,Toweius,,,,eminens,,,,Toweius eminens,nannofossils,Toweius eminens,,,"in PBDB, so it will be classified correctly",,2887
,,Toweius,,,,gammation,,,,Toweius gammation,nannofossils,Toweius gammation,,,"in PBDB, so it will be classified correctly",,2888
,,Toweius,,,,magnicrassus,,,,Toweius magnicrassus,nannofossils,Toweius magnicrassus,,,"in PBDB, so it will be classified correctly",,2889
,,Toweius,,,,occultatus,,,,Toweius occultatus,nannofossils,Toweius occultatus,,,"in PBDB, so it will be classified correctly",,2890
,,Toweius,,,,pertusus,,,,Toweius pertusus,nannofossils,Toweius pertusus,,,"in PBDB, so it will be classified correctly",,2891
,,Toweius,,,,rotundus,,,,Toweius rotundus,nannofossils,Toweius rotundus,,,"in PBDB, so it will be classified correctly",,2892
,,Toweius,,,,serontinus,,,,Toweius serontinus,nannofossils,Toweius serontinus,,,"in PBDB, so it will be classified correctly",,2893
,,Toweius,,,,spp.,,,,Toweius spp.,nannofossils,Toweius spp.,,,"in PBDB, so it will be classified correctly",,2894
,,Toweius,,,,tovae,,,,Toweius tovae,nannofossils,Toweius tovae,,,"in PBDB, so it will be classified correctly",,2895
,,Tranolithus,,,,orionatus,,,,Tranolithus orionatus,nannofossils,Tranolithus orionatus,,,"in PBDB, so it will be classified correctly",,2896
,,Tranolithus,,,,phacelosus,,,,Tranolithus phacelosus,nannofossils,Tranolithus phacelosus,,,"in PBDB, so it will be classified correctly",,2897
,,Tribrachiatus,,,,absidatus,,,,Tribrachiatus absidatus,nannofossils,Tribrachiatus absidatus,,,"in PBDB, so it will be classified correctly",,2898
,,Tribrachiatus,,,,bramlettei,,,,Tribrachiatus bramlettei,nannofossils,Tribrachiatus bramlettei,,,"in PBDB, so it will be classified correctly",,2899
,,Tribrachiatus,,,,contortus,,,,Tribrachiatus contortus,nannofossils,Tribrachiatus contortus,,,"in PBDB, so it will be classified correctly",,2900
,,Tribrachiatus,,,,digitalis,,,,Tribrachiatus digitalis,nannofossils,Tribrachiatus digitalis,,,"in PBDB, so it will be classified correctly",,2901
,,Tribrachiatus,,,,orthostylus,,,,Tribrachiatus orthostylus,nannofossils,Tribrachiatus orthostylus,,,"in PBDB, so it will be classified correctly",,2902
,,Triquetrorhabdulus,,,,challengeri,,,,Triquetrorhabdulus challengeri,nannofossils,Triquetrorhabdulus challengeri,,,"in PBDB, so it will be classified correctly",,2903
,,Triquetrorhabdulus,,,,finifer,,,,Triquetrorhabdulus finifer,nannofossils,Triquetrorhabdulus finifer,,,"in PBDB, so it will be classified correctly",,2904
,,Triquetrorhabdulus,,,,milowii,,,,Triquetrorhabdulus milowii,nannofossils,Triquetrorhabdulus millowii,,,"in PBDB, so it will be classified correctly",,2905
,,Triquetrorhabdulus,,,,milowii,,,,Triquetrorhabdulus milowii,nannofossils,Triquetrorhabdulus milowii,,,"in PBDB, so it will be classified correctly",,2906
