name,taxon_group,pbdb_taxon_id,verbatim_name,comment
Gyroidina danvillensis,benthic_forams,1566,Gyroidina danvillensis,
Gyroidina gemma,benthic_forams,1566,Gyroidina gemma,
Gyroidina neosoldanii,benthic_forams,1566,Gyroidina neosoldanii,
Gyroidina orbicularis,benthic_forams,1566,Gyroidina obicularis; Gyroidina orbicularis,
Gyroidina sp.,benthic_forams,1566,Gyroidina; Gyroidina sp.,
Gyroidina spp.,benthic_forams,1566,Gyroidina spp.,
Gyroidina zealandica,benthic_forams,1566,Gyroidina zealandica,
Gyroidinoides allani,benthic_forams,1568,Gyroidinoides allani,
Gyroidinoides altiformis,benthic_forams,1568,Gyroidinoides altiformis; Gyroidinoides (or: Hansenisca) altiformis,
Gyroidinoides beisseli,benthic_forams,1568,Gyroidinoides beisseli,
Gyroidinoides depressus,benthic_forams,1568,Gyroidinoides depressus,
Gyroidinoides girardanus,benthic_forams,1568,Gyroidinoides girardanus,
Gyroidinoides globosus,benthic_forams,1568,Gyroidinoides globosa; Gyroidinoides globosus,
Gyroidinoides lenticulus,benthic_forams,1568,Gyroidinoides lenticulus,
Gyroidinoides neosoldanii,benthic_forams,1568,Gyroidinoides neosoldanii,
Gyroidinoides nitidus,benthic_forams,1568,Gyroidinoides nitidus,
Gyroidinoides orbicularis,benthic_forams,1568,Gyroidinoides orbicularis,
Gyroidinoides planulatus,benthic_forams,1568,Gyroidinoides planulatus,
Gyroidinoides primitivus,benthic_forams,1568,Gyroidinoides primitivus,
Gyroidinoides soldanii,benthic_forams,1568,Gyroidinoides soldanii,
Gyroidinoides sp.,benthic_forams,1568,Gyroidinoides sp.; Gyroidinoides sp. indet.; Gyroidinoides,
Gyroidinoides sp. A,benthic_forams,1568,Gyroidinoides sp. A,
Gyroidinoides sp. B,benthic_forams,1568,Gyroidinoides sp. B,
Gyroidinoides sp. C,benthic_forams,1568,Gyroidinoides sp. C,
Gyroidinoides sp. D,benthic_forams,1568,Gyroidinoides sp. D,
Gyroidinoides spp.,benthic_forams,1568,Gyroidinoides spp; Gyroidinoides spp.,
Gyroidinoides subangulatus,benthic_forams,1568,Gyroidinoides subangulatus,
Gyroidinoides zelandicus,benthic_forams,1568,Gyroidinoides zelandicus,
Haeuslerella finlayi,benthic_forams,1572,Haeuslella finlayi,genus misspelled
Haeuslerella morgani,benthic_forams,1572,Haeuslerella morgani,
Haeuslerella parri,benthic_forams,1572,Haeuslerella parri; Haeuslerlella parri,genus misspelled
Haeuslerella pliocenica,benthic_forams,1572,Haeuslerella pliocenica,
Haeuslerella pukekiensis,benthic_forams,1572,Haeuslerella pukekiensis,
Haeuslerella sp.,benthic_forams,1572,Haeuslerella,
Halamphora costata,diatoms,434225,Halamphora costata,
Halamphora spp.,diatoms,434225,Halamphora spp.,
Haliommetta miocenica,radiolarians,432662,Haliommetta miocenica,
Halodinium,palynology,453189,Hallodinium,Acritarcha
Hantkenina alabamensis,planktic_forams,1580,Hantkenina alabamensis,
Hantkenina australis,planktic_forams,1580,additional species: Hantkenina australis,
Hantkenina compressa,planktic_forams,1580,Hantkenina compressa,
Hantkenina dumblei,planktic_forams,1580,Hantkenina dumblei,
Hantkenina mexicana,planktic_forams,1580,Hantkenina mexicana,
Hantkenina sp.,planktic_forams,1580,Hantkenina sp.,
Hantkenina spp.,planktic_forams,1580,Hantkenina spp.,
Hanzawaia ammophila,benthic_forams,1581,Hanzawaia ammophila,
Hanzawaia bertheloti,benthic_forams,1581,Hanzawaia bertheloti,
Hanzawaia complanata,benthic_forams,1581,Hanzawaia complanata,
Hanzawaia concentrica,benthic_forams,1581,Hanzawaia concentrica,
Hanzawaia mantaensis,benthic_forams,1581,Hanzawaia mantaensis,
Hanzawaia rhodiensis,benthic_forams,1581,Hanzawaia rhodiensis,
Hanzawaia sp.,benthic_forams,1581,Hanzawaia sp.,
Hanzawaia spp.,benthic_forams,1581,Hanzawaia spp.,
Hanzawaia turgida,benthic_forams,1581,Hanzawaia turgida,
Haplophragmoides chapmani,benthic_forams,1586,Haplophragmoides chapmani,
Haplophragmoides sp.,benthic_forams,1586,Haplophragmoides sp.; Haplophragmoides sp. indet.,
Haplophragmoides spp.,benthic_forams,1586,Haplophragmoides spp.,
Haplophragmoides suborbicularis,benthic_forams,1586,Haplophragmoides suborbicularis,
Haplophragmoides walteri,benthic_forams,1586,Haplophragmoides walteri,
Haqius circumradiatus,nannofossils,87785,Haqius circumradiatus,
Haslea sp.,diatoms,432986,Haslea sp.,
Hastigerina pelagica,planktic_forams,1587,Hastigerina pelagica,
Hastigerinoides subdigitata,planktic_forams,1589,Hastigerinoides subdigitata,
Hauerina spp.,benthic_forams,1591,Hauerina spp.,
Hauerinella inconstans,benthic_forams,433663,Hauerinella inconstans,"in PBDB but unaccepted - accepted as Cornuloculina (Burbach, 1886)"
Hayaster perplexus,nannofossils,424029,Hayaster perplexus,
Hayella challengeri,nannofossils,424278,Hayella challengeri,
Hayella situliformis,nannofossils,424278,Hayella situliformis,
Hayesites albiensis,nannofossils,87739,Hayesites albiensis,
Haynesina depressa,benthic_forams,1594,Haynesina depressa,
Haynesina depressula,benthic_forams,1594,Haynesina depressula,
Haynesina sp.,benthic_forams,1594,Haynesina sp.,
Hedbergella angolae,planktic_forams,1596,Hedbergella angolae,
Hedbergella delrioensis,planktic_forams,1596,Hedbergella delrioensis,
Hedbergella holmdelensis,planktic_forams,1596,Hedbergella holmdelensis,
Hedbergella implicata,planktic_forams,1596,Hedbergella implicata,
Hedbergella monmouthensis,planktic_forams,1596,Hedbergella monmouthensis,
Hedbergella planispira,planktic_forams,1596,Hedbergella planispira,
Hedbergella rischi,planktic_forams,1596,Hedbergella rischi,
Hedbergella simplex,planktic_forams,1596,Hedbergella simplex,
Hedbergella sp.,planktic_forams,1596,Hedbergella sp.,
Hedbergella wondersi,planktic_forams,1596,Hedbergella wondersi,
Hedera helix,palynology,237725,Hedera helix,
Helenea chiastia,nannofossils,87812,Helenea chiastia,
Helianthemum sp.,palynology,434993,Helianthemum,
Helicolithus compactus,nannofossils,443753,Helicolithus compactus,
Helicolithus trabeculatus,nannofossils,443753,Helicolithus trabeculatus,
Helicolithus trabeculatus (<7 um),nannofossils,443753,Helicolithus trabeculatus (<7 um),
Helicolithus turonicus,nannofossils,443753,Helicolithus turonicus,
Helicopontosphaera hyalina,nannofossils,424493,Helicopontosphaera hyalina,
Helicosphaera acuta,nannofossils,255396,Helicosphaera acuta,
Helicosphaera ampliaperta,nannofossils,255396,Helicosphaera ampliaperta,
Helicosphaera bramlettei,nannofossils,255396,Helicosphaera bramlettei,
Helicosphaera burkei,nannofossils,255396,Helicosphaera burkei,
Helicosphaera carteri,nannofossils,255396,Helicosphaera carteri,
Helicosphaera carteri var. walichii,nannofossils,255396,Helicosphaera carteri var. walichii,
Helicosphaera cf. euphratis,nannofossils,255396,Helicosphaera cf. euphratis,
Helicosphaera cf. intermedia,nannofossils,255396,Helicosphaera cf. intermedia,
Helicosphaera cf. sellii,nannofossils,255396,Helicosphaera cf. sellii,
Helicosphaera clarissima,nannofossils,255396,Helicosphaera clarissima,
Helicosphaera compacta,nannofossils,255396,Helicosphaera compacta,
Helicosphaera elongata,nannofossils,255396,Helicosphaera elongata,
Helicosphaera ethologa,nannofossils,255396,Helicosphaera ethologa,
Helicosphaera euphratis,nannofossils,255396,Helicosphaera euphratis,
Helicosphaera euphratis (<8 microns),nannofossils,255396,Helicosphaera euphratis (< 8 microns),
Helicosphaera granulata,nannofossils,255396,Helicosphaera granulata,
Helicosphaera hyalina,nannofossils,255396,Helicosphaera hyalina,
Helicosphaera intermedia,nannofossils,255396,Helicosphaera intermedia,
Helicosphaera inversa,nannofossils,255396,Helicosphaera inversa; Helicosphera inversa,
Helicosphaera kamptneri,nannofossils,255396,Helicosphaera kamptnerii; Helicosphaera kamptneri,
Helicosphaera lophota,nannofossils,255396,Helicosphaera lophota,
Helicosphaera mediterranea,nannofossils,255396,Helicosphaera mediterranea,
Helicosphaera neogranulata,nannofossils,255396,Helicosphaera neogranulata,
Helicosphaera obliqua,nannofossils,255396,Helicosphaera obliqua,
Helicosphaera omanica,nannofossils,255396,Helicosphaera omanica,
Helicosphaera orientalis,nannofossils,255396,Helicosphaera orientalis,
Helicosphaera pavimentum,nannofossils,255396,Helicosphaera pavimentum,
Helicosphaera perch-nielseniae,nannofossils,255396,Helicosphaera perch-nielseniae,
Helicosphaera princei,nannofossils,255396,Helicosphaera princei,
Helicosphaera recta,nannofossils,255396,Helicosphaera recta,
Helicosphaera reticulata,nannofossils,255396,Helicosphaera reticulata,
Helicosphaera scissura,nannofossils,255396,Helicosphaera scissura,
Helicosphaera sellii,nannofossils,255396,Helicosphaera sellii,
Helicosphaera seminulum,nannofossils,255396,Helicosphaera seminulum,
Helicosphaera sp.,nannofossils,255396,Helicosphaera sp.,
Helicosphaera spp.,nannofossils,255396,Helicosphaera spp. (Negoene); Helicosphaera spp. (Palegoene); Helicosphaera spp.,
Helicosphaera stalis,nannofossils,255396,Helicosphaera stalis,
Helicosphaera vedderi,nannofossils,255396,Helicosphaera vedderi,
Helicosphaera walbersdorfensis,nannofossils,255396,Helicosphaera walbersdorfensis,
Helicosphaera wallichii,nannofossils,255396,Helicosphaera wallichii,
Helicosphaera wilcoxonii,nannofossils,255396,Helicosphaera wilcoxonii,
Heliodiscus asteriscus,radiolarians,144,"Heliodiscus astericus; Heliodiscus asteriscus Haeckel, 1887; Heliodiscus asteriscus",
Heliolithus cantabriae,nannofossils,424312,Heliolithus cantabriae,
Heliolithus kleinpellii,nannofossils,424312,Heliolithus kleinpellii,
Heliolithus riedelii,nannofossils,424312,Heliolithus riedelii,
Helotholus vema,radiolarians,532,Helotholus vema,
Helvetoglobotruncana helvetica,planktic_forams,71231,Helvetoglobotruncana helvetica,
Helvetoglobotruncana praehelvetica,planktic_forams,71231,Helvetoglobotruncana praehelvetica,
Hemiaulus altus,diatoms,71255,Hemiaulus altus,
Hemiaulus angustobrachiatus,diatoms,71255,Hemiaulus angustobrachiatus,
Hemiaulus caracteristicus,diatoms,71255,Hemiaulus caracteristicus,
Hemiaulus danicus,diatoms,71255,Hemiaulus danicus,
Hemiaulus dissimilis,diatoms,71255,Hemiaulus dissimilis,
Hemiaulus grassus,diatoms,71255,Hemiaulus grassus,
Hemiaulus incisus,diatoms,71255,Hemiaulus incisus,
Hemiaulus peripterus var. peripterus,diatoms,71255,Hemiaulus peripterus var. peripterus,
Hemiaulus polycystinorum,diatoms,71255,Hemiaulus polycystinorum,
Hemiaulus sp.,diatoms,71255,Hemiaulus sp.,
Hemidiscus cuneiformis,diatoms,432650,Hemidiscus cuneiformis,
Hemidiscus karstenii,diatoms,432650,Hemidiscus karstenii,
Hemidiscus simplicissimus,diatoms,432650,Hemidiscus simplicissimus,
Hemidiscus sp. 1,diatoms,432650,Hemidiscus sp. 1 of Zielinski & Gersonde (2002),
Hercotheca sp.,diatoms,433859,Hercotheca sp.,
Heronallenia cf. polita,benthic_forams,1616,Heronallenia cf. polita,
Heronallenia lingulata,benthic_forams,1616,Heronallenia lingulata,
Heronallenia spp.,benthic_forams,1616,Heronallenia spp.,
Heterohelix cf. globulosa,planktic_forams,1620,Heterohelix globulosa (cf.),
Heterohelix globulosa,planktic_forams,1620,Heterohelix globulosa,
Heterohelix labellosa,planktic_forams,1620,Heterohelix labellosa,
Heterohelix navarroensis,planktic_forams,1620,Heterohelix navarroensis,
Heterohelix punctulata,planktic_forams,1620,Heterohelix punctulata,
Heterohelix sp.,planktic_forams,1620,Heterohelix sp.,
Heterolepa bradyi,benthic_forams,1621,Heterolepa bradyi,
Heterolepa sp.,benthic_forams,1621,Heterolepa sp.,
Heterolepa spp.,benthic_forams,1621,Heterolepa spp.,
Heterostegina sp.,benthic_forams,1623,Heterostegina sp.,
Hexacontium akitaensis,radiolarians,152,Hexacontium akitaensis,
Hexacontium dionysus,radiolarians,152,Hexacontium dionysus,
Hexacontium enthacanthus,radiolarians,152,Hexacontium enthacanthus,
Hexacontium laevigatum,radiolarians,152,Hexacontium laevigatum,
Hexacontium melpomene,radiolarians,152,Hexacontium melpomene,
Hexacontium pachydermum,radiolarians,152,Hexacontium pachydermum,
Hexacontium parviakitaensis,radiolarians,152,Hexacontium parviakitaensis,
Hexacontium sp.,radiolarians,152,Hexacontium sp.,
Hexalonche amphisiphon,radiolarians,155,Hexalonche amphisiphon,
Hexapyle dodecantha,radiolarians,84813,Hexapyle dodecantha group,
Hirsutella bermudezi,planktic_forams,422423,Hirsutella bermudezi,
Hirsutella cf. panda,planktic_forams,422423,Hirsutella panda (cf.),
Hirsutella cf. scitula,planktic_forams,422423,Hirsutella scitula (cf.),
Hirsutella cibaoensis,planktic_forams,422423,Hirsutella cibaoensis,
Hirsutella hirsuta,planktic_forams,422423,Hirsutella hirsuta,
Hirsutella hirsuta (dextral),planktic_forams,422423,Hirsutella hirsuta (D),
Hirsutella juanai,planktic_forams,422423,Hirsutella juanai,
Hirsutella margaritae,planktic_forams,422423,Hirsutella margaritae,
Hirsutella panda,planktic_forams,422423,Hirsutella panda,
Hirsutella scitula,planktic_forams,422423,"Hirsutella scitula; Hirsutella scitula (Brady, 1882)",
Hirsutella sp.,planktic_forams,422423,Hirsutella sp.,
Hirsutella theyeri,planktic_forams,422423,Hirsutella theyeri,
Histiastrum quadribrachiatus quadribrachiatus,radiolarians,161,Histiastrum quadribrachiatus quadribrachiatus,
Hoeglundina elegans,benthic_forams,1633,Hoeglundina elegans,
Hoeglundina sp.,benthic_forams,1633,Hoeglundina sp.,
Hoeglundina spp.,benthic_forams,1633,Hoeglundina spp.,
Holodiscolithus macroporus,nannofossils,424467,Holodiscolithus macroporus,
Holothuriidae indet.,other,60668,Holothurian spicules,
Hopkinsina mioindex,benthic_forams,1641,Hopkinsina mioindex,
Hormosina trinitatensis,benthic_forams,1643,Hormosina trinitatensis,
Hormosina velascoensis,benthic_forams,1643,Hormosina velascoensis,
Hormosinella guttifera,benthic_forams,1644,Hormosinella guttifera,
Hughesius gizoensis,nannofossils,424281,Hughesius gizoensis,
Hughesius tasmaniae,nannofossils,424281,Hughesius tasmaniae,
Hyalinea balthica,benthic_forams,1653,Hyalinea balthica; Hyalina balthica,
Hyalinea sp.,benthic_forams,1653,Hyaline indet.,
Hyalinea spp.,benthic_forams,1653,Hyalinea spp.,
Hyalinonetrion gracillimum,benthic_forams,1654,Hyalinonetrion gracillimum; Hyalinonetrion gracillima,
Hyalodiscus obsoletus,diatoms,71257,Hyalodiscus obsoletus,
Hyalodiscus scoticus,diatoms,71257,Hyalodiscus scoticus,
Hyalodiscus sp.,diatoms,71257,Hyalodiscus sp.,
Hyalodiscus spp.,diatoms,71257,Hyalodiscus spp.,
Hymeniastrum euclidis,radiolarians,166,Hymeniastrum euclidis,
Hymeniastrum sp.,radiolarians,166,Hymeniastrum sp.,
Hyperammina friabilis,benthic_forams,1657,Hyperammina friabilis,
Hyperammina laevigata,benthic_forams,1657,Hyperammina laevigata,
Hyperammina sp.,benthic_forams,1657,Hyperammina sp.,
Hyperammina spp.,benthic_forams,1657,Hyperammina spp.,
Igorina broedermanni,planktic_forams,1663,Igorina broedermanni,
Igorina pusilla,planktic_forams,1663,Igorina pusilla,
Igorina tadjikistanensis,planktic_forams,1663,Igorina tadjikistanensis,
Ilselithina fusa,nannofossils,424495,Ilselithina fusa,
Impagidinium japonicum,dinoflagellates,276906,impagidinium japonicum,
Impagidinium pallidum,dinoflagellates,276906,I.mpagidinium pallidum,genus misspelled
Impagidinium pallidum,palynology,276906,Impagidinium pallidum,
Impagidinium patulum,dinoflagellates,276906,I.mpagidinium patulum,genus misspelled
Impagidinium patulum,palynology,276906,Impagidinium patulum,
Impagidinium spp.,dinoflagellates,276906,Impagidinium spp. indet.,
Inaequalina spp.,benthic_forams,1666,Inaequilina spp.,
Islandiella australis,benthic_forams,1679,Islandiella australis,
Islandiella islandica,benthic_forams,1679,Islandiella islandica,
Islandiella norcrossi,benthic_forams,1679,Islandiella norcrossi,
Islandiella sp.,benthic_forams,1679,Islandiella sp.,
Islandinium imnutum,dinoflagellates,438175,Islandinium imnutum,
Islandinium ium cf. brevispinosum,dinoflagellates,438175,Islandinium ium cf. brevispinosum,
Islandinium minutum,dinoflagellates,438175,Islandinium minutum,
Islandinium sp.,dinoflagellates,438175,Islandinium Morphtype Cesare,
Islandinium sp. (round brown/spiny),dinoflagellates,438175,Islandinium round brown/spiny,
Isoetes sp.,palynology,317976,Isoetes,
Isthmolithus recurvus,nannofossils,409879,I. recurvus; Isthmolithus recurvus,
Jakubowskia leoniae,nannofossils,424318,Jakubowskia leoniae,
Kalamopsis grzybowskii,benthic_forams,1693,Kalamopsis grzybowskii,
Kamptnerius magnificus,nannofossils,87788,Kamptnerius magnificus,
Kannoa hastata,diatoms,433860,Kannoa hastata,
Kannoa sp.,diatoms,433860,Kannoa sp.,
Karreria cf. fallax,benthic_forams,1701,Karreria cf. fallax,
Karreria spp.,benthic_forams,1701,Karreria spp.,
Karreriella baccata,benthic_forams,1702,Karreriella baccata,
Karreriella bradyi,benthic_forams,1702,Karreriella bradyi,
Karreriella bradyi (>600 m),benthic_forams,1702,Karreriella bradyi >600 m,
Karreriella chapapotensis,benthic_forams,1702,Karreriella chapapotensis,
Karreriella chilostoma,benthic_forams,1702,Karreriella chilostoma,
Karreriella cylindrica,benthic_forams,1702,Karreriella cylindrica,
Karreriella cylindrica (>400 m),benthic_forams,1702,Karreriella cylindrica >400 m,
Karreriella novozealandica,benthic_forams,1702,Karreriella novozealandica,
Karreriella parkerae,benthic_forams,1702,Karreriella parkerae,
Karreriella sp.,benthic_forams,1702,Karreriella sp.,
Karreriella spp.,benthic_forams,1702,Karreriella spp.,
Karreriella subglabra,benthic_forams,1702,Karreriella subglabra,
Karrerulina aegra,benthic_forams,288159,Karrerulina aegra,
Karrerulina coniformis,benthic_forams,288159,Karrerulina coniformis,
Karrerulina sp.,benthic_forams,288159,Karrerulina sp.,
Karrerulina sp. 1,benthic_forams,288159,Karrerulina sp. 1,
Kisseleviella calina,diatoms,434081,Kisseleviella calina,
Kisseleviella cicatricata,diatoms,434081,Kisseleviella cicatricata,
Kisseleviella gaster,diatoms,434081,Kisseleviella gaster,
Kisseleviella sp.,diatoms,434081,Kisseleviella sp.,
Kisseleviella tricoronata,diatoms,434081,Kisseleviella tricoronata,
Krithe spp.,ostracods,24217,Krithe spp.,
Laevidentalina advena,benthic_forams,1736,Laevidentalina advena,
Laevidentalina aphelis,benthic_forams,1736,Laevidentalina aphelis,
Laevidentalina communis,benthic_forams,1736,Laevidentalina communis,
Laevidentalina inflexa,benthic_forams,1736,Laevidentalina inflexa,
Laevidentalina sp.,benthic_forams,1736,Laevidentalina; Laevidentalina sp.,
Laevidentalina spp.,benthic_forams,1736,Laevidentalina  spp.; Laevidentalina spp.,
Laeviheterohelix dentata,planktic_forams,71235,Laeviheterohelix dentata,
Laeviheterohelix pulchra,planktic_forams,71235,Laeviheterohelix pulchra,
Lagena ? striata,benthic_forams,1739,Lagena striata?,
Lagena caudata,benthic_forams,1739,Lagena caudata,
Lagena elongata,benthic_forams,1739,Lagena elongata,
Lagena gracilis,benthic_forams,1739,Lagena gracilis,
Lagena hispidula,benthic_forams,1739,Lagena hispidula,
Lagena laevis,benthic_forams,1739,Lagena laevis,
Lagena meridionalis,benthic_forams,1739,Lagena meridionalis,
Lagena nebulosa,benthic_forams,1739,Lagena nebulosa,
Lagena semistriata,benthic_forams,1739,Lagena semistriata,
Lagena sp.,benthic_forams,1739,Lagena; Lagena sp.,
Lagena spp.,benthic_forams,1739,Lagena spp.; Lagenids,
Lagena striata,benthic_forams,1739,Lagena striata,
Lagena sulcata,benthic_forams,1739,Lagena sulcata,
Lamaprocyrtis heteroporos,radiolarians,432663,Lamaprocyrtis heteroporos,
Lamaprocyrtis neoheteroporos,radiolarians,432663,Lamaprocyrtis neoheteroporos,
Lamaprocyrtis nigriniae,radiolarians,432663,Lamaprocyrtis nigriniae,
Lamarckina novozealandica,benthic_forams,1744,Lamarckina novozealandica,
Lamarckina sp.,benthic_forams,1744,Lamarckina sp.,
Lamprocyclas cf. heteroporus,radiolarians,544,Lamprocyclas cf. heteroporus,
Lamprocyclas hadros,radiolarians,544,Lamprocyclas hadros,
Lamprocyclas junonis,radiolarians,544,Lamprocyclas junonis,
Lamprocyclas maritalis,radiolarians,544,Lamprocyclas maritalis; Lamprocyclas marytalis,
Lamprocyclas maritalis maritalis,radiolarians,544,Lamprocyclas maritalis maritalis,
Lamprocyclas maritalis polypora,radiolarians,544,Lamprocyclas maritalis polypora,
Lamprocyclas particollis,radiolarians,544,Lamprocyclas particollis,
Lamprocyrtis heteroporos,radiolarians,545,Lamprocyrtis heteroporos,
Lamprocyrtis neoheteroporos,radiolarians,545,Lamprocyrtis neoheteroporos,
Lamprocyrtis nigriniae,radiolarians,545,Lamprocyrtis nigriniae; Lamprocyrtis nigrinae,
Lampromitra coronata,radiolarians,85728,Lampromitra coronata,
Lampromitra sp.,radiolarians,85728,Lampromitra sp.,
Lamptonium fabaeforme,radiolarians,547,Lamptonium fabaeforme,
Lamptonium fabaeforme chaunothorax,radiolarians,547,Lamptonium fab. chaunothorax,
Lamptonium fabaeforme constrictum,radiolarians,547,Lamptonium fab. constrictum,
Lamptonium fabaeforme fabaeforme,radiolarians,547,Lamptonium fabaeforme fabaeforme; Lamptonium fab. fabaeforme,
Lamptonium pennatum,radiolarians,547,Lamptonium pennatum,
Lamptonium sanfilippoae,radiolarians,547,Lamptonium sanfilippoae,
Lanternithus minutus,nannofossils,424633,Lanternithus minutus,
Lapideacassis sp.,nannofossils,87752,Lapideacassis sp.,
Larcopyle buetschlii,radiolarians,182,Larcopyle buetschlii; additional species: Larcopyle buetschlii (R),
Larcopyle hayesi,radiolarians,182,Larcopyle hayesi,
Larcopyle nebulum,radiolarians,182,Larcopyle nebulum,
Larcopyle polycantha,radiolarians,182,Larcopyle polyacantha; Larcopyle polyacantha group,
Larcopyle pylomaticus,radiolarians,182,Larcopyle pylomaticus,
Larcopyle quadrangula,radiolarians,182,Larcopyle quadrangula,
Larcopyle weddellium,radiolarians,182,Larcopyle weddellium,
Larcospira minor,radiolarians,183,Larcospira minor,
Larcospira quadrangula,radiolarians,183,Larcospira quadrangula,
Latibolivina reticulata,benthic_forams,1756,Latibolivina reticulata,"In PBDB, but unaccepted (Opinion of Revets (1996 and pers. comm.))- Accepted as Bolivina d'Orbigny, 1839"
Laticarinina altocamerata,benthic_forams,1757,Laticarinina altocamerata,
Laticarinina pauperata,benthic_forams,1757,Laticarinina pauperata,
Laticarinina sp.,benthic_forams,1757,Laticarinina sp.,
Leiosphaeridia sp.,palynology,141164,Leiosphaeridia sp.,
Lejeunecysta acuminata,palynology,264642,Lejeunecysta acuminata,
Lejeunecysta cowiei,palynology,264642,Lejeunecysta cowiei,
Lejeunecysta falax,dinoflagellates,264642,Lejeunecysta falax,
Lejeunecysta fallax,palynology,264642,Lejeunecysta fallax,
Lejeunecysta rotunda,palynology,264642,Lejeunecysta rotunda,
Lejeunecysta sp.,dinoflagellates,264642,Lejeunecysta big,
Lejeunecysta sp.,palynology,264642,Lejeunecysta sp.,
Lejeunecysta spp.,dinoflagellates,264642,Lejeunecysta spp.,
Lenticulina cf. adenalensis,benthic_forams,1763,Lenticulina cf. adenalensis,
Lenticulina gibba,benthic_forams,1763,Lenticulina gibba,
Lenticulina iota,benthic_forams,1763,Lenticulina iota,
Lenticulina mamilligera,benthic_forams,1763,Lenticulina mamilligera,
Lenticulina orbicularis,benthic_forams,1763,Lenticulina orbicularis,
Lenticulina peregrina,benthic_forams,1763,Lenticulina peregrina,
Lenticulina rotulata,benthic_forams,1763,Lenticulina rotulata,
Lenticulina sp.,benthic_forams,1763,Lenticulina sp.; Lenticulina,
Lenticulina spp.,benthic_forams,1763,Lenticulina spp.,
Lenticulinella sp.,benthic_forams,1764,Lenticulinella sp.,
Lepidocyclina sp.,benthic_forams,1765,Lepidocyclina sp.,
Leptocylindrus spp.,diatoms,433539,Leptocylindrus spp.,
Liebusella soldanii,benthic_forams,1771,Liebusella soldanii,
Liliaceae indet.,palynology,54578,Liliaceae,
Liliasterites angularis,nannofossils,87729,Liliasterites angularis,
Liliasterites atlanticus,nannofossils,87729,Liliasterites atlanticus,
Lingulina seminuda,benthic_forams,1775,Lingulina seminuda,
Lingulina spp.,benthic_forams,1775,Lingulina spp.,
Lioloma spp.,diatoms,433540,Lioloma spp.,
Lipmanella dictyoceras,radiolarians,432664,Lipmanella dictyoceras,
Liradiscus ovalis,diatoms,82161,Liradiscus ovalis,
Liriospyris longicornuta,radiolarians,551,Liriospyris longicornuta,
Liriospyris parkerae,radiolarians,551,Liriospyris parkerae,
Liriospyris reticulata,radiolarians,551,Liriospyris reticulata,
Liriospyris sp.,radiolarians,551,Liriospyris sp.,
Liriospyris stauropora,radiolarians,551,Liriospyris stauropora,
Lisitzinia ornata,diatoms,434082,Lisitzinia ornata,
Litharachnium tentorium,radiolarians,86161,additional species: Litharachnium tentorium,
Lithastrinus grillii,nannofossils,87744,Lithastrinus grillii,
Lithastrinus septenarius,nannofossils,87744,Lithastrinus septenarius,
Lithelius barbatus,radiolarians,191,Lithelius barbatus Motoyama; Lithelius barbatus,
Lithelius minor,radiolarians,191,Lithelius minor gr.; Lithelius minor,
Lithelius nautiloides,radiolarians,191,Lithelius nautiloides,
Lithelius sp.,radiolarians,191,Lithelius sp.,
Lithelius sp. A,radiolarians,191,Lithelius sp. A,
Lithochytris archaea,radiolarians,556,Lithochytris archaea,
Lithochytris vespertilio,radiolarians,556,Lithochytris vespertilio,
Lithocyclia angusta,radiolarians,192,Lithocyclia angusta,
Lithocyclia aristotelis,radiolarians,192,Lithocyclia aristotelis gr.,
Lithocyclia crux,radiolarians,192,Lithocyclia crux,
Lithocyclia ocellus,radiolarians,192,Lithocyclia ocellus; Lithocyclia ocellus gr.,
Lithomelissa ehrenbergi,radiolarians,557,Lithomelissa ehrenbergi,
Lithomelissa sakaii,radiolarians,557,Lithomelissa sakaii,
Lithomelissa setosa,radiolarians,557,Lithomelissa setosa,
Lithomelissa sp.,radiolarians,557,Lithomelissa sp.,
Lithomelissa sp. A,radiolarians,557,additional species: Big Lithomelissa sp. A (Antarctissa like),
Lithomelissa sphaerocephalis,radiolarians,557,Lithomelissa sphaerocephalis,
Lithomelissa stigi,radiolarians,557,Lithomelissa stigi,
Lithomelissa tricorns,radiolarians,557,Lithomelissa tricornis,
Lithopera bacca,radiolarians,559,Lithopera bacca,
Lithopera neotera,radiolarians,559,Lithopera neotera,
Lithopera renzae,radiolarians,559,Lithopera renzae,
Lithoptychius ulii,nannofossils,424301,Lithoptychius ulii,
Lithoptychius vertebratoides,nannofossils,424301,Lithoptychius vertebratoides,
Lithostrobus cuspidatus,radiolarians,561,additional species: Lithostrobus cuspidatus,
Lithostrobus hexagonalis,radiolarians,561,Lithostrobus hexagonalis,
Lithraphidites acutus,nannofossils,87751,Lithraphidites acutus,
Lithraphidites alatus,nannofossils,87751,Lithraphidites alatus,
Lithraphidites carniolensis,nannofossils,87751,Lithraphidites carniolensis,
Lithraphidites quadratus,nannofossils,87751,Lithraphidites quadratus,
Lobatula lobatula,benthic_forams,1786,Lobatula Lobatula,Cibicidoides lobatulus (Cibicidoides is in PBDB) Lobatula has priority over Cibicidoides http://www.marinespecies.org/foraminifera/aphia.php?p=taxdetails&id=113118
Lonchosphaera spicata,radiolarians,85178,additional species: Lonchosphaera spicata,
Lophocyrtis aspera,radiolarians,565,Lophocyrtis aspera,
Lophocyrtis biaurita,radiolarians,565,Lophocyrtis biaurita,
Lophocyrtis dumitricai,radiolarians,565,Lophocyrtis dumitricai,
