Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,normalized_name,taxon_group,verbatim_name,name comment field,Comment,Notes (change to Internal only notes?),comments
,,Paragloborotalia,,,,mayeri,,,,Paragloborotalia mayeri,planktic_forams,Paragloborotalia mayeri,,,"in PBDB, so it will be classified correctly",
,,Paragloborotalia,,,,mayeri,,,dextral,Paragloborotalia mayeri (dextral),planktic_forams,Paragloborotalia mayeri (D),,,"in PBDB, so it will be classified correctly",
,,Paragloborotalia,,,,mayeri,,,sinistral,Paragloborotalia mayeri (sinistral),planktic_forams,Paragloborotalia mayeri (S),,,"in PBDB, so it will be classified correctly",
,,Paragloborotalia,,,,mayeri,,,,Paragloborotalia mayeri,planktic_forams,Paragloborotalia mayeri _T_ _M12,Paragloborotalia mayeri _T_ _M12,,"in PBDB, so it will be classified correctly",
,,Paragloborotalia,,,,nana,,,,Paragloborotalia nana,planktic_forams,Paragloborotalia nana,,,"in PBDB, so it will be classified correctly",
,,Paragloborotalia,,,,nana,,,,Paragloborotalia nana,planktic_forams,"Paragloborotalia nana (Bolli, 1957 p.118, pl.28, figs.3a-c as Globorotalia)","Paragloborotalia nana (Bolli, 1957 p.118, pl.28, figs.3a-c as Globorotalia)",,"in PBDB, so it will be classified correctly","Bolli, 1957 p.118, pl.28, figs.3a-c as Globorotalia"
,,Paragloborotalia,,,,opima,,,,Paragloborotalia opima,planktic_forams,Paragloborotalia opima,,,"in PBDB, so it will be classified correctly",
,,Paragloborotalia,,,,opima,,,,Paragloborotalia opima,planktic_forams,"Paragloborotalia opima (Bolli, 1957)","Paragloborotalia opima (Bolli, 1957)",,"in PBDB, so it will be classified correctly","(Bolli, 1957)"
,,Paragloborotalia,,,,partimlabiata,,,,Paragloborotalia partimlabiata,planktic_forams,Paragloborotalia partimlabiata,,,"in PBDB, so it will be classified correctly",
,,Paragloborotalia,,,,pseudocontinuosa,,,,Paragloborotalia pseudocontinuosa,planktic_forams,Paragloborotalia pseudocontinuosa,,,"in PBDB, so it will be classified correctly",
,,Paragloborotalia,,,,pseudocontinuosa,,,dextral,Paragloborotalia pseudocontinuosa (dextral),planktic_forams,Paragloborotalia pseudocontinuosa (D),,,"in PBDB, so it will be classified correctly",
,,Paragloborotalia,,,,pseudocontinuosa,,,sinistral,Paragloborotalia pseudocontinuosa (sinistral),planktic_forams,Paragloborotalia pseudocontinuosa (S),,,"in PBDB, so it will be classified correctly",
,,Paragloborotalia,,,,pseudokugleri,,,,Paragloborotalia pseudokugleri,planktic_forams,Paragloborotalia pseudokugleri,,,"in PBDB, so it will be classified correctly",
,,Paragloborotalia,,,,pseudokugleri,,,,Paragloborotalia pseudokugleri,planktic_forams,Paragloborotalia pseudokugleri _T_,,,"in PBDB, so it will be classified correctly",
,,Paragloborotalia,,,,semivera,,,,Paragloborotalia semivera,planktic_forams,Paragloborotalia semivera,,,"in PBDB, so it will be classified correctly",
,,Paragloborotalia,,,,semivera,,,dextral,Paragloborotalia semivera (dextral),planktic_forams,Paragloborotalia semivera (D),,,"in PBDB, so it will be classified correctly",
,,Paragloborotalia,,,,semivera,,,sinistral,Paragloborotalia semivera (sinistral),planktic_forams,Paragloborotalia semivera (S),,,"in PBDB, so it will be classified correctly",
,,Paragloborotalia,,,,siakensis,,,,Paragloborotalia siakensis,planktic_forams,Paragloborotalia siakensis,,,"in PBDB, so it will be classified correctly",
,,Paragloborotalia,,,,siakensis,,,dextral,Paragloborotalia siakensis (dextral),planktic_forams,Paragloborotalia siakensis (D),,,"in PBDB, so it will be classified correctly",
,,Paragloborotalia,,,,siakensis,,,sinistral,Paragloborotalia siakensis (sinistral),planktic_forams,Paragloborotalia siakensis (S),,,"in PBDB, so it will be classified correctly",
,,Paragloborotalia,,,,sp.,,,,Paragloborotalia sp.,planktic_forams,Paragloborotalia sp.,,,"in PBDB, so it will be classified correctly",
,,Paragloborotalia,,,,pseudokugleri,,,,Paragloborotalia pseudokugleri,planktic_forams,Paraglobrotalia pseudokugleri,,,"in PBDB, so it will be classified correctly",
,,Parasubbotina,,,,griffinae,,,,Parasubbotina griffinae,planktic_forams,"Parasubbotina griffinae (Blow, 1979)","Parasubbotina griffinae (Blow, 1979)",,"in PBDB, so it will be classified correctly","(Blow, 1979)"
,,Parasubbotina,,,,inaequispira,,,,Parasubbotina inaequispira,planktic_forams,Parasubbotina inaequispira,,,"in PBDB, so it will be classified correctly",
,,Parasubbotina,,,,inaquespira,,,,Parasubbotina inaquespira,planktic_forams,"Parasubbotina inaquespira (Subbotina, 1953)","Parasubbotina inaquespira (Subbotina, 1953)",,"in PBDB, so it will be classified correctly","(Subbotina, 1953)"
,,Parasubbotina,,,,prebetica,,,,Parasubbotina prebetica,planktic_forams,Parasubbotina prebetica,,,"in PBDB, so it will be classified correctly",
,,Parasubbotina,,,,pseudobulloides,,,,Parasubbotina pseudobulloides,planktic_forams,Parasubbotina pseudobulloides,,,"in PBDB, so it will be classified correctly",
,,Parasubbotina,,,,pseudowilsoni,,,,Parasubbotina pseudowilsoni,planktic_forams,Parasubbotina pseudowilsoni,,,"in PBDB, so it will be classified correctly",
,,Parasubbotina,,,,varianta,,,,Parasubbotina varianta,planktic_forams,Parasubbotina varianta,,,"in PBDB, so it will be classified correctly",
,,Parasubbotina,,,,variospira,,,,Parasubbotina variospira,planktic_forams,Parasubbotina variospira,,,"in PBDB, so it will be classified correctly",
,,Parvularugoglobigerina,,,,alabamensis,,,,Parvularugoglobigerina alabamensis,planktic_forams,Parvularugoglobigerina alabamensis,,,"in PBDB, so it will be classified correctly",
,,Pearsonites,,,,broedermanni,,,,Pearsonites broedermanni,planktic_forams,Pearsonites broedermanni,,,"in PBDB, so it will be classified correctly",
,,Planoglobulina,,,,acervulinoides,,,,Planoglobulina acervulinoides,planktic_forams,Planoglobulina acervulinoides,,,"in PBDB, so it will be classified correctly",
,,Planoglobulina,,,,multicamerata,,,,Planoglobulina multicamerata,planktic_forams,Planoglobulina multicamerata,,,"in PBDB, so it will be classified correctly",
,,Planoheterohelix,,,,globulosa,,,,Planoheterohelix globulosa,planktic_forams,Planoheterohelix globulosa,,,"in PBDB, so it will be classified correctly",
,,Planoheterohelix,,,,moremani,,,,Planoheterohelix moremani,planktic_forams,Planoheterohelix moremani,,,"in PBDB, so it will be classified correctly",
,,Planoheterohelix,,,,papula,,,,Planoheterohelix papula,planktic_forams,Planoheterohelix papula,,,"in PBDB, so it will be classified correctly",
,,Planoheterohelix,,,,planata,,,,Planoheterohelix planata,planktic_forams,Planoheterohelix planata,,,"in PBDB, so it will be classified correctly",
,,Planoheterohelix,,,,postmoremani,,,,Planoheterohelix postmoremani,planktic_forams,Planoheterohelix postmoremani,,,"in PBDB, so it will be classified correctly",
,,Planoheterohelix,,,,reussi,,,,Planoheterohelix reussi,planktic_forams,Planoheterohelix reussi,,,"in PBDB, so it will be classified correctly",
,,Planoheterohelix,,,,sp.,,,,Planoheterohelix sp.,planktic_forams,Planoheterohelix sp.,,,"in PBDB, so it will be classified correctly",
,,Planomalina,,,,buxtorfi,,,,Planomalina buxtorfi,planktic_forams,Planomalina buxtorfi,,,"in PBDB, so it will be classified correctly",
,,Planorotalites,,,,compressa,,,,Planorotalites compressa,planktic_forams,Planorotalites compressa,,,"in PBDB, so it will be classified correctly",
,,Planorotalites,,,,pseudoscitula,,,,Planorotalites pseudoscitula,planktic_forams,Planorotalites pseudoscitula,,,"in PBDB, so it will be classified correctly",
,,Praeglobotruncana,,,,delrioensis,,,,Praeglobotruncana delrioensis,planktic_forams,Praeglobotruncana delrioensis,,,"in PBDB, so it will be classified correctly",
,,Praeglobotruncana,,,,gibba,,,,Praeglobotruncana gibba,planktic_forams,Praeglobotruncana gibba,,,"in PBDB, so it will be classified correctly",
,,Praeglobotruncana,,,,stephani,,,,Praeglobotruncana stephani,planktic_forams,Praeglobotruncana stephani,,,"in PBDB, so it will be classified correctly",
,,Praehedbergella,,,,aptiana,,,,Praehedbergella aptiana,planktic_forams,Praehedbergella aptiana,,,"in PBDB, so it will be classified correctly",
,,Praehedbergella,,,,gorbachikae,,,,Praehedbergella gorbachikae,planktic_forams,Praehedbergella gorbachikae,,,"in PBDB, so it will be classified correctly",
,,Praehedbergella,,,,roblesae,,,,Praehedbergella roblesae,planktic_forams,Praehedbergella roblesae,,,"in PBDB, so it will be classified correctly",
,,Praemurica,,,,inconstans,,,,Praemurica inconstans,planktic_forams,Praemurica inconstans,,,"in PBDB, so it will be classified correctly",
,,Praemurica,,,,pseudoinconstans,,,,Praemurica pseudoinconstans,planktic_forams,Praemurica pseudoinconstans,,,"in PBDB, so it will be classified correctly",
,,Praemurica,,,,taurica,,,,Praemurica taurica,planktic_forams,Praemurica taurica,,,"in PBDB, so it will be classified correctly",
,,Praemurica,,,,uncinata,,,,Praemurica uncinata,planktic_forams,Praemurica uncinata,,,"in PBDB, so it will be classified correctly",
,,Praeorbulina,,,,glomerosa,,,,Praeorbulina glomerosa,planktic_forams,Praeobulina glomerosa,,,"in PBDB, so it will be classified correctly",
,,Praeorbulina,,,,circularis,,,,Praeorbulina circularis,planktic_forams,Praeorbulina circularis,,,"in PBDB, so it will be classified correctly",
,,Praeorbulina,,,,circularis,,,,Praeorbulina circularis,planktic_forams,Praeorbulina circularis _B,,,"in PBDB, so it will be classified correctly",
,,Praeorbulina,,,,circularis,,,,Praeorbulina circularis,planktic_forams,Praeorbulina circularis _B_,,,"in PBDB, so it will be classified correctly",
,,Praeorbulina,,,,curva,,,,Praeorbulina curva,planktic_forams,Praeorbulina curva,,,"in PBDB, so it will be classified correctly",
,,Praeorbulina,,,,curva,,,,Praeorbulina curva,planktic_forams,Praeorbulina curva _B,,,"in PBDB, so it will be classified correctly",
,,Praeorbulina,,,,curva,,,,Praeorbulina curva,planktic_forams,Praeorbulina curva _B_,,,"in PBDB, so it will be classified correctly",
,,Praeorbulina,,,,glomerosa,,,,Praeorbulina glomerosa,planktic_forams,Praeorbulina glomerosa,,,"in PBDB, so it will be classified correctly",
,,Praeorbulina,,,,glomerosa,,,,Praeorbulina glomerosa,planktic_forams,Praeorbulina glomerosa _B_ _M5b,Praeorbulina glomerosa _B_ _M5b,,"in PBDB, so it will be classified correctly",
,,Praeorbulina,,,,glomerosa,,,,Praeorbulina glomerosa,planktic_forams,Praeorbulina glomerosa _B_ _M5b_,Praeorbulina glomerosa _B_ _M5b_,,"in PBDB, so it will be classified correctly",
,,Praeorbulina,,,,sicana,,,,Praeorbulina sicana,planktic_forams,Praeorbulina sicana,,,"in PBDB, so it will be classified correctly",
,,Praeorbulina,,,,sicana,,,,Praeorbulina sicana,planktic_forams,Praeorbulina sicana _T and B_ _M5a,Praeorbulina sicana _T and B_ _M5a,,"in PBDB, so it will be classified correctly",
,,Praeorbulina,,,,sicana,,,,Praeorbulina sicana,planktic_forams,Praeorbulina sicana _T and B_ _M5a_,Praeorbulina sicana _T and B_ _M5a_,,"in PBDB, so it will be classified correctly",
,,Praeorbulina,,,,sp.,,,,Praeorbulina sp.,planktic_forams,Praeorbulina sp.,,,"in PBDB, so it will be classified correctly",
,,Praeorbulina,,,,transitoria,,,,Praeorbulina transitoria,planktic_forams,Praeorbulina transitoria,,,"in PBDB, so it will be classified correctly",
,,Pseudoguembelina,,,cf.,costulata,,,,Pseudoguembelina cf. costulata,planktic_forams,Pseudoguembelina costulata (cf.),,,"in PBDB, so it will be classified correctly",
,,Pseudoguembelina,,,,hariaensis,,,,Pseudoguembelina hariaensis,planktic_forams,Pseudoguembelina hariaensis,,,"in PBDB, so it will be classified correctly",
,,Pseudohastigerina,,,cf.,naguewichiensis,,,,Pseudohastigerina cf. naguewichiensis,planktic_forams,Pseudohastigerina cf. naguewichiensis,,,"in PBDB, so it will be classified correctly",
,,Pseudohastigerina,,,,micra,,,,Pseudohastigerina micra,planktic_forams,Pseudohastigerina micra,,,"in PBDB, so it will be classified correctly",
,,Pseudohastigerina,,,,naguewichiensis,,,,Pseudohastigerina naguewichiensis,planktic_forams,Pseudohastigerina naguewichiensis,,,"in PBDB, so it will be classified correctly",
,,Pseudohastigerina,,,,wilcoxensis,,,,Pseudohastigerina wilcoxensis,planktic_forams,Pseudohastigerina wilcoxensis,,,"in PBDB, so it will be classified correctly",
,,Pseudoschackoina,,,,saundersi,,,,Pseudoschackoina saundersi,planktic_forams,Pseudoschackoina saundersi,,,"in PBDB, so it will be classified correctly",
,,Pseudotextularia,,,,elegans,,,,Pseudotextularia elegans,planktic_forams,Pseudotextularia elegans,,,"in PBDB, so it will be classified correctly",
,,Pseudotextularia,,,,nuttalli,,,,Pseudotextularia nuttalli,planktic_forams,Pseudotextularia nuttalli,,,"in PBDB, so it will be classified correctly",
,,Pulleniatina,,,,sp.,,,dextral,Pulleniatina sp. (dextral),planktic_forams,Pulleniatina (D),,,"in PBDB, so it will be classified correctly",
,,Pulleniatina,,,,sp.,,,sinistral,Pulleniatina sp. (sinistral),planktic_forams,Pulleniatina (S),,,"in PBDB, so it will be classified correctly",
,,Pulleniatina,,,,sp.,,,dextral,Pulleniatina sp. (dextral),planktic_forams,Pulleniatina coiling (dextral),,,"in PBDB, so it will be classified correctly",
,,Pulleniatina,,,,sp.,,,sinistral,Pulleniatina sp. (sinistral),planktic_forams,Pulleniatina coiling (sinistral),,,"in PBDB, so it will be classified correctly",
,,Pulleniatina,,,,finalis,,,,Pulleniatina finalis,planktic_forams,Pulleniatina finalis,,,"in PBDB, so it will be classified correctly",
,,Pulleniatina,,,,finalis,,,,Pulleniatina finalis,planktic_forams,Pulleniatina finalis _B,,,"in PBDB, so it will be classified correctly",
,,Pulleniatina,,,,finalis,,,,Pulleniatina finalis,planktic_forams,Pulleniatina finalis _B_,,,"in PBDB, so it will be classified correctly",
,,Pulleniatina,,,,obliquiloculata,,,dextral,Pulleniatina obliquiloculata (dextral),planktic_forams,Pulleniatina obliquiloculata (D),,,"in PBDB, so it will be classified correctly",
,,Pulleniatina,,,,obliquiloculata,,,sinistral,Pulleniatina obliquiloculata (sinistral),planktic_forams,Pulleniatina obliquiloculata (S),,,"in PBDB, so it will be classified correctly",
,,Pulleniatina,,,,praecursor,,,,Pulleniatina praecursor,planktic_forams,Pulleniatina praecursor,,,"in PBDB, so it will be classified correctly",
,,Pulleniatina,,,,praespectabilis,,,,Pulleniatina praespectabilis,planktic_forams,Pulleniatina praespectabilis,,,"in PBDB, so it will be classified correctly",
,,Pulleniatina,,,,primalis,,,dextral,Pulleniatina primalis (dextral),planktic_forams,Pulleniatina primalis (D),,,"in PBDB, so it will be classified correctly",
,,Pulleniatina,,,,primalis,,,sinistral,Pulleniatina primalis (sinistral),planktic_forams,Pulleniatina primalis (S),,,"in PBDB, so it will be classified correctly",
,,Pulleniatina,,,,primalis,,,,Pulleniatina primalis,planktic_forams,Pulleniatina primalis  _Tand B,Pulleniatina primalis _Tand B,,"in PBDB, so it will be classified correctly",
,,Pulleniatina,,,,primalis,,,,Pulleniatina primalis,planktic_forams,Pulleniatina primalis  _Tand B_,Pulleniatina primalis _Tand B_,,"in PBDB, so it will be classified correctly",
,,Pulleniatina,,,,spectabilis,,,,Pulleniatina spectabilis,planktic_forams,Pulleniatina spectabilis,,,"in PBDB, so it will be classified correctly",
,,Pulleniatina,,,,spectabilis,,,,Pulleniatina spectabilis,planktic_forams,Pulleniatina spectabilis _T,,,"in PBDB, so it will be classified correctly",
,,Pulleniatina,,,,spectabilis,,,,Pulleniatina spectabilis,planktic_forams,Pulleniatina spectabilis _T_,,,"in PBDB, so it will be classified correctly",
,,Racemiguembelina,,,,fructicosa,,,,Racemiguembelina fructicosa,planktic_forams,Racemiguembelina fructicosa,,,"in PBDB, so it will be classified correctly",
,,Rectoguembelina,,,,cretacea,,,,Rectoguembelina cretacea,planktic_forams,Rectoguembelina cretacea,,,"in PBDB, so it will be classified correctly",
,,Rotalipora,,,,appenninica,,,,Rotalipora appenninica,planktic_forams,Rotalipora appenninica,,,"in PBDB, so it will be classified correctly",
,,Rotalipora,,,,cushmani,,,,Rotalipora cushmani,planktic_forams,Rotalipora cushmani,,,"in PBDB, so it will be classified correctly",
,,Rotalipora,,,,globotruncanoides,,,,Rotalipora globotruncanoides,planktic_forams,Rotalipora globotruncanoides,,,"in PBDB, so it will be classified correctly",
,,Rotalipora,,,,greenhornensis,,,,Rotalipora greenhornensis,planktic_forams,Rotalipora greenhornensis,,,"in PBDB, so it will be classified correctly",
,,Rotalipora,,,,montsalvensis,,,,Rotalipora montsalvensis,planktic_forams,Rotalipora montsalvensis,,,"in PBDB, so it will be classified correctly",
,,Rotalipora,,,,reicheli,,,,Rotalipora reicheli,planktic_forams,Rotalipora reicheli,,,"in PBDB, so it will be classified correctly",
,,Rotalipora,,,,ticinensis,,,,Rotalipora ticinensis,planktic_forams,Rotalipora ticinensis,,,"in PBDB, so it will be classified correctly",
,,Rugoglobigerina,,,,pennyi,,,,Rugoglobigerina pennyi,planktic_forams,Rugoglobigerina pennyi,,,"in PBDB, so it will be classified correctly",
,,Rugoglobigerina,,,,rugosa,,,,Rugoglobigerina rugosa,planktic_forams,Rugoglobigerina rugosa,,,"in PBDB, so it will be classified correctly",
,,Schackoina,,,,cenomana,,,,Schackoina cenomana,planktic_forams,Schackoina cenomana,,,"in PBDB, so it will be classified correctly",
,,Schackoina,,,,multispinata,,,,Schackoina multispinata,planktic_forams,Schackoina multispinata,,,"in PBDB, so it will be classified correctly",
,,Sigalia,,,,deflaensis,,,,Sigalia deflaensis,planktic_forams,Sigalia deflaensis,,,"in PBDB, so it will be classified correctly",
,,Sphaeroidinella,,,s.l.,dahiscens,,,,Sphaeroidinella s.l. dahiscens,planktic_forams,Sphaeroidinella dahiscens sensu lato,,,"in PBDB, so it will be classified correctly",
,,Sphaeroidinella,,,s.l.,dehiscens,,,,Sphaeroidinella s.l. dehiscens,planktic_forams,Sphaeroidinella dehiscens s.l.,,,"in PBDB, so it will be classified correctly",
,,Sphaeroidinella,,,s.l.,dehiscens,,,,Sphaeroidinella s.l. dehiscens,planktic_forams,Sphaeroidinella dehiscens sensu lato _B_,,,"in PBDB, so it will be classified correctly",
,,Sphaeroidinella,,,,disjuncta,,,,Sphaeroidinella disjuncta,planktic_forams,Sphaeroidinella disjuncta,,,"in PBDB, so it will be classified correctly",
,,Sphaeroidinella,,,,excavata,,,,Sphaeroidinella excavata,planktic_forams,Sphaeroidinella excavata,,,"in PBDB, so it will be classified correctly",
,,Sphaeroidinellopsis,,,,disjuncta,,,,Sphaeroidinellopsis disjuncta,planktic_forams,Sphaeroidinellopsis disjuncta,,,"in PBDB, so it will be classified correctly",
,,Sphaeroidinellopsis,,,,hancocki,,,,Sphaeroidinellopsis hancocki,planktic_forams,Sphaeroidinellopsis hancocki,,,"in PBDB, so it will be classified correctly",
,,Sphaeroidinellopsis,,,,kochi,,,,Sphaeroidinellopsis kochi,planktic_forams,Sphaeroidinellopsis kochi _T,,,"in PBDB, so it will be classified correctly",
,,Sphaeroidinellopsis,,,,kochi,,,,Sphaeroidinellopsis kochi,planktic_forams,Sphaeroidinellopsis kochi _T_,,,"in PBDB, so it will be classified correctly",
,,Sphaeroidinellopsis,,,,multiloba,,,,Sphaeroidinellopsis multiloba,planktic_forams,Sphaeroidinellopsis multiloba,,,"in PBDB, so it will be classified correctly",
,,Sphaeroidinellopsis,,,,paenedehiscens,,,,Sphaeroidinellopsis paenedehiscens,planktic_forams,Sphaeroidinellopsis paenedehiscens,,,"in PBDB, so it will be classified correctly",
,,Sphaeroidinellopsis,,,,seminulina,,,,Sphaeroidinellopsis seminulina,planktic_forams,Sphaeroidinellopsis seminulina _T_ _PL4,Sphaeroidinellopsis seminulina _T_ _PL4,,"in PBDB, so it will be classified correctly",
,,Sphaeroidinellopsis,,,,seminulina,,,,Sphaeroidinellopsis seminulina,planktic_forams,Sphaeroidinellopsis seminulina _T_ _PL4_,Sphaeroidinellopsis seminulina _T_ _PL4_,,"in PBDB, so it will be classified correctly",
,,Sphaeroidinellopsis,,,,sp.,,,,Sphaeroidinellopsis sp.,planktic_forams,Sphaeroidinellopsis sp.,,,"in PBDB, so it will be classified correctly",
,,Sphaeroidinellopsis,,,,subdehiscens,,,,Sphaeroidinellopsis subdehiscens,planktic_forams,Sphaeroidinellopsis subdehiscens,,,"in PBDB, so it will be classified correctly",
,,Sphaeroidinellopsis,,,,disjuncta,,,,Sphaeroidinellopsis disjuncta,planktic_forams,Sphaeroidnellopsis disjuncta,,,"in PBDB, so it will be classified correctly",
,,Subbotina,,,,angiporoides,,,,Subbotina angiporoides,planktic_forams,Subbotina angiporoides,,,"in PBDB, so it will be classified correctly",
,,Subbotina,,,,angiporoides,,minima,,Subbotina angiporoides minima,planktic_forams,Subbotina angiporoides minima,,,"in PBDB, so it will be classified correctly",
,,Subbotina,,,,brevis,,,,Subbotina brevis,planktic_forams,Subbotina brevis,,,"in PBDB, so it will be classified correctly",
,,Subbotina,,,,cancellata,,,,Subbotina cancellata,planktic_forams,Subbotina cancellata,,,"in PBDB, so it will be classified correctly",
,,Subbotina,,,,corpulenta,,,,Subbotina corpulenta,planktic_forams,Subbotina corpulenta,,,"in PBDB, so it will be classified correctly",
,,Subbotina,,,,corpulenta,,,,Subbotina corpulenta,planktic_forams,Subbotina corpulenta (Subbotina) 1953 p 76-78 pl IX figs 5-7 pl X figs 2-4,Subbotina corpulenta (Subbotina) 1953 p 76-78 pl IX figs 5-7 pl X figs 2-4,,"in PBDB, so it will be classified correctly",(Subbotina) 1953 p 76-78 pl IX figs 5-7 pl X figs 2-4
,,Subbotina,,,,crociapertura,,,,Subbotina crociapertura,planktic_forams,Subbotina crociapertura,,,"in PBDB, so it will be classified correctly",
,,Subbotina,,,,eocaena,,,,Subbotina eocaena,planktic_forams,Subbotina eocaena,,,"in PBDB, so it will be classified correctly",
,,Subbotina,,,s.l.,eocaena,,,,Subbotina s.l. eocaena,planktic_forams,Subbotina eocaena s.l.,,,"in PBDB, so it will be classified correctly",
,,Subbotina,,,,eocaenica,,,,Subbotina eocaenica,planktic_forams,Subbotina eocaenica,,,"in PBDB, so it will be classified correctly",
,,Subbotina,,,,euapertura,,,,Subbotina euapertura,planktic_forams,Subbotina euapertura,,,"in PBDB, so it will be classified correctly",
,,Subbotina,,,,gortanii,,,,Subbotina gortanii,planktic_forams,Subbotina gortanii,,,"in PBDB, so it will be classified correctly",
,,Subbotina,,,,hagni,,,,Subbotina hagni,planktic_forams,Subbotina hagni,,,"in PBDB, so it will be classified correctly",
,,Subbotina,,,,hornibrooki,,,,Subbotina hornibrooki,planktic_forams,Subbotina hornibrooki,,,"in PBDB, so it will be classified correctly",
,,Subbotina,,,,inaequispira,,,,Subbotina inaequispira,planktic_forams,Subbotina inaequispira,,,"in PBDB, so it will be classified correctly",
,,Subbotina,,,,jacksonensis,,,,Subbotina jacksonensis,planktic_forams,Subbotina jacksonensis,,,"in PBDB, so it will be classified correctly",
,,Subbotina,,,,linaperta,,,,Subbotina linaperta,planktic_forams,Subbotina linaperta,,,"in PBDB, so it will be classified correctly",
,,Subbotina,,,s.l.,linaperta,,,,Subbotina s.l. linaperta,planktic_forams,Subbotina linaperta s.l.,,,"in PBDB, so it will be classified correctly",
,,Subbotina,,,,lozanoi,,,,Subbotina lozanoi,planktic_forams,Subbotina lozanoi,,,"in PBDB, so it will be classified correctly",
,,Subbotina,,,,patagonica,,,,Subbotina patagonica,planktic_forams,Subbotina patagonica,,,"in PBDB, so it will be classified correctly",
,,Subbotina,,,,pseudoeocaena,,,,Subbotina pseudoeocaena,planktic_forams,Subbotina pseudoeocaena,,,"in PBDB, so it will be classified correctly",
,,Subbotina,,,,roesnaesensis,,,,Subbotina roesnaesensis,planktic_forams,Subbotina roesnaesensis,,,"in PBDB, so it will be classified correctly",
,,Subbotina,,,,senni,,,,Subbotina senni,planktic_forams,Subbotina senni,,,"in PBDB, so it will be classified correctly",
,,Subbotina,,,,triangularis,,,,Subbotina triangularis,planktic_forams,Subbotina triangularis,,,"in PBDB, so it will be classified correctly",
,,Subbotina,,,,triloculinoides,,,,Subbotina triloculinoides,planktic_forams,Subbotina triloculinoides,,,"in PBDB, so it will be classified correctly",
,,Subbotina,,,,trivialis,,,,Subbotina trivialis,planktic_forams,Subbotina trivialis,,,"in PBDB, so it will be classified correctly",
,,Subbotina,,,,utilisindex,,,,Subbotina utilisindex,planktic_forams,Subbotina utilisindex,,,"in PBDB, so it will be classified correctly",
,,Subbotina,,,,utilisindex,,,,Subbotina utilisindex,planktic_forams,"Subbotina utilisindex (Jenkins and Orr, 1973)","Subbotina utilisindex (Jenkins and Orr, 1973)",,"in PBDB, so it will be classified correctly","(Jenkins and Orr, 1973)"
,,Subbotina,,,,utilsindex,,,,Subbotina utilsindex,planktic_forams,Subbotina utilsindex,,,"in PBDB, so it will be classified correctly",
,,Subbotina,,,,velascoensis,,,,Subbotina velascoensis,planktic_forams,Subbotina velascoensis,,,"in PBDB, so it will be classified correctly",
,,Subbotina,,,,yeguaensis,,,,Subbotina yeguaensis,planktic_forams,Subbotina yeguaensis,,,"in PBDB, so it will be classified correctly",
,,Subbotina,,,,yeguaensis,,,,Subbotina yeguaensis,planktic_forams,"Subbotina yeguaensis (Weinierl & Applin, 1929)","Subbotina yeguaensis (Weinierl & Applin, 1929)",,"in PBDB, so it will be classified correctly","(Weinierl & Applin, 1929)"
,,Tenuitella,,,,sp.,,,,Tenuitella sp.,planktic_forams,Tenuitella,,,"in PBDB, so it will be classified correctly",
,,Tenuitella,,,,anfracta,,,,Tenuitella anfracta,planktic_forams,Tenuitella anfracta,,,"in PBDB, so it will be classified correctly",
,,Tenuitella,,,,angustiumbilicata,,,,Tenuitella angustiumbilicata,planktic_forams,Tenuitella angustiumbilicata,,,"in PBDB, so it will be classified correctly",
,,Tenuitella,,,,clemenciae,,,,Tenuitella clemenciae,planktic_forams,Tenuitella clemenciae,,,"in PBDB, so it will be classified correctly",
,,Tenuitella,,,,gemma,,,,Tenuitella gemma,planktic_forams,Tenuitella gemma,,,"in PBDB, so it will be classified correctly",
,,Tenuitella,,,,munda,,,,Tenuitella munda,planktic_forams,Tenuitella munda,,,"in PBDB, so it will be classified correctly",
,,Tenuitella,,,,munda,,,,Tenuitella munda,planktic_forams,Tenuitella munda _T_,,,"in PBDB, so it will be classified correctly",
,,Tenuitella,,,,spp.,,,,Tenuitella spp.,planktic_forams,Tenuitella spp.,,,"in PBDB, so it will be classified correctly",
,,Tenuitellinata,,,,praestainforthi,,,,Tenuitellinata praestainforthi,planktic_forams,Tenuitellinata praestainforthi,,,"in PBDB, so it will be classified correctly",
,,Thalmanninella,,,,gandolfii,,,,Thalmanninella gandolfii,planktic_forams,Thalmanninella gandolfii,,,"in PBDB, so it will be classified correctly",
,,Ticinella,,,,madecassiana,,,,Ticinella madecassiana,planktic_forams,Ticinella madecassiana,,,"in PBDB, so it will be classified correctly",
,,Ticinella,,,,praeticinensis,,,,Ticinella praeticinensis,planktic_forams,Ticinella praeticinensis,,,"in PBDB, so it will be classified correctly",
,,Ticinella,,,,primula,,,,Ticinella primula,planktic_forams,Ticinella primula,,,"in PBDB, so it will be classified correctly",
,,Ticinella,,,,raynaudi,,,,Ticinella raynaudi,planktic_forams,Ticinella raynaudi,,,"in PBDB, so it will be classified correctly",
,,Ticinella,,,,roberti,,,,Ticinella roberti,planktic_forams,Ticinella roberti,,,"in PBDB, so it will be classified correctly",
,,Ticinella,,,,sp.,,,,Ticinella sp.,planktic_forams,Ticinella sp.,,,"in PBDB, so it will be classified correctly",
,,Trilobatus,,,,bisphericus,,,,Trilobatus bisphericus,planktic_forams,Trilobatus bisphericus,,,"in PBDB, so it will be classified correctly",
