Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Sphaeroidinellopsis seminulina,Orbulina universa,Orbulina bilobata,Neogloboquadrina acostaensis,Hastigerina pelagica,Globorotalia plesiotumida,Globorotalia merotumida,Globorotalia limbata,Globorotalia lenguaensis,Globoquadrina venezuelana,Globoquadrina dehiscens,Globoquadrina altispira globosa,Globoquadrina altispira altispira,Globigerinoides trilobus,Globigerinoides sacculifer,Globigerinoides quadrilobatus,Globigerinoides obliquus,Globigerinoides immaturus,Globigerina nepenthes,Globigerina decoraperta,Globorotalia cf. Gr. miocenica,Globigerinella obesa,Globigerinella aequilateralis,Globigerinoides extremus,Globigerinita glutinata,Globorotalia scitula,Globorotalia cf. scitula,Globigerina druryi,Globorotalia cf. Gr. multicamerata,Candeina nitida,Sphaeroidinellopsis subdehiscens,Sphaeroidinellopsis paenedehiscens,Globigerinoides conglobatus,Globorotalia cibaoensis,Globorotalia paralenguaensis,Globorotalia juanai,Globoquadrina baroemoenensis,Globigerinoides bulloideus,Globigerina bulloides,Neogloboquadrina continuosa,Neogloboquadrina cf. humerosa,Globigerinoides bollii,Globigerina cf. falconensis,Globorotalia cf. Gr. margaritae,Neogloboquadrina humerosa,Globorotalia multicamerata,Globigerinoides ruber,Globigerinoides cf. conglobatus,Neogloboquadrina pseudopachyderma,Globorotalia margaritae evoluta,Globigerina cf. incisa,Globorotalia crassaformis crassaformis,Globigerina apertura,Globorotalia menardii,Sphaeroidinella dehiscens,Globorotalia miocenica,Globigerina falconensis,Globorotalia pseudomiocenica,Globorotalia crassaformis viola,Globorotalia crassaformis oceanica,Neogloboquadrina pseudopima,Globorotalia praehirsuta,Globigerina incisa,Globigerina calida praecalida,Neogloboquadrina incompta,Globorotalia exilis,Globorotalia crassaformis ronda,Globigerinoides trilobus fistulosus,Globorotalia pertenuis,Neogloboquadrina dutertrei,Globorotalia truncatulinoides,Globorotalia inflata,Pulleniatina obliquiloculata,Globorotalia cf. tumida,Globigerinoides siegliei,Comment
  SR,Early Pliocene   ,                 ,G. m. evoluta     ,              ,101, 630,A, 11,H, 3,  25.00,     98.3500,Melillo  ,Planktonic Foraminifers                      ,               ,M                 ,T                             ,F                ,R                ,T                           ,                    ,T                        ,R                      ,F                   ,                        ,                         ,                       ,                               ,F                                ,R                       ,R                         ,R                            ,                        ,F                        ,                     ,R                      ,                              ,R                   ,R                            ,F                       ,F                      ,                    ,                        ,                  ,                                  ,               ,                                ,R                                 ,R                          ,R                      ,                            ,                   ,                            ,                          ,                     ,                           ,                             ,                      ,R                          ,                               ,                         ,R                         ,                     ,                               ,                                 ,R                              ,R                     ,                                      ,                    ,F                    ,                         ,                      ,                       ,                            ,                               ,                                  ,                           ,                        ,                  ,                             ,                         ,                   ,                               ,                                   ,                      ,                          ,                             ,                    ,                            ,                       ,                        ,from Melillo; ODP 101 SR Ch 1 Fig 7 p 22-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,G. m. margaritae  ,              ,101, 630,A, 11,H,CC,  30.00,    104.8900,Melillo  ,Planktonic Foraminifers                      ,               ,P                 ,T                             ,F                ,R                ,R                           ,                    ,                         ,                       ,R                   ,                        ,                         ,                       ,                               ,R                                ,R                       ,F                         ,F                            ,R                       ,F                        ,R                    ,R                      ,                              ,R                   ,R                            ,F                       ,R                      ,                    ,                        ,                  ,R                                 ,               ,                                ,                                  ,R                          ,                       ,                            ,                   ,                            ,                          ,                     ,                           ,                             ,                      ,                           ,                               ,R                        ,                          ,                     ,                               ,                                 ,R                              ,                      ,R                                     ,T                   ,                     ,                         ,                      ,                       ,                            ,                               ,                                  ,                           ,                        ,                  ,                             ,                         ,                   ,                               ,                                   ,                      ,                          ,                             ,                    ,                            ,                       ,                        ,from Melillo; ODP 101 SR Ch 1 Fig 7 p 22-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,G. m. margaritae  ,              ,101, 630,A, 12,H, 3,  25.00,    107.9500,Melillo  ,Planktonic Foraminifers                      ,               ,M                 ,                              ,F                ,R                ,R                           ,                    ,                         ,                       ,R                   ,                        ,                         ,                       ,T                              ,                                 ,R                       ,R                         ,R                            ,F                       ,F                        ,R                    ,F                      ,                              ,R                   ,R                            ,C                       ,F                      ,                    ,                        ,                  ,F                                 ,T              ,                                ,R                                 ,R                          ,R                      ,                            ,                   ,                            ,                          ,R                    ,                           ,                             ,                      ,R                          ,                               ,                         ,                          ,                     ,                               ,R                                ,R                              ,R                     ,R                                     ,T                   ,                     ,                         ,                      ,                       ,                            ,                               ,                                  ,                           ,                        ,                  ,                             ,                         ,                   ,                               ,                                   ,                      ,                          ,                             ,                    ,                            ,                       ,                        ,from Melillo; ODP 101 SR Ch 1 Fig 7 p 22-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,G. m. margaritae  ,              ,101, 630,A, 12,H,CC,  17.00,    114.3300,Melillo  ,Planktonic Foraminifers                      ,               ,M                 ,                              ,F                ,R                ,R                           ,                    ,                         ,                       ,                    ,                        ,                         ,                       ,R                              ,R                                ,F                       ,F                         ,R                            ,F                       ,F                        ,R                    ,F                      ,                              ,                    ,R                            ,F                       ,R                      ,                    ,                        ,                  ,R                                 ,               ,                                ,                                  ,R                          ,F                      ,                            ,                   ,                            ,                          ,                     ,                           ,                             ,                      ,                           ,                               ,                         ,                          ,                     ,                               ,                                 ,F                              ,                      ,                                      ,                    ,                     ,                         ,                      ,                       ,                            ,                               ,                                  ,                           ,                        ,                  ,                             ,                         ,                   ,                               ,                                   ,                      ,                          ,                             ,                    ,                            ,                       ,                        ,from Melillo; ODP 101 SR Ch 1 Fig 7 p 22-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,G. m. margaritae  ,              ,101, 630,A, 13,H, 3,  25.00,    117.5500,Melillo  ,Planktonic Foraminifers                      ,               ,G                 ,                              ,F                ,R                ,R                           ,                    ,                         ,                       ,T                   ,                        ,                         ,                       ,                               ,R                                ,F                       ,F                         ,R                            ,F                       ,F                        ,R                    ,R                      ,                              ,                    ,R                            ,F                       ,R                      ,                    ,                        ,                  ,R                                 ,R              ,T                               ,R                                 ,F                          ,R                      ,                            ,R                  ,                            ,                          ,                     ,R                          ,                             ,                      ,                           ,R                              ,                         ,                          ,                     ,                               ,R                                ,                               ,                      ,                                      ,                    ,                     ,                         ,                      ,                       ,                            ,                               ,                                  ,                           ,                        ,                  ,                             ,                         ,                   ,                               ,                                   ,                      ,                          ,                             ,                    ,                            ,                       ,                        ,from Melillo; ODP 101 SR Ch 1 Fig 7 p 22-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,G. m. margaritae  ,              ,101, 630,A, 13,H,CC,  17.00,    123.9300,Melillo  ,Planktonic Foraminifers                      ,               ,M                 ,                              ,F                ,R                ,R                           ,                    ,                         ,                       ,R                   ,                        ,                         ,                       ,R                              ,F                                ,R                       ,F                         ,R                            ,F                       ,F                        ,R                    ,R                      ,                              ,R                   ,R                            ,F                       ,R                      ,                    ,                        ,                  ,R                                 ,R              ,                                ,                                  ,R                          ,R                      ,                            ,F                  ,                            ,                          ,                     ,                           ,                             ,                      ,                           ,R                              ,                         ,                          ,                     ,                               ,                                 ,R                              ,T                     ,                                      ,                    ,                     ,                         ,                      ,                       ,                            ,                               ,                                  ,                           ,                        ,                  ,                             ,                         ,                   ,                               ,                                   ,                      ,                          ,                             ,                    ,                            ,                       ,                        ,from Melillo; ODP 101 SR Ch 1 Fig 7 p 22-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,G. m. margaritae  ,              ,101, 630,A, 14,H, 3,  25.00,    127.1500,Melillo  ,Planktonic Foraminifers                      ,               ,M                 ,                              ,F                ,R                ,R                           ,                    ,                         ,                       ,                    ,                        ,                         ,                       ,                               ,F                                ,R                       ,F                         ,F                            ,F                       ,F                        ,R                    ,R                      ,                              ,F                   ,F                            ,F                       ,R                      ,                    ,                        ,                  ,F                                 ,R              ,T                               ,F                                 ,R                          ,R                      ,                            ,F                  ,                            ,R                         ,T                    ,                           ,                             ,                      ,                           ,R                              ,                         ,                          ,                     ,                               ,T                                ,R                              ,                      ,                                      ,                    ,                     ,                         ,                      ,                       ,                            ,                               ,                                  ,                           ,                        ,                  ,                             ,                         ,                   ,                               ,                                   ,                      ,                          ,                             ,                    ,                            ,                       ,                        ,from Melillo; ODP 101 SR Ch 1 Fig 7 p 22-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N. humerosa       ,              ,101, 630,A, 14,H,CC,  13.00,    133.6700,Melillo  ,Planktonic Foraminifers                      ,               ,P                 ,                              ,C                ,R                ,                            ,                    ,R                        ,                       ,F                   ,                        ,                         ,                       ,                               ,R                                ,R                       ,F                         ,R                            ,F                       ,F                        ,R                    ,                       ,                              ,                    ,R                            ,F                       ,R                      ,                    ,                        ,                  ,R                                 ,T              ,                                ,R                                 ,T                          ,R                      ,                            ,R                  ,                            ,                          ,                     ,T                          ,                             ,                      ,                           ,                               ,                         ,                          ,                     ,                               ,                                 ,                               ,                      ,                                      ,                    ,                     ,                         ,                      ,                       ,                            ,                               ,                                  ,                           ,                        ,                  ,                             ,                         ,                   ,                               ,                                   ,                      ,                          ,                             ,                    ,                            ,                       ,                        ,from Melillo; ODP 101 SR Ch 1 Fig 7 p 22-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N. humerosa       ,              ,101, 630,A, 15,H,CC,   3.00,    143.1700,Melillo  ,Planktonic Foraminifers                      ,               ,P                 ,                              ,F                ,R                ,R                           ,                    ,R                        ,                       ,F                   ,                        ,                         ,                       ,                               ,R                                ,R                       ,F                         ,R                            ,R                       ,F                        ,R                    ,R                      ,                              ,                    ,R                            ,C                       ,R                      ,                    ,                        ,                  ,                                  ,R              ,                                ,F                                 ,T                          ,R                      ,                            ,R                  ,                            ,                          ,                     ,                           ,                             ,                      ,                           ,                               ,                         ,                          ,                     ,                               ,                                 ,                               ,                      ,                                      ,                    ,                     ,                         ,                      ,                       ,                            ,                               ,                                  ,                           ,                        ,                  ,                             ,                         ,                   ,                               ,                                   ,                      ,                          ,                             ,                    ,                            ,                       ,                        ,from Melillo; ODP 101 SR Ch 1 Fig 7 p 22-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N. humerosa       ,              ,101, 630,A, 16,H, 3,  25.00,    146.3500,Melillo  ,Planktonic Foraminifers                      ,               ,M                 ,                              ,F                ,R                ,R                           ,T                   ,T                        ,                       ,R                   ,                        ,                         ,                       ,                               ,R                                ,                        ,R                         ,F                            ,F                       ,F                        ,R                    ,R                      ,                              ,                    ,F                            ,F                       ,R                      ,R                   ,                        ,                  ,F                                 ,               ,                                ,R                                 ,T                          ,R                      ,                            ,R                  ,                            ,                          ,                     ,                           ,                             ,                      ,                           ,                               ,                         ,R                         ,                     ,                               ,                                 ,                               ,                      ,                                      ,                    ,                     ,                         ,                      ,                       ,                            ,                               ,                                  ,                           ,                        ,                  ,                             ,                         ,                   ,                               ,                                   ,                      ,                          ,                             ,                    ,                            ,                       ,                        ,from Melillo; ODP 101 SR Ch 1 Fig 7 p 22-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N. humerosa       ,              ,101, 630,A, 16,H, 7,  35.00,    152.4500,Melillo  ,Planktonic Foraminifers                      ,               ,P                 ,                              ,F                ,R                ,R                           ,                    ,R                        ,                       ,                    ,                        ,                         ,                       ,                               ,                                 ,R                       ,R                         ,F                            ,F                       ,F                        ,R                    ,R                      ,                              ,                    ,F                            ,F                       ,R                      ,                    ,                        ,                  ,                                  ,R              ,                                ,R                                 ,R                          ,R                      ,                            ,R                  ,                            ,                          ,                     ,                           ,                             ,                      ,                           ,                               ,                         ,                          ,                     ,                               ,                                 ,                               ,                      ,                                      ,                    ,                     ,                         ,                      ,                       ,                            ,                               ,                                  ,                           ,                        ,                  ,                             ,                         ,                   ,                               ,                                   ,                      ,                          ,                             ,                    ,                            ,                       ,                        ,from Melillo; ODP 101 SR Ch 1 Fig 7 p 22-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N. humerosa       ,              ,101, 630,A, 17,H, 3,  25.00,    156.0500,Melillo  ,Planktonic Foraminifers                      ,               ,P                 ,                              ,F                ,R                ,R                           ,                    ,R                        ,                       ,F                   ,                        ,                         ,                       ,                               ,R                                ,                        ,F                         ,R                            ,F                       ,F                        ,F                    ,R                      ,R                             ,R                   ,R                            ,F                       ,R                      ,                    ,                        ,                  ,F                                 ,               ,                                ,R                                 ,R                          ,F                      ,                            ,                   ,                            ,                          ,                     ,R                          ,                             ,                      ,                           ,                               ,T                        ,R                         ,T                    ,R                              ,                                 ,                               ,                      ,                                      ,                    ,                     ,                         ,                      ,                       ,                            ,                               ,                                  ,                           ,                        ,                  ,                             ,                         ,                   ,                               ,                                   ,                      ,                          ,                             ,                    ,                            ,                       ,                        ,from Melillo; ODP 101 SR Ch 1 Fig 7 p 22-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N. humerosa       ,              ,101, 630,A, 17,H,CC,  53.00,    161.4500,Melillo  ,Planktonic Foraminifers                      ,               ,P                 ,                              ,F                ,R                ,R                           ,                    ,F                        ,                       ,R                   ,                        ,                         ,                       ,                               ,                                 ,                        ,R                         ,F                            ,F                       ,F                        ,F                    ,                       ,                              ,                    ,F                            ,F                       ,R                      ,                    ,                        ,                  ,                                  ,               ,                                ,R                                 ,R                          ,R                      ,                            ,F                  ,                            ,                          ,                     ,                           ,R                            ,                      ,                           ,                               ,                         ,                          ,                     ,                               ,                                 ,                               ,                      ,                                      ,                    ,                     ,                         ,                      ,                       ,                            ,                               ,                                  ,                           ,                        ,                  ,                             ,                         ,                   ,                               ,                                   ,                      ,                          ,                             ,                    ,                            ,                       ,                        ,from Melillo; ODP 101 SR Ch 1 Fig 7 p 22-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N. humerosa       ,              ,101, 630,A, 18,H, 3,  25.00,    164.3200,Melillo  ,Planktonic Foraminifers                      ,               ,P                 ,                              ,F                ,                 ,R                           ,                    ,                         ,R                      ,F                   ,                        ,                         ,                       ,                               ,R                                ,R                       ,R                         ,F                            ,F                       ,F                        ,R                    ,                       ,                              ,F                   ,R                            ,F                       ,R                      ,R                   ,                        ,                  ,                                  ,               ,                                ,R                                 ,R                          ,R                      ,                            ,R                  ,                            ,                          ,R                    ,T                          ,                             ,                      ,                           ,T                              ,                         ,                          ,                     ,                               ,                                 ,                               ,                      ,                                      ,                    ,                     ,                         ,                      ,                       ,                            ,                               ,                                  ,                           ,                        ,                  ,                             ,                         ,                   ,                               ,                                   ,                      ,                          ,                             ,                    ,                            ,                       ,                        ,from Melillo; ODP 101 SR Ch 1 Fig 7 p 22-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N. humerosa       ,              ,101, 630,A, 18,H,CC,  13.00,    171.1400,Melillo  ,Planktonic Foraminifers                      ,               ,M                 ,                              ,F                ,R                ,R                           ,                    ,                         ,                       ,                    ,F                       ,                         ,                       ,                               ,                                 ,R                       ,R                         ,F                            ,F                       ,F                        ,F                    ,R                      ,R                             ,R                   ,R                            ,F                       ,R                      ,R                   ,                        ,                  ,                                  ,T              ,                                ,R                                 ,                           ,R                      ,                            ,F                  ,                            ,                          ,                     ,                           ,                             ,                      ,                           ,                               ,                         ,                          ,                     ,                               ,                                 ,                               ,                      ,                                      ,                    ,                     ,                         ,                      ,                       ,                            ,                               ,                                  ,                           ,                        ,                  ,                             ,                         ,                   ,                               ,                                   ,                      ,                          ,                             ,                    ,                            ,                       ,                        ,from Melillo; ODP 101 SR Ch 1 Fig 7 p 22-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N. humerosa       ,              ,101, 630,A, 19,X, 3,  25.00,    175.1500,Melillo  ,Planktonic Foraminifers                      ,               ,P                 ,                              ,F                ,R                ,R                           ,                    ,                         ,                       ,F                   ,                        ,                         ,                       ,                               ,T                                ,                        ,R                         ,F                            ,F                       ,F                        ,T                    ,                       ,                              ,                    ,R                            ,F                       ,R                      ,                    ,                        ,                  ,                                  ,               ,                                ,R                                 ,R                          ,R                      ,                            ,                   ,                            ,                          ,                     ,                           ,T                            ,T                     ,                           ,                               ,                         ,                          ,                     ,                               ,                                 ,                               ,                      ,                                      ,                    ,                     ,                         ,                      ,                       ,                            ,                               ,                                  ,                           ,                        ,                  ,                             ,                         ,                   ,                               ,                                   ,                      ,                          ,                             ,                    ,                            ,                       ,                        ,from Melillo; ODP 101 SR Ch 1 Fig 7 p 22-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N. humerosa       ,              ,101, 630,A, 19,X,CC,  28.00,    181.5700,Melillo  ,Planktonic Foraminifers                      ,               ,P                 ,                              ,F                ,                 ,F                           ,                    ,R                        ,R                      ,                    ,F                       ,                         ,R                      ,T                              ,R                                ,                        ,R                         ,F                            ,F                       ,F                        ,R                    ,                       ,                              ,                    ,                             ,F                       ,R                      ,R                   ,                        ,                  ,                                  ,               ,                                ,                                  ,R                          ,                       ,                            ,                   ,                            ,                          ,                     ,                           ,                             ,T                     ,                           ,                               ,                         ,                          ,                     ,                               ,                                 ,                               ,                      ,                                      ,                    ,                     ,                         ,                      ,                       ,                            ,                               ,                                  ,                           ,                        ,                  ,                             ,                         ,                   ,                               ,                                   ,                      ,                          ,                             ,                    ,                            ,                       ,                        ,from Melillo; ODP 101 SR Ch 1 Fig 7 p 22-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N. humerosa       ,              ,101, 630,A, 20,X, 3,  25.00,    186.8500,Melillo  ,Planktonic Foraminifers                      ,               ,P                 ,R                             ,F                ,R                ,R                           ,                    ,R                        ,R                      ,R                   ,                        ,                         ,                       ,                               ,R                                ,F                       ,                          ,                             ,F                       ,F                        ,R                    ,                       ,                              ,R                   ,R                            ,F                       ,R                      ,R                   ,                        ,                  ,                                  ,               ,                                ,                                  ,R                          ,R                      ,                            ,R                  ,                            ,                          ,                     ,T                          ,T                            ,R                     ,R                          ,                               ,                         ,                          ,                     ,                               ,                                 ,                               ,                      ,                                      ,                    ,                     ,                         ,                      ,                       ,                            ,                               ,                                  ,                           ,                        ,                  ,                             ,                         ,                   ,                               ,                                   ,                      ,                          ,                             ,                    ,                            ,                       ,                        ,from Melillo; ODP 101 SR Ch 1 Fig 7 p 22-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N. humerosa       ,              ,101, 630,A, 20,X,CC,  15.00,    192.1700,Melillo  ,Planktonic Foraminifers                      ,               ,M                 ,                              ,F                ,                 ,R                           ,                    ,R                        ,R                      ,                    ,                        ,                         ,                       ,                               ,R                                ,                        ,C                         ,                             ,F                       ,C                        ,R                    ,                       ,                              ,R                   ,R                            ,R                       ,R                      ,R                   ,                        ,                  ,                                  ,T              ,                                ,                                  ,R                          ,                       ,                            ,                   ,                            ,                          ,                     ,                           ,                             ,                      ,                           ,                               ,                         ,                          ,                     ,                               ,                                 ,                               ,                      ,                                      ,                    ,                     ,                         ,                      ,                       ,                            ,                               ,                                  ,                           ,                        ,                  ,                             ,                         ,                   ,                               ,                                   ,                      ,                          ,                             ,                    ,                            ,                       ,                        ,from Melillo; ODP 101 SR Ch 1 Fig 7 p 22-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N. humerosa       ,              ,101, 630,A, 21,X, 3,  25.00,    196.4500,Melillo  ,Planktonic Foraminifers                      ,               ,P                 ,                              ,F                ,R                ,R                           ,                    ,R                        ,                       ,F                   ,R                       ,                         ,                       ,                               ,R                                ,R                       ,C                         ,                             ,F                       ,C                        ,T                    ,R                      ,                              ,R                   ,R                            ,R                       ,R                      ,                    ,                        ,                  ,R                                 ,               ,                                ,R                                 ,R                          ,R                      ,R                           ,T                  ,T                           ,T                         ,R                    ,                           ,                             ,                      ,                           ,                               ,                         ,                          ,                     ,                               ,                                 ,                               ,                      ,                                      ,                    ,                     ,                         ,                      ,                       ,                            ,                               ,                                  ,                           ,                        ,                  ,                             ,                         ,                   ,                               ,                                   ,                      ,                          ,                             ,                    ,                            ,                       ,                        ,from Melillo; ODP 101 SR Ch 1 Fig 7 p 22-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N. humerosa       ,              ,101, 630,A, 21,X,CC,  19.00,    202.7300,Melillo  ,Planktonic Foraminifers                      ,               ,P                 ,                              ,C                ,R                ,R                           ,                    ,R                        ,                       ,                    ,R                       ,                         ,                       ,                               ,R                                ,                        ,F                         ,F                            ,F                       ,F                        ,F                    ,R                      ,                              ,R                   ,                             ,F                       ,R                      ,R                   ,                        ,                  ,T                                 ,               ,                                ,R                                 ,                           ,                       ,                            ,                   ,                            ,                          ,                     ,                           ,                             ,                      ,                           ,                               ,                         ,                          ,                     ,                               ,                                 ,                               ,                      ,                                      ,                    ,                     ,                         ,                      ,                       ,                            ,                               ,                                  ,                           ,                        ,                  ,                             ,                         ,                   ,                               ,                                   ,                      ,                          ,                             ,                    ,                            ,                       ,                        ,from Melillo; ODP 101 SR Ch 1 Fig 7 p 22-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N. humerosa       ,              ,101, 630,A, 22,X,CC,  20.00,    204.0900,Melillo  ,Planktonic Foraminifers                      ,               ,M                 ,                              ,C                ,R                ,R                           ,                    ,                         ,R                      ,                    ,                        ,                         ,T                      ,                               ,R                                ,                        ,F                         ,F                            ,F                       ,F                        ,F                    ,R                      ,F                             ,                    ,                             ,F                       ,R                      ,R                   ,                        ,                  ,                                  ,               ,                                ,                                  ,R                          ,R                      ,                            ,                   ,                            ,                          ,                     ,                           ,                             ,                      ,                           ,                               ,                         ,                          ,                     ,                               ,                                 ,                               ,                      ,                                      ,                    ,                     ,                         ,                      ,                       ,                            ,                               ,                                  ,                           ,                        ,                  ,                             ,                         ,                   ,                               ,                                   ,                      ,                          ,                             ,                    ,                            ,                       ,                        ,from Melillo; ODP 101 SR Ch 1 Fig 7 p 22-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N. humerosa       ,              ,101, 630,A, 23,X, 3,  25.00,    215.7500,Melillo  ,Planktonic Foraminifers                      ,               ,P                 ,                              ,C                ,R                ,R                           ,                    ,                         ,T                      ,                    ,                        ,                         ,                       ,R                              ,F                                ,F                       ,F                         ,F                            ,F                       ,R                        ,R                    ,R                      ,                              ,R                   ,R                            ,F                       ,                       ,R                   ,                        ,                  ,                                  ,T              ,T                               ,T                                 ,R                          ,                       ,                            ,                   ,                            ,                          ,                     ,                           ,                             ,                      ,                           ,                               ,                         ,                          ,                     ,                               ,                                 ,                               ,                      ,                                      ,                    ,                     ,                         ,                      ,                       ,                            ,                               ,                                  ,                           ,                        ,                  ,                             ,                         ,                   ,                               ,                                   ,                      ,                          ,                             ,                    ,                            ,                       ,                        ,from Melillo; ODP 101 SR Ch 1 Fig 7 p 22-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N. humerosa       ,              ,101, 630,A, 23,X,CC,  23.00,    218.4700,Melillo  ,Planktonic Foraminifers                      ,               ,M                 ,                              ,F                ,R                ,F                           ,                    ,                         ,F                      ,                    ,                        ,                         ,                       ,                               ,F                                ,F                       ,F                         ,R                            ,F                       ,F                        ,F                    ,R                      ,F                             ,                    ,                             ,F                       ,R                      ,R                   ,                        ,                  ,T                                 ,R              ,                                ,                                  ,                           ,                       ,                            ,                   ,                            ,                          ,                     ,                           ,                             ,                      ,                           ,                               ,                         ,                          ,                     ,                               ,                                 ,                               ,                      ,                                      ,                    ,                     ,                         ,                      ,                       ,                            ,                               ,                                  ,                           ,                        ,                  ,                             ,                         ,                   ,                               ,                                   ,                      ,                          ,                             ,                    ,                            ,                       ,                        ,from Melillo; ODP 101 SR Ch 1 Fig 7 p 22-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
