Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Turborotalita humilis	Orbulina universa	Neogloboquadrina pachyderma (sinistral)	Neogloboquadrina pachyderma (dextral)	Neogloboquadrina humerosa	Neogloboquadrina dutertrei	Neogloboquadrina acostaensis (dextral)	Globorotalia scitula	Globorotalia puncticulata	Globorotalia pseudopima	Globorotalia miocenica	Globorotalia exilis	Globorotalia crassaformis	Globorotalia cf. Gr. pertenuis	Globorotalia cf. Gr. hirsuta	Globigerinoides trilobus	Globigerinoides ruber	Globigerinoides quadrilobatus	Globigerinoides obliquus obliquus	Globigerinoides obliquus extremus	Globigerinoides conglobatus	Globigerinita glutinata	Globigerinella cf. G. obesa	Globigerinella aequilateralis	Globigerina woodi	Globigerina rubescens	Globigerina quinqueloba	Globigerina falconensis	Globigerina decoraperta	Globigerina cf. Gg. bulloides	Globigerina calida praecalida	Globigerina calida cf. calida	Neogloboquadrina cf. Nq. acostaensis	Globorotalia cf. Gr. miocenica	Globigerinoides sacculifer	Globigerina eamsi	Globigerina bulloides	Beella cf. B. digitata	Globorotaloides hexagona	Globorotalia crassula	Globoquadrina altispira	Dentoglobigerina altispira	Globigerinita uvula	Globigerina apertura	Neogloboquadrina acostaensis (sinistral)	Globigerinella obesa	Globorotalia pertenuis	Globigerinoides bollii	Globorotalia plesiotumida (sinistral)	Globorotalia hessi	Globorotalia triangula	Globorotalia tosaensis	Orbulina bilobata	Globorotalia truncatulinoides	Pulleniatina obliquiloculata obliquiloculata	Sphaeroidinella dehiscens	Orbulina suturalis	Globorotalia inflata	Globigerina druryi	Globorotalia crassaformis viola	Globorotalia tumida	Globigerinoides tenellus	Beella digitata	Globigerinoides pyramidalis	Globigerinoides elongatus	Globorotalia crassaformis hessi	Pulleniatina finalis	Sphaeroidinellopsis seminulina	Globigerinoides ruber (pink)	Globorotalia hirsuta	Globorotalia cultrata	Hastigerina pelagica	Globigerina calida calida	Comment

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	  6	H	CC	  24.00	     55.3600	Brunner  	Planktonic Foraminifers                      	A              	M                 	C                    	F                	F                                      	C                                    	                         	                          	                                      	F                   	                         	                       	                      	                   	F                        	                              	                            	                        	C                    	                             	                                 	                                 	                           	F                      	                           	C                            	                 	                     	R                      	F                      	                       	F                            	F                            	                             	                                    	                              	                          	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	                      	                 	F                            	                                            	                         	                  	C                   	                  	                               	                   	                        	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	  7	H	 5	  17.00	     61.2700	Brunner  	Planktonic Foraminifers                      	A              	M                 	                     	R                	F                                      	A                                    	                         	                          	                                      	F                   	                         	                       	                      	                   	                         	                              	                            	                        	F                    	                             	                                 	                                 	                           	F                      	                           	F                            	                 	                     	R                      	F                      	                       	F                            	                             	                             	                                    	                              	                          	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	R                   	                      	                      	                                     	                  	                      	F                     	                 	F                            	                                            	                         	                  	C                   	                  	                               	                   	                        	               	                           	                         	R                              	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	  7	H	 6	   6.00	     62.6600	Brunner  	Planktonic Foraminifers                      	A              	M                 	                     	R                	R                                      	A                                    	                         	                          	                                      	F                   	                         	                       	                      	                   	R                        	                              	                            	                        	C                    	                             	                                 	                                 	                           	C                      	                           	R                            	                 	R                    	                       	R                      	                       	F                            	R                            	                             	                                    	                              	R                         	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	F                     	                 	F                            	R                                           	                         	                  	C                   	                  	                               	                   	F                       	               	                           	                         	R                              	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	  7	H	CC	  15.00	     64.8800	Brunner  	Planktonic Foraminifers                      	A              	M                 	                     	                 	                                       	C                                    	                         	C                         	                                      	F                   	                         	                       	                      	                   	C                        	                              	                            	                        	C                    	                             	                                 	                                 	                           	C                      	                           	F                            	                 	                     	F                      	R                      	                       	F                            	                             	                             	                                    	                              	                          	                 	A                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	                      	                 	C                            	                                            	                         	                  	F                   	                  	                               	                   	                        	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	  8	H	 1	  43.00	     65.0300	Brunner  	Planktonic Foraminifers                      	A              	M                 	                     	F                	F                                      	A                                    	                         	                          	                                      	F                   	                         	                       	                      	                   	R                        	                              	                            	                        	C                    	                             	                                 	                                 	                           	C                      	                           	C                            	                 	R                    	R                      	R                      	                       	C                            	R                            	                             	                                    	                              	R                         	                 	A                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	R                     	                 	F                            	R                                           	                         	                  	F                   	                  	                               	                   	R                       	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	  8	H	 3	 113.00	     68.7300	Brunner  	Planktonic Foraminifers                      	A              	M                 	                     	R                	R                                      	A                                    	                         	                          	                                      	F                   	                         	                       	                      	                   	F                        	                              	R                           	                        	C                    	                             	                                 	                                 	                           	F                      	                           	F                            	                 	                     	F                      	R                      	                       	F                            	R                            	                             	                                    	                              	                          	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	R                     	                 	F                            	R                                           	                         	                  	F                   	                  	                               	                   	R                       	               	                           	                         	R                              	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	  8	H	 6	  82.00	     72.9200	Brunner  	Planktonic Foraminifers                      	A              	M                 	                     	R                	F                                      	A                                    	                         	                          	                                      	F                   	                         	                       	                      	                   	R                        	                              	F                           	                        	C                    	                             	                                 	                                 	                           	F                      	                           	F                            	                 	                     	F                      	R                      	                       	C                            	R                            	                             	                                    	                              	                          	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	R                     	                 	C                            	                                            	                         	                  	C                   	                  	                               	                   	R                       	               	                           	                         	R                              	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	  8	H	CC	  12.00	     74.2400	Brunner  	Planktonic Foraminifers                      	A              	G                 	C                    	F                	                                       	C                                    	                         	C                         	                                      	F                   	                         	                       	                      	                   	C                        	                              	R                           	F                       	C                    	                             	                                 	                                 	F                          	C                      	                           	F                            	                 	                     	R                      	R                      	                       	C                            	F                            	                             	                                    	                              	F                         	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	                      	                 	C                            	C                                           	                         	                  	C                   	                  	                               	                   	R                       	               	F                          	                         	                               	F                   	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	  9	H	 1	  41.00	     74.5100	Brunner  	Planktonic Foraminifers                      	A              	G                 	                     	R                	F                                      	A                                    	                         	                          	                                      	R                   	                         	                       	                      	                   	                         	                              	                            	                        	C                    	                             	                                 	                                 	                           	C                      	                           	F                            	                 	                     	R                      	F                      	                       	C                            	R                            	                             	                                    	                              	F                         	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	R                     	                 	F                            	R                                           	                         	                  	C                   	                  	                               	                   	F                       	               	                           	                         	R                              	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	  9	H	 3	  32.00	     77.4200	Brunner  	Planktonic Foraminifers                      	A              	G                 	                     	F                	R                                      	A                                    	                         	                          	                                      	F                   	                         	                       	                      	                   	                         	                              	                            	                        	C                    	                             	                                 	                                 	                           	C                      	                           	C                            	                 	R                    	R                      	R                      	                       	C                            	R                            	                             	                                    	                              	                          	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	R                     	                 	F                            	                                            	                         	                  	C                   	                  	                               	                   	                        	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	  9	H	 5	 109.00	     81.1900	Brunner  	Planktonic Foraminifers                      	A              	G                 	                     	F                	F                                      	A                                    	                         	                          	                                      	F                   	                         	                       	                      	                   	F                        	                              	R                           	                        	C                    	                             	                                 	                                 	                           	C                      	                           	R                            	                 	R                    	R                      	R                      	                       	F                            	                             	                             	                                    	                              	R                         	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	R                     	                 	F                            	                                            	                         	                  	C                   	                  	                               	                   	F                       	               	                           	                         	R                              	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	  9	H	 6	  54.00	     82.1400	Brunner  	Planktonic Foraminifers                      	A              	G                 	                     	F                	R                                      	A                                    	                         	                          	                                      	R                   	                         	                       	                      	                   	F                        	                              	                            	                        	C                    	                             	                                 	                                 	                           	C                      	                           	R                            	                 	                     	                       	F                      	                       	F                            	R                            	                             	                                    	                              	R                         	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	R                     	                 	F                            	                                            	                         	                  	F                   	                  	                               	                   	F                       	               	                           	                         	R                              	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	  9	H	 7	  28.00	     83.3800	Brunner  	Planktonic Foraminifers                      	A              	G                 	                     	F                	F                                      	A                                    	                         	                          	                                      	F                   	                         	                       	                      	                   	F                        	                              	F                           	                        	C                    	                             	                                 	                                 	                           	C                      	                           	F                            	                 	                     	R                      	R                      	                       	F                            	R                            	                             	                                    	                              	F                         	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	                      	                 	                             	R                                           	                         	                  	F                   	                  	                               	                   	F                       	               	                           	                         	R                              	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	  9	H	CC	  25.00	     83.9800	Brunner  	Planktonic Foraminifers                      	A              	G                 	C                    	A                	                                       	C                                    	                         	F                         	                                      	F                   	                         	                       	                      	                   	C                        	                              	                            	F                       	C                    	                             	                                 	                                 	C                          	C                      	                           	F                            	                 	                     	R                      	C                      	                       	F                            	F                            	                             	                                    	                              	                          	                 	A                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	                      	                 	A                            	F                                           	                         	                  	C                   	                  	                               	                   	                        	               	C                          	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	 10	H	 1	  63.00	     84.2300	Brunner  	Planktonic Foraminifers                      	A              	G                 	                     	R                	R                                      	A                                    	                         	F                         	                                      	R                   	                         	                       	                      	                   	R                        	                              	F                           	                        	F                    	                             	                                 	                                 	                           	C                      	                           	F                            	                 	R                    	R                      	F                      	                       	C                            	R                            	                             	                                    	                              	                          	                 	A                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	R                     	                 	F                            	                                            	                         	                  	C                   	                  	                               	                   	R                       	               	                           	                         	R                              	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	 10	H	 2	  70.00	     85.8000	Brunner  	Planktonic Foraminifers                      	A              	G                 	R                    	F                	R                                      	C                                    	                         	R                         	                                      	F                   	                         	                       	                      	                   	F                        	                              	F                           	                        	C                    	                             	                                 	                                 	                           	C                      	                           	C                            	                 	R                    	R                      	R                      	                       	C                            	R                            	                             	                                    	                              	                          	                 	A                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	                      	                 	R                            	                                            	                         	                  	C                   	                  	                               	                   	F                       	               	                           	                         	R                              	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	 10	H	 3	  59.00	     87.1900	Brunner  	Planktonic Foraminifers                      	A              	G                 	                     	F                	R                                      	A                                    	                         	R                         	                                      	F                   	                         	                       	                      	                   	                         	                              	                            	                        	F                    	                             	                                 	                                 	                           	A                      	                           	C                            	                 	R                    	R                      	R                      	                       	C                            	                             	                             	                                    	                              	R                         	                 	A                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	R                     	                 	F                            	R                                           	                         	                  	A                   	                  	                               	                   	F                       	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	 10	H	 4	  89.00	     88.9900	Brunner  	Planktonic Foraminifers                      	A              	G                 	                     	F                	R                                      	A                                    	                         	                          	                                      	R                   	                         	                       	                      	                   	                         	                              	                            	                        	C                    	                             	                                 	                                 	                           	C                      	                           	C                            	                 	R                    	                       	R                      	                       	F                            	                             	                             	                                    	                              	R                         	                 	A                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	R                     	                 	F                            	R                                           	                         	                  	F                   	                  	                               	                   	R                       	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	 10	H	 5	 111.00	     90.7100	Brunner  	Planktonic Foraminifers                      	A              	G                 	                     	F                	R                                      	A                                    	                         	R                         	                                      	F                   	                         	                       	                      	                   	                         	                              	                            	                        	F                    	                             	                                 	                                 	                           	C                      	                           	C                            	                 	R                    	R                      	R                      	                       	C                            	                             	                             	                                    	                              	                          	                 	A                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	R                     	                 	F                            	                                            	                         	                  	C                   	                  	                               	                   	R                       	               	                           	                         	R                              	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	 10	H	 6	 117.00	     92.2700	Brunner  	Planktonic Foraminifers                      	A              	G                 	                     	F                	F                                      	C                                    	                         	                          	                                      	                    	                         	                       	                      	                   	                         	                              	                            	                        	C                    	                             	                                 	                                 	                           	C                      	                           	C                            	                 	R                    	R                      	R                      	                       	F                            	R                            	                             	                                    	                              	R                         	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	R                     	                 	R                            	                                            	                         	                  	C                   	                  	                               	                   	F                       	               	                           	                         	R                              	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	 10	H	CC	   0.00	     93.4400	Brunner  	Planktonic Foraminifers                      	A              	M                 	                     	F                	                                       	R                                    	                         	A                         	                                      	                    	                         	                       	                      	                   	F                        	                              	                            	F                       	C                    	                             	                                 	                                 	C                          	C                      	                           	F                            	                 	R                    	R                      	R                      	                       	F                            	C                            	                             	                                    	                              	F                         	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	                      	R                	C                            	                                            	C                        	                  	C                   	                  	                               	                   	                        	               	F                          	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.

  SR	Pleistocene      	                 	Pt1a              	              	157	 953	A	 11	H	 1	 118.00	     94.2800	Brunner  	Planktonic Foraminifers                      	A              	M                 	                     	F                	F                                      	A                                    	                         	R                         	                                      	R                   	                         	                       	                      	                   	                         	                              	                            	                        	C                    	                             	                                 	                                 	                           	C                      	                           	F                            	                 	R                    	                       	R                      	                       	F                            	R                            	                             	                                    	                              	F                         	                 	C                    	                      	                        	                     	                       	                          	                   	                    	                                        	                    	                      	                      	                                     	                  	                      	                      	                 	                             	R                                           	                         	                  	C                   	                  	                               	                   	F                       	               	                           	                         	                               	                    	                              	                            	                    	                     	                    	                         	from 157SR. Ch 10. Table 1.
