Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lithology ABC,MAJ Lithology abundance (%),MAJ Lithology color,Bottom contact definition,Clasts,Bioturbation intensity rank,Macrofossil abundance name,Diagenetic structure,Deformational structures,Bioturbation intensity,General interval comment,File Data,,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
336-U1382B-8H-4-A,336,U1382,B,8,8-4,H,4,A,80.5,110,66.955,67.25,,Void,,Void,,,,,,,,,,,,,,,,103
336-U1382B-8H-4-A,336,U1382,B,8,8-4,H,4,A,110,130.5,67.25,67.455,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 6/4 (light brown),,,,,,,,,,,,,,104
336-U1382B-8H-5-A,336,U1382,B,8,8-5,H,5,A,0,70.5,67.65,68.355,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),,,,,,,,Very homogeneous,,,,,,105
336-U1382B-8H-6-A,336,U1382,B,8,8-6,H,6,A,0,80.5,69.15,69.955,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),,,,,,,,Very homogeneous,,,,,,106
336-U1382B-8H-7-A,336,U1382,B,8,8-7,H,7,A,0,128,70.65,71.93,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),,,,,,,,,,,,,,107
336-U1382B-8H-CC-A,336,U1382,B,8,8-CC,H,CC,A,0,2.5,72.15,72.175,,,,,,,sharp,,,,,,,"Angular very poorly sorted clasts from medium sand to pebble in grain size, max clast size = 1 cm",,,,,,108
336-U1382B-8H-CC-A,336,U1382,B,8,8-CC,H,CC,A,2.5,29.5,72.175,72.445,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 6/4 (light brown),,,,,,,,,,,,,,109
336-U1382B-9H-1-A,336,U1382,B,9,9-1,H,1,A,0,19,72,72.19,,Void,,Void,,,,,,,,,,,,,,,,110
336-U1382B-9H-1-A,336,U1382,B,9,9-1,H,1,A,19,88.5,72.19,72.885,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 5/6 (strong brown),,,,,,,,Very homogeneous,,,,,,111
336-U1382B-9H-2-A,336,U1382,B,9,9-2,H,2,A,0,59.5,72.88,73.475,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),,,,,,,,Very homogeneous,,,,,,112
336-U1382B-9H-2-A,336,U1382,B,9,9-2,H,2,A,59.5,130,73.475,74.18,,Void,,Void,,,,,,,,,,Very homogeneous,,,,,,113
336-U1382B-9H-2-A,336,U1382,B,9,9-2,H,2,A,130,150.5,74.18,74.385,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),,,,,,,,,,,,,,114
336-U1382B-9H-3-A,336,U1382,B,9,9-3,H,3,A,0,54,74.38,74.92,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),sharp,,,,,,,,,,,,,115
336-U1382B-9H-3-A,336,U1382,B,9,9-3,H,3,A,54,58.5,74.92,74.965,,,,,,,,,,,,,,"Angular poorly sorted clasts from granule to pebble in size, maximum clast size = 1 cm",,,,,,116
336-U1382B-9H-3-A,336,U1382,B,9,9-3,H,3,A,58.5,130,74.965,75.68,,Void,,Void,,,,,,,,,,,,,,,,117
336-U1382B-9H-3-A,336,U1382,B,9,9-3,H,3,A,130,150.5,75.68,75.885,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),,,,,,,,,,,,,,118
336-U1382B-9H-4-A,336,U1382,B,9,9-4,H,4,A,0,59.5,75.88,76.475,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),,,,,,,,"Very homogeneous, darker part from 31 cm to 40 cm",,,,,,119
336-U1382B-9H-4-A,336,U1382,B,9,9-4,H,4,A,59.5,130,76.475,77.18,,Void,,Void,,,,,,,,,,,,,,,,120
336-U1382B-9H-4-A,336,U1382,B,9,9-4,H,4,A,130,150,77.18,77.38,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),,,,,,,,Very homogeneous,,,,,,121
336-U1382B-9H-5-A,336,U1382,B,9,9-5,H,5,A,0,94,77.38,78.32,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 6/4 (light brown),sharp,,,,,,,Very homogeneous,,,,,,122
336-U1382B-9H-5-A,336,U1382,B,9,9-5,H,5,A,94,102,78.32,78.4,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,,,,,,,,,Very angular poorly sorted black clasts from very coarse sand to granule in grain size,,,,,,123
336-U1382B-9H-6-A,336,U1382,B,9,9-6,H,6,A,0,60,78.88,79.48,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),,,,,,,,Very rare foraminifers,,,,,,124
336-U1382B-9H-6-A,336,U1382,B,9,9-6,H,6,A,60,130,79.48,80.18,,Void,,Void,,,,,,,,,,,,,,,,125
336-U1382B-9H-6-A,336,U1382,B,9,9-6,H,6,A,130,151,80.18,80.39,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 5/4 (brown),,,,,,,,More foraminifers,,,,,,126
336-U1382B-9H-7-A,336,U1382,B,9,9-7,H,7,A,0,61,80.38,80.99,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 4/6 (strong brown),,,,,,,,Very homogeneous,,,,,,127
336-U1382B-9H-7-A,336,U1382,B,9,9-7,H,7,A,61,110,80.99,81.48,,Void,,Void,,,,,,,,,,,,,,,,128
336-U1382B-9H-7-A,336,U1382,B,9,9-7,H,7,A,110,131,81.48,81.69,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 5/6 (strong brown),,,,,,,,,,,,,,129
336-U1382B-9H-CC-A,336,U1382,B,9,9-CC,H,CC,A,0,14.5,81.88,82.025,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 5/6 (strong brown),diffuse,,,,,,,,,,,,,130
336-U1382B-9H-CC-A,336,U1382,B,9,9-CC,H,CC,A,14.5,21.5,82.025,82.095,,,,,,,diffuse,,,,,,,Transitional in color,,,,,,131
336-U1382B-9H-CC-A,336,U1382,B,9,9-CC,H,CC,A,21.5,39,82.095,82.27,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 4/4 (brown),,,,,,,,,,,,,,132
336-U1382B-10H-1-A,336,U1382,B,10,10-1,H,1,A,0,33.5,81.5,81.835,foraminifer bearing nannofossil rich,muddy gravel,,foraminifer bearing nannofossil rich muddy gravel,,7.5YR 5/6 (strong brown),,,,,,,,"Contain poorly sorted black clasts of medium sand to granule in grain size, maximum clast size = 1.5 cm, matrix made of foraminifer bearing nannofossil rich ooze",,,,,,133
336-U1382B-10H-2-A,336,U1382,B,10,10-2,H,2,A,0,16,81.81,81.97,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 5/6 (strong brown),sharp,,,,,,,"Contain poorly sorted black clasts of medium sand to granule in grain size, erosional base",,,,,,134
336-U1382B-10H-2-A,336,U1382,B,10,10-2,H,2,A,16,38,81.97,82.19,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 4/6 (strong brown),diffuse,,,,,,,,,,,,,135
336-U1382B-10H-2-A,336,U1382,B,10,10-2,H,2,A,38,59,82.19,82.4,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 5/6 (strong brown),,,,,,,,,,,,,,136
336-U1382B-10H-2-A,336,U1382,B,10,10-2,H,2,A,59,130,82.4,83.11,,Void,,Void,,,,,,,,,,,,,,,,137
336-U1382B-10H-2-A,336,U1382,B,10,10-2,H,2,A,130,150,83.11,83.31,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),,,,,,,,,,,,,,138
336-U1382B-10H-3-A,336,U1382,B,10,10-3,H,3,A,0,61.5,83.31,83.925,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 5/6 (strong brown),,,,,,,,Contain an angular granule clast located at 45 cm,,,,,,139
336-U1382B-10H-3-A,336,U1382,B,10,10-3,H,3,A,61.5,130,83.925,84.61,,Void,,Void,,,,,,,,,,,,,,,,140
336-U1382B-10H-3-A,336,U1382,B,10,10-3,H,3,A,130,150,84.61,84.81,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 5/6 (strong brown),,,,,,,,,,,,,,141
336-U1382B-10H-4-A,336,U1382,B,10,10-4,H,4,A,0,12,84.81,84.93,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 5/6 (strong brown),diffuse,,,,,,,,,,,,,142
336-U1382B-10H-4-A,336,U1382,B,10,10-4,H,4,A,12,31.5,84.93,85.125,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 4/4 (brown),diffuse,,,,,,,,,,,,,143
336-U1382B-10H-4-A,336,U1382,B,10,10-4,H,4,A,31.5,46,85.125,85.27,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),diffuse,,,,,,,,,,,,,144
336-U1382B-10H-4-A,336,U1382,B,10,10-4,H,4,A,46,61.5,85.27,85.425,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),,,,,,,,,,,,,,145
336-U1382B-10H-4-A,336,U1382,B,10,10-4,H,4,A,61.5,110,85.425,85.91,,Void,,Void,,,,,,,,,,,,,,,,146
336-U1382B-10H-4-A,336,U1382,B,10,10-4,H,4,A,110,130,85.91,86.11,foraminifer bearing nannofossil rich,muddy gravel,,foraminifer bearing nannofossil rich muddy gravel,,,,,,,,,,"Contain poorly sorted angular clasts from coarse sand to pebble in grain size, maximum clast size = 1 cm, matrix made of foraminifer bearing nannofossil rich ooze, foraminifers could be seen with eyes",,,,,,147
336-U1382B-10H-5-A,336,U1382,B,10,10-5,H,5,A,0,6.5,86.31,86.375,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 3/4 (dark brown),gradational,,,,,,,"Erosional base, angular poorly sorted clasts from coarse sand to pebble in grain size, maximum clast size = 2 cm, matrix supported (made of nannofossil rich ooze)
Upward fining from 13 cm to 0 cm",,,,,,148
336-U1382B-10H-5-A,336,U1382,B,10,10-5,H,5,A,6.5,13,86.375,86.44,nannofossil rich,muddy gravel,,nannofossil rich muddy gravel,,7.5YR 5/6 (strong brown),sharp,,,,,,,,,,,,,149
336-U1382B-10H-5-A,336,U1382,B,10,10-5,H,5,A,13,40,86.44,86.71,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 5/6 (strong brown),diffuse,,,,,,,,,,,,,150
336-U1382B-10H-5-A,336,U1382,B,10,10-5,H,5,A,40,61,86.71,86.92,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 4/6 (strong brown),,,,,,,,,,,,,,151
336-U1382B-10H-5-A,336,U1382,B,10,10-5,H,5,A,61,130,86.92,87.61,,Void,,Void,,,,,,,,,,,,,,,,152
336-U1382B-10H-5-A,336,U1382,B,10,10-5,H,5,A,130,150.5,87.61,87.815,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 4/4 (brown),,,,,,,,,,,,,,153
336-U1382B-10H-6-A,336,U1382,B,10,10-6,H,6,A,0,36,87.81,88.17,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 4/4 (brown),gradational,,,,,,,Very homogeneous,,,,,,154
336-U1382B-10H-6-A,336,U1382,B,10,10-6,H,6,A,36,60,88.17,88.41,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 4/6 (strong brown),,,,,,,,Very homogeneous,,,,,,155
336-U1382B-10H-7-A,336,U1382,B,10,10-7,H,7,A,0,61,89.31,89.92,nannofossil rich,muddy gravel,,nannofossil rich muddy gravel,,7.5YR 4/4 (brown),,,,,,,,Matrix rich (nannofossil rich ooze) matrix supported with angular and well sorted clasts from coarse sand to granule in grain size,,,,,,156
336-U1382B-10H-CC-A,336,U1382,B,10,10-CC,H,CC,A,0,25,90.81,91.06,nannofossil rich,muddy gravel,,nannofossil rich muddy gravel,,7.5YR 4/6 (strong brown),,,,,,,,"In a nannofossil rich ooze matrix, matrix supported angular well sorted clasts of granule in grain size (some sandy clasts in the matrix)",,,,,,157
