Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name
363-U1488B-13H-CC-A,0,23,115.05,115.28,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,13,H,CC,A,,,,
363-U1488B-14H-1-A,0,150,114.9,116.4,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,14,H,1,A,,,,
363-U1488B-14H-2-A,0,150,116.4,117.9,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,14,H,2,A,,,,
363-U1488B-14H-3-A,0,150,117.9,119.4,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,14,H,3,A,,,,
363-U1488B-14H-4-A,0,150,119.4,120.9,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,14,H,4,A,,,,
363-U1488B-14H-5-A,0,150,120.9,122.4,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,14,H,5,A,,,,
363-U1488B-14H-6-A,0,150,122.4,123.9,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,14,H,6,A,,,,
363-U1488B-14H-7-A,0,69,123.9,124.59,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,14,H,7,A,,,,
363-U1488B-14H-CC-A,0,26,124.59,124.85,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,14,H,CC,A,,,,
363-U1488B-15H-1-A,0,150,124.4,125.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,15,H,1,A,,,,
363-U1488B-15H-2-A,0,150,125.9,127.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,15,H,2,A,,,,
363-U1488B-15H-3-A,0,150,127.4,128.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,15,H,3,A,,,,
363-U1488B-15H-4-A,0,150,128.9,130.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,15,H,4,A,,,,
363-U1488B-15H-5-A,0,150,130.4,131.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,15,H,5,A,,,,
363-U1488B-15H-6-A,0,150,131.9,133.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,15,H,6,A,,,,
363-U1488B-15H-7-A,0,70,133.4,134.1,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,15,H,7,A,,,,
363-U1488B-15H-CC-A,0,21,134.1,134.31,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,15,H,CC,A,,,,
363-U1488B-16H-1-A,0,150,133.9,135.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,16,H,1,A,,,,
363-U1488B-16H-2-A,0,150,135.4,136.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,16,H,2,A,,,,
363-U1488B-16H-3-A,0,150,136.9,138.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,16,H,3,A,,,,
363-U1488B-16H-4-A,0,150,138.4,139.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,16,H,4,A,,,,
363-U1488B-16H-5-A,0,150,139.9,141.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,16,H,5,A,,,,
363-U1488B-16H-6-A,0,150,141.4,142.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,16,H,6,A,,,,
363-U1488B-16H-7-A,0,69,142.9,143.59,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,16,H,7,A,,,,
363-U1488B-16H-CC-A,0,23,143.59,143.82,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,16,H,CC,A,,,,
363-U1488B-17H-1-A,0,150,143.4,144.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,17,H,1,A,,,,
363-U1488B-17H-2-A,0,150,144.9,146.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,17,H,2,A,,,,
363-U1488B-17H-3-A,0,150,146.4,147.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,17,H,3,A,,,,
363-U1488B-17H-4-A,0,150,147.9,149.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,17,H,4,A,,,,
363-U1488B-17H-5-A,0,150,149.4,150.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,17,H,5,A,,,,
363-U1488B-17H-6-A,0,131,150.9,152.21,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,17,H,6,A,,,,
363-U1488B-17H-7-A,0,65,152.21,152.86,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,17,H,7,A,,,,
363-U1488B-17H-CC-A,0,23,152.86,153.09,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,17,H,CC,A,,,,
363-U1488B-18H-1-A,0,150,152.9,154.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,18,H,1,A,,,,
363-U1488B-18H-2-A,0,150,154.4,155.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,18,H,2,A,,,,
363-U1488B-18H-3-A,0,150,155.9,157.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,18,H,3,A,,,,
363-U1488B-18H-4-A,0,150,157.4,158.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,18,H,4,A,,,,
363-U1488B-18H-5-A,0,150,158.9,160.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,18,H,5,A,,,,
363-U1488B-18H-6-A,0,150,160.4,161.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,18,H,6,A,,,,
363-U1488B-18H-7-A,0,65,161.9,162.55,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,18,H,7,A,,,,
363-U1488B-18H-CC-A,0,31,162.55,162.86,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,18,H,CC,A,,,,
363-U1488B-19H-1-A,0,150,162.4,163.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,19,H,1,A,,,,
363-U1488B-19H-2-A,0,150,163.9,165.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,19,H,2,A,,,,
363-U1488B-19H-3-A,0,150,165.4,166.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,19,H,3,A,,,,
363-U1488B-19H-4-A,0,150,166.9,168.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,19,H,4,A,,,,
363-U1488B-19H-5-A,0,150,168.4,169.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,19,H,5,A,,,,
363-U1488B-19H-6-A,0,150,169.9,171.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,19,H,6,A,,,,
363-U1488B-19H-7-A,0,65,171.4,172.05,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,19,H,7,A,,,,
363-U1488B-19H-CC-A,0,21,172.05,172.26,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,19,H,CC,A,,,,
363-U1488B-20H-1-A,0,150,171.9,173.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,20,H,1,A,,,,
363-U1488B-20H-2-A,0,150,173.4,174.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,20,H,2,A,,,,
363-U1488B-20H-3-A,0,150,174.9,176.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,20,H,3,A,,,,
363-U1488B-20H-4-A,0,150,176.4,177.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,20,H,4,A,,,,
363-U1488B-20H-5-A,0,150,177.9,179.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,20,H,5,A,,,,
363-U1488B-20H-6-A,0,150,179.4,180.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,20,H,6,A,,,,
363-U1488B-20H-7-A,0,62,180.9,181.52,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,20,H,7,A,,,,
363-U1488B-20H-CC-A,0,25,181.52,181.77,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"greenish layers, purple patches, sulfides",,,,,,,,,,,,,363,U1488,B,20,H,CC,A,,,,
363-U1488B-21H-1-A,0,150,181.4,182.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"greenish layers, purple patches, sulfides",,,,,,,,,,,,,363,U1488,B,21,H,1,A,,,,
363-U1488B-21H-2-A,0,40,182.9,183.3,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"greenish layers, purple patches, sulfides",,,,,,,,,,,,,363,U1488,B,21,H,2,A,,,,
363-U1488B-21H-2-A,40,44,183.3,183.34,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,21,H,2,A,,,,
363-U1488B-21H-2-A,44,150,183.34,184.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"greenish layers, purple patches, sulfides",,,,,,,,,,,,,363,U1488,B,21,H,2,A,,,,
363-U1488B-21H-3-A,0,150,184.4,185.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"greenish layers, purple patches, sulfides",,,,,,,,,,,,,363,U1488,B,21,H,3,A,,,,
363-U1488B-21H-4-A,0,150,185.9,187.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"greenish layers, purple patches, sulfides",,,,,,,,,,,,,363,U1488,B,21,H,4,A,,,,
363-U1488B-21H-5-A,0,150,187.4,188.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"greenish layers, purple patches, sulfides",,,,,,,,,,,,,363,U1488,B,21,H,5,A,,,,
363-U1488B-21H-6-A,0,150,188.9,190.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"greenish layers, purple patches, sulfides",,,,,,,,,,,,,363,U1488,B,21,H,6,A,,,,
363-U1488B-21H-7-A,0,69,190.4,191.09,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"greenish layers, purple patches, sulfides",,,,,,,,,,,,,363,U1488,B,21,H,7,A,,,,
363-U1488B-21H-CC-A,0,25,191.09,191.34,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"greenish layers, purple patches, sulfides",,,,,,,,,,,,,363,U1488,B,21,H,CC,A,,,,
363-U1488B-22H-1-A,0,150,190.9,192.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"greenish layers, purple patches, sulfides",,,,,,,,,,,,,363,U1488,B,22,H,1,A,,,,
363-U1488B-22H-2-A,0,150,192.4,193.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"greenish layers, purple patches, sulfides",,,,,,,,,,,,,363,U1488,B,22,H,2,A,,,,
363-U1488B-22H-3-A,0,150,193.9,195.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"greenish layers, purple patches, sulfides",,,,,,,,,,,,,363,U1488,B,22,H,3,A,,,,
363-U1488B-22H-4-A,0,150,195.4,196.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"greenish layers, purple patches, sulfides",,,,,,,,,,,,,363,U1488,B,22,H,4,A,,,,
363-U1488B-22H-5-A,0,150,196.9,198.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"greenish layers, purple patches, sulfides",,,,,,,,,,,,,363,U1488,B,22,H,5,A,,,,
363-U1488B-22H-6-A,0,150,198.4,199.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"greenish layers, purple patches, sulfides",,,,,,,,,,,,,363,U1488,B,22,H,6,A,,,,
363-U1488B-22H-7-A,0,66,199.9,200.56,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"greenish layers, purple patches, sulfides",,,,,,,,,,,,,363,U1488,B,22,H,7,A,,,,
363-U1488B-22H-CC-A,0,26,200.56,200.82,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"greenish layers, purple patches, sulfides",,,,,,,,,,,,,363,U1488,B,22,H,CC,A,,,,
363-U1488B-23H-1-A,0,150,200.4,201.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"greenish layers, purple patches, sulfides",,,,,,,,,,,,,363,U1488,B,23,H,1,A,,,,
363-U1488B-23H-2-A,0,150,201.9,203.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"greenish layers, purple patches, sulfides",,,,,,,,,,,,,363,U1488,B,23,H,2,A,,,,
363-U1488B-23H-3-A,0,150,203.4,204.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"greenish layers, purple patches, sulfides",,,,,,,,,,,,,363,U1488,B,23,H,3,A,,,,
363-U1488B-23H-4-A,0,150,204.9,206.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"greenish layers, purple patches, sulfides",,,,,,,,,,,,,363,U1488,B,23,H,4,A,,,,
363-U1488B-23H-5-A,0,150,206.4,207.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"greenish layers, purple patches, sulfides",,,,,,,,,,,,,363,U1488,B,23,H,5,A,,,,
363-U1488B-23H-6-A,0,150,207.9,209.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"greenish layers, purple patches, sulfides",,,,,,,,,,,,,363,U1488,B,23,H,6,A,,,,
363-U1488B-23H-7-A,0,70,209.4,210.1,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"greenish layers, purple patches, sulfides",,,,,,,,,,,,,363,U1488,B,23,H,7,A,,,,
363-U1488B-23H-CC-A,0,21,210.1,210.31,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"greenish layers, purple patches, sulfides",,,,,,,,,,,,,363,U1488,B,23,H,CC,A,,,,
363-U1488B-24H-1-A,60,61,210.5,210.51,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"trace radiolarians, greenish layers, purple patches, sulfides",,,,,,,,,,,,,363,U1488,B,24,H,1,A,,,,
363-U1488B-24H-2-A,0,150,211.4,212.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,sulfide,"trace radiolarians, greenish layers, purple patches, sulfides; 45 cm: pyrite",,,,,,,,,,,,,363,U1488,B,24,H,2,A,,,,
363-U1488B-24H-3-A,0,150,212.9,214.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,sulfide,"greenish layers, purple patches, sulfides; 85 cm: pyrite patch",,,,,,,,,,,,,363,U1488,B,24,H,3,A,,,,
363-U1488B-24H-4-A,0,14,214.4,214.54,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"trace radiolarians, greenish layers, purple patches, sulfides",,,,,,,,,,,,,363,U1488,B,24,H,4,A,,,,
363-U1488B-24H-4-A,14,16,214.54,214.56,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,trace radiolarians,,,,,,,,,,,,,363,U1488,B,24,H,4,A,,,,
363-U1488B-24H-4-A,16,23,214.56,214.63,radiolarian-rich [X363],foraminifer-nannofossil ooze [X363],radiolarian-rich foraminifer-nannofossil ooze,,2.5Y 8/1 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,24,H,4,A,,,,
363-U1488B-24H-4-A,23,150,214.63,215.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"trace radiolarians, greenish layers, purple patches, sulfides",,,,,,,,,,,,,363,U1488,B,24,H,4,A,,,,
363-U1488B-24H-5-A,0,150,215.9,217.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"trace radiolarians, greenish layers, purple patches, sulfides",,,,,,,,,,,,,363,U1488,B,24,H,5,A,,,,
363-U1488B-24H-6-A,0,150,217.4,218.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"trace radiolarians, greenish layers, purple patches, sulfides",,,,,,,,,,,,,363,U1488,B,24,H,6,A,,,,
363-U1488B-24H-7-A,0,54,218.9,219.44,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"trace radiolarians, greenish layers, purple patches, sulfides",,,,,,,,,,,,,363,U1488,B,24,H,7,A,,,,
363-U1488B-24H-CC-A,0,19,219.44,219.63,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"trace radiolarians, greenish layers, purple patches, sulfides",,,,,,,,,,,,,363,U1488,B,24,H,CC,A,,,,
363-U1488B-25H-1-A,0,150,219.4,220.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,25,H,1,A,,,,
363-U1488B-25H-2-A,0,150,220.9,222.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,25,H,2,A,,,,
363-U1488B-25H-3-A,0,150,222.4,223.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,25,H,3,A,,,,
363-U1488B-25H-4-A,0,150,223.9,225.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,25,H,4,A,,,,
363-U1488B-25H-5-A,0,150,225.4,226.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,25,H,5,A,,,,
363-U1488B-25H-6-A,0,150,226.9,228.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,25,H,6,A,,,,
363-U1488B-25H-7-A,0,68,228.4,229.08,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,25,H,7,A,,,,
363-U1488B-25H-CC-A,0,31,229.08,229.39,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,B,25,H,CC,A,,,,
