Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],Total LITH abundance [%],LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 3 igneous - massive [%],LITH 1 Matrix 4 igneous - vesicular [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,File Data,File Data,Exp,Site,Hole,Core,Type,Section,A/W
349-U1431D-10H-1-A,110.0,129.0,80.3,80.49,,clay,with volcanic ash,clay ,clay with volcanic ash ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,P,1,,,,,,,,100,,,,erosive,horizontal,thick bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,1,A
349-U1431D-10H-1-A,124.0,130.0,80.44,80.5,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/5G (greenish gray),slightly consolidated,clay,1,silt,2,very well,,,,,,,,,,100,,,,erosive,curved,thick bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,1,A
349-U1431D-10H-1-A,129.0,132.0,80.49,80.52,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,erosive,horizontal,thick bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,1,A
349-U1431D-10H-1-A,130.0,146.0,80.5,80.66,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/5G (greenish gray),slightly consolidated,clay,1,silt,2,very well,,,,,,,,,,100,,,,erosive,curved,thick bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,1,A
349-U1431D-10H-1-A,132.0,147.0,80.52,80.67,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,erosive,horizontal,thick bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,1,A
349-U1431D-10H-1-A,146.0,150.0,80.66,80.7,,clay,,clay ,clay ,100,GLEY 1 5/5G (greenish gray),slightly consolidated,clay,1,silt,2,very well,,,,,,,,,,100,,,,gradational,horizontal,thick bed,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,1,A
349-U1431D-10H-1-A,147.0,150.0,80.67,80.7,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,,,thick bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,1,A
349-U1431D-10H-2-A,0.0,2.0,80.7,80.72,,silt,with clay,silt ,silt with clay ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,erosive,curved,thick bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,2,A
349-U1431D-10H-2-A,2.0,19.0,80.72,80.89,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,erosive,curved,thick bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,2,A
349-U1431D-10H-2-A,19.0,37.0,80.89,81.07,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,erosive,curved,thick bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,2,A
349-U1431D-10H-2-A,37.0,65.0,81.07,81.35,,clay,with volcanic ash,clay ,clay with volcanic ash ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,well,P,1,,,,,,,,100,,,,erosive,curved,thick bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,2,A
349-U1431D-10H-2-A,65.0,106.0,81.35,81.76,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,erosive,curved,thick bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,2,A
349-U1431D-10H-2-A,106.0,117.0,81.76,81.87,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,erosive,curved,thick bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,2,A
349-U1431D-10H-2-A,117.0,134.0,81.87,82.04,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,erosive,curved,thick bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,2,A
349-U1431D-10H-2-A,134.0,150.0,82.04,82.2,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,,,thick bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,2,A
349-U1431D-10H-3-A,0.0,19.0,82.2,82.39,,silty clay,,silty clay ,silty clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thick bed,graded bedding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,3,A
349-U1431D-10H-3-A,19.0,21.0,82.39,82.41,,ash(tuff),,ash(tuff) ,ash(tuff) ,100,2.5Y 3/2 (very dark grayish brown),moderately consolidated,silt,2,silt,2,well,P,1,,,,,,,,100,,,,planar,horizontal,thin bed,graded bedding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,3,A
349-U1431D-10H-3-A,21.0,24.0,82.41,82.44,,silty clay,,silty clay ,silty clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thin bed,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,3,A
349-U1431D-10H-3-A,24.0,27.0,82.44,82.47,,ash(tuff),,ash(tuff) ,ash(tuff) ,100,2.5Y 3/2 (very dark grayish brown),moderately consolidated,silt,2,silt,2,well,P,1,,,,,,,,100,,,,planar,horizontal,thin bed,graded bedding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,3,A
349-U1431D-10H-3-A,27.0,40.0,82.47,82.6,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,planar,horizontal,medium bed,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,3,A
349-U1431D-10H-3-A,40.0,68.0,82.6,82.88,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thick bed,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,3,A
349-U1431D-10H-3-A,68.0,75.0,82.88,82.95,,silty clay,with foraminifers,silty clay ,silty clay with foraminifers ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,fine sand,4,moderate,,,,,,,,,,100,,,,planar,horizontal,medium bed,graded bedding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,3,A
349-U1431D-10H-3-A,75.0,98.0,82.95,83.18,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thick bed,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,3,A
349-U1431D-10H-3-A,98.0,103.0,83.18,83.23,,silty clay,,silty clay ,silty clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,planar,horizontal,thin bed,graded bedding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,3,A
349-U1431D-10H-3-A,103.0,130.0,83.23,83.5,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thick bed,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,3,A
349-U1431D-10H-3-A,130.0,135.0,83.5,83.55,,silty clay,,silty clay ,silty clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,,,medium bed,graded bedding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,3,A
349-U1431D-10H-4-A,0.0,10.0,83.7,83.8,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,planar,horizontal,medium bed,graded bedding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,4,A
349-U1431D-10H-4-A,10.0,29.0,83.8,83.99,,clay,,clay ,clay ,100,GLEY 1 5/5G (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thick bed,pod,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,4,A
349-U1431D-10H-4-A,29.0,58.0,83.99,84.28,,silty clay,,silty clay ,silty clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thick bed,,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,4,A
349-U1431D-10H-4-A,58.0,63.0,84.28,84.33,,ash(tuff),with clay,ash(tuff) ,ash(tuff) with clay ,100,2.5Y 3/2 (very dark grayish brown),moderately consolidated,silt,2,silt,2,well,P,1,,,,,,,,100,P,1,,gradational,horizontal,thin bed,graded bedding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,4,A
349-U1431D-10H-4-A,63.0,67.0,84.33,84.37,,silty clay,,silty clay ,silty clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thin bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,4,A
349-U1431D-10H-4-A,67.0,92.0,84.37,84.62,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thick bed,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,4,A
349-U1431D-10H-4-A,92.0,100.0,84.62,84.7,,silty clay,,silty clay ,silty clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,planar,horizontal,medium bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,4,A
349-U1431D-10H-4-A,100.0,123.0,84.7,84.93,,clay,,clay ,clay ,100,GLEY 1 5/5G (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thick bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,4,A
349-U1431D-10H-4-A,123.0,128.0,84.93,84.98,,silty clay,,silty clay ,silty clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,planar,horizontal,thin bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,4,A
349-U1431D-10H-4-A,128.0,130.0,84.98,85.0,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,,,thin bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,4,A
349-U1431D-10H-5-A,0.0,10.0,85.0,85.1,,silty clay,,silty clay ,silty clay ,,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,silt,2,moderately well,,,,,,,,,,,,,,gradational,horizontal,medium bed,graded bedding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,5,A
349-U1431D-10H-5-A,10.0,17.0,85.1,85.17,,clay,with nannofossils,clay ,clay with nannofossils,,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,,,,,gradational,horizontal,medium bed,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,5,A
349-U1431D-10H-5-A,17.0,58.0,85.17,85.58,,clay,,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,,,,,,,thick bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,5,A
349-U1431D-10H-6-A,0.0,10.0,85.58,85.68,,ash(tuff),,ash(tuff) ,ash(tuff) ,,2.5Y 3/1 (very dark gray),moderately consolidated,silt,2,clay,1,well,P,1,,,,,,,,,P,1,,planar,horizontal,medium bed,graded bedding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,6,A
349-U1431D-10H-6-A,10.0,32.0,85.68,85.9,,clay,,clay ,clay ,,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,,,,,planar,horizontal,thick bed,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,6,A
349-U1431D-10H-6-A,32.0,41.0,85.9,85.99,,clay,with nannofossils,clay ,clay with nannofossils,,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,,,,,gradational,horizontal,medium bed,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,6,A
349-U1431D-10H-6-A,41.0,45.0,85.99,86.03,,silty clay,,silty clay ,silty clay ,,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,silt,2,moderately well,,,,,,,,,,,,,,planar,horizontal,thin bed,graded bedding,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,6,A
349-U1431D-10H-6-A,45.0,76.0,86.03,86.34,,clay,with nannofossils,clay ,clay with nannofossils,,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,,,,,gradational,horizontal,thick bed,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,6,A
349-U1431D-10H-6-A,76.0,81.0,86.34,86.39,,silty clay,,silty clay ,silty clay ,,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,silt,2,moderately well,,,,,,,,,,,,,,planar,horizontal,thin bed,graded bedding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,6,A
349-U1431D-10H-6-A,81.0,108.0,86.39,86.66,,clay,,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,,,,,gradational,horizontal,thick bed,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,6,A
349-U1431D-10H-6-A,108.0,111.0,86.66,86.69,,ash(tuff),,ash(tuff) ,ash(tuff) ,,2.5Y 3/1 (very dark gray),moderately consolidated,silt,2,clay,1,well,P,1,,,,,,,,,P,1,,planar,horizontal,thin bed,graded bedding,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,6,A
349-U1431D-10H-6-A,111.0,138.0,86.69,86.96,,clay,,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,,,,,planar,horizontal,thick bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,6,A
349-U1431D-10H-6-A,138.0,150.0,86.96,87.08,,clay,with nannofossils,clay ,clay with nannofossils,,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,,,,,,,medium bed,pod,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,6,A
349-U1431D-10H-7-A,0.0,15.0,87.08,87.23,,clay,,clay ,clay ,,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,,,,,gradational,horizontal,medium bed,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,7,A
349-U1431D-10H-7-A,15.0,20.0,87.23,87.28,,silty clay,,silty clay ,silty clay ,,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,silt,2,moderately well,,,,,,,,,,,,,,erosive,horizontal,thin bed,graded bedding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,7,A
349-U1431D-10H-7-A,20.0,42.0,87.28,87.5,,clay,,clay ,clay ,,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,,,,,gradational,horizontal,medium bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,7,A
349-U1431D-10H-7-A,42.0,46.0,87.5,87.54,,ash(tuff),,ash(tuff) ,ash(tuff) ,,2.5Y 3/1 (very dark gray),moderately consolidated,silt,2,clay,1,well,P,1,,,,,,,,,P,1,,planar,horizontal,thin bed,graded bedding,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,7,A
349-U1431D-10H-7-A,46.0,53.0,87.54,87.61,,clay,,clay ,clay ,,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,,,,,gradational,horizontal,medium bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,7,A
349-U1431D-10H-7-A,53.0,68.0,87.61,87.76,,foraminiferal ooze,with sand,foraminiferal ooze ,foraminiferal ooze with sand,,2.5Y 6/1 (gray),slightly consolidated,medium sand,5,medium sand,5,well,,,,,,,,,,,,,,,,thick bed,graded bedding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,7,A
349-U1431D-10H-8-A,0.0,15.0,87.76,87.91,,foraminiferal ooze,with sand,foraminiferal ooze ,foraminiferal ooze with sand,,2.5Y 6/1 (gray),slightly consolidated,medium sand,5,medium sand,5,well,,,,,,,,,,,,,,erosive,horizontal,thick bed,graded bedding,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,8,A
349-U1431D-10H-8-A,15.0,33.0,87.91,88.09,,clay,,clay ,clay ,,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,,,,,gradational,horizontal,medium bed,color banding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,8,A
349-U1431D-10H-8-A,33.0,40.0,88.09,88.16,,silty clay,,silty clay ,silty clay ,,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,silt,2,moderately well,,,,,,,,,,,,,,erosive,horizontal,thin bed,graded bedding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,8,A
349-U1431D-10H-8-A,40.0,79.0,88.16,88.55,,clay,,clay ,clay ,,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,,,,,gradational,horizontal,thick bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,8,A
349-U1431D-10H-8-A,79.0,88.0,88.55,88.64,,silty clay,,silty clay ,silty clay ,,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,silt,2,moderately well,,,,,,,,,,,,,,,,medium bed,graded bedding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,8,A
349-U1431D-10H-CC-A,0.0,37.0,88.64,89.01,,clay,,clay ,clay ,,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,,,,,,,thick bed,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,10,H,CC,A
349-U1431D-11H-1-A,0.0,14.0,88.7,88.84,,silt,with clay,silt ,silt with clay ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,erosive,horizontal,thick bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,11,H,1,A
349-U1431D-11H-1-A,14.0,62.0,88.84,89.32,,clay,with glauconite,clay ,clay with glauconite,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thick bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,11,H,1,A
349-U1431D-11H-1-A,62.0,74.0,89.32,89.44,,ash(tuff),with silt,ash(tuff) ,ash(tuff) with silt ,100,2.5Y 3/2 (very dark grayish brown),moderately consolidated,clay,1,silt,2,moderate,P,1,,,,,,,,100,,,,gradational,horizontal,medium bed,graded bedding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,11,H,1,A
349-U1431D-11H-1-A,74.0,115.0,89.44,89.85,,clay,with glauconite,clay ,clay with glauconite,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,erosive,horizontal,thick bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,11,H,1,A
349-U1431D-11H-1-A,115.0,134.0,89.85,90.04,,clay,with glauconite,clay ,clay with glauconite,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,erosive,horizontal,thick bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,11,H,1,A
349-U1431D-11H-1-A,134.0,150.0,90.04,90.2,,clay,,clay ,clay ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,,,thick bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,11,H,1,A
349-U1431D-11H-2-A,0.0,33.0,90.2,90.53,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,erosive,horizontal,thick bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,11,H,2,A
349-U1431D-11H-2-A,33.0,44.0,90.53,90.64,,clay,with nannofossils,clay ,clay with nannofossils ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thick bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,11,H,2,A
