Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Sediment structures,MAJ lith color (simple),MAJ Lith. color,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],MAJ lithology comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN lith color (simple),MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,MIN lithology comment,Lith. abundance sum [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure comment,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,row_index
355-U1457C-34R-1-A,80,125,502.8,503.25,,silty,sandstone,,silty sandstone,,,dark gray,10YR 4/1 (dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thickly bedded,,,,,,,,,,,,,355,U1457,C,34,R,1,A,178
355-U1457C-34R-1-A,125,150,503.25,503.5,,silty,claystone,,silty claystone,,,dark gray,10YR 5/1 (gray),60,clay,1,silt,2,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,10YR 5/1 (gray),40,silt,2,silt,2,,100,,,,medium bedded,normally graded,,,,,,,,,,,,355,U1457,C,34,R,1,A,179
355-U1457C-34R-2-A,0,32,503.5,503.82,,silty,claystone,,silty claystone,,,dark gray,10YR 5/1 (gray),60,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 5/1 (gray),40,silt,2,very fine sand,3,,100,planar,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1457,C,34,R,2,A,180
355-U1457C-34R-2-A,32,141,503.82,504.91,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),90,clay,1,silt,2,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 4/10Y (dark greenish gray),10,clay,1,silt,2,,100,,,,thinly bedded,,,,,moderate,3,,,,,,,355,U1457,C,34,R,2,A,181
355-U1457C-34R-3-A,0,150,505,506.5,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark greenish gray,GLEY 1 3/N (very dark gray),90,clay,1,silt,2,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 4/10Y (dark greenish gray),10,clay,1,silt,2,,100,,,,medium bedded,,,,,slight,2,,,,,,,355,U1457,C,34,R,3,A,182
355-U1457C-34R-4-A,0,132,506.5,507.82,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark greenish gray,GLEY 1 3/N (very dark gray),90,clay,1,silt,2,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 4/10Y (dark greenish gray),10,clay,1,silt,2,,100,,,,thickly bedded,,,,,slight,2,,,,,,,355,U1457,C,34,R,4,A,183
355-U1457C-34R-CC-A,0,11,507.82,507.93,,nannofossil rich,claystone,,nannofossil rich claystone,,,dark greenish gray,GLEY 1 3/N (very dark gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,34,R,CC,A,184
355-U1457C-35R-1-A,0,77,511.7,512.47,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,,,,,heavy,5,,,,,,,355,U1457,C,35,R,1,A,185
355-U1457C-35R-1-A,77,95,512.47,512.65,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,gray,GLEY 1 5/10Y (greenish gray),80,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,GLEY 1 4/10Y (dark greenish gray),20,silt,2,very fine sand,3,,100,gradational,gradational,horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,35,R,1,A,186
355-U1457C-35R-1-A,95,150,512.65,513.2,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,slight,2,,,,,,,355,U1457,C,35,R,1,A,187
355-U1457C-35R-2-A,0,74,513.2,513.94,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark gray,GLEY 1 3/10Y (very dark greenish gray),90,clay,1,silt,2,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,GLEY 1 3/10Y (very dark greenish gray),10,silt,2,silt,2,,100,planar,sharp,horizontal,medium bedded,,,,,sparse,1,,,,,,,355,U1457,C,35,R,2,A,188
355-U1457C-35R-2-A,74,130,513.94,514.5,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),80,clay,1,silt,2,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,GLEY 1 4/10Y (dark greenish gray),20,silt,2,silt,2,,100,planar,sharp,horizontal,medium bedded,,,,,slight,2,,,,,,,355,U1457,C,35,R,2,A,189
355-U1457C-35R-2-A,130,150,514.5,514.7,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),90,clay,1,silt,2,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,GLEY 1 4/10Y (dark greenish gray),10,silt,2,silt,2,,100,,,,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,35,R,2,A,190
355-U1457C-35R-3-A,0,31,514.7,515.01,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,,,,,heavy,5,,,,,,,355,U1457,C,35,R,3,A,191
355-U1457C-35R-3-A,31,43,515.01,515.13,,,nannofossil chalk,,nannofossil chalk,,burrows,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,complete,6,,,,,,,355,U1457,C,35,R,3,A,192
355-U1457C-35R-3-A,43,87,515.13,515.57,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,Moderate,3,,,,,,,355,U1457,C,35,R,3,A,193
355-U1457C-35R-3-A,87,150,515.57,516.2,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark gray,GLEY 1 3/10Y (very dark greenish gray),80,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,GLEY 1 4/10Y (dark greenish gray),20,silt,2,very fine sand,3,,100,,,,medium bedded,,,,,sparse,1,,,,,,,355,U1457,C,35,R,3,A,194
355-U1457C-35R-4-A,0,99,516.2,517.19,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thickly bedded,,,,,slight,2,,,,,,,355,U1457,C,35,R,4,A,195
355-U1457C-35R-4-A,99,150,517.19,517.7,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark gray,GLEY 1 3/10Y (very dark greenish gray),80,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,GLEY 1 4/10Y (dark greenish gray),20,silt,2,very fine sand,3,,100,,,,medium bedded,,,,,sparse,1,,,,,,,355,U1457,C,35,R,4,A,196
355-U1457C-35R-5-A,0,19,517.7,517.89,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,35,R,5,A,197
355-U1457C-35R-5-A,19,51,517.89,518.21,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),80,clay,1,silt,2,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,GLEY 1 4/10Y (dark greenish gray),20,silt,2,silt,2,,100,planar,gradational,horizontal,medium bedded,,,,,common,4,,,,,,,355,U1457,C,35,R,5,A,198
355-U1457C-35R-5-A,51,74,518.21,518.44,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),90,clay,1,silt,2,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,GLEY 1 4/10Y (dark greenish gray),10,silt,2,silt,2,,100,planar,gradational,horizontal,medium bedded,,,,,common,4,,,,,,,355,U1457,C,35,R,5,A,199
355-U1457C-35R-5-A,74,110,518.44,518.8,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),80,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,GLEY 1 4/10Y (dark greenish gray),20,silt,2,very fine sand,3,,100,planar,gradational,horizontal,medium bedded,,,,,common,4,,,,,,,355,U1457,C,35,R,5,A,200
355-U1457C-35R-5-A,110,150,518.8,519.2,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),90,clay,1,silt,2,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,GLEY 1 4/10Y (dark greenish gray),10,clay,1,silt,2,,100,,,,medium bedded,,,,,moderate,3,,,,,,,355,U1457,C,35,R,5,A,201
355-U1457C-35R-6-A,0,18,519.2,519.38,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,gray,GLEY 1 5/10Y (greenish gray),90,clay,1,silt,2,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,gray,GLEY 1 5/10Y (greenish gray),10,silt,2,silt,2,,100,planar,gradational,horizontal,thinly bedded,,,,,heavy,5,,,,,,,355,U1457,C,35,R,6,A,202
355-U1457C-35R-6-A,18,80,519.38,520,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thickly bedded,,,,,common,4,,,,,,,355,U1457,C,35,R,6,A,203
355-U1457C-35R-6-A,80,108,520,520.28,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),90,clay,1,silt,2,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,GLEY 1 4/10Y (dark greenish gray),10,silt,2,silt,2,,100,planar,sharp,horizontal,medium bedded,,,,,heavy,5,,,,,,,355,U1457,C,35,R,6,A,204
355-U1457C-35R-6-A,108,141,520.28,520.61,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),80,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,GLEY 1 4/10Y (dark greenish gray),20,silt,2,very fine sand,3,,100,,,,medium bedded,,,,,slight,2,,,,,,,355,U1457,C,35,R,6,A,205
355-U1457C-35R-7-A,0,28,520.7,520.98,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark greenish gray,GLEY 1 3/N (very dark gray),90,clay,1,silt,2,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,GLEY 1 4/10Y (dark greenish gray),10,silt,2,silt,2,,100,planar,sharp,horizontal,medium bedded,,,,,slight,2,,,,,,,355,U1457,C,35,R,7,A,206
355-U1457C-35R-7-A,28,79,520.98,521.49,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,gray,GLEY 1 5/10Y (greenish gray),90,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,GLEY 1 5/10Y (greenish gray),10,silt,2,very fine sand,3,,100,,,,thickly bedded,,,,,common,4,,,,,,,355,U1457,C,35,R,7,A,207
355-U1457C-36R-1-A,11,41,521.51,521.81,,silty,claystone,,silty claystone,,,gray,10YR 5/1 (gray),60,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 4/1 (dark gray),40,very fine sand,3,fine sand,4,,100,erosive,scoured,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,36,R,1,A,208
355-U1457C-36R-1-A,41,86,521.81,522.26,,silty,claystone,,silty claystone,,,gray,10YR 5/1 (gray),70,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 4/1 (dark gray),30,very fine sand,3,fine sand,4,,100,erosive,scoured,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,36,R,1,A,209
355-U1457C-36R-1-A,86,105,522.26,522.45,,silty,claystone,,silty claystone,,,gray,10YR 5/1 (gray),90,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 4/1 (dark gray),10,very fine sand,3,fine sand,4,,100,planar,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,36,R,1,A,210
355-U1457C-36R-1-A,105,115,522.45,522.55,,silty,sandstone,,silty sandstone,,normal grading,dark gray,10YR 4/1 (dark gray),70,fine sand,4,fine sand,4,,silty,claystone,,silty claystone,silty claystone,claystone,gray,10YR 5/1 (gray),30,clay,1,silt,2,,100,erosive,scoured,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,36,R,1,A,211
355-U1457C-36R-1-A,115,135,522.55,522.75,,silty,claystone,,silty claystone,,,gray,10YR 5/1 (gray),90,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 4/1 (dark gray),10,very fine sand,3,fine sand,4,,100,planar,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,36,R,1,A,212
355-U1457C-36R-1-A,135,150,522.75,522.9,,silty,claystone,,silty claystone,,,gray,10YR 5/1 (gray),70,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 4/1 (dark gray),30,fine sand,4,medium sand,5,,100,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,36,R,1,A,213
355-U1457C-36R-2-A,0,26,522.9,523.16,,silty,sandstone,,silty sandstone,,normal grading,dark gray,10YR 4/1 (dark gray),60,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,gray,10YR 5/1 (gray),40,clay,1,silt,2,,100,erosive,scoured,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,36,R,2,A,214
355-U1457C-36R-2-A,26,48,523.16,523.38,,silty,claystone,,silty claystone,,,gray,10YR 5/1 (gray),90,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 4/1 (dark gray),10,very fine sand,3,fine sand,4,,100,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,36,R,2,A,215
355-U1457C-36R-2-A,48,80,523.38,523.7,,silty,sandstone,,silty sandstone,,normal grading,dark gray,10YR 4/1 (dark gray),70,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,gray,10YR 5/1 (gray),30,clay,1,silt,2,,100,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,36,R,2,A,216
355-U1457C-37R-1-A,0,43,531.1,531.53,,silty,claystone,,silty claystone,,normal grading,gray,10YR 5/1 (gray),70,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 4/1 (dark gray),30,very fine sand,3,fine sand,4,,100,irregular,sharp,sub-horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,37,R,1,A,217
355-U1457C-37R-1-A,43,87,531.53,531.97,,silty,sandstone,,silty sandstone,,,dark gray,10YR 4/1 (dark gray),90,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,gray,10YR 5/1 (gray),10,clay,1,silt,2,,100,erosive,scoured,horizontal,thickly bedded,,,,,,,,,,,,,355,U1457,C,37,R,1,A,218
355-U1457C-37R-1-A,87,109,531.97,532.19,,silty,sandstone,,silty sandstone,,normal grading,dark gray,10YR 4/1 (dark gray),60,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,gray,10YR 5/1 (gray),40,clay,1,silt,2,,100,erosive,scoured,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,37,R,1,A,219
355-U1457C-37R-1-A,109,140,532.19,532.5,,silty,claystone,,silty claystone,,,gray,10YR 5/1 (gray),90,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 4/1 (dark gray),10,very fine sand,3,fine sand,4,,100,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,37,R,1,A,220
355-U1457C-37R-2-A,0,15,532.6,532.75,,silty,sandstone,,silty sandstone,,,dark gray,10YR 4/1 (dark gray),70,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,gray,10YR 5/1 (gray),30,clay,1,silt,2,,100,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,37,R,2,A,221
355-U1457C-37R-2-A,15,46,532.75,533.06,,silty,sandstone,,silty sandstone,,normal grading,dark gray,10YR 4/1 (dark gray),90,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,gray,10YR 5/1 (gray),10,clay,1,silt,2,,100,erosive,sharp,horizontal,thickly bedded,,,,,,,,,,,,,355,U1457,C,37,R,2,A,222
355-U1457C-37R-2-A,46,101,533.06,533.61,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,gray,10YR 5/1 (gray),90,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 4/1 (dark gray),10,fine sand,4,fine sand,4,,100,,,,medium bedded,,,,,sparse,1,,,,,,,355,U1457,C,37,R,2,A,223
355-U1457C-37R-3-A,0,21,533.61,533.82,,nannofossil rich,claystone,,nannofossil rich claystone,,,gray,10YR 5/1 (gray),60,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 4/1 (dark gray),40,fine sand,4,fine sand,4,,100,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,37,R,3,A,224
355-U1457C-37R-3-A,21,36,533.82,533.97,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,gray,10YR 4/1 (dark gray),80,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 4/1 (dark gray),20,fine sand,4,fine sand,4,,100,erosive,scoured,horizontal,medium bedded,,,,,common,4,,,,,,,355,U1457,C,37,R,3,A,225
355-U1457C-37R-3-A,36,51,533.97,534.12,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,gray,10YR 4/1 (dark gray),60,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 4/1 (dark gray),40,fine sand,4,fine sand,4,,100,erosive,sharp,horizontal,thinly bedded,,,,,moderate,3,,,,,,,355,U1457,C,37,R,3,A,226
355-U1457C-37R-3-A,51,69,534.12,534.3,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,greenish gray,10YR 4/1 (dark gray),80,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 4/1 (dark gray),20,fine sand,4,fine sand,4,,100,,,,thinly bedded,,,,,moderate,3,,,,,,,355,U1457,C,37,R,3,A,227
355-U1457C-37R-CC-A,0,20,534.3,534.5,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,greenish gray,10YR 4/1 (dark gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1457,C,37,R,CC,A,228
355-U1457C-38R-1-A,0,40,540.8,541.2,,silty,claystone,,silty claystone,,,gray,10YR 5/1 (gray),80,clay,1,silt,2,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 4/1 (dark gray),20,silt,2,very fine sand,3,,100,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,38,R,1,A,229
355-U1457C-38R-1-A,40,86,541.2,541.66,,silty,sandstone,,silty sandstone,,normal grading,dark gray,10YR 4/1 (dark gray),60,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,gray,10YR 5/1 (gray),40,clay,1,silt,2,,100,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,38,R,1,A,230
355-U1457C-38R-1-A,86,116,541.66,541.96,,silty,claystone,,silty claystone,,normal grading,gray,10YR 5/1 (gray),60,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 4/1 (dark gray),40,fine sand,4,medium sand,5,,100,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,38,R,1,A,231
355-U1457C-38R-1-A,116,134,541.96,542.14,,silty,sandstone,,silty sandstone,,normal grading,dark gray,10YR 4/1 (dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,,355,U1457,C,38,R,1,A,232
355-U1457C-38R-1-A,134,150,542.14,542.3,,silty,sandstone,,silty sandstone,,normal grading,dark gray,10YR 4/1 (dark gray),60,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,gray,10YR 5/1 (gray),40,clay,1,silt,2,,100,,,,medium bedded,,,,,,,,,,,,,355,U1457,C,38,R,1,A,233
355-U1457C-38R-2-A,0,21,542.3,542.51,,silty,claystone,,silty claystone,,,gray,10YR 5/1 (gray),60,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 4/1 (dark gray),40,fine sand,4,medium sand,5,,100,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,38,R,2,A,234
355-U1457C-38R-2-A,21,43,542.51,542.73,,silty,sandstone,,silty sandstone,,normal grading,dark gray,10YR 4/1 (dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,38,R,2,A,235
355-U1457C-38R-2-A,43,87,542.73,543.17,,silty,sandstone,,silty sandstone,,normal grading,dark gray,10YR 4/1 (dark gray),80,fine sand,4,medium sand,5,,silty,claystone,,silty claystone,silty claystone,claystone,gray,10YR 5/1 (gray),20,clay,1,silt,2,,100,erosive,scoured,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,38,R,2,A,236
355-U1457C-38R-2-A,87,120,543.17,543.5,,silty,claystone,,silty claystone,,,gray,10YR 5/1 (gray),70,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 4/1 (dark gray),30,fine sand,4,fine sand,4,,100,planar,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,38,R,2,A,237
355-U1457C-38R-2-A,120,132,543.5,543.62,,silty,claystone,,silty claystone,,,gray,10YR 5/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,38,R,2,A,238
355-U1457C-38R-2-A,132,150,543.62,543.8,,silty,claystone,,silty claystone,,,gray,10YR 5/1 (gray),60,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 4/1 (dark gray),40,fine sand,4,fine sand,4,,100,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,38,R,2,A,239
355-U1457C-38R-3-A,0,18,543.8,543.98,,silty,claystone,,silty claystone,,,gray,10YR 5/1 (gray),90,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 4/1 (dark gray),10,very fine sand,3,very fine sand,3,,100,irregular,sharp,sub-horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,38,R,3,A,240
355-U1457C-38R-3-A,18,50,543.98,544.3,,silty,sandstone,,silty sandstone,,,dark gray,10YR 4/1 (dark gray),70,fine sand,4,fine sand,4,,silty,claystone,,silty claystone,silty claystone,claystone,gray,10YR 5/1 (gray),30,clay,1,silt,2,,100,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,38,R,3,A,241
355-U1457C-38R-3-A,50,71,544.3,544.51,,silty,claystone,,silty claystone,,,gray,10YR 5/1 (gray),80,clay,1,silt,2,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,gray,10YR 5/1 (gray),20,silt,2,silt,2,,100,,,,,,,,,,,,,,,,,355,U1457,C,38,R,3,A,242
355-U1457C-38R-CC-A,0,15,544.51,544.66,,silty,claystone,,silty claystone,,,gray,10YR 5/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,,355,U1457,C,38,R,CC,A,243
355-U1457C-39R-1-A,0,6,550.5,550.56,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,39,R,1,A,244
355-U1457C-39R-1-A,18,28,550.68,550.78,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,39,R,1,A,245
355-U1457C-39R-1-A,28,69,550.78,551.19,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),90,very fine sand,3,fine sand,4,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,10YR 4/1 (dark gray),10,clay,1,silt,2,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1457,C,39,R,1,A,246
355-U1457C-39R-1-A,69,101,551.19,551.51,,silty,claystone,,silty claystone,,,dark gray,10YR 4/1 (dark gray),70,clay,1,silt,2,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 3/1 (very dark gray),30,very fine sand,3,medium sand,5,,100,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1457,C,39,R,1,A,247
355-U1457C-39R-1-A,101,141,551.51,551.91,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,,,,thickly bedded,normally graded,,,,,,,,,,,,355,U1457,C,39,R,1,A,248
355-U1457C-39R-2-A,0,13,552,552.13,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1457,C,39,R,2,A,249
