Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color,Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,Clasts (>2 mm) 3ND ORDER,Lithic clasts (>2 mm) DOMINANT,DOMINANT lithic roundness,Lithic clasts (>2 mm) 2ND ORDER,2ND lithic roundness,Lithic clasts (>2 mm) 3RD ORDER,3RD lithic roundness,Vitric clasts (>2 mm) DOMINANT,DOMINANT vitric roundness,Vitric clasts (>2 mm) 2ND ORDER,2ND vitric roundness,Vitric clasts (>2 mm) 3RD ORDER,3RD vitric roundness,Crystals (>2 mm) DOMINANT,DOMINANT crystal roundness,Crystals (>2 mm) 2ND ORDER,2ND crystal roundness,Crystals (>2 mm) 3RD ORDER,3RD crystal roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT","Matrix, fines (<2 mm) 2ND ORDER","Matrix, fines (<2 mm) 3ND ORDER",Matrix sorting,Matrix comments,File Data,Shore File Links,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name
350-U1437D-34R-1-A,350,U1437,D,34,34-1,R,1,A,37.0,39.0,738.17,738.19,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,gray,,silt [W22_1],2,coarse sand [W22_2],6,,irregular,sharp,,,poor [2014],,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-34R-1-A,350,U1437,D,34,34-1,R,1,A,39.0,48.0,738.19,738.28,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,fine sand [W22_2],4,coarse sand [W22_2],6,,irregular,sharp,,,well [2014],normally graded,planar bedded,,,,,,,,,,,,,,,,,,,,,,,,,,,,crystal matrix [2014],vitric matrix [2014],,,,,,,,
350-U1437D-34R-1-A,350,U1437,D,34,34-1,R,1,A,48.0,80.0,738.28,738.6,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,gray,,silt [W22_1],2,coarse sand [W22_2],6,,,gradational,,,poor [2014],,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-34R-1-A,350,U1437,D,34,34-1,R,1,A,80.0,84.0,738.6,738.64,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,silt [W22_1],2,,,,,gradational,,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-34R-1-A,350,U1437,D,34,34-1,R,1,A,84.0,104.0,738.64,738.84,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,gray,,silt [W22_1],2,coarse sand [W22_2],6,,,bioturbated,,,poor [2014],,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-34R-1-A,350,U1437,D,34,34-1,R,1,A,104.0,111.0,738.84,738.91,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,silt [W22_1],2,,,,irregular,sharp,,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-34R-1-A,350,U1437,D,34,34-1,R,1,A,111.0,139.0,738.91,739.19,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,gray,,silt [W22_1],2,coarse sand [W22_2],6,,,bioturbated,,,poor [2014],,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-34R-1-A,350,U1437,D,34,34-1,R,1,A,139.0,151.0,739.19,739.31,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,fine sand [W22_2],4,coarse sand [W22_2],6,,,not recovered,,,well [2014],normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crystal matrix [2014],vitric matrix [2014],,,,,,,,
350-U1437D-34R-2-A,350,U1437,D,34,34-2,R,2,A,0.0,6.0,739.31,739.37,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,fine sand [W22_2],4,coarse sand [W22_2],6,,,sharp,,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-34R-2-A,350,U1437,D,34,34-2,R,2,A,6.0,39.0,739.37,739.7,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,gray,,silt [W22_1],2,fine sand [W22_2],4,,irregular,sharp,,,poor [2014],,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-34R-2-A,350,U1437,D,34,34-2,R,2,A,39.0,45.0,739.7,739.76,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,fine sand [W22_2],4,coarse sand [W22_2],6,,,bioturbated,,,well [2014],normally graded,cross-bedded,,,,,,,,,,,,,,,,,,,,,,,,,,,,crystal matrix [2014],vitric matrix [2014],,,,,,,,
350-U1437D-34R-2-A,350,U1437,D,34,34-2,R,2,A,45.0,66.0,739.76,739.97,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,dark gray,,silt [W22_1],2,fine sand [W22_2],4,,irregular,gradational,,,poor [2014],,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-34R-2-A,350,U1437,D,34,34-2,R,2,A,66.0,68.0,739.97,739.99,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,gray,,silt [W22_1],2,,6,,,bioturbated,,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-34R-2-A,350,U1437,D,34,34-2,R,2,A,68.0,75.0,739.99,740.06,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,gray,,silt [W22_1],2,fine sand [W22_2],4,,irregular,sharp,,,poor [2014],,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-34R-2-A,350,U1437,D,34,34-2,R,2,A,75.0,81.0,740.06,740.12,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,gray,,fine sand [W22_2],4,coarse sand [W22_2],6,,,bioturbated,,,well [2014],normally graded,planar bedded,,,,,,,,,,,,,,,,,,,,,,,,,,,,crystal matrix [2014],vitric matrix [2014],,,,,,,,
350-U1437D-34R-2-A,350,U1437,D,34,34-2,R,2,A,81.0,97.0,740.12,740.28,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,gray,,silt [W22_1],2,fine sand [W22_2],4,,irregular,sharp,,,poor [2014],,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-34R-2-A,350,U1437,D,34,34-2,R,2,A,97.0,100.0,740.28,740.31,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,silt [W22_1],2,,,,irregular,sharp,,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-34R-2-A,350,U1437,D,34,34-2,R,2,A,100.0,103.0,740.31,740.34,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,gray,,silt [W22_1],2,fine sand [W22_2],4,,,bioturbated,,,poor [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-34R-2-A,350,U1437,D,34,34-2,R,2,A,103.0,112.0,740.34,740.43,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,fine sand [W22_2],4,,,,planar,sharp,,,well [2014],,cross-bedded,,,,,,,,,,,,,,,,,,,,,,,,,,,,crystal matrix [2014],vitric matrix [2014],,,,,,,,
350-U1437D-34R-2-A,350,U1437,D,34,34-2,R,2,A,112.0,132.0,740.43,740.63,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,gray,,silt [W22_1],2,fine sand [W22_2],4,,planar,sharp,,,poor [2014],,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-34R-2-A,350,U1437,D,34,34-2,R,2,A,132.0,139.0,740.63,740.7,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,fine sand [W22_2],4,,,,planar,sharp,,,well [2014],normally graded,cross-bedded,,,,,,,,,,,,,,,,,,,,,,,,,,,,crystal matrix [2014],vitric matrix [2014],,,,,,,,
350-U1437D-34R-2-A,350,U1437,D,34,34-2,R,2,A,139.0,140.0,740.7,740.71,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,silt [W22_1],2,,,,planar,sharp,,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-34R-2-A,350,U1437,D,34,34-2,R,2,A,140.0,147.0,740.71,740.78,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,gray,,silt [W22_1],2,granule [W22_2],8,,,not recovered,,,poor [2014],,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-34R-3-A,350,U1437,D,34,34-3,R,3,A,0.0,29.0,740.78,741.07,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,gray,,silt [W22_1],2,fine sand [W22_2],4,,planar,bioturbated,horizontal,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,small pumice grains,vitric matrix [2014],,,,small pumice grains,,,,,
350-U1437D-34R-3-A,350,U1437,D,34,34-3,R,3,A,29.0,39.0,741.07,741.17,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,fine sand [W22_2],4,medium sand [W22_2],5,,planar,sharp,horizontal,,,normally graded,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,"feldspar, pyroxene",crystal matrix [2014],vitric matrix [2014],,,"feldspar, pyroxene",,,,,
350-U1437D-34R-3-A,350,U1437,D,34,34-3,R,3,A,39.0,59.0,741.17,741.37,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,gray,,silt [W22_1],2,fine sand [W22_2],4,,irregular,bioturbated,,,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-34R-3-A,350,U1437,D,34,34-3,R,3,A,59.0,64.0,741.37,741.42,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,fine sand [W22_2],4,medium sand [W22_2],5,,planar,sharp,horizontal,,,normally graded,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,crystal matrix [2014],vitric matrix [2014],,,,,,,,
350-U1437D-34R-3-A,350,U1437,D,34,34-3,R,3,A,64.0,71.0,741.42,741.49,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,gray,,silt [W22_1],2,fine sand [W22_2],4,,planar,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-34R-3-A,350,U1437,D,34,34-3,R,3,A,71.0,78.0,741.49,741.56,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,fine sand [W22_2],4,medium sand [W22_2],5,,planar,sharp,,,,normally graded,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,crystal matrix [2014],vitric matrix [2014],,,,,,,,
350-U1437D-34R-3-A,350,U1437,D,34,34-3,R,3,A,78.0,151.0,741.56,742.29,III,,,,tuffaceous,consolidated breccia [2014],with mudstone [2014],tuffaceous consolidated breccia,tuffaceous consolidated breccia with mudstone,consolidated breccia with mudstone,,gray,,fine sand [W22_2],4,cobble [W22_2],10,debris flow,planar,gradational,,,,non-graded,,,,,,,vitric [2014],lithic [2014],,"volcanic, evolved [2014]",rounded,,,,,pumice [2014],angular,scoria [2014],sub-rounded,,,,,,,,,sulphides in some scoria clasts,vitric matrix [2014],crystal matrix [2014],,,sulphides in some scoria clasts,,,,,
350-U1437D-34R-3-A,350,U1437,D,34,34-3,R,3,A,78.0,151.0,741.56,742.29,III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mudstone [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-34R-4-A,350,U1437,D,34,34-4,R,4,A,0.0,118.0,742.29,743.47,III,,,,tuffaceous,consolidated breccia [2014],with mudstone [2014],tuffaceous consolidated breccia,tuffaceous consolidated breccia with mudstone,consolidated breccia with mudstone,,gray,,fine sand [W22_2],4,cobble [W22_2],10,debris flow,planar,gradational,,,,non-graded,stratification,slight [DB86],1,,,,vitric [2014],lithic [2014],,"volcanic, evolved [2014]",rounded,,,,,pumice [2014],angular,scoria [2014],rounded,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-34R-4-A,350,U1437,D,34,34-4,R,4,A,118.0,144.0,743.47,743.73,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,gray,,silt [W22_1],2,fine sand [W22_2],4,,planar,sharp,,,,,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-34R-4-A,350,U1437,D,34,34-4,R,4,A,144.0,148.0,743.73,743.77,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,silt [W22_1],2,fine sand [W22_2],4,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crystal matrix [2014],vitric matrix [2014],,,,,,,,
350-U1437D-34R-5-A,350,U1437,D,34,34-5,R,5,A,0.0,19.0,743.77,743.96,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,gray,,silt [W22_1],2,granule [W22_2],8,,,bioturbated,,,poor [2014],,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-34R-5-A,350,U1437,D,34,34-5,R,5,A,19.0,22.0,743.96,743.99,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,silt [W22_1],2,fine sand [W22_2],4,,irregular,sharp,,,moderate [2014],,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-34R-5-A,350,U1437,D,34,34-5,R,5,A,22.0,64.0,743.99,744.41,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,gray,,silt [W22_1],2,granule [W22_2],8,,,sharp to gradational,,,poor [2014],,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-34R-5-A,350,U1437,D,34,34-5,R,5,A,64.0,66.0,744.41,744.43,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,silt [W22_1],2,,,,,sharp,,,well [2014],normally graded,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-34R-5-A,350,U1437,D,34,34-5,R,5,A,66.0,71.0,744.43,744.48,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,gray,,silt [W22_1],2,granule [W22_2],8,,,bioturbated,,,poor [2014],,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-34R-5-A,350,U1437,D,34,34-5,R,5,A,71.0,74.0,744.48,744.51,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,fine sand [W22_2],4,,6,,,sharp,,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crystal matrix [2014],vitric matrix [2014],,,,,,,,
350-U1437D-34R-5-A,350,U1437,D,34,34-5,R,5,A,74.0,79.0,744.51,744.56,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,gray,,silt [W22_1],2,granule [W22_2],8,,,bioturbated,,,poor [2014],,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-34R-5-A,350,U1437,D,34,34-5,R,5,A,79.0,82.0,744.56,744.59,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,silt [W22_1],2,,,,,bioturbated,,,well [2014],,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-34R-5-A,350,U1437,D,34,34-5,R,5,A,82.0,112.0,744.59,744.89,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,gray,,silt [W22_1],2,granule [W22_2],8,,,not recovered,,,poor [2014],,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-34R-6-A,350,U1437,D,34,34-6,R,6,A,0.0,7.0,744.89,744.96,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,gray,,silt [W22_1],2,fine sand [W22_2],4,,irregular,sharp,,,moderate [2014],,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,crystal matrix [2014],vitric matrix [2014],,,,,,,,
350-U1437D-34R-6-A,350,U1437,D,34,34-6,R,6,A,7.0,13.0,744.96,745.02,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,gray,,silt [W22_1],2,granule [W22_2],8,,,bioturbated,,,poor [2014],,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-34R-6-A,350,U1437,D,34,34-6,R,6,A,13.0,14.0,745.02,745.03,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,silt [W22_1],2,fine sand [W22_2],4,,irregular,sharp,,,moderate [2014],normally graded,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,crystal matrix [2014],vitric matrix [2014],,,,,,,,
350-U1437D-34R-6-A,350,U1437,D,34,34-6,R,6,A,14.0,66.0,745.03,745.55,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,gray,,silt [W22_1],2,granule [W22_2],8,,,bioturbated,,,poor [2014],,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-34R-6-A,350,U1437,D,34,34-6,R,6,A,66.0,75.0,745.55,745.64,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,silt [W22_1],2,,,,planar,sharp,,,well [2014],,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-34R-6-A,350,U1437,D,34,34-6,R,6,A,75.0,110.0,745.64,745.99,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,gray,,silt [W22_1],2,granule [W22_2],8,,,bioturbated,,,poor [2014],,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-34R-6-A,350,U1437,D,34,34-6,R,6,A,110.0,117.0,745.99,746.06,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,coarse sand [W22_2],6,,,,,sharp,,,well [2014],normally graded,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,crystal matrix [2014],vitric matrix [2014],,,,,,,,
350-U1437D-34R-6-A,350,U1437,D,34,34-6,R,6,A,117.0,129.0,746.06,746.18,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,gray,,silt [W22_1],2,granule [W22_2],8,,,not recovered,,,poor [2014],,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-34R-7-A,350,U1437,D,34,34-7,R,7,A,0.0,26.0,746.18,746.44,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2,,,,irregular,bioturbated,,,,,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-34R-7-A,350,U1437,D,34,34-7,R,7,A,26.0,27.0,746.44,746.45,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,gray,,silt [W22_1],2,,,,irregular,bioturbated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-34R-7-A,350,U1437,D,34,34-7,R,7,A,27.0,83.0,746.45,747.01,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2,,,,planar,sharp,,,,,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-34R-7-A,350,U1437,D,34,34-7,R,7,A,83.0,90.0,747.01,747.08,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,gray,,silt [W22_1],2,,,,planar,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-34R-7-A,350,U1437,D,34,34-7,R,7,A,90.0,97.0,747.08,747.15,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2,,,,irregular,bioturbated,,,,,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-34R-7-A,350,U1437,D,34,34-7,R,7,A,97.0,109.0,747.15,747.27,III,0,,,closely intercalated,tuff [2014],with lapilli-tuff [2014],closely intercalated tuff,closely intercalated tuff with lapilli-tuff,tuff with lapilli-tuff,,,,,,,,,planar,sharp,horizontal,,,normally graded,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-34R-7-A,350,U1437,D,34,34-7,R,7,A,97.0,109.0,747.15,747.27,III,1,intercalated 1,60,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,60,dark gray,,medium sand [W22_2],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crystal matrix [2014],vitric matrix [2014],,,,,,,,
350-U1437D-34R-7-A,350,U1437,D,34,34-7,R,7,A,97.0,109.0,747.15,747.27,III,2,intercalated 2,40,"clast-supported, polymictic, evolved [2014]",lapilli-tuff [2014],,"clast-supported, polymictic, evolved lapilli-tuff","clast-supported, polymictic, evolved lapilli-tuff",lapilli-tuff,40,gray,,coarse sand [W22_2],6,granule [W22_2],8,,,,,,,,,,,,,,vitric [2014],crystal [2014],,,,,,,,pumice [2014],angular,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-34R-7-A,350,U1437,D,34,34-7,R,7,A,109.0,117.0,747.27,747.35,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2,,,,,bioturbated,,,,,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-34R-7-A,350,U1437,D,34,34-7,R,7,A,117.0,128.0,747.35,747.46,III,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,gray,,silt [W22_1],2,fine sand [W22_2],4,,,not recovered,,,,normally graded,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-34R-CC-A,350,U1437,D,34,34-CC,R,CC,A,0.0,7.0,747.46,747.53,III,,,,evolved,lapilli-tuff [2014],,evolved lapilli-tuff,evolved lapilli-tuff,lapilli-tuff,,gray,,fine sand [W22_2],4,granule [W22_2],8,,planar,sharp,,,,normally graded,stratification,,,,,,vitric [2014],,,,,,,,,pumice [2014],angular,,,,,,,,,,,,,,,,,,,,,
350-U1437D-34R-CC-A,350,U1437,D,34,34-CC,R,CC,A,7.0,11.0,747.53,747.57,III,,,,evolved,lapilli-tuff [2014],,evolved lapilli-tuff,evolved lapilli-tuff,lapilli-tuff,,gray,,fine sand [W22_2],4,granule [W22_2],8,,planar,sharp,,,,normally graded,stratification,,,,,,vitric [2014],,,,,,,,,pumice [2014],angular,,,,,,,,,,,,,,,,,,,,,
350-U1437D-34R-CC-A,350,U1437,D,34,34-CC,R,CC,A,11.0,18.0,747.57,747.64,III,,,,evolved,tuff [2014],with lapillistone [2014],evolved tuff,evolved tuff with lapillistone,tuff with lapillistone,,gray,,medium sand [W22_2],5,pebble [W22_2],9,,planar,sharp,,,,,stratification,,,,,,vitric [2014],,,,,,,,,pumice [2014],angular,,,,,,,,,,,"hornblende, feldspar",vitric matrix [2014],crystal matrix [2014],,,"hornblende, feldspar",,,,,
350-U1437D-34R-CC-A,350,U1437,D,34,34-CC,R,CC,A,18.0,27.0,747.64,747.73,III,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,gray,,silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-35R-1-A,350,U1437,D,35,35-1,R,1,A,0.0,18.0,747.5,747.68,III,,,,evolved,tuff [2014],with claystone [2014],evolved tuff,evolved tuff with claystone,tuff with claystone,,light gray,,clay [W22_1],1,,,,irregular,bioturbated,,,,,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-35R-1-A,350,U1437,D,35,35-1,R,1,A,18.0,25.0,747.68,747.75,III,,,,evolved,tuff [2014],with mudstone [2014],evolved tuff,evolved tuff with mudstone,tuff with mudstone,,gray,,very fine sand [W22_2],3,fine sand [W22_2],4,,planar,sharp,,,,normally graded,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
