Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color,Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,Clasts (>2 mm) 3ND ORDER,Lithic clasts (>2 mm) DOMINANT,DOMINANT lithic roundness,Lithic clasts (>2 mm) 2ND ORDER,2ND lithic roundness,Lithic clasts (>2 mm) 3RD ORDER,3RD lithic roundness,Vitric clasts (>2 mm) DOMINANT,DOMINANT vitric roundness,Vitric clasts (>2 mm) 2ND ORDER,2ND vitric roundness,Vitric clasts (>2 mm) 3RD ORDER,3RD vitric roundness,Crystals (>2 mm) DOMINANT,DOMINANT crystal roundness,Crystals (>2 mm) 2ND ORDER,2ND crystal roundness,Crystals (>2 mm) 3RD ORDER,3RD crystal roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT","Matrix, fines (<2 mm) 2ND ORDER","Matrix, fines (<2 mm) 3ND ORDER",Matrix sorting,Matrix comments,File Data,Shore File Links,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name
350-U1437D-9R-1-A,350,U1437,D,9,9-1,R,1,A,123.0,136.0,496.33,496.46,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,planar,gradational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-9R-1-A,350,U1437,D,9,9-1,R,1,A,136.0,147.0,496.46,496.57,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone with tuff,mudstone with tuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-9R-2-A,350,U1437,D,9,9-2,R,2,A,0.0,23.0,496.57,496.8,I,,,,tuffaceous,mudstone [2014],with lapilli [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli,mudstone with lapilli,,,,silt [W22_1],2,fine sand [W22_2],4,,planar,gradational,horizontal,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-9R-2-A,350,U1437,D,9,9-2,R,2,A,23.0,44.0,496.8,497.01,I,,,,tuffaceous,mudstone [2014],with mafic ash pods,tuffaceous mudstone,tuffaceous mudstone with mafic ash pods,mudstone with mafic ash pods,,,,silt [W22_1],2,fine sand [W22_2],4,,planar,sharp,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,feldspar,vitric matrix [2014],crystal matrix [2014],,,feldspar,,,,,
350-U1437D-9R-2-A,350,U1437,D,9,9-2,R,2,A,44.0,55.0,497.01,497.12,I,,,,evolved,tuff [2014],with mudstone [2014],evolved tuff,evolved tuff with mudstone,tuff with mudstone,,,,silt [W22_1],2,,,,irregular,sharp,inclined,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-9R-2-A,350,U1437,D,9,9-2,R,2,A,55.0,150.0,497.12,498.07,I,,,,tuffaceous,mudstone [2014],with lapilli [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli,mudstone with lapilli,,,,silt [W22_1],2,coarse sand [W22_2],6,,,not recovered,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-9R-3-A,350,U1437,D,9,9-3,R,3,A,0.0,7.0,498.07,498.14,I,,,,tuffaceous,mudstone [2014],with lapilli [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli,mudstone with lapilli,,,,,,,,,,sharp,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-9R-3-A,350,U1437,D,9,9-3,R,3,A,7.0,15.0,498.14,498.22,I,,,,evolved,tuff [2014],with mudstone [2014],evolved tuff,evolved tuff with mudstone,tuff with mudstone,,,,silt [W22_1],2,fine sand [W22_2],4,,planar,sharp,horizontal,,,,parallel stratification [BJ80],moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-9R-3-A,350,U1437,D,9,9-3,R,3,A,15.0,140.0,498.22,499.47,I,,,,tuffaceous,mudstone [2014],with lapilli [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli,mudstone with lapilli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-9R-4-A,350,U1437,D,9,9-4,R,4,A,0.0,48.0,499.57,500.05,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,sharp,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-9R-4-A,350,U1437,D,9,9-4,R,4,A,48.0,67.0,500.05,500.24,I,,,,evolved,tuff [2014],with mudstone [2014],evolved tuff,evolved tuff with mudstone,tuff with mudstone,,dark gray,,silt [W22_1],2,silt [W22_1],2,,planar,not recovered,horizontal,,,normally graded,parallel stratification [BJ80],moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-9R-4-A,350,U1437,D,9,9-4,R,4,A,67.0,72.0,500.24,500.29,I,,,,evolved,tuff [2014],with crystals,evolved tuff,evolved tuff with crystals,tuff with crystals,,gray,,fine sand [W22_2],4,fine sand [W22_2],4,,irregular,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-9R-4-A,350,U1437,D,9,9-4,R,4,A,72.0,82.0,500.29,500.39,I,,,,tuffaceous,mudstone [2014],with lapilli [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli,mudstone with lapilli,,,,,,,,,irregular,sharp,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-9R-4-A,350,U1437,D,9,9-4,R,4,A,82.0,87.0,500.39,500.44,I,,,,evolved,tuff [2014],with mudstone [2014],evolved tuff,evolved tuff with mudstone,tuff with mudstone,,dark gray,,silt [W22_1],2,silt [W22_1],2,,curviplanar,sharp,,,,,parallel stratification [BJ80],moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-9R-4-A,350,U1437,D,9,9-4,R,4,A,87.0,121.0,500.44,500.78,I,,,,tuffaceous,mudstone [2014],with lapilli [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli,mudstone with lapilli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-9R-CC-A,350,U1437,D,9,9-CC,R,CC,A,0.0,19.0,500.78,500.97,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-10R-1-A,350,U1437,D,10,10-1,R,1,A,0.0,23.0,504.8,505.03,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,gradational,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-10R-1-A,350,U1437,D,10,10-1,R,1,A,23.0,29.0,505.03,505.09,I,,,,evolved,tuff [2014],with mudstone [2014],evolved tuff,evolved tuff with mudstone,tuff with mudstone,,gray,,silt [W22_1],2,silt [W22_1],2,,planar,sharp,,,,normally graded,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-10R-1-A,350,U1437,D,10,10-1,R,1,A,29.0,47.0,505.09,505.27,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,bioturbated,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-10R-1-A,350,U1437,D,10,10-1,R,1,A,47.0,57.0,505.27,505.37,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,silt [W22_1],2,silt [W22_1],2,,irregular,sharp,,,,,stratified,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-10R-1-A,350,U1437,D,10,10-1,R,1,A,57.0,75.0,505.37,505.55,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-10R-1-A,350,U1437,D,10,10-1,R,1,A,75.0,79.0,505.55,505.59,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,white,,silt [W22_1],2,,,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-10R-1-A,350,U1437,D,10,10-1,R,1,A,79.0,137.0,505.59,506.17,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,gradational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-10R-1-A,350,U1437,D,10,10-1,R,1,A,137.0,144.0,506.17,506.24,I,,,,evolved,tuff [2014],with mud [2014],evolved tuff,evolved tuff with mud,tuff with mud,,dark gray,,silt [W22_1],2,,,,irregular,sharp,,,,,stratified,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-10R-1-A,350,U1437,D,10,10-1,R,1,A,144.0,150.0,506.24,506.3,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone with tuff,mudstone with tuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-10R-2-A,350,U1437,D,10,10-2,R,2,A,0.0,40.0,506.3,506.7,I,,,,tuffaceous,mudstone [2014],with lapilli [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli,mudstone with lapilli,,,,silt [W22_1],2,,,,irregular,sharp,,,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-10R-2-A,350,U1437,D,10,10-2,R,2,A,40.0,57.0,506.7,506.87,I,,,,evolved,tuff [2014],with mud [2014],evolved tuff,evolved tuff with mud,tuff with mud,,dark gray,,silt [W22_1],2,,,,,not recovered,,,,normally graded,parallel stratification [BJ80],moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-10R-2-A,350,U1437,D,10,10-2,R,2,A,57.0,140.0,506.87,507.7,I,,,,tuffaceous,mudstone [2014],with lapilli [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli,mudstone with lapilli,,,,silt [W22_1],2,,,,,not recovered,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-10R-3-A,350,U1437,D,10,10-3,R,3,A,0.0,115.0,507.8,508.95,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,gradational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-10R-3-A,350,U1437,D,10,10-3,R,3,A,115.0,118.0,508.95,508.98,I,,,,evolved,tuff [2014],with mudstone [2014],evolved tuff,evolved tuff with mudstone,tuff with mudstone,,dark gray,,silt [W22_1],2,silt [W22_1],2,,irregular,sharp,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-10R-3-A,350,U1437,D,10,10-3,R,3,A,118.0,150.0,508.98,509.3,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,with chalcopyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-10R-4-A,350,U1437,D,10,10-4,R,4,A,0.0,15.0,509.3,509.45,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,bioturbated,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-10R-4-A,350,U1437,D,10,10-4,R,4,A,15.0,26.0,509.45,509.56,I,,,,evolved,tuff [2014],with mudstone [2014],evolved tuff,evolved tuff with mudstone,tuff with mudstone,,dark gray,,silt [W22_1],2,silt [W22_1],2,,planar,sharp,,,,normally graded,stratified,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-10R-4-A,350,U1437,D,10,10-4,R,4,A,26.0,50.0,509.56,509.8,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,bioturbated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-10R-4-A,350,U1437,D,10,10-4,R,4,A,50.0,61.0,509.8,509.91,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,silt [W22_1],2,silt [W22_1],2,,irregular,not recovered,horizontal,,,normally graded,soft sediment deformation,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-10R-4-A,350,U1437,D,10,10-4,R,4,A,61.0,121.0,509.91,510.51,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,gradational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-10R-4-A,350,U1437,D,10,10-4,R,4,A,121.0,127.0,510.51,510.57,I,,,,evolved,tuff [2014],with mudstone [2014],evolved tuff,evolved tuff with mudstone,tuff with mudstone,,white,,silt [W22_1],2,fine sand [W22_2],4,soft sediment deformation,,not recovered,,,,,stratified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-10R-4-A,350,U1437,D,10,10-4,R,4,A,127.0,150.0,510.57,510.8,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-10R-5-A,350,U1437,D,10,10-5,R,5,A,0.0,34.0,510.8,511.14,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-10R-5-A,350,U1437,D,10,10-5,R,5,A,34.0,37.0,511.14,511.17,I,,,,evolved,tuff [2014],with mudstone [2014],evolved tuff,evolved tuff with mudstone,tuff with mudstone,,dark gray,,silt [W22_1],2,silt [W22_1],2,,irregular,sharp,,,,,stratified,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-10R-5-A,350,U1437,D,10,10-5,R,5,A,37.0,137.0,511.17,512.17,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-10R-5-A,350,U1437,D,10,10-5,R,5,A,137.0,150.0,512.17,512.3,I,,,,mafic,tuff [2014],with mudstone [2014],mafic tuff,mafic tuff with mudstone,tuff with mudstone,,dark gray,,silt [W22_1],2,silt [W22_1],2,,irregular,sharp,,,,,stratified,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-10R-6-A,350,U1437,D,10,10-6,R,6,A,0.0,76.0,512.31,513.07,I,,,,tuffaceous,mudstone [2014],with pumice,tuffaceous mudstone,tuffaceous mudstone with pumice,mudstone with pumice,,,,,,,,,irregular,gradational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-10R-6-A,350,U1437,D,10,10-6,R,6,A,76.0,80.0,513.07,513.11,I,,,,evolved,tuff [2014],with lapilli [2014],evolved tuff,evolved tuff with lapilli,tuff with lapilli,,gray,,silt [W22_1],2,silt [W22_1],2,,planar,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-10R-6-A,350,U1437,D,10,10-6,R,6,A,80.0,94.0,513.11,513.25,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,planar,gradational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-10R-6-A,350,U1437,D,10,10-6,R,6,A,94.0,106.0,513.25,513.37,I,,,,evolved,tuff [2014],with mudstone [2014],evolved tuff,evolved tuff with mudstone,tuff with mudstone,,dark gray,,silt [W22_1],2,fine sand [W22_2],4,,planar,gradational,,,,,parallel stratification [BJ80],moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437D-10R-6-A,350,U1437,D,10,10-6,R,6,A,106.0,128.0,513.37,513.59,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone with tuff,mudstone with tuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-10R-CC-A,350,U1437,D,10,10-CC,R,CC,A,0.0,25.0,513.59,513.84,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-11R-1-A,350,U1437,D,11,11-1,R,1,A,0.0,137.0,514.5,515.87,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-11R-1-A,350,U1437,D,11,11-1,R,1,A,137.0,139.0,515.87,515.89,I,,,,evolved,tuff [2014],with mudstone [2014],evolved tuff,evolved tuff with mudstone,tuff with mudstone,,,,,,,,,,bioturbated,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-11R-1-A,350,U1437,D,11,11-1,R,1,A,139.0,150.0,515.89,516.0,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-11R-2-A,350,U1437,D,11,11-2,R,2,A,0.0,90.0,516.0,516.9,I,,,,tuffaceous,mudstone [2014],with lapilli [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli,mudstone with lapilli,,,,,,,,,irregular,sharp to gradational,,,,,,moderate [DB86],2,,foraminifer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-11R-2-A,350,U1437,D,11,11-2,R,2,A,90.0,93.0,516.9,516.93,I,,,,,foraminiferal chalk [2014],with mudstone [2014],foraminiferal chalk,foraminiferal chalk with mudstone,foraminiferal chalk with mudstone,,,,medium sand [W22_2],5,medium sand [W22_2],5,,irregular,sharp,,,,,,moderate [DB86],2,,foraminifer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-11R-2-A,350,U1437,D,11,11-2,R,2,A,93.0,96.0,516.93,516.96,I,,,,evolved,tuff [2014],with mudstone [2014],evolved tuff,evolved tuff with mudstone,tuff with mudstone,,dark gray,,,,,,,,sharp,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-11R-2-A,350,U1437,D,11,11-2,R,2,A,96.0,137.0,516.96,517.37,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,gradational,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-11R-2-A,350,U1437,D,11,11-2,R,2,A,137.0,144.0,517.37,517.44,I,,,,evolved,tuff [2014],with mudstone [2014],evolved tuff,evolved tuff with mudstone,tuff with mudstone,,gray,,silt [W22_1],2,silt [W22_1],2,,planar,gradational,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-11R-2-A,350,U1437,D,11,11-2,R,2,A,144.0,150.0,517.44,517.5,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone with tuff,mudstone with tuff,,,,,,,,,,,,,,,,,,,foraminifer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-11R-3-A,350,U1437,D,11,11-3,R,3,A,0.0,22.0,517.5,517.72,I,,,,tuffaceous,mudstone [2014],with lapilli [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli,mudstone with lapilli,,,,silt [W22_1],2,,,,irregular,bioturbated,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-11R-3-A,350,U1437,D,11,11-3,R,3,A,22.0,24.0,517.72,517.74,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,white,,silt [W22_1],2,,,,,not recovered,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-11R-3-A,350,U1437,D,11,11-3,R,3,A,24.0,60.0,517.74,518.1,I,,,,tuffaceous,mudstone [2014],with lapilli [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli,mudstone with lapilli,,,,silt [W22_1],2,,,,planar,gradational,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-11R-3-A,350,U1437,D,11,11-3,R,3,A,60.0,70.0,518.1,518.2,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,silt [W22_1],2,,,,irregular,sharp,,,,,parallel stratification [BJ80],moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-11R-3-A,350,U1437,D,11,11-3,R,3,A,70.0,134.0,518.2,518.84,I,,,,tuffaceous,mudstone [2014],with lapilli [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli,mudstone with lapilli,,,,silt [W22_1],2,,,,irregular,sharp,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-11R-3-A,350,U1437,D,11,11-3,R,3,A,134.0,141.0,518.84,518.91,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,silt [W22_1],2,,,,,not recovered,,,,,parallel stratification [BJ80],moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-11R-3-A,350,U1437,D,11,11-3,R,3,A,141.0,150.0,518.91,519.0,I,,,,tuffaceous,mudstone [2014],with lapilli [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli,mudstone with lapilli,,,,silt [W22_1],2,,,,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-11R-4-A,350,U1437,D,11,11-4,R,4,A,0.0,23.0,519.0,519.23,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone with tuff,mudstone with tuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-11R-4-A,350,U1437,D,11,11-4,R,4,A,23.0,35.0,519.23,519.35,I,,,,evolved,tuff [2014],with mudstone [2014],evolved tuff,evolved tuff with mudstone,tuff with mudstone,,gray,,silt [W22_1],2,silt [W22_1],2,,,not recovered,horizontal,,,normally graded,stratified,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-11R-4-A,350,U1437,D,11,11-4,R,4,A,35.0,116.0,519.35,520.16,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone with tuff,mudstone with tuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-11R-4-A,350,U1437,D,11,11-4,R,4,A,116.0,122.0,520.16,520.22,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-11R-4-A,350,U1437,D,11,11-4,R,4,A,122.0,142.0,520.22,520.42,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-11R-5-A,350,U1437,D,11,11-5,R,5,A,0.0,18.0,520.5,520.68,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,sharp to gradational,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-11R-5-A,350,U1437,D,11,11-5,R,5,A,18.0,48.0,520.68,520.98,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,white,,silt [W22_1],2,silt [W22_1],2,,planar,not recovered,,,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-11R-5-A,350,U1437,D,11,11-5,R,5,A,48.0,55.0,520.98,521.05,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,bioturbated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-11R-5-A,350,U1437,D,11,11-5,R,5,A,55.0,64.0,521.05,521.14,I,,,,tuffaceous,mudstone [2014],with lapilli [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli,mudstone with lapilli,,,,,,,,,,,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-11R-5-A,350,U1437,D,11,11-5,R,5,A,64.0,72.0,521.14,521.22,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone with tuff,mudstone with tuff,,,,,,,,,planar,gradational,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
