Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Sediment structures,MAJ lith color (simple),MAJ Lith. color,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],MAJ lithology comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN lith color (simple),MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,MIN lithology comment,Lith. abundance sum [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure comment,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
355-U1456A-9H-3-A,48.0,59.0,74.48,74.59,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,9,H,3,A
355-U1456A-9H-3-A,59.0,131.0,74.59,75.31,,,nannofossil ooze,with clay,nannofossil ooze with clay,,color banding,light gray,GLEY 1 5/10Y (greenish gray),80,clay,1,silt,2,,silty,sand,with nannofossils,silty sand,silty sand with nannofossils,sand with nannofossils,black,GLEY 1 5/10Y (greenish gray),20,fine sand,4,medium sand,5,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,9,H,3,A
355-U1456A-9H-3-A,131.0,142.0,75.31,75.42,,,nannofossil ooze,with clay,nannofossil ooze with clay,,normal grading,light green,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,9,H,3,A
355-U1456A-9H-3-A,142.0,150.0,75.42,75.5,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,9,H,3,A
355-U1456A-9H-4-A,0.0,7.0,75.5,75.57,,,nannofossil ooze,with silt,nannofossil ooze with silt,,burrows,gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,A,9,H,4,A
355-U1456A-9H-4-A,7.0,23.0,75.57,75.73,,,nannofossil ooze,with silt,nannofossil ooze with silt,,normal grading,gray,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,9,H,4,A
355-U1456A-9H-4-A,23.0,31.0,75.73,75.81,,clayey,nannofossil ooze,with sand,clayey nannofossil ooze with sand,,normal grading,gray,GLEY 1 6/10Y (greenish gray),,clay,1,very fine sand,3,,,,,,,,,,,,,,,,,planar,sharp,sub-horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,A,9,H,4,A
355-U1456A-9H-4-A,31.0,39.0,75.81,75.89,,clayey,nannofossil ooze,with silt,clayey nannofossil ooze with silt,,normal grading,gray,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,A,9,H,4,A
355-U1456A-9H-4-A,39.0,75.0,75.89,76.25,,clayey,nannofossil ooze,with sand,clayey nannofossil ooze with sand,,normal grading,gray,GLEY 1 5/10Y (greenish gray),,clay,1,very fine sand,3,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,A,9,H,4,A
355-U1456A-9H-4-A,75.0,95.0,76.25,76.45,,nannofossil rich,clay,with sand,nannofossil rich clay with sand,,normal grading,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,9,H,4,A
355-U1456A-9H-4-A,95.0,150.0,76.45,77.0,,nannofossil rich,clay,with sand,nannofossil rich clay with sand,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,fine sand,4,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,,355,U1456,A,9,H,4,A
355-U1456A-9H-5-A,0.0,24.0,77.0,77.24,,,clay,with silt,clay with silt,,bigradational bedding,dark green,GLEY 1 3/10Y (very dark greenish gray),90,clay,1,silt,2,,silty,sand,with nannofossils,silty sand,silty sand with nannofossils,sand with nannofossils,dark green,GLEY 1 3/10Y (very dark greenish gray),10,,,,,,100,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,9,H,5,A
355-U1456A-9H-5-A,24.0,80.0,77.24,77.8,,,clay,with silt,clay with silt,,bigradational bedding,dark green,GLEY 1 3/10Y (very dark greenish gray),90,clay,1,silt,2,,silty,sand,with nannofossils,silty sand,silty sand with nannofossils,sand with nannofossils,light green,GLEY 1 6/10Y (greenish gray),10,,,,,,100,gradational,gradational,horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,A,9,H,5,A
355-U1456A-9H-5-A,80.0,96.0,77.8,77.96,,nannofossil rich,clay,,nannofossil rich clay,,,light green,GLEY 1 6/10Y (greenish gray),60,clay,1,silt,2,,silty,sand,with nannofossils,silty sand,silty sand with nannofossils,sand with nannofossils,light green,GLEY 1 6/10Y (greenish gray),40,,,,,,100,gradational,gradational,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,9,H,5,A
355-U1456A-9H-5-A,96.0,135.0,77.96,78.35,,,nannofossil ooze,with clay,nannofossil ooze with clay,,color banding,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,9,H,5,A
355-U1456A-9H-5-A,135.0,140.0,78.35,78.4,,silty,nannofossil ooze,,silty nannofossil ooze,,,light gray,GLEY 1 7/10Y (light greenish grey),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,,,,thinly bedded,,,,,,,,,,,,,355,U1456,A,9,H,5,A
355-U1456A-9H-6-A,0.0,60.0,78.5,79.1,,,nannofossil ooze,with clay,nannofossil ooze with clay,,burrows,white,GLEY 1 7/10Y (light greenish grey),90,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,dark gray,GLEY 1 5/10Y (greenish gray),10,very fine sand,3,fine sand,4,,100,erosive,sharp,horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,A,9,H,6,A
355-U1456A-9H-6-A,60.0,87.0,79.1,79.37,,nannofossil rich,clay,,nannofossil rich clay,,burrows,white,GLEY 1 7/10Y (light greenish grey),80,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,white,GLEY 1 5/10Y (greenish gray),20,very fine sand,3,fine sand,4,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,9,H,6,A
355-U1456A-9H-6-A,87.0,100.0,79.37,79.5,,,nannofossil ooze,with clay,nannofossil ooze with clay,,burrows,light green,GLEY 1 6/10Y (greenish gray),70,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,light green,GLEY 1 6/10Y (greenish gray),30,very fine sand,3,fine sand,4,,100,,,,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,9,H,6,A
355-U1456A-9H-7-A,0.0,30.5,79.5,79.805,,,nannofossil ooze,with clay,nannofossil ooze with clay,,burrows,light green,GLEY 1 7/10Y (light greenish grey),90,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,light green,GLEY 1 7/10Y (light greenish grey),10,very fine sand,3,fine sand,4,,100,erosive,sharp,horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,A,9,H,7,A
355-U1456A-9H-7-A,30.5,45.0,79.805,79.95,,,nannofossil ooze,with clay,nannofossil ooze with clay,,normal grading,light green,GLEY 1 7/10Y (light greenish grey),80,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,dark green,GLEY 1 4/10Y (dark greenish gray),20,very fine sand,3,fine sand,4,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,9,H,7,A
355-U1456A-9H-7-A,45.0,62.0,79.95,80.12,,nannofossil rich,clay,,nannofossil rich clay,,normal grading,dark green,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,9,H,7,A
355-U1456A-9H-CC-A,0.0,15.0,80.12,80.27,,,nannofossil ooze,with clay,nannofossil ooze with clay,,normal grading,light green,GLEY 1 5/10Y (greenish gray),90,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,dark gray,GLEY 1 3/10Y (very dark greenish gray),10,very fine sand,3,very coarse sand,7,,100,,,,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,9,H,CC,A
355-U1456A-10H,0.0,916.0,80.5,89.66,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,10,H,,
355-U1456A-10H-1-A,0.0,94.0,80.5,81.44,,,nannofossil ooze,with clay,nannofossil ooze with clay,,normal grading,light green,GLEY 1 7/10Y (light greenish grey),,silt,2,very fine sand,3,,nannofossil rich,silt,with clay,nannofossil rich silt,nannofossil rich silt with clay,silt with clay,light green,GLEY 1 5/10Y (greenish gray),,silt,2,silt,2,,,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,10,H,1,A
355-U1456A-10H-1-A,94.0,150.0,81.44,82.0,,nannofossil rich,clay,,nannofossil rich clay,,normal grading,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,silt,2,,nannofossil rich,silt,with clay,nannofossil rich silt,nannofossil rich silt with clay,silt with clay,light green,GLEY 1 5/10Y (greenish gray),,silt,2,silt,2,,,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,10,H,1,A
355-U1456A-10H-2-A,0.0,137.0,82.0,83.37,,nannofossil rich,clay,,nannofossil rich clay,,burrows,dark green,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,nannofossil rich,silt,with clay,nannofossil rich silt,nannofossil rich silt with clay,silt with clay,dark green,GLEY 1 5/10Y (greenish gray),,clay,1,very fine sand,3,,,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,10,H,2,A
355-U1456A-10H-2-A,137.0,150.0,83.37,83.5,,,nannofossil ooze,with clay,nannofossil ooze with clay,,burrows,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,10,H,2,A
355-U1456A-10H-3-A,0.0,24.0,83.5,83.74,,,nannofossil ooze,,nannofossil ooze,,parallel lamination,white,GLEY 1 8/N (white gray),,clay,1,clay,1,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,light green,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,gradational,wavy,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,10,H,3,A
355-U1456A-10H-3-A,24.0,67.0,83.74,84.17,,nannofossil rich,clay,,nannofossil rich clay,,patch or bleb,dark green,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,white,GLEY 1 8/N (white gray),,clay,1,clay,1,,,irregular,bioturbated,sub-horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,10,H,3,A
355-U1456A-10H-3-A,67.0,150.0,84.17,85.0,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 8/N (white gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,10,H,3,A
355-U1456A-10H-4-A,0.0,12.0,85.0,85.12,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 8/N (white gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,10,H,4,A
355-U1456A-10H-4-A,12.0,34.0,85.12,85.34,,silty,nannofossil ooze,with clay,silty nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,silt,2,,nannofossil rich,silt,with clay,nannofossil rich silt,nannofossil rich silt with clay,silt with clay,light green,GLEY 1 5/10Y (greenish gray),,silt,2,silt,2,,,planar,sharp,inclined,medium bedded,,,,,,,,,,,,,355,U1456,A,10,H,4,A
355-U1456A-10H-4-A,34.0,99.0,85.34,85.99,,,nannofossil ooze,with clay,nannofossil ooze,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,nannofossil rich,sand,with clay,nannofossil rich sand,nannofossil rich sand with clay,sand with clay,dark green,GLEY 1 4/10GY (dark greenish gray),,fine sand,4,fine sand,4,,,erosive,scoured,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,10,H,4,A
355-U1456A-10H-4-A,99.0,150.0,85.99,86.5,,nannofossil rich,clay,,nannofossil rich clay,,patch or bleb,dark green,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,10,H,4,A
355-U1456A-10H-5-A,0.0,140.0,86.5,87.9,,nannofossil rich,clay,,nannofossil rich clay,,,dark green,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,nannofossil rich,sand,with clay,nannofossil rich sand,nannofossil rich sand with clay,sand with clay,dark green,GLEY 1 5/10Y (greenish gray),,very fine sand,3,fine sand,4,,,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,10,H,5,A
355-U1456A-10H-6-A,0.0,24.0,88.0,88.24,,nannofossil rich,clay,,nannofossil rich clay,,,dark green,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,nannofossil rich,sand,with clay,nannofossil rich sand,nannofossil rich sand with clay,sand with clay,dark green,GLEY 1 5/10Y (greenish gray),,very fine sand,3,fine sand,4,,,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,10,H,6,A
355-U1456A-10H-6-A,24.0,72.0,88.24,88.72,,nannofossil rich,clay,,nannofossil rich clay,,,dark green,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,nannofossil rich,sand,with clay,nannofossil rich sand,nannofossil rich sand with clay,sand with clay,dark green,GLEY 1 5/10Y (greenish gray),,very fine sand,3,fine sand,4,,,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,10,H,6,A
355-U1456A-10H-6-A,72.0,144.0,88.72,89.44,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,,,clay,1,clay,1,,,,,,,,,,,,,,,,,,,355,U1456,A,10,H,6,A
355-U1456A-10H-CC-A,0.0,16.0,89.44,89.6,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,10,H,CC,A
355-U1456A-11H,0.0,929.0,90.0,99.29,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,11,H,,
355-U1456A-11H-1-A,0.0,12.0,90.0,90.12,,nannofossil rich,clay,,nannofossil rich clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,irregular,wavy,vertical,medium bedded,,,,,,,,,,,,,355,U1456,A,11,H,1,A
355-U1456A-11H-1-A,12.0,150.0,90.12,91.5,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 8/N (white gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,11,H,1,A
355-U1456A-11H-2-A,0.0,150.0,91.5,93.0,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 8/N (white gray),,clay,1,silt,2,,,nannofossil chalk,,nannofossil chalk,nannofossil chalk,nannofossil chalk,white,GLEY 1 7/5G (pale green),,clay,1,clay,1,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,11,H,2,A
355-U1456A-11H-3-A,0.0,95.0,93.0,93.95,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 8/N (white gray),60,clay,1,silt,2,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,white,GLEY 1 7/5G (pale green),40,clay,1,silt,2,,100,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,11,H,3,A
355-U1456A-11H-3-A,95.0,146.0,93.95,94.46,,nannofossil rich,clay,,nannofossil rich clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,11,H,3,A
355-U1456A-11H-3-A,146.0,150.0,94.46,94.5,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,white,GLEY 1 8/N (white gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,11,H,3,A
355-U1456A-11H-4-A,0.0,150.0,94.5,96.0,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 8/N (white gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,11,H,4,A
355-U1456A-11H-5-A,0.0,126.0,96.0,97.26,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 8/N (white gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,11,H,5,A
355-U1456A-11H-5-A,126.0,136.0,97.26,97.36,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,11,H,5,A
355-U1456A-11H-5-A,136.0,140.0,97.36,97.4,,nannofossil rich,clay,,nannofossil rich clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,11,H,5,A
355-U1456A-11H-6-A,0.0,88.0,97.5,98.38,,nannofossil rich,clay,,nannofossil rich clay,,,light green,GLEY 1 7/10Y (light greenish grey),60,clay,1,clay,1,,nannofossil rich,sand,with clay,nannofossil rich sand,nannofossil rich sand with clay,sand with clay,dark green,GLEY 1 5/10Y (greenish gray),40,silt,2,very fine sand,3,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,slight,2,,,,,,,355,U1456,A,11,H,6,A
355-U1456A-11H-6-A,88.0,91.0,98.38,98.41,,,clay,,clay with nannofossils,,,white,GLEY 1 8/N (white gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,slight,2,,,,,,,355,U1456,A,11,H,6,A
355-U1456A-11H-7-A,0.0,10.0,98.41,98.51,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,irregular,gradational,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,11,H,7,A
355-U1456A-11H-7-A,10.0,23.0,98.51,98.64,,nannofossil rich,sand,with clay,nannofossil rich sand with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,very fine sand,3,very fine sand,3,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,11,H,7,A
355-U1456A-11H-7-A,23.0,33.0,98.64,98.74,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,11,H,7,A
355-U1456A-11H-7-A,33.0,51.0,98.74,98.92,,nannofossil rich,sand,with clay,nannofossil rich sand with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,very fine sand,3,very fine sand,3,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,11,H,7,A
355-U1456A-11H-7-A,51.0,62.0,98.92,99.03,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,11,H,7,A
355-U1456A-11H-CC-A,0.0,18.0,99.03,99.21,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,11,H,CC,A
355-U1456A-12H,0.0,678.0,99.5,106.28,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,12,H,,
355-U1456A-12H-1-A,0.0,14.0,99.5,99.64,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,12,H,1,A
355-U1456A-12H-1-A,14.0,143.0,99.64,100.93,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 8/N (white gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,12,H,1,A
355-U1456A-12H-1-A,143.0,150.0,100.93,101.0,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 8/5G (light greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,12,H,1,A
355-U1456A-12H-2-A,0.0,24.0,101.0,101.24,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,white,GLEY 1 8/5G (light greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,12,H,2,A
355-U1456A-12H-2-A,24.0,135.0,101.24,102.35,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 8/N (white gray),80,clay,1,clay,1,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,light green,GLEY 1 7/10Y (light greenish grey),20,clay,1,clay,1,,100,irregular,sharp,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,12,H,2,A
355-U1456A-12H-2-A,135.0,150.0,102.35,102.5,,clayey,nannofossil ooze,,clayey nannofossil ooze,,,white,GLEY 1 8/N (white gray),60,clay,1,clay,1,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,light green,GLEY 1 7/10Y (light greenish grey),40,clay,1,clay,1,,100,irregular,sharp,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,12,H,2,A
355-U1456A-12H-3-A,0.0,77.0,102.5,103.27,,nannofossil rich,clay,,nannofossil rich clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,slight,2,,,,,,,355,U1456,A,12,H,3,A
355-U1456A-12H-3-A,77.0,89.0,103.27,103.39,,nannofossil rich,silt,with clay,nannofossil rich silt with clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,12,H,3,A
355-U1456A-12H-3-A,89.0,115.0,103.39,103.65,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,12,H,3,A
355-U1456A-12H-3-A,115.0,150.0,103.65,104.0,,nannofossil rich,clay,,nannofossil rich clay,,,dark green,GLEY 1 4/5G (dark greenish gray),70,clay,1,clay,1,,nannofossil rich,sand,with clay,nannofossil rich sand,nannofossil rich sand with clay,sand with clay,dark green,GLEY 1 4/5G (dark greenish gray),30,very fine sand,3,very fine sand,3,,100,,,,,,,,,,,,,,,,,355,U1456,A,12,H,3,A
355-U1456A-12H-4-A,0.0,13.0,104.0,104.13,,nannofossil rich,clay,,nannofossil rich clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,clay,1,very fine sand,3,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,12,H,4,A
355-U1456A-12H-4-A,13.0,39.0,104.13,104.39,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,12,H,4,A
355-U1456A-12H-4-A,39.0,60.0,104.39,104.6,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 8/N (white gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,12,H,4,A
355-U1456A-12H-5-A,0.0,78.0,104.6,105.38,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,white,GLEY 1 8/5G (pale green),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,12,H,5,A
355-U1456A-12H-5-A,78.0,109.0,105.38,105.69,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,white,GLEY 1 6/5G (pale green),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,12,H,5,A
355-U1456A-12H-CC-A,0.0,24.0,105.69,105.93,,clayey,nannofossil ooze,,clayey nannofossil ooze,,,light green,GLEY 1 7/10Y (light greenish grey),80,clay,1,clay,1,,silty,nannofossil ooze,with clay,silty nannofossil ooze,silty nannofossil ooze with clay,nannofossil ooze with clay,dark green,GLEY 1 5/10Y (greenish gray),20,silt,2,silt,2,,100,planar,sharp,,,,,,,,,,,,,,,355,U1456,A,12,H,CC,A
355-U1456A-12H-CC-A,24.0,54.0,105.93,106.23,,clayey,nannofossil ooze,,clayey nannofossil ooze,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,12,H,CC,A
355-U1456A-13H,0.0,906.0,109.0,118.06,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,13,H,,
