Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Sediment structures,MAJ lith color (simple),MAJ Lith. color,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],MAJ lithology comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN lith color (simple),MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,MIN lithology comment,Lith. abundance sum [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure comment,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
355-U1456A-13H-1-A,0.0,9.0,109.0,109.09,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,irregular,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,13,H,1,A
355-U1456A-13H-1-A,9.0,31.0,109.09,109.31,,nannofossil rich,clay,,nannofossil rich clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,13,H,1,A
355-U1456A-13H-1-A,31.0,64.0,109.31,109.64,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,13,H,1,A
355-U1456A-13H-1-A,64.0,114.0,109.64,110.14,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 8/N (white gray),60,clay,1,clay,1,,nannofossil rich,silt,with clay,nannofossil rich silt,nannofossil rich silt with clay,silt with clay,dark green,GLEY 1 4/10Y (dark greenish gray),40,very fine sand,3,very fine sand,3,,100,erosive,sharp,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,13,H,1,A
355-U1456A-13H-1-A,114.0,138.0,110.14,110.38,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 8/N (white gray),60,clay,1,clay,1,,nannofossil rich,silt,with clay,nannofossil rich silt,nannofossil rich silt with clay,silt with clay,dark green,GLEY 1 4/10Y (dark greenish gray),40,very fine sand,3,very fine sand,3,,100,planar,sharp,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,13,H,1,A
355-U1456A-13H-1-A,138.0,147.0,110.38,110.47,,nannofossil rich,clay,,nannofossil rich clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,13,H,1,A
355-U1456A-13H-2-A,0.0,14.0,110.47,110.61,,nannofossil rich,clay,,nannofossil rich clay,,,dark green,GLEY 1 4/5G (dark greenish gray),80,clay,1,clay,1,,nannofossil rich,silt,with clay,nannofossil rich silt,nannofossil rich silt with clay,silt with clay,dark green,GLEY 1 4/10Y (dark greenish gray),20,silt,2,silt,2,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,13,H,2,A
355-U1456A-13H-2-A,14.0,43.0,110.61,110.9,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),90,clay,1,clay,1,,nannofossil rich,silt,with clay,nannofossil rich silt,nannofossil rich silt with clay,silt with clay,dark green,GLEY 1 4/10Y (dark greenish gray),10,silt,2,silt,2,,100,erosive,scoured,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,13,H,2,A
355-U1456A-13H-2-A,43.0,55.0,110.9,111.02,,nannofossil rich,clay,,nannofossil rich clay,,,light green,GLEY 1 7/10Y (light greenish grey),90,clay,1,clay,1,,nannofossil rich,sand,with clay,nannofossil rich sand,nannofossil rich sand with clay,sand with clay,dark green,GLEY 1 4/10Y (dark greenish gray),10,very fine sand,3,very fine sand,3,,100,erosive,scoured,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,13,H,2,A
355-U1456A-13H-2-A,55.0,67.0,111.02,111.14,,nannofossil rich,clay,,nannofossil rich clay,,,light green,GLEY 1 7/10Y (light greenish grey),90,clay,1,clay,1,,nannofossil rich,silt,with clay,nannofossil rich silt,nannofossil rich silt with clay,silt with clay,dark green,GLEY 1 4/10Y (dark greenish gray),10,silt,2,silt,2,,100,erosive,sharp,sub-horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,A,13,H,2,A
355-U1456A-13H-2-A,67.0,85.0,111.14,111.32,,nannofossil rich,clay,,nannofossil rich clay,,,light green,GLEY 1 7/10Y (light greenish grey),90,clay,1,clay,1,,nannofossil rich,silt,with clay,nannofossil rich silt,nannofossil rich silt with clay,silt with clay,dark green,GLEY 1 4/10Y (dark greenish gray),10,silt,2,silt,2,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,13,H,2,A
355-U1456A-13H-2-A,85.0,104.0,111.32,111.51,,nannofossil rich,clay,,nannofossil rich clay,,,light green,GLEY 1 7/10Y (light greenish grey),90,clay,1,clay,1,,nannofossil rich,silt,with clay,nannofossil rich silt,nannofossil rich silt with clay,silt with clay,dark green,GLEY 1 4/10Y (dark greenish gray),10,silt,2,silt,2,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,13,H,2,A
355-U1456A-13H-2-A,104.0,113.0,111.51,111.6,,nannofossil rich,clay,,nannofossil rich clay,,,light green,GLEY 1 7/10Y (light greenish grey),90,clay,1,clay,1,,nannofossil rich,silt,with clay,nannofossil rich silt,nannofossil rich silt with clay,silt with clay,dark green,GLEY 1 4/10Y (dark greenish gray),10,silt,2,silt,2,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,13,H,2,A
355-U1456A-13H-2-A,113.0,140.0,111.6,111.87,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 6/5G (pale green),60,clay,1,clay,1,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,light green,GLEY 1 7/10Y (light greenish grey),40,clay,1,silt,2,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,13,H,2,A
355-U1456A-13H-2-A,140.0,150.0,111.87,111.97,,nannofossil rich,clay,,nannofossil rich clay,,,white,GLEY 1 8/N (white gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,13,H,2,A
355-U1456A-13H-3-A,0.0,9.0,111.97,112.06,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,13,H,3,A
355-U1456A-13H-3-A,9.0,20.0,112.06,112.17,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 8/N (white gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,13,H,3,A
355-U1456A-13H-3-A,20.0,30.0,112.17,112.27,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1456,A,13,H,3,A
355-U1456A-13H-3-A,30.0,43.0,112.27,112.4,,nannofossil rich,clay,,nannofossil rich clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,13,H,3,A
355-U1456A-13H-3-A,43.0,47.0,112.4,112.44,,nannofossil rich,sand,with clay,nannofossil rich sand with clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,very fine sand,3,very fine sand,3,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,A,13,H,3,A
355-U1456A-13H-3-A,47.0,59.0,112.44,112.56,,nannofossil rich,clay,,nannofossil rich clay,,,white,GLEY 1 8/N (white gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,slight,2,,,,,,,355,U1456,A,13,H,3,A
355-U1456A-13H-3-A,59.0,65.0,112.56,112.62,,nannofossil rich,sand,with clay,nannofossil rich sand with clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,A,13,H,3,A
355-U1456A-13H-3-A,65.0,71.0,112.62,112.68,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,A,13,H,3,A
355-U1456A-13H-3-A,71.0,81.0,112.68,112.78,,nannofossil rich,clay,,nannofossil rich clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,A,13,H,3,A
355-U1456A-13H-3-A,81.0,99.0,112.78,112.96,,nannofossil rich,clay,,nannofossil rich clay,,,white,GLEY 1 6/5G (pale green),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,13,H,3,A
355-U1456A-13H-3-A,99.0,127.0,112.96,113.24,,nannofossil rich,sand,with clay,nannofossil rich sand with clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,13,H,3,A
355-U1456A-13H-3-A,127.0,150.0,113.24,113.47,,clayey,nannofossil ooze,,clayey nannofossil ooze,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,13,H,3,A
355-U1456A-13H-4-A,0.0,35.0,113.47,113.82,,nannofossil rich,clay,,nannofossil rich clay,,,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,slight,2,,,,,,,355,U1456,A,13,H,4,A
355-U1456A-13H-4-A,35.0,41.0,113.82,113.88,,nannofossil rich,sand,with clay,nannofossil rich sand with clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,silt,2,very fine sand,3,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,13,H,4,A
355-U1456A-13H-4-A,41.0,50.0,113.88,113.97,,nannofossil rich,clay,,nannofossil rich clay,,,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,slight,2,,,,,,,355,U1456,A,13,H,4,A
355-U1456A-13H-4-A,50.0,53.0,113.97,114.0,,nannofossil rich,sand,with clay,nannofossil rich sand with clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,silt,2,very fine sand,3,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,A,13,H,4,A
355-U1456A-13H-4-A,53.0,67.0,114.0,114.14,,nannofossil rich,clay,,nannofossil rich clay,,,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,slight,2,,,,,,,355,U1456,A,13,H,4,A
355-U1456A-13H-4-A,67.0,77.0,114.14,114.24,,nannofossil rich,sand,with clay,nannofossil rich sand with clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,silt,2,very fine sand,3,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,13,H,4,A
355-U1456A-13H-4-A,77.0,94.0,114.24,114.41,,nannofossil rich,clay,,nannofossil rich clay,,,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,slight,2,,,,,,,355,U1456,A,13,H,4,A
355-U1456A-13H-4-A,94.0,99.0,114.41,114.46,,nannofossil rich,sand,with clay,nannofossil rich sand with clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,silt,2,very fine sand,3,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,13,H,4,A
355-U1456A-13H-4-A,99.0,110.0,114.46,114.57,,nannofossil rich,clay,,nannofossil rich clay,,,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,slight,2,,,,,,,355,U1456,A,13,H,4,A
355-U1456A-13H-4-A,110.0,115.0,114.57,114.62,,nannofossil rich,sand,with clay,nannofossil rich sand with clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,silt,2,very fine sand,3,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,A,13,H,4,A
355-U1456A-13H-4-A,115.0,150.0,114.62,114.97,,nannofossil rich,clay,,nannofossil rich clay,,,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,slight,2,,,,,,,355,U1456,A,13,H,4,A
355-U1456A-13H-5-A,0.0,12.0,114.97,115.09,,nannofossil rich,clay,,nannofossil rich clay,,,dark green,GLEY 1 3/5G (very dark greenish green),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,13,H,5,A
355-U1456A-13H-5-A,12.0,13.0,115.09,115.1,,nannofossil rich,sand,with clay,nannofossil rich sand with clay,,,dark green,GLEY 1 3/5G (very dark greenish green),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,A,13,H,5,A
355-U1456A-13H-5-A,13.0,24.0,115.1,115.21,,nannofossil rich,clay,,nannofossil rich clay,,,dark gray,GLEY 1 4/5G (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,A,13,H,5,A
355-U1456A-13H-5-A,24.0,25.0,115.21,115.22,,nannofossil rich,sand,with clay,nannofossil rich sand with clay,,,dark green,GLEY 1 3/5G (very dark greenish green),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly laminated,normally graded,,,,,,,,,,,,355,U1456,A,13,H,5,A
355-U1456A-13H-5-A,25.0,43.0,115.22,115.4,,nannofossil rich,clay,,nannofossil rich clay,,,dark gray,GLEY 1 4/5G (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,A,13,H,5,A
355-U1456A-13H-5-A,43.0,47.0,115.4,115.44,,nannofossil rich,sand,with clay,nannofossil rich sand with clay,,,dark green,GLEY 1 3/5G (very dark greenish green),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,erosive,scoured,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,A,13,H,5,A
355-U1456A-13H-5-A,47.0,94.0,115.44,115.91,,nannofossil rich,clay,,nannofossil rich clay,,,dark gray,GLEY 1 4/5G (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,A,13,H,5,A
355-U1456A-13H-5-A,94.0,96.0,115.91,115.93,,nannofossil rich,sand,with clay,nannofossil rich sand with clay,,,dark green,GLEY 1 3/5G (very dark greenish green),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly laminated,normally graded,,,,,,,,,,,,355,U1456,A,13,H,5,A
355-U1456A-13H-5-A,96.0,124.0,115.93,116.21,,nannofossil rich,clay,,nannofossil rich clay,,,dark gray,GLEY 1 4/5G (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,A,13,H,5,A
355-U1456A-13H-5-A,124.0,132.0,116.21,116.29,,nannofossil rich,silt,with clay,nannofossil rich silt with clay,,,dark green,GLEY 1 3/5G (very dark greenish green),,silt,2,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,13,H,5,A
355-U1456A-13H-5-A,132.0,141.0,116.29,116.38,,nannofossil rich,clay,,nannofossil rich clay,,,dark gray,GLEY 1 4/5G (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,13,H,5,A
355-U1456A-13H-6-A,0.0,17.0,116.47,116.64,,nannofossil rich,clay,,nannofossil rich clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,13,H,6,A
355-U1456A-13H-6-A,17.0,18.0,116.64,116.65,,nannofossil rich,sand,,nannofossil rich sand,,,dark green,GLEY 1 3/5G (very dark greenish green),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly laminated,normally graded,,,,,,,,,,,,355,U1456,A,13,H,6,A
355-U1456A-13H-6-A,18.0,82.0,116.65,117.29,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,13,H,6,A
355-U1456A-13H-7-A,0.0,6.0,117.29,117.35,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,13,H,7,A
355-U1456A-13H-7-A,6.0,15.0,117.35,117.44,,silty,clay,with nannofossils,silty clay with nannofossils,,,light green,GLEY 1 7/10Y (light greenish grey),,silt,2,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,A,13,H,7,A
355-U1456A-13H-7-A,15.0,72.0,117.44,118.01,,silty,nannofossil ooze,with clay,silty nannofossil ooze with clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,A,13,H,7,A
355-U1456A-14H,0.0,206.0,118.5,120.56,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,14,H,,
355-U1456A-14H,206.0,608.0,120.56,124.58,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,14,H,,
355-U1456A-14H-1-A,0.0,60.0,118.5,119.1,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,14,H,1,A
355-U1456A-14H-1-A,60.0,61.0,119.1,119.11,,nannofossil rich,sand,with clay,nannofossil rich sand with clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,irregular,wavy,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,A,14,H,1,A
355-U1456A-14H-1-A,61.0,126.0,119.11,119.76,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,14,H,1,A
355-U1456A-14H-1-A,126.0,137.0,119.76,119.87,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 8/N (white gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,14,H,1,A
355-U1456A-14H-1-A,137.0,141.0,119.87,119.91,,nannofossil rich,sand,with clay,nannofossil rich sand with clay,,,dark green,GLEY 1 5/10Y (greenish gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,14,H,1,A
355-U1456A-14H-1-A,141.0,150.0,119.91,120.0,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 8/N (white gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,14,H,1,A
355-U1456A-14H-2-A,0.0,11.0,120.0,120.11,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 8/N (white gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,slight,2,,,,,,,355,U1456,A,14,H,2,A
355-U1456A-14H-2-A,11.0,14.0,120.11,120.14,,nannofossil rich,sand,with clay,nannofossil rich sand with clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,A,14,H,2,A
355-U1456A-14H-2-A,14.0,21.0,120.14,120.21,,nannofossil rich,clay,,nannofossil rich clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,14,H,2,A
355-U1456A-14H-2-A,21.0,56.0,120.21,120.56,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 8/N (white gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,slight,2,,,,,,,355,U1456,A,14,H,2,A
355-U1456A-14H-2-A,56.0,68.0,120.56,120.68,,nannofossil rich,clay,,nannofossil rich clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,14,H,2,A
355-U1456A-14H-2-A,68.0,72.0,120.68,120.72,,nannofossil rich,sand,,nannofossil rich sand,,,dark green,GLEY 1 4/5G (dark greenish gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,14,H,2,A
355-U1456A-14H-2-A,72.0,83.0,120.72,120.83,,nannofossil rich,clay,,nannofossil rich clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,14,H,2,A
355-U1456A-14H-2-A,83.0,88.0,120.83,120.88,,nannofossil rich,sand,,nannofossil rich sand,,,light green,GLEY 1 7/10Y (light greenish grey),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,14,H,2,A
355-U1456A-14H-2-A,88.0,95.0,120.88,120.95,,nannofossil rich,sand,,nannofossil rich sand,,,dark green,GLEY 1 4/5G (dark greenish gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,14,H,2,A
355-U1456A-14H-2-A,95.0,114.0,120.95,121.14,,nannofossil rich,clay,,nannofossil rich clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,14,H,2,A
355-U1456A-14H-2-A,114.0,136.0,121.14,121.36,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,14,H,2,A
355-U1456A-14H-2-A,136.0,142.0,121.36,121.42,,nannofossil rich,clay,,nannofossil rich clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,A,14,H,2,A
355-U1456A-14H-2-A,142.0,144.0,121.42,121.44,,nannofossil rich,silt,,nannofossil rich silt,,,dark green,GLEY 1 4/5G (dark greenish gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,14,H,2,A
355-U1456A-14H-2-A,144.0,150.0,121.44,121.5,,nannofossil rich,clay,,nannofossil rich clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,A,14,H,2,A
355-U1456A-14H-3-A,0.0,2.0,121.5,121.52,,nannofossil rich,clay,,nannofossil rich clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,14,H,3,A
355-U1456A-14H-3-A,2.0,3.0,121.52,121.53,,nannofossil rich,sand,,nannofossil rich sand,,,dark green,GLEY 1 4/N (dark gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,A,14,H,3,A
355-U1456A-14H-3-A,3.0,140.0,121.53,122.9,,nannofossil rich,clay,,nannofossil rich clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,14,H,3,A
355-U1456A-14H-4-A,0.0,3.0,123.0,123.03,,nannofossil rich,clay,,nannofossil rich clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,14,H,4,A
355-U1456A-14H-4-A,3.0,11.0,123.03,123.11,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,14,H,4,A
355-U1456A-14H-4-A,11.0,16.0,123.11,123.16,,nannofossil rich,clay,,nannofossil rich clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,14,H,4,A
