Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name
363-U1488C-8H-5-A,0,150,70.3,71.8,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,5gy 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,8,H,5,A,,,,
363-U1488C-8H-6-A,0,150,71.8,73.3,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,5gy 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,8,H,6,A,,,,
363-U1488C-8H-7-A,0,69,73.3,73.99,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,5gy 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,8,H,7,A,,,,
363-U1488C-8H-CC-A,0,19,73.99,74.18,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,5gy 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,8,H,CC,A,,,,
363-U1488C-9H-1-A,0,150,73.8,75.3,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,5gy 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,9,H,1,A,,,,
363-U1488C-9H-2-A,0,150,75.3,76.8,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,5gy 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,9,H,2,A,,,,
363-U1488C-9H-3-A,0,150,76.8,78.3,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,5gy 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,9,H,3,A,,,,
363-U1488C-9H-4-A,0,150,78.3,79.8,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,5gy 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,9,H,4,A,,,,
363-U1488C-9H-5-A,0,150,79.8,81.3,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,5gy 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,9,H,5,A,,,,
363-U1488C-9H-6-A,0,150,81.3,82.8,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,5gy 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,9,H,6,A,,,,
363-U1488C-9H-7-A,0,60,82.8,83.4,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,5gy 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,9,H,7,A,,,,
363-U1488C-9H-CC-A,0,21,83.4,83.61,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,5gy 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,9,H,CC,A,,,,
363-U1488C-10H-1-A,0,150,83.3,84.8,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,5gy 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,10,H,1,A,,,,
363-U1488C-10H-2-A,0,150,84.8,86.3,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,5gy 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,10,H,2,A,,,,
363-U1488C-10H-3-A,0,150,86.3,87.8,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,5gy 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,10,H,3,A,,,,
363-U1488C-10H-4-A,0,150,87.8,89.3,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,5gy 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,10,H,4,A,,,,
363-U1488C-10H-5-A,0,150,89.3,90.8,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,5gy 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,10,H,5,A,,,,
363-U1488C-10H-6-A,0,150,90.8,92.3,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,5gy 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,10,H,6,A,,,,
363-U1488C-10H-7-A,0,50,92.3,92.8,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,5gy 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,10,H,7,A,,,,
363-U1488C-10H-7-A,50,52,92.8,92.82,,ash(tuff) [MMK88m],ash(tuff),,n 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1488,C,10,H,7,A,,,,
363-U1488C-10H-7-A,52,69,92.82,92.99,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,5gy 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,10,H,7,A,,,,
363-U1488C-10H-CC-A,0,25,92.99,93.24,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,5gy 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,10,H,CC,A,,,,
363-U1488C-11H-1-A,0,150,92.8,94.3,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",clay-bearing foraminifer-rich nannofossil ooze,,5gy 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,,,,363,U1488,C,11,H,1,A,,,,
363-U1488C-11H-2-A,0,150,94.3,95.8,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",clay-bearing foraminifer-rich nannofossil ooze,,5gy 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,,,,363,U1488,C,11,H,2,A,,,,
363-U1488C-11H-3-A,0,150,95.8,97.3,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,11,H,3,A,,,,
363-U1488C-11H-4-A,0,150,97.3,98.8,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,11,H,4,A,,,,
363-U1488C-11H-5-A,0,111,98.8,99.91,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,11,H,5,A,,,,
363-U1488C-11H-5-A,111,113,99.91,99.93,,ash(tuff) [MMK88m],ash(tuff),,7.5YR 3/1 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1488,C,11,H,5,A,,,,
363-U1488C-11H-5-A,113,150,99.93,100.3,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,11,H,5,A,,,,
363-U1488C-11H-6-A,0,130,100.3,101.6,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,11,H,6,A,,,,
363-U1488C-11H-7-A,0,59,101.6,102.19,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,11,H,7,A,,,,
363-U1488C-11H-CC-A,0,21,102.19,102.4,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,11,H,CC,A,,,,
363-U1488C-12H-1-A,0,150,102.3,103.8,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,12,H,1,A,,,,
363-U1488C-12H-2-A,0,150,103.8,105.3,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,12,H,2,A,,,,
363-U1488C-12H-3-A,0,150,105.3,106.8,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,12,H,3,A,,,,
363-U1488C-12H-4-A,0,150,106.8,108.3,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,12,H,4,A,,,,
363-U1488C-12H-5-A,0,150,108.3,109.8,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,12,H,5,A,,,,
363-U1488C-12H-6-A,0,150,109.8,111.3,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,12,H,6,A,,,,
363-U1488C-12H-7-A,0,65,111.3,111.95,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,12,H,7,A,,,,
363-U1488C-12H-CC-A,0,23,111.95,112.18,clay-bearing foraminifer-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,12,H,CC,A,,,,
363-U1488C-13H-1-A,0,150,111.8,113.3,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,13,H,1,A,,,,
363-U1488C-13H-2-A,0,150,113.3,114.8,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,13,H,2,A,,,,
363-U1488C-13H-3-A,0,150,114.8,116.3,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,13,H,3,A,,,,
363-U1488C-13H-4-A,0,150,116.3,117.8,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,13,H,4,A,,,,
363-U1488C-13H-5-A,0,150,117.8,119.3,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,13,H,5,A,,,,
363-U1488C-13H-6-A,0,121,119.3,120.51,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,13,H,6,A,,,,
363-U1488C-13H-CC-A,0,18,120.51,120.69,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,13,H,CC,A,,,,
363-U1488C-14H-1-A,0,150,121.3,122.8,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,14,H,1,A,,,,
363-U1488C-14H-2-A,0,150,122.8,124.3,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,14,H,2,A,,,,
363-U1488C-14H-3-A,0,150,124.3,125.8,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,14,H,3,A,,,,
363-U1488C-14H-4-A,0,150,125.8,127.3,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,14,H,4,A,,,,
363-U1488C-14H-5-A,0,150,127.3,128.8,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,14,H,5,A,,,,
363-U1488C-14H-6-A,0,134,128.8,130.14,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,14,H,6,A,,,,
363-U1488C-14H-CC-A,0,61,130.14,130.75,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,14,H,CC,A,,,,
363-U1488C-15H-1-A,0,150,130.8,132.3,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,15,H,1,A,,,,
363-U1488C-15H-2-A,0,150,132.3,133.8,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,15,H,2,A,,,,
363-U1488C-15H-3-A,0,150,133.8,135.3,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,15,H,3,A,,,,
363-U1488C-15H-4-A,0,150,135.3,136.8,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,15,H,4,A,,,,
363-U1488C-15H-5-A,0,150,136.8,138.3,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,15,H,5,A,,,,
363-U1488C-15H-6-A,0,150,138.3,139.8,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,15,H,6,A,,,,
363-U1488C-15H-7-A,0,66,139.8,140.46,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,15,H,7,A,,,,
363-U1488C-15H-CC-A,0,26,140.46,140.72,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,15,H,CC,A,,,,
363-U1488C-16H-1-A,0,150,140.3,141.8,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,16,H,1,A,,,,
363-U1488C-16H-2-A,0,150,141.8,143.3,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,16,H,2,A,,,,
363-U1488C-16H-3-A,0,150,143.3,144.8,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,16,H,3,A,,,,
363-U1488C-16H-4-A,0,150,144.8,146.3,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,16,H,4,A,,,,
363-U1488C-16H-5-A,0,150,146.3,147.8,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,16,H,5,A,,,,
363-U1488C-16H-6-A,0,150,147.8,149.3,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,16,H,6,A,,,,
363-U1488C-16H-7-A,0,61,149.3,149.91,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,16,H,7,A,,,,
363-U1488C-16H-CC-A,0,21,149.91,150.12,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,16,H,CC,A,,,,
363-U1488C-17H-CC-A,0,25,149.8,150.05,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,sulfide,"faint greenish layers, purple patches, yellow patches",,,,,,,,,,,,,363,U1488,C,17,H,CC,A,,,,
