Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Bottom contact or boundary geometry,Bottom contact or boundary attitude,Bedding thickness of MAJOR lithology,Interbed lithology,Thickness of interbeds,INTERPRETATION - Turbiditic or Hemipelagic,TEPHRA type,Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
354-U1452B-12F-2-A,0,51,67.58,68.09,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light green,gradational,,,,,,,burrows,,,,31cm dark green layer,,,,354,U1452,B,12,F,2,A,,,,125
354-U1452B-12F-2-A,51,95,68.09,68.53,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],very thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1452,B,12,F,2,A,,,,126
354-U1452B-12F-3-A,0,80,68.53,69.33,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1452,B,12,F,3,A,,,,127
354-U1452B-12F-4-A,0,61,69.33,69.94,,,sand [Leg210],coarse grained,sand,sand coarse grained,sand coarse grained,,gray,,,,,,,,normally graded,,,,Coarser light colored minerals at the base ad fining upwards increasing proportion of dark minerals.,,,,354,U1452,B,12,F,4,A,,,,128
354-U1452B-12F-CC-A,0,10,69.94,70.04,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1452,B,12,F,CC,A,,,,129
354-U1452B-14F-1-A,0,39,75.9,76.29,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1452,B,14,F,1,A,,,,130
354-U1452B-14F-2-A,0,130,76.29,77.59,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1452,B,14,F,2,A,,,,131
354-U1452B-16F-1-A,0,76,85.4,86.16,,,clay [Leg210],,clay,clay,clay,,gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],very thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1452,B,16,F,1,A,,,,132
354-U1452B-16F-1-A,76,150,86.16,86.9,,sandy [Leg339],silt [Leg210],,sandy silt,sandy silt,silt,,gray,sharp planar,horizontal,thick bed [B01],clay [Leg210],thin bed [B01],,,normally graded,,,,,,,,354,U1452,B,16,F,1,A,,,,133
354-U1452B-16F-2-A,0,44,86.9,87.34,,,clay [Leg210],,clay,clay,clay,,gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1452,B,16,F,2,A,,,,134
354-U1452B-16F-2-A,44,150,87.34,88.4,,sandy [Leg339],silt [Leg210],,sandy silt,sandy silt,silt,,gray,sharp planar,horizontal,,,,,,normally graded,,,,,,,,354,U1452,B,16,F,2,A,,,,135
354-U1452B-16F-3-A,0,100,88.4,89.4,,,clay [Leg210],,clay,clay,clay,,gray,,,,,,,,,,,,,,,,354,U1452,B,16,F,3,A,,,,136
354-U1452B-16F-4-A,0,77,89.4,90.17,,,clay [Leg210],,clay,clay,clay,,gray,,,,,,,,,,,,,,,,354,U1452,B,16,F,4,A,,,,137
354-U1452B-16F-CC-A,0,25,90.17,90.42,,,clay [Leg210],,clay,clay,clay,,gray,,,,,,,,,,,,,,,,354,U1452,B,16,F,CC,A,,,,138
354-U1452B-18F-1-A,0,28,94.9,95.18,,,sand [Leg210],,sand,sand,sand,,,sharp irregular,horizontal,,,,,,,,,,,,,,354,U1452,B,18,F,1,A,,,,139
354-U1452B-18F-1-A,28,76,95.18,95.66,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,,gradational,,,,,,,parallel lamination,,,,,,,,354,U1452,B,18,F,1,A,,,,140
354-U1452B-18F-1-A,76,120,95.66,96.1,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,,sharp planar,,,,,,,normally graded,,,,,,,,354,U1452,B,18,F,1,A,,,,141
354-U1452B-18F-1-A,120,131,96.1,96.21,,,clay [Leg210],,clay,clay,clay,,,gradational,,,,,,,,,,,,,,,354,U1452,B,18,F,1,A,,,,142
354-U1452B-18F-1-A,131,135,96.21,96.25,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,,,,,,,,,,,,,,,,,354,U1452,B,18,F,1,A,,,,143
354-U1452B-18F-2-A,0,110,96.25,97.35,,,sand [Leg210],,sand,sand,sand,,,,,,,,,,,,,,,,,,354,U1452,B,18,F,2,A,,,,144
354-U1452B-18F-3-A,0,100,97.35,98.35,,,sand [Leg210],,sand,sand,sand,,,,,,,,,,,,,,,,,,354,U1452,B,18,F,3,A,,,,145
354-U1452B-18F-4-A,0,68,98.35,99.03,,,sand [Leg210],,sand,sand,sand,,,,,,,,,,,,,,,,,,354,U1452,B,18,F,4,A,,,,146
354-U1452B-20F-1-A,0,48,104.4,104.88,,,clay [Leg210],,clay,clay,clay,,gray,gradational,,thin bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1452,B,20,F,1,A,,,,147
354-U1452B-20F-1-A,48,109,104.88,105.49,,,silt [Leg210],,silt,silt,silt,,gray,,,medium bed [B01],clay [Leg210],thin bed [B01],,,,,,,,,,,354,U1452,B,20,F,1,A,,,,148
354-U1452B-20F-1-A,109,145,105.49,105.85,,,sand [Leg210],,sand,sand,sand,,gray,,,,,,,,,,,,,,,,354,U1452,B,20,F,1,A,,,,149
354-U1452B-20F-2-A,0,136,105.85,107.21,,,sand [Leg210],,sand,sand,sand,,gray,,,,,,,,,,,,,,,,354,U1452,B,20,F,2,A,,,,150
354-U1452B-20F-3-A,0,123,107.21,108.44,,,sand [Leg210],,sand,sand,sand,,gray,,,,,,,,,,,,,,,,354,U1452,B,20,F,3,A,,,,151
354-U1452B-22F-1-A,0,104,113.9,114.94,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,fine sand,,,,354,U1452,B,22,F,1,A,,,,152
354-U1452B-24F-1-A,0,86,123.4,124.26,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,fine sand,,,,354,U1452,B,24,F,1,A,,,,153
354-U1452B-26F-1-A,0,6,132.9,132.96,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp irregular,sub-vertical,,,,T,,,,,,,,,,354,U1452,B,26,F,1,A,,,,154
354-U1452B-26F-1-A,6,21,132.96,133.11,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,sharp irregular,sub-horizontal,,,,T,,,,,,,,,,354,U1452,B,26,F,1,A,,,,155
354-U1452B-26F-1-A,21,41,133.11,133.31,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],T,,,,,,,,,,354,U1452,B,26,F,1,A,,,,156
354-U1452B-26F-1-A,41,54,133.31,133.44,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,sharp planar,horizontal,,,,T,,,,,,,,,,354,U1452,B,26,F,1,A,,,,157
354-U1452B-26F-1-A,54,57,133.44,133.47,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,,,,T,,,,,,,,,,354,U1452,B,26,F,1,A,,,,158
354-U1452B-26F-1-A,57,62,133.47,133.52,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,sharp planar,horizontal,,,,T,,,,,,,,,,354,U1452,B,26,F,1,A,,,,159
354-U1452B-26F-1-A,62,66,133.52,133.56,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp planar,horizontal,,,,T,,,,,,,,,,354,U1452,B,26,F,1,A,,,,160
354-U1452B-26F-1-A,66,87,133.56,133.77,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,sharp planar,sub-horizontal,,,,T,,,,,,,,,,354,U1452,B,26,F,1,A,,,,161
354-U1452B-26F-1-A,87,110,133.77,134,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp planar,sub-horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],T,,,,,,,,,,354,U1452,B,26,F,1,A,,,,162
354-U1452B-26F-1-A,110,130,134,134.2,,,clay [Leg210],,clay,clay,clay,,dark gray,,,,,,,,,,,,,,,,354,U1452,B,26,F,1,A,,,,163
354-U1452B-26F-2-A,0,88,134.2,135.08,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,dark gray,sharp planar,horizontal,medium bed [B01],silt [Leg210],lamina [M&W53],,,,,,,,,,,354,U1452,B,26,F,2,A,,,,164
354-U1452B-26F-2-A,88,93,135.08,135.13,,,silt [Leg210],,silt,silt,silt,,gray,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1452,B,26,F,2,A,,,,165
354-U1452B-26F-2-A,93,98,135.13,135.18,,,clay [Leg210],,clay,clay,clay,,dark gray,,,,,,,,,,,,,,,,354,U1452,B,26,F,2,A,,,,166
354-U1452B-26F-3-A,0,100,135.18,136.18,,,silt [Leg210],with mica,silt,silt with mica,silt with mica,,dark gray,,,,,,,,,,,,,,,,354,U1452,B,26,F,3,A,,,,167
354-U1452B-28F-1-A,0,27,142.4,142.67,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1452,B,28,F,1,A,,,,168
354-U1452B-28F-1-A,27,32,142.67,142.72,,,silt [Leg210],with mica,silt,silt with mica,silt with mica,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1452,B,28,F,1,A,,,,169
354-U1452B-28F-1-A,32,49,142.72,142.89,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,very thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,,,,,354,U1452,B,28,F,1,A,,,,170
354-U1452B-28F-1-A,49,63,142.89,143.03,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1452,B,28,F,1,A,,,,171
354-U1452B-28F-1-A,63,84,143.03,143.24,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,very thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,,,,,354,U1452,B,28,F,1,A,,,,172
354-U1452B-28F-1-A,84,98,143.24,143.38,,,silt [Leg210],with mica,silt,silt with mica,silt with mica,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1452,B,28,F,1,A,,,,173
354-U1452B-28F-1-A,98,113,143.38,143.53,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,very thin bed [B01],silt [Leg210],very thin bed [B01],,,,,,,,,,,354,U1452,B,28,F,1,A,,,,174
354-U1452B-28F-1-A,113,119,143.53,143.59,,,silt [Leg210],,silt,silt,silt,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1452,B,28,F,1,A,,,,175
354-U1452B-28F-1-A,119,140,143.59,143.8,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,,,,,354,U1452,B,28,F,1,A,,,,176
354-U1452B-28F-1-A,140,150,143.8,143.9,,sandy [Leg339],silt [Leg210],,sandy silt,sandy silt,silt,,dark gray,sharp planar,,,,,,,,,,,,,,,354,U1452,B,28,F,1,A,,,,177
354-U1452B-28F-2-A,0,15,143.9,144.05,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,,,,,354,U1452,B,28,F,2,A,,,,178
354-U1452B-28F-2-A,15,24,144.05,144.14,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,sharp irregular,horizontal,,,,,,,,,,,,,,354,U1452,B,28,F,2,A,,,,179
354-U1452B-28F-2-A,24,37,144.14,144.27,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1452,B,28,F,2,A,,,,180
354-U1452B-28F-2-A,37,40,144.27,144.3,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1452,B,28,F,2,A,,,,181
354-U1452B-28F-2-A,40,43,144.3,144.33,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1452,B,28,F,2,A,,,,182
354-U1452B-28F-2-A,43,150,144.33,145.4,,,silt [Leg210],with mica,silt,silt with mica,silt with mica,,dark gray,sharp planar,horizontal,thick bed [B01],clay [Leg210],very thin bed [B01],,,,,,,,,,,354,U1452,B,28,F,2,A,,,,183
354-U1452B-28F-3-A,0,140,145.4,146.8,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,,,,,,,,,,,,,,,,354,U1452,B,28,F,3,A,,,,184
354-U1452B-29F-1-A,0,9,147.1,147.19,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp planar,sub-horizontal,,,,,,,,,,,,,,354,U1452,B,29,F,1,A,,,,185
354-U1452B-29F-1-A,9,17,147.19,147.27,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,sharp planar,sub-horizontal,,,,,,,,,,,,,,354,U1452,B,29,F,1,A,,,,186
354-U1452B-29F-1-A,17,22,147.27,147.32,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1452,B,29,F,1,A,,,,187
354-U1452B-29F-1-A,22,27,147.32,147.37,,,silt [Leg210],,silt,silt,silt,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1452,B,29,F,1,A,,,,188
354-U1452B-29F-1-A,27,111,147.37,148.21,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,medium bed [B01],silt [Leg210],very thin bed [B01],,,,,,,,,,,354,U1452,B,29,F,1,A,,,,189
354-U1452B-29F-1-A,111,150,148.21,148.6,,,silt [Leg210],,silt,silt,silt,,dark gray,,,,,,,,,,,,,,,,354,U1452,B,29,F,1,A,,,,190
354-U1452B-29F-2-A,0,25,148.6,148.85,,,silt [Leg210],,silt,silt,silt,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1452,B,29,F,2,A,,,,191
354-U1452B-29F-2-A,25,40,148.85,149,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp irregular,sub-vertical,,,,,,,,,,,,,,354,U1452,B,29,F,2,A,,,,192
354-U1452B-29F-2-A,40,150,149,150.1,,,silt [Leg210],,silt,silt,silt,,dark gray,,,,,,,,,,,,,,,,354,U1452,B,29,F,2,A,,,,193
354-U1452B-29F-3-A,0,100,150.1,151.1,,,silt [Leg210],,silt,silt,silt,,dark gray,,,,,,,,,,,,,,,,354,U1452,B,29,F,3,A,,,,194
354-U1452B-29F-4-A,0,73,151.1,151.83,,,silt [Leg210],,silt,silt,silt,,dark gray,,,,,,,,,,,,,,,,354,U1452,B,29,F,4,A,,,,195
354-U1452B-29F-CC-A,0,23,151.83,152.06,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,,,,,,,,,,,,,,,,354,U1452,B,29,F,CC,A,,,,196
354-U1452B-30F-1-A,0,29,151.8,152.09,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,greenish gray,gradational,inclined,,,,,,mottling [BJ80],,,,,,,,354,U1452,B,30,F,1,A,,,,197
354-U1452B-30F-1-A,29,35,152.09,152.15,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1452,B,30,F,1,A,,,,198
354-U1452B-30F-1-A,35,40,152.15,152.2,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,greenish gray,gradational,sub-horizontal,,,,,,,,,,,,,,354,U1452,B,30,F,1,A,,,,199
354-U1452B-30F-1-A,40,79,152.2,152.59,,sandy [Leg339],silt [Leg210],with mica,sandy silt,sandy silt with mica,silt with mica,,dark gray,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1452,B,30,F,1,A,,,,200
354-U1452B-30F-1-A,79,83,152.59,152.63,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,inclined,,,,,,,,,,,,,,354,U1452,B,30,F,1,A,,,,201
354-U1452B-30F-1-A,83,136,152.63,153.16,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,,,,,,,,,,,,,,,,354,U1452,B,30,F,1,A,,,,202
354-U1452B-30F-2-A,0,120,153.16,154.36,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1452,B,30,F,2,A,,,,203
354-U1452B-31F-1-A,0,156,156.5,158.06,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1452,B,31,F,1,A,,,,204
354-U1452B-31F-2-A,0,132,158.06,159.38,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1452,B,31,F,2,A,,,,205
354-U1452B-31F-3-A,0,123,159.38,160.61,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1452,B,31,F,3,A,,,,206
354-U1452B-31F-CC-A,0,13,160.61,160.74,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1452,B,31,F,CC,A,,,,207
354-U1452B-32F-1-A,0,100,161.2,162.2,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1452,B,32,F,1,A,,,,208
354-U1452B-33F-1-A,0,17,165.9,166.07,,silty [Leg339],clay [Leg210],with mica,silty clay,silty clay with mica,clay with mica,,dark gray,sharp planar,inclined,,,,,,,,,,,,,,354,U1452,B,33,F,1,A,,,,209
354-U1452B-33F-1-A,17,50,166.07,166.4,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1452,B,33,F,1,A,,,,210
354-U1452B-33F-1-A,50,95,166.4,166.85,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp irregular,inclined,thin bed [B01],silt [Leg210],very thin bed [B01],,,,,,,Silt is yellow to very light gray with a low content of micas,,,,354,U1452,B,33,F,1,A,,,,211
354-U1452B-33F-1-A,95,105,166.85,166.95,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1452,B,33,F,1,A,,,,212
354-U1452B-33F-1-A,105,118,166.95,167.08,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,gray,sharp planar,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1452,B,33,F,1,A,,,,213
354-U1452B-33F-1-A,118,136,167.08,167.26,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,greenish gray,sharp planar,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1452,B,33,F,1,A,,,,214
354-U1452B-33F-1-A,136,150,167.26,167.4,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,gray,,,thin bed [B01],silt [Leg210],very thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1452,B,33,F,1,A,,,,215
354-U1452B-33F-2-A,0,150,167.4,168.9,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,gray,,,thin bed [B01],silt [Leg210],very thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1452,B,33,F,2,A,,,,216
354-U1452B-33F-3-A,0,34,168.9,169.24,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,gray,gradational,horizontal,thin bed [B01],silt [Leg210],very thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1452,B,33,F,3,A,,,,217
354-U1452B-33F-3-A,34,112,169.24,170.02,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,gray,,,medium bed [B01],silt [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1452,B,33,F,3,A,,,,218
354-U1452B-33F-4-A,0,29,170.02,170.31,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,gray,gradational,sub-horizontal,thin bed [B01],silt [Leg210],very thin bed [B01],,,,,,,,,,,354,U1452,B,33,F,4,A,,,,219
354-U1452B-33F-4-A,29,70,170.31,170.72,,,clay [Leg210],with nannofossils [2014],clay,clay with nannofossils,clay with nannofossils,,gray,,,,,,,,,,,,,,,,354,U1452,B,33,F,4,A,,,,220
354-U1452B-33F-4-A,29,70,170.31,170.72,,,,with foraminifers [2014],,with foraminifers,with foraminifers,,,,,,,,,,,,,,,,,,354,U1452,B,33,F,4,A,,,,221
354-U1452B-33F-CC-A,0,32,170.72,171.04,,,clay [Leg210],with nannofossils [2014],clay,clay with nannofossils,clay with nannofossils,,gray,,,,,,,,,,,,,,,,354,U1452,B,33,F,CC,A,,,,222
354-U1452B-33F-CC-A,0,32,170.72,171.04,,,,with foraminifers [2014],,with foraminifers,with foraminifers,,,,,,,,,,,,,,,,,,354,U1452,B,33,F,CC,A,,,,223
354-U1452B-34F-1-A,0,3,170.6,170.63,,,clay [Leg210],,clay,clay,clay,,light gray,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1452,B,34,F,1,A,,,,224
354-U1452B-34F-1-A,3,150,170.63,172.1,,,clay [Leg210],with foraminifers [2014],clay,clay with foraminifers,clay with foraminifers,,dark gray,,,thin bed [B01],silt [Leg210],very thin bed [B01],,,,,,,,,,,354,U1452,B,34,F,1,A,,,,225
354-U1452B-34F-2-A,0,49,172.1,172.59,,,clay [Leg210],with foraminifers [2014],clay,clay with foraminifers,clay with foraminifers,,dark gray,gradational,,thin bed [B01],silt [Leg210],very thin bed [B01],,,,,,,,,,,354,U1452,B,34,F,2,A,,,,226
354-U1452B-34F-2-A,49,69,172.59,172.79,,,clay [Leg210],with foraminifers [2014],clay,clay with foraminifers,clay with foraminifers,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1452,B,34,F,2,A,,,,227
354-U1452B-34F-2-A,69,150,172.79,173.6,,,clay [Leg210],with foraminifers [2014],clay,clay with foraminifers,clay with foraminifers,,dark gray,,,thin bed [B01],silt [Leg210],very thin bed [B01],,,,,,,,,,,354,U1452,B,34,F,2,A,,,,228
354-U1452B-34F-3-A,0,39,173.6,173.99,,,clay [Leg210],with foraminifers [2014],clay,clay with foraminifers,clay with foraminifers,,dark gray,gradational,,thin bed [B01],silt [Leg210],very thin bed [B01],,,,,,,,,,,354,U1452,B,34,F,3,A,,,,229
354-U1452B-34F-3-A,39,135,173.99,174.95,,,clay [Leg210],with foraminifers [2014],clay,clay with foraminifers,clay with foraminifers,,dark gray,sharp irregular,sub-horizontal,medium bed [B01],silt [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1452,B,34,F,3,A,,,,230
354-U1452B-34F-3-A,135,150,174.95,175.1,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,gray,,,,,,,,,,,,,,,,354,U1452,B,34,F,3,A,,,,231
354-U1452B-34F-CC-A,0,18,175.1,175.28,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,gray,,,,,,,,,,,,,,,,354,U1452,B,34,F,CC,A,,,,232
354-U1452B-35F-1-A,0,22,175.3,175.52,,,clay [Leg210],with foraminifers [2014],clay,clay with foraminifers,clay with foraminifers,,gray,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1452,B,35,F,1,A,,,,233
354-U1452B-35F-1-A,22,26,175.52,175.56,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1452,B,35,F,1,A,,,,234
354-U1452B-35F-1-A,26,150,175.56,176.8,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,gray,,,thin bed [B01],silt [Leg210],very thin bed [B01],,,mottling [BJ80],,,,shell @ 85-89,,,,354,U1452,B,35,F,1,A,,,,235
354-U1452B-35F-2-A,0,150,176.8,178.3,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,gray,,,thin bed [B01],silt [Leg210],very thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1452,B,35,F,2,A,,,,236
354-U1452B-35F-3-A,0,72,178.3,179.02,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,gray,,,thin bed [B01],silt [Leg210],very thin bed [B01],,,,,,,,,,,354,U1452,B,35,F,3,A,,,,237
354-U1452B-35F-3-A,72,112,179.02,179.42,,,silt [Leg210],,silt,silt,silt,,light gray,,,medium bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1452,B,35,F,3,A,,,,238
354-U1452B-35F-4-A,0,62,179.42,180.04,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,gray,,,medium bed [B01],silt [Leg210],very thin bed [B01],,,,,,,,,,,354,U1452,B,35,F,4,A,,,,239
354-U1452B-35F-CC-A,0,29,180.04,180.33,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,gray,,,thin bed [B01],silt [Leg210],very thin bed [B01],,,,,,,,,,,354,U1452,B,35,F,CC,A,,,,240
354-U1452B-36F-1-A,0,28,180,180.28,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,gray,bioturbated,,,,,,,mottling [BJ80],,,,,,,,354,U1452,B,36,F,1,A,,,,241
354-U1452B-36F-1-A,28,44,180.28,180.44,,,silt [Leg210],,silt,silt,silt,,light gray,sharp planar,horizontal,,,,,,burrows,,,,,,,,354,U1452,B,36,F,1,A,,,,242
354-U1452B-36F-1-A,44,85,180.44,180.85,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,dark gray,bioturbated,,,,,,,mottling [BJ80],,,,,,,,354,U1452,B,36,F,1,A,,,,243
354-U1452B-36F-1-A,85,150,180.85,181.5,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,light gray,,,,,,,,burrows,,,,,,,,354,U1452,B,36,F,1,A,,,,244
