Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Bottom contact or boundary geometry,Bottom contact or boundary attitude,Bedding thickness of MAJOR lithology,Interbed lithology,Thickness of interbeds,INTERPRETATION - Turbiditic or Hemipelagic,TEPHRA type,Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name
354-U1453A-15F-1-A,0,84,76.6,77.44,,,clay [Leg210],,clay,clay,clay,,gray,gradational,horizontal,thin bed [B01],silt [Leg210],very thin bed [B01],,,,,,,,,,,354,U1453,A,15,F,1,A,,,
354-U1453A-15F-1-A,84,94,77.44,77.54,,,silt [Leg210],,silt,silt,silt,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1453,A,15,F,1,A,,,
354-U1453A-15F-1-A,94,108,77.54,77.68,,,clay [Leg210],,clay,clay,clay,,gray,,,,,,,,,,,,,,,,354,U1453,A,15,F,1,A,,,
354-U1453A-15F-2-A,0,141,77.68,79.09,,,sand [Leg210],,sand,sand,sand,,gray,,,,,,,,,,,,,,,,354,U1453,A,15,F,2,A,,,
354-U1453A-15F-3-A,0,95,79.14,80.09,,,sand [Leg210],,sand,sand,sand,,gray,,,,,,,,,,,,,,,,354,U1453,A,15,F,3,A,,,
354-U1453A-15F-4-A,0,80,80.09,80.89,,,sand [Leg210],,sand,sand,sand,,gray,,,,,,,,,,,,,,,,354,U1453,A,15,F,4,A,,,
354-U1453A-15F-CC-A,0,15,80.89,81.04,,,sand [Leg210],,sand,sand,sand,,gray,,,,,,,,,,,,,,,,354,U1453,A,15,F,CC,A,,,
354-U1453A-16F-1-A,0,37,81.3,81.67,,,sand [Leg210],,sand,sand,sand,,dark gray,sharp irregular,,,,,,,normally graded,,,,,,,,354,U1453,A,16,F,1,A,,,
354-U1453A-16F-1-A,37,70,81.67,82,,,clay [Leg210],with silt [2014],clay,clay with silt,clay with silt,,dark gray,gradational,,,,,,,,flow-in deformation,,,,,,,354,U1453,A,16,F,1,A,,,
354-U1453A-16F-1-A,70,150,82,82.8,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,,,,,,,,,,,,,,,,,354,U1453,A,16,F,1,A,,,
354-U1453A-16F-2-A,0,120,82.8,84,,,sand [Leg210],,sand,sand,sand,,dark gray,sharp irregular,,,,,,,normally graded,,,,,,,,354,U1453,A,16,F,2,A,,,
354-U1453A-16F-2-A,120,150,84,84.3,,,clay [Leg210],,clay,clay,clay,,,,,,,,,,,flow-in deformation,,,,,,,354,U1453,A,16,F,2,A,,,
354-U1453A-16F-3-A,0,20,84.3,84.5,,,sand [Leg210],,sand,sand,sand,,dark gray,sharp planar,,,,,,,,,,,,,,,354,U1453,A,16,F,3,A,,,
354-U1453A-16F-3-A,20,110,84.5,85.4,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,,,,,,,,,,flow-in deformation,,,,,,,354,U1453,A,16,F,3,A,,,
354-U1453A-16F-4-A,0,59,85.4,85.99,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,,,,,,,,,,flow-in deformation,,,,,,,354,U1453,A,16,F,4,A,,,
354-U1453A-17F-1-A,0,31,86,86.31,,,clay [Leg210],,clay,clay,clay,,gray,gradational,,thin bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1453,A,17,F,1,A,,,
354-U1453A-17F-1-A,31,93,86.31,86.93,,,silt [Leg210],,silt,silt,silt,,gray,sharp planar,horizontal,medium bed [B01],clay [Leg210],thin bed [B01],,,,,,,,,,,354,U1453,A,17,F,1,A,,,
354-U1453A-17F-1-A,93,150,86.93,87.5,,,clay [Leg210],with silt [2014],clay,clay with silt,clay with silt,,gray,,,,,,,,,,,,,,,,354,U1453,A,17,F,1,A,,,
354-U1453A-17F-2-A,0,58,87.5,88.08,,,clay [Leg210],,clay,clay,clay,,gray,gradational,,thin bed [B01],silt [Leg210],very thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1453,A,17,F,2,A,,,
354-U1453A-17F-2-A,58,68,88.08,88.18,,,silt [Leg210],,silt,silt,silt,,gray,sharp planar,,,,,,,parallel lamination,,,,,,,,354,U1453,A,17,F,2,A,,,
354-U1453A-17F-2-A,68,90,88.18,88.4,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,,medium bed [B01],silt [Leg210],very thin bed [B01],,,,,,,,,,,354,U1453,A,17,F,2,A,,,
354-U1453A-17F-2-A,90,150,88.4,89,,,sand [Leg210],,sand,sand,sand,,gray,,,medium bed [B01],clay [Leg210],thin bed [B01],,,normally graded,,,,,,,,354,U1453,A,17,F,2,A,,,
354-U1453A-17F-3-A,0,99,89,89.99,,,clay [Leg210],,clay,clay,clay,,gray,sharp planar,horizontal,thick bed [B01],silt [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1453,A,17,F,3,A,,,
354-U1453A-17F-3-A,99,110,89.99,90.1,,,sand [Leg210],,sand,sand,sand,,gray,,,,,,,,normally graded,,,,,,,,354,U1453,A,17,F,3,A,,,
354-U1453A-17F-4-A,0,44,90.1,90.54,,,sand [Leg210],,sand,sand,sand,,gray,sharp irregular,,,,,,,normally graded,,,,,,,,354,U1453,A,17,F,4,A,,,
354-U1453A-17F-4-A,44,61,90.54,90.71,,,clay [Leg210],,clay,clay,clay,,gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1453,A,17,F,4,A,,,
354-U1453A-17F-CC-A,0,23,90.71,90.94,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,gray,,,medium bed [B01],silt [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1453,A,17,F,CC,A,,,
354-U1453A-18F-1-A,0,142,90.7,92.12,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1453,A,18,F,1,A,,,
354-U1453A-18F-2-A,0,120,92.12,93.32,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1453,A,18,F,2,A,,,
354-U1453A-18F-3-A,0,125,93.32,94.57,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1453,A,18,F,3,A,,,
354-U1453A-19F-1-A,0,10,95.4,95.5,,,clay [Leg210],,clay,clay,clay,,gray,gradational,,,,,,,,,,,,,,,354,U1453,A,19,F,1,A,,,
354-U1453A-19F-1-A,10,146,95.5,96.86,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,gray,,,,,,,,,,,,,,,,354,U1453,A,19,F,1,A,,,
354-U1453A-19F-2-A,0,82,96.9,97.72,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,gray,,,,,,,,,,,,,,,,354,U1453,A,19,F,2,A,,,
354-U1453A-19F-2-A,82,150,97.72,98.4,,,sand [Leg210],with clay [2014],sand,sand with clay,sand with clay,,,,,,,,,,,,,,,,,,354,U1453,A,19,F,2,A,,,
354-U1453A-19F-3-A,0,110,98.4,99.5,,,sand [Leg210],with clay [2014],sand,sand with clay,sand with clay,,gray,,,,,,,,,,,,,,,,354,U1453,A,19,F,3,A,,,
354-U1453A-19F-4-A,0,69,99.5,100.19,,,sand [Leg210],with clay [2014],sand,sand with clay,sand with clay,,,,,,,,,,,,,,,,,,354,U1453,A,19,F,4,A,,,
354-U1453A-19F-CC-A,0,25,100.19,100.44,,,sand [Leg210],with clay [2014],sand,sand with clay,sand with clay,,,,,,,,,,,,,,,,,,354,U1453,A,19,F,CC,A,,,
354-U1453A-20F-1-A,0,2,100.1,100.12,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,greenish gray,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1453,A,20,F,1,A,,,
354-U1453A-20F-1-A,2,18,100.12,100.28,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1453,A,20,F,1,A,,,
354-U1453A-20F-1-A,18,94,100.28,101.04,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,inclined,thin bed [B01],silt [Leg210],very thin bed [B01],,,,,,,"layer of fine sand with mica at 72-74 cm, sharp upper and lower boundary",,,,354,U1453,A,20,F,1,A,,,
354-U1453A-20F-1-A,94,144,101.04,101.54,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1453,A,20,F,1,A,,,
354-U1453A-20F-2-A,0,130,101.54,102.84,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1453,A,20,F,2,A,,,
354-U1453A-20F-3-A,0,122,102.84,104.06,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1453,A,20,F,3,A,,,
354-U1453A-21F-1-A,0,9,104.8,104.89,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp irregular,inclined,,,,,,,,,,,,,,354,U1453,A,21,F,1,A,,,
354-U1453A-21F-1-A,9,64,104.89,105.44,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,sub-horizontal,lamina [M&W53],silt [Leg210],lamina [M&W53],,,,,,,,,,,354,U1453,A,21,F,1,A,,,
354-U1453A-21F-1-A,64,76,105.44,105.56,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp irregular,inclined,,,,,,normally graded,,,,,,,,354,U1453,A,21,F,1,A,,,
354-U1453A-21F-1-A,76,90,105.56,105.7,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,sub-horizontal,very thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,,,,,354,U1453,A,21,F,1,A,,,
354-U1453A-21F-1-A,90,113,105.7,105.93,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp irregular,inclined,,,,,,normally graded,,,,,,,,354,U1453,A,21,F,1,A,,,
354-U1453A-21F-1-A,113,149,105.93,106.29,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,sub-horizontal,very thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,,,,,354,U1453,A,21,F,1,A,,,
354-U1453A-21F-2-A,0,22,106.29,106.51,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp irregular,inclined,,,,,,,,,,,,,,354,U1453,A,21,F,2,A,,,
354-U1453A-21F-2-A,22,150,106.51,107.79,,sandy [Leg339],clay [Leg210],with nannofossils [2014],sandy clay,sandy clay with nannofossils,clay with nannofossils,,greenish gray,,,,,,,,,,,,,,,,354,U1453,A,21,F,2,A,,,
354-U1453A-21F-3-A,0,91,107.79,108.7,,sandy [Leg339],clay [Leg210],with nannofossils [2014],sandy clay,sandy clay with nannofossils,clay with nannofossils,,greenish gray,,,,,,,,,,,,,,,,354,U1453,A,21,F,3,A,,,
354-U1453A-22F-1-A,0,142,109.5,110.92,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1453,A,22,F,1,A,,,
354-U1453A-22F-2-A,0,126,110.92,112.18,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1453,A,22,F,2,A,,,
354-U1453A-22F-3-A,0,74,112.18,112.92,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1453,A,22,F,3,A,,,
354-U1453A-22F-4-A,0,76,112.92,113.68,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1453,A,22,F,4,A,,,
354-U1453A-23F-1-A,0,150,114.2,115.7,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,thin bed [B01],silt [Leg210],very thin bed [B01],,,parallel lamination,,,,,,,,354,U1453,A,23,F,1,A,,,
354-U1453A-23F-2-A,0,140,115.7,117.1,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,thin bed [B01],silt [Leg210],very thin bed [B01],,,parallel lamination,,,,silt layers are quartz and feldspar rich (light gray color),,,,354,U1453,A,23,F,2,A,,,
354-U1453A-23F-3-A,0,88,117.1,117.98,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,sharp irregular,inclined,thin bed [B01],silt [Leg210],very thin bed [B01],,,parallel lamination,,,,silt layers are quartz and feldspar rich (light gray color),,,,354,U1453,A,23,F,3,A,,,
354-U1453A-23F-3-A,88,112,117.98,118.22,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,,,,,,,,,354,U1453,A,23,F,3,A,,,
354-U1453A-23F-4-A,0,73,118.22,118.95,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,,,,,,,,,354,U1453,A,23,F,4,A,,,
354-U1453A-23F-CC-A,0,18,118.95,119.13,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,,,,,,,,,354,U1453,A,23,F,CC,A,,,
354-U1453A-24F-1-A,0,20,118.9,119.1,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,sharp planar,sub-horizontal,,,,T,,,,,,,,,,354,U1453,A,24,F,1,A,,,
354-U1453A-24F-1-A,20,37,119.1,119.27,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,sharp planar,sub-horizontal,thin bed [B01],clay [Leg210],very thin bed [B01],T,,normally graded,,,,,,,,354,U1453,A,24,F,1,A,,,
354-U1453A-24F-1-A,37,76,119.27,119.66,,silty [Leg339],clay [Leg210],with mica,silty clay,silty clay with mica,clay with mica,,dark gray,sharp planar,sub-horizontal,thin bed [B01],silt [Leg210],thin bed [B01],T,,normally graded,,,,,,,,354,U1453,A,24,F,1,A,,,
354-U1453A-24F-1-A,76,150,119.66,120.4,,silty [Leg339],clay [Leg210],with mica,silty clay,silty clay with mica,clay with mica,,dark gray,,,,,,T,,normally graded,,,,two turbidites grading from silty clay to clay,,,,354,U1453,A,24,F,1,A,,,
354-U1453A-24F-2-A,0,147,120.4,121.87,,silty [Leg339],clay [Leg210],with mica,silty clay,silty clay with mica,clay with mica,,dark gray,,,,,,T,,normally graded,,,,two turbidites grading from silty clay to clay,,,,354,U1453,A,24,F,2,A,,,
354-U1453A-24F-3-A,0,124,121.87,123.11,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1453,A,24,F,3,A,,,
354-U1453A-24F-CC-A,0,15,123.11,123.26,,silty [Leg339],clay [Leg210],with mica,silty clay,silty clay with mica,clay with mica,,dark gray,,,,,,,,,,,,,,,,354,U1453,A,24,F,CC,A,,,
354-U1453A-25F-1-A,0,100,123.6,124.6,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1453,A,25,F,1,A,,,
354-U1453A-25F-2-A,0,135,124.53,125.88,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1453,A,25,F,2,A,,,
354-U1453A-25F-3-A,0,100,125.78,126.78,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1453,A,25,F,3,A,,,
354-U1453A-25F-4-A,0,75,126.67,127.42,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1453,A,25,F,4,A,,,
354-U1453A-26F-1-A,0,89,128.3,129.19,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1453,A,26,F,1,A,,,
354-U1453A-26F-2-A,0,118,129.19,130.37,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1453,A,26,F,2,A,,,
354-U1453A-26F-3-A,0,88,130.37,131.25,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1453,A,26,F,3,A,,,
354-U1453A-26F-4-A,0,85,131.25,132.1,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1453,A,26,F,4,A,,,
354-U1453A-26F-CC-A,0,15,132.1,132.25,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1453,A,26,F,CC,A,,,
354-U1453A-27F-1-A,0,50,133,133.5,,,clay [Leg210],,clay,clay,clay,,gray,sharp planar,horizontal,medium bed [B01],silt [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1453,A,27,F,1,A,,,
354-U1453A-27F-1-A,50,63,133.5,133.63,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light gray,sharp irregular,,,,,,,burrows,,,,,,,,354,U1453,A,27,F,1,A,,,
354-U1453A-27F-1-A,63,138,133.63,134.38,,,sand [Leg210],,sand,sand,sand,,dark gray,,,thick bed [B01],clay [Leg210],thin bed [B01],,,mud clast,,,,,,,,354,U1453,A,27,F,1,A,,,
354-U1453A-27F-2-A,0,150,134.5,136,,,sand [Leg210],,sand,sand,sand,,dark gray,,,thick bed [B01],clay [Leg210],thin bed [B01],,,normally graded,,,,,,,,354,U1453,A,27,F,2,A,,,
354-U1453A-27F-3-A,0,90,136,136.9,,,sand [Leg210],,sand,sand,sand,,dark gray,,,thick bed [B01],clay [Leg210],thin bed [B01],,,mud clast,,,,,,,,354,U1453,A,27,F,3,A,,,
354-U1453A-27F-3-A,90,116,136.9,137.16,,,clay [Leg210],,clay,clay,clay,,gray,,,medium bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1453,A,27,F,3,A,,,
354-U1453A-27F-CC-A,0,15,137.16,137.31,,,clay [Leg210],,clay,clay,clay,,gray,,,,,,,,,,,,,,,,354,U1453,A,27,F,CC,A,,,
354-U1453A-28F-1-A,0,63,137.7,138.33,,,sand [Leg210],,sand,sand,sand,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1453,A,28,F,1,A,,,
354-U1453A-28F-1-A,63,100,138.33,138.7,,,clay [Leg210],,clay,clay,clay,,gray,sharp irregular,,,,,,,,,,,Flow-in disturbance,,,,354,U1453,A,28,F,1,A,,,
354-U1453A-28F-1-A,100,126,138.7,138.96,,,silt [Leg210],,silt,silt,silt,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1453,A,28,F,1,A,,,
354-U1453A-28F-1-A,126,150,138.96,139.2,,,clay [Leg210],,clay,clay,clay,,gray,,,medium bed [B01],silt [Leg210],very thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1453,A,28,F,1,A,,,
354-U1453A-28F-2-A,0,124,139.2,140.44,,,clay [Leg210],,clay,clay,clay,,gray,sharp planar,,thick bed [B01],silt [Leg210],very thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1453,A,28,F,2,A,,,
354-U1453A-28F-2-A,124,150,140.44,140.7,,,sand [Leg210],,sand,sand,sand,,gray,,,,,,,,normally graded,,,,,,,,354,U1453,A,28,F,2,A,,,
354-U1453A-28F-3-A,0,152,140.7,142.22,,,sand [Leg210],,sand,sand,sand,,gray,,,,,,,,,,,,,,,,354,U1453,A,28,F,3,A,,,
354-U1453A-28F-CC-A,0,5,142.22,142.27,,,sand [Leg210],,sand,sand,sand,,gray,,,,,,,,,,,,,,,,354,U1453,A,28,F,CC,A,,,
354-U1453A-29H-1-A,0,63,142.4,143.03,,,clay [Leg210],,clay,clay,clay,,dark gray,,,thin bed [B01],silt [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1453,A,29,H,1,A,,,
354-U1453A-29H-2-A,0,74,143.03,143.77,,,clay [Leg210],,clay,clay,clay,,dark gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1453,A,29,H,2,A,,,
354-U1453A-29H-3-A,0,150,143.77,145.27,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,gray,,,,,,,,burrows,,,,,,,,354,U1453,A,29,H,3,A,,,
354-U1453A-29H-4-A,0,150,145.27,146.77,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,gray,,,,,,,,burrows,,,,,,,,354,U1453,A,29,H,4,A,,,
354-U1453A-29H-5-A,0,108,146.77,147.85,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,gray,,,,,,,,burrows,,,,,,,,354,U1453,A,29,H,5,A,,,
354-U1453A-29H-6-A,0,36,147.85,148.21,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,gray,,,,,,,,,,,,flow-in deformation,,,,354,U1453,A,29,H,6,A,,,
354-U1453A-29H-7-A,0,84,148.21,149.05,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,gray,,,,,,,,,,,,flow-in deformation,,,,354,U1453,A,29,H,7,A,,,
354-U1453A-30F-1-A,0,109,149.4,150.49,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light gray,gradational,,,,,,,mottling [BJ80],,,,,,,,354,U1453,A,30,F,1,A,,,
354-U1453A-30F-1-A,109,118,150.49,150.58,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,gradational,,,,,,,burrows,,,,,,,,354,U1453,A,30,F,1,A,,,
354-U1453A-30F-1-A,118,150,150.58,150.9,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1453,A,30,F,1,A,,,
354-U1453A-30F-2-A,0,103,150.9,151.93,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1453,A,30,F,2,A,,,
354-U1453A-30F-2-A,103,108,151.93,151.98,,,clay [Leg210],,clay,clay,clay,,light brown,gradational,,very thin bed [B01],silt [Leg210],lamina [M&W53],,,,"Well sorted, well rounded silt size quartz and feldspar.",,,,,,,354,U1453,A,30,F,2,A,,,
354-U1453A-30F-2-A,108,142,151.98,152.32,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light gray,gradational,,,,,,,mottling [BJ80],,,,,,,,354,U1453,A,30,F,2,A,,,
354-U1453A-30F-2-A,142,150,152.32,152.4,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,brown,,,,,,,,,,,,,,,,354,U1453,A,30,F,2,A,,,
354-U1453A-30F-3-A,0,24,152.4,152.64,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,brown,,,,,,,,,,,,,,,,354,U1453,A,30,F,3,A,,,
354-U1453A-30F-3-A,24,31,152.64,152.71,,,volcanic ash [MMK88],,volcanic ash,volcanic ash,volcanic ash,,light brown,sharp irregular,,,,,,,,,,,Green layer at the base of ash probably smectite,,,,354,U1453,A,30,F,3,A,,,
354-U1453A-30F-3-A,31,94,152.71,153.34,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light gray,gradational,,,,,,,mottling [BJ80],,,,,,,,354,U1453,A,30,F,3,A,,,
354-U1453A-30F-3-A,94,100,153.34,153.4,,,silt [Leg210],,silt,silt,silt,,light brown,sharp planar,,,,,,,parallel lamination,,,,,,,,354,U1453,A,30,F,3,A,,,
354-U1453A-30F-3-A,100,111,153.4,153.51,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light gray,gradational,,,,,,,mottling [BJ80],,,,,,,,354,U1453,A,30,F,3,A,,,
354-U1453A-30F-4-A,0,54,153.51,154.05,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light gray,gradational,,,,,,,mottling [BJ80],,,,,,,,354,U1453,A,30,F,4,A,,,
354-U1453A-30F-CC-A,0,14,154.05,154.19,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light gray,gradational,,,,,,,mottling [BJ80],,,,,,,,354,U1453,A,30,F,CC,A,,,
354-U1453A-31F-1-A,0,79,154.1,154.89,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light gray,bioturbated,,,,,,,mottling [BJ80],,,,,,,,354,U1453,A,31,F,1,A,,,
354-U1453A-31F-1-A,79,103,154.89,155.13,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,bioturbated,,,,,,,burrows,,,,,,,,354,U1453,A,31,F,1,A,,,
354-U1453A-31F-1-A,103,150,155.13,155.6,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light gray,bioturbated,,,,,,,mottling [BJ80],,,,,,,,354,U1453,A,31,F,1,A,,,
354-U1453A-31F-2-A,0,57,155.6,156.17,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,bioturbated,,,,,,,burrows,,,,,,,,354,U1453,A,31,F,2,A,,,
354-U1453A-31F-2-A,57,110,156.17,156.7,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light gray,bioturbated,,,,,,,mottling [BJ80],,,,,,,,354,U1453,A,31,F,2,A,,,
354-U1453A-31F-2-A,110,126,156.7,156.86,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,bioturbated,,,,,,,burrows,,,,,,,,354,U1453,A,31,F,2,A,,,
354-U1453A-31F-2-A,126,150,156.86,157.1,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light gray,bioturbated,,,,,,,mottling [BJ80],,,,,,,,354,U1453,A,31,F,2,A,,,
354-U1453A-31F-3-A,0,67,157.1,157.77,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light gray,bioturbated,,,,,,,mottling [BJ80],,,,,,,,354,U1453,A,31,F,3,A,,,
354-U1453A-31F-3-A,67,76,157.77,157.86,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,bioturbated,,,,,,,burrows,,,,,,,,354,U1453,A,31,F,3,A,,,
354-U1453A-31F-3-A,76,85,157.86,157.95,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light gray,bioturbated,,,,,,,mottling [BJ80],,,,,,,,354,U1453,A,31,F,3,A,,,
354-U1453A-31F-3-A,85,95,157.95,158.05,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,bioturbated,,,,,,,burrows,,,,,,,,354,U1453,A,31,F,3,A,,,
