Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,REFERENCE,Lithology Prefix,COMPLETE NAME,LITHOLOGY [%],LITHIFICATION,COLOR,GRAVEL SIZE CLASTLITHOLOGY,GRAVEL SIZE CLASTSHAPE,GRAVEL SIZE CLASTROUNDNESS,VOLCANICLASTIC GRAINS,COMMENTS,PHENOCRYST ABUNDANCE,PHENOCRYST COMPOSITION,PHENOCRYST GRAIN SIZE (mm),GROUNDMASS GRAIN SIZE (mm),GROUNDMASS COLOUR,VESICLE ABUNDANCE,VESICLE SHAPE,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
323-U1341B-8H-3-A,323,U1341,B,8,8-3,H,3,A,0,60,68.7,69.3,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,130
323-U1341B-8H-4-A,323,U1341,B,8,8-4,H,4,A,0,150,70.2,71.7,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,131
323-U1341B-8H-5,323,U1341,B,8,8-5,H,5,,0,30,71.7,72,diatom clay,Leg 323,,diatom clay,100,soft,5Y 5/2,,,,,,,,,,,,,,,,,132
323-U1341B-8H-5,323,U1341,B,8,8-5,H,5,,30,82,72,72.52,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 5/3,,,,,,,,,,,,,,,,,133
323-U1341B-8H-5,323,U1341,B,8,8-5,H,5,,82,120,72.52,72.9,diatom clay,Leg 323,,diatom clay,100,soft,5Y 4/1 ,,,,,,,,,,,,,,,,,134
323-U1341B-8H-5,323,U1341,B,8,8-5,H,5,,120,150,72.9,73.2,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 5/2,,,,,,,,,,,,,,,,,135
323-U1341B-8H-6,323,U1341,B,8,8-6,H,6,,110,150,74.3,74.7,diatom clay,Leg 323,,diatom clay,100,soft,5Y 4/1 ,,,,,,,,,,,,,,,,,136
323-U1341B-8H-6,323,U1341,B,8,8-6,H,6,,150,150,74.7,74.7,diatom clay,Leg 323,,diatom clay,100,soft,5Y 4/1 ,,,,,,,,,,,,,,,,,137
323-U1341B-8H-6-A,323,U1341,B,8,8-6,H,6,A,0,110,73.2,74.3,diatom ooze,Leg 323,foraminifer-bearing nannofossil-rich,foraminifer-bearing nannofossil-rich diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,138
323-U1341B-8H-7-A,323,U1341,B,8,8-7,H,7,A,0,88,74.7,75.58,diatom ooze,Leg 323,foraminifer-bearing nannofossil-rich,foraminifer-bearing nannofossil-rich diatom ooze,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,,139
323-U1341B-8H-CC-A,323,U1341,B,8,8-CC,H,CC,A,0,17,75.58,75.75,diatom ooze,Leg 323,foraminifer-bearing nannofossil-rich,foraminifer-bearing nannofossil-rich diatom ooze,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,,140
323-U1341B-9H-1-A,323,U1341,B,9,9-1,H,1,A,0,150,75.2,76.7,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,141
323-U1341B-9H-2-A,323,U1341,B,9,9-2,H,2,A,0,50,76.7,77.2,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,142
323-U1341B-9H-2-A,323,U1341,B,9,9-2,H,2,A,50,125,77.2,77.95,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,143
323-U1341B-9H-2-A,323,U1341,B,9,9-2,H,2,A,125,150,77.95,78.2,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/3,,,,,,,,,,,,,,,,,144
323-U1341B-9H-3-A,323,U1341,B,9,9-3,H,3,A,0,70,78.2,78.9,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/3,,,,,,,,,,,,,,,,,145
323-U1341B-9H-3-A,323,U1341,B,9,9-3,H,3,A,70,150,78.9,79.7,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,146
323-U1341B-9H-4-A,323,U1341,B,9,9-4,H,4,A,0,150,79.7,81.2,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,147
323-U1341B-9H-5-A,323,U1341,B,9,9-5,H,5,A,0,10,81.2,81.3,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,148
323-U1341B-9H-5-A,323,U1341,B,9,9-5,H,5,A,10,123,81.3,82.43,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,149
323-U1341B-9H-5-A,323,U1341,B,9,9-5,H,5,A,123,150,82.43,82.7,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,150
323-U1341B-9H-6-A,323,U1341,B,9,9-6,H,6,A,0,50,82.7,83.2,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,151
323-U1341B-9H-6-A,323,U1341,B,9,9-6,H,6,A,50,150,83.2,84.2,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,152
323-U1341B-9H-7-A,323,U1341,B,9,9-7,H,7,A,0,76,84.2,84.96,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,153
323-U1341B-9H-CC-A,323,U1341,B,9,9-CC,H,CC,A,0,27,84.96,85.23,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,154
323-U1341B-10H-1-A,323,U1341,B,10,10-1,H,1,A,0,150,84.7,86.2,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,155
323-U1341B-10H-2-A,323,U1341,B,10,10-2,H,2,A,0,100,86.2,87.2,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,156
323-U1341B-10H-2-A,323,U1341,B,10,10-2,H,2,A,100,140,87.2,87.6,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,157
323-U1341B-10H-2-A,323,U1341,B,10,10-2,H,2,A,140,150,87.6,87.7,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,158
323-U1341B-10H-3-A,323,U1341,B,10,10-3,H,3,A,0,70,87.7,88.4,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,159
323-U1341B-10H-3-A,323,U1341,B,10,10-3,H,3,A,70,93,88.4,88.63,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,160
323-U1341B-10H-3-A,323,U1341,B,10,10-3,H,3,A,93,150,88.63,89.2,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,161
323-U1341B-10H-4-A,323,U1341,B,10,10-4,H,4,A,0,60,89.2,89.8,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,162
323-U1341B-10H-4-A,323,U1341,B,10,10-4,H,4,A,60,105,89.8,90.25,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,163
323-U1341B-10H-4-A,323,U1341,B,10,10-4,H,4,A,105,140,90.25,90.6,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,164
323-U1341B-10H-4-A,323,U1341,B,10,10-4,H,4,A,140,150,90.6,90.7,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/3,,,,,,,,,,,,,,,,,165
323-U1341B-10H-5-A,323,U1341,B,10,10-5,H,5,A,0,100,90.7,91.7,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/3,,,,,,,,,,,,,,,,,166
323-U1341B-10H-5-A,323,U1341,B,10,10-5,H,5,A,100,150,91.7,92.2,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,167
323-U1341B-10H-6-A,323,U1341,B,10,10-6,H,6,A,0,30,92.2,92.5,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,168
323-U1341B-10H-6-A,323,U1341,B,10,10-6,H,6,A,30,100,92.5,93.2,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,169
323-U1341B-10H-7-A,323,U1341,B,10,10-7,H,7,A,0,30,93.2,93.5,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,170
323-U1341B-10H-7-A,323,U1341,B,10,10-7,H,7,A,30,75,93.5,93.95,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,171
323-U1341B-10H-CC-A,323,U1341,B,10,10-CC,H,CC,A,0,27,93.94,94.21,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,172
323-U1341B-11H-1-A,323,U1341,B,11,11-1,H,1,A,0,40,94.2,94.6,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/2,,,,,,,,,,,,,,,,,173
323-U1341B-11H-1-A,323,U1341,B,11,11-1,H,1,A,40,150,94.6,95.7,diatom silt,Leg 323,sponge spicule-bearing,sponge spicule-bearing diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,174
323-U1341B-11H-2-A,323,U1341,B,11,11-2,H,2,A,0,48,95.7,96.18,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/2,,,,,,,,,,,,,,,,,175
323-U1341B-11H-2-A,323,U1341,B,11,11-2,H,2,A,48,150,96.18,97.2,diatom silt,Leg 323,sponge spicule-bearing,sponge spicule-bearing diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,176
323-U1341B-11H-3-A,323,U1341,B,11,11-3,H,3,A,0,20,97.2,97.4,diatom silt,Leg 323,sponge spicule-bearing,sponge spicule-bearing diatom silt,,soft,10Y 5/1,,,,,,,,,,,,,,,,,177
323-U1341B-11H-3-A,323,U1341,B,11,11-3,H,3,A,20,110,97.4,98.3,diatom silt,Leg 323,sponge spicule-bearing,sponge spicule-bearing diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,178
323-U1341B-11H-3-A,323,U1341,B,11,11-3,H,3,A,110,150,98.3,98.7,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,179
323-U1341B-11H-4-A,323,U1341,B,11,11-4,H,4,A,0,5,98.7,98.75,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,180
323-U1341B-11H-4-A,323,U1341,B,11,11-4,H,4,A,5,150,98.75,100.2,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/3,,,,,,,,,,,,,,,,,181
323-U1341B-11H-5-A,323,U1341,B,11,11-5,H,5,A,0,150,100.2,101.7,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/3,,,,,,,,,,,,,,,,,182
323-U1341B-11H-6-A,323,U1341,B,11,11-6,H,6,A,0,30,101.7,102,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/3,,,,,,,,,,,,,,,,,183
323-U1341B-11H-6-A,323,U1341,B,11,11-6,H,6,A,30,150,102,103.2,diatom silt,Leg 323,sponge spicule-bearing,sponge spicule-bearing diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,184
323-U1341B-11H-7-A,323,U1341,B,11,11-7,H,7,A,0,40,103.2,103.6,diatom silt,Leg 323,sponge spicule-bearing,sponge spicule-bearing diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,185
323-U1341B-11H-7-A,323,U1341,B,11,11-7,H,7,A,40,83,103.6,104.03,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,186
323-U1341B-11H-CC-A,323,U1341,B,11,11-CC,H,CC,A,0,21,104.03,104.24,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,187
323-U1341B-12H-1-A,323,U1341,B,12,12-1,H,1,A,0,10,103.7,103.8,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,188
323-U1341B-12H-1-A,323,U1341,B,12,12-1,H,1,A,10,110,103.8,104.8,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,189
323-U1341B-12H-1-A,323,U1341,B,12,12-1,H,1,A,110,135,104.8,105.05,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,190
323-U1341B-12H-1-A,323,U1341,B,12,12-1,H,1,A,135,150,105.05,105.2,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,191
323-U1341B-12H-2-A,323,U1341,B,12,12-2,H,2,A,0,150,105.2,106.7,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,192
323-U1341B-12H-3-A,323,U1341,B,12,12-3,H,3,A,0,50,106.7,107.2,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,193
323-U1341B-12H-3-A,323,U1341,B,12,12-3,H,3,A,50,150,107.2,108.2,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,194
323-U1341B-12H-4-A,323,U1341,B,12,12-4,H,4,A,0,70,108.2,108.9,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,195
323-U1341B-12H-4-A,323,U1341,B,12,12-4,H,4,A,70,150,108.9,109.7,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,196
323-U1341B-12H-5-A,323,U1341,B,12,12-5,H,5,A,0,20,109.7,109.9,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,197
323-U1341B-12H-5-A,323,U1341,B,12,12-5,H,5,A,20,65,109.9,110.35,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,198
323-U1341B-12H-5-A,323,U1341,B,12,12-5,H,5,A,65,120,110.35,110.9,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,199
323-U1341B-12H-5-A,323,U1341,B,12,12-5,H,5,A,120,150,110.9,111.2,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,200
323-U1341B-12H-6-A,323,U1341,B,12,12-6,H,6,A,0,75,111.2,111.95,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,201
323-U1341B-12H-6-A,323,U1341,B,12,12-6,H,6,A,75,95,111.95,112.15,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,202
323-U1341B-12H-6-A,323,U1341,B,12,12-6,H,6,A,95,150,112.15,112.7,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,203
323-U1341B-12H-7-A,323,U1341,B,12,12-7,H,7,A,0,65,112.7,113.35,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,204
323-U1341B-12H-CC-A,323,U1341,B,12,12-CC,H,CC,A,0,23,113.35,113.58,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,205
323-U1341B-13H-1-A,323,U1341,B,13,13-1,H,1,A,0,70,113.2,113.9,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,206
323-U1341B-13H-1-A,323,U1341,B,13,13-1,H,1,A,70,90,113.9,114.1,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,207
323-U1341B-13H-1-A,323,U1341,B,13,13-1,H,1,A,90,100,114.1,114.2,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,208
323-U1341B-13H-1-A,323,U1341,B,13,13-1,H,1,A,100,110,114.2,114.3,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,209
323-U1341B-13H-1-A,323,U1341,B,13,13-1,H,1,A,110,150,114.3,114.7,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,210
323-U1341B-13H-2-A,323,U1341,B,13,13-2,H,2,A,0,40,114.7,115.1,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,211
323-U1341B-13H-2-A,323,U1341,B,13,13-2,H,2,A,40,150,115.1,116.2,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,212
323-U1341B-13H-3-A,323,U1341,B,13,13-3,H,3,A,0,15,116.2,116.35,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/3,,,,,,,,,,,,,,,,,213
323-U1341B-13H-3-A,323,U1341,B,13,13-3,H,3,A,15,125,116.35,117.45,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,214
323-U1341B-13H-3-A,323,U1341,B,13,13-3,H,3,A,125,150,117.45,117.7,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/3,,,,,,,,,,,,,,,,,215
323-U1341B-13H-4-A,323,U1341,B,13,13-4,H,4,A,0,25,117.7,117.95,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/3,,,,,,,,,,,,,,,,,216
323-U1341B-13H-4-A,323,U1341,B,13,13-4,H,4,A,25,150,117.95,119.2,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,217
323-U1341B-13H-5-A,323,U1341,B,13,13-5,H,5,A,0,107,119.2,120.27,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,218
323-U1341B-13H-5-A,323,U1341,B,13,13-5,H,5,A,107,150,120.27,120.7,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,219
323-U1341B-13H-6-A,323,U1341,B,13,13-6,H,6,A,0,150,120.7,122.2,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,220
323-U1341B-13H-7-A,323,U1341,B,13,13-7,H,7,A,0,72,122.2,122.92,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,221
323-U1341B-13H-CC-A,323,U1341,B,13,13-CC,H,CC,A,0,31,122.92,123.23,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,222
323-U1341B-14H-1-A,323,U1341,B,14,14-1,H,1,A,0,90,122.7,123.6,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,223
323-U1341B-14H-1-A,323,U1341,B,14,14-1,H,1,A,90,150,123.6,124.2,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,224
323-U1341B-14H-2-A,323,U1341,B,14,14-2,H,2,A,0,50,124.2,124.7,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,225
323-U1341B-14H-2-A,323,U1341,B,14,14-2,H,2,A,50,150,124.7,125.7,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,226
323-U1341B-14H-3-A,323,U1341,B,14,14-3,H,3,A,0,150,125.7,127.2,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,227
323-U1341B-14H-4-A,323,U1341,B,14,14-4,H,4,A,0,28,127.2,127.48,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,,228
323-U1341B-14H-4-A,323,U1341,B,14,14-4,H,4,A,28,150,127.48,128.7,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,,229
323-U1341B-14H-5-A,323,U1341,B,14,14-5,H,5,A,0,150,128.7,130.2,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,230
323-U1341B-14H-6-A,323,U1341,B,14,14-6,H,6,A,0,40,130.2,130.6,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,231
323-U1341B-14H-6-A,323,U1341,B,14,14-6,H,6,A,40,150,130.6,131.7,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,,232
323-U1341B-14H-7-A,323,U1341,B,14,14-7,H,7,A,0,25,131.7,131.95,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,,233
323-U1341B-14H-7-A,323,U1341,B,14,14-7,H,7,A,22,88,131.92,132.58,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,234
323-U1341B-14H-CC-A,323,U1341,B,14,14-CC,H,CC,A,0,25,132.58,132.83,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,,235
323-U1341B-15H-1-A,323,U1341,B,15,15-1,H,1,A,0,150,132.2,133.7,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/2,,,,,,,,,,,,,,,,,236
323-U1341B-15H-2-A,323,U1341,B,15,15-2,H,2,A,0,29,133.7,133.99,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/2,,,,,,,,,,,,,,,,,237
323-U1341B-15H-2-A,323,U1341,B,15,15-2,H,2,A,0,31,133.7,134.01,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,,2.5 YR 7/1,,,,,weak red ash mottling,,,,,,,,,,,,238
323-U1341B-15H-2-A,323,U1341,B,15,15-2,H,2,A,31,150,134.01,135.2,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/2,,,,,,,,,,,,,,,,,239
323-U1341B-15H-3-A,323,U1341,B,15,15-3,H,3,A,0,29,135.2,135.49,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/2,,,,,,,,,,,,,,,,,240
323-U1341B-15H-3-A,323,U1341,B,15,15-3,H,3,A,29,90,135.49,136.1,diatom silt,Leg 323,,diatom silt,,,10Y 4/1,,,,,,,,,,,,,,,,,241
323-U1341B-15H-3-A,323,U1341,B,15,15-3,H,3,A,90,150,136.1,136.7,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/2,,,,,,,,,,,,,,,,,242
323-U1341B-15H-4-A,323,U1341,B,15,15-4,H,4,A,0,26,136.7,136.96,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/2,,,,,,,,,,,,,,,,,243
323-U1341B-15H-4-A,323,U1341,B,15,15-4,H,4,A,26,46,136.96,137.16,diatom ooze,Leg 323,,diatom ooze,50,,5Y 4/2,,,,,,,,,,,,,,,,,244
323-U1341B-15H-4-A,323,U1341,B,15,15-4,H,4,A,26,46,136.96,137.16,diatom silt,Leg 323,,diatom silt,50,,10Y 4/1,,,,,,,,,,,,,,,,,245
323-U1341B-15H-4-A,323,U1341,B,15,15-4,H,4,A,46,62,137.16,137.32,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/1 ,,,,,,,,,,,,,,,,,246
323-U1341B-15H-4-A,323,U1341,B,15,15-4,H,4,A,62,67,137.32,137.37,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/2,,,,,,,,,,,,,,,,,247
323-U1341B-15H-4-A,323,U1341,B,15,15-4,H,4,A,67,73,137.37,137.43,diatom ooze,Leg 323,,diatom ooze,,,5Y 5/2,,,,,,,,,,,,,,,,,248
323-U1341B-15H-4-A,323,U1341,B,15,15-4,H,4,A,73,92,137.43,137.62,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/2,,,,,,,,,,,,,,,,,249
323-U1341B-15H-4-A,323,U1341,B,15,15-4,H,4,A,92,119,137.62,137.89,diatom silt,Leg 323,,diatom silt,,,10Y 5/1,,,,,silty,,,,,,,,,,,,250
323-U1341B-15H-4-A,323,U1341,B,15,15-4,H,4,A,119,150,137.89,138.2,diatom silt,Leg 323,,diatom silt,,,10Y 4/1,,,,,clayey,,,,,,,,,,,,251
323-U1341B-15H-5-A,323,U1341,B,15,15-5,H,5,A,0,150,138.2,139.7,diatom silt,Leg 323,,diatom silt,,,10Y 4/1,,,,,silty,,,,,,,,,,,,252
323-U1341B-15H-6-A,323,U1341,B,15,15-6,H,6,A,0,150,139.7,141.2,diatom silt,Leg 323,,diatom silt,,,10Y 4/1,,,,,silty,,,,,,,,,,,,253
323-U1341B-15H-7-A,323,U1341,B,15,15-7,H,7,A,0,80,141.2,142,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,,254
323-U1341B-16H-1-A,323,U1341,B,16,16-1,H,1,A,0,115,141.7,142.85,diatom ooze,Leg 323,,diatom ooze,,,10Y 3/1,,,,,,,,,,,,,,,,,255
323-U1341B-16H-1-A,323,U1341,B,16,16-1,H,1,A,115,128,142.85,142.98,diatom ooze,Leg 323,,diatom ooze,,,10Y 4/1,,,,,,,,,,,,,,,,,256
323-U1341B-16H-1-A,323,U1341,B,16,16-1,H,1,A,128,132,142.98,143.02,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,,2.5Y 8/1,,,,,,,,,,,,,,,,,257
323-U1341B-16H-1-A,323,U1341,B,16,16-1,H,1,A,132,150,143.02,143.2,diatom fine ash,Leg 323,,diatom fine ash,40,,5Y 7/1,,,,,fine ash contains authigenic carbonate,,,,,,,,,,,,258
323-U1341B-16H-1-A,323,U1341,B,16,16-1,H,1,A,132,150,143.02,143.2,diatom ooze,Leg 323,,diatom ooze,60,,10Y 4/1,,,,,,,,,,,,,,,,,259
323-U1341B-16H-2-A,323,U1341,B,16,16-2,H,2,A,0,10,143.2,143.3,diatom fine ash,Leg 323,,diatom fine ash,40,,5Y 7/1,,,,,fine ash contains authigenic carbonate,,,,,,,,,,,,260
323-U1341B-16H-2-A,323,U1341,B,16,16-2,H,2,A,0,10,143.2,143.3,diatom ooze,Leg 323,,diatom ooze,60,,10Y 4/1,,,,,,,,,,,,,,,,,261
323-U1341B-16H-2-A,323,U1341,B,16,16-2,H,2,A,10,34,143.3,143.54,diatom ooze,Leg 323,,diatom ooze,,,10Y 4/1,,,,,,,,,,,,,,,,,262
323-U1341B-16H-2-A,323,U1341,B,16,16-2,H,2,A,34,96,143.54,144.16,diatom ooze,Leg 323,,diatom ooze,,,5Y 5/2,,,,,,,,,,,,,,,,,263
323-U1341B-16H-2-A,323,U1341,B,16,16-2,H,2,A,96,150,144.16,144.7,diatom ooze,Leg 323,,diatom ooze,,,10Y 4/1,,,,,,,,,,,,,,,,,264
323-U1341B-16H-3-A,323,U1341,B,16,16-3,H,3,A,0,37,144.7,145.07,diatom ooze,Leg 323,,diatom ooze,,,5Y 5/2,,,,,,,,,,,,,,,,,265
323-U1341B-16H-3-A,323,U1341,B,16,16-3,H,3,A,37,50,145.07,145.2,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/3,,,,,,,,,,,,,,,,,266
323-U1341B-16H-3-A,323,U1341,B,16,16-3,H,3,A,50,100,145.2,145.7,diatom ooze,Leg 323,,diatom ooze,,,10Y 4/1,,,,,,,,,,,,,,,,,267
