Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. Abundance (%),MAJ Lith. Ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data
342-U1406B-8H-6-A,342,U1406,B,8,8-6,H,6,A,0,150,62.96,64.46,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],10GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,"greenish, glauconitic horizons (5G 5/1): 26-29 cm, 15-21 cm< brownish (10Y 7/1), more biosiliceous-rich intervals at 61-64 cm, 68-71 cm and 79-82 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,
342-U1406B-8H-7-A,342,U1406,B,8,8-7,H,7,A,0,149,64.46,65.95,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],10GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,," brownish-gray (10Y 5/1), biosiliceous rich intervals throughout the section, but predominantly down to 54 cm, prominent layer at 46-47 cm; greenish horizon (5G 5/1) at 104-107 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,
342-U1406B-8H-CC-A,342,U1406,B,8,8-CC,H,CC,A,0,25,65.95,66.25,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],10GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,
342-U1406B-9H-1-A,342,U1406,B,9,9-1,H,1,A,0,150,67.8,69.3,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,"slightly mottled; weakly developed thin greenish layer (5G 6/1) at 96 and 105 cm; at 125 cm prominent thin (1cm) layer of sulfides (base relatively sharp, gradual transition on top)",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-9H-2-A,342,U1406,B,9,9-2,H,2,A,0,151,69.3,70.81,,nannofossil ooze [Leg339],,nannofossil ooze ,10GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,"slightly mottled, greenish layer at 93 cm; several weak greenish and grayish-brown patches

",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-9H-3-A,342,U1406,B,9,9-3,H,3,A,0,151,70.81,72.32,,nannofossil ooze [Leg339],,nannofossil ooze ,10GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,"slightly mottled, greenish layer at 64-66 cm; several weak greenish layer between 86 and 108 cm (Zoophycus burrows?), , few brownish-grayish patches
",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-9H-4-A,342,U1406,B,9,9-4,H,4,A,0,151,72.32,73.83,,nannofossil ooze [Leg339],,nannofossil ooze ,10GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,"slightly mottled, greenish layer at 139 cm cm; brownish-gray (10Y 6//1) level between 98 to 104 cm and 121-124 cm contain more forams and radiolarians than the surrounding simple nannofossil ooze; a distinctive black sulfidic level occurs at 76-77 cm

",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-9H-5-A,342,U1406,B,9,9-5,H,5,A,0,150,73.83,75.33,,nannofossil ooze [Leg339],,nannofossil ooze ,10GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,"moderately mottled, brownish-gray and greenish patches",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-9H-6-A,342,U1406,B,9,9-6,H,6,A,0,150,75.33,76.83,,nannofossil ooze [Leg339],,nannofossil ooze ,10GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,"slightly mottled; brownish-gray levels (more forams and rads, 10Y 6/1) at 23 to 34 cm, 45 to 47 cm: greenish interval (5G 6/1) 138-139 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-9H-7-A,342,U1406,B,9,9-7,H,7,A,0,55,76.83,77.38,,nannofossil ooze [Leg339],,nannofossil ooze ,10GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,"moderately mottled, thin brownish-gray levels (more forams and rads, 10Y 6/1) at 13-14 cm, 24-25 cm and 45-46 cm; greenish interval (5G 6/1): 30-31 cm, 36-37 cm, 61-62 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-9H-CC-A,342,U1406,B,9,9-CC,H,CC,A,0,20,77.38,77.65,,nannofossil ooze [Leg339],,nannofossil ooze ,10GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,"moderately mottled, brownish-gray and greenish patches",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-10H-1-A,342,U1406,B,10,10-1,H,1,A,0,50,77.3,77.8,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,"slightly mottled, weakly developed greenish-gray layer (5G 5/1 - 5G 7/1): 5-6, 16, 22-24 cm, brownish-gray patches (10Y 6/1)

",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-10H-1-A,342,U1406,B,10,10-1,H,1,A,50,91,77.8,78.21,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,sulfide entichment at 74 and 88 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-10H-1-A,342,U1406,B,10,10-1,H,1,A,91,99,78.21,78.29,,nannofossil ooze [Leg339],,nannofossil ooze ,5G 6/1 (greenish gray),,,,moderate_339 [DB91],4,,greenish bed (5G 6/1),,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-10H-1-A,342,U1406,B,10,10-1,H,1,A,99,150,78.29,78.8,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,"brownish-patches between 99 and 108 cm, around 10 very thin green (5G 7/1) stripes 129-140 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-10H-2-A,342,U1406,B,10,10-2,H,2,A,0,16,78.8,78.96,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,further thin greenish stripes,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-10H-2-A,342,U1406,B,10,10-2,H,2,A,16,115,78.96,79.95,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,"slightly mottled, some brownish-gray patches",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-10H-2-A,342,U1406,B,10,10-2,H,2,A,115,151,79.95,80.31,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,again thin evenly spaced greenish stripes,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-10H-3-A,342,U1406,B,10,10-3,H,3,A,0,68,80.31,80.99,,nannofossil ooze [Leg339],,nannofossil ooze ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,gradual darkening from top (5GY 7/1) to bottom (10Y 6/1); sharp boundary to the bottom; brownish-gray patches become more common with depth,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-10H-3-A,342,U1406,B,10,10-3,H,3,A,68,151,80.99,81.82,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,"subtle mottling; sulfide enrichments at 75-76 cm, 138-141 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-10H-4-A,342,U1406,B,10,10-4,H,4,A,0,150,81.82,83.32,,nannofossil ooze [Leg339],with radiolarians [Leg339],nannofossil ooze  with radiolarians [Leg339],5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,"appears somewhat paler than the other sections, sulfide enrichments between 63-67 cm and 142-144 cm, rather uniform oly few weakly developed brownish-gray patches",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with radiolarians [Leg339],,,,,,
342-U1406B-10H-5-A,342,U1406,B,10,10-5,H,5,A,0,83,83.32,84.15,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,"uniform, only below 73 cm, the sediment becomes greener (5G 6/1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-10H-6-A,342,U1406,B,10,10-6,H,6,A,0,28,84.15,84.43,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,disturbed,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-10H-CC-A,342,U1406,B,10,10-CC,H,CC,A,0,6,84.43,84.53,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,disturbed,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-11H-1-A,342,U1406,B,11,11-1,H,1,A,0,150,86.8,88.3,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,"thin (<1cm) greenish-gray stripes (5G 5/1-6/1) at 30, 33, 58, 63, 80, 83 cm; few brownsih, greenish gray patches (10GY 6/1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-11H-2-A,342,U1406,B,11,11-2,H,2,A,0,37,88.3,88.67,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-11H-2-A,342,U1406,B,11,11-2,H,2,A,37,44,88.67,88.74,,nannofossil ooze [Leg339],,nannofossil ooze ,5G 6/1 (greenish gray),,,,slight_339 [DB91],3,,"two greenish, glauconitic beds, upper one with a sharp base",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-11H-2-A,342,U1406,B,11,11-2,H,2,A,44,150,88.74,89.8,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-11H-3-A,342,U1406,B,11,11-3,H,3,A,0,128,89.8,91.08,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,less distinct greenish interval between 49 and 56 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-11H-3-A,342,U1406,B,11,11-3,H,3,A,128,138,91.08,91.18,,nannofossil ooze [Leg339],,nannofossil ooze ,5G 6/1 (greenish gray),,,,slight_339 [DB91],3,,"greenish, glauconitic layer with a sharp base",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-11H-3-A,342,U1406,B,11,11-3,H,3,A,138,150,91.18,91.3,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-11H-4-A,342,U1406,B,11,11-4,H,4,A,0,64,91.3,91.94,,nannofossil ooze [Leg339],,nannofossil ooze ,10GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"slightly mottled, somewhat darker interval, gradual color change at the base with brownish patches (10GY 6/1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-11H-4-A,342,U1406,B,11,11-4,H,4,A,64,101,91.94,92.31,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,"dark grayish (10Y 3/1), sulfidic bleb at 78-80 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-11H-4-A,342,U1406,B,11,11-4,H,4,A,101,109,92.31,92.39,,nannofossil ooze [Leg339],,nannofossil ooze ,5G 6/1 (greenish gray),,,,slight_339 [DB91],3,,"two greenish beds, one distinct thin bed on top, and second 6 cm thick one at the bottom ",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-11H-4-A,342,U1406,B,11,11-4,H,4,A,109,150,92.39,92.8,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-11H-5-A,342,U1406,B,11,11-5,H,5,A,0,150,92.8,94.3,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,"thin green horizons at 27, 32, 89 and 133 cm, brownish-gray (10GY 6/1) patches in the lower half",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-11H-6-A,342,U1406,B,11,11-6,H,6,A,0,134,94.3,95.64,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,"similar to Section 5, greenish layer at 60 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-12H-1-A,342,U1406,B,12,12-1,H,1,A,0,150,96.3,97.8,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-12H-2-A,342,U1406,B,12,12-2,H,2,A,0,151,97.8,99.31,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-12H-3-A,342,U1406,B,12,12-3,H,3,A,0,151,99.31,100.82,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-12H-4-A,342,U1406,B,12,12-4,H,4,A,0,151,100.82,102.33,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-12H-5-A,342,U1406,B,12,12-5,H,5,A,0,151,102.33,103.84,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-12H-6-A,342,U1406,B,12,12-6,H,6,A,0,139,103.84,105.23,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-12H-CC-A,342,U1406,B,12,12-CC,H,CC,A,0,18,105.23,105.51,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-13H-1-A,342,U1406,B,13,13-1,H,1,A,0,151,105.5,107.01,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay [Leg339],5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"slightly mottled; brownish-grayish patches (> 1cm, 10Y 6/1), between 48-55 cm diffuse greenish-gray interval (5G 6/1) vertical shearing structures occur in the lower half of this section",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay [Leg339],,,,,,
342-U1406B-13H-2-A,342,U1406,B,13,13-2,H,2,A,0,151,107.01,108.52,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"slightly mottled; brownish-grayish patches (> 1cm, 10Y 6/1), several less distinctive greenish-gray intervals (5G 6/1)  at 10-13 cm, 9-11 cm, 14-16 cm, 35-37 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1406B-13H-3-A,342,U1406,B,13,13-3,H,3,A,0,151,108.52,110.03,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"three distinctive greenish-gray horizons on the top: 0-2 cm, 19-20 cm, 26-27 cm, brownish blebs (10Y 6/1) with grayish or greenish haloes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1406B-13H-4-A,342,U1406,B,13,13-4,H,4,A,0,151,110.03,111.54,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,similar to previous sections: vertical structure with sulfide enrichment: 67-83 cm; distinctive brownish level at 130-132 cm. Subtle color change (pale to somewhat darker greenish-gray) takes place at 58 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1406B-13H-5-A,342,U1406,B,13,13-5,H,5,A,0,151,111.54,113.05,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"several large brownish-grayish patches, sometimes with thin haloes",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-13H-6-A,342,U1406,B,13,13-6,H,6,A,0,121,113.05,114.26,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,10GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"at 115 cm, c. 1cm  thick, black sulfide  level ",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-13H-7-A,342,U1406,B,13,13-7,H,7,A,0,60,114.26,114.86,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,10GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-13H-CC-A,342,U1406,B,13,13-CC,H,CC,A,0,20,114.86,115.14,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,10GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-14H-1-A,342,U1406,B,14,14-1,H,1,A,7,150,115,116.5,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,heavy_339 [DB91],5,,"Homogenous greenish grey, save a single brown bleb.",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-14H-2-A,342,U1406,B,14,14-2,H,2,A,0,150,116.5,118,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,heavy_339 [DB91],5,,Homogenous greenish grey with sparse light brown mottles (2.5Y 5/2) throughout; concentrated green banding  (10GY 6/1) from 100-117 cm ).,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-14H-3-A,342,U1406,B,14,14-3,H,3,A,0,150,118,119.5,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish grey with light brown mottles (2.5Y 5/2) decreasing in abundance from the top to the bottom of the section;  five green bands (10GY 6/1) with more at the top of the section; a single sulfide horizon at 52 cm. Brown blebs are nannofossil ooze.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-14H-4-A,342,U1406,B,14,14-4,H,4,A,0,150,119.5,121,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish grey with light brown mottles (2.5Y 5/2), green bands (10GY 6/1), and sulfide mottles and patches throughout. Brown blebs are nannofossil ooze.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-14H-5-A,342,U1406,B,14,14-5,H,5,A,0,150,121,122.5,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish grey with light brown mottles (2.5Y 5/2), green bands (10GY 6/1), and sulfide mottles and patches throughout. Notable in comparison to previous sections for concentrated green blebs (glauconite patches). Brown blebs are nannofossil ooze.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-14H-6-A,342,U1406,B,14,14-6,H,6,A,0,101,122.5,123.51,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish grey with light brown mottles (2.5Y 5/2), green bands (10GY 6/1), and sulfide mottles and patches throughout. Brown blebs are nannofossil ooze.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-14H-7-A,342,U1406,B,14,14-7,H,7,A,0,62,123.51,124.13,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish grey with light brown mottles (2.5Y 5/2), green bands (10GY 6/1), and sulfide mottles and patches throughout. Brown blebs are nannofossil ooze.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-14H-CC-A,342,U1406,B,14,14-CC,H,CC,A,0,20,124.13,124.41,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish grey with light brown mottles (2.5Y 5/2), green bands (10GY 6/1), and sulfide mottles and patches throughout.  Brown blebs are nannofossil ooze.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-15H-1-A,342,U1406,B,15,15-1,H,1,A,0,150,124.5,126,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish grey with light brown mottles (2.5Y 5/2), green bands (10GY 6/1), and sulfide mottles and patches throughout.  Brown blebs are nannofossil ooze. Heavy green mottles (glauconite) patches from 30-38 cm and sulfides from 69-81 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-15H-2-A,342,U1406,B,15,15-2,H,2,A,0,150,126,127.5,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish grey with light brown mottles (2.5Y 5/2), green bands (10GY 6/1), and sulfide mottles and patches throughout.  Broad green horizon from 86-89 cm, followed by four finer green horizons from 96-106 cm (lone green horizon at approximately 136 cm).",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406B-15H-3-A,342,U1406,B,15,15-3,H,3,A,0,150,127.5,129,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"Greenish grey with light brown mottles (2.5Y 5/2), green bands (10GY 6/1), and sulfide mottles and patches throughout.  Brown blebs are nannofossil ooze. Middle portion of the section (56-97 cm) darker shade of greenish grey with higher density of brown blebs. Darker section topped by a 2-cm thick green (glaconite) horizon), with a gradational end containing ?increased disseminated sulfides. Dominant background color distinctly lighter from 97-150 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
