Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],Total LITH abundance [%],LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 3 igneous - massive [%],LITH 1 Matrix 4 igneous - vesicular [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,row_index
349-U1431E-13R-4-#6-A,0,10,666.26,666.36,,siltstone [Leg339],with sand [Leg339],siltstone ,siltstone with sand ,100,GLEY 1 5/5GY (greenish gray),lithified [B84],silt [W22_1],2,fine sand [W22_2],4,moderate [BP01],,,,,,,,,,100,,,,,,medium bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,4,A,312
349-U1431E-13R-4-#8-A,0,7,666.45,666.52,,siltstone [Leg339],with sand [Leg339],siltstone ,siltstone with sand ,100,GLEY 1 5/5GY (greenish gray),lithified [B84],silt [W22_1],2,fine sand [W22_2],4,moderate [BP01],,,,,,,,,,100,,,,,,medium bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,4,A,313
349-U1431E-13R-4-#9-A,0,6,666.52,666.58,,siltstone [Leg339],with sand [Leg339],siltstone ,siltstone with sand ,100,GLEY 1 5/5GY (greenish gray),lithified [B84],silt [W22_1],2,fine sand [W22_2],4,moderate [BP01],,,,,,,,,,100,,,,,,medium bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,4,A,314
349-U1431E-13R-5-#1-A,0,7,667.3,667.37,,siltstone [Leg339],,siltstone ,siltstone ,100,GLEY 1 5/5GY (greenish gray),lithified [B84],silt [W22_1],2,fine sand [W22_2],4,moderate [BP01],,,,,,,,,,100,,,,,,thin bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,5,A,315
349-U1431E-13R-5-#1-A,7,20,667.37,667.5,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,,,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,5,A,316
349-U1431E-13R-5-#2-A,0,32,667.5,667.82,,claystone [Leg339],with silt [Leg339],claystone ,claystone with silt ,100,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,,,medium bed [B01],lamination,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,5,A,317
349-U1431E-13R-5-#3-A,0,16,667.82,667.98,,claystone [Leg339],with silt [Leg339],claystone ,claystone with silt ,100,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,,,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,5,A,318
349-U1431E-13R-5-#4-A,0,13,667.98,668.11,,claystone [Leg339],with sand [Leg339],claystone ,claystone with sand ,100,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,coarse sand [W22_2],6,moderate [BP01],,,,,,,,,,100,,,,,,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,5,A,319
349-U1431E-13R-5-#5-A,0,22,668.11,668.33,,claystone [Leg339],with silt [Leg339],claystone ,claystone with silt ,100,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,,,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,5,A,320
349-U1431E-13R-5-#5-A,22,37,668.33,668.48,,siltstone [Leg339],,siltstone ,siltstone ,100,GLEY 1 5/5GY (greenish gray),lithified [B84],silt [W22_1],2,fine sand [W22_2],4,moderate [BP01],,,,,,,,,,100,,,,,,medium bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,5,A,321
349-U1431E-13R-5-#5-A,37,47,668.48,668.58,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 4/N (dark gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,moderate [BP01],,,,,,,,,,100,,,,,,medium bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,5,A,322
349-U1431E-13R-6-#1-A,0,29,668.58,668.87,calcareous rich,claystone [Leg339],with silt [Leg339],calcareous rich claystone ,calcareous rich claystone with silt ,100,GLEY 1 5/10GY (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,poor [BP01],,,,,,,,,,100,,,,,,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,6,A,323
349-U1431E-13R-6-#2-A,0,12,668.87,668.99,calcareous rich,claystone [Leg339],with sand [Leg339],calcareous rich claystone ,calcareous rich claystone with sand ,100,GLEY 1 5/10GY (greenish gray),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,poor [BP01],,,,,,,,,,100,,,,irregular,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,6,A,324
349-U1431E-13R-6-#2-A,12,53,668.99,669.4,calcareous rich,claystone [Leg339],with silt [Leg339],calcareous rich claystone ,calcareous rich claystone with silt ,100,GLEY 1 5/10GY (greenish gray),lithified [B84],clay [W22_1],1,medium sand [W22_2],5,poor [BP01],,,,,,,,,,100,,,,,,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,6,A,325
349-U1431E-13R-6-#3-A,0,3,669.4,669.43,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 5/10GY (greenish gray),lithified [B84],clay [W22_1],1,medium sand [W22_2],5,poor [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,6,A,326
349-U1431E-13R-6-#3-A,3,45,669.43,669.85,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 4/N (dark gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,moderate [BP01],,,,,,,,,,100,,,,,,thick bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,6,A,327
349-U1431E-13R-6-#4-A,0,10,669.85,669.95,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 4/N (dark gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,moderate [BP01],,,,,,,,,,100,,,,,,thick bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,6,A,328
349-U1431E-13R-6-#5-A,0,6,669.95,670.01,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 4/N (dark gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,moderate [BP01],,,,,,,,,,100,,,,,,thick bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,13,R,6,A,329
349-U1431E-14R-1-#1-A,0,9,671.2,671.29,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,1,A,330
349-U1431E-14R-1-#10-A,0,4,672.3,672.34,,siltstone [Leg339],with sand [Leg339],siltstone ,siltstone with sand ,100,GLEY 1 5/N (gray),lithified [B84],silt [W22_1],2,very fine sand [W22_2],3,well [BP01],,,,,,,,,,100,,,,,,thin bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,1,A,331
349-U1431E-14R-1-#11-A,0,3,672.34,672.37,,siltstone [Leg339],with sand [Leg339],siltstone ,siltstone with sand ,100,GLEY 1 5/N (gray),lithified [B84],silt [W22_1],2,very fine sand [W22_2],3,well [BP01],,,,,,,,,,100,,,,erosive,horizontal,thin bed [B01],cross-bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,1,A,332
349-U1431E-14R-1-#12-A,0,21,672.37,672.58,,siltstone [Leg339],with sand [Leg339],siltstone ,siltstone with sand ,100,GLEY 1 5/N (gray),lithified [B84],silt [W22_1],2,very fine sand [W22_2],3,well [BP01],,,,,,,,,,100,,,,,,medium bed [B01],lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,1,A,333
349-U1431E-14R-1-#13-A,0,7,672.58,672.65,,siltstone [Leg339],,siltstone ,siltstone ,100,GLEY 1 5/N (gray),lithified [B84],silt [W22_1],2,very fine sand [W22_2],3,poor [BP01],,,,,,,,,,100,,,,,,medium bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,1,A,334
349-U1431E-14R-1-#14-A,0,5,672.65,672.7,,siltstone [Leg339],,siltstone ,siltstone ,100,GLEY 1 5/N (gray),lithified [B84],silt [W22_1],2,very fine sand [W22_2],3,poor [BP01],,,,,,,,,,100,,,,,,thin bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,1,A,335
349-U1431E-14R-1-#2-A,0,17,671.29,671.46,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,1,A,336
349-U1431E-14R-1-#3-A,0,10,671.46,671.56,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,1,A,337
349-U1431E-14R-1-#4-A,0,21,671.56,671.77,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,1,A,338
349-U1431E-14R-1-#5-A,0,5,671.77,671.82,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,1,A,339
349-U1431E-14R-1-#6-A,0,14,671.82,671.96,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,1,A,340
349-U1431E-14R-1-#7-A,0,5,671.96,672.01,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,erosive,horizontal,thick bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,1,A,341
349-U1431E-14R-1-#8-A,0,11,672.01,672.12,,siltstone [Leg339],,siltstone ,siltstone ,100,GLEY 1 5/N (gray),lithified [B84],silt [W22_1],2,very fine sand [W22_2],3,poor [BP01],,,,,,,,,,100,,,,,,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,1,A,342
349-U1431E-14R-1-#9-A,0,9,672.12,672.21,,siltstone [Leg339],,siltstone ,siltstone ,100,GLEY 1 5/N (gray),lithified [B84],silt [W22_1],2,very fine sand [W22_2],3,poor [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,1,A,343
349-U1431E-14R-1-#9-A,9,18,672.21,672.3,,siltstone [Leg339],with sand [Leg339],siltstone ,siltstone with sand ,100,GLEY 1 5/N (gray),lithified [B84],silt [W22_1],2,very fine sand [W22_2],3,well [BP01],,,,,,,,,,100,,,,,,thin bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,1,A,344
349-U1431E-14R-2-#1-A,0,11,672.7,672.81,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,2,A,345
349-U1431E-14R-2-#10-A,0,4,673.35,673.39,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,2,A,346
349-U1431E-14R-2-#11-A,0,6,673.39,673.45,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,2,A,347
349-U1431E-14R-2-#12-A,0,4,673.45,673.49,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,2,A,348
349-U1431E-14R-2-#13-A,0,4,673.49,673.53,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,2,A,349
349-U1431E-14R-2-#14-A,0,4,673.53,673.57,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,2,A,350
349-U1431E-14R-2-#15-A,0,5,673.57,673.62,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,2,A,351
349-U1431E-14R-2-#16-A,0,8,673.62,673.7,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,2,A,352
349-U1431E-14R-2-#17-A,0,7,673.7,673.77,,siltstone [Leg339],,siltstone ,siltstone ,100,GLEY 1 5/N (gray),lithified [B84],silt [W22_1],2,very fine sand [W22_2],3,well [BP01],,,,,,,,,,100,,,,,,thin bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,2,A,353
349-U1431E-14R-2-#18-A,0,11,673.77,673.88,,siltstone [Leg339],,siltstone ,siltstone ,100,GLEY 1 5/N (gray),lithified [B84],silt [W22_1],2,very fine sand [W22_2],3,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thin bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,2,A,354
349-U1431E-14R-2-#18-A,11,20,673.88,673.97,,siltstone [Leg339],,siltstone ,siltstone ,100,GLEY 1 5/N (gray),lithified [B84],silt [W22_1],2,very fine sand [W22_2],3,well [BP01],,,,,,,,,,100,,,,,,thin bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,2,A,355
349-U1431E-14R-2-#19-A,0,10,673.97,674.07,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,medium bed [B01],cross-bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,2,A,356
349-U1431E-14R-2-#2-A,0,7,672.81,672.88,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,2,A,357
349-U1431E-14R-2-#20-A,0,6,674.07,674.13,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,medium bed [B01],cross-bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,2,A,358
349-U1431E-14R-2-#3-A,0,7,672.88,672.95,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,2,A,359
349-U1431E-14R-2-#4-A,0,5,672.95,673,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,2,A,360
349-U1431E-14R-2-#5-A,0,5,673,673.05,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,2,A,361
349-U1431E-14R-2-#6-A,0,7,673.05,673.12,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,2,A,362
349-U1431E-14R-2-#7-A,0,8,673.12,673.2,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,2,A,363
349-U1431E-14R-2-#8-A,0,10,673.2,673.3,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,2,A,364
349-U1431E-14R-2-#9-A,0,5,673.3,673.35,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,2,A,365
349-U1431E-14R-3-#1-A,0,6,674.13,674.19,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,3,A,366
349-U1431E-14R-3-#10-A,0,10,674.69,674.79,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,very well [BP01],,,,,,,,,,100,,,,erosive,horizontal,medium bed [B01],cross-bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,3,A,367
349-U1431E-14R-3-#11-A,0,20,674.79,674.99,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,gradational,inclined,medium bed [B01],,heavy [DB86],3,syn-sedimentary or growth fault [BJ80],steeply dipping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,3,A,368
349-U1431E-14R-3-#11-A,20,44,674.99,675.23,,siltstone [Leg339],,siltstone ,siltstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],cross-bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,3,A,369
349-U1431E-14R-3-#12-A,0,3,675.23,675.26,,siltstone [Leg339],,siltstone ,siltstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,,,very thin bed [B01],color banding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,3,A,370
349-U1431E-14R-3-#13-A,0,3,675.26,675.29,,siltstone [Leg339],,siltstone ,siltstone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,,,very thin bed [B01],color banding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,14,R,3,A,371
