Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
353-U1445C-4H-6-A,58.5,60,29.985,30,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,With many foraminifers.,,,,353,U1445,C,4,H,6,A,,,,98
353-U1445C-4H-6-A,60,121,30,30.61,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Pyrite nodule between 109 and 111 cm. Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,4,H,6,A,,,,99
353-U1445C-4H-7-A,0,34.5,30.61,30.955,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,4,H,7,A,,,,100
353-U1445C-4H-7-A,34.5,39.5,30.955,31.005,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,With foraminifers.,,,,353,U1445,C,4,H,7,A,,,,101
353-U1445C-4H-7-A,39.5,76,31.005,31.37,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,4,H,7,A,,,,102
353-U1445C-4H-CC-A,0,19,31.37,31.56,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,4,H,CC,A,,,,103
353-U1445C-5H-1-A,0,66.5,31.4,32.065,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,5,H,1,A,,,,104
353-U1445C-5H-1-A,66.5,67.5,32.065,32.075,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,With foraminifers.,,,,353,U1445,C,5,H,1,A,,,,105
353-U1445C-5H-1-A,67.5,115,32.075,32.55,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,Foraminifer rich sandy bleb between 109 and 111 cm. Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,5,H,1,A,,,,106
353-U1445C-5H-1-A,115,117.5,32.55,32.575,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,With foraminifers.,,,,353,U1445,C,5,H,1,A,,,,107
353-U1445C-5H-1-A,117.5,150,32.575,32.9,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,5,H,1,A,,,,108
353-U1445C-5H-2-A,0,81,32.9,33.71,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,5,H,2,A,,,,109
353-U1445C-5H-2-A,81,83,33.71,33.73,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,With foraminifers.,,,,353,U1445,C,5,H,2,A,,,,110
353-U1445C-5H-2-A,83,150,33.73,34.4,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,"Brown, olive brown and light green clayey clasts between 88 and 127 cm. Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.",,,,353,U1445,C,5,H,2,A,,,,111
353-U1445C-5H-3-A,0,150,34.4,35.9,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,5,H,3,A,,,,112
353-U1445C-5H-4-A,0,104,35.9,36.94,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,5,H,4,A,,,,113
353-U1445C-5H-4-A,104,106,36.94,36.96,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,inclined,very thin bed,normally graded,,,,,Turbidite,,,With many foraminifers.,,,,353,U1445,C,5,H,4,A,,,,114
353-U1445C-5H-4-A,106,143.5,36.96,37.335,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,5,H,4,A,,,,115
353-U1445C-5H-4-A,143.5,145.5,37.335,37.355,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,inclined,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,5,H,4,A,,,,116
353-U1445C-5H-4-A,145.5,150,37.355,37.4,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,5,H,4,A,,,,117
353-U1445C-5H-5-A,0,31,37.4,37.71,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,Shell fragments between 4 and 5 cm. Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,5,H,5,A,,,,118
353-U1445C-5H-5-A,31,36,37.71,37.76,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),irregular,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,5,H,5,A,,,,119
353-U1445C-5H-5-A,36,67,37.76,38.07,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,5,H,5,A,,,,120
353-U1445C-5H-5-A,67,69,38.07,38.09,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),irregular,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,5,H,5,A,,,,121
353-U1445C-5H-5-A,69,96,38.09,38.36,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,Foraminifer rich sandy bleb between 70 and 71.5 cm. Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,5,H,5,A,,,,122
353-U1445C-5H-5-A,96,97,38.36,38.37,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,5,H,5,A,,,,123
353-U1445C-5H-5-A,97,111.5,38.37,38.515,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,5,H,5,A,,,,124
353-U1445C-5H-5-A,111.5,113,38.515,38.53,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,5,H,5,A,,,,125
353-U1445C-5H-5-A,113,128,38.53,38.68,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,5,H,5,A,,,,126
353-U1445C-5H-5-A,128,129,38.68,38.69,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,5,H,5,A,,,,127
353-U1445C-5H-5-A,129,150,38.69,38.9,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,5,H,5,A,,,,128
353-U1445C-5H-6-A,0,8.5,38.9,38.985,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,5,H,6,A,,,,129
353-U1445C-5H-6-A,8.5,10,38.985,39,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,With many foraminifers.,,,,353,U1445,C,5,H,6,A,,,,130
353-U1445C-5H-6-A,10,96,39,39.86,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,5,H,6,A,,,,131
353-U1445C-5H-6-A,96,97,39.86,39.87,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,5,H,6,A,,,,132
353-U1445C-5H-6-A,97,106,39.87,39.96,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,5,H,6,A,,,,133
353-U1445C-5H-6-A,106,107,39.96,39.97,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,5,H,6,A,,,,134
353-U1445C-5H-6-A,107,121,39.97,40.11,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,5,H,6,A,,,,135
353-U1445C-5H-7-A,0,10,40.11,40.21,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,5,H,7,A,,,,136
353-U1445C-5H-7-A,10,11,40.21,40.22,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,5,H,7,A,,,,137
353-U1445C-5H-7-A,11,61,40.22,40.72,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,5,H,7,A,,,,138
353-U1445C-5H-7-A,61,66,40.72,40.77,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),,,,thin bed,normally graded,,,,,Turbidite,,,With foraminifers.,,,,353,U1445,C,5,H,7,A,,,,139
353-U1445C-5H-7-A,66,73,40.77,40.84,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,5,H,7,A,,,,140
353-U1445C-5H-CC-A,0,24,40.84,41.08,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Light green clayey clasts along the section. Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,5,H,CC,A,,,,141
353-U1445C-6H-1-A,0,88,40.9,41.78,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,Foraminifer rich sandy bleb between 86-87 cm. Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,6,H,1,A,,,,142
353-U1445C-6H-1-A,88,90,41.78,41.8,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,6,H,1,A,,,,143
353-U1445C-6H-1-A,90,146,41.8,42.36,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,6,H,1,A,,,,144
353-U1445C-6H-2-A,0,145,42.36,43.81,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Sandy bleb between 62 and 63 cm. Pyrite nodule between 106 and 106.5 cm. Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,6,H,2,A,,,,145
353-U1445C-6H-3-A,0,148,43.81,45.29,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,"Light gray nodules at 91, 104-105 and 121 cm. Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.",,,,353,U1445,C,6,H,3,A,,,,146
353-U1445C-6H-4-A,0,140,45.29,46.69,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,6,H,4,A,,,,147
353-U1445C-6H-5-A,0,141,46.69,48.1,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Light gray nodule between 95 and 96 cm. Foraminifers rich sandy bleb between 120 and 121 cm. Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,6,H,5,A,,,,148
353-U1445C-6H-6-A,0,16,48.1,48.26,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,6,H,6,A,,,,149
353-U1445C-6H-6-A,16,17,48.26,48.27,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,6,H,6,A,,,,150
353-U1445C-6H-6-A,17,28,48.27,48.38,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,6,H,6,A,,,,151
353-U1445C-6H-6-A,28,29,48.38,48.39,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,6,H,6,A,,,,152
353-U1445C-6H-6-A,29,34,48.39,48.44,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,6,H,6,A,,,,153
353-U1445C-6H-6-A,34,35,48.44,48.45,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,6,H,6,A,,,,154
353-U1445C-6H-6-A,35,39,48.45,48.49,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,6,H,6,A,,,,155
353-U1445C-6H-6-A,39,40,48.49,48.5,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,6,H,6,A,,,,156
353-U1445C-6H-6-A,40,128,48.5,49.38,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,6,H,6,A,,,,157
353-U1445C-6H-6-A,128,129,49.38,49.39,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,6,H,6,A,,,,158
353-U1445C-6H-6-A,129,150,49.39,49.6,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,6,H,6,A,,,,159
353-U1445C-6H-7-A,0,23.5,49.6,49.835,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,6,H,7,A,,,,160
353-U1445C-6H-7-A,23.5,24.5,49.835,49.845,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,6,H,7,A,,,,161
353-U1445C-6H-7-A,24.5,61,49.845,50.21,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,6,H,7,A,,,,162
353-U1445C-6H-CC-A,0,33,50.21,50.54,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,6,H,CC,A,,,,163
353-U1445C-7H-1-A,0,81,50.4,51.21,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,7,H,1,A,,,,164
353-U1445C-7H-1-A,81,82,51.21,51.22,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,7,H,1,A,,,,165
353-U1445C-7H-1-A,82,150,51.22,51.9,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Light gray nodules between 101 and 105 cm. Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,7,H,1,A,,,,166
353-U1445C-7H-2-A,0,150,51.9,53.4,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,7,H,2,A,,,,167
353-U1445C-7H-3-A,0,107,53.4,54.47,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,7,H,3,A,,,,168
353-U1445C-7H-4-A,0,36,54.47,54.83,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,7,H,4,A,,,,169
353-U1445C-7H-5-A,0,145,54.83,56.28,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,7,H,5,A,,,,170
353-U1445C-7H-6-A,0,105,56.28,57.33,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,Foraminifer rich sandy blebs at 54-56 and 75-78 cm. Sandy bleb between 68-69.5 cm. Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,7,H,6,A,,,,171
