Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name
341-U1417B-9H-3-A,341,U1417,B,9,9-3,H,3,A,41.0,49.0,70.51,70.59,,ash(tuff) [MMK88m],,ash(tuff),ash,4,,N 6 (gray),,,absent [A79],,,,,,,,,,,,,,,,,,,
341-U1417B-9H-3-A,341,U1417,B,9,9-3,H,3,A,49.0,135.0,70.59,71.45,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,N 4 (dark gray),,,absent [A79],,,,,,,,,,,"black layer 88-89, 122-124cm",sharp contact,irregular,,,,,,
341-U1417B-9H-3-A,341,U1417,B,9,9-3,H,3,A,135.0,150.0,71.45,71.6,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,absent [A79],,,,,,,,,,,,,,,,,,,
341-U1417B-9H-4-A,341,U1417,B,9,9-4,H,4,A,0.0,150.0,71.6,73.1,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],2,,,pebble [W22_2],,,subangular,,,,"frozen sand clast at 51 cm, 
pebble at 130 cm",,,,,,,,
341-U1417B-9H-5-A,341,U1417,B,9,9-5,H,5,A,0.0,150.0,73.1,74.6,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],6,,,pebble [W22_2],,,subrounded,,,,"2 cm clast at 14 cm, 0.5 cm at 50 and 76 cm, 1 cm at 85 cm, 2 cm at 135 cm",,,,,,,,
341-U1417B-9H-6-A,341,U1417,B,9,9-6,H,6,A,0.0,149.0,74.6,76.09,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1,pebble [W22_2],rounded,pebble [W22_2],,,rounded,,,,5 cm basalt clast at 15 cm,,,,,,,,
341-U1417B-9H-CC-A,341,U1417,B,9,9-CC,H,CC,A,0.0,14.0,76.09,76.23,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1,,,pebble [W22_2],,,subangular,,,,1 cm at 4 cm,,,,,,,,
341-U1417B-9H-CC-A,341,U1417,B,9,9-CC,H,CC,A,14.0,21.0,76.23,76.3,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,
341-U1417B-10H-1-A,341,U1417,B,10,10-1,H,1,A,0.0,150.0,76.6,78.1,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],11,,,,,,,,,,sand clast @ 139 cm,,,,,,,,
341-U1417B-10H-2-A,341,U1417,B,10,10-2,H,2,A,0.0,131.0,78.1,79.41,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],15,,,,,,,,,,clast: metasediment diameter of 2 cm,,,,,,,,
341-U1417B-10H-2-A,341,U1417,B,10,10-2,H,2,A,131.0,142.0,79.41,79.52,,diatom ooze [Leg339],,diatom ooze ,,,,N 4 (dark gray),,,,,,,,,,,,,,mottled with 10YR 3/2 ,,,,,,,,
341-U1417B-10H-2-A,341,U1417,B,10,10-2,H,2,A,142.0,150.0,79.52,79.6,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1,,,,,,,,,,,,,,,,,,
341-U1417B-10H-3-A,341,U1417,B,10,10-3,H,3,A,0.0,150.0,79.6,81.1,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],4,,,,,,,,,,small silt lenses throughout section; silty layer @ 35 cm; ,,,,,,,,
341-U1417B-10H-4-A,341,U1417,B,10,10-4,H,4,A,0.0,150.0,81.1,82.6,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],12,,,,,,,,,,,,,,,,,,
341-U1417B-10H-5-A,341,U1417,B,10,10-5,H,5,A,0.0,99.0,82.6,83.59,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,lense of white fine-grained material @ 19 cm; few silt lenses and layers in this section,,,,,,,,
341-U1417B-10H-5-A,341,U1417,B,10,10-5,H,5,A,99.0,100.0,83.59,83.6,,sand [Leg210],,sand ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-10H-5-A,341,U1417,B,10,10-5,H,5,A,100.0,150.0,83.6,84.1,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,ash? lense @ 120 cm of 1 cm diameter (2.5 Y 7/1),,,,,,,,
341-U1417B-10H-6-A,341,U1417,B,10,10-6,H,6,A,0.0,39.0,84.11,84.5,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-10H-6-A,341,U1417,B,10,10-6,H,6,A,39.0,41.0,84.5,84.52,volcaniclastic rich,silt [Leg210],,volcaniclastic rich silt ,volcaniclastic-rich,3,,10YR 6/1 (gray),,,,,,,,,,,,,,reworked ash; bioturbated to 51 cm,gradational contact,irregular,,,,,,
341-U1417B-10H-6-A,341,U1417,B,10,10-6,H,6,A,41.0,141.0,84.52,85.52,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-10H-7-A,341,U1417,B,10,10-7,H,7,A,0.0,57.0,85.53,86.1,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,mud with some biogenic components,,,,,,,,
341-U1417B-11H-1-A,341,U1417,B,11,11-1,H,1,A,0.0,150.0,86.1,87.6,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,"0-68 cm: disturbed
68-70: slity interval
107-114: silty interval
148.5: 1-cm lense of brown (2.5Y 3/1) silty material",,,,,,,,
341-U1417B-11H-2-A,341,U1417,B,11,11-2,H,2,A,0.0,127.0,87.6,88.87,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,2,,,,,,,,,,91.5-92.5: sub-rounded clast; meta sediment?,gradational contact,,,,,,,
341-U1417B-11H-2-A,341,U1417,B,11,11-2,H,2,A,127.0,135.0,88.87,88.95,,diatom ooze [Leg339],,diatom ooze ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-11H-2-A,341,U1417,B,11,11-2,H,2,A,135.0,145.5,88.95,89.055,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,1,,,,,,,,,,,sharp contact,,,,,,,
341-U1417B-11H-2-A,341,U1417,B,11,11-2,H,2,A,145.5,147.5,89.055,89.075,,ash(tuff) [MMK88m],,ash(tuff),ash,4,,2.5Y 4/1 (dark gray),,,,,,,,,,,,,,"sharp, but irregular upper boundary, due to bioturbation upward; colour change to more brown",sharp contact,erosive,,,,,,
341-U1417B-11H-2-A,341,U1417,B,11,11-2,H,2,A,147.5,150.0,89.075,89.1,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-11H-3-A,341,U1417,B,11,11-3,H,3,A,0.0,136.0,89.1,90.46,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,13,,,,,,,,,,"86-88: slightly coarser, irregular interval",,,,,,,,
341-U1417B-11H-3-A,341,U1417,B,11,11-3,H,3,A,136.0,137.0,90.46,90.47,,mud [Leg210],,mud ,,,,2.5Y 3/1 (very dark gray),,,,,,,,,,,,,,sandy mud,,,,,,,,
341-U1417B-11H-3-A,341,U1417,B,11,11-3,H,3,A,137.0,150.0,90.47,90.6,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-11H-4-A,341,U1417,B,11,11-4,H,4,A,0.0,3.5,90.6,90.635,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,irregular,,,,,,
341-U1417B-11H-4-A,341,U1417,B,11,11-4,H,4,A,3.5,6.0,90.635,90.66,,ash(tuff) [MMK88m],,ash(tuff),ash,4,,2.5Y 4/1 (dark gray),,,,,,,,,,,,,,silty glass,,irregular,,,,,,
341-U1417B-11H-4-A,341,U1417,B,11,11-4,H,4,A,6.0,80.0,90.66,91.4,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,"29-37: sitly? lenses
60-67: silty? lenses",,,,,,,,
341-U1417B-11H-4-A,341,U1417,B,11,11-4,H,4,A,80.0,105.0,91.4,91.65,,mud [Leg210],,mud ,,,,N 5 (gray),moderate [DB86],2,,,,,,,,,,,,pure mud - no biogenic components,,,,,,,,
341-U1417B-11H-4-A,341,U1417,B,11,11-4,H,4,A,105.0,133.0,91.65,91.93,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,132: silty layer; 2.5Y 5/1,,,,,,,,
341-U1417B-11H-4-A,341,U1417,B,11,11-4,H,4,A,133.0,150.0,91.93,92.1,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,massive - no bioturbation visible,,,,,,,,
341-U1417B-11H-5-A,341,U1417,B,11,11-5,H,5,A,0.0,150.0,92.1,93.6,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,12,,,,,,,,,,"8.5-9.5: subangular clast
~78: pyrite grains next to clast
101-102: broken clast (~1 cm); subrounded, low metamorphic",,,,,,,,
341-U1417B-11H-6-A,341,U1417,B,11,11-6,H,6,A,0.0,117.0,93.6,94.77,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,8,,,,,,,,,,"- below 70: some pulldown along liner wall
- below 96: liner not entirely filled (partly only half filled)

77: silty laminae; more brown",,,,,,,,
341-U1417B-11H-CC-A,341,U1417,B,11,11-CC,H,CC,A,0.0,12.0,94.77,94.89,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-11H-CC-A,341,U1417,B,11,11-CC,H,CC,A,12.0,18.0,94.89,94.95,,,,,,,,,,,,,,,,,,,,,,Sample (PAL),,,,,,,,
341-U1417B-12H-1-A,341,U1417,B,12,12-1,H,1,A,0.0,150.0,95.6,97.1,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],20,,,,,,,,,,higher bioturbation between 21 and 84 cm: subrounded to subangular metasediment clasts; granite clast @ 137.5 - 139.5 cm ,,,,,,,,
341-U1417B-12H-2-A,341,U1417,B,12,12-2,H,2,A,0.0,150.0,97.1,98.6,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],9,,,,,,,,,,muddy (IRD) sand lense @ 6.5 - 8.5 cm; clast @ 100 cm subangular amphibolite?; slightly higher bioturb @ 133 - 149 cm,,,,,,,,
341-U1417B-12H-3-A,341,U1417,B,12,12-3,H,3,A,0.0,150.0,98.6,100.1,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],2,,,,,,,,,,"clast @ 49.5 cm: black siltstone, rounded, 1.5 cm diameter; from 125 cm to bottom mottled and bioturb; clast @ 126 - 127 cm subrounded metasediment; slightly siltier between 125 and 149 cm",,,,,,,,
341-U1417B-12H-4-A,341,U1417,B,12,12-4,H,4,A,0.0,150.0,100.1,101.6,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],3,,,,,,,,,,between 38 and 103 cm more greenish = diatom bearing mud; weathered metagreywacke @ 114.5 - 118 cm,,,,,,,,
341-U1417B-12H-5-A,341,U1417,B,12,12-5,H,5,A,0.0,150.0,101.6,103.1,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],5,,,,,,,,,,clasts: 2 cm diameter subrounded siltstone; 1.5 cm diameter black well rounded - both in work halve,,,,,,,,
341-U1417B-12H-6-A,341,U1417,B,12,12-6,H,6,A,0.0,41.0,103.11,103.52,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-12H-CC-A,341,U1417,B,12,12-CC,H,CC,A,0.0,27.0,103.52,103.79,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-12H-CC-A,341,U1417,B,12,12-CC,H,CC,A,22.0,27.0,103.74,103.79,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,,,
341-U1417B-13H-1-A,341,U1417,B,13,13-1,H,1,A,0.0,90.0,105.1,106.0,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,1,,,,,,,,,,"- 0-75: soupy
- 85-86.5: void

82-85: rounded clast; metasediment?",,,,,,,,
341-U1417B-13H-1-A,341,U1417,B,13,13-1,H,1,A,90.0,106.5,106.0,106.165,,diatom ooze [Leg339],,diatom ooze ,,,,N 4 (dark gray),,,,,,,,,,,,,,"- diatom-rich mud?
- slightly more yellowish/brownish
",,,,,,,,
341-U1417B-13H-1-A,341,U1417,B,13,13-1,H,1,A,106.5,150.0,106.165,106.6,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,9,,,,,,,,,,,,,,,,,,
341-U1417B-13H-2-A,341,U1417,B,13,13-2,H,2,A,0.0,26.0,106.6,106.86,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,3,,,,,,,,,,,,,,,,,,
341-U1417B-13H-2-A,341,U1417,B,13,13-2,H,2,A,26.0,37.5,106.86,106.975,diatom rich,mud [Leg210],,diatom rich mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-13H-2-A,341,U1417,B,13,13-2,H,2,A,37.5,150.0,106.975,108.1,,mud [Leg210],with diatoms [Leg339],mud  with diatoms ,,,,N 4 (dark gray),,,,17,,,,,,,,,,- 75: diatom-bearing mud,,,,,,,,
341-U1417B-13H-3-A,341,U1417,B,13,13-3,H,3,A,0.0,88.0,108.1,108.98,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,3,,,,,,,,,,- 50 silty mud lense,,,,,,,,
341-U1417B-13H-3-A,341,U1417,B,13,13-3,H,3,A,88.0,90.5,108.98,109.005,,sand [Leg210],,sand ,,,,2.5Y 3/1 (very dark gray),,,,,,,,,,,,,,"- gradational upper boundary
- biioturbated bottom to 92 cm",,,,,,,,
341-U1417B-13H-3-A,341,U1417,B,13,13-3,H,3,A,90.5,150.0,109.005,109.6,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,4,,,,,,,,,,145: mica-rich schist,,,,,,,,
341-U1417B-13H-4-A,341,U1417,B,13,13-4,H,4,A,0.0,118.5,109.6,110.785,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,27,,,,,,,,,,,,,,,,,,
341-U1417B-13H-4-A,341,U1417,B,13,13-4,H,4,A,118.5,121.5,110.785,110.815,,mud [Leg210],with diatoms [Leg339],mud  with diatoms ,,,,N 4 (dark gray),,,,,,,,,,,,,,Interval with larger amounts of diatoms?,,,,,,,,
341-U1417B-13H-4-A,341,U1417,B,13,13-4,H,4,A,121.5,150.0,110.815,111.1,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,5,,,,,,,,,,"132.5-133.5: sub-rounded, quartzite clast
143.5-145.5: quartzitic vein in metasediment?",,,,,,,,
341-U1417B-13H-5-A,341,U1417,B,13,13-5,H,5,A,0.0,71.0,111.1,111.81,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,1,,,,,,,,,,- 17-18: dark green (10 Y3/1) mud layer with silt,,,,,,,,
341-U1417B-13H-5-A,341,U1417,B,13,13-5,H,5,A,71.0,73.0,111.81,111.83,volcaniclastic rich,sand [Leg210],,volcaniclastic rich sand ,volcaniclastic-rich,3,,2.5Y 2.5/1 (black),,,,,,,,,,,,,,volcanoclastic-rich sand with altered glass,,,,,,,,
341-U1417B-13H-5-A,341,U1417,B,13,13-5,H,5,A,73.0,76.0,111.83,111.86,,mud [Leg210],,mud ,,,,2.5Y 3/1 (very dark gray),,,,,,,,,,,,,,"Three silty laminae at 73.5, 74.5 and 75.5",,,,,,,,
341-U1417B-13H-5-A,341,U1417,B,13,13-5,H,5,A,76.0,81.5,111.86,111.915,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-13H-5-A,341,U1417,B,13,13-5,H,5,A,81.5,95.0,111.915,112.05,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-13H-5-A,341,U1417,B,13,13-5,H,5,A,95.0,101.0,112.05,112.11,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-13H-6-A,341,U1417,B,13,13-6,H,6,A,0.0,58.0,112.11,112.69,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,5,,,,,,,,,,,,,,,,,,
341-U1417B-13H-CC-A,341,U1417,B,13,13-CC,H,CC,A,0.0,13.0,112.69,112.82,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-13H-CC-A,341,U1417,B,13,13-CC,H,CC,A,13.0,21.0,112.82,112.9,,,,,,,,,,,,,,,,,,,,,,Sample (PAL),,,,,,,,
341-U1417B-14H-1-A,341,U1417,B,14,14-1,H,1,A,0.0,20.0,114.6,114.8,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-14H-2-A,341,U1417,B,14,14-2,H,2,A,0.0,150.0,114.81,116.31,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],69,,,,,,,,,,subrounded metasediment @ 37.5 - 40.5 cm and @ 129.5 - 131.5 cm,,,,,,,,
341-U1417B-14H-3-A,341,U1417,B,14,14-3,H,3,A,0.0,137.0,116.31,117.68,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],22,,,,,,,,,,sand clast @ 52 - 53 cm; 117.5 - 119 cm: 2 intervals of very fine sand and slight color changes,,,,,,,,
341-U1417B-14H-3-A,341,U1417,B,14,14-3,H,3,A,137.0,145.0,117.68,117.76,,diatom ooze [Leg339],,diatom ooze ,,,,2.5Y 4/2 (dark grayish brown),,,,,,,,,,,,,,,gradational contact,,,,,,,
341-U1417B-14H-3-A,341,U1417,B,14,14-3,H,3,A,145.0,150.0,117.76,117.81,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-14H-4-A,341,U1417,B,14,14-4,H,4,A,0.0,25.0,117.81,118.06,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],2,,,,,,,,,,,,,,,,,,
341-U1417B-14H-4-A,341,U1417,B,14,14-4,H,4,A,25.0,43.0,118.06,118.24,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 5/1 (greenish gray),,,present [A79],1,,,,,,,,,,,gradational contact,,,,,,,
341-U1417B-14H-4-A,341,U1417,B,14,14-4,H,4,A,43.0,150.0,118.24,119.31,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],8,,,,,,,,,,biosiliceous bearin mud @ 120 cm,,,,,,,,
341-U1417B-14H-5-A,341,U1417,B,14,14-5,H,5,A,0.0,18.0,119.31,119.49,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-14H-5-A,341,U1417,B,14,14-5,H,5,A,18.0,24.0,119.49,119.55,,diatom ooze [Leg339],,diatom ooze ,,,,5Y 4/1 (dark gray),,,,,,,,,,,,,,,gradational contact,,,,,,,
341-U1417B-14H-5-A,341,U1417,B,14,14-5,H,5,A,24.0,108.0,119.55,120.39,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],6,,,,,,,,,,huge clast @ 58 cm: 5 cm diameter metagreywacke; clasts @ 104 cm: wellrounded 1.5 cm sandstone and white feldspar (0.5 cm) - both in work half,,,,,,,,
341-U1417B-14H-5-A,341,U1417,B,14,14-5,H,5,A,108.0,115.0,120.39,120.46,,diatom ooze [Leg339],,diatom ooze ,,,,5Y 4/1 (dark gray),,,,,,,,,,,,,,,gradational contact,,,,,,,
341-U1417B-14H-5-A,341,U1417,B,14,14-5,H,5,A,115.0,150.0,120.46,120.81,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],2,,,,,,,,,,,,,,,,,,
341-U1417B-14H-6-A,341,U1417,B,14,14-6,H,6,A,0.0,150.0,120.81,122.31,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],13,,,,,,,,,,2 cm black metasediment @ 1.5 cm (in 3workhalf); huge metasediment clast (4 cm) @ 45 cm,,,,,,,,
341-U1417B-14H-7-A,341,U1417,B,14,14-7,H,7,A,0.0,121.0,122.31,123.52,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],52,,,,,,,,,,rounded metasediment clast @ 25 cm; sand clast @ 6 cm,,,,,,,,
341-U1417B-16H-1-A,341,U1417,B,16,16-1,H,1,A,0.0,23.5,133.6,133.835,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1,,,,,,,,,,,,,,,,,,
341-U1417B-16H-1-A,341,U1417,B,16,16-1,H,1,A,23.5,26.0,133.835,133.86,,ash(tuff) [MMK88m],,ash(tuff),ash,4,,7.5YR 4/1 (dark gray),,,,,,,,,,,,,,"sand sized altered ash, water rich, diatoms present",sharp contact,irregular,,,,,,
341-U1417B-16H-1-A,341,U1417,B,16,16-1,H,1,A,26.0,55.5,133.86,134.155,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-16H-1-A,341,U1417,B,16,16-1,H,1,A,55.5,57.5,134.155,134.175,,ash(tuff) [MMK88m],,ash(tuff),ash,4,,2.5YR 4/1 (dark reddish gray),,,,,,,,,,,,,,irregular upper boundary,sharp contact,,,,,,,
341-U1417B-16H-1-A,341,U1417,B,16,16-1,H,1,A,57.5,94.0,134.175,134.54,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1,,,,,,,,,,,,,,,,,,
341-U1417B-16H-1-A,341,U1417,B,16,16-1,H,1,A,94.0,108.0,134.54,134.68,,diatom ooze [Leg339],,diatom ooze ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-16H-1-A,341,U1417,B,16,16-1,H,1,A,108.0,149.0,134.68,135.09,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],8,,,,,,,,,,between 141 - 142 cm several light ash clasts?,,,,,,,,
341-U1417B-16H-2-A,341,U1417,B,16,16-2,H,2,A,0.0,150.0,135.1,136.6,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],9,,,,,,,,,,94 - 95 cm silt/ fine sand lense,,,,,,,,
341-U1417B-16H-3-A,341,U1417,B,16,16-3,H,3,A,0.0,150.0,136.6,138.1,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],6,,,,,,,,,,,,,,,,,,
341-U1417B-16H-4-A,341,U1417,B,16,16-4,H,4,A,0.0,130.0,138.1,139.4,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],32,,,,,,,,,,,,,,,,,,
341-U1417B-16H-4-A,341,U1417,B,16,16-4,H,4,A,130.0,132.0,139.4,139.42,,diatom ooze [Leg339],,diatom ooze ,,,,N 4 (dark gray),,,,,,,,,,,,,,slightly brownish,,,,,,,,
341-U1417B-16H-4-A,341,U1417,B,16,16-4,H,4,A,132.0,150.0,139.42,139.6,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],8,,,,,,,,,,,,,,,,,,
341-U1417B-16H-5-A,341,U1417,B,16,16-5,H,5,A,0.0,150.0,139.6,141.1,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],6,,,,,,,,,,silty intervals probably bearing diatoms between 100 and 150 cm,,,,,,,,
341-U1417B-16H-5-A,341,U1417,B,16,16-5,H,5,A,150.0,152.0,141.1,141.12,,silt [Leg210],with sand [Leg339],silt  with sand ,,,,10Y 2.5/1 (greenish black),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-16H-6-A,341,U1417,B,16,16-6,H,6,A,0.0,2.0,141.14,141.16,,silt [Leg210],with sand [Leg339],silt  with sand ,,,,10Y 2.5/1 (greenish black),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-16H-6-A,341,U1417,B,16,16-6,H,6,A,2.0,40.5,141.16,141.545,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],2,,,,,,,,,,,,,,,,,,
341-U1417B-16H-6-A,341,U1417,B,16,16-6,H,6,A,40.5,41.5,141.545,141.555,volcaniclastic bearing,sand [Leg210],with silt [Leg339],volcaniclastic bearing sand  with silt ,volcaniclastic-bearing,2,,10Y 6/1 (greenish gray),,,,,,,,,,,,,,,sharp contact,,,,,,,
341-U1417B-16H-6-A,341,U1417,B,16,16-6,H,6,A,41.5,49.5,141.555,141.635,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-16H-6-A,341,U1417,B,16,16-6,H,6,A,49.5,50.5,141.635,141.645,volcaniclastic bearing,sand [Leg210],with silt [Leg339],volcaniclastic bearing sand  with silt ,volcaniclastic-bearing,2,,10Y 6/1 (greenish gray),,,,,,,,,,,,,,bioturbated top,,,,,,,,
341-U1417B-16H-6-A,341,U1417,B,16,16-6,H,6,A,50.5,126.0,141.645,142.4,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],5,,,,,,,,,,@ 96 - 99 cm muddy silt lense; huge metasediment clast (black siltstone) of 4 cm diameter,,,,,,,,
341-U1417B-16H-CC-A,341,U1417,B,16,16-CC,H,CC,A,0.0,9.5,142.4,142.495,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1,,,,,,,,,,"huge meatsediment clast (3 cm diameter, well rounded) partly coated with pyrite",,,,,,,,
341-U1417B-16H-CC-A,341,U1417,B,16,16-CC,H,CC,A,9.5,15.0,142.495,142.55,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,,,
341-U1417B-17H-1-A,341,U1417,B,17,17-1,H,1,A,0.0,30.0,143.1,143.4,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,3,,,,,,,,,,,gradational contact,,,,,,,
341-U1417B-17H-1-A,341,U1417,B,17,17-1,H,1,A,30.0,150.0,143.4,144.6,,mud [Leg210],,mud ,,,,5Y 4/1 (dark gray),,,,25,,,,,,,,,,"- some colour variations - slightly darker, more brownish / occasionally more greenish
54-55: diatom-rich mud?
119.5-120.: diatom-rich mud?
123.5-124.5: diatom-rich mud?
",,,,,,,,
341-U1417B-17H-2-A,341,U1417,B,17,17-2,H,2,A,0.0,129.5,144.6,145.895,,mud [Leg210],,mud ,,,,5Y 4/1 (dark gray),,,,,,,,,,,,,,"- some colour variations - slightly darker, more brownish, occasionally more greenish
70.5-72.0: diatom-rich mud?",sharp contact,irregular,,,,,,
341-U1417B-17H-2-A,341,U1417,B,17,17-2,H,2,A,129.5,133.0,145.895,145.93,,ash(tuff) [MMK88m],,ash(tuff),ash,4,,10YR 4/1 (dark gray),,,,,,,,,,,,,,very fine sand: glassy ash,sharp contact,erosive,,,,,,
341-U1417B-17H-2-A,341,U1417,B,17,17-2,H,2,A,133.0,136.0,145.93,145.96,,mud [Leg210],,mud ,,,,2.5Y 4/1 (dark gray),,,,,,,,,,,,,,"- chaotic
- colour variation between 2.5Y 4/1, 5GY 3/1, 10YR 4/1
- relatively much bioturbation",,,,,,,,
