Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name
369-U1516A-15H-1-A,47,150,128.67,129.7,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,15,H,1,A,,,
369-U1516A-15H-2-A,0,150,129.7,131.2,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,There are bluish green streaks at 63 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,15,H,2,A,,,
369-U1516A-15H-3-A,0,150,131.2,132.7,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,There are bluish green streaks at 75 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,15,H,3,A,,,
369-U1516A-15H-4-A,0,71,132.7,133.41,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,gradational boundary or contact,gradational,gradational,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,15,H,4,A,,,
369-U1516A-15H-4-A,71,82,133.41,133.52,,,,,silty,calcareous ooze,with sponge spicules,silty calcareous ooze with sponge spicules,,,GLEY 1 6/10Y (greenish gray),massive [BJ84],,normal grading,,,fine sand [W22_2],4,mineral,sulfide,none,0,,sharp boundary or contact,sharp,sharp,,,,,,,silty calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,15,H,4,A,,,
369-U1516A-15H-4-A,82,140,133.52,134.1,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,15,H,4,A,,,
369-U1516A-15H-5-A,0,150,134.2,135.7,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,There are bluish green streaks at 93 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,15,H,5,A,,,
369-U1516A-15H-6-A,0,135,135.7,137.05,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,There are bluish green streaks at 42 cm and 121 cm.,gradational boundary or contact,gradational,gradational,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,15,H,6,A,,,
369-U1516A-15H-6-A,135,144,137.05,137.14,,,,,silty,calcareous ooze,with sponge spicules,silty calcareous ooze with sponge spicules,,,GLEY 1 6/10Y (greenish gray),massive [BJ84],,normal grading,,,fine sand [W22_2],4,mineral,sulfide,none,0,,sharp boundary or contact,sharp,sharp,,,,,,,silty calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,15,H,6,A,,,
369-U1516A-15H-6-A,144,150,137.14,137.2,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,15,H,6,A,,,
369-U1516A-15H-7-A,0,76,137.2,137.96,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,15,H,7,A,,,
369-U1516A-15H-CC-A,0,6,137.96,138.02,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,15,H,CC,A,,,
369-U1516A-16H-1-A,0,150,137.7,139.2,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,16,H,1,A,,,
369-U1516A-16H-2-A,0,150,139.2,140.7,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,16,H,2,A,,,
369-U1516A-16H-3-A,0,89,140.7,141.59,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,gradational boundary or contact,linear,gradational,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,16,H,3,A,,,
369-U1516A-16H-3-A,89,107,141.59,141.77,,,,,silty,calcareous ooze,,silty calcareous ooze,,,GLEY 1 6/N (gray),massive [BJ84],,normal grading,structureless,,medium sand [W22_2],5,,,none,0,,irregular boundary or contact,irregular,sharp,,,,,,,foraminiferal ooze,foraminiferal ooze with sponge spicules,,,,369,U1516,A,16,H,3,A,,,
369-U1516A-16H-3-A,107,150,141.77,142.2,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,There are teal to blue gray streaks at 132 and 135 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,16,H,3,A,,,
369-U1516A-16H-4-A,0,140,142.2,143.6,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,There are teal to blue gray streaks between 10-12 and at 48 cm. Possible black monosulfides between 122-141 cm - these are vertical in the core.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,16,H,4,A,,,
369-U1516A-16H-5-A,0,150,143.7,145.2,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,"There are teal to blue gray streaks between 43-46, 64, 70-74, 97-100 and at 142 cm.",,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,16,H,5,A,,,
369-U1516A-16H-6-A,0,150,145.2,146.7,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,"There are teal to blue gray streaks at 42, 46, 62-64, 65, 69, 75 and between 78-79 cm.",,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,16,H,6,A,,,
369-U1516A-16H-7-A,0,82,146.7,147.52,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,There are teal to blue gray streaks at 50 and between 53-55 cm.,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,16,H,7,A,,,
369-U1516A-16H-CC-A,0,15,147.52,147.67,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1516,A,16,H,CC,A,,,
369-U1516A-17H-1-A,0,150,147.2,148.7,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,nodule,sulfide,none,0,In Section 1 (66-68 cm) there are sulfide(?) nodules.,,,,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1516,A,17,H,1,A,,,
369-U1516A-17H-2-A,0,150,148.7,150.2,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,"There are teal to blue gray streaks at 104, 106, 122, and between 127-129 cm.",,,,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1516,A,17,H,2,A,,,
369-U1516A-17H-3-A,0,83,150.2,151.03,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,There is a teal to blue gray streaks at 25 cm.,gradational boundary or contact,linear,gradational,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1516,A,17,H,3,A,,,
369-U1516A-17H-3-A,83,111,151.03,151.31,,,,,silty,calcareous ooze,,silty calcareous ooze,,,GLEY 1 5/5GY (greenish gray),massive [BJ84],,normal grading,,,very fine sand [W22_2],3,,,none,0,,scoured/erosional boundary or contact,irregular,sharp,,,,,,,silty calcareous ooze,calcareous ooze,,,,369,U1516,A,17,H,3,A,,,
369-U1516A-17H-3-A,111,150,151.31,151.7,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,There are pseudo nodules between 113-150 cm. There are teal to blue gray streaks between 160-180 cm.,,,,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1516,A,17,H,3,A,,,
369-U1516A-17H-4-A,0,139,151.7,153.09,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,Streak of mono sulfide(?) between 10-14 cm.,,,,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1516,A,17,H,4,A,,,
369-U1516A-17H-5-A,0,150,153.2,154.7,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,"There are teal to blue gray streaks betwen 43-45, 70-74, and 96-99 cm.",,,,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1516,A,17,H,5,A,,,
369-U1516A-17H-6-A,0,150,154.7,156.2,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,"There are teal to blue gray streaks betwen 41-46, 61-63, 74, and 77-78 cm.",,,,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1516,A,17,H,6,A,,,
369-U1516A-17H-7-A,0,80,156.2,157,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,"There are teal to blue gray streaks between 59-60, 63-64, and 74 cm.",,,,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1516,A,17,H,7,A,,,
369-U1516A-17H-CC-A,0,45,157,157.45,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,There are teal to blue gray streaks between 2-5 and 32-34 cm.,,,,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1516,A,17,H,CC,A,,,
369-U1516A-18H-1-A,0,20,156.7,156.9,,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,There is a teal bluish gray (GLEY 2 6/10B) interval between 18-20 cm.,color boundary or contact,linear,sharp,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1516,A,18,H,1,A,,,
369-U1516A-18H-1-A,20,66,156.9,157.36,,,,,silty,calcareous ooze,,silty calcareous ooze,,,GLEY 1 6/10Y (greenish gray),massive [BJ84],,normal grading,structureless,,very fine sand [W22_2],3,,,none,0,,scoured/erosional boundary or contact,linear,sharp,,,,,,,silty calcareous ooze,calcareous ooze,,,,369,U1516,A,18,H,1,A,,,
369-U1516A-18H-1-A,66,150,157.36,158.2,,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,There is a teal bluish gray (GLEY 2 6/10B) streak between 99-100 cm. There are also vertical sulfide streaks throughout.,color boundary or contact,linear,sharp,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1516,A,18,H,1,A,,,
369-U1516A-18H-2-A,0,150,158.2,159.7,,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1516,A,18,H,2,A,,,
369-U1516A-18H-3-A,0,150,159.7,161.2,,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,"There are teal bluish gray (GLEY 2 6/10B) streaks between 51-55, 74-76 and 114 cm.",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1516,A,18,H,3,A,,,
369-U1516A-18H-4-A,0,140,161.2,162.6,,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,"There are teal bluish gray (GLEY 2 6/10B) streaks at 35, 43-44, 107, 112 and 115 cm. There are also vertical sulfide streaks between 44-48, 57, 65-71 and 79-90 cm.",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1516,A,18,H,4,A,,,
369-U1516A-18H-5-A,0,120,162.7,163.9,,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,There are teal bluish gray (GLEY 2 6/10B) streaks between 63-39 cm.,gradational boundary or contact,linear,gradational,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1516,A,18,H,5,A,,,
369-U1516A-18H-5-A,120,131,163.9,164.01,,,,,silty,calcareous ooze,,silty calcareous ooze,,,GLEY 1 5/5GY (greenish gray),massive [BJ84],,normal grading,structureless,,very fine sand [W22_2],3,,,none,0,,scoured/erosional boundary or contact,linear,sharp,,,,,,,silty calcareous ooze,calcareous ooze,,,,369,U1516,A,18,H,5,A,,,
369-U1516A-18H-5-A,131,150,164.01,164.2,,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,gradational boundary or contact,linear,gradational,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1516,A,18,H,5,A,,,
369-U1516A-18H-6-A,0,150,164.2,165.7,,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,There are teal bluish gray (GLEY 2 6/10B) streaks between 14-16 cm. There are also vertical sulfide streaks between 37-39 and 66-68 cm.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1516,A,18,H,6,A,,,
369-U1516A-18H-7-A,0,18,165.7,165.88,,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,uncertain boundary or contact,gradational,sharp,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1516,A,18,H,7,A,,,
369-U1516A-18H-7-A,18,58,165.88,166.28,,,,,silty,calcareous ooze,,silty calcareous ooze,,,GLEY 1 5/5GY (greenish gray),massive [BJ84],,normal grading,structureless,,very fine sand [W22_2],3,,,none,0,,,,,,,,,,,silty calcareous ooze,calcareous ooze,,,,369,U1516,A,18,H,7,A,,,
369-U1516A-18H-CC-A,0,5,166.28,166.33,,,,,silty,calcareous ooze,,silty calcareous ooze,,,GLEY 1 5/5GY (greenish gray),massive [BJ84],,normal grading,structureless,,very fine sand [W22_2],3,,,none,0,,scoured/erosional boundary or contact,curved,sharp,,,,,,,silty calcareous ooze,calcareous ooze,,,,369,U1516,A,18,H,CC,A,,,
369-U1516A-18H-CC-A,5,12,166.33,166.4,,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,uncertain boundary or contact,gradational,sharp,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1516,A,18,H,CC,A,,,
369-U1516A-19H-1-A,0,150,166.2,167.7,,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,There are teal bluish gray (GLEY 2 6/10B) streaks between 124-129 cm.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1516,A,19,H,1,A,,,
369-U1516A-19H-2-A,0,150,167.7,169.2,,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,There are teal bluish gray (GLEY 2 6/10B) streaks between 127-131 cm.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1516,A,19,H,2,A,,,
369-U1516A-19H-3-A,0,150,169.2,170.7,,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,"There are teal bluish gray (GLEY 2 6/10B) streaks between 9-11, 68-72, 109-113 cm.",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1516,A,19,H,3,A,,,
369-U1516A-19H-4-A,0,140,170.7,172.1,,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,"There are teal bluish gray (GLEY 2 6/10B) streaks between 20, 51-55, and 108-109 cm.",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1516,A,19,H,4,A,,,
369-U1516A-19H-5-A,0,151,172.2,173.71,,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,There are teal bluish gray (GLEY 2 6/10B) streaks between 13-14 cm.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1516,A,19,H,5,A,,,
369-U1516A-19H-6-A,0,74,173.71,174.45,,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,There are teal bluish gray (GLEY 2 6/10B) streaks between 67-69 cm.,gradational boundary or contact,linear,gradational,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1516,A,19,H,6,A,,,
369-U1516A-19H-6-A,74,87,174.45,174.58,,,,,,calcareous ooze,,calcareous ooze,,,GLEY 1 5/5GY (greenish gray),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,There is a ~2cm green clast/or nodule between 81-83 cm.,scoured/erosional boundary or contact,curved,sharp,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1516,A,19,H,6,A,,,
369-U1516A-19H-6-A,87,150,174.58,175.21,,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,There are teal bluish gray (GLEY 2 6/10B) streaks between 143-144 cm.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1516,A,19,H,6,A,,,
369-U1516A-19H-7-A,0,79,175.21,176,,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,"There are black vertical streaks (possible monosulfides?) at 3, and between 10-13 cm.",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1516,A,19,H,7,A,,,
369-U1516A-19H-CC-A,0,15,176,176.15,,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1516,A,19,H,CC,A,,,
369-U1516A-20H-1-A,0,151,175.7,177.21,,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,There are teal bluish gray (GLEY 2 6/10B) streaks between 135-142 cm.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1516,A,20,H,1,A,,,
369-U1516A-20H-2-A,0,140,177.21,178.61,,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,"There are teal bluish gray (GLEY 2 6/10B) streaks at 8, and between 14-16, 28-31 and 78-79 cm.",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1516,A,20,H,2,A,,,
369-U1516A-20H-3-A,0,148,178.71,180.19,,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1516,A,20,H,3,A,,,
369-U1516A-20H-4-A,0,52,180.19,180.71,,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 7/10Y (light greenish grey),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,"There are teal bluish gray (GLEY 2 6/10B) streaks between 34-38 cm. Between 0 and 5 cm, the core was deformed during slabbing.",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1516,A,20,H,4,A,,,
369-U1516A-20H-5-A,0,44,180.71,181.15,,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 7/10Y (light greenish grey),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,"Between 0-1 cm, there is a gray (GLEY 1 5/N) foraminifera rich ooze.",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1516,A,20,H,5,A,,,
369-U1516A-20H-CC-A,0,15,181.15,181.3,,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 7/10Y (light greenish grey),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1516,A,20,H,CC,A,,,
369-U1516A-21F-1-A,0,150,181.3,182.8,,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1516,A,21,F,1,A,,,
369-U1516A-21F-2-A,0,142,182.8,184.22,,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,There are teal bluish gray (GLEY 2 6/10B) streaks between 71-74 and 83-85 cm.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1516,A,21,F,2,A,,,
369-U1516A-21F-3-A,0,101,184.32,185.33,,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,There are teal bluish gray (GLEY 2 6/10B) streaks at 69-71 and 81-83 cm.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1516,A,21,F,3,A,,,
369-U1516A-21F-4-A,0,76,185.33,186.09,,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1516,A,21,F,4,A,,,
369-U1516A-21F-CC-A,0,16,186.09,186.25,,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1516,A,21,F,CC,A,,,
369-U1516A-22F-1-A,0,150,186,187.5,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1516,A,22,F,1,A,,,
369-U1516A-22F-2-A,0,150,187.5,189,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,There are teal bluish gray (GLEY 2 6/10B) streaks at 67 cm,,,,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1516,A,22,F,2,A,,,
369-U1516A-22F-3-A,0,102,189,190.02,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,There are black vertical streaks (possible monosulfides?) between 58-61cm,,,,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1516,A,22,F,3,A,,,
369-U1516A-22F-4-A,0,78,190.02,190.8,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1516,A,22,F,4,A,,,
369-U1516A-22F-CC-A,0,17,190.8,190.97,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1516,A,22,F,CC,A,,,
369-U1516A-23F-1-A,0,152,190.7,192.22,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,"Black monosulfides at 12, 71 and 139 cm.",,,,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1516,A,23,F,1,A,,,
369-U1516A-23F-2-A,0,150,192.22,193.72,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,"Black monosulfides at 30, between 34-35, and at 61, 97 and 131 cm.",,,,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1516,A,23,F,2,A,,,
