Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Diagenetic constituent,Diagenetic constituent composition,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,File Data,Ship File Links,Shore File Links,Sample,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name
361,U1477,A,11,11-4,H,4,A,0,122,97.42,98.64,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-11H-4-A,,,
361,U1477,A,11,11-4,H,4,A,122,123,98.64,98.65,2a,,sand [2014],,sand,sand,sand,,,unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,,,,,,,,361-U1477A-11H-4-A,,,
361,U1477,A,11,11-4,H,4,A,123,150,98.65,98.92,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,,,,,,,361-U1477A-11H-4-A,,,
361,U1477,A,11,11-5,H,5,A,0,138,98.92,100.3,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-11H-5-A,,,
361,U1477,A,11,11-6,H,6,A,0,110,100.3,101.4,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-11H-6-A,,,
361,U1477,A,11,11-7,H,7,A,0,38,101.45,101.83,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-11H-7-A,,,
361,U1477,A,11,11-CC,H,CC,A,0,6,101.83,101.89,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-11H-CC-A,,,
361,U1477,A,12,12-1,F,1,A,0,146,102.5,103.96,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-12F-1-A,,,
361,U1477,A,12,12-2,F,2,A,0,150,103.96,105.46,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,Fine sand layer at 38.5-39 cm.,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-12F-2-A,,,
361,U1477,A,12,12-3,F,3,A,0,85,105.46,106.31,2a,silty,clay [2014],,silty clay,silty clay,clay,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-12F-3-A,,,
361,U1477,A,12,12-4,F,4,A,0,81,106.36,107.17,2a,silty,clay [2014],,silty clay,silty clay,clay,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,Centimetre gastropod shell at 7.5-8.5 cm,,,,,,,,,,,,,gastropod,present [A79],,,,,361-U1477A-12F-4-A,,,
361,U1477,A,12,12-CC,F,CC,A,0,23,107.17,107.4,2a,silty,clay [2014],,silty clay,silty clay,clay,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-12F-CC-A,,,
361,U1477,A,12,12-CC,F,CC,A,0,28,107.17,107.45,2a,,,,,,,,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,,,,,,,,,,361-U1477A-12F-CC-A,,,
361,U1477,A,13,13-1,F,1,A,0,150,107.2,108.7,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-13F-1-A,,,
361,U1477,A,13,13-2,F,2,A,0,118,108.7,109.88,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-13F-2-A,,,
361,U1477,A,13,13-3,F,3,A,0,96,109.88,110.84,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-13F-3-A,,,
361,U1477,A,13,13-4,F,4,A,0,37,110.84,111.21,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-13F-4-A,,,
361,U1477,A,13,13-4,F,4,A,37,71,111.21,111.55,2a,silty,clay [2014],,silty clay,silty clay,clay,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-13F-4-A,,,
361,U1477,A,13,13-CC,F,CC,A,0,25,111.55,111.8,2a,silty,clay [2014],,silty clay,silty clay,clay,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-13F-CC-A,,,
361,U1477,A,14,14-1,F,1,A,0,7,111.9,111.97,2a,silty,clay [2014],,silty clay,silty clay,clay,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-14F-1-A,,,
361,U1477,A,14,14-1,F,1,A,7,145,111.97,113.35,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-14F-1-A,,,
361,U1477,A,14,14-2,F,2,A,0,138,113.35,114.73,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-14F-2-A,,,
361,U1477,A,14,14-3,F,3,A,0,80,114.73,115.53,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-14F-3-A,,,
361,U1477,A,14,14-4,F,4,A,0,109,115.58,116.67,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-14F-4-A,,,
361,U1477,A,14,14-CC,F,CC,A,0,23,116.67,116.9,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,abundant [A79],,,,,361-U1477A-14F-CC-A,,,
361,U1477,A,15,15-1,F,1,A,0,71,116.6,117.31,2a,silty,sand [2014],,silty sand,silty sand,sand,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],medium sand [W22_2],5,coarse sand [W22_2],6,,,,,,,,,,,,,,shell fragment,abundant [A79],,,,,361-U1477A-15F-1-A,,,
361,U1477,A,15,15-1,F,1,A,71,126,117.31,117.86,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-15F-1-A,,,
361,U1477,A,15,15-2,F,2,A,0,142,117.86,119.28,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-15F-2-A,,,
361,U1477,A,15,15-3,F,3,A,0,101,119.28,120.29,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-15F-3-A,,,
361,U1477,A,15,15-4,F,4,A,0,90,120.29,121.19,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-15F-4-A,,,
361,U1477,A,15,15-CC,F,CC,A,0,28,121.19,121.47,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-15F-CC-A,,,
361,U1477,A,16,16-1,F,1,A,0,148,121.3,122.78,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-16F-1-A,,,
361,U1477,A,16,16-2,F,2,A,0,150,122.78,124.28,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-16F-2-A,,,
361,U1477,A,16,16-3,F,3,A,0,77,124.28,125.05,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-16F-3-A,,,
361,U1477,A,16,16-4,F,4,A,0,68,125.1,125.78,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-16F-4-A,,,
361,U1477,A,16,16-CC,F,CC,A,0,25,125.78,126.03,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-16F-CC-A,,,
361,U1477,A,17,17-1,F,1,A,0,132,126,127.32,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-17F-1-A,,,
361,U1477,A,17,17-2,F,2,A,0,150,127.32,128.82,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-17F-2-A,,,
361,U1477,A,17,17-3,F,3,A,0,118,128.82,130,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-17F-3-A,,,
361,U1477,A,17,17-4,F,4,A,0,70,130,130.7,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-17F-4-A,,,
361,U1477,A,17,17-CC,F,CC,A,0,22,130.7,130.92,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-17F-CC-A,,,
361,U1477,A,18,18-1,F,1,A,0,116,130.7,131.86,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-18F-1-A,,,
361,U1477,A,18,18-2,F,2,A,0,28,131.86,132.14,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-18F-2-A,,,
361,U1477,A,18,18-2,F,2,A,28,33,132.14,132.19,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],lithic [2014],,,,361-U1477A-18F-2-A,,,
361,U1477,A,18,18-2,F,2,A,33,155,132.19,133.41,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-18F-2-A,,,
361,U1477,A,18,18-3,F,3,A,0,92.5,133.41,134.335,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-18F-3-A,,,
361,U1477,A,18,18-3,F,3,A,92.5,94,134.335,134.35,2a,,sand [2014],,sand,sand,sand,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-18F-3-A,,,
361,U1477,A,18,18-3,F,3,A,94,136,134.35,134.77,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-18F-3-A,,,
361,U1477,A,18,18-4,F,4,A,0,58,134.82,135.4,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-18F-4-A,,,
361,U1477,A,18,18-CC,F,CC,A,0,17,135.4,135.57,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-18F-CC-A,,,
361,U1477,A,19,19-1,F,1,A,0,141,135.4,136.81,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,"Event layers of few millimeters to 1-2 centimeters (grain size from silt to sand) occur throughout the core. Occasionally, lithic fragments are present.",,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-19F-1-A,,,
361,U1477,A,19,19-2,F,2,A,0,149,136.81,138.3,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,"Event layers of few millimeters to 1-2 centimeters (grain size from silt to sand) occur throughout the core. Occasionally, lithic fragments are present.",,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-19F-2-A,,,
361,U1477,A,19,19-3,F,3,A,0,92,138.3,139.22,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,"Event layers of few millimeters to 1-2 centimeters (grain size from silt to sand) occur throughout the core. Occasionally, lithic fragments are present.",,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-19F-3-A,,,
361,U1477,A,19,19-CC,F,CC,A,0,67,139.22,139.89,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,"Event layers of few millimeters to 1-2 centimeters (grain size from silt to sand) occur throughout the core. Occasionally, lithic fragments are present.",,,,,,,,,,,,,shell fragment,present [A79],lithic [2014],,,,361-U1477A-19F-CC-A,,,
361,U1477,A,20,20-1,F,1,A,0,136,140.1,141.46,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,"Event layers of few millimeters to 1-2 centimeters (grain size from silt to sand) occur throughout the core. Occasionally, lithic fragments are present.",,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-20F-1-A,,,
361,U1477,A,20,20-2,F,2,A,0,140,141.46,142.86,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,"Event layers of few millimeters to 1-2 centimeters (grain size from silt to sand) occur throughout the core. Occasionally, lithic fragments are present.",,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-20F-2-A,,,
361,U1477,A,20,20-3,F,3,A,0,131,142.86,144.17,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,"Event layers of few millimeters to 1-2 centimeters (grain size from silt to sand) occur throughout the core. Occasionally, lithic fragments are present.",,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-20F-3-A,,,
361,U1477,A,20,20-4,F,4,A,0,54,144.27,144.81,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,"Event layers of few millimeters to 1-2 centimeters (grain size from silt to sand) occur throughout the core. Occasionally, lithic fragments are present.",,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-20F-4-A,,,
361,U1477,A,20,20-CC,F,CC,A,0,21,144.81,145.02,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,"Event layers of few millimeters to 1-2 centimeters (grain size from silt to sand) occur throughout the core. Occasionally, lithic fragments are present.",,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-20F-CC-A,,,
361,U1477,A,21,21-1,F,1,A,0,137,144.8,146.17,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,"Event layers of few millimeters to 1-2 centimeters (grain size from clay to sand) occur throughout the core. Occasionally, lithic fragments are present.",,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-21F-1-A,,,
361,U1477,A,21,21-2,F,2,A,0,143,146.17,147.6,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,"Event layers of few millimeters to 1-2 centimeters (grain size from clay to sand) occur throughout the core. Occasionally, lithic fragments are present.",,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-21F-2-A,,,
361,U1477,A,21,21-3,F,3,A,0,73,147.6,148.33,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,"Event layers of few millimeters to 1-2 centimeters (grain size from clay to sand) occur throughout the core. Occasionally, lithic fragments are present.",,,,,,,,,,,,,shell fragment,present [A79],lithic [2014],,,,361-U1477A-21F-3-A,,,
361,U1477,A,21,21-CC,F,CC,A,0,31,148.33,148.64,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,"Event layers of few millimeters to 1-2 centimeters (grain size from clay to sand) occur throughout the core. Occasionally, lithic fragments are present.",,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-21F-CC-A,,,
361,U1477,A,22,22-1,F,1,A,0,135,149.5,150.85,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,"Event layers of few millimeters to 1-2 centimeters (grain size from clay to sand) occur throughout the core. Occasionally, lithic fragments are present.",,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-22F-1-A,,,
361,U1477,A,22,22-2,F,2,A,0,135,150.85,152.2,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,"Event layers of few millimeters to 1-2 centimeters (grain size from clay to sand) occur throughout the core. Occasionally, lithic fragments are present.",,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-22F-2-A,,,
361,U1477,A,22,22-3,F,3,A,0,144,152.3,153.74,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,"Event layers of few millimeters to 1-2 centimeters (grain size from clay to sand) occur throughout the core. Occasionally, lithic fragments are present.",,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-22F-3-A,,,
361,U1477,A,23,23-1,F,1,A,0,137,154.2,155.57,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,"Event layers of few millimeters to 1-2 centimeters (grain size from clay to sand) occur throughout the core. Occasionally, lithic fragments are present.",,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-23F-1-A,,,
361,U1477,A,23,23-2,F,2,A,0,137,155.57,156.94,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,"Event layers of few millimeters to 1-2 centimeters (grain size from clay to sand) occur throughout the core. Occasionally, lithic fragments are present.",,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-23F-2-A,,,
361,U1477,A,23,23-3,F,3,A,0,101,156.94,157.95,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-23F-3-A,,,
361,U1477,A,23,23-3,F,3,A,101,150,157.95,158.44,2c,clayey,silt [2014],,clayey silt,clayey silt,silt,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-23F-3-A,,,
361,U1477,A,23,23-4,F,4,A,0,60,158.44,159.04,2c,clayey,silt [2014],,clayey silt,clayey silt,silt,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-23F-4-A,,,
361,U1477,A,23,23-CC,F,CC,A,0,20,159.04,159.24,2c,clayey,silt [2014],,clayey silt,clayey silt,silt,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-23F-CC-A,,,
361,U1477,A,24,24-1,F,1,A,0,122,158.9,160.12,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-24F-1-A,,,
361,U1477,A,24,24-2,F,2,A,0,94,160.22,161.16,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-24F-2-A,,,
361,U1477,A,24,24-CC,F,CC,A,0,18,161.16,161.34,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-24F-CC-A,,,
361,U1477,A,25,25-1,F,1,A,0,24,163.6,163.84,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-25F-1-A,,,
361,U1477,A,25,25-2,F,2,A,0,146,163.84,165.3,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-25F-2-A,,,
361,U1477,A,25,25-3,F,3,A,0,138,165.3,166.68,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-25F-3-A,,,
361,U1477,A,25,25-4,F,4,A,0,111,166.68,167.79,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-25F-4-A,,,
