Sample,Exp,Site,Hole,Core,Type,Core-Sect,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File Data,row_index
339-U1391C-11R-6-A,339,U1391,C,11,R,11-6,6,A,0,133,429.71,431.04,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,burrow (?) below 107 cm.,100,100,,71
339-U1391C-11R-CC-A,339,U1391,C,11,R,11-CC,CC,A,0,12,431.04,431.16,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,72
339-U1391C-12R-1-A,339,U1391,C,12,R,12-1,1,A,0,150,431.8,433.3,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,"More silty between 0 and 96 cm, and 135 cm and 150 cm.",100,100,,73
339-U1391C-12R-2-A,339,U1391,C,12,R,12-2,2,A,0,150,433.3,434.8,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,More silty between 21 and 121 cm. Shell fragments at 29 cm.,100,100,,74
339-U1391C-12R-3-A,339,U1391,C,12,R,12-3,3,A,0,150,434.8,436.3,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Burrows in 50-120 cm. Shell fragments at 16 cm.,100,100,,75
339-U1391C-12R-4-A,339,U1391,C,12,R,12-4,4,A,0,68,436.3,436.98,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,"Shell fragments, pyritized burrows.",100,100,,76
339-U1391C-12R-4-A,339,U1391,C,12,R,12-4,4,A,68,150,436.98,437.8,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments,100,100,,77
339-U1391C-12R-5-A,339,U1391,C,12,R,12-5,5,A,0,150,437.8,439.3,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Shell fragments,100,100,,78
339-U1391C-12R-6-A,339,U1391,C,12,R,12-6,6,A,0,103,439.3,440.33,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Gastropod 58 cm.,100,100,,79
339-U1391C-12R-6-A,339,U1391,C,12,R,12-6,6,A,103,151,440.33,440.81,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,"Pyritized burrow at 123 cm,",100,100,,80
339-U1391C-12R-7-A,339,U1391,C,12,R,12-7,7,A,0,70,440.81,441.51,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,81
339-U1391C-12R-CC-A,339,U1391,C,12,R,12-CC,CC,A,0,14,441.51,441.65,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,82
339-U1391C-13R-1-A,339,U1391,C,13,R,13-1,1,A,0,150,441.3,442.8,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments,100,100,,83
339-U1391C-13R-2-A,339,U1391,C,13,R,13-2,2,A,0,150,442.8,444.3,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments (gastropod at 84 cm, scaphopod at 98-99 cm).",100,100,,84
339-U1391C-13R-3-A,339,U1391,C,13,R,13-3,3,A,0,40,444.3,444.7,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,uncertain boundary or contact,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments,100,100,,85
339-U1391C-13R-3-A,339,U1391,C,13,R,13-3,3,A,40,65,444.7,444.95,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,uncertain boundary or contact,,,,,,slight_339 [DB91],3,,,,100,100,,86
339-U1391C-13R-3-A,339,U1391,C,13,R,13-3,3,A,65,150,444.95,445.8,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments,100,100,,87
339-U1391C-13R-4-A,339,U1391,C,13,R,13-4,4,A,0,150,445.8,447.3,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,pyritized burrows,100,100,,88
339-U1391C-13R-5-A,339,U1391,C,13,R,13-5,5,A,0,68,447.3,447.98,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,uncertain boundary or contact,,,,,,slight_339 [DB91],3,,,pyritized burrows,100,100,,89
339-U1391C-13R-5-A,339,U1391,C,13,R,13-5,5,A,68,72,447.98,448.02,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5GY 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,uncertain boundary or contact,,,,,,slight_339 [DB91],3,,,,100,100,,90
339-U1391C-13R-5-A,339,U1391,C,13,R,13-5,5,A,72,150,448.02,448.8,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,91
339-U1391C-13R-6-A,339,U1391,C,13,R,13-6,6,A,0,150,448.8,450.3,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,pyritized burrows,100,100,,92
339-U1391C-13R-7-A,339,U1391,C,13,R,13-7,7,A,0,74,450.3,451.04,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,93
339-U1391C-13R-CC-A,339,U1391,C,13,R,13-CC,CC,A,0,13,451.04,451.17,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,abundant forams,100,100,,94
339-U1391C-14R-1-A,339,U1391,C,14,R,14-1,1,A,0,104,450.9,451.94,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,gastropod at 98 cm.,100,100,,95
339-U1391C-14R-1-A,339,U1391,C,14,R,14-1,1,A,104,133,451.94,452.23,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,,96
339-U1391C-14R-1-A,339,U1391,C,14,R,14-1,1,A,133,150,452.23,452.4,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,97
339-U1391C-14R-2-A,339,U1391,C,14,R,14-2,2,A,0,11,452.4,452.51,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,,98
339-U1391C-14R-2-A,339,U1391,C,14,R,14-2,2,A,11,75,452.51,453.15,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,,99
339-U1391C-14R-2-A,339,U1391,C,14,R,14-2,2,A,75,150,453.15,453.9,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,100
339-U1391C-14R-3-A,339,U1391,C,14,R,14-3,3,A,0,50,453.9,454.4,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,,101
339-U1391C-14R-3-A,339,U1391,C,14,R,14-3,3,A,50,91,454.4,454.81,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,,102
339-U1391C-14R-3-A,339,U1391,C,14,R,14-3,3,A,91,150,454.81,455.4,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,shell fragments at 98 cm.,100,100,,103
339-U1391C-14R-4-A,339,U1391,C,14,R,14-4,4,A,0,78,455.4,456.18,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,uncertain boundary or contact,,,,,,slight_339 [DB91],3,,,,100,100,,104
339-U1391C-14R-4-A,339,U1391,C,14,R,14-4,4,A,78,99,456.18,456.39,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,uncertain boundary or contact,,,,,,slight_339 [DB91],3,,,,100,100,,105
339-U1391C-14R-4-A,339,U1391,C,14,R,14-4,4,A,99,128,456.39,456.68,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,uncertain boundary or contact,,,,,,slight_339 [DB91],3,,,,100,100,,106
339-U1391C-14R-4-A,339,U1391,C,14,R,14-4,4,A,128,143,456.68,456.83,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,uncertain boundary or contact,,,,,,slight_339 [DB91],3,,,,100,100,,107
339-U1391C-14R-4-A,339,U1391,C,14,R,14-4,4,A,143,150,456.83,456.9,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,108
339-U1391C-14R-5-A,339,U1391,C,14,R,14-5,5,A,0,10,456.9,457,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,,109
339-U1391C-14R-5-A,339,U1391,C,14,R,14-5,5,A,10,61,457,457.51,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,,110
339-U1391C-14R-5-A,339,U1391,C,14,R,14-5,5,A,61,100,457.51,457.9,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,uncertain boundary or contact,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments at 94 cm.,100,100,,111
339-U1391C-14R-5-A,339,U1391,C,14,R,14-5,5,A,100,126,457.9,458.16,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,uncertain boundary or contact,,,,,,slight_339 [DB91],3,,,,100,100,,112
339-U1391C-14R-5-A,339,U1391,C,14,R,14-5,5,A,126,150,458.16,458.4,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,113
339-U1391C-14R-6-A,339,U1391,C,14,R,14-6,6,A,0,151,458.4,459.91,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,gastropod at 4 cm.,100,100,,114
339-U1391C-14R-7-A,339,U1391,C,14,R,14-7,7,A,0,73,459.91,460.64,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,115
339-U1391C-14R-CC-A,339,U1391,C,14,R,14-CC,CC,A,0,20,460.64,460.84,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,116
339-U1391C-15R-1-A,339,U1391,C,15,R,15-1,1,A,0,36,460.5,460.68,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,pyritized burrow at 30 cm.,100,100,,117
339-U1391C-15R-1-A,339,U1391,C,15,R,15-1,1,A,36,75,460.68,461.25,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,very low angle cross laimina at 60-63 cm. pyritized burrow at 64-68 cm.,100,100,,118
339-U1391C-15R-2-A,339,U1391,C,15,R,15-2,2,A,0,150,461.25,462.75,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,more silty in 14-90 cm.,100,100,,119
339-U1391C-15R-3-A,339,U1391,C,15,R,15-3,3,A,0,150,462.75,464.25,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,more clayey in 71-83 cm. shell fragments at 80 cm. gastropod at 101.,100,100,,120
339-U1391C-15R-4-A,339,U1391,C,15,R,15-4,4,A,0,150,464.25,465.75,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,slightly darker in 36-124 cm.,100,100,,121
339-U1391C-15R-5-A,339,U1391,C,15,R,15-5,5,A,0,150,465.75,467.25,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,slightly silty in 4-22 cm.,100,100,,122
339-U1391C-15R-6-A,339,U1391,C,15,R,15-6,6,A,0,150,467.25,468.75,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,123
339-U1391C-15R-7-A,339,U1391,C,15,R,15-7,7,A,0,150,468.75,470.25,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,slightly more clayey in 76-82 cm.,100,100,,124
339-U1391C-15R-CC-A,339,U1391,C,15,R,15-CC,CC,A,0,11,470.25,470.36,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,125
339-U1391C-16R-1-A,339,U1391,C,16,R,16-1,1,A,0,150,470,471.5,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Gastropod at 68 cm.,100,100,,126
339-U1391C-16R-2-A,339,U1391,C,16,R,16-2,2,A,0,52,471.5,472.02,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments,100,100,,127
339-U1391C-16R-2-A,339,U1391,C,16,R,16-2,2,A,52,150,472.02,473,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments,100,100,,128
339-U1391C-16R-3-A,339,U1391,C,16,R,16-3,3,A,0,69,473,473.69,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments,100,100,,129
339-U1391C-16R-3-A,339,U1391,C,16,R,16-3,3,A,69,150,473.69,474.5,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments,100,100,,130
339-U1391C-16R-4-A,339,U1391,C,16,R,16-4,4,A,0,38,474.5,474.88,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments. Pyritized burrows.,100,100,,131
339-U1391C-16R-4-A,339,U1391,C,16,R,16-4,4,A,38,109,474.88,475.59,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments,100,100,,132
339-U1391C-16R-4-A,339,U1391,C,16,R,16-4,4,A,109,150,475.59,476,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments,100,100,,133
339-U1391C-16R-5-A,339,U1391,C,16,R,16-5,5,A,0,150,476,477.5,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments. Pyrite burrows,100,100,,134
339-U1391C-16R-6-A,339,U1391,C,16,R,16-6,6,A,0,83,477.5,478.33,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments,100,100,,135
339-U1391C-16R-CC-A,339,U1391,C,16,R,16-CC,CC,A,0,19,478.33,478.52,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments,100,100,,136
339-U1391C-17R-1-A,339,U1391,C,17,R,17-1,1,A,0,150,479.7,481.2,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,137
339-U1391C-17R-2-A,339,U1391,C,17,R,17-2,2,A,0,150,481.2,482.7,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,138
339-U1391C-17R-3-A,339,U1391,C,17,R,17-3,3,A,0,131,482.7,484.01,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Faint laminations.,100,100,,139
339-U1391C-17R-4-A,339,U1391,C,17,R,17-4,4,A,0,58,484.01,484.59,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Faint laminations.,100,100,,140
339-U1391C-17R-CC-A,339,U1391,C,17,R,17-CC,CC,A,0,20,484.59,484.79,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Faint laminations.,100,100,,141
339-U1391C-18R-1-A,339,U1391,C,18,R,18-1,1,A,0,150,489,490.5,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,"Rare small shell fragments, forams and pyrite burrows present.",100,100,,142
339-U1391C-18R-2-A,339,U1391,C,18,R,18-2,2,A,0,140,490.5,491.9,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,"Rare small shell fragments, forams and pyrite burrows present.",100,100,,143
