Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color,Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,Clasts (>2 mm) 3ND ORDER,Lithic clasts (>2 mm) DOMINANT,DOMINANT lithic roundness,Lithic clasts (>2 mm) 2ND ORDER,2ND lithic roundness,Lithic clasts (>2 mm) 3RD ORDER,3RD lithic roundness,Vitric clasts (>2 mm) DOMINANT,DOMINANT vitric roundness,Vitric clasts (>2 mm) 2ND ORDER,2ND vitric roundness,Vitric clasts (>2 mm) 3RD ORDER,3RD vitric roundness,Crystals (>2 mm) DOMINANT,DOMINANT crystal roundness,Crystals (>2 mm) 2ND ORDER,2ND crystal roundness,Crystals (>2 mm) 3RD ORDER,3RD crystal roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT","Matrix, fines (<2 mm) 2ND ORDER","Matrix, fines (<2 mm) 3ND ORDER",Matrix sorting,Matrix comments,File Data,Shore File Links,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
,350,U1436,B,4,4-2,H,2,A,0,8,13.6,13.68,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,black,,fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,,79
,350,U1436,B,4,4-2,H,2,A,8,22,13.68,13.82,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80
,350,U1436,B,4,4-2,H,2,A,22,33,13.82,13.93,I,,,,evolved,ash [2014],with lapilli [2014],evolved ash,evolved ash with lapilli,ash with lapilli,,gray,,fine sand [W22_2],4,pebble [W22_2],9,,,,,,,normally graded,,,,,,,vitric [2014],,,,,,,,,pumice [2014],rounded,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,,81
,350,U1436,B,4,4-2,H,2,A,33,46,13.93,14.06,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82
,350,U1436,B,4,4-2,H,2,A,46,52,14.06,14.12,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,gray,,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,,83
,350,U1436,B,4,4-2,H,2,A,52,58,14.12,14.18,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,light gray,,silt [W22_1],2,coarse sand [W22_2],6,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,,84
,350,U1436,B,4,4-2,H,2,A,58,72,14.18,14.32,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85
,350,U1436,B,4,4-2,H,2,A,72,82,14.32,14.42,I,,,,evolved,ash [2014],with lapilli [2014],evolved ash,evolved ash with lapilli,ash with lapilli,,gray,,fine sand [W22_2],4,pebble [W22_2],9,,,,,,,normally graded,,,,,,,vitric [2014],,,,,,,,,pumice [2014],sub-rounded,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,,86
,350,U1436,B,4,4-2,H,2,A,82,114,14.42,14.74,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87
,350,U1436,B,4,4-2,H,2,A,114,125,14.74,14.85,I,,,,"matrix-supported, polymictic, evolved [2014]",lapilli-ash [2014],,"matrix-supported, polymictic, evolved lapilli-ash","matrix-supported, polymictic, evolved lapilli-ash",lapilli-ash,,gray,,medium sand [W22_2],5,pebble [W22_2],9,,,,,,,non-graded,,,,,,,vitric [2014],,,,,,,,,pumice [2014],sub-rounded,,,,,,,,,,,,,,,,,,,,,,88
,350,U1436,B,4,4-3,H,3,A,0,36,14.85,15.21,I,,,,,ash [2014],with lapilli [2014],ash,ash with lapilli,ash with lapilli,,gray,,medium sand [W22_2],5,granule [W22_2],8,,,,,,,normally graded,,,,,,,vitric [2014],lithic [2014],,,,,,,,pumice [2014],sub-rounded,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,,89
,350,U1436,B,4,4-3,H,3,A,36,64,15.21,15.49,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90
,350,U1436,B,4,4-3,H,3,A,64,67,15.49,15.52,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,dark gray,,silt [W22_1],2,fine sand [W22_2],4,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,,91
,350,U1436,B,4,4-3,H,3,A,67,84,15.52,15.69,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92
,350,U1436,B,4,4-3,H,3,A,84,86,15.69,15.71,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,white,,silt [W22_1],2,fine sand [W22_2],4,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,,93
,350,U1436,B,4,4-3,H,3,A,86,94,15.71,15.79,I,,,,,mud [2014],with lapilli [2014],mud,mud with lapilli,mud with lapilli,,,,,,,,,,,,,,,,,,,,,vitric [2014],,,,,,,,,pumice [2014],sub-rounded,,,,,,,,,,,,,,,,,,,,,,94
,350,U1436,B,4,4-3,H,3,A,94,98,15.79,15.83,I,,,,"matrix-supported, monomictic, evolved [2014]",lapilli-ash [2014],,"matrix-supported, monomictic, evolved lapilli-ash","matrix-supported, monomictic, evolved lapilli-ash",lapilli-ash,,gray,,silt [W22_1],2,pebble [W22_2],9,,,,,,,normally graded,,,,,,,vitric [2014],,,,,,,,,pumice [2014],sub-rounded,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,,95
,350,U1436,B,4,4-3,H,3,A,98,140,15.83,16.25,I,,,,,mud [2014],with lapilli [2014],mud,mud with lapilli,mud with lapilli,,,,,,,,,,,,,,,,,,,,,vitric [2014],,,,,,,,,pumice [2014],sub-rounded,,,,,,,,,,,,,,,,,,,,,,96
,350,U1436,B,4,4-3,H,3,A,140,150,16.25,16.35,I,,,,"matrix-supported, polymictic, evolved [2014]",lapilli-ash [2014],,"matrix-supported, polymictic, evolved lapilli-ash","matrix-supported, polymictic, evolved lapilli-ash",lapilli-ash,,light gray,,coarse sand [W22_2],6,pebble [W22_2],9,,,,,,,reversely coarse-tail graded,,,,,,,vitric [2014],lithic [2014],,"volcanic, evolved [2014]",,,,,,pumice [2014],angular,,,,,,,,,,,,,,,,,,,,,,97
,350,U1436,B,4,4-4,H,4,A,0,46,16.35,16.81,I,,,,"clast-supported, polymictic",lapilli [2014],,"clast-supported, polymictic lapilli","clast-supported, polymictic lapilli",lapilli,,light gray,,granule [W22_2],8,pebble [W22_2],9,,,,,,,normally graded,,,,,,,vitric [2014],lithic [2014],,,,,,,,pumice [2014],angular,,,,,,,,,,,,,,,,,,,,,,98
,350,U1436,B,4,4-4,H,4,A,46,78,16.81,17.13,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99
,350,U1436,B,4,4-4,H,4,A,78,99,17.13,17.34,I,,,,"clast-supported, monomictic, evolved [2014]",lapilli [2014],,"clast-supported, monomictic, evolved lapilli","clast-supported, monomictic, evolved lapilli",lapilli,,white,,granule [W22_2],8,pebble [W22_2],9,,,,,,,reversely coarse-tail graded,,,,,,,vitric [2014],,,,,,,,,pumice [2014],sub-rounded,,,,,,,,,,,,,,,,,,,,,,100
,350,U1436,B,4,4-4,H,4,A,99,111,17.34,17.46,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101
,350,U1436,B,4,4-4,H,4,A,111,113,17.46,17.48,I,,,,"clast-supported, monomictic, evolved [2014]",lapilli [2014],,"clast-supported, monomictic, evolved lapilli","clast-supported, monomictic, evolved lapilli",lapilli,,white,,granule [W22_2],8,pebble [W22_2],9,,,,,,,reversely coarse-tail graded,,,,,,,vitric [2014],,,,,,,,,pumice [2014],sub-rounded,,,,,,,,,,,,,,,,,,,,,,102
,350,U1436,B,4,4-4,H,4,A,113,129,17.48,17.64,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103
,350,U1436,B,4,4-4,H,4,A,129,136,17.64,17.71,I,,,,"clast-supported, monomictic, evolved [2014]",lapilli [2014],,"clast-supported, monomictic, evolved lapilli","clast-supported, monomictic, evolved lapilli",lapilli,,white,,granule [W22_2],8,pebble [W22_2],9,,,,,,,reversely coarse-tail graded,,,,,,,vitric [2014],,,,,,,,,pumice [2014],sub-rounded,,,,,,,,,,,,,,,,,,,,,,104
,350,U1436,B,4,4-CC,H,CC,A,0,10,17.71,17.81,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105
,350,U1436,B,5,5-1,H,1,A,0,50,17.9,18.4,I,,,,"clast-supported, polymictic",lapilli [2014],,"clast-supported, polymictic lapilli","clast-supported, polymictic lapilli",lapilli,,dark gray,,granule [W22_2],8,pebble [W22_2],9,,,,,,,non-graded,,,,,,,vitric [2014],,,,,,,,,pumice [2014],sub-rounded,,,,,,,,,,,,,,,,,,,,,,106
,350,U1436,B,5,5-1,H,1,A,50,73,18.4,18.63,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107
,350,U1436,B,5,5-1,H,1,A,73,75,18.63,18.65,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,light green,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108
,350,U1436,B,5,5-1,H,1,A,75,94,18.65,18.84,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109
,350,U1436,B,5,5-1,H,1,A,94,96,18.84,18.86,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,dark gray,,silt [W22_1],2,fine sand [W22_2],4,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110
,350,U1436,B,5,5-1,H,1,A,96,104,18.86,18.94,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111
,350,U1436,B,5,5-1,H,1,A,104,109,18.94,18.99,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,light gray,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112
,350,U1436,B,5,5-1,H,1,A,109,143,18.99,19.33,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113
,350,U1436,B,5,5-1,H,1,A,143,145,19.33,19.35,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,light gray,,silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114
,350,U1436,B,5,5-1,H,1,A,145,150,19.35,19.4,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115
,350,U1436,B,5,5-2,H,2,A,0,9,19.4,19.49,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116
,350,U1436,B,5,5-2,H,2,A,9,21,19.49,19.61,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117
,350,U1436,B,5,5-2,H,2,A,21,30,19.61,19.7,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,gray,,silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118
,350,U1436,B,5,5-2,H,2,A,30,111,19.7,20.51,I,,,,,mud [2014],with lapilli [2014],mud,mud with lapilli,mud with lapilli,,,,,,,,,,,,,,,,,,,,,vitric [2014],,,,,,,,,pumice [2014],sub-rounded,,,,,,,,,,,,,,,,,,,,,,119
,350,U1436,B,5,5-2,H,2,A,111,114,20.51,20.54,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,light gray,,fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120
,350,U1436,B,5,5-2,H,2,A,114,150,20.54,20.9,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121
,350,U1436,B,5,5-3,H,3,A,0,8,20.9,20.98,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,light gray,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122
,350,U1436,B,5,5-3,H,3,A,8,26,20.98,21.16,I,,,,evolved,ash [2014],with lapilli [2014],evolved ash,evolved ash with lapilli,ash with lapilli,,light gray,,silt [W22_1],2,granule [W22_2],8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123
,350,U1436,B,5,5-3,H,3,A,26,32,21.16,21.22,I,,,,evolved,ash [2014],with crystals [2014],evolved ash,evolved ash with crystals,ash with crystals,,gray,,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124
,350,U1436,B,5,5-3,H,3,A,32,57,21.22,21.47,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125
,350,U1436,B,5,5-3,H,3,A,57,59,21.47,21.49,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,gray,,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126
,350,U1436,B,5,5-3,H,3,A,59,67,21.49,21.57,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127
,350,U1436,B,5,5-3,H,3,A,67,72,21.57,21.62,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,black,,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128
,350,U1436,B,5,5-3,H,3,A,72,86,21.62,21.76,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129
,350,U1436,B,5,5-3,H,3,A,86,91,21.76,21.81,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,gray,,fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130
,350,U1436,B,5,5-3,H,3,A,91,150,21.81,22.4,I,,,,,mud [2014],with lapilli [2014],mud,mud with lapilli,mud with lapilli,,,,,,,,,,,,,,,,,,,,,vitric [2014],,,,,,,,,pumice [2014],rounded,,,,,,,,,,,,,,,,,,,,,,131
,350,U1436,B,5,5-4,H,4,A,0,5,22.4,22.45,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132
,350,U1436,B,5,5-4,H,4,A,5,15,22.45,22.55,I,,,,mafic,lapilli-ash [2014],with mud [2014],mafic lapilli-ash,mafic lapilli-ash with mud,lapilli-ash with mud,,dark gray,,silt [W22_1],2,granule [W22_2],8,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133
,350,U1436,B,5,5-4,H,4,A,15,46,22.55,22.86,I,,,,,mud [2014],with lapilli [2014],mud,mud with lapilli,mud with lapilli,,,,,,,,,,,,,,,,,,,,,vitric [2014],,,,,,,,,pumice [2014],rounded,,,,,,,,,,,,,,,,,,,,,,134
,350,U1436,B,5,5-4,H,4,A,46,62,22.86,23.02,I,,,,"matrix-supported, monomictic, evolved [2014]",lapilli-ash [2014],,"matrix-supported, monomictic, evolved lapilli-ash","matrix-supported, monomictic, evolved lapilli-ash",lapilli-ash,,gray,,silt [W22_1],2,granule [W22_2],8,,,,,,,non-graded,,,,,,,vitric [2014],,,,,,,,,pumice [2014],sub-rounded,,,,,,,,,,,,,,,,,,,,,,135
,350,U1436,B,5,5-4,H,4,A,62,107,23.02,23.47,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136
,350,U1436,B,5,5-4,H,4,A,107,114,23.47,23.54,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,dark gray,,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137
,350,U1436,B,5,5-4,H,4,A,114,150,23.54,23.9,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138
,350,U1436,B,5,5-5,H,5,A,0,27,23.9,24.17,I,,,,,mud [2014],with lapilli [2014],mud,mud with lapilli,mud with lapilli,,,,,,,,,,,,,,,,,,,,,vitric [2014],,,,,,,,,pumice [2014],rounded,,,,,,,,,,,,,,,,,,,,,,139
,350,U1436,B,5,5-5,H,5,A,27,28,24.17,24.18,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,dark gray,,coarse sand [W22_2],6,coarse sand [W22_2],6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140
,350,U1436,B,5,5-5,H,5,A,28,44,24.18,24.34,I,,,,,mud [2014],with lapilli [2014],mud,mud with lapilli,mud with lapilli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141
,350,U1436,B,5,5-5,H,5,A,44,52,24.34,24.42,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,light gray,,silt [W22_1],2,fine sand [W22_2],4,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142
,350,U1436,B,5,5-5,H,5,A,52,61,24.42,24.51,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143
,350,U1436,B,6,6-1,H,1,A,0,61,24.5,25.11,I,,,,"clast-supported, polymictic",lapilli [2014],,"clast-supported, polymictic lapilli","clast-supported, polymictic lapilli",lapilli,,gray,,granule [W22_2],8,pebble [W22_2],9,,,,,,,,,,,,,,vitric [2014],,,,,,,,,pumice [2014],,,,,,,,,,,,,,,,,,,,,,,144
,350,U1436,B,6,6-1,H,1,A,61,109,25.11,25.59,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145
,350,U1436,B,6,6-1,H,1,A,109,126,25.59,25.76,I,,,,evolved,lapilli-ash [2014],,evolved lapilli-ash,evolved lapilli-ash,lapilli-ash,,gray,,fine sand [W22_2],4,pebble [W22_2],9,,,,,,,reversely graded,,,,,,,vitric [2014],,,,,,,,,pumice [2014],,,,,,,,,,,,,,,,,,,,,,,146
,350,U1436,B,6,6-1,H,1,A,126,150,25.76,26,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147
,350,U1436,B,6,6-2,H,2,A,0,2,26,26.02,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148
,350,U1436,B,6,6-2,H,2,A,2,11,26.02,26.11,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,gray,,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149
,350,U1436,B,6,6-2,H,2,A,11,13,26.11,26.13,I,,,,evolved,ash [2014],with lapilli [2014],evolved ash,evolved ash with lapilli,ash with lapilli,,dark gray,,coarse sand [W22_2],6,granule [W22_2],8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150
,350,U1436,B,6,6-2,H,2,A,13,25,26.13,26.25,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151
,350,U1436,B,6,6-2,H,2,A,25,27,26.25,26.27,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,brown,,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152
,350,U1436,B,6,6-2,H,2,A,27,55,26.27,26.55,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153
,350,U1436,B,6,6-2,H,2,A,55,58,26.55,26.58,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,dark gray,,silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154
,350,U1436,B,6,6-2,H,2,A,58,79,26.58,26.79,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155
,350,U1436,B,6,6-2,H,2,A,79,88,26.79,26.88,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,gray,,fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,normally coarse-tail graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156
,350,U1436,B,6,6-2,H,2,A,88,100,26.88,27,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157
,350,U1436,B,6,6-2,H,2,A,100,102,27,27.02,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,gray,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158
,350,U1436,B,6,6-2,H,2,A,102,117,27.02,27.17,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159
,350,U1436,B,6,6-2,H,2,A,117,118,27.17,27.18,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,white,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160
,350,U1436,B,6,6-2,H,2,A,118,150,27.18,27.5,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161
,350,U1436,B,6,6-3,H,3,A,0,35,27.5,27.85,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162
,350,U1436,B,6,6-3,H,3,A,35,36,27.85,27.86,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,gray,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163
,350,U1436,B,6,6-3,H,3,A,36,50,27.86,28,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164
,350,U1436,B,6,6-3,H,3,A,50,52,28,28.02,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,dark gray,,coarse sand [W22_2],6,coarse sand [W22_2],6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165
,350,U1436,B,6,6-3,H,3,A,52,62,28.02,28.12,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166
,350,U1436,B,6,6-3,H,3,A,62,67,28.12,28.17,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167
,350,U1436,B,6,6-3,H,3,A,67,72,28.17,28.22,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168
,350,U1436,B,6,6-3,H,3,A,72,76,28.22,28.26,I,,,,mafic,lapilli-ash [2014],,mafic lapilli-ash,mafic lapilli-ash,lapilli-ash,,dark gray,,fine sand [W22_2],4,granule [W22_2],8,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169
