Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Bottom contact or boundary geometry,Bottom contact or boundary attitude,Bedding thickness of MAJOR lithology,Interbed lithology,Thickness of interbeds,INTERPRETATION - Turbiditic or Hemipelagic,TEPHRA type,Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
354-U1451A-8H-1-A,80,122,47.1,47.52,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,normally graded,,,,,,,,354,U1451,A,8,H,1,A,,,,109
354-U1451A-8H-2-A,0,101,47.76,48.77,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,8,H,2,A,,,,110
354-U1451A-8H-3-A,0,100,48.77,49.77,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,8,H,3,A,,,,111
354-U1451A-8H-4-A,0,77,49.77,50.54,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,8,H,4,A,,,,112
354-U1451A-8H-5-A,0,95,50.54,51.49,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,8,H,5,A,,,,113
354-U1451A-8H-6-A,0,78,51.49,52.27,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,8,H,6,A,,,,114
354-U1451A-9H-1-A,0,150,52.3,53.8,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,9,H,1,A,,,,115
354-U1451A-9H-2-A,0,146,53.8,55.26,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,9,H,2,A,,,,116
354-U1451A-9H-CC-A,0,30,55.26,55.56,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,9,H,CC,A,,,,117
354-U1451A-10F-1-A,0,5,55.6,55.65,,,sand [Leg210],coarse grained,sand,sand coarse grained,sand coarse grained,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,A,10,F,1,A,,,,118
354-U1451A-10F-1-A,5,33,55.65,55.93,,silty [Leg339],clay [Leg210],with sand [2014],silty clay,silty clay with sand,clay with sand,,dark gray,gradational,,,,,,,fluid escape structure,Flame structure,,,,,,,354,U1451,A,10,F,1,A,,,,119
354-U1451A-10F-1-A,33,79,55.93,56.39,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1451,A,10,F,1,A,,,,120
354-U1451A-10F-1-A,79,123,56.39,56.83,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,gradational,,thin bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,A,10,F,1,A,,,,121
354-U1451A-10F-1-A,123,137,56.83,56.97,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,,,,,,,,,,,,,,,,,354,U1451,A,10,F,1,A,,,,122
354-U1451A-10F-2-A,0,66,56.97,57.63,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,A,10,F,2,A,,,,123
354-U1451A-10F-2-A,66,100,57.63,57.97,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,A,10,F,2,A,,,,124
354-U1451A-10F-2-A,100,121,57.97,58.18,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,,,,,,,,normally graded,,,,,,,,354,U1451,A,10,F,2,A,,,,125
354-U1451A-10F-2-A,100,121,57.97,58.18,,,,,,,,,,,,,,,,,mud clast,,,,,,,,354,U1451,A,10,F,2,A,,,,126
354-U1451A-10F-3-A,0,27,58.18,58.45,,,sand [Leg210],,sand,sand,sand,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,A,10,F,3,A,,,,127
354-U1451A-10F-3-A,27,34,58.45,58.52,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,,,,,,,,,,,,,,,354,U1451,A,10,F,3,A,,,,128
354-U1451A-10F-3-A,34,65,58.52,58.83,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,sharp planar,horizontal,,,,,,normally graded,,,,,,,,354,U1451,A,10,F,3,A,,,,129
354-U1451A-10F-3-A,65,86,58.83,59.04,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,A,10,F,3,A,,,,130
354-U1451A-10F-3-A,86,111,59.04,59.29,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,10,F,3,A,,,,131
354-U1451A-10F-3-A,111,121,59.29,59.39,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,10,F,3,A,,,,132
354-U1451A-10F-4-A,0,58,59.39,59.97,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,bioturbated,horizontal,,,,,,burrows,,,,,,,,354,U1451,A,10,F,4,A,,,,133
354-U1451A-10F-4-A,58,95,59.97,60.34,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,gray,,,,,,,,burrows,,,,,,,,354,U1451,A,10,F,4,A,,,,134
354-U1451A-10F-CC-A,0,30,60.34,60.64,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,gray,,,,,,,,burrows,,,,,,,,354,U1451,A,10,F,CC,A,,,,135
354-U1451A-11F-1-A,0,48,60.3,60.78,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,dark gray,,,,,,,,,,,,Fall-in broken up pieces of ooze with silty clay.,,,,354,U1451,A,11,F,1,A,,,,136
354-U1451A-11F-1-A,48,145,60.78,61.75,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,11,F,1,A,,,,137
354-U1451A-11F-2-A,0,150,61.8,63.3,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,11,F,2,A,,,,138
354-U1451A-11F-3-A,0,40,63.3,63.7,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,greenish gray,bioturbated,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,11,F,3,A,,,,139
354-U1451A-11F-3-A,40,62,63.7,63.92,,,sand [Leg210],,sand,sand,sand,,brown,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,A,11,F,3,A,,,,140
354-U1451A-11F-3-A,62,150,63.92,64.8,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,dark gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,11,F,3,A,,,,141
354-U1451A-11F-CC-A,0,20,64.8,65,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light green,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,11,F,CC,A,,,,142
354-U1451A-12F-1-A,0,150,65,66.5,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,dark green,,,thick bed [B01],silt [Leg210],very thin bed [B01],,,burrows,,,,,,,,354,U1451,A,12,F,1,A,,,,143
354-U1451A-12F-2-A,0,112,66.5,67.62,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,gray,gradational,,,,,,,burrows,,,,,,,,354,U1451,A,12,F,2,A,,,,144
354-U1451A-12F-2-A,112,124,67.62,67.74,,,silt [Leg210],,silt,silt,silt,,brown,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,A,12,F,2,A,,,,145
354-U1451A-12F-2-A,124,141,67.74,67.91,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,,,,,,,,,354,U1451,A,12,F,2,A,,,,146
354-U1451A-12F-3-A,0,41,67.91,68.32,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,,thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,,,,,354,U1451,A,12,F,3,A,,,,147
354-U1451A-12F-3-A,41,121,68.32,69.12,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,normally graded,,,,,,,,354,U1451,A,12,F,3,A,,,,148
354-U1451A-12F-4-A,0,24,69.12,69.36,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,12,F,4,A,,,,149
354-U1451A-12F-4-A,24,62,69.36,69.74,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,,,,,,,,,354,U1451,A,12,F,4,A,,,,150
354-U1451A-13F-1-A,0,139,69.7,71.09,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,13,F,1,A,,,,151
354-U1451A-13F-1-A,139,145,71.09,71.15,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,13,F,1,A,,,,152
354-U1451A-13F-2-A,0,11,71.19,71.3,,,sand [Leg210],,sand,sand,sand,,dark gray,sharp irregular,inclined,,,,,,,,,,,,,,354,U1451,A,13,F,2,A,,,,153
354-U1451A-13F-2-A,11,100,71.3,72.19,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,light gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,A,13,F,2,A,,,,154
354-U1451A-13F-2-A,100,117,72.19,72.36,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,yellow,bioturbated,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,13,F,2,A,,,,155
354-U1451A-13F-2-A,117,126,72.36,72.45,,,volcanic ash [MMK88],,volcanic ash,volcanic ash,volcanic ash,,green,gradational,,,,,,,,,,,,,,,354,U1451,A,13,F,2,A,,,,156
354-U1451A-13F-2-A,126,150,72.45,72.69,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,13,F,2,A,,,,157
354-U1451A-13F-3-A,0,52,72.69,73.21,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,13,F,3,A,,,,158
354-U1451A-13F-4-A,0,89,73.21,74.1,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,13,F,4,A,,,,159
354-U1451A-14F-1-A,0,30,74.4,74.7,,sandy [Leg339],silt [Leg210],,sandy silt,sandy silt,silt,,dark gray,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1451,A,14,F,1,A,,,,160
354-U1451A-14F-1-A,30,91,74.7,75.31,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,,medium bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,A,14,F,1,A,,,,161
354-U1451A-14F-1-A,91,101,75.31,75.41,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,sharp planar,horizontal,,,,,,normally graded,,,,,,,,354,U1451,A,14,F,1,A,,,,162
354-U1451A-14F-1-A,101,150,75.41,75.9,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,medium bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,A,14,F,1,A,,,,163
354-U1451A-14F-2-A,0,27,75.9,76.17,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,,medium bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,A,14,F,2,A,,,,164
354-U1451A-14F-2-A,27,40,76.17,76.3,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,sharp irregular,,,,,,,normally graded,,,,,,,,354,U1451,A,14,F,2,A,,,,165
354-U1451A-14F-2-A,40,68,76.3,76.58,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,,medium bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,A,14,F,2,A,,,,166
354-U1451A-14F-2-A,68,83,76.58,76.73,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,sharp irregular,,,,,,,normally graded,,,,,,,,354,U1451,A,14,F,2,A,,,,167
354-U1451A-14F-2-A,83,104,76.73,76.94,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,,medium bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,A,14,F,2,A,,,,168
354-U1451A-14F-2-A,104,140,76.94,77.3,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,sharp irregular,,,,,,,normally graded,,,,,,,,354,U1451,A,14,F,2,A,,,,169
354-U1451A-14F-2-A,140,145,77.3,77.35,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,14,F,2,A,,,,170
354-U1451A-14F-3-A,0,51,77.41,77.92,,,sand [Leg210],,sand,sand,sand,,dark gray,sharp planar,horizontal,,,,,,normally graded,,,,,,,,354,U1451,A,14,F,3,A,,,,171
354-U1451A-14F-3-A,51,111,77.92,78.52,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light brown,,,,,,,,,all flow in disturbance.,,,,,,,354,U1451,A,14,F,3,A,,,,172
354-U1451A-14F-4-A,0,63,78.52,79.15,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light brown,,,,,,,,,all flow in disturbance.,,,,,,,354,U1451,A,14,F,4,A,,,,173
354-U1451A-14F-CC-A,0,24,79.15,79.39,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light brown,,,,,,,,,all flow in disturbance.,,,,,,,354,U1451,A,14,F,CC,A,,,,174
354-U1451A-15F-1-A,0,145,79.1,80.55,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,15,F,1,A,,,,175
354-U1451A-15F-1-A,0,145,79.1,80.55,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1451,A,15,F,1,A,,,,176
354-U1451A-15F-1-A,145,150,80.55,80.6,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,15,F,1,A,,,,177
354-U1451A-15F-2-A,0,150,80.6,82.1,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,15,F,2,A,,,,178
354-U1451A-15F-2-A,0,150,80.6,82.1,,,,,,,,,,,,,,,,,burrows,,,,"very large pyritized burrow, 15 cm vertical",,,,354,U1451,A,15,F,2,A,,,,179
354-U1451A-15F-3-A,0,111,82.1,83.21,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,15,F,3,A,,,,180
354-U1451A-15F-3-A,0,111,82.1,83.21,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1451,A,15,F,3,A,,,,181
354-U1451A-15F-4-A,0,61,83.21,83.82,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,15,F,4,A,,,,182
354-U1451A-15F-4-A,0,61,83.21,83.82,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1451,A,15,F,4,A,,,,183
354-U1451A-15F-CC-A,0,18,83.82,84,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,gray,sharp planar,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,15,F,CC,A,,,,184
354-U1451A-15F-CC-A,18,30,84,84.12,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,gray,,,,,,,,,,,,,,,,354,U1451,A,15,F,CC,A,,,,185
354-U1451A-16F-1-A,0,12,83.8,83.92,,,clay [Leg210],,clay,clay,clay,,light gray,sharp irregular,sub-horizontal,,,,,,mud clast,,,,,,,,354,U1451,A,16,F,1,A,,,,186
354-U1451A-16F-1-A,12,124,83.92,85.04,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],T,,,,,,,,,,354,U1451,A,16,F,1,A,,,,187
354-U1451A-16F-1-A,124,139,85.04,85.19,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,gray,sharp irregular,horizontal,,,,T,,,,,,,,,,354,U1451,A,16,F,1,A,,,,188
354-U1451A-16F-1-A,139,150,85.19,85.3,,,clay [Leg210],,clay,clay,clay,,gray,,,,,,,,,,,,,,,,354,U1451,A,16,F,1,A,,,,189
354-U1451A-16F-2-A,0,8,85.3,85.38,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,dark gray,gradational,horizontal,,,,,,,,,,,,,,354,U1451,A,16,F,2,A,,,,190
354-U1451A-16F-2-A,8,12,85.38,85.42,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,gradational,horizontal,,,,,,,,,,,,,,354,U1451,A,16,F,2,A,,,,191
354-U1451A-16F-2-A,12,17,85.42,85.47,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,sharp planar,horizontal,,,,T,,,,,,mud turbidite,,,,354,U1451,A,16,F,2,A,,,,192
354-U1451A-16F-2-A,17,34,85.47,85.64,,silty [Leg339],clay [Leg210],with mica,silty clay,silty clay with mica,clay with mica,,dark gray,gradational,horizontal,,,,,,,,,,,,,,354,U1451,A,16,F,2,A,,,,193
354-U1451A-16F-2-A,34,38,85.64,85.68,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,sharp planar,horizontal,,,,T,,,,,,mud turbidite,,,,354,U1451,A,16,F,2,A,,,,194
354-U1451A-16F-2-A,38,40,85.68,85.7,,silty [Leg339],clay [Leg210],,silty clay,silty clay with mica,clay with mica,,dark gray,gradational,horizontal,,,,,,,,,,,,,,354,U1451,A,16,F,2,A,,,,195
354-U1451A-16F-2-A,40,46,85.7,85.76,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,sharp planar,horizontal,,,,T,,,,,,mud tubidite,,,,354,U1451,A,16,F,2,A,,,,196
354-U1451A-16F-2-A,46,72,85.76,86.02,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp planar,horizontal,,,,T,,,,,,mud turbidite,,,,354,U1451,A,16,F,2,A,,,,197
354-U1451A-16F-2-A,72,91,86.02,86.21,,silty [Leg339],clay [Leg210],with mica,silty clay,silty clay with mica,clay with mica,,dark gray,sharp planar,horizontal,,,,T,,,,,,mud turbidite,,,,354,U1451,A,16,F,2,A,,,,198
354-U1451A-16F-2-A,91,104,86.21,86.34,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp planar,horizontal,,,,T,,,,,,mud turbidite,,,,354,U1451,A,16,F,2,A,,,,199
354-U1451A-16F-2-A,104,117,86.34,86.47,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp planar,horizontal,,,,T,,,,,,mud turbidite,,,,354,U1451,A,16,F,2,A,,,,200
354-U1451A-16F-2-A,117,140,86.47,86.7,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp planar,horizontal,,,,T,,,,,,mud turbidite,,,,354,U1451,A,16,F,2,A,,,,201
354-U1451A-16F-2-A,140,145,86.7,86.75,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,16,F,2,A,,,,202
354-U1451A-16F-2-A,145,150,86.75,86.8,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,16,F,2,A,,,,203
354-U1451A-16F-3-A,0,92,86.8,87.72,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,medium bed [B01],silt [Leg210],very thin bed [B01],T,,,,,,,,,,354,U1451,A,16,F,3,A,,,,204
354-U1451A-16F-4-A,0,63,87.72,88.35,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,medium bed [B01],silt [Leg210],very thin bed [B01],T,,,,,,,,,,354,U1451,A,16,F,4,A,,,,205
354-U1451A-16F-CC-A,0,31,88.35,88.66,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,,,,T,,,,,,,,,,354,U1451,A,16,F,CC,A,,,,206
354-U1451A-17F-1-A,0,8,88.5,88.58,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,greenish gray,sharp irregular,inclined,,,,,,,,,,fall in,,,,354,U1451,A,17,F,1,A,,,,207
354-U1451A-17F-1-A,8,18,88.58,88.68,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp planar,sub-horizontal,,,,T?,,,,,,,,,,354,U1451,A,17,F,1,A,,,,208
354-U1451A-17F-1-A,18,145,88.68,89.95,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,greenish gray,,,,,,H,,,,,,,,,,354,U1451,A,17,F,1,A,,,,209
354-U1451A-17F-1-A,145,150,89.95,90,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light gray,,,,,,,,,,,,,,,,354,U1451,A,17,F,1,A,,,,210
354-U1451A-17F-2-A,0,71,90,90.71,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,greenish gray,gradational,,,,,H,,,,,,higher silt content between 66-69 cm,,,,354,U1451,A,17,F,2,A,,,,211
354-U1451A-17F-2-A,71,82,90.71,90.82,,nannofossil rich,volcanic ash [MMK88],with foraminifers [2014],nannofossil rich volcanic ash,nannofossil rich volcanic ash with foraminifers,volcanic ash with foraminifers,,greenish gray,bioturbated,,,,,A,,normally graded,,,,higher foraminifer content,,,,354,U1451,A,17,F,2,A,,,,212
354-U1451A-17F-2-A,82,140,90.82,91.4,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,greenish gray,,,,,,H,,,,,,,,,,354,U1451,A,17,F,2,A,,,,213
354-U1451A-17F-2-A,140,150,91.4,91.5,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,greenish gray,,,,,,,,,,,,,,,,354,U1451,A,17,F,2,A,,,,214
354-U1451A-17F-3-A,0,98,91.5,92.48,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,greenish gray,,,,,,H,,,,,,,,,,354,U1451,A,17,F,3,A,,,,215
354-U1451A-17F-3-A,98,100,92.48,92.5,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,,,,T,,,,,,,,,,354,U1451,A,17,F,3,A,,,,216
354-U1451A-17F-4-A,0,65,92.5,93.15,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,thin bed [B01],silt [Leg210],lamina [M&W53],T,,,,,,,,,,354,U1451,A,17,F,4,A,,,,217
354-U1451A-17F-CC-A,0,17,93.15,93.32,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,,,,T,,,,,,,,,,354,U1451,A,17,F,CC,A,,,,218
354-U1451A-17F-CC-A,17,30,93.32,93.45,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,greenish gray,,,,,,H,,,,,,,,,,354,U1451,A,17,F,CC,A,,,,219
354-U1451A-18F-1-A,0,47,93.2,93.67,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,A,18,F,1,A,,,,220
354-U1451A-18F-1-A,47,78,93.67,93.98,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,A,18,F,1,A,,,,221
354-U1451A-18F-1-A,78,150,93.98,94.7,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,dark gray,,,,,,,,,,,,pyritized burrow 130 to 131 cm,,,,354,U1451,A,18,F,1,A,,,,222
354-U1451A-18F-2-A,0,69,94.7,95.39,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,A,18,F,2,A,,,,223
354-U1451A-18F-2-A,69,97,95.39,95.67,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,A,18,F,2,A,,,,224
