Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Principal Name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data,Lithology Suffix,Minor Lithology Prefix,Lithology Prefix,Minor Lithology Suffix,row_index
340-U1395B-3H-4-A,340,U1395,B,3,3-4,H,4,A,143,150,21.33,21.4,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,,,,,,,,0,0,0,0,0,100,0,0,0,0,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,71
340-U1395B-3H-5-A,340,U1395,B,3,3-4,H,4,A,0,89,21.4,22.29,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,100,0,0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,72
340-U1395B-3H-5-A,340,U1395,B,3,3-5,H,5,A,89,150,22.29,22.9,,,,,,,,,,,,WR taken,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,73
340-U1395B-3H-6-A,340,U1395,B,3,3-6,H,6,A,0,131,22.9,24.21,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,100,0,0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,74
340-U1395B-3H-6-A,340,U1395,B,3,3-6,H,6,A,131,138,24.21,24.28,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,100,0,0,0,0,0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,75
340-U1395B-3H-6-A,340,U1395,B,3,3-6,H,6,A,138,140,24.28,24.3,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,100,0,0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,76
340-U1395B-3H-7-A,340,U1395,B,3,3-7,H,7,A,0,30,24.3,24.6,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,very fine mud [T07],1,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,100,0,0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,77
340-U1395B-3H-7-A,340,U1395,B,3,3-7,H,7,A,30,43,24.6,24.73,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,100,0,0,0,0,0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,78
340-U1395B-3H-7-A,340,U1395,B,3,3-7,H,7,A,43,59,24.73,24.89,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,100,0,0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,79
340-U1395B-3H-CC-A,340,U1395,B,3,3-CC,H,CC,A,0,31,24.89,25.2,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,100,0,0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,80
340-U1395B-4H-1-A,340,U1395,B,4,4-1,H,1,A,0,18,24.9,25.08,minimal [drilling disturbance],1,volcaniclastic-conglomerate [BGS-S81],70,granule [T07],9,volcaniclastic-mud [BGS-S81],30,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,50,0,10,0,0,20,20,0,,,absent [alteration],0,probably coring artefact,,,,,,,,,,,,,81
340-U1395B-4H-1-A,340,U1395,B,4,4-1,H,1,A,18,43,25.08,25.33,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,100,0,0,0,0,,,absent [alteration],0,,,,,,,,,,,,,,82
340-U1395B-4H-1-A,340,U1395,B,4,4-1,H,1,A,43,45,25.33,25.35,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,100,0,0,0,0,0,0,,,absent [alteration],0,,,,,,,,,,,,,,83
340-U1395B-4H-1-A,340,U1395,B,4,4-1,H,1,A,45,84,25.35,25.74,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,100,0,0,0,0,,,absent [alteration],0,,,,,,,,,,,,,,84
340-U1395B-4H-1-A,340,U1395,B,4,4-1,H,1,A,84,91.5,25.74,25.815,minimal [drilling disturbance],1,ash [F&S84],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,100,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,85
340-U1395B-4H-1-A,340,U1395,B,4,4-1,H,1,A,91.5,150,25.815,26.4,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,86
340-U1395B-4H-2-A,340,U1395,B,4,4-2,H,2,A,0,38,26.4,26.78,minimal [drilling disturbance],1,calcareous ooze [Leg339],97,silt-fine mud [T07],2,volcanic silt [Leg152],3,silt-fine mud [T07],2,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,3,0,0,0,0,97,,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,87
340-U1395B-4H-2-A,340,U1395,B,4,4-2,H,2,A,38,46,26.78,26.86,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,0,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,88
340-U1395B-4H-2-A,340,U1395,B,4,4-2,H,2,A,46,152,26.86,27.92,minimal [drilling disturbance],1,calcareous ooze [Leg339],99,silt-fine mud [T07],2,volcanic silt [Leg152],1,silt-fine mud [T07],2,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,1,0,0,0,0,99,,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,89
340-U1395B-4H-3-A,340,U1395,B,4,4-3,H,3,A,0,142,27.92,29.34,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,100,0,0,0,0,,,absent [alteration],0,,,,,,,,,,,,,,90
340-U1395B-4H-3-A,340,U1395,B,4,4-3,H,3,A,142,152,29.34,29.44,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,91
340-U1395B-4H-4-A,340,U1395,B,4,4-4,H,4,A,0,14,29.44,29.58,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,100,0,0,0,0,,,absent [alteration],0,,,,,,,,,,,,,,92
340-U1395B-4H-4-A,340,U1395,B,4,4-4,H,4,A,14,21,29.58,29.65,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,100,0,0,0,0,0,0,,,absent [alteration],0,,,,,,,,,,,,,,93
340-U1395B-4H-4-A,340,U1395,B,4,4-4,H,4,A,21,52,29.65,29.96,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,100,0,0,0,0,,,absent [alteration],0,,,,,,,,,,,,,,94
340-U1395B-4H-4-A,340,U1395,B,4,4-4,H,4,A,52,54,29.96,29.98,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,100,0,0,0,0,0,0,,,absent [alteration],0,,,,,,,,,,,,,,95
340-U1395B-4H-4-A,340,U1395,B,4,4-4,H,4,A,54,134,29.98,30.78,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,100,0,0,0,0,,,absent [alteration],0,,,,,,,,,,,,,,96
340-U1395B-4H-4-A,340,U1395,B,4,4-4,H,4,A,134,152,30.78,30.96,minimal [drilling disturbance],1,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,10,0,0,0,45,45,0,,,absent [alteration],0,,,,,,,,,,,,,,97
340-U1395B-4H-5-A,340,U1395,B,4,4-5,H,5,A,0,63,30.96,31.59,minimal [drilling disturbance],1,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,10,0,0,0,45,45,0,,,absent [alteration],0,,,,,,,,,,,,,,98
340-U1395B-4H-5-A,340,U1395,B,4,4-5,H,5,A,63,152,31.59,32.48,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,100,0,0,0,0,,,absent [alteration],0,,,,,,,,,,,,,,99
340-U1395B-4H-6-A,340,U1395,B,4,4-6,H,6,A,0,142.5,32.48,33.905,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,100,0,0,0,0,,,absent [alteration],0,,,,,,,,,,,,,,100
340-U1395B-4H-6-A,340,U1395,B,4,4-6,H,6,A,142.5,151,33.905,33.99,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,101
340-U1395B-4H-7-A,340,U1395,B,4,4-7,H,7,A,0,62,33.99,34.61,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,100,0,0,0,0,,,absent [alteration],0,,,,,,,,,,,,,,102
340-U1395B-4H-CC-A,340,U1395,B,4,4-CC,H,CC,A,0,8,34.61,34.69,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,100,0,0,0,0,,,absent [alteration],0,,,,,,,,,,,,,,103
340-U1395B-4H-CC-A,340,U1395,B,4,4-CC,H,CC,A,8,13,34.69,34.74,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,100,0,0,0,0,0,0,0,,,absent [alteration],0,,,,,,,,,,,,,,104
340-U1395B-4H-CC-A,340,U1395,B,4,4-CC,H,CC,A,13,28,34.74,34.89,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,100,0,0,0,0,,,absent [alteration],0,,,,,,,,,,,,,,105
340-U1395B-4H-CC-A,340,U1395,B,4,4-CC,H,CC,A,28,32,34.89,34.93,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,100,0,0,0,0,0,0,0,,,absent [alteration],0,,,,,,,,,,,,,,106
340-U1395B-4H-CC-A,340,U1395,B,4,4-CC,H,CC,A,32,45,34.93,35.06,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,100,0,0,0,0,,,absent [alteration],0,,,,,,,,,,,,,,107
340-U1395B-4H-CC-A,340,U1395,B,4,4-CC,H,CC,A,45,51,35.06,35.12,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,108
340-U1395B-5H-1-A,340,U1395,B,5,5-1,H,1,A,0,150,34.4,35.9,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,95,0,0,5,0,,,absent [alteration],0,all hemipelagic mud,,,,,,,,,,,,,109
340-U1395B-5H-2-A,340,U1395,B,5,5-2,H,2,A,0,137,35.9,37.27,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,95,0,0,5,0,,,absent [alteration],0,,,,,,,,,,,,,,110
340-U1395B-5H-2-A,340,U1395,B,5,5-2,H,2,A,137,150,37.27,37.4,minimal [drilling disturbance],1,calcareous sand [Leg210],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,95,0,0,,,absent [alteration],0,,,,,,,,,,,,,,111
340-U1395B-5H-3-A,340,U1395,B,5,5-3,H,3,A,0,75,37.4,38.15,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,95,0,0,,,absent [alteration],0,,,,,,,,,,,,,,112
340-U1395B-5H-3-A,340,U1395,B,5,5-3,H,3,A,75,77,38.15,38.17,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,0,0,0,0,0,80,,,absent [alteration],0,,,,,,,,,,,,,,113
340-U1395B-5H-3-A,340,U1395,B,5,5-3,H,3,A,77,110,38.17,38.5,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,95,0,0,,,absent [alteration],0,,,,,,,,,,,,,,114
340-U1395B-5H-3-A,340,U1395,B,5,5-3,H,3,A,110,112,38.5,38.52,minimal [drilling disturbance],1,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,90,0,0,,,absent [alteration],0,,,,,,,,,,,,,,115
340-U1395B-5H-3-A,340,U1395,B,5,5-3,H,3,A,112,142,38.52,38.82,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,95,0,0,,,absent [alteration],0,,,,,,,,,,,,,,116
340-U1395B-5H-3-A,340,U1395,B,5,5-3,H,3,A,142,150,38.82,38.9,,,,,,,,,,,,pal,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,117
340-U1395B-5H-4-A,340,U1395,B,5,5-4,H,4,A,0,8,38.9,38.98,minimal [drilling disturbance],1,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,70,25,0,,,absent [alteration],0,,,,,,,,,,,,,,118
340-U1395B-5H-4-A,340,U1395,B,5,5-4,H,4,A,8,150,38.98,40.4,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,95,0,0,,,absent [alteration],0,,,,,,,,,,,,,,119
340-U1395B-5H-5-A,340,U1395,B,5,5-5,H,5,A,0,86,40.4,41.26,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,95,0,0,,,absent [alteration],0,,,,,,,,,,,,,,120
340-U1395B-5H-5-A,340,U1395,B,5,5-5,H,5,A,86,92,41.26,41.32,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,50,0,40,0,0,10,0,0,,,absent [alteration],0,,,,,,,,,,,,,,121
340-U1395B-5H-5-A,340,U1395,B,5,5-5,H,5,A,92,115,41.32,41.55,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,100,0,0,0,0,,,absent [alteration],0,,,,,,,,,,,,,,122
340-U1395B-5H-5-A,340,U1395,B,5,5-5,H,5,A,115,119,41.55,41.59,minimal [drilling disturbance],1,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,90,10,0,,,absent [alteration],0,,,,,,,,,,,,,,123
340-U1395B-5H-5-A,340,U1395,B,5,5-5,H,5,A,119,150,41.59,41.9,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,100,0,0,0,0,,,absent [alteration],0,,,,,,,,,,,,,,124
340-U1395B-5H-6-A,340,U1395,B,5,5-6,H,6,A,0,58,41.9,42.48,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,95,0,0,,,absent [alteration],0,,,,,,,,,,,,,,125
340-U1395B-5H-6-A,340,U1395,B,5,5-6,H,6,A,58,132,42.48,43.22,minimal [drilling disturbance],1,volcaniclastic-breccia [BGS-S81],100,granule [T07],9,,,,,100,,100,75,,0,,10,,0,,14,,0,,0,,,,,75,0,10,0,14,0,0,1,0,0,,,absent [alteration],0,,,,,,,,,,,,,,126
340-U1395B-5H-6-A,340,U1395,B,5,5-6,H,6,A,132,140,43.22,43.3,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,100,0,0,0,0,,,absent [alteration],0,,,,,,,,,,,,,,127
340-U1395B-5H-7-A,340,U1395,B,5,5-7,H,7,A,0,67,43.3,43.97,minimal [drilling disturbance],1,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,0,0,95,,,absent [alteration],0,,,,,,,,,,,,,,128
340-U1395B-5H-CC-A,340,U1395,B,5,5-CC,H,CC,A,0,24,43.97,44.21,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,100,0,0,0,0,,,absent [alteration],0,,,,,,,,,,,,,,129
340-U1395B-5H-CC-A,340,U1395,B,5,5-CC,H,CC,A,24,29,44.21,44.26,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,130
340-U1395B-6H-1-A,340,U1395,B,6,6-1,H,1,A,0,63,43.9,44.53,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,95,0,5,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,131
340-U1395B-6H-1-A,340,U1395,B,6,6-1,H,1,A,63,82,44.53,44.72,minimal [drilling disturbance],1,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,5,0,0,0,45,50,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,132
340-U1395B-6H-1-A,340,U1395,B,6,6-1,H,1,A,82,111,44.72,45.01,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,95,0,5,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,133
340-U1395B-6H-1-A,340,U1395,B,6,6-1,H,1,A,111,150,45.01,45.4,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],60,fine sand [T07],4,calcareous sand [Leg210],40,fine mud [T07],3,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,40,0,0,0,0,60,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,134
340-U1395B-6H-2-A,340,U1395,B,6,6-2,H,2,A,0,11,45.4,45.51,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],80,fine sand [T07],4,calcareous ooze [Leg339],20,fine sand [T07],4,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,80,0,0,0,0,20,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,135
340-U1395B-6H-2-A,340,U1395,B,6,6-2,H,2,A,11,76,45.51,46.16,minimal [drilling disturbance],1,calcareous sand [Leg210],60,fine sand [T07],4,volcaniclastic-sand [BGS-S81],40,fine sand [T07],4,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,40,0,0,0,0,60,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,136
340-U1395B-6H-2-A,340,U1395,B,6,6-2,H,2,A,76,79,46.16,46.19,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,50,0,0,0,0,50,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,137
340-U1395B-6H-2-A,340,U1395,B,6,6-2,H,2,A,79,117,46.19,46.57,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,100,0,0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,138
340-U1395B-6H-2-A,340,U1395,B,6,6-2,H,2,A,117,120,46.57,46.6,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,70,0,0,30,0,0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,139
340-U1395B-6H-2-A,340,U1395,B,6,6-2,H,2,A,120,132,46.6,46.72,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,100,0,0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,140
340-U1395B-6H-2-A,340,U1395,B,6,6-2,H,2,A,132,133,46.72,46.73,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,30,45,0,25,0,0,0,0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,141
340-U1395B-6H-2-A,340,U1395,B,6,6-2,H,2,A,133,150,46.73,46.9,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,100,0,0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,142
340-U1395B-6H-3-A,340,U1395,B,6,6-3,H,3,A,0,13,46.9,47.03,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,143
340-U1395B-6H-3-A,340,U1395,B,6,6-3,H,3,A,13,48,47.03,47.38,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,100,0,0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,144
340-U1395B-6H-3-A,340,U1395,B,6,6-3,H,3,A,48,53,47.38,47.43,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,60,0,0,0,0,0,0,40,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,145
340-U1395B-6H-3-A,340,U1395,B,6,6-3,H,3,A,53,152,47.43,48.42,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,100,0,0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,146
340-U1395B-6H-4-A,340,U1395,B,6,6-4,H,4,A,0,39,48.42,48.81,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,100,0,0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,147
