dupes and comments,Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance type,Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. color,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Lith. comment,Clast lithology,Clast size,Clast morphology (shape),Clast sorting,Clast color,Clast roundness,Clast roundness rank,Clast lithology comment,Matrix sorting,Clast/matrix texture,Matrix comment,Bioturbation intensity,Bioturbation intensity rank,General comment,File Data,Ship File Links,Shore File Links,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name
,344-U1381C-7H-6-A,344,U1381,C,7,7-6,H,6,A,57,126,63.67,64.36,,slight [drilling disturbance],2,foraminiferal [Leg339],carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 5/2 (grayish brown),foraminiferal   carbonate ooze ,foraminiferal  carbonate ooze  with sponge spicules ,fine silt [W22_2],3,sand [W22_1],3,some rare glasses and minerals (fsp),,,,,,,,,well [BP01],,,absent [B06],0,,,,,,,
,344-U1381C-7H-6-A,344,U1381,C,7,7-6,H,6,A,126,150,64.36,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,
,344-U1381C-7H-7-A,344,U1381,C,7,7-7,H,7,A,0,53,64.6,65.13,,slight [drilling disturbance],2,foraminiferal [Leg339],carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 5/2 (grayish brown),foraminiferal   carbonate ooze ,foraminiferal  carbonate ooze  with sponge spicules ,fine silt [W22_2],3,sand [W22_1],3,some rare glasses and minerals (fsp),,,,,,,,,well [BP01],,,absent [B06],0,,,,,,,
,344-U1381C-7H-7-A,344,U1381,C,7,7-7,H,7,A,53,58,65.13,65.18,,,,,tephra [FS84],,2.5Y 4/1 (dark gray),tephra ,tephra ,medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,very well [BP01],,,absent [B06],0,,,,,,,
,344-U1381C-7H-7-A,344,U1381,C,7,7-7,H,7,A,58,71,65.18,65.31,,slight [drilling disturbance],2,foraminiferal [Leg339],carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 5/2 (grayish brown),foraminiferal   carbonate ooze ,foraminiferal  carbonate ooze  with sponge spicules ,fine silt [W22_2],3,sand [W22_1],3,some rare glasses and minerals (fsp),,,,,,,,,well [BP01],,,absent [B06],0,,,,,,,
,344-U1381C-7H-CC-A,344,U1381,C,7,7-CC,H,CC,A,0,35,65.31,65.66,,slight [drilling disturbance],2,foraminiferal [Leg339],carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 5/2 (grayish brown),foraminiferal   carbonate ooze ,foraminiferal  carbonate ooze  with sponge spicules ,fine silt [W22_2],3,sand [W22_1],3,some rare glasses and minerals (fsp),,,,,,,,,well [BP01],,,absent [B06],0,,,,,,,
,344-U1381C-8H-1-A,344,U1381,C,8,8-1,H,1,A,0,123,65.1,66.33,,slight [drilling disturbance],2,nannofossil,carbonate ooze [Leg178],with foraminifers [Leg339],2.5Y 4/2 (dark grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with foraminifers ,fine silt [W22_2],3,coarse silt [W22_2],5,,,,,,,,,,well [BP01],,,slight [B06],2,A couple of small green reduction spots at 87 cm.  O ne ash lense a 25 and between 121-122,,,,,,
,344-U1381C-8H-1-A,344,U1381,C,8,8-1,H,1,A,123,150,66.33,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,
,344-U1381C-8H-2-A,344,U1381,C,8,8-2,H,2,A,0,47,66.6,67.07,,slight [drilling disturbance],2,nannofossil,carbonate ooze [Leg178],with foraminifers [Leg339],2.5Y 4/2 (dark grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with foraminifers ,fine silt [W22_2],3,coarse silt [W22_2],5,,,,,,,,,Clast composition is a pumice,well [BP01],,,slight [B06],2,Small pumices cast (up to 5 mm) at 1 and 6 cm depth. Black ash lenses at 14 and 19 about 1 cm in size,,,,,,
,344-U1381C-8H-2-A,344,U1381,C,8,8-2,H,2,A,47,60,67.07,67.2,,slight [drilling disturbance],2,,tephra [FS84],,2.5Y 2.5/1 (black),tephra ,tephra ,fine sand [W22_2],4,fine sand [W22_2],4,This is a predominantly ash pod layer due to bioturbation.  ,,,,,,,,,well [BP01],,,moderate [B06],3,Disseminated brownish black tephra layer.  ,,,,,,
,344-U1381C-8H-2-A,344,U1381,C,8,8-2,H,2,A,60,151,67.2,68.11,,slight [drilling disturbance],2,nannofossil,carbonate ooze [Leg178],with foraminifers [Leg339],2.5Y 4/2 (dark grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with foraminifers ,fine silt [W22_2],3,coarse silt [W22_2],5,,tephra [FS84],pebble [W22_2],spherical,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-8H-3-A,344,U1381,C,8,8-3,H,3,A,0,136,68.11,69.47,,slight [drilling disturbance],2,nannofossil,carbonate ooze [Leg178],with foraminifers [Leg339],2.5Y 4/2 (dark grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with foraminifers ,fine silt [W22_2],3,coarse silt [W22_2],5,,tephra [FS84],pebble [W22_2],spherical,,,,,,well [BP01],,,slight [B06],2,There are 2 cm sized tephra lenses at 84 and 88 cm depth.,,,,,,
,344-U1381C-8H-3-A,344,U1381,C,8,8-3,H,3,A,136,151,69.47,69.62,,,2,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,
,344-U1381C-8H-4-A,344,U1381,C,8,8-4,H,4,A,0,21,69.62,69.83,,slight [drilling disturbance],2,nannofossil,carbonate ooze [Leg178],with foraminifers [Leg339],2.5Y 4/2 (dark grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with foraminifers ,fine silt [W22_2],3,coarse silt [W22_2],5,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-8H-4-A,344,U1381,C,8,8-4,H,4,A,21,22,69.83,69.84,,slight [drilling disturbance],2,,tephra [FS84],,2.5Y 5/1 (gray),tephra ,tephra ,medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,,,Dissemainated tephra layer,,,,,,
,344-U1381C-8H-4-A,344,U1381,C,8,8-4,H,4,A,22,76,69.84,70.38,,slight [drilling disturbance],2,nannofossil,carbonate ooze [Leg178],with foraminifers [Leg339],2.5Y 4/2 (dark grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with foraminifers ,fine silt [W22_2],3,coarse silt [W22_2],5,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-8H-4-A,344,U1381,C,8,8-4,H,4,A,76,79,70.38,70.41,,slight [drilling disturbance],2,,tephra [FS84],,2.5Y 5/1 (gray),tephra ,tephra ,medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,,, tephra layer,,,,,,
,344-U1381C-8H-4-A,344,U1381,C,8,8-4,H,4,A,79,145,70.41,71.07,,slight [drilling disturbance],2,nannofossil,carbonate ooze [Leg178],with foraminifers [Leg339],2.5Y 4/2 (dark grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with foraminifers ,fine silt [W22_2],3,coarse silt [W22_2],5,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-8H-4-A,344,U1381,C,8,8-4,H,4,A,145,148,71.07,71.1,,slight [drilling disturbance],2,,tephra [FS84],,10YR 6/1 (gray),tephra ,tephra ,very fine sand [W22_2],3,very fine sand [W22_2],3,,,,,,,,,,,,,,,,,,,,,
,344-U1381C-8H-4-A,344,U1381,C,8,8-4,H,4,A,148,150,71.1,71.12,,slight [drilling disturbance],2,nannofossil,carbonate ooze [Leg178],with foraminifers [Leg339],2.5Y 4/2 (dark grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with foraminifers ,fine silt [W22_2],3,coarse silt [W22_2],5,,,,,,,,,,well [BP01],,,slight [B06],2,Up to a 1/2 cm thick pumice clast between 0 and 3 cm,,,,,,
,344-U1381C-8H-5-A,344,U1381,C,8,8-5,H,5,A,0,21,71.12,71.33,,slight [drilling disturbance],2,,tephra [FS84],,2.5Y 4/1 (dark gray),tephra ,tephra ,very fine sand [W22_2],3,fine sand [W22_2],4,Pumice composition,,pebble [W22_2],spherical,,,,,,well [BP01],,,,2,Two brownish black tephra pods about 1 cm in size at 128 and 149 cm depth,,,,,,
,344-U1381C-8H-5-A,344,U1381,C,8,8-5,H,5,A,21,152,71.33,72.64,,slight [drilling disturbance],2,nannofossil,carbonate ooze [Leg178],with foraminifers [Leg339],2.5Y 5/2 (grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with foraminifers ,very fine silt [W22_2],2,medium silt [W22_2],4,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-8H-6-A,344,U1381,C,8,8-6,H,6,A,0,136,72.64,74,,slight [drilling disturbance],2,nannofossil,carbonate ooze [Leg178],with foraminifers [Leg339],2.5Y 5/2 (grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with foraminifers ,very fine silt [W22_2],2,medium silt [W22_2],4,,tephra [FS84],pebble [W22_2],highly elongate,,,,,,well [BP01],,,slight [B06],2,Ash pebble present at 25 cm depth.,,,,,,
,344-U1381C-8H-6-A,344,U1381,C,8,8-6,H,6,A,136,150,74,74.14,,slight [drilling disturbance],2,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,
,344-U1381C-8H-7-A,344,U1381,C,8,8-7,H,7,A,0,13,74.14,74.27,,slight [drilling disturbance],2,nannofossil,carbonate ooze [Leg178],with foraminifers [Leg339],2.5Y 5/2 (grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with foraminifers ,very fine silt [W22_2],2,medium silt [W22_2],4,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-8H-7-A,344,U1381,C,8,8-7,H,7,A,13,14,74.27,74.28,,slight [drilling disturbance],2,,tephra [FS84],,10Y 3/2 (very dark grayish green),tephra ,tephra ,medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,well [BP01],,,moderate [B06],3,Disseminated ash,,,,,,
,344-U1381C-8H-7-A,344,U1381,C,8,8-7,H,7,A,14,29,74.28,74.43,,slight [drilling disturbance],2,nannofossil,carbonate ooze [Leg178],with foraminifers [Leg339],2.5Y 5/2 (grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with foraminifers ,very fine silt [W22_2],2,medium silt [W22_2],4,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-8H-7-A,344,U1381,C,8,8-7,H,7,A,29,32,74.43,74.46,,slight [drilling disturbance],2,,tephra [FS84],,N 3 (very dark gray),tephra ,tephra ,coarse sand [W22_2],6,coarse sand [W22_2],6,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-8H-7-A,344,U1381,C,8,8-7,H,7,A,32,72,74.46,74.86,,slight [drilling disturbance],2,nannofossil,carbonate ooze [Leg178],with foraminifers [Leg339],2.5Y 5/2 (grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with foraminifers ,very fine silt [W22_2],2,medium silt [W22_2],4,,tephra [FS84],pebble [W22_2],highly elongate,,,,,,well [BP01],,,slight [B06],2,"Ash pebble present at 25 cm depth.  Iregular ash lens at 33 cm depth, likely bioturbated.",,,,,,
,344-U1381C-8H-CC,344,U1381,C,8,8-CC,H,CC,,0,27,74.86,75.13,,slight [drilling disturbance],2,nannofossil,carbonate ooze [Leg178],with foraminifers [Leg339],2.5Y 5/2 (grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with foraminifers ,very fine silt [W22_2],2,medium silt [W22_2],4,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-9H-1-A,344,U1381,C,9,9-1,H,1,A,0,20,74.6,74.8,,slight [drilling disturbance],2,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 4/2 (dark grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with sponge spicules ,fine silt [W22_2],3,silt [W22_1],2,"Rare feldspar, common glass, accessory chloride ",,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-9H-1-A,344,U1381,C,9,9-1,H,1,A,20,21,74.8,74.81,,,,,tephra [FS84],,N 7 (light gray),tephra ,tephra ,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,
,344-U1381C-9H-1-A,344,U1381,C,9,9-1,H,1,A,21,121,74.81,75.81,,slight [drilling disturbance],2,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 4/2 (dark grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with sponge spicules ,fine silt [W22_2],3,silt [W22_1],2,"Rare feldspar, common glass, accessory chloride ",,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-9H-1-A,344,U1381,C,9,9-1,H,1,A,121,122,75.81,75.82,,,,,tephra [FS84],,N 6 (gray),tephra ,tephra ,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,
,344-U1381C-9H-1-A,344,U1381,C,9,9-1,H,1,A,123,136,75.83,75.96,,slight [drilling disturbance],2,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 4/2 (dark grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with sponge spicules ,fine silt [W22_2],3,silt [W22_1],2,"Rare feldspar, common glass, accessory chloride ",,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-9H-1-A,344,U1381,C,9,9-1,H,1,A,136,150,75.96,76.1,,slight [drilling disturbance],2,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,
,344-U1381C-9H-2-A,344,U1381,C,9,9-2,H,2,A,0,12,76.1,76.22,,slight [drilling disturbance],2,,tephra [FS84],,2.5Y 4/2 (dark grayish brown),tephra ,tephra ,very fine sand [W22_2],3,,,,,,,,,,,,,,,moderate [B06],3,,,,,,,
,344-U1381C-9H-2-A,344,U1381,C,9,9-2,H,2,A,12,22,76.22,76.32,,slight [drilling disturbance],2,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 4/2 (dark grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with sponge spicules ,fine silt [W22_2],3,silt [W22_1],2,"Rare feldspar, common glass, accessory chloride ",,pebble [W22_2],spherical,,,well rounded,6,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-9H-2-A,344,U1381,C,9,9-2,H,2,A,22,23,76.32,76.33,,slight [drilling disturbance],2,,tephra [FS84],,2.5Y 5/2 (grayish brown),tephra ,tephra ,medium sand [W22_2],5,,,2-4 mm large pumice clasts inliuded in the ash layer,,pebble [W22_2],spherical,,,well rounded,6,,well [BP01],,,moderate [B06],3,,,,,,,
,344-U1381C-9H-2-A,344,U1381,C,9,9-2,H,2,A,23,40,76.33,76.5,,slight [drilling disturbance],2,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 4/2 (dark grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with sponge spicules ,fine silt [W22_2],3,silt [W22_1],2,"Rare feldspar, common glass, accessory chloride< 1 cm long elongated scoria clast",,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-9H-2-A,344,U1381,C,9,9-2,H,2,A,40,45,76.5,76.55,,slight [drilling disturbance],2,,tephra [FS84],,N 3 (very dark gray),tephra ,tephra ,medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,well [BP01],,,absent [B06],0,,,,,,,
,344-U1381C-9H-2-A,344,U1381,C,9,9-2,H,2,A,45,149,76.55,77.59,,slight [drilling disturbance],2,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 4/2 (dark grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with sponge spicules ,fine silt [W22_2],3,silt [W22_1],2,"Rare feldspar, common glass, accessory chloride ",,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-9H-2-A,344,U1381,C,9,9-2,H,2,A,149,150,77.59,77.6,,slight [drilling disturbance],2,,tephra [FS84],,2.5Y 4/1 (dark gray),tephra ,tephra ,fine sand [W22_2],4,,,,,,,,,,,,well [BP01],,,moderate [B06],3,,,,,,,
,344-U1381C-9H-3-A,344,U1381,C,9,9-3,H,3,A,0,3,77.6,77.63,,slight [drilling disturbance],2,,tephra [FS84],,2.5Y 4/1 (dark gray),tephra ,tephra ,fine sand [W22_2],4,sand [W22_1],3,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-9H-3-A,344,U1381,C,9,9-3,H,3,A,3,81,77.63,78.41,,slight [drilling disturbance],2,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 4/2 (dark grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with sponge spicules ,fine silt [W22_2],3,silt [W22_1],2,"Rare feldspar, common glass, accessory chloride ",,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-9H-3-A,344,U1381,C,9,9-3,H,3,A,81,83,78.41,78.43,,slight [drilling disturbance],2,,tephra [FS84],,10Y 3/1 (very dark greenish gray),tephra ,tephra ,fine sand [W22_2],4,sand [W22_1],3,,,,,,,,,,well [BP01],,,absent,,,,,,,,
,344-U1381C-9H-3-A,344,U1381,C,9,9-3,H,3,A,83,121,78.43,78.81,,slight [drilling disturbance],2,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 4/2 (dark grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with sponge spicules ,fine silt [W22_2],3,silt [W22_1],2,"Rare feldspar, common glass, accessory chloride ",,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-9H-4-A,344,U1381,C,9,9-4,H,4,A,0,136,79.1,80.46,,slight [drilling disturbance],2,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 4/2 (dark grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with sponge spicules ,fine sand [W22_2],4,silt [W22_1],2,,,,,,,,,,well [BP01],,,,,,,,,,,
,344-U1381C-9H-4-A,344,U1381,C,9,9-4,H,4,A,136,150,80.46,80.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,
,344-U1381C-9H-5-A,344,U1381,C,9,9-5,H,5,A,0,95,80.6,81.55,,slight [drilling disturbance],2,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 5/2 (grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with sponge spicules ,silt [W22_1],2,fine silt [W22_2],3,,,,,,,,,,well [BP01],,,moderate [B06],3,,,,,,,
,344-U1381C-9H-5-A,344,U1381,C,9,9-5,H,5,A,95,98,81.55,81.58,,slight [drilling disturbance],2,,tephra [FS84],,N 4 (dark gray),tephra ,tephra ,fine sand [W22_2],4,sand [W22_1],3,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-9H-5-A,344,U1381,C,9,9-5,H,5,A,98,104,81.58,81.64,,slight [drilling disturbance],2,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 5/2 (grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with sponge spicules ,silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,slight [B06],2,,,,,,,
,344-U1381C-9H-5-A,344,U1381,C,9,9-5,H,5,A,104,116,81.64,81.76,,minimal [drilling disturbance],1,,tephra [FS84],,N 4 (dark gray),tephra ,tephra ,fine sand [W22_2],4,sand [W22_1],3,,,,,,,,,,well [BP01],,,moderate [B06],3,,,,,,,
,344-U1381C-9H-5-A,344,U1381,C,9,9-5,H,5,A,116,120,81.76,81.8,,minimal [drilling disturbance],1,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 5/2 (grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with sponge spicules ,silt [W22_1],2,coarse silt [W22_2],5,,,,,,,,,,well [BP01],,,moderate [B06],3,,,,,,,
,344-U1381C-9H-5-A,344,U1381,C,9,9-5,H,5,A,120,125,81.8,81.85,,minimal [drilling disturbance],1,,tephra [FS84],,2.5Y 2.5/1 (black),tephra ,tephra ,fine sand,,sand [W22_1],3,,,,,,,,,,,,,moderate [B06],3,,,,,,,
,344-U1381C-9H-5-A,344,U1381,C,9,9-5,H,5,A,125,150,81.85,82.1,,minimal [drilling disturbance],1,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 5/2 (grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with sponge spicules ,silt [W22_1],2,coarse sand [W22_2],6,,,,,,,,,,well [BP01],,,moderate [B06],3,,,,,,,
,344-U1381C-9H-6-A,344,U1381,C,9,9-6,H,6,A,0,89,82.1,82.99,,minimal [drilling disturbance],1,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 5/2 (grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with sponge spicules ,silt [W22_1],2,sand [W22_1],3,,,,,,,,,,well [BP01],,,moderate [B06],3,,,,,,,
,344-U1381C-9H-6-A,344,U1381,C,9,9-6,H,6,A,89,95,82.99,83.05,,minimal [drilling disturbance],1,,tephra [FS84],,N 4 (dark gray),tephra ,tephra ,sand [W22_1],3,sand [W22_1],3,,,,,,,,,,well [BP01],,,absent [B06],0,,,,,,,
,344-U1381C-9H-6-A,344,U1381,C,9,9-6,H,6,A,95,126,83.05,83.36,,minimal [drilling disturbance],1,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 5/2 (grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with sponge spicules ,silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-9H-6-A,344,U1381,C,9,9-6,H,6,A,126,150,83.36,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,
,344-U1381C-9H-7-A,344,U1381,C,9,9-7,H,7,A,0,10,83.6,83.7,,minimal [drilling disturbance],1,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 5/2 (grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with sponge spicules ,silt [W22_1],2,coarse silt [W22_2],5,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-9H-7-A,344,U1381,C,9,9-7,H,7,A,11,11,83.71,83.71,,minimal [drilling disturbance],1,,tephra [FS84],,N 3 (very dark gray),tephra ,tephra ,fine sand [W22_2],4,sand [W22_1],3,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-9H-7-A,344,U1381,C,9,9-7,H,7,A,11,55,83.71,84.15,,minimal [drilling disturbance],1,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 5/2 (grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with sponge spicules ,silt [W22_1],2,coarse silt [W22_2],5,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-9H-7-A,344,U1381,C,9,9-7,H,7,A,55,56,84.15,84.16,,,,,tephra [FS84],,N 6 (gray),tephra ,tephra ,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,
,344-U1381C-9H-7-A,344,U1381,C,9,9-7,H,7,A,56,65,84.16,84.25,,minimal [drilling disturbance],1,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 5/2 (grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with sponge spicules ,silt [W22_1],2,coarse silt [W22_2],5,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-9H-CC-A,344,U1381,C,9,9-CC,H,CC,A,0,3,84.25,84.28,,minimal [drilling disturbance],1,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 5/2 (grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with sponge spicules ,silt [W22_1],2,coarse sand [W22_2],6,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-9H-CC-A,344,U1381,C,9,9-CC,H,CC,A,3,4,84.28,84.29,,,,,tephra [FS84],,N 6 (gray),tephra ,tephra ,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,
,344-U1381C-9H-CC-A,344,U1381,C,9,9-CC,H,CC,A,4,17,84.29,84.42,,minimal [drilling disturbance],1,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 5/2 (grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with sponge spicules ,silt [W22_1],2,coarse sand [W22_2],6,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-9H-CC-A,344,U1381,C,9,9-CC,H,CC,A,17,20,84.42,84.45,,minimal [drilling disturbance],1,,tephra [FS84],,N 3 (very dark gray),tephra ,tephra ,fine sand [W22_2],4,sand [W22_1],3,,,,,,,,,,well [BP01],,,moderate [B06],3,,,,,,,
,344-U1381C-9H-CC-A,344,U1381,C,9,9-CC,H,CC,A,20,24,84.45,84.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,
,344-U1381C-10H-1-A,344,U1381,C,10,10-1,H,1,A,0,62,84.1,84.72,,minimal [drilling disturbance],1,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 5/2 (grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with sponge spicules ,silt [W22_1],2,coarse silt [W22_2],5,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-10H-1-A,344,U1381,C,10,10-1,H,1,A,62,63,84.72,84.73,,minimal [drilling disturbance],1,,tephra [FS84],,N 4 (dark gray),tephra ,tephra ,fine sand [W22_2],4,sand [W22_1],3,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-10H-1-A,344,U1381,C,10,10-1,H,1,A,63,128,84.73,85.38,,minimal [drilling disturbance],1,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 5/2 (grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with sponge spicules ,silt [W22_1],2,coarse silt [W22_2],5,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-10H-1-A,344,U1381,C,10,10-1,H,1,A,128,130,85.38,85.4,,minimal [drilling disturbance],1,,tephra [FS84],,N 3 (very dark gray),tephra ,tephra ,fine sand [W22_2],4,sand [W22_1],3,,,,,,,,,,well [BP01],,,common [B06],4,,,,,,,
,344-U1381C-10H-1-A,344,U1381,C,10,10-1,H,1,A,130,150,85.4,85.6,,minimal [drilling disturbance],1,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 5/2 (grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with sponge spicules ,silt [W22_1],2,coarse silt [W22_2],5,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-10H-2-A,344,U1381,C,10,10-2,H,2,A,0,2,85.6,85.62,,,,,tephra [FS84],,N 6 (gray),tephra ,tephra ,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,
