Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
353-U1446A-10H-3-A,0,128,82.09,83.37,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,10,H,3,A,,,,84
353-U1446A-10H-4-A,0,102,83.37,84.39,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,10,H,4,A,,,,85
353-U1446A-10H-5-A,0,126,84.39,85.65,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,10,H,5,A,,,,86
353-U1446A-10H-6-A,0,143,85.65,87.08,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,10,H,6,A,,,,87
353-U1446A-10H-7-A,0,151,87.08,88.59,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,10,H,7,A,,,,88
353-U1446A-10H-8-A,0,146,88.59,90.05,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,10,H,8,A,,,,89
353-U1446A-10H-CC-A,0,21,90.05,90.26,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,10,H,CC,A,,,,90
353-U1446A-11H-1-A,0,119,89.8,90.99,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,11,H,1,A,,,,91
353-U1446A-11H-2-A,0,57,90.99,91.56,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,11,H,2,A,,,,92
353-U1446A-11H-3-A,0,140,91.56,92.96,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,GLEY 1 4/10Y (dark greenish gray),planar,sharp,inclined,,,,,,mottling,,,,,,,,353,U1446,A,11,H,3,A,,,,93
353-U1446A-11H-4-A,0,65,92.96,93.61,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,11,H,4,A,,,,94
353-U1446A-11H-4-A,65,144,93.61,94.4,,,clay,,clay,clay,clay,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,11,H,4,A,,,,95
353-U1446A-11H-5-A,0,151,94.4,95.91,,,clay,,clay,clay,clay,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,11,H,5,A,,,,96
353-U1446A-11H-6-A,0,131,95.91,97.22,,,clay,,clay,clay,clay,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,11,H,6,A,,,,97
353-U1446A-11H-7-A,0,101,97.32,98.33,,,clay,,clay,clay,clay,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,11,H,7,A,,,,98
353-U1446A-11H-8-A,0,56,98.33,98.89,,,clay,,clay,clay,clay,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,11,H,8,A,,,,99
353-U1446A-11H-CC-A,0,39,98.89,99.28,,,clay,,clay,clay,clay,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,11,H,CC,A,,,,100
353-U1446A-12H-1-A,0,10,99.3,99.4,,,clay,,clay,clay,clay,,gray,GLEY 1 4/N (dark gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1446,A,12,H,1,A,,,,101
353-U1446A-12H-1-A,10,60,99.4,99.9,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,12,H,1,A,,,,102
353-U1446A-12H-2-A,0,142,99.9,101.32,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,Color gradation observed towards paler colors at the bottom of the section,,,,353,U1446,A,12,H,2,A,,,,103
353-U1446A-12H-3-A,0,137,101.32,102.69,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Gradual color gradation from dark-to-pale-to-dark gary,,,,353,U1446,A,12,H,3,A,,,,104
353-U1446A-12H-4-A,0,142,102.69,104.11,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Color gradation,,,,353,U1446,A,12,H,4,A,,,,105
353-U1446A-12H-5-A,0,149,104.11,105.6,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Color gradation,,,,353,U1446,A,12,H,5,A,,,,106
353-U1446A-12H-6-A,0,153,105.6,107.13,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,Color gradation,,,,353,U1446,A,12,H,6,A,,,,107
353-U1446A-12H-7-A,0,107,107.13,108.2,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,Color gradation,,,,353,U1446,A,12,H,7,A,,,,108
353-U1446A-12H-8-A,0,50,108.2,108.7,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,Color gradation,,,,353,U1446,A,12,H,8,A,,,,109
353-U1446A-12H-CC-A,0,76,108.7,109.46,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,Color gradation,,,,353,U1446,A,12,H,CC,A,,,,110
353-U1446A-13H-1-A,0,143,108.8,110.23,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,Color gradation,,,,353,U1446,A,13,H,1,A,,,,111
353-U1446A-13H-2-A,0,142,110.23,111.65,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,Color gradation,,,,353,U1446,A,13,H,2,A,,,,112
353-U1446A-13H-3-A,0,142,111.65,113.07,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,Color gradation,,,,353,U1446,A,13,H,3,A,,,,113
353-U1446A-13H-4-A,0,142,113.07,114.49,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,Color gradation,,,,353,U1446,A,13,H,4,A,,,,114
353-U1446A-13H-5-A,0,142,114.49,115.91,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Color gradation,,,,353,U1446,A,13,H,5,A,,,,115
353-U1446A-13H-6-A,0,129,115.91,117.2,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Color gradation,,,,353,U1446,A,13,H,6,A,,,,116
353-U1446A-13H-7-A,0,129,117.3,118.59,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,Color gradation,,,,353,U1446,A,13,H,7,A,,,,117
353-U1446A-13H-CC-A,0,39,118.59,118.98,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,Color gradation,,,,353,U1446,A,13,H,CC,A,,,,118
353-U1446A-14H-1-A,0,64,118.3,118.94,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,14,H,1,A,,,,119
353-U1446A-14H-2-A,0,133,118.94,120.27,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,14,H,2,A,,,,120
353-U1446A-14H-3-A,0,142,120.27,121.69,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,14,H,3,A,,,,121
353-U1446A-14H-4-A,0,142,121.69,123.11,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,14,H,4,A,,,,122
353-U1446A-14H-5-A,0,27,123.11,123.38,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),planar,sharp,inclined,,,,,,mottling,,,,,,,,353,U1446,A,14,H,5,A,,,,123
353-U1446A-14H-5-A,27,66,123.38,123.77,,,clay,,clay,clay,clay,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,14,H,5,A,,,,124
353-U1446A-14H-5-A,66,141,123.77,124.52,,,clay,,clay,clay,clay,,gray,GLEY 1 5/10Y (greenish gray),gradational,,,,,,,,mottling,,,,,,,,353,U1446,A,14,H,5,A,,,,125
353-U1446A-14H-6-A,0,26,124.52,124.78,,,clay,,clay,clay,clay,,gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,14,H,6,A,,,,126
353-U1446A-14H-6-A,26,31,124.78,124.83,,,silt,,silt,silt,silt,,light gray,GLEY 1 8/10Y (light greenish gray),erosive,sharp,,,,,,,,Turbidite,,,Peloid rich,,,,353,U1446,A,14,H,6,A,,,,127
353-U1446A-14H-6-A,31,142,124.83,125.94,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,White blebs and mottled areas,,,,353,U1446,A,14,H,6,A,,,,128
353-U1446A-14H-7-A,0,142,126.04,127.46,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,14,H,7,A,,,,129
353-U1446A-14H-8-A,0,122,127.46,128.68,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,14,H,8,A,,,,130
353-U1446A-14H-CC-A,0,27,128.68,128.95,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,14,H,CC,A,,,,131
353-U1446A-15H-1-A,0,142,127.8,129.22,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,15,H,1,A,,,,132
353-U1446A-15H-2-A,0,142,129.22,130.64,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,15,H,2,A,,,,133
353-U1446A-15H-3-A,0,141,130.64,132.05,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,15,H,3,A,,,,134
353-U1446A-15H-4-A,0,144,132.05,133.49,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,15,H,4,A,,,,135
353-U1446A-15H-5-A,0,141,133.49,134.9,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,15,H,5,A,,,,136
353-U1446A-15H-6-A,0,151,134.9,136.41,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,15,H,6,A,,,,137
353-U1446A-15H-7-A,0,104,136.41,137.45,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,15,H,7,A,,,,138
353-U1446A-15H-CC-A,0,20,137.45,137.65,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,15,H,CC,A,,,,139
353-U1446A-16H-1-A,0,138,137.3,138.68,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,16,H,1,A,,,,140
353-U1446A-16H-2-A,0,141,138.68,140.09,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,16,H,2,A,,,,141
353-U1446A-16H-3-A,0,144,140.09,141.53,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,16,H,3,A,,,,142
353-U1446A-16H-4-A,0,143,141.53,142.96,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,16,H,4,A,,,,143
353-U1446A-16H-5-A,0,86,142.96,143.82,,,clay,,clay,clay,clay,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,16,H,5,A,,,,144
353-U1446A-16H-6-A,0,143,143.82,145.25,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,16,H,6,A,,,,145
353-U1446A-16H-7-A,0,110,145.25,146.35,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,16,H,7,A,,,,146
353-U1446A-16H-CC-A,0,63,146.35,146.98,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,16,H,CC,A,,,,147
353-U1446A-17H-1-A,0,30,146.8,147.1,,,clay,,clay,clay,clay,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,17,H,1,A,,,,148
353-U1446A-17H-2-A,0,143,147.1,148.53,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,17,H,2,A,,,,149
353-U1446A-17H-3-A,0,140,148.53,149.93,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,17,H,3,A,,,,150
353-U1446A-17H-4-A,0,130,149.93,151.23,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,Shell fragments between 70 and 73 cm. Color change to lighter (GLEY 1 4/10Y) with inclined sharp bottom contact between 88-98 cm.,,,,353,U1446,A,17,H,4,A,,,,151
353-U1446A-17H-5-A,0,79,151.23,152.02,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,17,H,5,A,,,,152
353-U1446A-17H-6-A,0,128,152.02,153.3,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,17,H,6,A,,,,153
353-U1446A-17H-7-A,0,140,153.3,154.7,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,17,H,7,A,,,,154
353-U1446A-17H-8-A,0,115,154.7,155.85,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,17,H,8,A,,,,155
353-U1446A-17H-CC-A,0,42,155.85,156.27,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,17,H,CC,A,,,,156
353-U1446A-18H-1-A,0,46,156.3,156.76,,,clay,,clay,clay,clay,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,18,H,1,A,,,,157
353-U1446A-18H-2-A,0,136,156.76,158.12,,,clay,,clay,clay,clay,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,18,H,2,A,,,,158
353-U1446A-18H-3-A,0,131,158.12,159.43,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,18,H,3,A,,,,159
353-U1446A-18H-4-A,0,141,159.43,160.84,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,18,H,4,A,,,,160
353-U1446A-18H-5-A,0,132,160.84,162.16,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,18,H,5,A,,,,161
353-U1446A-18H-6-A,0,136,162.16,163.52,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,18,H,6,A,,,,162
353-U1446A-18H-7-A,0,131,163.52,164.83,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Gradual color change to lighter (GLEY 1 5/10 Y) from about 25-30 cm.,,,,353,U1446,A,18,H,7,A,,,,163
353-U1446A-18H-8-A,0,108,164.83,165.91,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,18,H,8,A,,,,164
353-U1446A-18H-9-A,0,68,165.91,166.59,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,18,H,9,A,,,,165
353-U1446A-18H-CC-A,0,41,166.59,167,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,18,H,CC,A,,,,166
353-U1446A-19F-1-A,0,142,165.8,167.22,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,19,F,1,A,,,,167
353-U1446A-19F-2-A,0,141,167.22,168.63,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,19,F,2,A,,,,168
353-U1446A-19F-3-A,0,112,168.63,169.75,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,19,F,3,A,,,,169
353-U1446A-19F-4-A,0,81,169.75,170.56,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,19,F,4,A,,,,170
353-U1446A-19F-CC-A,0,23,170.56,170.79,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,19,F,CC,A,,,,171
353-U1446A-20F-1-A,0,150,170.6,172.1,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,20,F,1,A,,,,172
353-U1446A-20F-2-A,0,150,172.1,173.6,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,20,F,2,A,,,,173
353-U1446A-20F-3-A,0,144,173.6,175.04,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,20,F,3,A,,,,174
353-U1446A-20F-4-A,0,38,175.04,175.42,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,20,F,4,A,,,,175
353-U1446A-20F-CC-A,0,23,175.42,175.65,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,20,F,CC,A,,,,176
353-U1446A-21F-1-A,0,138,175.4,176.78,,,clay,with glauconite,clay,clay with glauconite,clay with glauconite,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,21,F,1,A,,,,177
353-U1446A-21F-2-A,0,148,176.78,178.26,,,clay,with glauconite,clay,clay with glauconite,clay with glauconite,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,21,F,2,A,,,,178
353-U1446A-21F-3-A,0,79,178.26,179.05,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,21,F,3,A,,,,179
353-U1446A-21F-4-A,0,91,179.05,179.96,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,21,F,4,A,,,,180
353-U1446A-21F-CC-A,0,15,179.96,180.11,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,21,F,CC,A,,,,181
