Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,Lithology Prefix,Lithology Principal Name,Texture Rank,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
356-U1460B-14F-1-A,0,150,54.6,56.1,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,bivalve,,,,,,,,Unlithified beige packstone; crystalline elongate concret at 48 to 51 cm,,,,356,U1460,B,14,F,1,A,,,,118
356-U1460B-14F-2-A,0,150,56.1,57.6,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,serpulid,,concretion [BJ80],,,,,,Unlithified beige packstone; few small crystalline concretions,,,,356,U1460,B,14,F,2,A,,,,119
356-U1460B-14F-2-A,0,150,56.1,57.6,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1460,B,14,F,2,A,,,,120
356-U1460B-14F-3-A,0,120,57.6,58.8,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,Sponge spicules N/A,,,,,,,,Unlithified beige packstone;,,,,356,U1460,B,14,F,3,A,,,,121
356-U1460B-14F-CC-A,0,20,58.8,59,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,Sponge spicules N/A,,,,,,,,Unlithified beige packstone,,,,356,U1460,B,14,F,CC,A,,,,122
356-U1460B-15F-1-A,0,23,59.3,59.53,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,,skeletal packstone,neritic,cream,bivalve,,,,,,,,Unlithified skeletal packstone (fall-in),,,,356,U1460,B,15,F,1,A,,,,123
356-U1460B-15F-1-A,0,23,59.3,59.53,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1460,B,15,F,1,A,,,,124
356-U1460B-15F-1-A,0,23,59.3,59.53,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1460,B,15,F,1,A,,,,125
356-U1460B-15F-1-A,0,23,59.3,59.53,,,,,,,,,gastropod,,,,,,,,,,,,356,U1460,B,15,F,1,A,,,,126
356-U1460B-15F-1-A,23,150,59.53,60.8,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,bryozoa,,,,,,,,Unlithified beige packstone with few small greenish patches,,,,356,U1460,B,15,F,1,A,,,,127
356-U1460B-15F-1-A,23,150,59.53,60.8,,,,,,,,,Sponge spicules N/A,,,,,,,,,,,,356,U1460,B,15,F,1,A,,,,128
356-U1460B-15F-2-A,0,150,60.8,62.3,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,,brown,bryozoa,,,,,,,,Unlithified brown packstone with few small greenish patches,,,,356,U1460,B,15,F,2,A,,,,129
356-U1460B-15F-2-A,0,150,60.8,62.3,,,,,,,,,Sponge spicules N/A,,,,,,,,,,,,356,U1460,B,15,F,2,A,,,,130
356-U1460B-15F-3-A,0,151,62.3,63.81,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,brown,bryozoa,,,,,,,,Unlithified brown packstone with occassional small greenish patches,,,,356,U1460,B,15,F,3,A,,,,131
356-U1460B-15F-CC-A,0,17,63.81,63.98,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,brown,,,,,,,,,Unlithified brown packstone,,,,356,U1460,B,15,F,CC,A,,,,132
356-U1460B-16F-1-A,0,150,64,65.5,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light brown,gastropod,,concretion [BJ80],,,,,,Unlithified light brown packstone,,,,356,U1460,B,16,F,1,A,,,,133
356-U1460B-16F-1-A,0,150,64,65.5,,,,,,,,,Sponge spicules N/A,,,,,,,,,,,,356,U1460,B,16,F,1,A,,,,134
356-U1460B-16F-2-A,0,150,65.5,67,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light brown,Sponge spicules N/A,,concretion [BJ80],,,,,,Unlithified light brown packstone; tubular concretion 70-79 cm,,,,356,U1460,B,16,F,2,A,,,,135
356-U1460B-16F-3-A,0,126,67,68.26,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light brown,Sponge spicules N/A,,,,,,,,Unlithified light brown packstone,,,,356,U1460,B,16,F,3,A,,,,136
356-U1460B-16F-CC-A,0,24,68.26,68.5,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light bluish gray,Sponge spicules N/A,,concretion [BJ80],,,,,,Unlithified light brown packstone,,,,356,U1460,B,16,F,CC,A,,,,137
356-U1460B-17F-1-A,0,9,68.7,68.79,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,,,,,,,"Unlithified light gray packstone, finegrained to muddy",,,,356,U1460,B,17,F,1,A,,,,138
356-U1460B-17F-1-A,9,34,68.79,69.04,unlithified [Leg194],,grainstone [E&K72; D62],4,,grainstone,neritic,creamy gray,bivalve,,,,,,,,"Unlithified grainstone (mixed bio- and lithoclasts), interbedded gravel, maybe fall-in",,,,356,U1460,B,17,F,1,A,,,,139
356-U1460B-17F-1-A,9,34,68.79,69.04,,,,,,,,,gastropod,,,,,,,,,,,,356,U1460,B,17,F,1,A,,,,140
356-U1460B-17F-1-A,34,150,69.04,70.2,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light grayish green,Sponge spicules N/A,,,,,,,,"Unlithified light grayish green packstone, few glauconite grains",,,,356,U1460,B,17,F,1,A,,,,141
356-U1460B-17F-1-A,34,150,69.04,70.2,,,,,,,,,foraminifera (small benthic),,,,,,,,,,,,356,U1460,B,17,F,1,A,,,,142
356-U1460B-17F-2-A,0,150,70.2,71.7,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light brown,Sponge spicules N/A,,,,,,,,Unlithified light brown packstone,,,,356,U1460,B,17,F,2,A,,,,143
356-U1460B-17F-2-A,0,150,70.2,71.7,,,,,,,,,bivalve,,,,,,,,,,,,356,U1460,B,17,F,2,A,,,,144
356-U1460B-17F-3-A,0,101,71.7,72.71,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light brown,Sponge spicules N/A,,,,,,,,Unlithified light brown packstone,,,,356,U1460,B,17,F,3,A,,,,145
356-U1460B-17F-4-A,0,52,72.71,73.23,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light brown,Sponge spicules N/A,,,,,,,,Unlithified light brown packstone,,,,356,U1460,B,17,F,4,A,,,,146
356-U1460B-17F-4-A,0,52,72.71,73.23,,,,,,,,,bivalve,,,,,,,,,,,,356,U1460,B,17,F,4,A,,,,147
356-U1460B-17F-CC-A,0,17,73.23,73.4,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light brown,Sponge spicules N/A,,,,,,,,Unlithified light brown packstone,,,,356,U1460,B,17,F,CC,A,,,,148
356-U1460B-18F-1-A,0,150,73.4,74.9,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,Sponge spicules N/A,,,,,,,,Unlithified light gray pachstone with sponge spicules,,,,356,U1460,B,18,F,1,A,,,,149
356-U1460B-18F-2-A,0,150,74.9,76.4,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,Sponge spicules N/A,,,,,,,,unlithified light gray packstone with sponge spicules,,,,356,U1460,B,18,F,2,A,,,,150
356-U1460B-18F-3-A,0,150,76.4,77.9,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,Sponge spicules N/A,,,,,,,,Unlithified light gray packstone with sponge spicules,,,,356,U1460,B,18,F,3,A,,,,151
356-U1460B-18F-3-A,0,150,76.4,77.9,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1460,B,18,F,3,A,,,,152
356-U1460B-18F-CC-A,0,23,77.9,78.13,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,Sponge spicules N/A,,,,,,,,Unlithified light gray packstone with sponge spicules,,,,356,U1460,B,18,F,CC,A,,,,153
356-U1460B-19F-1-A,0,10,78.1,78.2,lithified [B84],glauconite rich,wackestone [E&K72; D62],2,,glauconite rich wackestone,hemipelagic,creamy gray,,,,,moderate [B06],3,,,Lithified creamy gray wackestone with bioeroded cavities filled with lithified material,,,,356,U1460,B,19,F,1,A,,,,154
356-U1460B-19F-1-A,10,150,78.2,79.6,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,Sponge spicules N/A,,,,,,,,Lithified beige pachstone with sponge spicules,,,,356,U1460,B,19,F,1,A,,,,155
356-U1460B-19F-2-A,0,150,79.6,81.1,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,Sponge spicules N/A,,,,,,,,Unlithified beige packstone with sponge spicules. two small (~1 cm) dark green glauconite rich spots at 28-32 cm,,,,356,U1460,B,19,F,2,A,,,,156
356-U1460B-19F-3-A,0,100,81.1,82.1,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,Sponge spicules N/A,,,,,,,,Unlithified beige packstone with sponge spicules,,,,356,U1460,B,19,F,3,A,,,,157
356-U1460B-19F-4-A,0,55,82.1,82.65,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,Sponge spicules N/A,,,,,,,,Unlithified beige packstone with sponge spicules,,,,356,U1460,B,19,F,4,A,,,,158
356-U1460B-19F-CC-A,0,17,82.65,82.82,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,Sponge spicules N/A,,,,,,,,Unlithified beige packstone with sponge spicules,,,,356,U1460,B,19,F,CC,A,,,,159
356-U1460B-20F-1-A,0,60,82.8,83.4,unlithified [Leg194],,grainstone [E&K72; D62],4,with skeletal carbonate,grainstone with skeletal carbonate,neritic,brown,bryozoa,,,,,,sharp,inclined,"Unlithified brown grainstone (fall-in) of unconsolidated, graded gravel with bryozoa,foraminifers, gastropods, bivalves and scaphopods",,,,356,U1460,B,20,F,1,A,,,,160
356-U1460B-20F-1-A,0,60,82.8,83.4,,,,,,,,,bivalve,,,,,,,,,,,,356,U1460,B,20,F,1,A,,,,161
356-U1460B-20F-1-A,0,60,82.8,83.4,,,,,,,,,foraminifera (small benthic),,,,,,,,,,,,356,U1460,B,20,F,1,A,,,,162
356-U1460B-20F-1-A,0,60,82.8,83.4,,,,,,,,,gastropod,,,,,,,,,,,,356,U1460,B,20,F,1,A,,,,163
356-U1460B-20F-1-A,0,60,82.8,83.4,,,,,,,,,scaphopod,,,,,,,,,,,,356,U1460,B,20,F,1,A,,,,164
356-U1460B-20F-1-A,60,150,83.4,84.3,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,Sponge spicules N/A,,,,,,,,,,,,356,U1460,B,20,F,1,A,,,,165
356-U1460B-20F-1-A,60,150,83.4,84.3,,,,,,,,,bivalve,,,,,,,,,,,,356,U1460,B,20,F,1,A,,,,166
356-U1460B-20F-1-A,60,150,83.4,84.3,,,,,,,,,,,,,,,,,Unlithified light gray packstone witth abundant sponge spicules and a few bivalve fragments,,,,356,U1460,B,20,F,1,A,,,,167
356-U1460B-20F-2-A,0,142,84.3,85.72,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,Sponge spicules N/A,,,,,,,,Unlithified light gray packstone with sponge spicules,,,,356,U1460,B,20,F,2,A,,,,168
356-U1460B-20F-CC-A,0,37,85.72,86.09,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,Sponge spicules N/A,,,,,,,,Unlithified light gray packstone with sponge spicules,,,,356,U1460,B,20,F,CC,A,,,,169
356-U1460B-21F-1-A,0,10,87.5,87.6,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,,,,,,,gradational,horizontal,Unlithified beige packstone; compacted by corer?,,,,356,U1460,B,21,F,1,A,,,,170
356-U1460B-21F-1-A,10,150,87.6,89,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,Sponge spicules N/A,,,,,,,,Unlithified beige packstone with very sparse sponge spicules,,,,356,U1460,B,21,F,1,A,,,,171
356-U1460B-21F-2-A,0,150,89,90.5,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,Sponge spicules N/A,,,,,,,,Unlithified beige packstone with sparse sponge spicules,,,,356,U1460,B,21,F,2,A,,,,172
356-U1460B-21F-3-A,0,112,90.5,91.62,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,Sponge spicules N/A,,,,,,,,Unlithified beige packstone with sponge spicules,,,,356,U1460,B,21,F,3,A,,,,173
356-U1460B-21F-4-A,0,60,91.62,92.22,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,Sponge spicules N/A,,,,,,,,Unlithified beige packstone with sponge spicules,,,,356,U1460,B,21,F,4,A,,,,174
356-U1460B-21F-CC-A,0,10,92.22,92.32,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,Sponge spicules N/A,,,,,,,,Unlithified beige packstone with sponge spicules,,,,356,U1460,B,21,F,CC,A,,,,175
356-U1460B-22F-1-A,0,150,92.2,93.7,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,sponge spicules,,,,,,,,"Unlithiied, beige homogeneous packstone with sponge spicules",,,,356,U1460,B,22,F,1,A,,,,176
356-U1460B-22F-2-A,0,150,93.7,95.2,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light brown,sponge spicules,,,,,,,,"Unlithified, light brown, homogeneous packstone with sponge spicules and glauconite",,,,356,U1460,B,22,F,2,A,,,,177
356-U1460B-22F-3-A,0,141,95.2,96.61,unlithified [Leg194],glauconite rich,packstone [E&K72; D62],3,,glauconite rich packstone,hemipelagic,light greenish gray,sponge spicules,,,,,,,,"Unlithified, light greenish gray, homogeneous, glauconite rich packstone",,,,356,U1460,B,22,F,3,A,,,,178
356-U1460B-22F-3-A,141,146,96.61,96.66,,,,,,,,,,,,,,,,,void,,,,356,U1460,B,22,F,3,A,,,,179
356-U1460B-22F-CC-A,0,14,96.66,96.8,unlithified [Leg194],glauconite rich,packstone [E&K72; D62],3,,glauconite rich packstone,hemipelagic,light greenish gray,sponge spicules,,,,,,,,"Unlithfied, light greenish gray, homogeneous, glauconite rich packstone with sponge spicules",,,,356,U1460,B,22,F,CC,A,,,,180
356-U1460B-22F-CC-A,14,19,96.8,96.85,,,,,,,,,,,,,,,,,sample to paleo,,,,356,U1460,B,22,F,CC,A,,,,181
356-U1460B-23F-1-A,0,20,96.9,97.1,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light greenish gray,bivalve,,,,,,,,"Unlithified,light greenish gray, gravel size packstone (caved in). It contains bivalves, gastropods, bryozoa and lithic grains such as glauconite and cemented carbonates",,,,356,U1460,B,23,F,1,A,,,,182
356-U1460B-23F-1-A,0,20,96.9,97.1,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1460,B,23,F,1,A,,,,183
356-U1460B-23F-1-A,0,20,96.9,97.1,,,,,,,,,gastropod,,,,,,,,,,,,356,U1460,B,23,F,1,A,,,,184
356-U1460B-23F-1-A,20,150,97.1,98.4,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light brown,sponge spicules,,,,,,,,"Unlithiied, light brown, homogeneous packstone with glauconite and sponge spicules",,,,356,U1460,B,23,F,1,A,,,,185
356-U1460B-23F-2-A,0,150,98.4,99.9,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,sponge spicules,,,,,,,,"Unlithified, beige, homogeneous packstone with rare disseminated glauconite ad rare sponge spicules",,,,356,U1460,B,23,F,2,A,,,,186
356-U1460B-23F-3-A,0,143,99.9,101.33,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,sponge spicules,,,,,,,,"Unlithiied, beige, homogeneous packstone with rare sponge spiclues",,,,356,U1460,B,23,F,3,A,,,,187
356-U1460B-23F-CC-A,0,14,101.33,101.47,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,sponge spicules,,,,,,,,"Unlithified, beige, homogeneous packstone with rare sponge spiclues",,,,356,U1460,B,23,F,CC,A,,,,188
356-U1460B-23F-CC-A,14,19,101.47,101.52,,,,,,,,,,,,,,,,,sample to paleo,,,,356,U1460,B,23,F,CC,A,,,,189
356-U1460B-24F-1-A,0,12,101.6,101.72,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,,skeletal packstone,hemipelagic,light greenish gray,bivalve,,,,,,,,"Unlithified, gravel size, light greenish gray packstone (caved in). It contain abundant lithif grains (glauconite, carbonates) and brivalve, bryozoan, scaphopods",,,,356,U1460,B,24,F,1,A,,,,190
356-U1460B-24F-1-A,0,12,101.6,101.72,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1460,B,24,F,1,A,,,,191
356-U1460B-24F-1-A,0,12,101.6,101.72,,,,,,,,,scaphopod,,,,,,,,,,,,356,U1460,B,24,F,1,A,,,,192
356-U1460B-24F-1-A,12,150,101.72,103.1,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,sponge,,,,,,,,"Unlithified, beige, homogeneous pacstone. It contains a whole sponge (few mm thick). Rare disseminated small glauconite grains",,,,356,U1460,B,24,F,1,A,,,,193
356-U1460B-24F-2-A,0,150,103.1,104.6,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,,,,,,,,,"Unlithified, beige, homogeneous packstone with disseminated glauconite (rare)",,,,356,U1460,B,24,F,2,A,,,,194
356-U1460B-24F-3-A,0,139,104.6,105.99,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,sponge spicules,,,,,,,,"Unlithified, beige, homogeneous packstone with sponge spicules",,,,356,U1460,B,24,F,3,A,,,,195
356-U1460B-24F-CC-A,0,10,105.99,106.09,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light greenish gray,sponge spicules,,,,,,,,"Unlithified, light greenish gray, homogeneous packstone with sponge spicules",,,,356,U1460,B,24,F,CC,A,,,,196
356-U1460B-24F-CC-A,9,15,106.08,106.14,,,,,,,,,,,,,,,,,sample to paleo,,,,356,U1460,B,24,F,CC,A,,,,197
356-U1460B-25F-1-A,0,38,106.3,106.68,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,,skeletal packstone,hemipelagic,light greenish gray,bivalve,,,,,,,,"Unlithified, light greenish gray, gravel size packstone containing bivalves, scaphopods, bryozoans, echinodems and lithic grains (glauconite, cemented carbonates)",,,,356,U1460,B,25,F,1,A,,,,198
356-U1460B-25F-1-A,0,38,106.3,106.68,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1460,B,25,F,1,A,,,,199
356-U1460B-25F-1-A,0,38,106.3,106.68,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1460,B,25,F,1,A,,,,200
356-U1460B-25F-1-A,0,38,106.3,106.68,,,,,,,,,scaphopod,,,,,,,,,,,,356,U1460,B,25,F,1,A,,,,201
356-U1460B-25F-1-A,38,150,106.68,107.8,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,sponge spicules,,,,,,,,"Unlithified, beige, homogeneous packstone with sponge spicules",,,,356,U1460,B,25,F,1,A,,,,202
356-U1460B-25F-2-A,0,150,107.8,109.3,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,sponge spicules,,,,,,,,"Unlithified, beige, homogeneous packstone with sponge spicules",,,,356,U1460,B,25,F,2,A,,,,203
356-U1460B-25F-3-A,0,133,109.3,110.63,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,sponge spicules,,,,,,,,"Unlithified, beige, homogenous packstone with sponge spicules",,,,356,U1460,B,25,F,3,A,,,,204
356-U1460B-25F-CC-A,0,16,110.63,110.79,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,sponge spicules,,,,,,,,"Unlithified, beige, homogeneous packstone with sponge spicules",,,,356,U1460,B,25,F,CC,A,,,,205
356-U1460B-25F-CC-A,16,21,110.79,110.84,,,,,,,,,,,,,,,,,sample to paleo,,,,356,U1460,B,25,F,CC,A,,,,206
356-U1460B-26F-1-A,0,150,111,112.5,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,sponge spicules,,,,,,,,"Unlithified, beige, homogeneous packstone with three intervals of glauconite at (60, 65 and 146 cm). Sponge spicules are present throughout the Section",,,,356,U1460,B,26,F,1,A,,,,207
356-U1460B-26F-2-A,0,150,112.5,114,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,sponge spicules,,,,,,,,"Unlithified, beige, homogeneous packstone with sponge spicules. Rare patches of disseminated glauconite",,,,356,U1460,B,26,F,2,A,,,,208
356-U1460B-26F-3-A,0,140,114,115.4,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,sponge spicules,,,,,,,,"Unlithified, beige, homogeneous packstone with sponge spicules",,,,356,U1460,B,26,F,3,A,,,,209
356-U1460B-26F-CC-A,0,9,115.4,115.49,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,sponge spicules,,,,,,,,"Unlithified, beige, homogeneous packstone with sponge spicules",,,,356,U1460,B,26,F,CC,A,,,,210
356-U1460B-27F-1-A,0,150,115.7,117.2,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,,,concretion [BJ80],,,,,,"Unlithified, beige,h omogeneous packstone with sparse sponge spicules. at 125 cm a glauconite nodule 3 cm long",,,,356,U1460,B,27,F,1,A,,,,211
356-U1460B-27F-2-A,0,150,117.2,118.7,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,,,,,,,,,"Unlithified, beige, homogeneous packstone, rare dissemintated glauconite below 90 cm",,,,356,U1460,B,27,F,2,A,,,,212
356-U1460B-27F-3-A,0,110,118.7,119.8,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light brown,,,,,,,,,"Unlithiified, light brown, homogeneous packstone with sparse sponge spiclues and rare disseminated glauconite throughout the core",,,,356,U1460,B,27,F,3,A,,,,213
356-U1460B-27F-4-A,0,52,119.8,120.32,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,,,,,,,,,"Unlithified, biege, unlithfied packstone with very sparse sponge spicules and very sparse glauconite",,,,356,U1460,B,27,F,4,A,,,,214
356-U1460B-27F-CC-A,0,12,120.32,120.44,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,,,,,absent [B06],0,,,"Unlithified, beige, homogeneous packstone with rare sponges spicules and disseminated glauconite",,,,356,U1460,B,27,F,CC,A,,,,215
356-U1460B-27F-CC-A,12,17,120.44,120.49,,,,,,,,,,,,,absent [B06],0,,,sample to paleo,,,,356,U1460,B,27,F,CC,A,,,,216
356-U1460B-28F-1-A,0,32,120.4,120.72,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,,skeletal packstone,hemipelagic,light greenish gray,foraminifera (small benthic),,,,absent [B06],0,,,"Unlithified, light greenish gray, garvel size packstone with various bioclasts and lithic grains (glauconite and micrite). Caved in material",,,,356,U1460,B,28,F,1,A,,,,217
356-U1460B-28F-1-A,0,32,120.4,120.72,,,,,,,,,bivalve,,,,absent [B06],0,,,,,,,356,U1460,B,28,F,1,A,,,,218
356-U1460B-28F-1-A,0,32,120.4,120.72,,,,,,,,,bryozoa,,,,absent [B06],0,,,,,,,356,U1460,B,28,F,1,A,,,,219
356-U1460B-28F-1-A,0,32,120.4,120.72,,,,,,,,,gastropod,,,,absent [B06],0,,,,,,,356,U1460,B,28,F,1,A,,,,220
356-U1460B-28F-1-A,32,150,120.72,121.9,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,,,concretion [BJ80],,absent [B06],0,,,"Unlithified, beige, homogeneous, packstone with a concreation of glauconite near the base",,,,356,U1460,B,28,F,1,A,,,,221
356-U1460B-28F-2-A,0,150,121.9,123.4,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,sponge spicules,,,,absent [B06],0,,,"Unlithified, beige, homogeneous packstone with rare sponge spicules",,,,356,U1460,B,28,F,2,A,,,,222
356-U1460B-28F-3-A,0,120,123.4,124.6,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,,,,,absent [B06],0,,,"Unlithified, beige, homogeneous packstone with rare sponge spicules",,,,356,U1460,B,28,F,3,A,,,,223
356-U1460B-28F-CC-A,0,15,124.6,124.75,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,,,,,absent [B06],0,,,"Unlithified, beige, homogeneous packstone",,,,356,U1460,B,28,F,CC,A,,,,224
356-U1460B-29F-1-A,0,150,125.1,126.6,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,,,concretion [BJ80],,absent [B06],0,,,"Unlithified, beige, homogeneous packstone. Several concretions of an unidentified mineral",,,,356,U1460,B,29,F,1,A,,,,225
356-U1460B-29F-2-A,0,150,126.6,128.1,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,,,,,absent [B06],0,,,"Unlithified, beige, homogenous packstone. From 119 to 125 cm glauconite and benthic foraminifer, dark gray patch.",,,,356,U1460,B,29,F,2,A,,,,226
356-U1460B-29F-3-A,0,110,128.1,129.2,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,bivalve,,concretion [BJ80],,absent [B06],0,,,"Unlithfied, beige, homogeneous packstone. A sea urchin spine has been replaced by a silica-based, unidentified mineral. A bivalve also present",,,,356,U1460,B,29,F,3,A,,,,227
356-U1460B-29F-4-A,0,54,129.2,129.74,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,,,,,absent [B06],0,,,"Unlithified, beige, homogeneous packstone with very rare sponge spicules",,,,356,U1460,B,29,F,4,A,,,,228
356-U1460B-29F-CC-A,0,9,129.74,129.83,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,,,,,absent [B06],0,,,"Unlithified, beige, homogeneous packstone",,,,356,U1460,B,29,F,CC,A,,,,229
356-U1460B-30F-1-A,0,150,129.8,131.3,unlithified [Leg194],,wackestone [E&K72; D62],2,with glauconite [2014],wackestone with glauconite,hemipelagic,beige,foraminifera (small benthic),,,,absent [B06],0,,,"Unlithified, beige packestone with benthic foraminifers. Glauconite rich patches sporadically contain.",,,,356,U1460,B,30,F,1,A,,,,230
356-U1460B-30F-2-A,0,150,131.3,132.8,unlithified [Leg194],,wackestone [E&K72; D62],2,with glauconite [2014],wackestone with glauconite,hemipelagic,beige,foraminifera (small benthic),,,,absent [B06],0,,,"Unlithified, beige packestone with benthic foraminifers. Glauconite rich patches sporadically contain.",,,,356,U1460,B,30,F,2,A,,,,231
356-U1460B-30F-3-A,0,110,132.8,133.9,unlithified [Leg194],,wackestone [E&K72; D62],2,with glauconite [2014],wackestone with glauconite,hemipelagic,beige,foraminifera (small benthic),,,,absent [B06],0,,,"Unlithified, beige packestone with benthic foraminifers. Glauconite rich patches sporadically contain.",,,,356,U1460,B,30,F,3,A,,,,232
