Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Sediment structures,MAJ lith color (simple),MAJ Lith. color,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],MAJ lithology comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN lith color (simple),MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,MIN lithology comment,Lith. abundance sum [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure comment,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
355-U1456D-15R-2-A,118,132,587.58,587.72,,,nannofossil chalk,,nannofossil chalk,,burrows,light gray,GLEY 1 6/10Y (greenish gray),100,clay,1,clay,1,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,355,U1456,D,15,R,2,A
355-U1456D-15R-CC-A,0,10,587.72,587.82,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,gray,GLEY 1 5/10Y (greenish gray),100,clay,1,clay,1,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,355,U1456,D,15,R,CC,A
355-U1456D-16R-1-A,0,31,594.6,594.91,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),95,clay,1,clay,1,,clayey,nannofossil chalk,,clayey nannofossil chalk,clayey nannofossil chalk,nannofossil chalk,gray,GLEY 1 5/10Y (greenish gray),5,clay,1,clay,1,,100,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,16,R,1,A
355-U1456D-16R-1-A,31,84,594.91,595.44,,,nannofossil chalk,,nannofossil chalk,,burrows,light gray,GLEY 1 6/10Y (greenish gray),80,clay,1,clay,1,,clayey,nannofossil chalk,,clayey nannofossil chalk,clayey nannofossil chalk,nannofossil chalk,gray,GLEY 1 5/10Y (greenish gray),20,clay,1,clay,1,,100,bioturbated,bioturbated,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,16,R,1,A
355-U1456D-16R-1-A,84,108,595.44,595.68,,,nannofossil chalk,,nannofossil chalk,,burrows,light gray,GLEY 1 6/10Y (greenish gray),60,clay,1,clay,1,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,dark gray,GLEY 1 4/10Y (dark greenish gray),40,clay,1,clay,1,,100,,,,,,,,,,,,,,,,,355,U1456,D,16,R,1,A
355-U1456D-16R-2-A,0,13,595.68,595.81,,,nannofossil chalk,,nannofossil chalk,,burrows,light gray,GLEY 1 6/10Y (greenish gray),100,clay,1,clay,1,,,,,,,,,,,,,,,,100,bioturbated,bioturbated,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,16,R,2,A
355-U1456D-16R-2-A,13,29,595.81,595.97,,clayey,nannofossil chalk,,clayey nannofossil chalk,,burrows,gray,GLEY 1 5/10Y (greenish gray),80,clay,1,clay,1,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,dark gray,GLEY 1 4/10Y (dark greenish gray),20,clay,1,clay,1,,100,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,16,R,2,A
355-U1456D-16R-2-A,29,53,595.97,596.21,,,nannofossil chalk,,nannofossil chalk,,burrows,light gray,GLEY 1 6/10Y (greenish gray),100,clay,1,clay,1,,,,,,,,,,,,,,,,100,bioturbated,bioturbated,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,16,R,2,A
355-U1456D-16R-2-A,53,95,596.21,596.63,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),60,clay,1,clay,1,,clayey,nannofossil chalk,,clayey nannofossil chalk,clayey nannofossil chalk,nannofossil chalk,gray,GLEY 1 5/10Y (greenish gray),40,clay,1,clay,1,,100,planar,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,16,R,2,A
355-U1456D-16R-2-A,95,118,596.63,596.86,,,nannofossil chalk,,nannofossil chalk,,burrows,light gray,GLEY 1 6/10Y (greenish gray),100,clay,1,clay,1,,,,,,,,,,,,,,,,100,bioturbated,bioturbated,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,16,R,2,A
355-U1456D-16R-2-A,118,131,596.86,596.99,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),100,clay,1,clay,1,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,355,U1456,D,16,R,2,A
355-U1456D-16R-3-A,0,26,597.09,597.35,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),100,clay,1,clay,1,,,,,,,,,,,,,,,,100,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,16,R,3,A
355-U1456D-16R-3-A,26,72,597.35,597.81,,clayey,nannofossil chalk,,clayey nannofossil chalk,,burrows,gray,GLEY 1 5/10Y (greenish gray),60,clay,1,clay,1,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,dark gray,GLEY 1 4/10Y (dark greenish gray),40,clay,1,clay,1,,100,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,16,R,3,A
355-U1456D-16R-3-A,72,84,597.81,597.93,,clayey,nannofossil chalk,,clayey nannofossil chalk,,burrows,gray,GLEY 1 5/10Y (greenish gray),100,clay,1,clay,1,,,,,,,,,,,,,,,,100,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,16,R,3,A
355-U1456D-16R-3-A,84,144,597.93,598.53,,clayey,nannofossil chalk,,clayey nannofossil chalk,,burrows,gray,GLEY 1 5/10Y (greenish gray),70,clay,1,clay,1,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,dark gray,GLEY 1 4/10Y (dark greenish gray),30,clay,1,clay,1,,100,,,,,,,,,,,,,,,,,355,U1456,D,16,R,3,A
355-U1456D-16R-4-A,0,20,598.53,598.73,,clayey,nannofossil chalk,,clayey nannofossil chalk,,burrows,gray,GLEY 1 5/10Y (greenish gray),100,clay,1,clay,1,,,,,,,,,,,,,,,,100,bioturbated,bioturbated,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,16,R,4,A
355-U1456D-16R-4-A,20,148,598.73,600.01,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),100,clay,1,clay,1,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,355,U1456,D,16,R,4,A
355-U1456D-16R-5-A,0,45,600.01,600.46,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),100,clay,1,clay,1,,,,,,,,,,,,,,,,100,bioturbated,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,D,16,R,5,A
355-U1456D-16R-5-A,45,69,600.46,600.7,,clayey,nannofossil chalk,,clayey nannofossil chalk,,burrows,gray,GLEY 1 5/10Y (greenish gray),100,clay,1,clay,1,,,,,,,,,,,,,,,,100,planar,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,16,R,5,A
355-U1456D-16R-5-A,69,80,600.7,600.81,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),100,clay,1,clay,1,,,,,,,,,,,,,,,,100,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,D,16,R,5,A
355-U1456D-16R-5-A,80,91,600.81,600.92,,clayey,nannofossil chalk,,clayey nannofossil chalk,,burrows,gray,GLEY 1 5/10Y (greenish gray),100,clay,1,clay,1,,,,,,,,,,,,,,,,100,bioturbated,bioturbated,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,16,R,5,A
355-U1456D-16R-5-A,91,102,600.92,601.03,,,nannofossil chalk,,nannofossil chalk,,burrows,light gray,GLEY 1 6/10Y (greenish gray),100,clay,1,clay,1,,,,,,,,,,,,,,,,100,bioturbated,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,16,R,5,A
355-U1456D-16R-5-A,102,116,601.03,601.17,,clayey,nannofossil chalk,,clayey nannofossil chalk,,burrows,gray,GLEY 1 5/10Y (greenish gray),90,clay,1,clay,1,,,nannofossil chalk,,nannofossil chalk,nannofossil chalk,nannofossil chalk,light gray,GLEY 1 6/10Y (greenish gray),10,clay,1,clay,1,,100,bioturbated,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,16,R,5,A
355-U1456D-16R-5-A,116,130,601.17,601.31,,,nannofossil chalk,,nannofossil chalk,,burrows,light gray,GLEY 1 6/10Y (greenish gray),70,clay,1,clay,1,,clayey,nannofossil chalk,,clayey nannofossil chalk,clayey nannofossil chalk,nannofossil chalk,gray,GLEY 1 5/10Y (greenish gray),30,clay,1,clay,1,,100,,,,,,,,,,,,,,,,,355,U1456,D,16,R,5,A
355-U1456D-16R-6-A,0,41,601.31,601.72,,clayey,nannofossil chalk,,clayey nannofossil chalk,,burrows,gray,GLEY 1 5/10Y (greenish gray),100,clay,1,clay,1,,,,,,,,,,,,,,,,100,bioturbated,bioturbated,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,D,16,R,6,A
355-U1456D-16R-6-A,41,67,601.72,601.98,,,nannofossil chalk,,nannofossil chalk,,burrows,light gray,GLEY 1 6/10Y (greenish gray),100,clay,1,clay,1,,,,,,,,,,,,,,,,100,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,16,R,6,A
355-U1456D-16R-6-A,67,80,601.98,602.11,,clayey,nannofossil chalk,,clayey nannofossil chalk,,burrows,gray,GLEY 1 5/10Y (greenish gray),100,clay,1,clay,1,,,,,,,,,,,,,,,,100,bioturbated,bioturbated,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,16,R,6,A
355-U1456D-16R-6-A,80,143,602.11,602.74,,clayey,nannofossil chalk,,clayey nannofossil chalk,,burrows,gray,GLEY 1 5/10Y (greenish gray),70,clay,1,clay,1,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,dark gray,GLEY 1 4/10Y (dark greenish gray),30,clay,1,clay,1,,100,,,,,,,,,,,,,,,,,355,U1456,D,16,R,6,A
355-U1456D-16R-7-A,0,31,602.74,603.05,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),95,clay,1,clay,1,,clayey,nannofossil chalk,,clayey nannofossil chalk,clayey nannofossil chalk,nannofossil chalk,dark gray,GLEY 1 5/10Y (greenish gray),5,clay,1,clay,1,,100,planar,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,16,R,7,A
355-U1456D-16R-7-A,31,63,603.05,603.37,,clayey,nannofossil chalk,,clayey nannofossil chalk,,burrows,gray,GLEY 1 5/10Y (greenish gray),100,clay,1,clay,1,,,,,,,,,,,,,,,,100,bioturbated,bioturbated,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,D,16,R,7,A
355-U1456D-16R-7-A,63,72,603.37,603.46,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),100,clay,1,clay,1,,,,,,,,,,,,,,,,100,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,D,16,R,7,A
355-U1456D-16R-7-A,72,84,603.46,603.58,,clayey,nannofossil chalk,,clayey nannofossil chalk,,burrows,gray,GLEY 1 5/10Y (greenish gray),100,clay,1,clay,1,,,,,,,,,,,,,,,,100,planar,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,16,R,7,A
355-U1456D-16R-7-A,84,101,603.58,603.75,,clayey,nannofossil chalk,,clayey nannofossil chalk,,burrows,gray,GLEY 1 5/10Y (greenish gray),70,clay,1,clay,1,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,dark gray,GLEY 1 4/10Y (dark greenish gray),30,clay,1,clay,1,,100,,,,,,,,,,,,,,,,,355,U1456,D,16,R,7,A
355-U1456D-16R-CC-A,0,15,603.75,603.9,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),60,clay,1,clay,1,,clayey,nannofossil chalk,,clayey nannofossil chalk,clayey nannofossil chalk,nannofossil chalk,dark gray,GLEY 1 5/10Y (greenish gray),40,clay,1,clay,1,,100,,,,,,,,,,,,,,,,,355,U1456,D,16,R,CC,A
355-U1456D-17R-1-A,0,12,604.3,604.42,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),50,clay,1,clay,1,,clayey,nannofossil chalk,,clayey nannofossil chalk,clayey nannofossil chalk,nannofossil chalk,gray,GLEY 1 5/10Y (greenish gray),50,clay,1,clay,1,,100,bioturbated,bioturbated,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,D,17,R,1,A
355-U1456D-17R-1-A,12,22,604.42,604.52,,,nannofossil chalk,,nannofossil chalk,,burrows,light gray,GLEY 1 6/10Y (greenish gray),100,clay,1,clay,1,,,,,,,,,,,,,,,,100,bioturbated,bioturbated,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,17,R,1,A
355-U1456D-17R-1-A,22,38,604.52,604.68,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),60,clay,1,clay,1,,clayey,nannofossil chalk,,clayey nannofossil chalk,clayey nannofossil chalk,nannofossil chalk,gray,GLEY 1 5/10Y (greenish gray),40,clay,1,clay,1,,100,bioturbated,bioturbated,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,D,17,R,1,A
355-U1456D-17R-1-A,38,65,604.68,604.95,,clayey,nannofossil chalk,,clayey nannofossil chalk,,burrows,gray,GLEY 1 5/10Y (greenish gray),100,clay,1,clay,1,,,,,,,,,,,,,,,,100,planar,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,17,R,1,A
355-U1456D-17R-1-A,65,87,604.95,605.17,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),100,clay,1,clay,1,,,,,,,,,,,,,,,,100,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,17,R,1,A
355-U1456D-17R-1-A,87,125,605.17,605.55,,clayey,nannofossil chalk,,clayey nannofossil chalk,,burrows,gray,GLEY 1 5/10Y (greenish gray),90,clay,1,clay,1,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,dark gray,GLEY 1 4/10Y (dark greenish gray),10,clay,1,clay,1,,100,,,,,,,,,,,,,,,,,355,U1456,D,17,R,1,A
355-U1456D-17R-2-A,0,35,605.55,605.9,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),60,clay,1,clay,1,,clayey,nannofossil chalk,,clayey nannofossil chalk,clayey nannofossil chalk,nannofossil chalk,gray,GLEY 1 5/10Y (greenish gray),40,clay,1,clay,1,,100,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,17,R,2,A
355-U1456D-17R-2-A,35,97,605.9,606.52,,nannofossil rich,claystone,,nannofossil rich claystone,,,gray,GLEY 1 5/10Y (greenish gray),80,clay,1,clay,1,,silty,claystone,,silty claystone,silty claystone,claystone,gray,GLEY 1 5/10Y (greenish gray),20,clay,1,silt,2,,100,,,,,,,,,,,,,,,,,355,U1456,D,17,R,2,A
355-U1456D-17R-3-A,0,23,606.52,606.75,,nannofossil rich,claystone,,nannofossil rich claystone,,,gray,GLEY 1 5/10Y (greenish gray),90,clay,1,clay,1,,silty,claystone,,silty claystone,silty claystone,claystone,gray,GLEY 1 5/10Y (greenish gray),10,clay,1,silt,2,,100,planar,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,17,R,3,A
355-U1456D-17R-3-A,23,78,606.75,607.3,,nannofossil rich,claystone,,nannofossil rich claystone,,,gray,GLEY 1 5/10Y (greenish gray),95,clay,1,clay,1,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,gray,GLEY 1 5/10Y (greenish gray),5,fine sand,4,fine sand,4,,100,,,,,,,,,,,,,,,,,355,U1456,D,17,R,3,A
355-U1456D-17R-CC-A,0,10,607.3,607.4,,nannofossil rich,claystone,,nannofossil rich claystone,,,gray,GLEY 1 5/10Y (greenish gray),100,clay,1,clay,1,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,355,U1456,D,17,R,CC,A
355-U1456D-18R-1-A,0,33,614,614.33,,nannofossil rich,claystone,,nannofossil rich claystone,,color banding,dark gray,10YR 4/1 (dark gray),90,clay,1,clay,1,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,erosive,scoured,sub-horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,D,18,R,1,A
355-U1456D-18R-1-A,33,55,614.33,614.55,,nannofossil rich,claystone,,nannofossil rich claystone,,color banding,dark gray,10YR 4/1 (dark gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,18,R,1,A
355-U1456D-18R-1-A,55,67,614.55,614.67,,,sandstone,,sandstone,,,dark gray,10YR 3/1 (very dark gray),60,fine sand,4,medium sand,5,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,dark gray,10YR 4/1 (dark gray),40,clay,1,clay,1,,100,erosive,scoured,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,D,18,R,1,A
355-U1456D-18R-1-A,67,81,614.67,614.81,,nannofossil rich,claystone,,nannofossil rich claystone,,,dark gray,10YR 4/1 (dark gray),70,clay,1,clay,1,,nannofossil rich,silt,,nannofossil rich silt,nannofossil rich silt,silt,dark gray,10YR 3/1 (very dark gray),30,silt,2,very fine sand,3,,100,erosive,scoured,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,18,R,1,A
355-U1456D-18R-1-A,81,103,614.81,615.03,,nannofossil rich,claystone,,nannofossil rich claystone,,,dark gray,10YR 4/1 (dark gray),60,clay,1,clay,1,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 3/1 (very dark gray),40,very fine sand,3,fine sand,4,,100,,,,medium bedded,normally graded,,,,,,,,,,,,355,U1456,D,18,R,1,A
355-U1456D-18R-2-A,0,16,615.17,615.33,,nannofossil rich,claystone,,nannofossil rich claystone,,color banding,dark gray,10YR 4/1 (dark gray),60,clay,1,clay,1,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 3/1 (very dark gray),40,very fine sand,3,fine sand,4,,100,erosive,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,18,R,2,A
355-U1456D-18R-2-A,16,68,615.33,615.85,,nannofossil rich,claystone,,nannofossil rich claystone,,color banding,dark gray,10YR 4/1 (dark gray),90,clay,1,clay,1,,sandy,siltstone,,sandy siltstone,sandy siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,erosive,sharp,sub-horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,D,18,R,2,A
355-U1456D-18R-2-A,68,88,615.85,616.05,,nannofossil rich,claystone,,nannofossil rich claystone,,color banding,dark gray,10YR 4/1 (dark gray),70,clay,1,clay,1,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 3/1 (very dark gray),30,very fine sand,3,fine sand,4,,100,erosive,scoured,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,18,R,2,A
355-U1456D-18R-2-A,88,100,616.05,616.17,,,sandstone,,sandstone,,,dark gray,10YR 3/1 (very dark gray),70,fine sand,4,medium sand,5,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,dark gray,10YR 4/1 (dark gray),30,clay,1,clay,1,,100,,,,medium bedded,,,,,,,,,,,,,355,U1456,D,18,R,2,A
355-U1456D-18R-3-A,0,13,616.17,616.3,,nannofossil rich,claystone,,nannofossil rich claystone,,,dark gray,10YR 4/1 (dark gray),60,clay,1,clay,1,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 3/1 (very dark gray),40,very fine sand,3,fine sand,4,,100,gradational,gradational,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,18,R,3,A
355-U1456D-18R-3-A,13,31,616.3,616.48,,,sandstone,,sandstone,,,dark gray,10YR 3/1 (very dark gray),70,very fine sand,3,fine sand,4,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,dark gray,10YR 4/1 (dark gray),30,clay,1,clay,1,,100,erosive,gradational,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,18,R,3,A
355-U1456D-18R-3-A,31,72,616.48,616.89,,nannofossil rich,claystone,,nannofossil rich claystone,,color banding,dark gray,10YR 4/1 (dark gray),60,clay,1,clay,1,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 3/1 (very dark gray),40,very fine sand,3,fine sand,4,,100,,,,thickly bedded,,,,,,,,,,,,,355,U1456,D,18,R,3,A
355-U1456D-18R-CC-A,0,8,616.89,616.97,,nannofossil rich,claystone,,nannofossil rich claystone,,,dark gray,10YR 4/1 (dark gray),70,clay,1,clay,1,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 3/1 (very dark gray),30,silt,2,very fine sand,3,,100,,,,thinly bedded,,,,,,,,,,,,,355,U1456,D,18,R,CC,A
355-U1456D-19R-1-A,0,25,623.7,623.95,,nannofossil rich,claystone,,nannofossil rich claystone,,parallel lamination,dark gray,10YR 4/1 (dark gray),70,clay,1,clay,1,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 3/1 (very dark gray),30,very fine sand,3,fine sand,4,,100,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,19,R,1,A
355-U1456D-19R-1-A,25,39,623.95,624.09,,nannofossil rich,claystone,,nannofossil rich claystone,,,dark gray,10YR 4/1 (dark gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,19,R,1,A
355-U1456D-19R-1-A,39,61,624.09,624.31,,nannofossil rich,claystone,,nannofossil rich claystone,,,dark gray,10YR 4/1 (dark gray),60,clay,1,clay,1,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 3/1 (very dark gray),40,very fine sand,3,fine sand,4,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,D,19,R,1,A
355-U1456D-19R-1-A,61,80,624.31,624.5,,nannofossil rich,claystone,,nannofossil rich claystone,,,dark gray,10YR 4/1 (dark gray),90,clay,1,clay,1,,,siltstone,,siltstone,siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,erosive,scoured,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,19,R,1,A
355-U1456D-19R-1-A,80,110,624.5,624.8,,nannofossil rich,claystone,,nannofossil rich claystone,,,dark gray,10YR 4/1 (dark gray),70,clay,1,clay,1,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 3/1 (very dark gray),30,fine sand,4,medium sand,5,,100,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,19,R,1,A
355-U1456D-19R-1-A,110,125,624.8,624.95,,nannofossil rich,claystone,,nannofossil rich claystone,,,dark gray,10YR 4/1 (dark gray),90,clay,1,clay,1,,,siltstone,,siltstone,siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,19,R,1,A
355-U1456D-19R-1-A,125,138,624.95,625.08,,nannofossil rich,claystone,,nannofossil rich claystone,,,dark gray,10YR 4/1 (dark gray),70,clay,1,clay,1,,silty,sandstone,,silty sandstone,silty sandstone,sandstone,dark gray,10YR 3/1 (very dark gray),30,very fine sand,3,fine sand,4,,100,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,19,R,1,A
355-U1456D-19R-1-A,138,150,625.08,625.2,,nannofossil rich,claystone,,nannofossil rich claystone,,,dark gray,10YR 4/1 (dark gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,,355,U1456,D,19,R,1,A
355-U1456D-19R-2-A,0,46,625.2,625.66,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),80,very fine sand,3,fine sand,4,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,dark gray,10YR 4/1 (dark gray),20,clay,1,clay,1,,100,erosive,sharp,horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,D,19,R,2,A
355-U1456D-19R-2-A,46,67,625.66,625.87,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark gray,10YR 4/1 (dark gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,D,19,R,2,A
355-U1456D-19R-2-A,67,97,625.87,626.17,,silty,sandstone,,silty sandstone,,,dark gray,10YR 3/1 (very dark gray),80,fine sand,4,medium sand,5,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,dark gray,10YR 4/1 (dark gray),20,clay,1,clay,1,,100,,,,medium bedded,normally graded,,,,,,,,,,,,355,U1456,D,19,R,2,A
355-U1456D-19R-CC-A,0,7,626.17,626.24,,sandy,siltstone,,sandy siltstone,,,dark gray,10YR 3/1 (very dark gray),90,very fine sand,3,fine sand,4,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,dark gray,10YR 4/1 (dark gray),10,clay,1,clay,1,,100,,,,medium bedded,,,,,,,,,,,,,355,U1456,D,19,R,CC,A
355-U1456D-20R-1-A,0,4,633.4,633.44,,silty,claystone,,silty claystone,,burrows,gray,GLEY 1 5/N (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,thinly bedded,,,,,slight,2,,,,,,,355,U1456,D,20,R,1,A
355-U1456D-20R-1-A,4,24,633.44,633.64,,nannofossil rich,claystone,,nannofossil rich claystone,,color banding,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,,,pyrite,,,,,,355,U1456,D,20,R,1,A
