Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
341-U1417D-6H-4-A,341,U1417,D,6,6-4,H,4,A,84,150,49.34,50,,mud [Leg210],,mud,,,,N 4 (dark gray),,,present [A79],1,,,,,pebble [W22_2],subrounded,,,,"1 clast 1 cm, subrounded at 116 cm, argillite",,,,,,,,,112
341-U1417D-6H-5-A,341,U1417,D,6,6-5,H,5,A,0,150,50,51.5,,mud [Leg210],,mud,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,massive mud,,,,,,,,,113
341-U1417D-6H-6-A,341,U1417,D,6,6-6,H,6,A,0,62,51.5,52.12,,diatom ooze [Leg339],,diatom ooze,,,,N 4 (dark gray),,,present [A79],1,,,,,pebble [W22_2],rounded,,,,"1 clast 0.5 cm, rounded, at 24 cm, moved upward during coring from 30 cm",,,,,,,,,114
341-U1417D-6H-6-A,341,U1417,D,6,6-6,H,6,A,62,64,52.12,52.14,,,,,,,,,,,,,,,,,,,,,,void,,,,,,,,,115
341-U1417D-6H-6-A,341,U1417,D,6,6-6,H,6,A,64,73,52.14,52.23,,mud [Leg210],,mud,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,,,,,,,,,,116
341-U1417D-6H-6-A,341,U1417,D,6,6-6,H,6,A,73,81,52.23,52.31,,,,,,,,,,,,,,,,,,,,,,VOID,,,,,,,,,117
341-U1417D-6H-6-A,341,U1417,D,6,6-6,H,6,A,81,97,52.31,52.47,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,,,,,,,,,,118
341-U1417D-6H-CC-A,341,U1417,D,6,6-CC,H,CC,A,0,7.5,52.47,52.545,,mud [Leg210],,mud,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,119
341-U1417D-6H-CC-A,341,U1417,D,6,6-CC,H,CC,A,7.5,12,52.545,52.59,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,,120
341-U1417D-7H-1-A,341,U1417,D,7,7-1,H,1,A,0,150,53.5,55,,mud [Leg210],,mud,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],6,,,,,,,,,,scattered black mottles; silty patch between 65- 67 cm; rounded black metasediment @ 11.5 - 114.5 cm (3 cm),,,,,,,,,121
341-U1417D-7H-2-A,341,U1417,D,7,7-2,H,2,A,0,133,55,56.33,,mud [Leg210],,mud,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],18,,,,,,,,,,scattered black mottles; scatterd silty/sandy patches,,,,,,,,,122
341-U1417D-7H-2-A,341,U1417,D,7,7-2,H,2,A,133,149,56.33,56.49,,mud [Leg210],with clay [Leg339],mud with clay [Leg339],,,,2.5Y 3/2 (very dark grayish brown),,,,,,,,,,,,,,clast-poor massive clayey mud; erosive lower boundary with rip-off clasts from underlying unit or loading feature; sharp irregular upper boundary; bright spots (weathered feldspar?); clasts mostly subangular; very fine sand,sharp contact,erosive,,,,,,,123
341-U1417D-7H-2-A,341,U1417,D,7,7-2,H,2,A,149,150,56.49,56.5,,mud [Leg210],,mud,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],,,,,,,,,,,scattered black mottles; scatterd silty/sandy patches,,,,,,,,,124
341-U1417D-7H-3-A,341,U1417,D,7,7-3,H,3,A,0,134,56.5,57.84,,mud [Leg210],,mud,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],9,,,,,,,,,,scattered black mottles; fine sand or silty layers/patches @ 32 cm and 128 cm (here pretty coarse and poorly sorted sand),,,,,,,,,125
341-U1417D-7H-CC-A,341,U1417,D,7,7-CC,H,CC,A,0,21.5,57.84,58.055,,mud [Leg210],,mud,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,scattered black mottles,,,,,,,,,126
341-U1417D-7H-CC-A,341,U1417,D,7,7-CC,H,CC,A,21.5,26,58.055,58.1,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,,,,127
341-U1417D-8H-1-A,341,U1417,D,8,8-1,H,1,A,0,150,56.5,58,,mud [Leg210],,mud,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],5,,,,,,,,,,"- colour banding to more greyish, greenish, brownish
- scatteres silty/sandy patches and strata
- scattered black mottles
- various degrees of bioturbation
- clast around 56.5: granitoid?
- clast around 60-62.5: metasediment
- silty strata between 107-108, 109-110",gradational contact,,,,,,,,128
341-U1417D-8H-2-A,341,U1417,D,8,8-2,H,2,A,0,22,58,58.22,,mud [Leg210],,mud,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- colour banding to more greyish, greenish, brownish
- scatteres silty/sandy patches and strata
- scattered black mottles
",gradational contact,,,,,,,,129
341-U1417D-8H-2-A,341,U1417,D,8,8-2,H,2,A,22,86,58.22,58.86,,mud [Leg210],,mud,,,color banding,5Y 4/1 (dark gray),slight [DB86],1,,,,,,,,,,,,"- colour banding to more greyish, greenish, brownish
- scatteres silty/sandy patches and strata
- scattered black mottles
",gradational contact,,,,,,,,130
341-U1417D-8H-2-A,341,U1417,D,8,8-2,H,2,A,86,89,58.86,58.89,,sand [Leg210],,sand,,,color banding,5Y 4/1 (dark gray),moderate [DB86],2,,,,,,,,,,,,- sand patch or disturbed sand strata,sharp contact,,,,,,,,131
341-U1417D-8H-2-A,341,U1417,D,8,8-2,H,2,A,89,90,58.89,58.9,,,,,,,,,,,,,,,,,,,,,,- void,,,,,,,,,132
341-U1417D-8H-2-A,341,U1417,D,8,8-2,H,2,A,90,113.5,58.9,59.135,,mud [Leg210],,mud,,,color banding,5Y 4/1 (dark gray),moderate [DB86],2,,,,,,,,,,,,"- colour banding to more greyish, greenish, brownish
- scatteres silty/sandy patches and strata
- scattered black mottles",gradational contact,,,,,,,,133
341-U1417D-8H-2-A,341,U1417,D,8,8-2,H,2,A,113.5,150,59.135,59.5,,mud [Leg210],,mud,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,"- colour banding to more greyish, greenish, brownish
- scatteres silty/sandy patches and strata
- scattered black mottles
- various degrees of bioturbation",gradational contact,,,,,,,,134
341-U1417D-8H-3-A,341,U1417,D,8,8-3,H,3,A,0,9,59.5,59.59,,mud [Leg210],,mud,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- colour banding to more greyish, greenish, brownish
- scatteres silty/sandy patches and strata
- scattered black mottles
- various degrees of bioturbation",gradational contact,,,,,,,,135
341-U1417D-8H-3-A,341,U1417,D,8,8-3,H,3,A,9,35,59.59,59.85,diatom bearing,mud [Leg210],,diatom bearing mud,,,color banding,5Y 4/1 (dark gray),moderate [DB86],2,,,,,,,,,,,,"- colour banding to more greyish, greenish, brownish
- scatteres silty/sandy patches and strata
- scattered black mottles
- various degrees of bioturbation
- patches of diatom-rich mud & diatom ooze with calcareous components",gradational contact,,,,,,,,136
341-U1417D-8H-3-A,341,U1417,D,8,8-3,H,3,A,35,51,59.85,60.01,,mud [Leg210],,mud,,,color banding,5Y 4/1 (dark gray),moderate [DB86],2,,,,,,,,,,,,"- colour banding to more greyish, greenish, brownish
- scatteres silty/sandy patches and strata
- scattered black mottles
- various degrees of bioturbation",gradational contact,,,,,,,,137
341-U1417D-8H-3-A,341,U1417,D,8,8-3,H,3,A,51,59,60.01,60.09,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone),,,,N 4 (dark gray),,,,,,,,,,,,,,"- interbedded silt/very fine sand
- erosive lower boundary",sharp contact,erosive,,,,,,,138
341-U1417D-8H-3-A,341,U1417,D,8,8-3,H,3,A,59,62.5,60.09,60.125,,ash(tuff) [MMK88m],,ash(tuff),ash,4,,2.5Y 4/2 (dark grayish brown),slight [DB86],1,,,,,,,,,,,,- ash with overyling mud -> some bioturbation into the overlying mud.,sharp contact,,,,,,,,139
341-U1417D-8H-3-A,341,U1417,D,8,8-3,H,3,A,62.5,73,60.125,60.23,,mud [Leg210],,mud,,,color banding,5Y 4/1 (dark gray),moderate [DB86],2,present [A79],2,,,,,,,,,,"- colour banding to more greyish, greenish, brownish
- scatteres silty/sandy patches and strata
- scattered black mottles
- various degrees of bioturbation",gradational contact,,,,,,,,140
341-U1417D-8H-3-A,341,U1417,D,8,8-3,H,3,A,73,94,60.23,60.44,,mud [Leg210],,mud,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,"- colour banding to more greyish, greenish, brownish
- scatteres silty/sandy patches and strata
- scattered black mottles
- various degrees of bioturbation
",gradational contact,,,,,,,,141
341-U1417D-8H-3-A,341,U1417,D,8,8-3,H,3,A,94,100,60.44,60.5,,mud [Leg210],,mud,,,color banding,5Y 4/1 (dark gray),moderate [DB86],2,present [A79],1,,,,,,,,,,"- colour banding to more greyish, greenish, brownish
- scatteres silty/sandy patches and strata
- scattered black mottles
- various degrees of bioturbation",gradational contact,,,,,,,,142
341-U1417D-8H-3-A,341,U1417,D,8,8-3,H,3,A,100,110,60.5,60.6,,mud [Leg210],,mud,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- colour banding to more greyish, greenish, brownish
- scatteres silty/sandy patches and strata
- scattered black mottles
- various degrees of bioturbation",gradational contact,,,,,,,,143
341-U1417D-8H-3-A,341,U1417,D,8,8-3,H,3,A,110,136,60.6,60.86,diatom bearing,mud [Leg210],,diatom bearing mud,,,color banding,5Y 4/1 (dark gray),moderate [DB86],2,present [A79],2,,,,,,,,,,"- colour banding to more greyish, greenish, brownish
- scatteres silty/sandy patches and strata
- scattered black mottles
- various degrees of bioturbation
- patches of diatom-rich mud & diatom ooze",gradational contact,,,,,,,,144
341-U1417D-8H-3-A,341,U1417,D,8,8-3,H,3,A,136,150,60.86,61,,mud [Leg210],,mud,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,"- colour banding to more greyish, greenish, brownish
- scatteres silty/sandy patches and strata
- scattered black mottles
- various degrees of bioturbation",,,,,,,,,145
341-U1417D-8H-4-A,341,U1417,D,8,8-4,H,4,A,0,58,61,61.58,,mud [Leg210],,mud,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],4,,,,,,,,,,,,,,,,,,,146
341-U1417D-8H-4-A,341,U1417,D,8,8-4,H,4,A,58,77,61.58,61.77,,diatom ooze [Leg339],,diatom ooze,,,,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,"slight color variations: light to dark greenish-grey, brown/yellow",,,,,,,,,147
341-U1417D-8H-4-A,341,U1417,D,8,8-4,H,4,A,77,150,61.77,62.5,,mud [Leg210],,mud,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,,148
341-U1417D-8H-5-A,341,U1417,D,8,8-5,H,5,A,0,16,62.5,62.66,,mud [Leg210],,mud,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,scattered black mottles,,,,,,,,,149
341-U1417D-8H-5-A,341,U1417,D,8,8-5,H,5,A,16,35,62.66,62.85,,sand [Leg210],with silt [Leg339],sand  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,silty fine sand; barren of biogenic components,,,,,,,,,150
341-U1417D-8H-5-A,341,U1417,D,8,8-5,H,5,A,35,80,62.85,63.3,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,scattered black mottles,,,,,,,,,151
341-U1417D-8H-5-A,341,U1417,D,8,8-5,H,5,A,80,94.5,63.3,63.445,biosiliceous rich,mud [Leg210],,biosiliceous rich mud ,,,color banding,5GY 5/1 (greenish gray),moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,152
341-U1417D-8H-5-A,341,U1417,D,8,8-5,H,5,A,94.5,98,63.445,63.48,,ash(tuff) [MMK88m],,ash(tuff),ash,4,,5Y 4/1 (dark gray),,,,,,,,,,,,,,bioturbated upper boundary; 5 % lithic grains,sharp contact,,,,,,,,153
341-U1417D-8H-5-A,341,U1417,D,8,8-5,H,5,A,98,132,63.48,63.82,biosiliceous rich,mud [Leg210],,biosiliceous rich mud ,,,color banding,5GY 5/1 (greenish gray),moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,154
341-U1417D-8H-5-A,341,U1417,D,8,8-5,H,5,A,132,150,63.82,64,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,,155
341-U1417D-8H-6-A,341,U1417,D,8,8-6,H,6,A,0,120,64,65.2,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,"lonestone @ 6 - 11cm: 4 cm mica-rich metasiltstone (dark-green), schisty: lithified borrow @ 44 - 46 cm; bioturbation decreases with depth",,,,,,,,,156
341-U1417D-8H-7-A,341,U1417,D,8,8-7,H,7,A,0,62,65.2,65.82,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,disturbed (liner not completely filled),,,,,,,,,157
341-U1417D-8H-CC-A,341,U1417,D,8,8-CC,H,CC,A,0,20,65.85,66.05,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,158
341-U1417D-8H-CC-A,341,U1417,D,8,8-CC,H,CC,A,20,25,66.05,66.1,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,,,,159
341-U1417D-9H-1-A,341,U1417,D,9,9-1,H,1,A,0,150,66,67.5,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],16,,,,,,,,,,"- SLIGHT colour banding to greenish, greyish, brownish
- scattered black mottles
- scattered patches of mud (<1 cm)
- ~41 cm: 8 mm clast of grauwacke?",,,,,,,,,160
341-U1417D-9H-2-A,341,U1417,D,9,9-2,H,2,A,0,150,67.5,69,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],23,,,,,,,,,,"- SLIGHT colour banding to greenish, greyish, brownish
- scattered black mottles
- scattered patches of mud/ash(?)
- 72-73.5: patch of ash?
- 80-80.5: patch of ash?
- 131: clasts of metasediment?
- 139-139.5: discontinuous strata of diatom-rich mud/diatom ooze?",,,,,,,,,161
341-U1417D-9H-3-A,341,U1417,D,9,9-3,H,3,A,0,150,69,70.5,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],13,,,,,,,,,,"- slight colour banding to greenish, greyish, brownish (stronger than above)
- scattered black mottles
- scattered patches of mud
- intervals with higher contents of diatoms/biosiliceous: 24-25; 69-86",,,,,,,,,162
341-U1417D-9H-4-A,341,U1417,D,9,9-4,H,4,A,0,96,70.5,71.46,biosiliceous rich,mud [Leg210],,biosiliceous rich mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,scattered black mottles; bioturbation slight to moderate,,,,,,,,,163
341-U1417D-9H-4-A,341,U1417,D,9,9-4,H,4,A,96,108,71.46,71.58,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 5/1 (greenish gray),slight [DB86],1,,,,,,,,,,,,gradational upper boundary; slight color variations,gradational contact,biotubated,,,,,,,164
341-U1417D-9H-4-A,341,U1417,D,9,9-4,H,4,A,108,150,71.58,72,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],5,,,,,,,,,,angular biotite-rich metasiltstone @ 133 cm,,,,,,,,,165
341-U1417D-9H-5-A,341,U1417,D,9,9-5,H,5,A,0,5,72,72.05,,mud [Leg210],with clay [Leg339],mud  with clay ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,,166
341-U1417D-9H-5-A,341,U1417,D,9,9-5,H,5,A,5,15,72.05,72.15,,sand [Leg210],with silt [Leg339],sand  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,fine sand,sharp contact,,,,,,,,167
341-U1417D-9H-5-A,341,U1417,D,9,9-5,H,5,A,15,70,72.15,72.7,,mud [Leg210],,mud ,,,,N 5 (gray),slight [DB86],1,present [A79],2,,,,,,,,,,,,,,,,,,,168
341-U1417D-9H-5-A,341,U1417,D,9,9-5,H,5,A,70,88,72.7,72.88,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,169
341-U1417D-9H-5-A,341,U1417,D,9,9-5,H,5,A,88,97,72.88,72.97,,ash(tuff) [MMK88m],,ash(tuff) ,ash,4,,10YR 5/1 (gray),slight [DB86],1,,,,,,,,,,,,fine sand-sized ash; sharp upper boundary; abgular to subangular grains,sharp contact,,,,,,,,170
341-U1417D-9H-5-A,341,U1417,D,9,9-5,H,5,A,100,150,73,73.5,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,132-140 cm: slightly coarser/probably biosiliceous bearing mud,,,,,,,,,171
341-U1417D-9H-6-A,341,U1417,D,9,9-6,H,6,A,0,75,73.5,74.25,biosiliceous bearing,mud [Leg210],,biosiliceous bearing mud ,,,,5GY 4/1 (dark greenish gray),slight [DB86],1,present [A79],2,,,,,,,,,,dark-grey/black layer @ 26 - 28 cm; dispersed black mottles,,,,,,,,,172
341-U1417D-9H-6-A,341,U1417,D,9,9-6,H,6,A,75,100,74.25,74.5,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),,,present [A79],1,,,,,,,,,,,,,,,,,,,173
341-U1417D-9H-7-A,341,U1417,D,9,9-7,H,7,A,0,62,74.5,75.12,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,174
341-U1417D-10H-1-A,341,U1417,D,10,10-1,H,1,A,0,150,75.5,77,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,"- slight colour banding to greenish, greyish, brownish
- scattered black mottles
- scattered patches of mud (<5 mm)
- ash patches(?) between 120-121",,,,,,,,,175
341-U1417D-10H-2-A,341,U1417,D,10,10-2,H,2,A,0,150,77,78.5,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],18,,,,,,,,,,"- slight colour banding to greenish, greyish, brownish
- scattered black mottles
- scattered patches of mud",,,,,,,,,176
341-U1417D-10H-3-A,341,U1417,D,10,10-3,H,3,A,0,38,78.5,78.88,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],4,,,,,,,,,,"- slight colour banding to greenish, greyish, brownish
- scattered black mottles
- scattered patches of mud
- gradational lower boundary
- 13-17 cm: sub-rounded meta siltstone with quartz veins",gradational contact,,,,,,,,177
341-U1417D-10H-3-A,341,U1417,D,10,10-3,H,3,A,38,56,78.88,79.06,,diatom ooze [Leg339],,diatom ooze ,,,,5Y 4/1 (dark gray),moderate [DB86],2,present [A79],1,,,,,,,,,,,gradational contact,,,,,,,,178
341-U1417D-10H-3-A,341,U1417,D,10,10-3,H,3,A,56,135,79.06,79.85,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],8,,,,,,,,,,"- slight colour banding to greenish, greyish, brownish
- scattered black mottles
- scattered patches of mud
- diatom-rich & occasionally green intervals below 116",gradational contact,,,,,,,,179
341-U1417D-10H-3-A,341,U1417,D,10,10-3,H,3,A,135,149,79.85,79.99,,diatom ooze [Leg339],,diatom ooze ,,,,5Y 4/1 (dark gray),moderate [DB86],2,,,,,,,,,,,,,gradational contact,,,,,,,,180
341-U1417D-10H-3-A,341,U1417,D,10,10-3,H,3,A,149,151,79.99,80.01,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,"- slight colour banding to greenish, greyish, brownish
- scattered black mottles
- scattered patches of mud",,,,,,,,,181
341-U1417D-10H-4-A,341,U1417,D,10,10-4,H,4,A,0,150,80.01,81.51,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],8,,,,,,,,,,"- slight colour banding to greenish, greyish, brownish
- scattered black mottles
- scattered patches of mud",,,,,,,,,182
341-U1417D-10H-5-A,341,U1417,D,10,10-5,H,5,A,0,150,81.51,83.01,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],7,,,,,,,,,,(almost barren) mud with a few silty lenses and scattered black mottles,,,,,,,,,183
341-U1417D-10H-6-A,341,U1417,D,10,10-6,H,6,A,0,9,83.01,83.1,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,few scattered black mottles,,,,,,,,,184
341-U1417D-10H-6-A,341,U1417,D,10,10-6,H,6,A,9,24,83.1,83.25,,diatom ooze [Leg339],,diatom ooze ,,,,N 4 (dark gray),,,,,,,,,,,,,,"slight color variations (green, yellow-brown)",,,,,,,,,185
341-U1417D-10H-6-A,341,U1417,D,10,10-6,H,6,A,24,120,83.25,84.21,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],9,,,,,,,,,,few scattered black mottles,,,,,,,,,186
341-U1417D-10H-7-A,341,U1417,D,10,10-7,H,7,A,0,66,84.21,84.87,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],6,,,,,,,,,,few scattered black mottles,,,,,,,,,187
341-U1417D-10H-CC-A,341,U1417,D,10,10-CC,H,CC,A,0,12,84.87,84.99,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,,188
341-U1417D-10H-CC-A,341,U1417,D,10,10-CC,H,CC,A,12,18,84.99,85.05,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,,,,189
341-U1417D-11H-1-A,341,U1417,D,11,11-1,H,1,A,0,133,85,86.33,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- slight colour banding to greenish, greyish, brownish
- scattered black mottles
- scattered patches of mud and ash(?), e.g. 64.5-66.5
- scattered continuous and discontinuous strata of mud/sand, ash(?) & evtl. diatom-rich mud(?), e.g. 14, 32, 53",sharp contact,,,,,,,,190
341-U1417D-11H-1-A,341,U1417,D,11,11-1,H,1,A,133,136,86.33,86.36,,ash(tuff) [MMK88m],,ash(tuff),ash,4,,2.5Y 5/1 (gray),,,,,,,,,,,,,,very fine sand,sharp contact,irregular,,,,,,,191
341-U1417D-11H-1-A,341,U1417,D,11,11-1,H,1,A,136,150,86.36,86.5,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- slight colour banding to greenish, greyish, brownish
- scattered black mottles
- scattered patches of mud
- scattered continuous and discontinuous strata of mud/sand",,,,,,,,,192
341-U1417D-11H-2-A,341,U1417,D,11,11-2,H,2,A,0,150,86.5,88,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,"- somewhat lighter and greenish between ~80-98
- slight colour banding to greenish, greyish, brownish
- scattered black mottles
- scattered patches of mud and ash, e.g. 66-71
- diatom-bearing interval: 8-9
- silty(?) strata ~40
",,,,,,,,,193
341-U1417D-11H-3-A,341,U1417,D,11,11-3,H,3,A,0,150,88,89.5,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],6,,,,,,,,,,"- slight colour banding to greenish, greyish, brownish
- scattered black mottles
- scattered patches of mud and ash
- greenish, diatom-rich(?) strata ~88
- silt/very fine sand ~92-93",,,,,,,,,194
341-U1417D-11H-4-A,341,U1417,D,11,11-4,H,4,A,0,5,89.5,89.55,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,,,,,,,,,,195
341-U1417D-11H-4-A,341,U1417,D,11,11-4,H,4,A,5,22,89.55,89.72,biosiliceous bearing,mud [Leg210],,biosiliceous bearing mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,color variations from greenish to yellow-brown and grey; black mottled,,,,,,,,,196
341-U1417D-11H-4-A,341,U1417,D,11,11-4,H,4,A,22,27,89.72,89.77,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,,197
341-U1417D-11H-4-A,341,U1417,D,11,11-4,H,4,A,27,76,89.77,90.26,biosiliceous bearing,mud [Leg210],,biosiliceous bearing mud ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,present [A79],4,,,,,,,,,,color variations from greenish to yellow-brown and grey; black mottled,,,,,,,,,198
341-U1417D-11H-4-A,341,U1417,D,11,11-4,H,4,A,76,81,90.26,90.31,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,,199
341-U1417D-11H-4-A,341,U1417,D,11,11-4,H,4,A,81,120,90.31,90.7,biosiliceous bearing,mud [Leg210],,biosiliceous bearing mud ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,present [A79],1,,,,,,,,,,color variations from greenish to yellow-brown and grey; black mottled,,,,,,,,,200
341-U1417D-11H-4-A,341,U1417,D,11,11-4,H,4,A,120,150,90.7,91,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],4,,,,,,,,,,,,,,,,,,,201
341-U1417D-11H-5-A,341,U1417,D,11,11-5,H,5,A,0,10,91,91.1,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,,202
341-U1417D-11H-5-A,341,U1417,D,11,11-5,H,5,A,10,100,91.1,92,volcaniclastic bearing,mud [Leg210],with clay [Leg339],volcaniclastic bearing mud  with clay ,volcaniclastic-bearing,2,,10Y 5/1 (greenish gray),moderate [DB86],2,,,,,,,,,,,,"clayey mud, barren of any biogenic components; vulcanoclastic bearing layer @ 75 cm",,,,,,,,,203
341-U1417D-11H-6-A,341,U1417,D,11,11-6,H,6,A,0,66,92,92.66,,mud [Leg210],with clay [Leg339],mud  with clay ,,,color banding,10Y 5/1 (greenish gray),slight [DB86],1,present [A79],1,,,,,,,,,,clayey mud with black mottles; moderately bioturbated in the upper 25 cm of section; dark-grey layer @ 25.5 cm; color banding in the lower part; clast @ 43-46 cm: well-rounded metasediment (3 cm); silty brownish lense 2 cm,,,,,,,,,204
341-U1417D-11H-CC-A,341,U1417,D,11,11-CC,H,CC,A,0,52,92.67,93.19,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,clayey mud,,,,,,,,,205
341-U1417D-11H-CC-A,341,U1417,D,11,11-CC,H,CC,A,52,57,93.19,93.24,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,,,,206
341-U1417D-12H-1-A,341,U1417,D,12,12-1,H,1,A,0,16,94.5,94.66,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,- patches of brown sand around 12 cm,gradational contact,,,,,,,,207
