Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
341-U1420A-28R-1-#12-A,0,9,255.35,255.44,,,,,,,,,,,present [A79],1,,,,,,,,,,"siltstone, bioturbated
",,,,,,341,U1420,A,28,R,1,A,,,,133
341-U1420A-28R-1-#2-A,0,4,254.55,254.59,,,,,,,,,,,present [A79],1,,,,,,,,,,granite,,,,,,341,U1420,A,28,R,1,A,,,,134
341-U1420A-28R-1-#3-A,0,11,254.59,254.7,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,,341,U1420,A,28,R,1,A,,,,135
341-U1420A-28R-1-#4-A,0,7,254.7,254.77,,,,,,,,,,,present [A79],4,,,,,,,,,,"granite (4x)
",,,,,,341,U1420,A,28,R,1,A,,,,136
341-U1420A-28R-1-#5-A,0,6,254.77,254.83,,,,,,,,,,,present [A79],1,,,,,,,,,,basalt,,,,,,341,U1420,A,28,R,1,A,,,,137
341-U1420A-28R-1-#6-A,0,13,254.83,254.96,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,,341,U1420,A,28,R,1,A,,,,138
341-U1420A-28R-1-#7-A,0,13,254.96,255.09,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,28,R,1,A,,,,139
341-U1420A-28R-1-#8-A,0,7,255.09,255.16,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,28,R,1,A,,,,140
341-U1420A-28R-1-#9-A,0,6,255.16,255.22,,,,,,,,,,,present [A79],1,,,,,,,,,,rhyolite,,,,,,341,U1420,A,28,R,1,A,,,,141
341-U1420A-29R-1-#1-A,0,7,264.2,264.27,,,,,,,,,,,present [A79],1,,,,,,,,,,basalt,,,,,,341,U1420,A,29,R,1,A,,,,142
341-U1420A-29R-1-#2-A,0,6,264.27,264.33,,,,,,,,,,,present [A79],1,,,,,,,,,,metasiltstone,,,,,,341,U1420,A,29,R,1,A,,,,143
341-U1420A-29R-1-#3-A,0,4,264.33,264.37,,,,,,,,,,,present [A79],1,,,,,,,,,,basalt,,,,,,341,U1420,A,29,R,1,A,,,,144
341-U1420A-29R-1-#4-A,0,3,264.37,264.4,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,,341,U1420,A,29,R,1,A,,,,145
341-U1420A-29R-1-#5-A,0,4,264.4,264.44,,,,,,,,,,,present [A79],1,,,,,,,,,,gabbro,,,,,,341,U1420,A,29,R,1,A,,,,146
341-U1420A-29R-1-#6-A,0,3,264.44,264.47,,mud [Leg210],,mud ,,,,N 3 (very dark gray),none [DB86],0,present [A79],2,,,,,,,,,,,,,,,,341,U1420,A,29,R,1,A,,,,147
341-U1420A-29R-1-#7-A,0,4,264.47,264.51,,,,,,,,,,,present [A79],1,,,,,,,,,,metasiltstone,,,,,,341,U1420,A,29,R,1,A,,,,148
341-U1420A-29R-1-#8-A,0,5,264.51,264.56,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1420,A,29,R,1,A,,,,149
341-U1420A-29R-1-#8-A,5,13,264.56,264.64,,mud [Leg210],,mud ,,,,N 3 (very dark gray),none [DB86],0,present [A79],3,,,,,,,,,,,,,,,,341,U1420,A,29,R,1,A,,,,150
341-U1420A-29R-1-#9-A,0,4,264.64,264.68,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,29,R,1,A,,,,151
341-U1420A-30R-1-#1-A,0,34,273.9,274.24,,mud [Leg210],with abundant clasts,mud  with abundant clasts,,,,N 3 (very dark gray),none [DB86],0,present [A79],,,,,,,,,,,"clasts include: granitoid, quartz, sandstone, siltstone, basalt",,,,,,341,U1420,A,30,R,1,A,,,,152
341-U1420A-30R-1-#1-A,34,39,274.24,274.29,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1420,A,30,R,1,A,,,,153
341-U1420A-30R-1-#2-A,0,6,274.29,274.35,,,,,,,,,,,present [A79],4,,,,,,,,,,"2 basalt, 1 granitoid, 1 siltstone",,,,,,341,U1420,A,30,R,1,A,,,,154
341-U1420A-30R-1-#3-A,0,8,274.35,274.43,,,,,,,,,,,present [A79],1,,,,,,,,,,granitoid,,,,,,341,U1420,A,30,R,1,A,,,,155
341-U1420A-31R-1-#1-A,0,5,283.6,283.65,,,,,,,,,,,present [A79],1,,,,,,,,,,gneiss,,,,,,341,U1420,A,31,R,1,A,,,,156
341-U1420A-31R-1-#2-A,0,8,283.65,283.73,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,31,R,1,A,,,,157
341-U1420A-31R-1-#3-A,0,6,283.73,283.79,,,,,,,,,,,present [A79],1,,,,,,,,,,granite,,,,,,341,U1420,A,31,R,1,A,,,,158
341-U1420A-31R-1-#4-A,0,6,283.79,283.85,,,,,,,,,,,present [A79],1,,,,,,,,,,felsic volcanic breccia,,,,,,341,U1420,A,31,R,1,A,,,,159
341-U1420A-31R-1-#5-A,0,8,283.85,283.93,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,31,R,1,A,,,,160
341-U1420A-31R-1-#6-A,0,4,283.93,283.97,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,,341,U1420,A,31,R,1,A,,,,161
341-U1420A-32R-1-#1-A,0,7,293.3,293.37,,,,,,,,,,,present [A79],1,,,,,,,,,,"basalt, altered",,,,,,341,U1420,A,32,R,1,A,,,,162
341-U1420A-33R-1-#1-A,0,8,303,303.08,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,33,R,1,A,,,,163
341-U1420A-33R-1-#2-A,0,4,303.08,303.12,,,,,,,,,,,present [A79],2,,,,,,,,,,one pebble of gabbro and pebble of metasandstone,,,,,,341,U1420,A,33,R,1,A,,,,164
341-U1420A-33R-1-#3-A,0,9,303.12,303.21,,,,,,,,,,,present [A79],1,,,,,,,,,,greenstone,,,,,,341,U1420,A,33,R,1,A,,,,165
341-U1420A-33R-1-#4-A,0,3,303.21,303.24,,,,,,,,,,,present [A79],1,,,,,,,,,,metasandstone,,,,,,341,U1420,A,33,R,1,A,,,,166
341-U1420A-33R-1-#5-A,0,6,303.24,303.3,,,,,,,,,,,present [A79],1,,,,,,,,,,metasandstone,,,,,,341,U1420,A,33,R,1,A,,,,167
341-U1420A-33R-1-#6-A,0,9,303.3,303.39,,,,,,,,,,,present [A79],1,,,,,,,,,,metasandstone,,,,,,341,U1420,A,33,R,1,A,,,,168
341-U1420A-33R-1-#7-A,0,10,303.39,303.49,,,,,,,,,,,present [A79],1,,,,,,,,,,metasandstone,,,,,,341,U1420,A,33,R,1,A,,,,169
341-U1420A-34R-1-#1-A,0,16,312.7,312.86,,,,,,,,,,,,,,,,,,,,,,sandy mud chunks,,,,,,341,U1420,A,34,R,1,A,,,,170
341-U1420A-34R-1-#2-A,0,10,312.86,312.96,,,,,,,,,,,present [A79],4,,,,,,,,,,2 pebbles of chlorite bearing metamorphic rock; 2 metasediment pebbles,,,,,,341,U1420,A,34,R,1,A,,,,171
341-U1420A-34R-1-#3-A,0,10,312.96,313.06,,,,,,,,,,,present [A79],1,,,,,,,,,,metasiltstone,,,,,,341,U1420,A,34,R,1,A,,,,172
341-U1420A-34R-1-#4-A,0,4,313.06,313.1,,,,,,,,,,,present [A79],1,,,,,,,,,,granite,,,,,,341,U1420,A,34,R,1,A,,,,173
341-U1420A-34R-1-#5-A,0,4,313.1,313.14,,,,,,,,,,,present [A79],1,,,,,,,,,,metasiltstone,,,,,,341,U1420,A,34,R,1,A,,,,174
341-U1420A-35R-1-#1-A,0,4,322.4,322.44,,,,,,,,,,,,,,,,,,,,,,sandy mud chunk,,,,,,341,U1420,A,35,R,1,A,,,,175
341-U1420A-35R-1-#10-A,0,7,322.83,322.9,,,,,,,,,,,present [A79],1,,,,,,,,,,metasandstone,,,,,,341,U1420,A,35,R,1,A,,,,176
341-U1420A-35R-1-#2-A,0,4,322.44,322.48,,,,,,,,,,,present [A79],1,,,,,,,,,,metasandstone,,,,,,341,U1420,A,35,R,1,A,,,,177
341-U1420A-35R-1-#3-A,0,6,322.48,322.54,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1420,A,35,R,1,A,,,,178
341-U1420A-35R-1-#4-A,0,3,322.54,322.57,,,,,,,,,,,present [A79],1,,,,,,,,,,greenstone,,,,,,341,U1420,A,35,R,1,A,,,,179
341-U1420A-35R-1-#5-A,0,8,322.57,322.65,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone coated with sandy mud,,,,,,341,U1420,A,35,R,1,A,,,,180
341-U1420A-35R-1-#6-A,0,5,322.65,322.7,,,,,,,,,,,present [A79],1,,,,,,,,,,greenstone,,,,,,341,U1420,A,35,R,1,A,,,,181
341-U1420A-35R-1-#7-A,0,3,322.7,322.73,,,,,,,,,,,present [A79],1,,,,,,,,,,metasandstone,,,,,,341,U1420,A,35,R,1,A,,,,182
341-U1420A-35R-1-#8-A,0,7,322.73,322.8,,,,,,,,,,,present [A79],1,,,,,,,,,,some metasediment,,,,,,341,U1420,A,35,R,1,A,,,,183
341-U1420A-35R-1-#9-A,0,3,322.8,322.83,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,,341,U1420,A,35,R,1,A,,,,184
341-U1420A-36R-1-#1-A,0,6,332.1,332.16,,,,,,,,,,,present [A79],1,,,,,,,,,,metasandstone,,,,,,341,U1420,A,36,R,1,A,,,,185
341-U1420A-36R-1-#10-A,0,7,332.8,332.87,,,,,,,,,,,present [A79],1,,,,,,,,,,gneiss,,,,,,341,U1420,A,36,R,1,A,,,,186
341-U1420A-36R-1-#11-A,0,7,332.87,332.94,,,,,,,,,,,present [A79],1,,,,,,,,,,chert,,,,,,341,U1420,A,36,R,1,A,,,,187
341-U1420A-36R-1-#12-A,0,11,332.94,333.05,,,,,,,,,,,present [A79],1,,,,,,,,,,(meta?) siltstone,,,,,,341,U1420,A,36,R,1,A,,,,188
341-U1420A-36R-1-#13-A,0,5,333,333.05,,,,,,,,,,,present [A79],1,,,,,,,,,,metasiltstone,,,,,,341,U1420,A,36,R,1,A,,,,189
341-U1420A-36R-1-#2-A,0,6,332.16,332.22,,,,,,,,,,,present [A79],1,,,,,,,,,,granite,,,,,,341,U1420,A,36,R,1,A,,,,190
341-U1420A-36R-1-#3-A,0,7,332.22,332.29,,,,,,,,,,,present [A79],1,,,,,,,,,,metasandstone,,,,,,341,U1420,A,36,R,1,A,,,,191
341-U1420A-36R-1-#4-A,0,15,332.29,332.44,,,,,,,,,,,present [A79],1,,,,,,,,,,metasandstone,,,,,,341,U1420,A,36,R,1,A,,,,192
341-U1420A-36R-1-#5-A,0,9,332.44,332.53,,,,,,,,,,,present [A79],1,,,,,,,,,,metasandstone,,,,,,341,U1420,A,36,R,1,A,,,,193
341-U1420A-36R-1-#6-A,0,6,332.53,332.59,,,,,,,,,,,present [A79],1,,,,,,,,,,greenstone?,,,,,,341,U1420,A,36,R,1,A,,,,194
341-U1420A-36R-1-#7-A,0,10,332.59,332.69,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,36,R,1,A,,,,195
341-U1420A-36R-1-#8-A,0,5,332.69,332.74,,,,,,,,,,,present [A79],1,,,,,,,,,,greenstone,,,,,,341,U1420,A,36,R,1,A,,,,196
341-U1420A-36R-1-#9-A,0,6,332.74,332.8,,,,,,,,,,,present [A79],1,,,,,,,,,,rhyolite,,,,,,341,U1420,A,36,R,1,A,,,,197
341-U1420A-37R-1-#1-A,0,10,341.8,341.9,,,,,,,,,,,present [A79],1,,,,,,,,,,chlorite bearing metamorphic rock,,,,,,341,U1420,A,37,R,1,A,,,,198
341-U1420A-37R-1-#2-A,0,5,341.9,341.95,,,,,,,,,,,present [A79],1,,,,,,,,,,rhyolite,,,,,,341,U1420,A,37,R,1,A,,,,199
341-U1420A-37R-1-#3-A,0,11,341.95,342.06,,,,,,,,,,,present [A79],1,,,,,,,,,,granite,,,,,,341,U1420,A,37,R,1,A,,,,200
341-U1420A-38R-1-#1-A,0,6,351.5,351.56,,,,,,,,,,,present [A79],1,,,,,,,,,,granitoid,,,,,,341,U1420,A,38,R,1,A,,,,201
341-U1420A-38R-1-#2-A,0,15,351.56,351.71,sandy,clast-rich diamict [M89m],,sandy clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,,341,U1420,A,38,R,1,A,,,,202
341-U1420A-38R-1-#3-A,0,5,351.71,351.76,,,,,,,,,,,present [A79],1,,,,,,,,,,rhyolite,,,,,,341,U1420,A,38,R,1,A,,,,203
341-U1420A-38R-1-#4-A,0,18,351.76,351.94,sandy,clast-rich diamict [M89m],,sandy clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,,341,U1420,A,38,R,1,A,,,,204
341-U1420A-38R-1-#4-A,18,20,351.94,351.96,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1420,A,38,R,1,A,,,,205
341-U1420A-38R-1-#4-A,20,26,351.96,352.02,sandy,clast-rich diamict [M89m],,sandy clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,,341,U1420,A,38,R,1,A,,,,206
341-U1420A-38R-1-#5-A,0,11,352.02,352.13,,,,,,,,,,,present [A79],4,,,,,,,,,,"1 rhyolite, 1 greenstone, 1 sandstone, 1 metasandstone",,,,,,341,U1420,A,38,R,1,A,,,,207
341-U1420A-38R-1-#6-A,0,7,352.13,352.2,,,,,,,,,,,present [A79],1,,,,,,,,,,rhyolite,,,,,,341,U1420,A,38,R,1,A,,,,208
341-U1420A-38R-1-#7-A,0,5,352.2,352.25,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,,341,U1420,A,38,R,1,A,,,,209
341-U1420A-39R-1-#1-A,0,20,361.2,361.4,,,,,,,,,,,,,,,,,,,,,,muddy diamict chunks,,,,,,341,U1420,A,39,R,1,A,,,,210
341-U1420A-39R-1-#2-A,0,6,361.4,361.46,,,,,,,,,,,present [A79],2,,,,,,,,,,"1 siltstone pebble, 1 greenish volcanic rock pebble",,,,,,341,U1420,A,39,R,1,A,,,,211
341-U1420A-39R-1-#3-A,0,8,361.46,361.54,,,,,,,,,,,present [A79],1,,,,,,,,,,green volcanic rock,,,,,,341,U1420,A,39,R,1,A,,,,212
341-U1420A-39R-1-#4-A,0,6,361.54,361.6,,,,,,,,,,,present [A79],1,,,,,,,,,,metasandstone,,,,,,341,U1420,A,39,R,1,A,,,,213
341-U1420A-39R-1-#5-A,0,7,361.6,361.67,,,,,,,,,,,present [A79],1,,,,,,,,,,greenstone,,,,,,341,U1420,A,39,R,1,A,,,,214
341-U1420A-40R-1-#1-A,0,7,370.9,370.97,,,,,,,,,,,present [A79],1,,,,,,,,,,rhyolite?,,,,,,341,U1420,A,40,R,1,A,,,,215
341-U1420A-40R-1-#2-A,0,9,370.97,371.06,,,,,,,,,,,present [A79],1,,,,,,,,,,greenstone,,,,,,341,U1420,A,40,R,1,A,,,,216
341-U1420A-40R-1-#3-A,0,7,371.06,371.13,,,,,,,,,,,present [A79],1,,,,,,,,,,granite or metasandstone,,,,,,341,U1420,A,40,R,1,A,,,,217
341-U1420A-40R-1-#4-A,0,7,371.13,371.2,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,40,R,1,A,,,,218
341-U1420A-41R-1-#1-A,0,6,380.6,380.66,,,,,,,,,,,present [A79],1,,,,,,,,,,metasandtone,,,,,,341,U1420,A,41,R,1,A,,,,219
341-U1420A-41R-1-#2-A,0,4,380.66,380.7,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,,341,U1420,A,41,R,1,A,,,,220
341-U1420A-41R-1-#3-A,0,3,380.7,380.73,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,41,R,1,A,,,,221
341-U1420A-41R-1-#4-A,0,4,380.73,380.77,,,,,,,,,,,present [A79],1,,,,,,,,,,mudstone,,,,,,341,U1420,A,41,R,1,A,,,,222
341-U1420A-41R-1-#5-A,0,4,380.77,380.81,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,41,R,1,A,,,,223
341-U1420A-41R-1-#6-A,0,3,380.81,380.84,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,41,R,1,A,,,,224
341-U1420A-41R-1-#7-A,0,5,380.84,380.89,,,,,,,,,,,present [A79],1,,,,,,,,,,garnetiferous gneiss,,,,,,341,U1420,A,41,R,1,A,,,,225
341-U1420A-42R-1-#1-A,0,4,390.3,390.34,,,,,,,,,,,present [A79],1,,,,,,,,,,granitoid,,,,,,341,U1420,A,42,R,1,A,,,,226
341-U1420A-42R-1-#2-A,0,4,390.34,390.38,,,,,,,,,,,present [A79],1,,,,,,,,,,granitoid,,,,,,341,U1420,A,42,R,1,A,,,,227
341-U1420A-42R-1-#3-A,0,4,390.38,390.42,,,,,,,,,,,present [A79],1,,,,,,,,,,metasandstone,,,,,,341,U1420,A,42,R,1,A,,,,228
341-U1420A-42R-1-#4-A,0,4,390.42,390.46,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,42,R,1,A,,,,229
341-U1420A-42R-1-#5-A,0,12,390.46,390.58,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,42,R,1,A,,,,230
341-U1420A-42R-1-#6-A,0,5,390.58,390.63,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,,341,U1420,A,42,R,1,A,,,,231
341-U1420A-42R-1-#7-A,0,6,390.63,390.69,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,42,R,1,A,,,,232
341-U1420A-42R-1-#8-A,0,5,390.69,390.74,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,42,R,1,A,,,,233
341-U1420A-42R-1-#9-A,0,5,390.74,390.79,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 3 (very dark gray),none [DB86],0,present [A79],5,,,pebble [W22_2],subangular,,,,,,siltstones,,,,,,341,U1420,A,42,R,1,A,,,,234
341-U1420A-42R-1-#9-A,5,9,390.79,390.83,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1420,A,42,R,1,A,,,,235
341-U1420A-43R-1-#1-A,0,5,400,400.05,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,,341,U1420,A,43,R,1,A,,,,236
341-U1420A-44R-1-#1-A,0,3,409.7,409.73,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,,341,U1420,A,44,R,1,A,,,,237
341-U1420A-44R-1-#2-A,0,3,409.73,409.76,,,,,,,,,,,present [A79],1,,,,,,,,,,granite,,,,,,341,U1420,A,44,R,1,A,,,,238
341-U1420A-44R-1-#3-A,0,3,409.76,409.79,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,44,R,1,A,,,,239
341-U1420A-44R-1-#4-A,0,6,409.79,409.85,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,44,R,1,A,,,,240
341-U1420A-44R-1-#5-A,0,21,409.85,410.06,,mud [Leg210],with common clasts,mud  with common clasts,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,,341,U1420,A,44,R,1,A,,,,241
341-U1420A-44R-1-#5-A,21,25,410.06,410.1,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1420,A,44,R,1,A,,,,242
341-U1420A-44R-1-#6-A,0,4,410.1,410.14,,,,,,,,,,,present [A79],2,,,,,,,,,,"foliated granite, siltstone",,,,,,341,U1420,A,44,R,1,A,,,,243
341-U1420A-44R-1-#7-A,0,4,410.14,410.18,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,44,R,1,A,,,,244
341-U1420A-44R-1-#8-A,0,5,410.18,410.23,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,,341,U1420,A,44,R,1,A,,,,245
341-U1420A-44R-1-#9-A,0,9,410.23,410.32,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,44,R,1,A,,,,246
341-U1420A-45R-1-#1-A,0,5,419.4,419.45,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,45,R,1,A,,,,247
341-U1420A-45R-1-#10-A,0,5,419.84,419.89,,,,,,,,,,,present [A79],1,,,,,,,,,,shist,,,,,,341,U1420,A,45,R,1,A,,,,248
341-U1420A-45R-1-#2-A,0,5,419.45,419.5,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,,341,U1420,A,45,R,1,A,,,,249
341-U1420A-45R-1-#3-A,0,5,419.5,419.55,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,45,R,1,A,,,,250
341-U1420A-45R-1-#4-A,0,10,419.55,419.65,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,45,R,1,A,,,,251
341-U1420A-45R-1-#5-A,0,4,419.65,419.69,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,45,R,1,A,,,,252
341-U1420A-45R-1-#6-A,0,4,419.69,419.73,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone with biotite,,,,,,341,U1420,A,45,R,1,A,,,,253
341-U1420A-45R-1-#7-A,0,4,419.73,419.77,,,,,,,,,,,present [A79],1,,,,,,,,,,rhyolite,,,,,,341,U1420,A,45,R,1,A,,,,254
341-U1420A-45R-1-#8-A,0,3,419.77,419.8,,,,,,,,,,,present [A79],2,,,,,,,,,,biotite mica shist,,,,,,341,U1420,A,45,R,1,A,,,,255
341-U1420A-45R-1-#9-A,0,4,419.8,419.84,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,45,R,1,A,,,,256
341-U1420A-46R-1-#1-A,0,3,429.1,429.13,muddy [Leg339],sand [Leg210],,muddy  sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,,341,U1420,A,46,R,1,A,,,,257
341-U1420A-46R-1-#2-A,0,9,429.13,429.22,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,46,R,1,A,,,,258
341-U1420A-46R-1-#3-A,0,4,429.22,429.26,,,,,,,,,,,present [A79],1,,,,,,,,,,dacite,,,,,,341,U1420,A,46,R,1,A,,,,259
341-U1420A-46R-1-#4-A,0,7,429.26,429.33,,,,,,,,,,,present [A79],1,,,,,,,,,,basalt,,,,,,341,U1420,A,46,R,1,A,,,,260
341-U1420A-47R-1-#1-A,0,4,438.8,438.84,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,,341,U1420,A,47,R,1,A,,,,261
341-U1420A-47R-1-#2-A,0,3,438.84,438.87,,,,,,,,,,,present [A79],3,,,,,,,,,,siltstones,,,,,,341,U1420,A,47,R,1,A,,,,262
341-U1420A-47R-1-#3-A,0,3,438.87,438.9,,,,,,,,,,,present [A79],1,,,,,,,,,,green sandstone,,,,,,341,U1420,A,47,R,1,A,,,,263
341-U1420A-47R-1-#4-A,0,6,438.9,438.96,,,,,,,,,,,present [A79],1,,,,,,,,,,green sandstone,,,,,,341,U1420,A,47,R,1,A,,,,264
341-U1420A-48R-1-A,0,111,448.5,449.61,,clast-poor diamict [M89m],,clast-poor diamict ,,,,N 3 (very dark gray),none [DB86],0,present [A79],,pebble [W22_2],subangular,pebble [W22_2],subrounded,,,shell fragment,,,"clasts include: siltstone, sandstone, quartz, granitoid, basalt;
siltstone and sandstone pebbles; quartz pebble;
shell fragment @ 23cm",,,,,,341,U1420,A,48,R,1,A,,,,265
341-U1420A-48R-2-A,0,53,449.61,450.14,sandy,clast-poor diamict [M89m],,sandy clast-poor diamict ,,,,N 3 (very dark gray),,,,,,,,,,,shell fragment,,,"clast lithologies: vein qtz 3, siltstone 6, basalt 1, argillite 1, arkosic sandstone 1, ",,,,,,341,U1420,A,48,R,2,A,,,,266
341-U1420A-48R-CC-A,0,21,450.14,450.35,sandy,clast-poor diamict [M89m],,sandy clast-poor diamict ,,,,N 3 (very dark gray),,,,,pebble [W22_2],subrounded,pebble [W22_2],subrounded,,,,,,"clasts, 3 pebbles, subrounded: granite 6cm, sandstone 6cm and 4 cm",,,,,,341,U1420,A,48,R,CC,A,,,,267
341-U1420A-48R-CC-A,21,26,450.35,450.4,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1420,A,48,R,CC,A,,,,268
341-U1420A-49R-1-#1-A,0,4,458.2,458.24,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,,341,U1420,A,49,R,1,A,,,,269
341-U1420A-49R-1-#2-A,0,4,458.24,458.28,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,49,R,1,A,,,,270
341-U1420A-49R-1-#3-A,0,5,458.28,458.33,,,,,,,,,,,present [A79],1,,,,,,,,,,vesicular basalt,,,,,,341,U1420,A,49,R,1,A,,,,271
341-U1420A-49R-1-#4-A,0,6,458.33,458.39,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1420,A,49,R,1,A,,,,272
341-U1420A-49R-1-#5-A,0,4,458.39,458.43,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,49,R,1,A,,,,273
341-U1420A-49R-1-#6-A,0,3,458.43,458.46,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,49,R,1,A,,,,274
341-U1420A-49R-1-#7-A,0,4,458.46,458.5,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,49,R,1,A,,,,275
341-U1420A-49R-1-#8-A,0,3,458.5,458.53,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,49,R,1,A,,,,276
341-U1420A-50R-1-A,0,102,467.9,468.92,sandy,clast-poor diamict [M89m],,sandy clast-poor diamict ,,,,N 3 (very dark gray),none [DB86],0,present [A79],,pebble [W22_2],subrounded,pebble [W22_2],subangular,,,,,,"clasts include: siltstone, sandstone, conglomerate, basalt, mudstone, granitoid, quartz",,,,,,341,U1420,A,50,R,1,A,,,,277
341-U1420A-50R-1-A,102,107,468.92,468.97,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1420,A,50,R,1,A,,,,278
341-U1420A-50R-1-A,107,123,468.97,469.13,,,,,,,,,,,present [A79],6,,,pebble [W22_2],subrounded,,,,,,"sandstone, siltstone pebbles (~3cm each)",,,,,,341,U1420,A,50,R,1,A,,,,279
