Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data,
342-U1403A-25X-1-A,342,U1403,A,25,25-1,X,1,A,0.0,150.0,209.7,211.2,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 6/1 (greenish gray),,nodule,manganese,heavy [DB91],5,,Highly disturbed section with manganese nodule at the top (potentially fallen in?),,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-25X-2-A,342,U1403,A,25,25-2,X,2,A,0.0,48.0,211.2,211.68,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 6/1 (greenish gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-25X-2-A,342,U1403,A,25,25-2,X,2,A,48.0,74.0,211.68,211.94,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 6/2 (light brownish gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-25X-2-A,342,U1403,A,25,25-2,X,2,A,74.0,86.0,211.94,212.06,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 6/1 (greenish gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-25X-2-A,342,U1403,A,25,25-2,X,2,A,86.0,150.0,212.06,212.7,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 6/2 (light brownish gray),,,,heavy [DB91],5,,"This interval of this section has striking burrowing features, some of which are offset by small faults (<2 cm offset). There are concentrations of dark flecks with light green halos around. There is also a mixing of colors with some brown (10YR 4/4).",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-25X-3-A,342,U1403,A,25,25-3,X,3,A,0.0,32.0,212.7,213.02,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 6/2 (light brownish gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-25X-3-A,342,U1403,A,25,25-3,X,3,A,32.0,63.0,213.02,213.33,,clay [Leg339],,clay ,10YR 4/4 (dark yellowish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-25X-3-A,342,U1403,A,25,25-3,X,3,A,63.0,95.0,213.33,213.65,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 6/2 (light brownish gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-25X-3-A,342,U1403,A,25,25-3,X,3,A,95.0,150.0,213.65,214.2,,clay [Leg339],,clay ,10YR 4/4 (dark yellowish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-25X-4-A,342,U1403,A,25,25-4,X,4,A,0.0,24.0,214.2,214.44,,clay [Leg339],,clay ,10YR 4/4 (dark yellowish brown),,,,heavy [DB91],5,,Mix of designated Munsell color and darker brown (10 YR 4/4).,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-25X-4-A,342,U1403,A,25,25-4,X,4,A,24.0,81.0,214.44,215.01,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 6/2 (light brownish gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-25X-4-A,342,U1403,A,25,25-4,X,4,A,81.0,130.0,215.01,215.5,,clay [Leg339],,clay ,10YR 4/4 (dark yellowish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-25X-4-A,342,U1403,A,25,25-4,X,4,A,130.0,150.0,215.5,215.7,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 6/2 (light brownish gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-25X-5-A,342,U1403,A,25,25-5,X,5,A,0.0,27.0,215.7,215.97,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 6/2 (light brownish gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-25X-5-A,342,U1403,A,25,25-5,X,5,A,27.0,95.0,215.97,216.65,,clay [Leg339],,clay ,10YR 4/4 (dark yellowish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-25X-5-A,342,U1403,A,25,25-5,X,5,A,95.0,150.0,216.65,217.2,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 6/2 (light brownish gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-25X-6-A,342,U1403,A,25,25-6,X,6,A,0.0,21.0,217.2,217.41,,clay [Leg339],,clay ,10YR 4/4 (dark yellowish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-25X-6-A,342,U1403,A,25,25-6,X,6,A,21.0,51.0,217.41,217.71,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 6/2 (light brownish gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-25X-6-A,342,U1403,A,25,25-6,X,6,A,51.0,65.0,217.71,217.85,,clay [Leg339],,clay ,10YR 4/4 (dark yellowish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-25X-CC-A,342,U1403,A,25,25-CC,X,CC,A,0.0,45.0,217.85,218.35,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 6/2 (light brownish gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-1-A,342,U1403,A,26,26-1,X,1,A,0.0,110.0,214.5,215.6,,clay [Leg339],,clay ,5YR 5/4 (reddish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403A-26X-1-A,342,U1403,A,26,26-1,X,1,A,110.0,150.0,215.6,216.0,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 6/3 (light brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-2-A,342,U1403,A,26,26-2,X,2,A,0.0,48.0,216.0,216.48,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 8/2 (pinkish white),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-2-A,342,U1403,A,26,26-2,X,2,A,48.0,76.0,216.48,216.76,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 6/3 (light brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-2-A,342,U1403,A,26,26-2,X,2,A,76.0,115.0,216.76,217.15,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 8/2 (pinkish white),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil [Leg339]  biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-2-A,342,U1403,A,26,26-2,X,2,A,115.0,150.0,217.15,217.5,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 6/3 (light brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil [Leg339]  biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-3-A,342,U1403,A,26,26-3,X,3,A,0.0,9.0,217.5,217.59,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 6/3 (light brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil [Leg339]  biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-3-A,342,U1403,A,26,26-3,X,3,A,9.0,39.0,217.59,217.89,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 8/2 (pinkish white),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil [Leg339]  biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-3-A,342,U1403,A,26,26-3,X,3,A,39.0,72.0,217.89,218.22,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 6/3 (light brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil [Leg339]  biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-3-A,342,U1403,A,26,26-3,X,3,A,72.0,113.0,218.22,218.63,,nannofossil chalk [Leg339],with foraminifers [Leg339],nannofossil chalk with foraminifers ,5Y 8/1 (white),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil [Leg339]  biogenic ooze ,biogenic ooze   with foraminifers [Leg339],,,,,,,
342-U1403A-26X-3-A,342,U1403,A,26,26-3,X,3,A,113.0,150.0,218.63,219.0,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 8/2 (pinkish white),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil [Leg339]  biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-4-A,342,U1403,A,26,26-4,X,4,A,0.0,16.0,219.0,219.16,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 8/2 (pinkish white),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil [Leg339]  biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-4-A,342,U1403,A,26,26-4,X,4,A,16.0,23.0,219.16,219.23,,nannofossil chalk [Leg339],with foraminifers [Leg339],nannofossil chalk with foraminifers ,5Y 8/1 (white),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil [Leg339]  biogenic ooze ,biogenic ooze   with foraminifers [Leg339],,,,,,,
342-U1403A-26X-4-A,342,U1403,A,26,26-4,X,4,A,23.0,47.0,219.23,219.47,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 8/2 (pinkish white),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-4-A,342,U1403,A,26,26-4,X,4,A,47.0,150.0,219.47,220.5,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 6/3 (light brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with foraminifers ,,,,,,,
342-U1403A-26X-5-A,342,U1403,A,26,26-5,X,5,A,0.0,10.0,220.5,220.6,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 6/3 (light brown),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-5-A,342,U1403,A,26,26-5,X,5,A,10.0,13.0,220.6,220.63,sandy [Leg339],mud [Leg339],,sandy  mud ,5G 2.5/1 (greenish black),,,,moderate [DB91],4,,probable ejecta deposit of related to K/Pg boundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandy   mud ,mud ,,,,,,,
342-U1403A-26X-5-A,342,U1403,A,26,26-5,X,5,A,13.0,26.0,220.63,220.76,,nannofossil chalk [Leg339],,nannofossil chalk ,5Y 8/1 (white),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with foraminifers ,,,,,,,
342-U1403A-26X-5-A,342,U1403,A,26,26-5,X,5,A,26.0,35.0,220.76,220.85,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 6/6 (reddish yellow),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-5-A,342,U1403,A,26,26-5,X,5,A,35.0,91.0,220.85,221.41,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 6/3 (light brown),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-5-A,342,U1403,A,26,26-5,X,5,A,71.0,138.0,221.21,221.88,,,,,,layering,,,moderate [DB91],4,,"discontinuous mm-scale horizontal laminae, partially disrupted by burrowing; burrowing is largely along bedding planes with few vertical to sub-vertical burrows.",,,,,,,,,,,,,,,,,thin lamina [B01],,,,,,,,,,,,,,,,,,,
342-U1403A-26X-5-A,342,U1403,A,26,26-5,X,5,A,91.0,112.0,221.41,221.62,,nannofossil chalk [Leg339],,nannofossil chalk ,2.5Y 3/1 (very dark gray),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-5-A,342,U1403,A,26,26-5,X,5,A,112.0,120.0,221.62,221.7,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 6/3 (light brown),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-5-A,342,U1403,A,26,26-5,X,5,A,120.0,150.0,221.7,222.0,,nannofossil chalk [Leg339],,nannofossil chalk ,2.5Y 5/2 (grayish brown),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-5-A,342,U1403,A,26,26-5,X,5,A,138.0,150.0,221.88,222.0,,,,,,,,,moderate [DB91],4,contorted strata [BJ80],"this interval is burrowed but also has some deformed strata, including an obvious micro-fault",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1403A-26X-6-A,342,U1403,A,26,26-6,X,6,A,0.0,12.0,222.0,222.12,,nannofossil chalk [Leg339],,nannofossil chalk ,2.5Y 5/2 (grayish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-6-A,342,U1403,A,26,26-6,X,6,A,12.0,112.0,222.12,223.12,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 8/1 (white),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-6-A,342,U1403,A,26,26-6,X,6,A,112.0,126.0,223.12,223.26,,nannofossil chalk [Leg339],,nannofossil chalk ,5Y 8/1 (white),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-7-A,342,U1403,A,26,26-7,X,7,A,0.0,18.0,223.26,223.44,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 8/1 (white),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-7-A,342,U1403,A,26,26-7,X,7,A,18.0,22.0,223.44,223.48,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 6/3 (light brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-26X-7-A,342,U1403,A,26,26-7,X,7,A,22.0,66.0,223.48,223.92,,nannofossil chalk [Leg339],with foraminifers [Leg339],nannofossil chalk with foraminifers ,5Y 8/1 (white),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with foraminifers ,,,,,,,
342-U1403A-26X-CC-A,342,U1403,A,26,26-CC,X,CC,A,0.0,23.0,223.92,224.21,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 7/2 (pinkish gray),,,,heavy [DB91],5,,"Two colors (2.5Y 7/3 and 10YR 6/3). 
Clay with moderate to heavy burrowing. 
Subtle irregular color bundling",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze ,,,,,,,
342-U1403A-27X-1-A,342,U1403,A,27,27-1,X,1,A,0.0,150.0,224.2,225.7,,nannofossil chalk [Leg339],,nannofossil chalk ,2.5Y 7/3 (pale yellow),,,,moderate [DB91],4,,"Two colors (2.5Y 7/3 and 10YR 6/3). 
Clay with moderate to heavy burrowing. 
Subtle irregular color bundling",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   calcareous chalk ,calcareous chalk ,,,,,,,
342-U1403A-27X-2-A,342,U1403,A,27,27-2,X,2,A,0.0,150.0,225.7,227.2,,nannofossil chalk [Leg339],,nannofossil chalk ,2.5Y 7/3 (pale yellow),,,,moderate [DB91],4,,"Two colors (2.5Y 7/3 and 10YR 6/3). 
Clay with moderate to heavy burrowing. 
Subtle irregular color bundling",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   calcareous chalk ,calcareous chalk ,,,,,,,
342-U1403A-27X-3-A,342,U1403,A,27,27-3,X,3,A,0.0,150.0,227.2,228.7,,nannofossil chalk [Leg339],,nannofossil chalk ,2.5Y 7/3 (pale yellow),,,,moderate [DB91],4,,"Two colors (2.5Y 7/3 and 10YR 6/3). 
Clay with moderate to heavy burrowing. 
Subtle irregular color bundling",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   calcareous chalk ,calcareous chalk ,,,,,,,
342-U1403A-27X-4-A,342,U1403,A,27,27-4,X,4,A,0.0,150.0,228.7,230.2,,nannofossil chalk [Leg339],,nannofossil chalk ,2.5Y 7/3 (pale yellow),,,,moderate [DB91],4,,"Two colors (2.5Y 7/3 and 10YR 6/3). 
Clay with moderate to heavy burrowing. 
Subtle irregular color bundling",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   calcareous chalk ,calcareous chalk ,,,,,,,
342-U1403A-27X-5-A,342,U1403,A,27,27-5,X,5,A,0.0,140.0,230.2,231.7,,nannofossil chalk [Leg339],,nannofossil chalk ,2.5Y 7/3 (pale yellow),,,,moderate [DB91],4,,"Two colors (2.5Y 7/3 and 10YR 6/3). 
Clay with moderate burrowing with few flecks of Mn?
regular color bundling",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   calcareous chalk ,calcareous chalk ,,,,,,,
342-U1403A-27X-6-A,342,U1403,A,27,27-6,X,6,A,0.0,139.0,231.7,233.09,,nannofossil chalk [Leg339],,nannofossil chalk ,2.5Y 7/3 (pale yellow),,,,moderate [DB91],4,,"Two colors (2.5Y 7/3 and 10YR 6/3). 
Clay with moderate burrowing with few flecks of Mn?
regular color bundling",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   calcareous chalk ,calcareous chalk ,,,,,,,
342-U1403A-27X-CC-A,342,U1403,A,27,27-CC,X,CC,A,0.0,9.0,233.1,233.24,,nannofossil chalk [Leg339],,nannofossil chalk ,2.5Y 7/3 (pale yellow),,,,moderate [DB91],4,,"Two colors (2.5Y 7/3 and 10YR 6/3). 
Clay with moderate burrowing with few flecks of Mn? 
regular color bundling",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   calcareous chalk ,calcareous chalk ,,,,,,,
342-U1403A-28X-1-A,342,U1403,A,28,28-1,X,1,A,0.0,28.0,233.9,234.18,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 8/2 (very pale brown),,,,moderate [DB91],4,,"from 14 to 18 cm: a nodular manganese?
",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   calcareous chalk ,calcareous chalk   with clay ,,,,,,,
342-U1403A-28X-1-A,342,U1403,A,28,28-1,X,1,A,28.0,150.0,234.18,235.4,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 8/2 (very pale brown),,,,moderate [DB91],4,,"homogeneous unit with a unique color 10YR 8/2, extremely disturbed",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   calcareous chalk ,calcareous chalk   with clay ,,,,,,,
342-U1403A-28X-2-A,342,U1403,A,28,28-2,X,2,A,0.0,115.0,235.4,236.55,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 8/2 (very pale brown),,,,moderate [DB91],4,,a secondary color of 10YR 4/1 alternates with the main 10YR 8/2 one,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   calcareous chalk ,calcareous chalk   with clay ,,,,,,,
342-U1403A-28X-2-A,342,U1403,A,28,28-2,X,2,A,115.0,150.0,236.55,236.9,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 8/2 (very pale brown),,,,moderate [DB91],4,,dark layers within the main unit of 10YR 8/2 color: alternations of dark-light bundles,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   calcareous chalk ,calcareous chalk   with clay ,,,,,,,
342-U1403A-28X-3-A,342,U1403,A,28,28-3,X,3,A,0.0,150.0,236.9,238.4,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 8/2 (very pale brown),,,,moderate [DB91],4,,dark layers within the main unit of 10YR 8/2 color: alternations of dark-light bundles,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   calcareous chalk ,calcareous chalk   with clay ,,,,,,,
342-U1403A-28X-4-A,342,U1403,A,28,28-4,X,4,A,0.0,150.0,238.4,239.9,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 8/2 (very pale brown),,,,moderate [DB91],4,,dark layers within the main unit of 10YR 8/2 color: alternations of dark-light bundles,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   calcareous chalk ,calcareous chalk   with clay ,,,,,,,
342-U1403A-28X-5-A,342,U1403,A,28,28-5,X,5,A,0.0,140.0,239.9,241.3,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 8/2 (very pale brown),,,,moderate [DB91],4,,dark layers within the main unit of 10YR 8/2 color: alternations of dark-light bundles,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   calcareous chalk ,calcareous chalk   with clay ,,,,,,,
342-U1403A-28X-6-A,342,U1403,A,28,28-6,X,6,A,0.0,61.0,241.4,242.01,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 8/2 (very pale brown),,,,moderate [DB91],4,,dark layers within the main unit of 10YR 8/2 color: alternations of dark-light bundles,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   calcareous chalk ,calcareous chalk   with clay ,,,,,,,
342-U1403A-28X-CC-A,342,U1403,A,28,28-CC,X,CC,A,0.0,24.0,242.01,242.3,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 8/2 (very pale brown),,,,moderate [DB91],4,,dark layers within the main unit of 10YR 8/2 color: alternations of dark-light bundles,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   calcareous chalk ,calcareous chalk   with clay ,,,,,,,
