Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Layer or bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name
371-U1509A-15R-4-A,50.0,75.0,130.4,130.65,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,radiolarians,sponge spicules,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,"Abundant darker brownish burrows, and diagenetic halos",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,,371,U1509,A,15,R,4,A,,,
371-U1509A-15R-4-A,75.0,93.0,130.65,130.83,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,radiolarians,sponge spicules,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,Slump deformation,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,,371,U1509,A,15,R,4,A,,,
371-U1509A-15R-4-A,93.0,150.0,130.83,131.4,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,radiolarians,sponge spicules,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,"Abundant darker brownish burrows, and diagenetic halos",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,,371,U1509,A,15,R,4,A,,,
371-U1509A-15R-5-A,0.0,150.0,131.4,132.9,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,radiolarians,sponge spicules,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,"Abundant darker brownish burrows, and diagenetic halos",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,,371,U1509,A,15,R,5,A,,,
371-U1509A-15R-6-A,0.0,113.0,132.9,134.03,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,radiolarians,sponge spicules,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,"Abundant darker brownish burrows, and diagenetic halos",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,,371,U1509,A,15,R,6,A,,,
371-U1509A-15R-6-A,113.0,150.0,134.03,134.4,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,radiolarians,sponge spicules,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,Slump deformation,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,,371,U1509,A,15,R,6,A,,,
371-U1509A-15R-7-A,0.0,13.0,134.4,134.53,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,radiolarians,sponge spicules,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,Slump deformation,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,,371,U1509,A,15,R,7,A,,,
371-U1509A-15R-7-A,13.0,72.0,134.53,135.12,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,radiolarians,sponge spicules,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,"Abundant darker brownish burrows, and diagenetic halos",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,,371,U1509,A,15,R,7,A,,,
371-U1509A-16R-1-A,0.0,9.0,135.0,135.09,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,,,GLEY 1 8/N (white gray),,parallel lamination,,,,silt [W22_1],2,,,sparse [B06],1,,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,,371,U1509,A,16,R,1,A,,,
371-U1509A-16R-1-A,9.0,20.0,135.09,135.2,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,,,GLEY 1 8/N (white gray),bed,,,convolute,,silt [W22_1],2,,,sparse [B06],1,Slump,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,,371,U1509,A,16,R,1,A,,,
371-U1509A-16R-1-A,20.0,35.0,135.2,135.35,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,,,GLEY 1 8/N (white gray),,parallel lamination,,,,silt [W22_1],2,,,sparse [B06],1,,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,,371,U1509,A,16,R,1,A,,,
371-U1509A-16R-1-A,35.0,57.0,135.35,135.57,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,,,GLEY 1 8/N (white gray),bed,,,convolute,,silt [W22_1],2,,,sparse [B06],1,Slump,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,,371,U1509,A,16,R,1,A,,,
371-U1509A-16R-1-A,57.0,114.0,135.57,136.14,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,,,GLEY 1 8/N (white gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,,371,U1509,A,16,R,1,A,,,
371-U1509A-16R-1-A,114.0,122.0,136.14,136.22,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,,,GLEY 1 8/N (white gray),,parallel lamination,,,,silt [W22_1],2,,,sparse [B06],1,,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,,371,U1509,A,16,R,1,A,,,
371-U1509A-16R-1-A,122.0,143.0,136.22,136.43,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,,,GLEY 1 8/N (white gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,,371,U1509,A,16,R,1,A,,,
371-U1509A-16R-1-A,143.0,150.0,136.43,136.5,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,,,GLEY 1 8/N (white gray),,parallel lamination,,,,silt [W22_1],2,,,sparse [B06],1,Very thin bed base of coarse grained material,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,,371,U1509,A,16,R,1,A,,,
371-U1509A-16R-2-A,0.0,16.0,136.5,136.66,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,,,GLEY 1 8/N (white gray),bed,,,convolute,,fine sand [W22_2],4,,,sparse [B06],1,Slump/debrite,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,,371,U1509,A,16,R,2,A,,,
371-U1509A-16R-2-A,16.0,40.0,136.66,136.9,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,,,GLEY 1 8/N (white gray),,parallel lamination,,,,silt [W22_1],2,,,sparse [B06],1,,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,,371,U1509,A,16,R,2,A,,,
371-U1509A-16R-2-A,40.0,47.0,136.9,136.97,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,,,GLEY 1 8/N (white gray),bed,,,convolute,,fine sand [W22_2],4,,,sparse [B06],1,,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,,371,U1509,A,16,R,2,A,,,
371-U1509A-16R-2-A,47.0,137.0,136.97,137.87,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,,,GLEY 1 8/N (white gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Progressive decrease in bioturbation intensity downcore. Prominent Zoophycos burrows,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,,371,U1509,A,16,R,2,A,,,
371-U1509A-16R-2-A,137.0,150.0,137.87,138.0,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,sparse [B06],1,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1509,A,16,R,2,A,,,
371-U1509A-16R-3-A,0.0,108.0,138.0,139.08,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,sparse [B06],1,A sparsely bioturbated interval of fractured to strongly disrupted (brecciated) foraminiferal nanno chalk. Deformation is highlighted by discontinuous green laminations,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1509,A,16,R,3,A,,,
371-U1509A-16R-3-A,108.0,128.0,139.08,139.28,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,,,GLEY 1 8/N (white gray),bed,parallel lamination,,convolute,,silt [W22_1],2,,,sparse [B06],1,,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,,371,U1509,A,16,R,3,A,,,
371-U1509A-16R-3-A,128.0,150.0,139.28,139.5,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,sparse [B06],1,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1509,A,16,R,3,A,,,
371-U1509A-16R-4-A,0.0,150.0,139.5,141.0,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,sparse [B06],1,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1509,A,16,R,4,A,,,
371-U1509A-16R-5-A,0.0,140.0,141.0,142.4,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,sparse [B06],1,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1509,A,16,R,5,A,,,
371-U1509A-16R-6-A,0.0,141.0,142.5,143.91,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,sparse [B06],1,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1509,A,16,R,6,A,,,
371-U1509A-17R-1-A,0.0,150.0,144.6,146.1,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,sparse [B06],1,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1509,A,17,R,1,A,,,
371-U1509A-17R-2-A,0.0,150.0,146.1,147.6,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1509,A,17,R,2,A,,,
371-U1509A-17R-3-A,0.0,90.0,147.6,148.5,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1509,A,17,R,3,A,,,
371-U1509A-17R-4-A,0.0,77.0,148.5,149.27,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1509,A,17,R,4,A,,,
371-U1509A-18R-1-A,0.0,150.0,154.1,155.6,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],with biosilica [2014],foraminiferal nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,Tilted pale green laminae occur throughout the section.,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,18,R,1,A,,,
371-U1509A-18R-2-A,0.0,150.0,155.6,157.1,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],with biosilica [2014],foraminiferal nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,Tilted pale green laminae occur throughout the section.,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,18,R,2,A,,,
371-U1509A-18R-3-A,0.0,150.0,157.1,158.6,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],with biosilica [2014],foraminiferal nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,Tilted pale green laminae occur throughout the section.,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,18,R,3,A,,,
371-U1509A-18R-4-A,0.0,150.0,158.6,160.1,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],with biosilica [2014],foraminiferal nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,Tilted pale green laminae occur throughout the section.,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,18,R,4,A,,,
371-U1509A-18R-5-A,0.0,121.0,160.1,161.31,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],with biosilica [2014],foraminiferal nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,Tilted pale green laminae occur throughout the section.,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,18,R,5,A,,,
371-U1509A-18R-6-A,0.0,83.0,161.41,162.24,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],with biosilica [2014],foraminiferal nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,Tilted pale green laminae occur throughout the section.,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,18,R,6,A,,,
371-U1509A-19R-1-A,0.0,150.0,163.8,165.3,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],with biosilica [2014],foraminiferal nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,Tilted pale green laminae occur throughout the section. Rare pyrite blebs also occur. Note that the lower part of the section 85-150 cm is severely disturbed.,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,19,R,1,A,,,
371-U1509A-19R-2-A,0.0,124.0,165.3,166.54,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],with biosilica [2014],foraminiferal nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,Tilted pale green laminae occur throughout the section. Rare pyrite blebs also occur. Note that the lower part of the section 76-124 cm is severely fractured and disturbed.,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,19,R,2,A,,,
371-U1509A-19R-CC-A,0.0,11.0,166.54,166.65,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],with biosilica [2014],foraminiferal nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,Tilted pale green laminae occur throughout the section. Rare pyrite blebs also occur. Note that the core catcher is highly fractured.,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,19,R,CC,A,,,
371-U1509A-20R-1-A,0.0,85.0,173.4,174.25,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,Tilted (~14 degrees) pale green laminae occur throughout the section. Rare pyrite blebs occur.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1509,A,20,R,1,A,,,
371-U1509A-20R-1-A,85.0,149.0,174.25,174.89,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,N 8.5 (white),,,,,,silt [W22_1],2,,,slight [B06],2,Pale green laminae are not present. Pyrite also becomes scarce.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1509,A,20,R,1,A,,,
371-U1509A-20R-2-A,0.0,28.0,174.89,175.17,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,N 8.5 (white),,,,,,silt [W22_1],2,,,slight [B06],2,Pale green laminae are not present. Pyrite also becomes scarce.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1509,A,20,R,2,A,,,
371-U1509A-20R-2-A,28.0,55.0,175.17,175.44,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,N 8.5 (white),,,,,,silt [W22_1],2,,,slight [B06],2,Pale green laminae are present.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1509,A,20,R,2,A,,,
371-U1509A-20R-2-A,55.0,95.0,175.44,175.84,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,N 8.5 (white),,,,,,silt [W22_1],2,,,slight [B06],2,no pale green laminae,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1509,A,20,R,2,A,,,
371-U1509A-20R-2-A,95.0,125.0,175.84,176.14,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,N 8.5 (white),,,,,,silt [W22_1],2,,,slight [B06],2,Pale green laminae are present.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1509,A,20,R,2,A,,,
371-U1509A-20R-3-A,0.0,131.0,176.14,177.45,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,N 8.5 (white),,,,,,silt [W22_1],2,,,slight [B06],2,No pale green laminae are present.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1509,A,20,R,3,A,,,
371-U1509A-20R-4-A,0.0,82.0,177.55,178.37,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,N 8.5 (white),,,,,,silt [W22_1],2,,,slight [B06],2,No pale green laminae are present.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1509,A,20,R,4,A,,,
371-U1509A-20R-CC-A,0.0,8.0,178.37,178.45,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,N 8.5 (white),,,,,,silt [W22_1],2,,,slight [B06],2,No pale green laminae are present.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1509,A,20,R,CC,A,,,
371-U1509A-21R-1-A,0.0,66.0,183.0,183.66,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,n 8.5 (white),,,,,,silt [W22_1],2,,,slight [B06],2,,sharp inclined boundary or contact,sharp,sharp,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1509,A,21,R,1,A,,,
371-U1509A-21R-1-A,66.0,74.0,183.66,183.74,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],with clay [2014],foraminiferal nannofossil chalk with clay,,,GLEY 1 8/n (white gray),,,,,,silt [W22_1],2,,,absent,0,,sharp inclined boundary or contact,sharp,sharp,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk with clay,,,,371,U1509,A,21,R,1,A,,,
371-U1509A-21R-1-A,74.0,150.0,183.74,184.5,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1509,A,21,R,1,A,,,
371-U1509A-21R-2-A,0.0,85.0,184.5,185.35,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1509,A,21,R,2,A,,,
371-U1509A-21R-3-A,0.0,61.0,185.35,185.96,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,,gradational boundary or contact,,diffuse,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1509,A,21,R,3,A,,,
371-U1509A-21R-3-A,61.0,70.0,185.96,186.05,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],with clay [2014],foraminiferal nannofossil chalk with clay,,,gley 1 7/n (light gray),,,,,,silt [W22_1],2,,,slight [B06],2,,sharp boundary or contact,,sharp,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk with clay,,,,371,U1509,A,21,R,3,A,,,
371-U1509A-21R-3-A,70.0,84.0,186.05,186.19,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,n 8.5 (white),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1509,A,21,R,3,A,,,
371-U1509A-21R-CC-A,0.0,14.0,186.19,186.33,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,n 8.5 (white),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1509,A,21,R,CC,A,,,
371-U1509A-22R-1-A,0.0,151.0,192.6,194.11,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,22,R,1,A,,,
371-U1509A-22R-2-A,0.0,150.0,194.11,195.61,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,"Abundant Zoophycos burrows, green laminae and pyrite bleds",,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,22,R,2,A,,,
371-U1509A-22R-3-A,0.0,70.0,195.61,196.31,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,22,R,3,A,,,
371-U1509A-22R-CC-A,0.0,12.0,196.31,196.43,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,22,R,CC,A,,,
371-U1509A-23R-1-A,0.0,150.0,202.1,203.6,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding at 22-36 cm between greenish gray and gray laminae. Similar banding between 73-84cm,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,23,R,1,A,,,
371-U1509A-23R-2-A,0.0,151.0,203.6,205.11,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding at 31-40 cm between greenish gray and gray laminae.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,23,R,2,A,,,
371-U1509A-24R-1-A,0.0,138.0,206.7,208.08,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Pyrite blebs and halos are present.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,24,R,1,A,,,
371-U1509A-24R-2-A,0.0,150.0,208.08,209.58,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Pyrite blebs and halos are present. Color banding at 45-61cm and 75-91 cm greenish gray and gray laminae.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,24,R,2,A,,,
371-U1509A-24R-3-A,0.0,122.0,209.58,210.8,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Pyrite blebs and halos are present. Pale green laminae occur sparsely.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,24,R,3,A,,,
371-U1509A-25R-1-A,0.0,135.0,211.7,213.05,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Pyrite blebs and halos are present. Pale green laminae rare present sparsely.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,25,R,1,A,,,
371-U1509A-25R-2-A,0.0,76.0,213.15,213.91,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Pyrite blebs and halos are present. Pale green laminae occur rarely in this section.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,25,R,2,A,,,
371-U1509A-26R-1-A,0.0,38.0,221.3,221.68,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Pyrite blebs and halos are present. Greenish gray to gray colored laminae are observed throughout.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,26,R,1,A,,,
