Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Layer or bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name
371-U1509A-64R-6-A,47.0,114.0,592.38,593.05,,,,,,claystone [USGS],with silt [2014],claystone with silt,,,GLEY 1 4/N (dark gray),,parallel lamination,,,,clay [W22_1],1,,,sparse [B06],1,Bioturbation decreases with lower diversity observed. Very dark grey (GLEY 1 3/N) to dark grey (GLEY 1 4/N) laminations occur throughout. Apparent tilt ranges from 5 to a maximum of 15 degrees.,,,,,,,,,,claystone,claystone with silt,,,,371,U1509,A,64,R,6,A,,,
371-U1509A-64R-7-A,0.0,73.0,593.05,593.78,,,,,,claystone [USGS],with silt [2014],claystone with silt,,,GLEY 1 4/N (dark gray),,parallel lamination,,,,clay [W22_1],1,nodule,,sparse [B06],1,Siliceous nodule between 28-33cm,,,,,,,,,,claystone,claystone with silt,,,,371,U1509,A,64,R,7,A,,,
371-U1509A-65R-1-A,0.0,150.0,594.9,596.4,,,,,,claystone [USGS],with silt [2014],claystone with silt,,,GLEY 1 4/N (dark gray),,parallel lamination,,,,clay [W22_1],1,,,sparse [B06],1,Very dark grey (GLEY 1 3/N) to dark grey (GLEY 1 4/N) laminations occur throughout. Apparent tilt is up to 25 degrees.,,,,,,,,,,claystone,claystone with silt,,,,371,U1509,A,65,R,1,A,,,
371-U1509A-65R-2-A,0.0,150.0,596.4,597.9,,,,,,claystone [USGS],with silt [2014],claystone with silt,,,GLEY 1 4/N (dark gray),,parallel lamination,,,,clay [W22_1],1,,,sparse [B06],1,Very dark grey (GLEY 1 3/N) to dark grey (GLEY 1 4/N) laminations occur throughout. Apparent tilt is up to 25 degrees.,,,,,,,,,,claystone,claystone with silt,,,,371,U1509,A,65,R,2,A,,,
371-U1509A-65R-3-A,0.0,150.0,597.9,599.4,,,,,,claystone [USGS],with silt [2014],claystone with silt,,,GLEY 1 4/N (dark gray),,parallel lamination,,,,clay [W22_1],1,,,sparse [B06],1,Very dark grey (GLEY 1 3/N) to dark grey (GLEY 1 4/N) laminations occur throughout. Apparent tilt is up to 25 degrees.,,,,,,,,,,claystone,claystone with silt,,,,371,U1509,A,65,R,3,A,,,
371-U1509A-65R-4-A,0.0,150.0,599.4,600.9,,,,,,claystone [USGS],with silt [2014],claystone with silt,,,GLEY 1 4/N (dark gray),,parallel lamination,,,,clay [W22_1],1,,,sparse [B06],1,Very dark grey (GLEY 1 3/N) to dark grey (GLEY 1 4/N) laminations occur throughout. Apparent tilt is up to 25 degrees.,,,,,,,,,,claystone,claystone with silt,,,,371,U1509,A,65,R,4,A,,,
371-U1509A-65R-5-A,0.0,151.0,600.9,602.41,,,,,,claystone [USGS],with silt [2014],claystone with silt,,,GLEY 1 4/N (dark gray),,parallel lamination,,,,clay [W22_1],1,,,sparse [B06],1,Very dark grey (GLEY 1 3/N) to dark grey (GLEY 1 4/N) laminations become increasingly muted as the overall color darkens to a very dark gray (GLEY 1 3/N). Apparent tilt is up to 25 degrees.,,,,,,,,,,claystone,claystone with silt,,,,371,U1509,A,65,R,5,A,,,
371-U1509A-65R-6-A,0.0,150.0,602.41,603.91,,,,,,claystone [USGS],with silt [2014],claystone with silt,,,GLEY 1 3/N (very dark gray),,parallel lamination,,,,clay [W22_1],1,,,sparse [B06],1,Very dark grey (GLEY 1 3/N) to dark grey (GLEY 1 4/N) laminations become increasingly muted as the overall color darkens to a very dark gray (GLEY 1 3/N). Apparent tilt increases to 35 degrees.,,,,,,,,,,claystone,claystone with silt,,,,371,U1509,A,65,R,6,A,,,
371-U1509A-65R-7-A,0.0,67.0,603.91,604.58,,,,,,claystone [USGS],with silt [2014],claystone with silt,,,GLEY 1 3/N (very dark gray),,parallel lamination,,,,clay [W22_1],1,,,sparse [B06],1,Very dark gray (GLEY 1 3/N) claystone with laminations Apparent tilt is 35 degrees.,,,,,,,,,,claystone,claystone with silt,,,,371,U1509,A,65,R,7,A,,,
371-U1509A-65R-CC-A,0.0,15.0,604.58,604.73,,,,,,claystone [USGS],with silt [2014],claystone with silt,,,GLEY 1 3/N (very dark gray),,parallel lamination,,,,clay [W22_1],1,,,sparse [B06],1,Very dark gray (GLEY 1 3/N) claystone with laminations Apparent tilt is 35 degrees.,,,,,,,,,,claystone,claystone with silt,,,,371,U1509,A,65,R,CC,A,,,
371-U1509A-66R-1-A,0.0,136.0,604.5,605.86,,,,,,claystone [USGS],with silt [2014],claystone with silt,,,GLEY 1 3/N (very dark gray),,parallel lamination,,,,clay [W22_1],1,,,sparse [B06],1,Very dark gray (GLEY 1 3/N) claystone with very faint laminations.,,,,,,,,,,claystone,claystone with silt,,,,371,U1509,A,66,R,1,A,,,
371-U1509A-66R-2-A,0.0,144.0,605.95,607.39,,,,,,claystone [USGS],with silt [2014],claystone with silt,,,GLEY 1 3/N (very dark gray),,,,,,clay [W22_1],1,,,sparse [B06],1,Rare scattered agglutinated foraminifers and other undifferientiated white specks (fish teeth?).,,,,,,,,,,claystone,claystone with silt,,,,371,U1509,A,66,R,2,A,,,
371-U1509A-66R-3-A,0.0,92.0,607.39,608.31,,,,,,claystone [USGS],with silt [2014],claystone with silt,,,GLEY 1 3/N (very dark gray),,,,,,clay [W22_1],1,,,sparse [B06],1,Rare scattered agglutinated foraminifers.,,,,,,,,,,claystone,claystone with silt,,,,371,U1509,A,66,R,3,A,,,
371-U1509A-66R-4-A,0.0,68.0,608.31,608.99,,,,,,claystone [USGS],with silt [2014],claystone with silt,,,GLEY 1 3/N (very dark gray),,,,,,clay [W22_1],1,,,sparse [B06],1,Rare scattered agglutinated foraminifers.,,,,,,,,,,claystone,claystone with silt,,,,371,U1509,A,66,R,4,A,,,
371-U1509A-66R-CC-A,0.0,33.0,608.99,609.32,,,,,,claystone [USGS],with silt [2014],claystone with silt,,,GLEY 1 3/N (very dark gray),,,,,,clay [W22_1],1,,,sparse [B06],1,Rare scattered agglutinated foraminifers.,,,,,,,,,,claystone,claystone with silt,,,,371,U1509,A,66,R,CC,A,,,
371-U1509A-67R-1-A,0.0,10.0,614.1,614.2,,,,,,claystone [USGS],,claystone,,,GLEY 1 3/N (very dark gray),,,,,,clay [W22_1],1,,,sparse [B06],1,Likely to be contamination from above core,,,,,,,,,,claystone,claystone,,,,371,U1509,A,67,R,1,A,,,
371-U1509A-67R-1-A,10.0,129.0,614.2,615.39,,,,,,claystone [USGS],,claystone,,,10YR 3/2 (very dark grayish brown),,,,,,clay [W22_1],1,,,sparse [B06],1,Massive sparsely bioturbated very dark gray carbonaceous claystone.,,,,,,,,,,claystone,claystone,,,,371,U1509,A,67,R,1,A,,,
371-U1509A-67R-2-A,0.0,105.0,615.5,616.55,,,,,,claystone [USGS],,claystone,,,10YR 3/2 (very dark grayish brown),,,,,,clay [W22_1],1,,,sparse [B06],1,Massive sparsely bioturbated very dark gray carbonaceous claystone.,,,,,,,,,,claystone,claystone,,,,371,U1509,A,67,R,2,A,,,
371-U1509A-67R-3-A,0.0,98.0,616.55,617.53,,,,,,claystone [USGS],,claystone,,,10YR 3/2 (very dark grayish brown),,,,,,clay [W22_1],1,,,sparse [B06],1,Massive sparsely bioturbated very dark gray carbonaceous claystone.,,,,,,,,,,claystone,claystone,,,,371,U1509,A,67,R,3,A,,,
371-U1509A-68R-1-A,0.0,134.0,623.7,625.04,,,,,,claystone [USGS],,claystone,,,10YR 3/2 (very dark grayish brown),,,,,,clay [W22_1],1,,,sparse [B06],1,"Massive to sparsely bioturbated very dark gray carbonaceous claystone. White specks are scattered throughout the section, which may be small fish teeth and or benthic foraminifers.",,,,,,,,,,claystone,claystone,,,,371,U1509,A,68,R,1,A,,,
371-U1509A-68R-2-A,0.0,100.0,625.14,626.14,,,,,,claystone [USGS],,claystone,,,10YR 3/2 (very dark grayish brown),,,,,,clay [W22_1],1,,,sparse [B06],1,"Massive to sparsely bioturbated very dark gray carbonaceous claystone. White specks are scattered throughout the section, which may be small fish teeth and or benthic foraminifers.",,,,,,,,,,claystone,claystone,,,,371,U1509,A,68,R,2,A,,,
371-U1509A-69R-1-A,0.0,111.0,633.4,634.51,,,,,,claystone [USGS],,claystone,,,10YR 3/2 (very dark grayish brown),,,,,,clay [W22_1],1,,,sparse [B06],1,"Massive to sparsely bioturbated very dark gray carbonaceous claystone. White specks are scattered throughout the section, which may be small fish teeth and or benthic foraminifers.",,,,,,,,,,claystone,claystone,,,,371,U1509,A,69,R,1,A,,,
371-U1509A-69R-2-A,0.0,107.0,634.51,635.58,,,,,,claystone [USGS],,claystone,,,10YR 3/2 (very dark grayish brown),,,,,,clay [W22_1],1,,,sparse [B06],1,"Massive to sparsely bioturbated very dark gray carbonaceous claystone. White specks are scattered throughout the section, which may be small fish teeth and or benthic foraminifers.",,,,,,,,,,claystone,claystone,,,,371,U1509,A,69,R,2,A,,,
371-U1509A-69R-3-A,0.0,80.0,635.58,636.38,,,,,,claystone [USGS],,claystone,,,10YR 3/2 (very dark grayish brown),,,,,,clay [W22_1],1,,,sparse [B06],1,"Massive to sparsely bioturbated very dark gray carbonaceous claystone. White specks are scattered throughout the section, which may be small fish teeth and or benthic foraminifers.",,,,,,,,,,claystone,claystone,,,,371,U1509,A,69,R,3,A,,,
371-U1509A-69R-CC-A,0.0,10.0,636.38,636.48,,,,,,claystone [USGS],,claystone,,,10YR 3/2 (very dark grayish brown),,,,,,clay [W22_1],1,,,sparse [B06],1,"Massive to sparsely bioturbated very dark gray carbonaceous claystone. White specks are scattered throughout the section, which may be small fish teeth and or benthic foraminifers.",,,,,,,,,,claystone,claystone,,,,371,U1509,A,69,R,CC,A,,,
371-U1509A-70R-1-A,0.0,140.0,643.0,644.4,,,,,,claystone [USGS],,claystone,,,10YR 3/2 (very dark grayish brown),,,,,,clay [W22_1],1,,,sparse [B06],1,Massive sparsely bioturbated very dark gray carbonaceous claystone.,,,,,,,,,,claystone,claystone,,,,371,U1509,A,70,R,1,A,,,
371-U1509A-70R-2-A,0.0,133.0,644.4,645.73,,,,,,claystone [USGS],,claystone,,,10YR 3/2 (very dark grayish brown),,,,,,clay [W22_1],1,,,sparse [B06],1,Massive sparsely bioturbated very dark gray carbonaceous claystone.,,,,,,,,,,claystone,claystone,,,,371,U1509,A,70,R,2,A,,,
371-U1509A-70R-3-A,0.0,145.0,645.73,647.18,,,,,,claystone [USGS],,claystone,,,10YR 3/2 (very dark grayish brown),,,,,,clay [W22_1],1,,,sparse [B06],1,Massive sparsely bioturbated very dark gray carbonaceous claystone.,,,,,,,,,,claystone,claystone,,,,371,U1509,A,70,R,3,A,,,
371-U1509A-70R-4-A,0.0,147.0,647.18,648.65,,,,,,claystone [USGS],,claystone,,,10YR 3/2 (very dark grayish brown),,,,,,clay [W22_1],1,,,sparse [B06],1,Massive sparsely bioturbated very dark gray carbonaceous claystone.,,,,,,,,,,claystone,claystone,,,,371,U1509,A,70,R,4,A,,,
371-U1509A-70R-5-A,0.0,147.0,648.65,650.12,,,,,,claystone [USGS],,claystone,,,10YR 3/2 (very dark grayish brown),,,,,,clay [W22_1],1,,,sparse [B06],1,Massive sparsely bioturbated very dark gray carbonaceous claystone.,,,,,,,,,,claystone,claystone,,,,371,U1509,A,70,R,5,A,,,
371-U1509A-70R-6-A,0.0,112.0,650.12,651.24,,,,,,claystone [USGS],,claystone,,,10YR 3/2 (very dark grayish brown),,,,,,clay [W22_1],1,,,sparse [B06],1,Massive sparsely bioturbated very dark gray carbonaceous claystone.,,,,,,,,,,claystone,claystone,,,,371,U1509,A,70,R,6,A,,,
371-U1509A-70R-7-A,0.0,116.0,651.34,652.5,,,,,,claystone [USGS],,claystone,,,10YR 3/2 (very dark grayish brown),,,,,,clay [W22_1],1,,,sparse [B06],1,Massive sparsely bioturbated very dark gray carbonaceous claystone.,,,,,,,,,,claystone,claystone,,,,371,U1509,A,70,R,7,A,,,
371-U1509A-70R-CC-A,0.0,44.0,652.5,652.94,,,,,,claystone [USGS],,claystone,,,10YR 3/2 (very dark grayish brown),,,,,,clay [W22_1],1,,,sparse [B06],1,Massive sparsely bioturbated very dark gray carbonaceous claystone.,,,,,,,,,,claystone,claystone,,,,371,U1509,A,70,R,CC,A,,,
371-U1509A-71R-1-A,0.0,134.0,652.5,653.84,,,,,,claystone [USGS],,claystone,,,10YR 3/2 (very dark grayish brown),,,,,,clay [W22_1],1,,,sparse [B06],1,Massive sparsely bioturbated very dark gray carbonaceous claystone.,,,,,,,,,,claystone,claystone,,,,371,U1509,A,71,R,1,A,,,
371-U1509A-71R-2-A,0.0,146.0,653.94,655.4,,,,,,claystone [USGS],,claystone,,,10YR 3/2 (very dark grayish brown),,,,,,clay [W22_1],1,,,sparse [B06],1,Massive sparsely bioturbated very dark gray carbonaceous claystone.,,,,,,,,,,claystone,claystone,,,,371,U1509,A,71,R,2,A,,,
371-U1509A-71R-3-A,0.0,147.0,655.4,656.87,,,,,,claystone [USGS],,claystone,,,10YR 3/2 (very dark grayish brown),,,,,,clay [W22_1],1,,,sparse [B06],1,Massive sparsely bioturbated very dark gray carbonaceous claystone.,,,,,,,,,,claystone,claystone,,,,371,U1509,A,71,R,3,A,,,
371-U1509A-71R-4-A,0.0,127.0,656.87,658.14,,,,,,claystone [USGS],,claystone,,,10YR 3/2 (very dark grayish brown),,,,,,clay [W22_1],1,,,sparse [B06],1,Massive sparsely bioturbated very dark gray carbonaceous claystone.,,,,,,,,,,claystone,claystone,,,,371,U1509,A,71,R,4,A,,,
371-U1509A-71R-5-A,0.0,126.0,658.14,659.4,,,,,,claystone [USGS],,claystone,,,10YR 3/2 (very dark grayish brown),,,,,,clay [W22_1],1,,,sparse [B06],1,Massive sparsely bioturbated very dark gray carbonaceous claystone.,,,,,,,,,,claystone,claystone,,,,371,U1509,A,71,R,5,A,,,
371-U1509A-71R-6-A,0.0,91.0,659.4,660.31,,,,,,claystone [USGS],,claystone,,,10YR 3/2 (very dark grayish brown),,,,,,clay [W22_1],1,,,sparse [B06],1,Massive sparsely bioturbated very dark gray carbonaceous claystone.,,,,,,,,,,claystone,claystone,,,,371,U1509,A,71,R,6,A,,,
371-U1509A-72R-1-A,0.0,127.0,662.1,663.37,,,,,,claystone [USGS],,claystone,,,10YR 3/2 (very dark grayish brown),,,,,,clay [W22_1],1,,,sparse [B06],1,Sparse white specks are sometime agglutinated forams.,,,,,,,,,,claystone,claystone,,,,371,U1509,A,72,R,1,A,,,
371-U1509A-72R-2-A,0.0,149.0,663.47,664.96,,,,,,claystone [USGS],,claystone,,,10YR 3/2 (very dark grayish brown),,,,,,clay [W22_1],1,,,sparse [B06],1,Sparse white specks are sometime agglutinated forams.,,,,,,,,,,claystone,claystone,,,,371,U1509,A,72,R,2,A,,,
371-U1509A-72R-3-A,0.0,123.0,664.96,666.19,,,,,,claystone [USGS],,claystone,,,10YR 3/2 (very dark grayish brown),,,,,,clay [W22_1],1,,,sparse [B06],1,Sparse white specks are sometime agglutinated forams.,,,,,,,,,,claystone,claystone,,,,371,U1509,A,72,R,3,A,,,
371-U1509A-72R-4-A,0.0,147.0,666.19,667.66,,,,,,claystone [USGS],,claystone,,,10YR 3/2 (very dark grayish brown),,,,,,clay [W22_1],1,,,sparse [B06],1,Sparse white specks are sometime agglutinated forams.,,,,,,,,,,claystone,claystone,,,,371,U1509,A,72,R,4,A,,,
371-U1509A-72R-5-A,0.0,137.0,667.66,669.03,,,,,,claystone [USGS],,claystone,,,10YR 3/2 (very dark grayish brown),,,,,,clay [W22_1],1,,,sparse [B06],1,Sparse white specks are sometime agglutinated forams.,,,,,,,,,,claystone,claystone,,,,371,U1509,A,72,R,5,A,,,
371-U1509A-72R-6-A,0.0,121.0,669.03,670.24,,,,,,claystone [USGS],,claystone,,,10YR 3/2 (very dark grayish brown),,,,,,clay [W22_1],1,,,sparse [B06],1,Sparse white specks are sometime agglutinated forams.,,,,,,,,,,claystone,claystone,,,,371,U1509,A,72,R,6,A,,,
371-U1509A-72R-7-A,0.0,110.0,670.24,671.34,,,,,,claystone [USGS],,claystone,,,10YR 3/2 (very dark grayish brown),,,,,,clay [W22_1],1,,,sparse [B06],1,"At 105cm, a cm-thick seam of pyrite crystals. Sparse white specks are sometime agglutinated forams.",,,,,,,,,,claystone,claystone,,,,371,U1509,A,72,R,7,A,,,
371-U1509A-73R-1-A,0.0,122.0,671.7,672.92,,,,,,claystone [USGS],,claystone,,,10YR 2/2 (very dark brown),,,,,,clay [W22_1],1,,,sparse [B06],1,Sparse white specks are sometime agglutinated forams.,,,,,,,,,,claystone,claystone,,,,371,U1509,A,73,R,1,A,,,
371-U1509A-73R-2-A,0.0,148.0,673.02,674.5,,,,,,claystone [USGS],,claystone,,,10YR 2/2 (very dark brown),,,,,,clay [W22_1],1,,,sparse [B06],1,Sparse white specks are sometime agglutinated forams.,,,,,,,,,,claystone,claystone,,,,371,U1509,A,73,R,2,A,,,
371-U1509A-73R-3-A,0.0,153.0,674.5,676.03,,,,,,claystone [USGS],,claystone,,,10YR 2/2 (very dark brown),,,,,,clay [W22_1],1,,,sparse [B06],1,Sparse white specks are sometime agglutinated forams.,,,,,,,,,,claystone,claystone,,,,371,U1509,A,73,R,3,A,,,
371-U1509A-73R-4-A,0.0,136.0,676.03,677.39,,,,,,claystone [USGS],,claystone,,,10YR 2/2 (very dark brown),,,,,,clay [W22_1],1,,,sparse [B06],1,Sparse white specks are sometime agglutinated forams.,,,,,,,,,,claystone,claystone,,,,371,U1509,A,73,R,4,A,,,
371-U1509A-73R-5-A,0.0,148.0,677.39,678.87,,,,,,claystone [USGS],,claystone,,,10YR 2/2 (very dark brown),,,,,,clay [W22_1],1,,,sparse [B06],1,Sparse white specks are sometime agglutinated forams.,,,,,,,,,,claystone,claystone,,,,371,U1509,A,73,R,5,A,,,
371-U1509A-73R-6-A,0.0,101.0,678.87,679.88,,,,,,claystone [USGS],,claystone,,,10YR 2/2 (very dark brown),,,,,,clay [W22_1],1,,,sparse [B06],1,Sparse white specks are sometime agglutinated forams.,,,,,,,,,,claystone,claystone,,,,371,U1509,A,73,R,6,A,,,
371-U1509A-73R-7-A,0.0,69.0,679.88,680.57,,,,,,claystone [USGS],,claystone,,,10YR 2/2 (very dark brown),,,,,,clay [W22_1],1,,,sparse [B06],1,Sparse white specks are sometime agglutinated forams.,,,,,,,,,,claystone,claystone,,,,371,U1509,A,73,R,7,A,,,
371-U1509A-73R-CC-A,0.0,15.0,680.57,680.72,,,,,,claystone [USGS],,claystone,,,10YR 2/2 (very dark brown),,,,,,clay [W22_1],1,,,sparse [B06],1,Sparse white specks are sometime agglutinated forams.,,,,,,,,,,claystone,claystone,,,,371,U1509,A,73,R,CC,A,,,
371-U1509A-74R-1-A,0.0,127.0,681.2,682.47,,,,,,claystone [USGS],,claystone,,,10YR 2/2 (very dark brown),,,,,,clay [W22_1],1,,,sparse [B06],1,,,,,,,,,,,claystone,claystone,,,,371,U1509,A,74,R,1,A,,,
371-U1509A-74R-2-A,0.0,124.0,682.57,683.81,,,,,,claystone [USGS],,claystone,,,10YR 2/2 (very dark brown),,,,,,clay [W22_1],1,,,sparse [B06],1,,,,,,,,,,,claystone,claystone,,,,371,U1509,A,74,R,2,A,,,
371-U1509A-74R-3-A,0.0,148.0,683.81,685.29,,,,,,claystone [USGS],,claystone,,,10YR 2/2 (very dark brown),,,,,,clay [W22_1],1,,,sparse [B06],1,,,,,,,,,,,claystone,claystone,,,,371,U1509,A,74,R,3,A,,,
371-U1509A-74R-4-A,0.0,146.0,685.29,686.75,,,,,,claystone [USGS],,claystone,,,10YR 2/2 (very dark brown),,,,,,clay [W22_1],1,,,sparse [B06],1,,,,,,,,,,,claystone,claystone,,,,371,U1509,A,74,R,4,A,,,
371-U1509A-74R-5-A,0.0,147.0,686.75,688.22,,,,,,claystone [USGS],,claystone,,,10YR 2/2 (very dark brown),,,,,,clay [W22_1],1,,,sparse [B06],1,,,,,,,,,,,claystone,claystone,,,,371,U1509,A,74,R,5,A,,,
371-U1509A-74R-6-A,0.0,135.0,688.22,689.57,,,,,,claystone [USGS],,claystone,,,10YR 2/2 (very dark brown),,,,,,clay [W22_1],1,,,sparse [B06],1,,,,,,,,,,,claystone,claystone,,,,371,U1509,A,74,R,6,A,,,
