Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Rhizophora taxa	Poaceae taxa	Pinus taxa	Gpysophila taxa	Ephedra taxa	Cyperaceae taxa	Chenopodiaceae/Amaranthaceae taxa	Capparidaceae taxa	Calligonum taxa	Balanites taxa	Asteraceae taxa	Artemisia taxa	Comment
  SR	                 	                 	                  	              	108	 658	A	 10	H	 1	  12.00	     81.8200	Dupont   	Pollen/Spores                                	               	                  	0              	591         	42        	0              	16          	237            	401                              	11                	0              	0             	42             	69            	pollen concentration values are given in number per cm3; total polen counted = 304 per 15 cm3; from ODP Leg 108 SR Chapter 6 Appendix B p 106-111

  SR	                 	                 	                  	              	108	 658	A	 10	H	 1	  81.00	     82.5100	Dupont   	Pollen/Spores                                	               	                  	13             	983         	160       	6              	38          	447            	530                              	0                 	0              	6             	32             	89            	pollen concentration values are given in number per cm3; total polen counted = 398 per 17 cm3; from ODP Leg 108 SR Chapter 6 Appendix B p 106-111

  SR	                 	                 	                  	              	108	 658	A	 10	H	 2	  12.00	     83.3200	Dupont   	Pollen/Spores                                	               	                  	0              	590         	91        	8              	98          	476            	696                              	8                 	0              	8             	98             	53            	pollen concentration values are given in number per cm3; total polen counted = 316 per 16 cm3; from ODP Leg 108 SR Chapter 6 Appendix B p 106-111

  SR	                 	                 	                  	              	108	 658	A	 10	H	 2	  81.00	     84.0100	Dupont   	Pollen/Spores                                	               	                  	0              	772         	57        	19             	230         	632            	2119                             	57                	0              	6             	230            	172           	pollen concentration values are given in number per cm3; total polen counted = 820 per 17 cm3; from ODP Leg 108 SR Chapter 6 Appendix B p 106-111

  SR	                 	                 	                  	              	108	 658	A	 10	H	 3	  12.00	     84.8200	Dupont   	Pollen/Spores                                	               	                  	0              	342         	78        	14             	292         	427            	1794                             	50                	0              	0             	256            	149           	pollen concentration values are given in number per cm3; total polen counted = 528 per 17 cm3; from ODP Leg 108 SR Chapter 6 Appendix B p 106-111

  SR	                 	                 	                  	              	108	 658	A	 10	H	 3	  81.00	     85.5100	Dupont   	Pollen/Spores                                	               	                  	0              	932         	70        	0              	83          	1085           	983                              	6                 	0              	13            	121            	230           	pollen concentration values are given in number per cm3; total polen counted = 591 per 17 cm3; from ODP Leg 108 SR Chapter 6 Appendix B p 106-111

  SR	                 	                 	                  	              	108	 658	A	 10	H	 4	  12.00	     86.3200	Dupont   	Pollen/Spores                                	               	                  	0              	766         	81        	8              	81          	573            	2977                             	97                	0              	0             	298            	290           	pollen concentration values are given in number per cm3; total polen counted = 773 per 15 cm3; from ODP Leg 108 SR Chapter 6 Appendix B p 106-111

  SR	                 	                 	                  	              	108	 658	A	 10	H	 4	  81.00	     87.0100	Dupont   	Pollen/Spores                                	               	                  	0              	283         	72        	6              	223         	96             	790                              	6                 	0              	0             	151            	72            	pollen concentration values are given in number per cm3; total polen counted = 340 per 18 cm3; from ODP Leg 108 SR Chapter 6 Appendix B p 106-111

  SR	                 	                 	                  	              	108	 658	A	 10	H	 5	  12.00	     87.8200	Dupont   	Pollen/Spores                                	               	                  	0              	287         	141       	11             	45          	79             	646                              	0                 	0              	6             	152            	73            	pollen concentration values are given in number per cm3; total polen counted = 306 per 15 cm3; from ODP Leg 108 SR Chapter 6 Appendix B p 106-111

  SR	                 	                 	                  	              	108	 658	A	 10	H	 5	  84.00	     88.5400	Dupont   	Pollen/Spores                                	               	                  	0              	377         	102       	26             	45          	319            	1168                             	45                	0              	6             	230            	96            	pollen concentration values are given in number per cm3; total polen counted = 471 per 17 cm3; from ODP Leg 108 SR Chapter 6 Appendix B p 106-111

  SR	                 	                 	                  	              	108	 658	A	 10	H	 6	  12.00	     89.3200	Dupont   	Pollen/Spores                                	               	                  	8              	507         	93        	0              	12          	284            	227                              	0                 	0              	4             	28             	16            	pollen concentration values are given in number per cm3; total polen counted = 312 per 17 cm3; from ODP Leg 108 SR Chapter 6 Appendix B p 106-111

  SR	                 	                 	                  	              	108	 658	A	 10	H	 6	  65.00	     89.8500	Dupont   	Pollen/Spores                                	               	                  	0              	705         	109       	0              	20          	407            	597                              	41                	0              	34            	41             	14            	pollen concentration values are given in number per cm3; total polen counted = 329 per 16 cm3; from ODP Leg 108 SR Chapter 6 Appendix B p 106-111

  SR	                 	                 	                  	              	108	 658	A	 11	H	 2	  12.00	     92.0700	Dupont   	Pollen/Spores                                	               	                  	0              	612         	154       	0              	17          	281            	331                              	6                 	0              	0             	28             	61            	pollen concentration values are given in number per cm3; total polen counted = 309 per 16 cm3; from ODP Leg 108 SR Chapter 6 Appendix B p 106-111

  SR	                 	                 	                  	              	108	 658	A	 11	H	 3	  12.00	     93.5700	Dupont   	Pollen/Spores                                	               	                  	0              	752         	72        	0              	29          	586            	622                              	7                 	0              	0             	58             	87            	pollen concentration values are given in number per cm3; total polen counted = 341 per 15 cm3; from ODP Leg 108 SR Chapter 6 Appendix B p 106-111

  SR	                 	                 	                  	              	108	 658	A	 11	H	 4	  12.00	     95.0700	Dupont   	Pollen/Spores                                	               	                  	14             	420         	176       	7              	27          	224            	1078                             	7                 	0              	0             	129            	75            	pollen concentration values are given in number per cm3; total polen counted = 385 per 16 cm3; from ODP Leg 108 SR Chapter 6 Appendix B p 106-111

  SR	                 	                 	                  	              	108	 658	A	 11	H	 5	  12.00	     96.5700	Dupont   	Pollen/Spores                                	               	                  	0              	408         	38        	13             	26          	64             	1755                             	0                 	0              	0             	64             	77            	pollen concentration values are given in number per cm3; total polen counted = 537 per 17 cm3; from ODP Leg 108 SR Chapter 6 Appendix B p 106-111

  SR	                 	                 	                  	              	108	 658	A	 11	H	 6	  12.00	     98.0700	Dupont   	Pollen/Spores                                	               	                  	0              	428         	77        	6              	153         	102            	747                              	0                 	0              	0             	83             	115           	pollen concentration values are given in number per cm3; total polen counted = 328 per 17 cm3; from ODP Leg 108 SR Chapter 6 Appendix B p 106-111

  SR	                 	                 	                  	              	108	 658	A	 11	H	 7	  12.00	     99.5700	Dupont   	Pollen/Spores                                	               	                  	0              	975         	134       	0              	50          	286            	2218                             	0                 	17             	17            	235            	185           	pollen concentration values are given in number per cm3; total polen counted = 301 per 15 cm3; from ODP Leg 108 SR Chapter 6 Appendix B p 106-111

  SR	                 	                 	                  	              	108	 658	A	 11	H	 8	  12.00	    101.0700	Dupont   	Pollen/Spores                                	               	                  	19             	1251        	70        	0              	109         	536            	555                              	19                	0              	0             	64             	96            	pollen concentration values are given in number per cm3; total polen counted = 465 per 17 cm3; from ODP Leg 108 SR Chapter 6 Appendix B p 106-111

  SR	                 	                 	                  	              	108	 658	A	 12	H	 1	  12.00	    100.8200	Dupont   	Pollen/Spores                                	               	                  	7              	2156        	65        	0              	58          	1382           	1222                             	29                	0              	7             	101            	43            	pollen concentration values are given in number per cm3; total polen counted = 794 per 15 cm3; from ODP Leg 108 SR Chapter 6 Appendix B p 106-111

  SR	                 	                 	                  	              	108	 658	A	 12	H	 2	  12.00	    101.8500	Dupont   	Pollen/Spores                                	               	                  	7              	1172        	36        	14             	347         	1505           	2177                             	22                	0              	0             	203            	72            	pollen concentration values are given in number per cm3; total polen counted = 889 per 15 cm3; from ODP Leg 108 SR Chapter 6 Appendix B p 106-111

