Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Syracosphaera pulchra,Reticulofenestra minuta,Pseudoemiliania  lacunosa?,Gephyrocapsa spp. (small),Coccolithus pelagicus,Gephyrocapsa oceanica,Pontosphaera spp.,Gephyrocapsa muellerae,Gephyrocapsa caribbeanica,Reticulofenestra minutula,Braarudosphaera bigelowii,Reticulofenestra productella,Syracosphaera spp.(small),Reticulofenestra pseudoumbilica,Calcidiscus leptoporus,Emiliania huxleyi,Comment
  IR,Quaternary       ,                 ,                  ,              ,168,1024,B, 17,X, 7,  20.00,    159.6000,Su       ,Nannofossils                                 ,C              ,M-G               ,                     ,3.0%                   ,4.0%                      ,80.0%                    ,1.0%                 ,2.0%                 ,                 ,6.9%                  ,3.0%                     ,                         ,                         ,                            ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1024,B, 18,X, 1,  36.00,    160.3600,Su       ,Nannofossils                                 ,C              ,M-G               ,                     ,73.0%                  ,3.0%                      ,9.0%                     ,13.0%                ,                     ,1.0%             ,.8%                   ,1.0%                     ,                         ,                         ,                            ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN20              ,              ,168,1024,B, 18,X, 3, 116.00,    164.1600,Su       ,Nannofossils                                 ,F              ,M-G               ,                     ,                       ,                          ,2.0%                     ,98.0%                ,                     ,                 ,                      ,                         ,                         ,                         ,                            ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1024,B, 18,X, 5,  55.00,    166.5500,Su       ,Nannofossils                                 ,D              ,M                 ,                     ,31.0%                  ,                          ,66.0%                    ,3.0%                 ,                     ,                 ,                      ,                         ,                         ,                         ,                            ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1024,B, 18,X, 6,  10.00,    167.6000,Su       ,Nannofossils                                 ,F              ,M                 ,                     ,7.0%                   ,                          ,1.0%                     ,91.0%                ,1.0%                 ,                 ,                      ,                         ,                         ,                         ,                            ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1024,B, 18,X,CC,   8.00,    167.8100,Su       ,Nannofossils                                 ,A              ,M                 ,1.0%                 ,20.0%                  ,1.0%                      ,73.0%                    ,5.0%                 ,                     ,                 ,                      ,                         ,                         ,                         ,                            ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
