Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Trinacria excavata	Thalassiothrix longissima	Thalassiosira torokina	Thalassiosira symbolophora	Thalassionema nitzschioides	Rouxia heteropolara	Rhizosolenia styliformis	Rhizosolenia barboi	Paralia sulcata	Nitzschia reinholdii	Nitzschia fossilis	Hemidiscus cuneiformis	Eucampia antarctica	Ethmodiscus sp.	Denticulopsis hustedtii	Denticulopsis dimorpha	Thalassiosira praeconvexa	Thalassiosira nativa	Rhizosolenia hebetata	Hemidiscus karstenii	Thalassiosira miocenica	Nitzschia cylindrus	Thalassiosira convexa	Rouxia californica	Stephanopyxis turris	Rocella vigilans	Rhizosolenia miocenica	Thalassiosira oestrupii	Thalassiosira inura	Stephanogonia hanzawae	Nitzschia praeinterfrigidaria	Pyxilla (all generic taxa)	Nitzschia barronii	Nitzschia interfrigidaria	Nitzschia weaveri	Thalassiosira kolbei	Stephanopyxis grunowii	Cosmiodiscus insignis	Coscinodiscus vulnificus	Actinocyclus ingens	Nitzschia kerguelenis	Coscinodiscus elliptopora	Diatoms (unspecified pennate taxa)	Diatoms (unspecified centric taxa)	Chaetoceros spp. (resting spores)	Comment
  SR	                 	                 	                  	              	119	 745	B	 18	H	 7	  60.00	    158.1000	Baldauf  	Diatoms                                      	F              	M                 	                  	C                        	                      	R                         	R                          	                   	R                       	R                  	R              	R                   	R                 	                      	R                  	               	R                      	                      	                         	R                   	                     	                    	                       	                   	                     	                  	R                   	                	                      	R                      	R                  	                      	R                            	                          	                  	                         	                 	                    	                      	                     	                        	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 9 pages 576 - 577.

  SR	                 	                 	                  	              	119	 745	B	 19	H	 1	  60.00	    158.6000	Baldauf  	Diatoms                                      	C              	P                 	                  	F                        	R                     	R                         	F                          	R                  	R                       	R                  	R              	R                   	R                 	                      	R                  	               	F                      	                      	                         	                    	                     	                    	                       	                   	                     	R                 	                    	                	                      	R                      	R                  	R                     	R                            	                          	                  	                         	                 	                    	                      	                     	                        	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 9 pages 576 - 577.

  SR	                 	                 	                  	              	119	 745	B	 19	H	 6	  60.00	    166.1100	Baldauf  	Diatoms                                      	A              	M                 	                  	A                        	R                     	                          	F                          	R                  	R                       	R                  	R              	R                   	                  	                      	R                  	               	R                      	                      	                         	R                   	R                    	R                   	                       	R                  	                     	R                 	R                   	                	                      	R                      	R                  	                      	                             	                          	                  	                         	                 	                    	                      	                     	                        	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 9 pages 576 - 577.

  SR	                 	                 	                  	              	119	 745	B	 20	H	 1	  60.00	    168.1000	Baldauf  	Diatoms                                      	C              	M                 	                  	C                        	R                     	R                         	F                          	R                  	R                       	R                  	F              	R                   	R                 	                      	R                  	               	R                      	                      	                         	                    	R                    	F                   	                       	                   	                     	                  	R                   	                	                      	                       	R                  	R                     	                             	                          	                  	                         	                 	                    	                      	                     	                        	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 9 pages 576 - 577.

  SR	                 	                 	                  	              	119	 745	B	 20	H	 4	  60.00	    172.6100	Baldauf  	Diatoms                                      	C              	M                 	                  	C                        	R                     	                          	F                          	R                  	                        	R                  	               	R                   	                  	                      	                   	               	R                      	                      	                         	                    	                     	                    	                       	                   	                     	                  	R                   	                	                      	                       	                   	                      	                             	                          	                  	                         	                 	                    	                      	                     	                        	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 9 pages 576 - 577.

  SR	                 	                 	                  	              	119	 745	B	 21	H	 2	  60.00	    179.1000	Baldauf  	Diatoms                                      	C              	P                 	                  	F                        	R                     	                          	C                          	R                  	R                       	R                  	R              	                    	                  	                      	R                  	               	R                      	                      	                         	R                   	R                    	R                   	                       	                   	                     	                  	                    	                	                      	R                      	                   	                      	                             	                          	                  	                         	                 	                    	                      	                     	                        	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 9 pages 576 - 577.

  SR	                 	                 	                  	              	119	 745	B	 21	H	 5	  60.00	    183.6000	Baldauf  	Diatoms                                      	F              	P                 	                  	F                        	R                     	                          	F                          	R                  	R                       	R                  	R              	R                   	R                 	                      	R                  	               	R                      	                      	                         	                    	R                    	                    	                       	R                  	                     	R                 	                    	R               	                      	                       	                   	                      	                             	                          	                  	                         	                 	                    	                      	                     	                        	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 9 pages 576 - 577.

  SR	                 	                 	                  	              	119	 745	B	 22	H	 3	  60.00	    190.1000	Baldauf  	Diatoms                                      	F              	P                 	R                 	F                        	R                     	                          	F                          	R                  	R                       	R                  	R              	R                   	R                 	                      	                   	R              	R                      	                      	                         	                    	                     	                    	                       	R                  	                     	R                 	R                   	R               	R                     	                       	                   	                      	                             	                          	                  	                         	                 	                    	                      	                     	                        	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 9 pages 576 - 577.

  SR	                 	                 	                  	              	119	 745	B	 22	H	 6	  60.00	    194.6000	Baldauf  	Diatoms                                      	A              	M                 	R                 	F                        	F                     	                          	F                          	R                  	R                       	F                  	R              	                    	                  	R                     	                   	               	R                      	                      	                         	                    	R                    	R                   	                       	R                  	R                    	R                 	                    	                	                      	                       	                   	                      	                             	                          	                  	                         	                 	                    	                      	                     	                        	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 9 pages 576 - 577.

  SR	                 	                 	                  	              	119	 745	B	 23	H	 3	  60.00	    199.6000	Baldauf  	Diatoms                                      	C              	M                 	R                 	F                        	R                     	                          	F                          	R                  	R                       	R                  	R              	R                   	                  	R                     	R                  	               	F                      	                      	                         	                    	                     	R                   	                       	                   	                     	                  	                    	                	                      	                       	                   	                      	                             	                          	                  	                         	                 	                    	                      	                     	                        	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 9 pages 576 - 577.

  SR	                 	                 	                  	              	119	 745	B	 23	H	 6	  60.00	    204.1000	Baldauf  	Diatoms                                      	C              	M                 	                  	F                        	R                     	R                         	F                          	F                  	R                       	R                  	R              	R                   	R                 	R                     	                   	R              	F                      	                      	                         	R                   	R                    	F                   	R                      	R                  	                     	                  	                    	                	                      	                       	                   	                      	                             	                          	                  	                         	                 	                    	                      	                     	                        	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 9 pages 576 - 577.

  SR	                 	                 	                  	              	119	 745	B	 24	H	 2	  60.00	    207.6000	Baldauf  	Diatoms                                      	C              	M                 	                  	F                        	R                     	R                         	F                          	R                  	                        	R                  	R              	R                   	                  	R                     	R                  	               	R                      	                      	R                        	R                   	R                    	R                   	                       	                   	                     	                  	                    	                	                      	                       	                   	                      	                             	                          	                  	                         	                 	                    	                      	                     	                        	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 9 pages 576 - 577.

  SR	                 	                 	                  	              	119	 745	B	 24	H	 6	  60.00	    213.6000	Baldauf  	Diatoms                                      	C              	M                 	R                 	R                        	F                     	R                         	R                          	R                  	R                       	R                  	R              	R                   	R                 	R                     	R                  	R              	R                      	R                     	                         	                    	                     	                    	                       	                   	                     	                  	                    	                	                      	                       	                   	                      	                             	                          	                  	                         	                 	                    	                      	                     	                        	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 9 pages 576 - 577.

