Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Ticinella roberti	Ticinella raynaudi	Ticinella primula	Hedbergella rischi	Hedbergella planispira	Pseudotextularia nuttalli	Pseudoguembelina costulata	Laeviheterohelix pulchra	Heterohelix globulosa	Heterohelix carinata	Hedbergella holmdelensis	Globotruncanita stuartiformis	Globotruncanita elevata	Globotruncana orientalis	Globotruncana linneiana	Globotruncana arca	Globigerinelloides messinae	Contusotruncana fornicata	Contusotruncana patelliformis	Schackoina multispinata	Schackoina cenomana	Rugoglobigerina rugosa	Globotruncanita subspinosa	Globotruncanita atlantica	Globigerinelloides prairiehillensis	Archaeoglobigerina cretacea	Tenuitella gemma	Globorotaloides suteri	Globigerinita glutinata	Globigerina druryi	Globigerina angustiumbilicata	Sphaeroidinellopsis seminulina	Sphaeroidinellopsis disjuncta	Globoturborotalita woodi	Globoturborotalita druryi	Globigerina praebulloides	Orbulina universa	Orbulina suturalis	Globorotalia miozea	Globorotalia conoidea	Globoquadrina venezuelana	Globoquadrina dehiscens	Paragloborotalia siakensis	Globigerina bulloides	Dentoglobigerina altispira	Globoturborotalita nepenthes	Globoturborotalita decoraperta	Globigerina decoraperta	Globigerinatella insueta	Globorotalia scitula	Neogloboquadrina acostaensis	Sphaeroidinellopsis paenedehiscens	Neogloboquadrina pachyderma (dextral)	Globorotalia plesiotumida	Globorotalia merotumida	Globorotalia menardii	Globorotalia challengeri	Globigerinoides sacculifer	Globigerinoides conglobatus	Sphaeroidinellopsis subdehiscens	Neogloboquadrina dutertrei	Globigerinoides obliquus	Globorotalia tumida	Globorotalia margaritae	Candeina nitida	Globorotalia puncticulata	Globoconella conomiozea	Truncorotalia crassaformis	Globigerinoides extremus	Truncorotalia tosaensis	Sphaeroidinella dehiscens s.l.	Globorotalia crassula	Globigerinoides ruber	Globorotalia inflata	Neogloboquadrina humerosa	Globigerinoides trilobus	Pulleniatina primalis	Globigerinella aequilateralis	Pulleniatina obliquiloculata	Globigerinoides fistulosus	Truncorotalia truncatulinoides	Globorotalia hirsuta	Globigerina angulisuturalis	Comment
  IR	Middle Miocene   	Middle Miocene   	N9                	N12           	198	1208	A	 34	X	CC	  21.00	    314.1700	planks   	Planktonic Foraminifers                      	               	M                 	                 	                  	                 	                  	                      	                         	                          	                        	                     	                    	                        	                             	                       	                        	                       	                  	                           	                         	                             	                       	                   	                      	                          	                         	                                   	                           	                	                      	R                      	R                 	                             	R                             	R                            	P                       	R                        	R                        	                 	                  	                   	                     	                         	                       	                          	                     	                          	                            	                              	                       	                        	                    	                            	                                  	                                     	                         	                       	                     	                        	                          	                           	                                	                          	                        	                   	                       	               	                         	                       	                          	                        	                       	                              	                     	                     	                    	                         	                        	                     	                             	                            	                          	                              	                    	                           	       

  IR	Early Oligocene  	Early Oligocene  	P18               	P18           	198	1208	A	 35	X	CC	  13.00	    321.7500	planks   	Planktonic Foraminifers                      	               	P                 	                 	                  	                 	                  	                      	                         	                          	                        	                     	                    	                        	                             	                       	                        	                       	                  	                           	                         	                             	                       	                   	                      	                          	                         	                                   	                           	R               	R                     	+                      	+                 	R                            	                              	                             	                        	                         	                         	                 	                  	                   	                     	                         	                       	                          	                     	                          	                            	                              	                       	                        	                    	                            	                                  	                                     	                         	                       	                     	                        	                          	                           	                                	                          	                        	                   	                       	               	                         	                       	                          	                        	                       	                              	                     	                     	                    	                         	                        	                     	                             	                            	                          	                              	                    	                           	philipsite

  IR	Campanian        	Campanian        	KS26              	KS26          	198	1208	A	 36	X	CC	  30.00	    327.7000	planks   	Planktonic Foraminifers                      	A              	VG                	                 	                  	                 	                  	                      	                         	F                         	A                       	A                    	A                   	                        	F                            	                       	F                       	F                      	R                 	F                          	F                        	                             	                       	                   	                      	R                         	F                        	F                                  	                           	                	                      	                       	                  	                             	                              	                             	                        	                         	                         	                 	                  	                   	                     	                         	                       	                          	                     	                          	                            	                              	                       	                        	                    	                            	                                  	                                     	                         	                       	                     	                        	                          	                           	                                	                          	                        	                   	                       	               	                         	                       	                          	                        	                       	                              	                     	                     	                    	                         	                        	                     	                             	                            	                          	                              	                    	                           	       

  IR	Campanian        	Campanian        	KS26              	KS26          	198	1208	A	 37	X	CC	  14.00	    340.6200	planks   	Planktonic Foraminifers                      	A              	G                 	                 	                  	                 	                  	                      	R                        	A                         	A                       	A                    	A                   	R                       	F                            	                       	F                       	F                      	F                 	F                          	F                        	R                            	R                      	R                  	R                     	R                         	F                        	R                                  	R                          	                	                      	                       	                  	                             	                              	                             	                        	                         	                         	                 	                  	                   	                     	                         	                       	                          	                     	                          	                            	                              	                       	                        	                    	                            	                                  	                                     	                         	                       	                     	                        	                          	                           	                                	                          	                        	                   	                       	               	                         	                       	                          	                        	                       	                              	                     	                     	                    	                         	                        	                     	                             	                            	                          	                              	                    	                           	       

  IR	Campanian        	Campanian        	KS26              	KS26          	198	1208	A	 38	X	CC	  13.00	    352.4400	planks   	Planktonic Foraminifers                      	A              	G                 	                 	                  	                 	                  	                      	F                        	A                         	A                       	A                    	A                   	R                       	F                            	R                      	F                       	F                      	F                 	F                          	F                        	F                            	R                      	R                  	R                     	R                         	R                        	F                                  	R                          	                	                      	                       	                  	                             	                              	                             	                        	                         	                         	                 	                  	                   	                     	                         	                       	                          	                     	                          	                            	                              	                       	                        	                    	                            	                                  	                                     	                         	                       	                     	                        	                          	                           	                                	                          	                        	                   	                       	               	                         	                       	                          	                        	                       	                              	                     	                     	                    	                         	                        	                     	                             	                            	                          	                              	                    	                           	       

  IR	Campanian        	Campanian        	KS26              	KS26          	198	1208	A	 39	X	CC	   8.00	    360.6200	planks   	Planktonic Foraminifers                      	A              	G                 	                 	                  	                 	                  	                      	F                        	A                         	A                       	A                    	A                   	R                       	F                            	                       	F                       	F                      	F                 	F                          	F                        	F                            	R                      	R                  	R                     	R                         	R                        	R                                  	R                          	                	                      	                       	                  	                             	                              	                             	                        	                         	                         	                 	                  	                   	                     	                         	                       	                          	                     	                          	                            	                              	                       	                        	                    	                            	                                  	                                     	                         	                       	                     	                        	                          	                           	                                	                          	                        	                   	                       	               	                         	                       	                          	                        	                       	                              	                     	                     	                    	                         	                        	                     	                             	                            	                          	                              	                    	                           	       

  IR	Campanian        	Campanian        	KS26              	G.elevata-KS25	198	1208	A	 40	X	CC	  19.00	    371.5300	planks   	Planktonic Foraminifers                      	F              	M                 	                 	                  	                 	                  	F                     	                         	F                         	F                       	F                    	F                   	F                       	R                            	                       	R                       	                       	F                 	F                          	F                        	R                            	                       	                   	                      	                          	                         	                                   	                           	                	                      	                       	                  	                             	                              	                             	                        	                         	                         	                 	                  	                   	                     	                         	                       	                          	                     	                          	                            	                              	                       	                        	                    	                            	                                  	                                     	                         	                       	                     	                        	                          	                           	                                	                          	                        	                   	                       	               	                         	                       	                          	                        	                       	                              	                     	                     	                    	                         	                        	                     	                             	                            	                          	                              	                    	                           	       

  IR	Campanian        	Campanian        	G. elevata - KS25 	G.elevata-KS25	198	1208	A	 41	X	CC	  12.00	    376.1400	planks   	Planktonic Foraminifers                      	A              	G                 	                 	                  	                 	                  	P                     	P                        	P                         	P                       	P                    	P                   	P                       	P                            	F                      	P                       	P                      	P                 	P                          	P                        	                             	                       	                   	                      	                          	                         	                                   	                           	                	                      	                       	                  	                             	                              	                             	                        	                         	                         	                 	                  	                   	                     	                         	                       	                          	                     	                          	                            	                              	                       	                        	                    	                            	                                  	                                     	                         	                       	                     	                        	                          	                           	                                	                          	                        	                   	                       	               	                         	                       	                          	                        	                       	                              	                     	                     	                    	                         	                        	                     	                             	                            	                          	                              	                    	                           	       

  IR	Albian           	Albian           	KS13              	KS13          	198	1208	A	 42	X	CC	  20.00	    382.9000	planks   	Planktonic Foraminifers                      	F              	G                 	F                	R                 	F                	F                 	A                     	                         	                          	                        	                     	                    	                        	                             	                       	                        	                       	                  	                           	                         	                             	                       	                   	                      	                          	                         	                                   	                           	                	                      	                       	                  	                             	                              	                             	                        	                         	                         	                 	                  	                   	                     	                         	                       	                          	                     	                          	                            	                              	                       	                        	                    	                            	                                  	                                     	                         	                       	                     	                        	                          	                           	                                	                          	                        	                   	                       	               	                         	                       	                          	                        	                       	                              	                     	                     	                    	                         	                        	                     	                             	                            	                          	                              	                    	                           	       

