Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Neogloboquadrina atlantica (sinistral)	Neogloboquadrina atlantica (dextral)	Globigerina bulloides	Neogloboquadrina pachyderma (sinistral)	Neogloboquadrina sp. juv. dextral	Neogloboquadrina pachyderma (dextral)	Neogloboquadrina cf. dutertrei	Comment
  SR	Pliocene         	                 	N. atlantica (sin.)	              	151	 910	C	 47	R	 5	 100.00	    446.7000	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                     	R                                   	R                    	                                       	                                 	                                     	                              	From Leg 151SR; Ch 8; Table 2; p. 158

  SR	Pliocene         	                 	N. atlantica (sin.)	              	151	 910	C	 47	R	 6	 100.00	    448.2000	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                     	R                                   	R                    	                                       	                                 	                                     	                              	From Leg 151SR; Ch 8; Table 2; p. 158

  SR	Pliocene         	                 	N. atlantica (sin.)	              	151	 910	C	 47	R	CC	  12.00	    449.2300	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                     	R                                   	R                    	                                       	                                 	                                     	                              	From Leg 151SR; Ch 8; Table 2; p. 158

  SR	Pliocene         	                 	N. atlantica (sin.)	              	151	 910	C	 48	R	 1	  63.00	    450.0300	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                     	R                                   	R                    	                                       	                                 	                                     	                              	From Leg 151SR; Ch 8; Table 2; p. 158

  SR	Pliocene         	                 	N. atlantica (sin.)	              	151	 910	C	 48	R	 2	  63.00	    451.5300	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                     	R                                   	R                    	                                       	                                 	                                     	                              	From Leg 151SR; Ch 8; Table 2; p. 158

  SR	Pliocene         	                 	N. atlantica (sin.)	              	151	 910	C	 48	R	 3	  61.00	    453.0100	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                     	R                                   	R                    	                                       	                                 	                                     	                              	From Leg 151SR; Ch 8; Table 2; p. 158

  SR	Pliocene         	                 	N. atlantica (sin.)	              	151	 910	C	 48	R	 4	  63.00	    454.5300	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                     	R                                   	R                    	                                       	                                 	                                     	                              	From Leg 151SR; Ch 8; Table 2; p. 158

  SR	Pliocene         	                 	N. atlantica (sin.)	              	151	 910	C	 48	R	 5	  62.00	    456.0200	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                     	R                                   	R                    	                                       	                                 	                                     	                              	From Leg 151SR; Ch 8; Table 2; p. 158

  SR	Pliocene         	                 	N. atlantica (sin.)	              	151	 910	C	 48	R	 6	  63.00	    457.5300	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                     	R                                   	R                    	                                       	                                 	                                     	                              	From Leg 151SR; Ch 8; Table 2; p. 158

  SR	Pliocene         	                 	N. atlantica (sin.)	              	151	 910	C	 48	R	CC	   8.00	    458.0500	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                     	R                                   	R                    	                                       	                                 	                                     	                              	From Leg 151SR; Ch 8; Table 2; p. 158

  SR	Pliocene         	                 	N. atlantica (sin.)	              	151	 910	C	 49	R	 1	 118.00	    460.1800	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                     	R                                   	R                    	                                       	                                 	                                     	                              	From Leg 151SR; Ch 8; Table 2; p. 158

  SR	Pliocene         	                 	N. atlantica (sin.)	              	151	 910	C	 49	R	 2	 118.00	    461.6800	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                     	                                    	                     	                                       	                                 	                                     	                              	From Leg 151SR; Ch 8; Table 2; p. 158

  SR	Pliocene         	                 	N. atlantica (sin.)	              	151	 910	C	 49	R	 3	 118.00	    463.1800	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                     	                                    	                     	                                       	                                 	                                     	                              	From Leg 151SR; Ch 8; Table 2; p. 158

  SR	Pliocene         	                 	N. atlantica (sin.)	              	151	 910	C	 49	R	 4	 118.00	    464.6800	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                     	                                    	                     	                                       	                                 	                                     	                              	From Leg 151SR; Ch 8; Table 2; p. 158

  SR	Pliocene         	                 	N. atlantica (sin.)	              	151	 910	C	 49	R	 5	 118.00	    466.1800	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                     	                                    	                     	                                       	                                 	                                     	                              	From Leg 151SR; Ch 8; Table 2; p. 158

  SR	Pliocene         	                 	N. atlantica (sin.)	              	151	 910	C	 49	R	 6	 118.00	    467.6800	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                     	                                    	                     	                                       	                                 	                                     	                              	From Leg 151SR; Ch 8; Table 2; p. 158

  SR	Pliocene         	                 	N. atlantica (sin.)	              	151	 910	C	 49	R	CC	   9.00	    468.4600	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                     	                                    	                     	                                       	                                 	                                     	                              	From Leg 151SR; Ch 8; Table 2; p. 158

  SR	Pliocene         	                 	N. atlantica (sin.)	              	151	 910	C	 50	R	 1	 112.00	    469.8200	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                     	                                    	                     	                                       	                                 	                                     	                              	From Leg 151SR; Ch 8; Table 2; p. 158

  SR	Pliocene         	                 	N. atlantica (sin.)	              	151	 910	C	 50	R	 2	 112.00	    471.3200	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                     	                                    	                     	                                       	                                 	                                     	                              	From Leg 151SR; Ch 8; Table 2; p. 158

  SR	Pliocene         	                 	N. atlantica (sin.)	              	151	 910	C	 50	R	 3	 112.00	    472.8200	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                     	                                    	                     	                                       	                                 	                                     	                              	From Leg 151SR; Ch 8; Table 2; p. 158

  SR	Pliocene         	                 	N. atlantica (sin.)	              	151	 910	C	 50	R	 4	 112.00	    474.3200	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                     	                                    	                     	                                       	                                 	                                     	                              	From Leg 151SR; Ch 8; Table 2; p. 158

  SR	Pliocene         	                 	N. atlantica (sin.)	              	151	 910	C	 50	R	 5	 112.00	    475.8200	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                     	                                    	                     	                                       	                                 	                                     	                              	From Leg 151SR; Ch 8; Table 2; p. 158

  SR	Pliocene         	                 	N. atlantica (sin.)	              	151	 910	C	 50	R	 6	 112.00	    477.3200	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                     	                                    	                     	                                       	                                 	                                     	                              	From Leg 151SR; Ch 8; Table 2; p. 158

  SR	Pliocene         	                 	N. atlantica (sin.)	              	151	 910	C	 50	R	 7	  60.00	    478.3000	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                     	                                    	                     	                                       	                                 	                                     	                              	From Leg 151SR; Ch 8; Table 2; p. 158

  SR	Pliocene         	                 	N. atlantica (sin.)	              	151	 910	C	 50	R	CC	  13.00	    478.5300	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                     	                                    	                     	                                       	                                 	                                     	                              	From Leg 151SR; Ch 8; Table 2; p. 158

  SR	Pliocene         	                 	N. atlantica (sin.)	              	151	 910	C	 51	R	 1	 129.00	    479.6900	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                     	                                    	                     	                                       	                                 	                                     	                              	From Leg 151SR; Ch 8; Table 2; p. 158

  SR	Pliocene         	                 	N. atlantica (sin.)	              	151	 910	C	 51	R	 2	 129.00	    481.1900	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                     	                                    	                     	                                       	                                 	                                     	                              	From Leg 151SR; Ch 8; Table 2; p. 158

  SR	Pliocene         	                 	N. atlantica (sin.)	              	151	 910	C	 51	R	 3	 129.00	    482.6900	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                     	                                    	                     	                                       	                                 	                                     	                              	From Leg 151SR; Ch 8; Table 2; p. 158

  SR	Pliocene         	                 	N. atlantica (sin.)	              	151	 910	C	 51	R	 4	 113.00	    484.0300	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                     	                                    	                     	                                       	                                 	                                     	                              	From Leg 151SR; Ch 8; Table 2; p. 158

  SR	Pliocene         	                 	N. atlantica (sin.)	              	151	 910	C	 51	R	CC	   0.00	    484.6900	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                     	                                    	                     	                                       	                                 	                                     	                              	From Leg 151SR; Ch 8; Table 2; p. 158

  SR	Pliocene         	                 	N. atlantica (sin.)	              	151	 910	C	 52	R	 1	 110.00	    489.1000	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                     	                                    	                     	                                       	                                 	                                     	                              	From Leg 151SR; Ch 8; Table 2; p. 158

  SR	Pliocene         	                 	N. atlantica (sin.)	              	151	 910	C	 52	R	 2	 110.00	    490.6000	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                     	                                    	                     	                                       	                                 	                                     	                              	From Leg 151SR; Ch 8; Table 2; p. 158

  SR	Pliocene         	                 	N. atlantica (sin.)	              	151	 910	C	 52	R	 3	 110.00	    492.1000	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                     	                                    	                     	                                       	                                 	                                     	                              	From Leg 151SR; Ch 8; Table 2; p. 158

  SR	Pliocene         	                 	N. atlantica (sin.)	              	151	 910	C	 52	R	 4	 110.00	    493.6000	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                     	                                    	                     	                                       	                                 	                                     	                              	From Leg 151SR; Ch 8; Table 2; p. 158

  SR	Pliocene         	                 	N. atlantica (sin.)	              	151	 910	C	 52	R	 5	 110.00	    495.1000	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                     	                                    	                     	                                       	                                 	                                     	                              	From Leg 151SR; Ch 8; Table 2; p. 158

  SR	Pliocene         	                 	N. atlantica (sin.)	              	151	 910	C	 52	R	 6	 110.00	    496.6000	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                     	                                    	                     	                                       	                                 	                                     	                              	From Leg 151SR; Ch 8; Table 2; p. 158

  SR	Pliocene         	                 	N. atlantica (sin.)	              	151	 910	C	 52	R	CC	   8.00	    497.7000	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                     	                                    	                     	                                       	                                 	                                     	                              	From Leg 151SR; Ch 8; Table 2; p. 158

  SR	Pliocene         	                 	N. atlantica (sin.)	              	151	 910	C	 53	R	 1	 106.00	    498.7600	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                     	                                    	                     	                                       	                                 	                                     	                              	From Leg 151SR; Ch 8; Table 2; p. 158

  SR	Pliocene         	                 	N. atlantica (sin.)	              	151	 910	C	 53	R	 2	 106.00	    500.2600	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                     	                                    	                     	                                       	                                 	                                     	                              	From Leg 151SR; Ch 8; Table 2; p. 158

  SR	Pliocene         	                 	N. atlantica (sin.)	              	151	 910	C	 53	R	 3	 106.00	    501.7600	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                     	                                    	                     	                                       	                                 	                                     	                              	From Leg 151SR; Ch 8; Table 2; p. 158

  SR	Pliocene         	                 	N. atlantica (sin.)	              	151	 910	C	 53	R	 5	 106.00	    504.2900	Spiegler 	Planktonic Foraminifers                      	               	G                 	R                                     	                                    	                     	                                       	                                 	                                     	                              	From Leg 151SR; Ch 8; Table 2; p. 158

