Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],,Preservation,Group abundance,Bolivina sp.,Alabamina dissonata,Alabamina cf. dissonata,Alabamina sp.,Anomalina praeacuta,Anomalina sp.,Anomalinoides semicribratus,Anomalinoides sp.,Arenobulimina ?,Astacolus parallelus,Astacolus sp.,Bathysiphon sp.,Bulbobaculites ?,Bulimina sp.,Bulimina thanetensis,Buliminella sp.,Cancris ?,Cassidulina subglobosa,Chrysalogonium sp.,Cibicidoides subspiratus,Cibicidoides aff. laurisae,Cibicidoides eocaenus,Cibicidoides cf. eocaenus,Cibicidoides cf. havanensis,Cibicidoides grimsdalei,Cibicidoides havanensis ,Cibicidoides kullenbergi,Cibicidoides praemundulus,Gaudryina pyramidata,Cibicidoides sp.,Gavelinella sp.,Gavelinella hyphalus,Dentalina sp.,Dorothia trochoides,Eggerella bradyi,Eggerella sp.,Ellipsodimorphina macrocephala,Ellipsodimorphina spp.,Ellipsoidella  sp.,Epistominella sp.,Epistominella umbonifera ?,Eponides regularis,Eponides sp.,Fissurina sp.,Globobulimina sp.,Globobulimina pacifica,Globocassidulina globosa,Glomospira sp. ,Guttulina sp.,Gyroidina sp. ,Gyroidinoides globosus,Gyroidinoides spp.,Hoeglundina ?,Kalamopsis (?) ,Karreriella sp. ,Laevidentalina sp.,Lagena sp.,Laticarinina pauperata,Lenticulina cf. adenalensis,Lenticulina sp.,Melonis pompilioides,Melonis sp.,Neoeponides procerus,Neoeponides sp.,Neoflabellina sp.,Nuttallides truempyi,Nodosaria aspera,Nodosaria sp.,Nonion spp.,Oridorsalis sp. ,Oridorsalis umbonatus,Plectofrondicularia cf. kerni,Plectofrondicularia lirata,Pleurostomella acuta,Paralabamina hillebrandti,Pleurostomella tenuis,Pleurostomella sp. ,Polymorphina sp.,Pullenia bulloides,Pleurostomella paleocenica,Pullenia cf. jarvisis,Pullenia quinqueloba,Pyramidulina sp.,Pyrgo sp.,Pyrulina sp.,Quinqueloculina sp.,Saracenaria sp.,Spiroplectammina spectabilis,Spiroloculina depressa,Spiroplectammina sp.,Stilostomella gracillima,Stilostomella lepidula,Stilostomella paleocenica,Stilostomella sp. ,Stilostomella subspinosa,Strictocostella scharbergana,Tritaxia sp.,Trochammina sp.,Turrilina sp.,Uvigerina sp. ,Uvigerina elongata,Valvulina spinosa?,Others,Comments,File Data
342-U1405A-16H-4-W 100/102-FORAM,342,U1405,A,16,16-4,H,4,W,100/102-FORAM,0,2,144.74,144.76,144.8,VG [P21],P [A60],,,,,,P [A21],,,,,,,,,F [A21],,,F [A21],,,,,,,,,,,,,,,A [A21],,,,,,,,,,,A [A21],,,,,,,,F [A21],,,,,,P [A21],,,,,,,,,F [A21],,,,,,,P [A21],,P [A21],,,A [A21],,,P [A21],,,,P [A21],,,,,,F [A21],,P [A21],A [A21],,,,,,,,P [A21],,
342-U1405A-16H-6-W 100/102-FORAM,342,U1405,A,16,16-6,H,6,W,100/102-FORAM,0,2,147.77,147.79,147.8,G [P21],P [A60],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [A21],,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,P [A21],,
342-U1405A-16H-CC-PAL,342,U1405,A,16,16-CC,H,CC,PAL,,0,5,149.2,149.25,149.2,VG [P21],P [A60],,,,,,F [A21],,P [A21],,,P [A21],,,,,,,,P [A21],,,,,P [A21],,,,,,,,,D [A21],P [A21],,,,,,F [A21],,,,P [A21],,,,,,,,A [A21],,F [A21],,,,,,,,,,,,,,P [A21],,,,,,,,F [A21],,,D [A21],,,A [A21],,P [A21],,,,,F [A21],,,P [A21],,F [A21],P [A21],,,,,,,,F [A21],,
342-U1405A-17H-2-W 100/102-FORAM,342,U1405,A,17,17-2,H,2,W,100/102-FORAM,0,2,151.2,151.22,151.2,G [P21],P [A60],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,F [A21],,,,,,,,P [A21],,,,,,,,,,,P [A21],,P [A21],,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1405A-17H-4-W 100/102-FORAM,342,U1405,A,17,17-4,H,4,W,100/102-FORAM,0,2,154.2,154.22,154.2,VG [P21],P [A60],,,,,,F [A21],,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,P [A21],,P [A21],,,,,,,,,,,,,F [A21],,,,,,,,,,,,,,,F [A21],,,,,,,,,,,,,,,,,,,,,P [A21],,
342-U1405A-17H-6-W 100/102-FORAM,342,U1405,A,17,17-6,H,6,W,100/102-FORAM,0,2,157.2,157.22,157.2,G [P21],P [A60],,,,,,F [A21],,,,,,,,,,,,,,,F [A21],,,,,,,,,,,,P [A21],,,,,F [A21],,,P [A21],,P,F [A21],,,,,,,,,,P [A21],,,,P [A21],,,,,,,,,P [A21],,,,F [A21],,,,,,,,,,,,,,,P [A21],,,,,,P [A21],,,,,,,,,,,,,
342-U1405A-17H-CC-PAL,342,U1405,A,17,17-CC,H,CC,PAL,,0,6,158.45,158.51,158.5,VG [P21],P [A60],,,,,,F [A21],,P [A21],,,,,,P,,,,P [A21],F [A21],,,,,,,,,,,,,,A [A21],,,,,F [A21],,,,,,,,,,,,F [A21],,P [A21],,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,F [A21],,,,,,,,,,,,P [A21],F [A21],,,,,,,,,,
342-U1405A-18H-2-W 110/112-FORAM,342,U1405,A,18,18-2,H,2,W,110/112-FORAM,0,2,160.8,160.82,160.8,G [P21],P [A60],,,,,,F [A21],,F [A21],,,,,,,,,,A [A21],,,,,,,,,,,,P [A21],,,A [A21],P [A21],F [A21],,,,,,D [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,F [A21],,,,,,,,,,,,P [A21],P [A21],,P [A21],A [A21],,,,P [A21],,,,P [A21],,
342-U1405A-18H-4-W 110/112-FORAM,342,U1405,A,18,18-4,H,4,W,110/112-FORAM,0,2,163.83,163.85,163.8,G [P21],R [A60],,,,,,A [A21],,P [A21],,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,P [A21],,,,,,A [A21],,,,,,,,,F [A21],,,,,P [A21],,,,,,,,,,,,,,,,P [A21],,,P [A21],,,,,F [A21],,,,,,,P [A21],,,,,,,,,A [A21],,,,,,,,,,
342-U1405A-18H-6-W 86/88-FORAM,342,U1405,A,18,18-6,H,6,W,86/88-FORAM,0,2,166.61,166.63,166.6,G [P21],P [A60],,,,,,A [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,P [A21],,,,,,,,,P [A21],,,P [A21],,,,,,,,,F [A21],,,,,,,,,,,,F [A21],,,F [A21],,,,,,,,,,,,,D [A21],,,,F [A21],,,,,,
342-U1405A-18H-CC-PAL,342,U1405,A,18,18-CC,H,CC,PAL,,0,6,167.7,167.76,167.7,G [P21],P [A60],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],P [A21],,,,,,,,P [A21],only few specimens so all rated present,
342-U1405A-19H-2-W 110/112-FORAM,342,U1405,A,19,19-2,H,2,W,110/112-FORAM,0,2,170.3,170.32,170.3,G [P21],P [A60],,,,,,F [A21],,,,,,,,,,,,A [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [A21],,,,,,,,,,,,,,,,,F [A21],,,,,,
342-U1405A-19H-4-W 110/112-FORAM,342,U1405,A,19,19-4,H,4,W,110/112-FORAM,0,2,173.3,173.32,173.3,G [P21],P [A60],,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,D [A21],,,,,,,,,,
342-U1405A-19H-6-W 100/102-FORAM,342,U1405,A,19,19-6,H,6,W,100/102-FORAM,0,2,176.2,176.22,176.2,G [P21],P [A60],,,,,,P [A21],,F [A21],,,,,,,,,,A [A21],P [A21],,,,,,,,,,,P [A21],,,F [A21],,P [A21],,,P [A21],,,,,,P [A21],,,,,,P [A21],,P [A21],,F [A21],,,,F [A21],,,,,,,,,P [A21],,,P [A21],P [A21],,,,,,,P [A21],P [A21],,,,,,,,,,,,,,,A [A21],A [A21],P [A21],,,F [A21],,,,F [A21],,
342-U1405A-19H-6-W 20/22-FORAM,342,U1405,A,19,19-6,H,6,W,20/22-FORAM,0,2,175.4,175.42,175.4,G [P21],P [A60],,,,P [A21],,,,P [A21],,,,,,,,,,F [A21],,,A [A21],,,,,,,,,,,,A [A21],P [A21],F [A21],,,,,,A [A21],,,F [A21],,,,,,,,P [A21],,P [A21],,,,P [A21],,,,,,,,,,,,,F [A21],,,,,,,,F [A21],,,,,,,,,,,,,,,,D [A21],,,,,,,,F [A21],,
342-U1405A-19H-CC-PAL,342,U1405,A,19,19-CC,H,CC,PAL,,0,5,177.02,177.07,177.0,G [P21],P [A60],,,,,,,,,,,P [A21],,,,,,,F [A21],,,,,,,,,,,,P [A21],,,F [A21],P [A21],,,,,,,,,,,,,,,,,,,,F [A21],,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,P [A21],,P [A21],,,P [A21],,P [A21],,,,A [A21],,,,,,,,P [A21],,
342-U1405A-20H-2-W 110/112-FORAM,342,U1405,A,20,20-2,H,2,W,110/112-FORAM,0,2,179.8,179.82,179.8,M [P21],P [A60],,,,,,,,,,,,,,,,,,P [A21],,P [A21],,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,"few specimens, so all rated present",
342-U1405A-20H-4-W 110/112-FORAM,342,U1405,A,20,20-4,H,4,W,110/112-FORAM,0,2,182.8,182.82,182.8,G [P21],P [A60],,,,,,F [A21],,,,,,,,,,,,P [A21],P [A21],,,,,,,,,,,,,,P [A21],,P [A21],,,,,P [A21],,,,P [A21],,,,,,,,,,P [A21],,,,,P [A21],,,,,,,,P [A21],,,P [A21],P [A21],,,P [A21],,,,,,,,,,,,P [A21],,,,,,P [A21],,,D [A21],,,,,,,,,,
342-U1405A-20H-4-W 15/17-FORAM,342,U1405,A,20,20-4,H,4,W,15/17-FORAM,0,2,181.85,181.87,181.9,G [P21],P [A60],,,,,,F [A21],,,,,,,,,,,,A [A21],,,F [A21],,,,,,,,,,,,,,,,,,,,P [A21],,,F [A21],,,,,,,,P [A21],,F [A21],P [A21],,P [A21],,,,,,,,,,F [A21],,,P [A21],,,,P [A21],,P [A21],,,,,,,,P [A21],,F [A21],,,,,,P [A21],,,D [A21],,,,,,,,P [A21],,
342-U1405A-20H-6-W 80/82-FORAM,342,U1405,A,20,20-6,H,6,W,80/82-FORAM,0,2,185.5,185.52,185.5,VG [P21],P [A60],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,P [A21],,,,,P [A21],,P [A21],,,,,,,,,P [A21],,,,,,,,,"few specimens, so all rated present",
342-U1405A-20H-CC-PAL,342,U1405,A,20,20-CC,H,CC,PAL,,0,8,186.57,186.65,186.6,G [P21],P [A60],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,
342-U1405A-21H-2-W 110/112-FORAM,342,U1405,A,21,21-2,H,2,W,110/112-FORAM,0,2,188.87,188.89,188.9,G [P21],P [A60],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,P [A21],,,,,,,,,,,,,P [A21],,P [A21],,,"few specimens, so all rated present",
342-U1405A-21H-4-W 110/112-FORAM,342,U1405,A,21,21-4,H,4,W,110/112-FORAM,0,2,191.9,191.92,191.9,G [P21],P [A60],,,,,,,,F [A21],,,,,,,,,,P [A21],,,,,,,,,,,,P [A21],,,,,,,,,,,A [A21],,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,P [A21],,,,,,,,,A [A21],,,,,,,,,,
342-U1405A-21H-6-W 62/64-FORAM,342,U1405,A,21,21-6,H,6,W,62/64-FORAM,0,2,194.14,194.16,194.2,G [P21],P [A60],,,,,,,,,,,,,,,,,,P [A21],,,,,,,P [A21],,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,P [A21],,,,,,,P [A21],,,,,,,,,,P [A21],,,,,"few specimens, so all rated present",
342-U1405A-21H-CC-PAL,342,U1405,A,21,21-CC,H,CC,PAL,,0,6,194.89,194.95,194.9,VG [P21],P [A60],,,,,,P [A21],,P [A21],,,,,,,,,,F [A21],,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,F [A21],P [A21],,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,F [A21],,,,,,,,,,
342-U1405A-22H-2-W 110/112-FORAM,342,U1405,A,22,22-2,H,2,W,110/112-FORAM,0,2,198.8,198.82,198.8,G [P21],P [A60],,,,,,P [A21],,,,,,,,,,,,A [A21],,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,A [A21],,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,A [A21],,,,F [A21],,,,,,,,P [A21],,,,,,,,,,,
342-U1405A-22H-4-W 110/112-FORAM,342,U1405,A,22,22-4,H,4,W,110/112-FORAM,0,2,201.8,201.82,201.8,VG [P21],P [A60],,,,,,,,,,,,,,,,,,D [A21],,,,,,,P [A21],,,,,,,,,,,,,,,,,,,P [A21],,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [A21],,,,,,,P [A21],,,,,,P [A21],,,F [A21],,,,,,,,P [A21],,
342-U1405A-22H-6-W 110/112-FORAM,342,U1405,A,22,22-6,H,6,W,110/112-FORAM,0,2,204.8,204.82,204.8,,P [A60],,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,only one specimen!,
342-U1405A-22H-CC-PAL,342,U1405,A,22,22-CC,H,CC,PAL,,0,7,206.07,206.14,206.1,VG [P21],P [A60],,,,,,P [A21],,,,,,,,,,,,F [A21],,,,,,,,,,,,,,,P [A21],,,P,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,P [A21],,,F [A21],,P [A21],,,,,P [A21],,,,,,P [A21],,,,,,,,P [A21],,
342-U1405A-23H-2-W 110/112-FORAM,342,U1405,A,23,23-2,H,2,W,110/112-FORAM,0,2,208.3,208.32,208.3,M [P21],P [A60],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,"few specimens, so all rated present",
342-U1405A-23H-4-W 110/112-FORAM,342,U1405,A,23,23-4,H,4,W,110/112-FORAM,0,2,211.3,211.32,211.3,M [P21],P [A60],,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,P [A21],,,,P [A21],,,,,"few specimens, so all rated present",
342-U1405A-23H-6-W 110/112-FORAM,342,U1405,A,23,23-6,H,6,W,110/112-FORAM,0,2,214.3,214.32,214.3,M [P21],P [A60],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"few specimens, so all rated present",
342-U1405A-23H-CC-PAL,342,U1405,A,23,23-CC,H,CC,PAL,,0,23,214.62,214.85,214.7,G [P21],P [A60],,,,,,,,,,,,,,,,,,F [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1405A-24H-2-W 100/102-FORAM,342,U1405,A,24,24-2,H,2,W,100/102-FORAM,0,2,217.7,217.72,217.7,G [P21],P [A60],,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,"few specimens, so all rated present",
342-U1405A-24H-4-W 100/102-FORAM,342,U1405,A,24,24-4,H,4,W,100/102-FORAM,0,2,220.7,220.72,220.7,G [P21],P [A60],,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,P [A21],,,P [A21],,,,,,,,,,,P [A21],,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,P [A21],,,,,,,,,"few specimens, so all rated present",
342-U1405A-24H-6-W 100/102-FORAM,342,U1405,A,24,24-6,H,6,W,100/102-FORAM,0,2,222.91,222.93,222.9,G [P21],P [A60],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,P [A21],,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,P [A21],,,,,,,,,"few specimens, so all rated present",
342-U1405A-24H-CC-PAL,342,U1405,A,24,24-CC,H,CC,PAL,,0,5,224.56,224.61,224.6,VG [P21],P [A60],,,,,,,,F [A21],,,,,,,,,,F [A21],P [A21],,,,,,P [A21],,,,,P [A21],,,F [A21],,,,,,,,,,,,,,,,,P [A21],,P [A21],,F [A21],,,,P [A21],,P [A21],,,,P [A21],,,,,,,P [A21],,,,,,,,,,,P [A21],,P [A21],,F [A21],,,,,,,,,F [A21],,,,,,,,,,
342-U1405A-25H-3-W 100/102-FORAM,342,U1405,A,25,25-3,H,3,W,100/102-FORAM,0,2,228.7,228.72,228.7,M [P21],P [A60],,,,,,P [A21],,P [A21],,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,P [A21],"few specimens, so all rated present",
342-U1405A-25H-7-PAL,342,U1405,A,25,25-7,H,7,PAL,,0,5,234.02,234.07,234.0,VG [P21],P [A60],,,,,,,,F [A21],,,,,,,,,,P [A21],,,,,,,,,,,,P [A21],,,D [A21],F [A21],P [A21],,,,,,,,,,,,,,,F [A21],,P [A21],,F [A21],,,,,,,,,,,,,,P [A21],,,P [A21],,,,,P [A21],,,P [A21],,,P [A21],,,,,,,,,,,,P [A21],A [A21],,,,,,,,F [A21],,
342-U1405A-26H-4-W 5/7-FORAM,342,U1405,A,26,26-4,H,4,W,5/7-FORAM,0,2,237.09,237.11,237.1,G [P21],P [A60],,,,,,,,,,,,,,,,,,P [A21],A [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [A21],,,,,,,,,,,,,,,,,P [A21],,
342-U1405A-26H-CC-PAL,342,U1405,A,26,26-CC,H,CC,PAL,,0,5,241.89,241.94,241.9,VG [P21],P [A60],,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,P [A21],,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,P [A21],,,P [A21],,,,,,,,,,,,P [A21],,,,,,,,,,,
342-U1405A-27X-CC-PAL,342,U1405,A,27,27-CC,X,CC,PAL,,0,1,247.16,247.17,247.2,VG [P21],P [A60],,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,P [A21],,,F [A21],P [A21],,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,F [A21],,,,,,,,P [A21],,
342-U1405A-28X-CC-PAL,342,U1405,A,28,28-CC,X,CC,PAL,,0,5,253.38,253.43,253.4,VG [P21],R [A60],,,,,,,,,,,,,,,,,,F [A21],,,,,,,,,,,,,,,F [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [A21],,,,,,,,,,
342-U1405A-29X-2-W 110/112-FORAM,342,U1405,A,29,29-2,X,2,W,110/112-FORAM,0,2,263.7,263.72,263.7,G [P21],P [A60],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,"few specimens, so all rated present",
342-U1405A-29X-CC-PAL,342,U1405,A,29,29-CC,X,CC,PAL,,0,5,265.54,265.59,265.6,VG [P21],P [A60],,,,,,,,P [A21],,,,P [A21],,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,P,,P [A21],,,,,,,P [A21],,,,,,,,,,,,,,,,,,,
342-U1405A-30X-CC-PAL,342,U1405,A,30,30-CC,X,CC,PAL,,0,7,272.69,272.76,272.7,G [P21],P [A60],,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,P [A21],P [A21],,,,,,,,,,,,,,,,P [A21],,F [A21],,,,,P [A21],,,,,,,,,,,,,,P [A21],,,,,,,,,,,F [A21],,,,,,,,,,,,F [A21],,,,,,,,,,,
342-U1405A-31X-1-W 55/55-FORAM,342,U1405,A,31,31-1,X,1,W,55/55-FORAM,0,0,280.85,280.85,280.9,VG [P21],P [A60],,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,"few specimens, so all rated present",
342-U1405A-31X-CC-PAL,342,U1405,A,31,31-CC,X,CC,PAL,,0,9,281.36,281.45,281.4,M [P21],D [A60],,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,P [A21],P,,,P,,,F [A21],,,,,,,,,,,P [A21],,A,,,P [A21],,,,,,,,,,,P,,,,,,,,,,,,,,P,,,,,,,,,,F [A21],,A,,,,,,,,,,,
342-U1405A-32X-1-W 61/62-FORAM,342,U1405,A,32,32-1,X,1,W,61/62-FORAM,0,1,290.41,290.42,290.4,G [P21],P [A60],,,,,,P [A21],,P [A21],,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,P [A21],,,,,,,,,,,,,,,,,,,,,,"few specimens, so all rated present",
342-U1405A-32X-CC-PAL,342,U1405,A,32,32-CC,X,CC,PAL,,0,5,291.14,291.19,291.2,G [P21],P [A60],,,,,,,,F [A21],,,,,,,,,,F,,,,,,,P,,,,,F [A21],,,,F [A21],,,,,,,D,,,,,,,,,P [A21],,A [A21],,F,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,F [A21],,,,,P,,,,,P,,,P,,,,,,,,F [A21],,
342-U1405A-33X-2-W 84/86-FORAM,342,U1405,A,33,33-2,X,2,W,84/86-FORAM,0,2,301.54,301.56,301.6,G [P21],P [A60],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,P [A21],,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,P [A21],"few specimens, so all rated present",
342-U1405A-33X-4-W 92/94-FORAM,342,U1405,A,33,33-4,X,4,W,92/94-FORAM,0,2,304.62,304.64,304.6,G [P21],P [A60],,,,,,P [A21],,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,"few specimens, so all rated present",
342-U1405A-33X-5-W 86/88-FORAM,342,U1405,A,33,33-5,X,5,W,86/88-FORAM,0,2,306.06,306.08,306.1,VG [P21],P [A60],,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,very small sample!,
342-U1405A-33X-CC-PAL,342,U1405,A,33,33-CC,X,CC,PAL,,0,5,306.98,307.03,307.0,VG [P21],P [A60],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [A21],,,,P [A21],,,P [A21],,,,,,,,,,,,,,F [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
