Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],PF Preservation,% Planktic Foraminifera within whole sample,PF Zone,Comments,Beella digitata,Beella praedigitiata,Bolliella adamsi,Candeina nitida,Cassigerinella chipolensis,Catapsydrax dissimillis,Catapsydrax parvulus,Catapsydrax stainforthi,Catapsydrax unicavus,Clavatorella bermudezi,Dentoglobigerina altispira,Dentoglobigerina altispira globosa,Dentoglobigerina baroemoensis,Dentoglobigerina larmeui,Dentoglobigerina tripartita s. str.,Globigerina anguliofficinalis,Globigerina angustiumbilicata,Globigerina bulloides,Globigerina ciperoensis,Globigerina eamesi,Globigerina euapertura,Globigerina falconensis,Globigerina gnaucki,Globigerina officinalis,Globigerina praebulloides,Globigerina quinqueloba,Globigerina winkleri,Globigerinatella insueta,Globigerinella calida,Globigerinella obesa,Globigerinella praesiphonifera,Globigerinella siphonifera,Globigerinita boweni,Globigerinita glutinata,Globigerinita naparimaensis,Globigerinita uvula,Globigerinoides altiaperturus,Globigerinoides bisphericus,Globigerinoides conglobatus,Globigerinoides diminutus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides immaturus,Globigerinoides mitra,Globigerinoides obliquus,Globigerinoides primordius,Globigerinoides quadrilobatus,Globigerinoides ruber,Globigerinoides ruber (pink),Globigerinoides sacculifer,Globigerinoides subquadratus,Globigerinoides trilobus,Globoquadrina binaiensis,Globoquadrina cf. binaiensis,Globoquadrina conglomerata,Globoquadrina dehiscens,Globoquadrina sellii,Globoquadrina venezuelana,Globorotalia (Fohsella) fohsi,Globorotalia (Forsella) fohsi lobata,Globorotalia (Fohsella) fohsi robusta,Globorotalia (Fohsella) peripheroacuta,Globorotalia (Fohsella) peripheroronda,Globorotalia (Fohsella) praefohsi,Globorotalia (Globoconella) conoidea,Globorotalia (Globoconella) conomiozea,Globorotalia (Globoconella) inflata,Globorotalia (Globoconella) miozea,Globorotalia (Globoconella) puncticulata,Globorotalia (Globoconella) sphericomiozea,Globorotalia (Hirsutella) cibaoenisis,Globorotalia (Hirsutella) hirsuta,Globorotalia (Hirsutella) margaritae,Globorotalia (Hirsutella) scitula,Globorotalia (Menardella) archeomenardii,Globorotalia (Menardella) cultrata,Globorotalia (Menardella) exilis,Globorotalia (Menardella) fimbriata,Globorotalia (Menardella) limbata,Globorotalia (Menardella) menardii,Globorotalia (Menardella) multicamerata,Globorotalia (Menardella) pertenuis,Globorotalia (Menardella) praemenardii,Globorotalia (Truncorotalia) tosaensis,Globorotalia (Truncorotalia) truncatulinoides,Globorotalia birnageae,Globorotalia crassaformis crassaformis,Globorotalia crassaformis hessi,Globorotalia crassaformis oceanica,Globorotalia crassaformis ronda,Globorotalia crassaformis viola,Globorotalia flexuosa,Globorotalia ichinosekiensis,Globorotalia iwaiensis,Globorotalia lenguaensis,Globorotalia merotumida,Globorotalia plesiotumida,Globorotalia praescitula,Globorotalia pseudomiocenica,Globorotalia tumida,Globorotalia ungulata,Globorotaloides hexagona,Globorotaloides suteri,Globorotaloides variabilis,Globoturborotalita decoraperta,Globoturborotalita druryi,Globoturborotalita nepenthes,Globoturborotalita rubescens,Globoturborotalita woodi,Globoturborotalita woodi connecta,Hastigerina pelagica,Neogloboquadrina acostaensis (D),Neogloboquadrina acostaensis (S),Neogloboquadrina asanoi,Neogloboquadrina dutertrei,Neogloboquadrina humerosa,Neogloboquadrina pachyderma,Neogloboquadrina pseudopima,Orbulina suturalis,Orbulina universa,Paragloborotalia bella,Paragloborotalia continuosa,Paragloborotalia kugleri,Paragloborotalia mayeri,Paragloborotalia nana,Paragloborotalia partimlabiata,Paragloborotalia pseudocontinuosa,Paraglobrotalia pseudokugleri,Paragloborotalia semivera,Paragloborotalia siakensis,Praeobulina glomerosa,Praeorbulina circularis,Praeorbulina curva,Praeorbulina sicana,Praeorbulina transitoria,Pulleniatina finalis,Pulleniatina obliquiloculata (D),Pulleniatina obliquiloculata (S),Pulleniatina praecursor,Pulleniatina praespectabilis,Pulleniatina primalis (D),Pulleniatina primalis (S),Pulleniatina spectabilis,Sphaeroidinella dehiscens s.l.,Sphaeroidinellopsis hancocki,Sphaeroidinellopsis multiloba,Sphaeroidinellopsis seminulina,Sphaeroidnellopsis disjuncta,Tenuitella gemma,Tenuitellinata praestainforthi,Turborotalita humilis,Zone,Zone group
321-U1337A-12H-CC,321,U1337,A,12,12-CC,H,CC,,,0,0,110.23,110.23,M [320_PF],0,M14-M13b,"Lots of radiolaria and carbonate chunks, few planktic foraminifera present",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,P [320_PFs],,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,
321-U1337A-13H-1-W,321,U1337,A,13,13-1,H,1,W,,0,2,110,110.02,G [320_PF],81,M14M13b,,,,,,,,,,,,R [320_PFs],R [320_PFs],,,,,P [320_PFs],,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,R [320_PFs],,,,F [320_PFs],,,,,D [320_PFs],,R [320_PFs],,,,R [320_PFs],,F [320_PFs],,,,,,,,,,,,,,,,P [320_PFs],,,,,,R [320_PFs],,,,,,,,,,,,,,,,,R [320_PFs],,P [320_PFs],,,,,,,,,,,,,P [320_PFs],,,,,,,F [320_PFs],F [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_PFs],,,,,,
321-U1337A-13H-4-W,321,U1337,A,13,13-4,H,4,W,,0,2,114.5,114.52,G [320_PF],62,M14M13b,,,,,P [320_PFs],,,,,,,A [320_PFs],,,,,,,,,,,,,,,,,,,R [320_PFs],,P [320_PFs],,,,,,,R [320_PFs],,,,,,F [320_PFs],,A [320_PFs],R [320_PFs],,R [320_PFs],,R [320_PFs],,,R [320_PFs],R [320_PFs],,R [320_PFs],,,,,,,,,,,,,,,,P [320_PFs],,,,,,R [320_PFs],,,,,,,,,,,,,,,,,R [320_PFs],,R [320_PFs],,,,,,P [320_PFs],,,,,,,,,,,,,,R [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,R [320_PFs],D [320_PFs],,,,,,
321-U1337A-13H-CC,321,U1337,A,13,13-CC,H,CC,,,0,5,119.62,119.67,G [320_PF],47,M14M13b,,,,,,,,,,,,A [320_PFs],R [320_PFs],,,,,,R [320_PFs],,,,,,,,,,,,,,R [320_PFs],,,,,,,,,,,,,A [320_PFs],,,R [320_PFs],,A [320_PFs],,,,,,,,F [320_PFs],,,,,,,,,,,,,,,,R [320_PFs],,,F [320_PFs],,,A [320_PFs],,,,,,,,,,,,,,,,,F [320_PFs],,,,,,,,,,,,,,,,,,,,,,R [320_PFs],F [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_PFs],,,,,,
321-U1337A-14H-2-W,321,U1337,A,14,14-2,H,2,W,,0,2,121,121.02,G [320_PF],14,M14M13b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,D [320_PFs],,,,,,
321-U1337A-14H-4-W,321,U1337,A,14,14-4,H,4,W,,0,2,124.05,124.07,M [320_PF],32,M14M13b,,,,,,,,,,,,A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,A [320_PFs],,F [320_PFs],,,R [320_PFs],,,,,R [320_PFs],R [320_PFs],,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,F [320_PFs],,,,,,,,,,,,,,,,,A [320_PFs],,P [320_PFs],,,,,,,,,,,,,,,,,,,,R [320_PFs],A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_PFs],,,,,,
321-U1337A-14H-CC,321,U1337,A,14,14-CC,H,CC,,,0,5,129.23,129.28,G [320_PF],39,M14M13b,,,,,,,,,,,,F [320_PFs],,P [320_PFs],,,,,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,F [320_PFs],,,,,,,,A [320_PFs],,,,,,,,,,,,,,,,P [320_PFs],,,,,,D [320_PFs],,,,,,,,,,,,,,,,,F [320_PFs],,,,,,,,,,,,,,,,R [320_PFs],,,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_PFs],,,,,,
321-U1337A-15H-2-W 30/32-FORAM,321,U1337,A,15,15-2,H,2,W,30/32-FORAM,0,2,130.795,130.815,M [320_PF],30,M14M13b,infilling,,,,,,,,,,,D [320_PFs],P [320_PFs],,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,R [320_PFs],,R [320_PFs],,,F [320_PFs],,R [320_PFs],,,,,,R [320_PFs],,,,,,,,,,,,,,,,P [320_PFs],,,,,,F [320_PFs],,,,,,,,,,,,,,,,R [320_PFs],A [320_PFs],,R [320_PFs],,,,,,,,,,,,,,,,,,,,R [320_PFs],F [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_PFs],,,,,,
321-U1337A-15H-4-W 104/106-FORAM,321,U1337,A,15,15-4,H,4,W,104/106-FORAM,0,2,134.535,134.555,M [320_PF],8,M14M13b,"overgrowth, slightly colored",,,,,,,,,,,A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_PFs],,F [320_PFs],,,R [320_PFs],,R [320_PFs],,,,,,A [320_PFs],,,,,,,,,,,,,,,,P [320_PFs],,,,,,R [320_PFs],,,,,,,,,,,,,,,,R [320_PFs],R [320_PFs],,,,,,,,,,P [320_PFs],,R [320_PFs],,,P [320_PFs],,,,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_PFs],,,,,,
321-U1337A-15H-CC,321,U1337,A,15,15-CC,H,CC,,,0,5,138.66,138.71,G [320_PF],18,M14M13b,,,,,,,,,,,,D [320_PFs],,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,F [320_PFs],,,,A [320_PFs],,,R [320_PFs],,A [320_PFs],,,,,,,,R [320_PFs],,,,,,,,,,P [320_PFs],,,,,,,,,,,,A [320_PFs],,,,,,,,,,,,,,,,,F [320_PFs],,,,,,,,,,,,,,,,,,,,,R [320_PFs],R [320_PFs],F [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-16H-2-W,321,U1337,A,16,16-2,H,2,W,,0,2,140,140.02,M [320_PF],32,M14M13b,overgrowth,,,,,,,,,,,A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_PFs],,F [320_PFs],,,R [320_PFs],,R [320_PFs],,,,,,A [320_PFs],,,,,,,,,,,,,,,,P [320_PFs],,,,,,R [320_PFs],,,,,,,,,,,,,,,,R [320_PFs],R [320_PFs],,,,,,,,,,P [320_PFs],,R [320_PFs],,,P [320_PFs],,,,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_PFs],,,,,,
321-U1337A-16H-4-W,321,U1337,A,16,16-4,H,4,W,,0,2,143,143.02,M [320_PF],2,M13a,rare,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,P [320_PFs],,,P [320_PFs],,P [320_PFs],,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,
321-U1337A-16H-CC,321,U1337,A,16,16-CC,H,CC,,,0,5,148.34,148.39,G [320_PF],0,?,,,,,,,,,,,,P [320_PFs],P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,
321-U1337A-17H-3-W,321,U1337,A,17,17-3,H,3,W,,0,2,151,151.02,G [320_PF],20,M13a,,,,,,,,,,,,A [320_PFs],R [320_PFs],R [320_PFs],,,,,R [320_PFs],,,,,,,,,,,,R [320_PFs],,,,,,,,,,,,,R [320_PFs],,A [320_PFs],,R [320_PFs],P [320_PFs],,F [320_PFs],,R [320_PFs],,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,R [320_PFs],,,,A [320_PFs],,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,,,P [320_PFs],,,,,P [320_PFs],,,,,,,R [320_PFs],F [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_PFs],,,,,,
321-U1337A-17H-5-W,321,U1337,A,17,17-5,H,5,W,,0,2,154,154.02,G [320_PF],24,M13a,,,,,,,,,,,,D [320_PFs],,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,,,,,A [320_PFs],,R [320_PFs],,A [320_PFs],P [320_PFs],,D [320_PFs],,F [320_PFs],,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,P [320_PFs],,,,P [320_PFs],,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,P [320_PFs],,,,,,P [320_PFs],,,,,,,F [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,
321-U1337A-17H-CC,321,U1337,A,17,17-CC,H,CC,,,0,5,157.82,157.87,M [320_PF],29,?,heavy fragmentation,,,,,,,,,,,F [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_PFs],,,,,A [320_PFs],,,,,,,,A [320_PFs],,,,,,,,,,,,,,,,,,,,,,A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_PFs],,,,,,
321-U1337A-18H-3-W 141/143-FORAM,321,U1337,A,18,18-3,H,3,W,141/143-FORAM,0,2,161.93,161.95,M [320_PF],16,M13a,infilling,,,,,,,,,,,A [320_PFs],R [320_PFs],,,,,,F [320_PFs],,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,R [320_PFs],,R [320_PFs],,F [320_PFs],,,A [320_PFs],,R [320_PFs],,,,,,F [320_PFs],,,,,,,,,,,,,,,,,,R [320_PFs],,,,F [320_PFs],,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,,,P [320_PFs],,,,,,P [320_PFs],,,,,,,R [320_PFs],,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,F [320_PFs],,,,,,
321-U1337A-18H-5-W 83/85-FORAM,321,U1337,A,18,18-5,H,5,W,83/85-FORAM,0,2,164.37,164.39,M [320_PF],19,?,overgrowth,,,,,,,,,,,P [320_PFs],P [320_PFs],P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,P [320_PFs],,P [320_PFs],,,P [320_PFs],,P [320_PFs],,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,
321-U1337A-18H-CC,321,U1337,A,18,18-CC,H,CC,,,0,5,167.31,167.36,,0,,Barren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-19H-4-W,321,U1337,A,19,19-4,H,4,W,,0,2,171.5,171.52,P [320_PF],2,?,surface disolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,P [320_PFs],,,,,,,P [320_PFs],,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-19H-6-W,321,U1337,A,19,19-6,H,6,W,,0,2,174.5,174.52,M [320_PF],0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-19H-CC,321,U1337,A,19,19-CC,H,CC,,,0,5,176.79,176.84,,0,,Barren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-20H-7-W,321,U1337,A,20,20-7,H,7,W,,0,2,185.5,185.52,M [320_PF],0,?,Barren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,
321-U1337A-20H-CC,321,U1337,A,20,20-CC,H,CC,,,0,5,186.17,186.22,,0,,Barren. Diatom mats. Barren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-21H-2-W,321,U1337,A,21,21-2,H,2,W,,0,2,187.5,187.52,P [320_PF],0,?,surface disolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-21H-5-W,321,U1337,A,21,21-5,H,5,W,,0,2,192.01,192.03,,0,,Barren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-21H-CC,321,U1337,A,21,21-CC,H,CC,,,0,5,195.48,195.53,,0,,Barren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-22X-1-W 50/52-FORAM,321,U1337,A,22,22-1,X,1,W,50/52-FORAM,0,2,196,196.02,M [320_PF],0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,
321-U1337A-22X-CC,321,U1337,A,22,22-CC,X,CC,,,0,5,197.89,197.94,,0,,Barren. Diatom mats. Barren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-23X-2-W,321,U1337,A,23,23-2,X,2,W,,0,2,205.8,205.82,M [320_PF],3,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,
321-U1337A-23X-4-W,321,U1337,A,23,23-4,X,4,W,,0,2,208.8,208.82,M [320_PF],0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,
321-U1337A-23X-CC,321,U1337,A,23,23-CC,X,CC,,,0,5,213.75,213.8,,0,,Barren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-24X-2-W,321,U1337,A,24,24-2,X,2,W,,0,2,215.4,215.42,P [320_PF],0,?,surface disolved,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-24X-4-W,321,U1337,A,24,24-4,X,4,W,,0,2,218,218.02,,0,,Barren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-24X-CC,321,U1337,A,24,24-CC,X,CC,,,0,5,218.98,219.03,G [320_PF],14,M11,"Some infilling, pyrite, <150 micron size fraction rich in radiolaria",,,,,,,,,,,,,A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_PFs],,,,,A [320_PFs],,,,,,D [320_PFs],,,,,,,,,,,,,,,,R [320_PFs],,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,,,,,F [320_PFs],,,,A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,
321-U1337A-25X-3-W,321,U1337,A,25,25-3,X,3,W,,0,2,226.4,226.42,M [320_PF],8,M11,dominant coiling direction of Paragloborotalia is sinistral,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,P [320_PFs],,,P [320_PFs],,P [320_PFs],,,,,,P [320_PFs],,,,,,,,,,,,,,,,,P [320_PFs],,,,,,
321-U1337A-25X-5-W,321,U1337,A,25,25-5,X,5,W,,0,2,229.4,229.42,M [320_PF],67,M11,dominant coiling direction of Paragloborotalia is sinistral,,,,,,,,,,,D [320_PFs],,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,F [320_PFs],,A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],R [320_PFs],,R [320_PFs],,,,,,,,,,R [320_PFs],,,P [320_PFs],,P [320_PFs],,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,F [320_PFs],,,,,
321-U1337A-25X-CC,321,U1337,A,25,25-CC,X,CC,,,0,5,232.71,232.76,P [320_PF],43,M10,dominant coiling direction of Paragloborotalia is sinistral,,,,,,,,,,,D [320_PFs],R [320_PFs],R [320_PFs],,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,A [320_PFs],,,,,,,P [320_PFs],,,,,,,,,P [320_PFs],,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,F [320_PFs],,,,,,,,,,,,,P [320_PFs],,R [320_PFs],,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,F [320_PFs],,,,,
321-U1337A-26X-3-W,321,U1337,A,26,26-3,X,3,W,,0,2,236,236.02,P [320_PF],24,M10,infilling; dominant coiling direction of Paragloborotalia is sinistral,,,,,,,,,,,A [320_PFs],R [320_PFs],A [320_PFs],,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D [320_PFs],,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,P [320_PFs],,P [320_PFs],,,,,,P [320_PFs],,,,,,,,,,,,,,,,,P [320_PFs],,,,,,
321-U1337A-26X-5-W,321,U1337,A,26,26-5,X,5,W,,0,2,239,239.02,M [320_PF],21,M10,,,,,,,,,,,,A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,,D [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],F [320_PFs],,P [320_PFs],,F [320_PFs],,,,,,P [320_PFs],,,,,,,,,,,,,,,,,R [320_PFs],,,,,,
321-U1337A-26X-CC,321,U1337,A,26,26-CC,X,CC,,,0,5,242.42,242.47,M [320_PF],43,N12,dominant coiling direction of Paragloborotalia is sinistral,,,,,,,,,,,D [320_PFs],,,,,,,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,F [320_PFs],,,,R [320_PFs],,,,,,,D [320_PFs],R [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,,P [320_PFs],P [320_PFs],,,,R [320_PFs],,,,,,R [320_PFs],,,,,,,,,,,,,,,,,R [320_PFs],R [320_PFs],,,,,
321-U1337A-27X-CC,321,U1337,A,27,27-CC,X,CC,,,0,5,243.35,243.4,,0,,Barren. Diatom mats. Barren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
