Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Sponge spicules	Sceptroneis spp.	Cestodiscus antarcticus	Asteromphalus spp.	Synedra jouseana	Stephanopyxis turris	Rocella vigilans	Actinocyclus spp.	Pyxilla fragments	Pyrgupyxis spp.	Pseudotriceratium radiosoreticulatum	Hemiaulus spp.	Chaetoceros spp. (resting spores)	Azpeitia oligocenica	Azpeitia gombosi	Lisitzinia ornata	Azpeitia praenodulifera	Rocella gelida  var. schraderi	Rocella gelida	Coscinodiscus marginatus	Coscinodiscus lewisianus var. levis	Rossiella symmetrica	Proboscia praebarboi	Coscinodiscus rhombicus	Cestodiscus pulchellus	Thalassiosira spp.	Coscinodiscus spp.	Silicoflagellate tests	Odontella aurita	Denticulopsis maccollumii	Nitzschia evenscens	Ethmodiscus rex	Thalassiothrix antarctica	Thalassionema nitzschioides  var. parva	Azpeitia cf. nodulifer	Actinocyclus ingens  var. nodus	Actinocyclus cf. karstenii	Denticulopsis dimorpha	Proboscia barboi	Actinocyclus karstenii	Hemidiscus cuneiformis	Azpeitia tabularis	Denticulopsis hustedtii	Actinocyclus ingens var. ovalis	Fragilariopsis reinholdii	Fragilariopsis fossilis	Hemidiscus karstenii	Fragilariopsis spp.	Fragilariopsis barronii	Asteromphalus parvulus	Azpeitia nodulifera	Thalassiosira oliverana	Fragilariopsis weaveri	Thalassiosira striata	Thalassiosira inura	Thalassiosira insigna	Thalassiosira fasciculata	Thalassiosira eccentrica	Thalassiosira complicata	Thalassiosira lentiginosa	Thalassionema nitzschioides	Diploneis bombus	Thalassiosira oestrupii	Thalassiosira leptopus	Fragilariopsis kerguelensis	Thalassiosira gracilis	Rhizosolenia spp.	Thalassiosira tetraoestrupii var. reimeri	Corethron criophilum	Actinocyclus curvatulus	Actinocyclus actinochilus	Stellarima microtrias	Rhizosolenia bergonii	Thalassiosira trifulta	Azpeitia neocrenulata	Actinocyclus dimorphus	Nitzschia sicula	Eucampia antarctica	Comment
  IR	                 	                 	                  	              	189	1170	A	 40	X	CC	  25.00	    367.0300	diatoms  	Diatoms                                      	T              	P                 	T              	                	                       	                  	                	                    	                	                 	                 	               	                                    	              	                                 	                    	                	                 	                       	                              	              	R                       	                                   	                    	                    	                       	                      	                  	T                 	                      	                	                         	                   	               	                         	                                       	                      	                               	                          	                      	                	                      	                      	                  	                       	                               	                         	                       	                    	                   	                       	                      	                   	                       	                      	                     	                   	                     	                         	                        	                        	                         	                           	                	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	 41	X	CC	  29.00	    376.5300	diatoms  	Diatoms                                      	R              	P                 	T              	                	                       	                  	                	                    	                	                 	R                	R              	                                    	              	                                 	                    	                	                 	                       	R                             	              	                        	                                   	                    	                    	                       	                      	R                 	                  	                      	                	                         	                   	               	                         	                                       	                      	                               	                          	                      	                	                      	                      	                  	                       	                               	                         	                       	                    	                   	                       	                      	                   	                       	                      	                     	                   	                     	                         	                        	                        	                         	                           	                	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	 42	X	CC	  29.00	    387.1700	diatoms  	Diatoms                                      	A              	MG                	C              	                	                       	                  	C               	F                   	                	                 	C                	C              	R                                   	              	                                 	F                   	C               	                 	                       	C                             	C             	C                       	                                   	F                   	F                   	F                      	R                     	                  	                  	                      	                	                         	                   	               	                         	                                       	                      	                               	                          	                      	                	                      	                      	                  	                       	                               	                         	                       	                    	                   	                       	                      	                   	                       	                      	                     	                   	                     	                         	                        	                        	                         	                           	                	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	 43	X	CC	  14.00	    396.6300	diatoms  	Diatoms                                      	A              	G                 	               	                	                       	                  	                	                    	C               	                 	F                	F              	                                    	              	                                 	F                   	                	                 	C                      	A                             	R             	F                       	C                                  	                    	                    	                       	                      	                  	                  	                      	                	                         	                   	               	                         	                                       	                      	                               	                          	                      	                	                      	                      	                  	                       	                               	                         	                       	                    	                   	                       	                      	                   	                       	                      	                     	                   	                     	                         	                        	                        	                         	                           	                	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	 44	X	CC	  31.00	    405.8300	diatoms  	Diatoms                                      	A              	G                 	A              	                	                       	                  	C               	                    	C               	                 	F                	F              	                                    	              	                                 	F                   	                	                 	C                      	                              	              	                        	                                   	                    	                    	                       	                      	                  	                  	                      	                	                         	                   	               	                         	                                       	                      	                               	                          	                      	                	                      	                      	                  	                       	                               	                         	                       	                    	                   	                       	                      	                   	                       	                      	                     	                   	                     	                         	                        	                        	                         	                           	                	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	 45	X	CC	  30.00	    410.0500	diatoms  	Diatoms                                      	A              	G                 	C              	                	                       	                  	C               	                    	C               	                 	F                	F              	                                    	              	                                 	                    	                	R                	                       	                              	              	                        	                                   	                    	                    	                       	                      	                  	                  	                      	                	                         	                   	               	                         	                                       	                      	                               	                          	                      	                	                      	                      	                  	                       	                               	                         	                       	                    	                   	                       	                      	                   	                       	                      	                     	                   	                     	                         	                        	                        	                         	                           	                	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	 46	X	CC	  20.00	    421.8200	diatoms  	Diatoms                                      	A              	MG                	C              	                	                       	                  	C               	                    	C               	                 	C                	C              	                                    	              	F                                	C                   	C               	                 	                       	                              	              	                        	                                   	                    	                    	                       	                      	                  	                  	                      	                	                         	                   	               	                         	                                       	                      	                               	                          	                      	                	                      	                      	                  	                       	                               	                         	                       	                    	                   	                       	                      	                   	                       	                      	                     	                   	                     	                         	                        	                        	                         	                           	                	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	 47	X	CC	  10.00	    430.9500	diatoms  	Diatoms                                      	A              	G                 	C              	                	                       	                  	C               	F                   	C               	F                	C                	C              	R                                   	R             	                                 	                    	                	                 	                       	                              	              	                        	                                   	                    	                    	                       	                      	                  	                  	                      	                	                         	                   	               	                         	                                       	                      	                               	                          	                      	                	                      	                      	                  	                       	                               	                         	                       	                    	                   	                       	                      	                   	                       	                      	                     	                   	                     	                         	                        	                        	                         	                           	                	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	 48	X	CC	  26.00	    435.2600	diatoms  	Diatoms                                      	A              	M                 	A              	                	F                      	                  	C               	C                   	C               	F                	                 	               	                                    	              	                                 	                    	                	                 	                       	                              	              	                        	                                   	                    	                    	                       	                      	                  	                  	                      	                	                         	                   	               	                         	                                       	                      	                               	                          	                      	                	                      	                      	                  	                       	                               	                         	                       	                    	                   	                       	                      	                   	                       	                      	                     	                   	                     	                         	                        	                        	                         	                           	                	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	 49	X	CC	  10.00	    450.2500	diatoms  	Diatoms                                      	A              	G                 	A              	T               	C                      	F                 	                	                    	                	                 	                 	               	                                    	              	                                 	                    	                	                 	                       	                              	              	                        	                                   	                    	                    	                       	                      	                  	                  	                      	                	                         	                   	               	                         	                                       	                      	                               	                          	                      	                	                      	                      	                  	                       	                               	                         	                       	                    	                   	                       	                      	                   	                       	                      	                     	                   	                     	                         	                        	                        	                         	                           	                	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	 51	X	CC	  33.00	    459.3300	diatoms  	Diatoms                                      	B              	                  	F              	                	                       	                  	                	                    	                	                 	                 	               	                                    	              	                                 	                    	                	                 	                       	                              	              	                        	                                   	                    	                    	                       	                      	                  	                  	                      	                	                         	                   	               	                         	                                       	                      	                               	                          	                      	                	                      	                      	                  	                       	                               	                         	                       	                    	                   	                       	                      	                   	                       	                      	                     	                   	                     	                         	                        	                        	                         	                           	                	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	 52	X	CC	  47.00	    464.2700	diatoms  	Diatoms                                      	B              	                  	F              	                	                       	                  	                	                    	                	                 	                 	               	                                    	              	                                 	                    	                	                 	                       	                              	              	                        	                                   	                    	                    	                       	                      	                  	                  	                      	                	                         	                   	               	                         	                                       	                      	                               	                          	                      	                	                      	                      	                  	                       	                               	                         	                       	                    	                   	                       	                      	                   	                       	                      	                     	                   	                     	                         	                        	                        	                         	                           	                	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

