Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Turborotalita quinqueloba	Turborotalita humilis	Tenuitellinata sp.	Streptochilus globigerum	Neogloboquadrina pachyderma (sinistral)	Neogloboquadrina pachyderma (dextral)	Neogloboquadrina dutertrei	Neogloboquadrina acostaensis	Globigerinita juvenilis	Globigerina bulloides	Globorotalia scitula	Globorotalia inflata	Globigerinita glutinata	Zeaglobigerina decoraperta	Neogloboquadrina humerosa	Neogloboquadrina atlantica (sinistral)	Tenuitella minutissima	Globigerinita uvula	Orbulina universa	Globigerinella obesa	Comment
  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  9	H	 1	  30.00	     74.8000	Spezzaferri	Planktonic Foraminifers                      	               	                  	C                        	T                    	T                 	-                       	A                                      	R                                    	T                         	-                           	C                      	T                    	-                   	T                   	T                      	-                         	-                        	-                                     	T                     	T                  	                 	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  9	H	 1	 130.00	     75.8000	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	T                 	-                       	T                                      	C                                    	T                         	-                           	T                      	T                    	T                   	T                   	T                      	-                         	-                        	-                                     	T                     	-                  	                 	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  9	H	 2	  29.00	     76.2900	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	T                 	-                       	T                                      	-                                    	T                         	-                           	T                      	T                    	-                   	-                   	T                      	-                         	-                        	-                                     	T                     	-                  	                 	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  9	H	 2	 130.00	     77.3000	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	T                 	-                       	T                                      	-                                    	cf                        	-                           	T                      	-                    	-                   	T                   	T                      	-                         	-                        	-                                     	T                     	-                  	                 	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  9	H	 3	  29.00	     77.7900	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	R                 	-                       	T                                      	-                                    	-                         	R                           	T                      	T                    	-                   	T                   	-                      	-                         	-                        	-                                     	-                     	-                  	                 	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  9	H	 3	 130.00	     78.8000	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	-                 	-                       	T                                      	-                                    	-                         	-                           	-                      	-                    	-                   	-                   	-                      	-                         	-                        	r                                     	-                     	-                  	                 	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  9	H	 4	  29.00	     79.2900	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	R                    	T                 	-                       	T                                      	-                                    	-                         	-                           	T                      	R                    	-                   	R                   	T                      	-                         	-                        	r                                     	-                     	-                  	                 	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  9	H	 4	 130.00	     80.3000	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	T                    	T                 	-                       	T                                      	VR                                   	T                         	-                           	T                      	VR                   	-                   	-                   	-                      	-                         	T                        	r                                     	T                     	-                  	                 	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  9	H	 5	  30.00	     80.8000	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	T                    	T                 	-                       	T                                      	-                                    	T                         	-                           	T                      	-                    	-                   	-                   	-                      	-                         	-                        	-                                     	T                     	-                  	                 	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  9	H	 5	 129.00	     81.7900	Spezzaferri	Planktonic Foraminifers                      	               	                  	C                        	T                    	T                 	-                       	T                                      	-                                    	T                         	T                           	T                      	T                    	-                   	-                   	T                      	-                         	-                        	-                                     	T                     	T                  	                 	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  9	H	 6	  29.00	     82.2900	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	T                 	-                       	T                                      	-                                    	T                         	T                           	T                      	-                    	-                   	-                   	-                      	-                         	-                        	-                                     	                      	                   	                 	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  9	H	 7	  29.00	     83.7900	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	-                 	-                       	A                                      	-                                    	cf                        	T                           	-                      	-                    	-                   	-                   	-                      	-                         	-                        	-                                     	                      	                   	                 	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	 10	H	 1	  46.00	     84.4600	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	T                 	-                       	T                                      	-                                    	T                         	T                           	-                      	T                    	-                   	-                   	-                      	-                         	T                        	r                                     	                      	                   	                 	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	 10	H	 1	 118.00	     85.1800	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	-                 	-                       	T                                      	-                                    	-                         	-                           	-                      	-                    	-                   	-                   	-                      	-                         	                         	                                      	                      	                   	                 	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	 10	H	 2	  36.00	     85.8600	Spezzaferri	Planktonic Foraminifers                      	               	                  	A                        	-                    	T                 	-                       	T                                      	VR                                   	T                         	-                           	T                      	T                    	T                   	-                   	T                      	T                         	                         	                                      	                      	                   	                 	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	 10	H	 3	  35.00	     87.3500	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	-                 	-                       	T                                      	-                                    	-                         	-                           	-                      	-                    	-                   	-                   	T                      	                          	                         	                                      	                      	                   	                 	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	 10	H	 3	 141.00	     88.4100	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	T                 	-                       	C                                      	-                                    	T                         	T                           	T                      	-                    	-                   	-                   	-                      	                          	                         	                                      	                      	                   	                 	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	 10	H	 4	  37.00	     88.8700	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	T                 	-                       	C                                      	-                                    	T                         	-                           	T                      	T                    	T                   	T                   	T                      	                          	                         	                                      	                      	                   	                 	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	 10	H	 5	  70.00	     90.7000	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	T                 	T                       	C                                      	VR                                   	T                         	T                           	T                      	-                    	                    	                    	                       	                          	                         	                                      	                      	                   	                 	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	 10	H	 6	  41.00	     91.9100	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	VR                   	T                 	-                       	C                                      	-                                    	T                         	T                           	T                      	T                    	                    	                    	                       	                          	                         	                                      	                      	                   	                 	                    	From Leg 152SR; Ch 12; Table 9; p. 174

