Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Xanthiopyxis spp.,Trochosira spinosa,Thalassiosira nansenii/media convexa transitional,Stictodiscus aff. kittonianus,Stephanopyxis spp.,Stephanogonia polycantha,Stellarima spp.,Sceptroneis tenue,Sceptroneis spp.,Sceptroneis praecaducea,Sceptroneis grunowii,Rocella praenitida,Pyxilla oligocaenica var. tenuis,Pyxilla oligocaenica,Pterotheca spp.,Pseudotriceratium radiosoreticulatum,Pseudopyxilla spp.,Pseudopodosira bella,Paralia sulcata,Paralia crenulata,Macrora spp.,Hemiaulus spp.,Hemiaulus polycystinorum,Hemiaulus hostilis,Grunowiella gemmata,Grammatophora spp.,Goniothecium decoratum,Freshwater diatoms,Eurossia irregularis,Drepanotheca bivittata,Distephanosira architecturalis,Cymatosira spp.,Cymatosira praecompacta,Craspedodiscus moelleri,Coscinodiscus spp.,Cocconeis spp.,Chaetoceros? setae?,Chaetoceros spp. and similar spores,Cestodiscus sp. B,Cavitatus jouseanus,Biddulphia spp.,Azpeitia tuberculata var. atlantica,Azpeitia oligocenica,Asteromphalus oligocenicus,Actinoptychus undulatus,Actinoptychus thumii,Actinoptychus senarius,Rhizosolenia oligocaenica,Rhaphoneis aff. amphiceros,Pseudopodosira spp.,Melosira ignota,Hyalodiscus spp.,Diploneis spp.,Delphineis spp.,Cestodiscus pulchellus var. novazelandica,Rhizosolenia spp.,Rhizosolenia pokrovskajae,Detonia? sp. A,Sceptroneis humuncia var. rondipora,Sceptroneis fennerae,Rhaphoneis spp.,Mastogloia spp.,Hyalodiscus subtilus,Eunotogramma spp.,Endictya spp.,Craspedodiscus sp. A,Cestodiscus sp. A,Arachnoidiscus sp.,Rhizosolenia sp. A,Fragilaria sp. A,Fragilaria miocenica,Trinacria excavata,Triceratium favus,Rhabdonema sp.,Pleurosigma planktonica,Goniothecium odontella,Cestodiscus pulchellus,Cymatosira compacta,Actinoptychus spp.,Skeletonema utriculosa,Solium exculptum,Rouxia sp. A,Eurossia irregularis var. incurvatus,Cyclotella sp. A,Actinoptychus splendens,Thalassiosira nansenii,Tetracyclus sp.,Rhaphoneis angulata,Clavicula polymorpha,Anaulus spp.,Trinacria simulacrum,Trinacria cornuta,Odontotropis carinata,Neodelphineis pelagica,Coscinodiscus radiatus,Asterolampra sp.,Sceptroneis talwanii,Rhaphoneis elongata,Odontella spp.,Isthmia sp.,Actinoptychus irregularis,Triceratium inconspicuum var. trilobata,Glyphodiscus sp.,Detonia? sp. B,Coscinodiscus marginatus,Aulacodiscus sp.,Asteromphalus flabellatus,Sceptroneis pupa/grunowii transitional forms,Riedelia claviger,Goniothecium coronatum,Asteromphalus? aff. symmetricus?,Licmophora sp.,Sceptroneis vermiformis,Rutilaria areolata,Tumulopsis fogedi,Sceptroneis pupa,Rhizosolenia oligocaenica var. styliforma,Kannoa sp.,Hemiaulus danicus,Rhizosolenia oligocaenica var. A,Lithodesmium rotunda,Triceratium schultzii,Sheshukovia spp.,Coscinodiscus bulliens,Pseudostictodiscus picus,Sceptroneis propinqua,Hemiaulus kittonii,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,Late Oligocene   ,S. fennerae       ,              ,151, 908,A, 29,X,CC,  32.00,    274.0500,Scherer  ,Diatoms                                      ,A              ,G                 ,C                ,C                 ,                                                 ,                             ,C                 ,F                       ,R              ,C                ,C               ,C                      ,F                   ,R                 ,R                               ,R                   ,F              ,F                                   ,F                 ,F                   ,C              ,C                ,F           ,F             ,R                       ,                  ,R                  ,C                 ,R                     ,C                 ,R                   ,R                     ,                              ,               ,                       ,                       ,                  ,              ,C                  ,A                                  ,R                ,F                  ,               ,R                                  ,                    ,                          ,F                      ,                    ,C                     ,C                        ,                          ,F                  ,R              ,                ,              ,               ,                                         ,R                  ,R                          ,C               ,C                                  ,                    ,F              ,R              ,                    ,R                ,R            ,                    ,                 ,                  ,R                   ,                  ,                      ,                  ,R                ,              ,                       ,                      ,                      ,F                  ,                  ,                        ,                ,            ,                                    ,                ,                       ,                      ,               ,                   ,                    ,            ,                    ,                 ,                     ,                      ,                      ,                ,R                   ,                   ,              ,           ,                         ,r                                      ,R               ,R               ,                        ,                ,                         ,                                            ,                 ,                      ,                                ,              ,                       ,                  ,                 ,                ,                                         ,          ,                 ,                                ,                    ,                     ,                ,                      ,                        ,                     ,                  ,from Leg 151SR; Ch 5; Fig. 2; Table 3&4; pp. 77-83
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,Late Oligocene   ,S. fennerae       ,              ,151, 908,A, 30,X, 2,   6.00,    275.4600,Scherer  ,Diatoms                                      ,A              ,G                 ,A                ,F                 ,                                                 ,                             ,C                 ,F                       ,R              ,C                ,C               ,F                      ,F                   ,                  ,                                ,                    ,F              ,F                                   ,F                 ,F                   ,C              ,C                ,R           ,R             ,                        ,R                 ,                   ,F                 ,                      ,C                 ,                    ,                      ,                              ,               ,                       ,                       ,R                 ,R             ,C                  ,A                                  ,                 ,R                  ,               ,F                                  ,F                   ,                          ,F                      ,                    ,R                     ,F                        ,R                         ,F                  ,R              ,F               ,R             ,               ,                                         ,R                  ,                           ,C               ,R                                  ,R                   ,               ,               ,F                   ,                 ,             ,                    ,R                ,                  ,F                   ,                  ,                      ,R                 ,R                ,              ,                       ,                      ,                      ,                   ,R                 ,                        ,                ,            ,                                    ,                ,                       ,                      ,               ,R                  ,                    ,R           ,                    ,                 ,                     ,                      ,                      ,                ,R                   ,R                  ,R             ,R          ,R                        ,                                       ,                ,                ,                        ,                ,                         ,                                            ,                 ,                      ,                                ,              ,                       ,                  ,                 ,                ,                                         ,          ,                 ,                                ,                    ,                     ,                ,                      ,                        ,                     ,                  ,from Leg 151SR; Ch 5; Fig. 2; Table 3&4; pp. 77-83
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,Late Oligocene   ,S. fennerae       ,              ,151, 908,A, 30,X, 5,  90.00,    280.8000,Scherer  ,Diatoms                                      ,F              ,P                 ,A                ,R                 ,                                                 ,                             ,C                 ,R                       ,F              ,F                ,C               ,F                      ,F                   ,R                 ,R                               ,R                   ,F              ,                                    ,C                 ,R                   ,C              ,F                ,            ,R             ,                        ,R                 ,                   ,R                 ,F                     ,F                 ,                    ,                      ,                              ,R              ,C                      ,                       ,R                 ,R             ,C                  ,A                                  ,                 ,R                  ,               ,F                                  ,                    ,                          ,F                      ,                    ,                      ,R                        ,                          ,R                  ,F              ,                ,              ,               ,R                                        ,R                  ,                           ,                ,                                   ,                    ,               ,               ,                    ,R                ,F            ,                    ,                 ,                  ,                    ,                  ,                      ,                  ,                 ,              ,                       ,R                     ,                      ,R                  ,                  ,                        ,r               ,            ,                                    ,                ,                       ,R                     ,               ,                   ,                    ,            ,r                   ,r                ,r                    ,R                     ,R                     ,R               ,                    ,                   ,              ,           ,                         ,                                       ,                ,                ,                        ,                ,                         ,                                            ,                 ,                      ,                                ,              ,                       ,                  ,                 ,                ,                                         ,          ,                 ,                                ,                    ,                     ,                ,                      ,                        ,                     ,                  ,from Leg 151SR; Ch 5; Fig. 2; Table 3&4; pp. 77-83
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,Late Oligocene   ,S. fennerae       ,              ,151, 908,A, 31,X, 1,   7.00,    283.5700,Scherer  ,Diatoms                                      ,A              ,G                 ,F                ,F                 ,F                                                ,                             ,C                 ,F                       ,F              ,R                ,F               ,C                      ,R                   ,                  ,                                ,                    ,F              ,                                    ,C                 ,R                   ,C              ,C                ,F           ,F             ,                        ,F                 ,                   ,                  ,F                     ,R                 ,F                   ,                      ,                              ,               ,C                      ,                       ,R                 ,              ,C                  ,A                                  ,                 ,F                  ,               ,C                                  ,R                   ,R                         ,R                      ,                    ,F                     ,R                        ,R                         ,                   ,F              ,F               ,              ,               ,R                                        ,F                  ,                           ,F               ,                                   ,                    ,               ,               ,R                   ,R                ,R            ,                    ,                 ,                  ,                    ,                  ,                      ,                  ,R                ,              ,                       ,                      ,                      ,F                  ,                  ,R                       ,                ,            ,R                                   ,                ,R                      ,F                     ,R              ,R                  ,R                   ,R           ,                    ,                 ,                     ,                      ,                      ,                ,                    ,                   ,              ,           ,                         ,                                       ,                ,                ,                        ,                ,                         ,                                            ,                 ,                      ,                                ,              ,                       ,                  ,                 ,                ,                                         ,          ,                 ,                                ,                    ,                     ,                ,                      ,                        ,                     ,                  ,from Leg 151SR; Ch 5; Fig. 2; Table 3&4; pp. 77-83
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,Late Oligocene   ,S. fennerae       ,              ,151, 908,A, 31,X,CC,  30.00,    293.2800,Scherer  ,Diatoms                                      ,A              ,M                 ,C                ,F                 ,R                                                ,                             ,C                 ,F                       ,R              ,R                ,F               ,F                      ,R                   ,                  ,                                ,                    ,C              ,                                    ,C                 ,R                   ,C              ,C                ,F           ,              ,                        ,R                 ,                   ,R                 ,R                     ,F                 ,F                   ,R                     ,                              ,C              ,C                      ,                       ,R                 ,R             ,C                  ,A                                  ,F                ,F                  ,               ,C                                  ,                    ,                          ,F                      ,R                   ,R                     ,R                        ,R                         ,F                  ,C              ,                ,              ,               ,                                         ,R                  ,F                          ,R               ,                                   ,                    ,R              ,R              ,R                   ,                 ,R            ,                    ,                 ,                  ,                    ,                  ,                      ,                  ,R                ,R             ,R                      ,                      ,                      ,                   ,F                 ,F                       ,r               ,F           ,R                                   ,F               ,R                      ,                      ,               ,                   ,                    ,            ,                    ,                 ,                     ,                      ,                      ,                ,                    ,                   ,              ,           ,                         ,                                       ,                ,                ,                        ,                ,                         ,                                            ,                 ,                      ,                                ,              ,                       ,                  ,                 ,                ,                                         ,          ,                 ,                                ,                    ,                     ,                ,                      ,                        ,                     ,                  ,from Leg 151SR; Ch 5; Fig. 2; Table 3&4; pp. 77-83
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,Late Oligocene   ,S. fennerae       ,              ,151, 908,A, 32,X, 3,  88.00,    297.0800,Scherer  ,Diatoms                                      ,A              ,G                 ,F                ,C                 ,R                                                ,                             ,C                 ,R                       ,R              ,F                ,C               ,F                      ,F                   ,R                 ,                                ,                    ,C              ,R                                   ,C                 ,R                   ,C              ,C                ,            ,              ,                        ,                  ,                   ,F                 ,R                     ,F                 ,R                   ,                      ,                              ,               ,A                      ,                       ,R                 ,              ,C                  ,A                                  ,F                ,R                  ,               ,C                                  ,R                   ,                          ,C                      ,                    ,                      ,                         ,                          ,                   ,C              ,                ,              ,               ,                                         ,F                  ,                           ,                ,                                   ,R                   ,               ,               ,R                   ,                 ,             ,                    ,                 ,                  ,                    ,                  ,R                     ,                  ,R                ,              ,                       ,R                     ,                      ,F                  ,F                 ,F                       ,                ,            ,                                    ,                ,                       ,                      ,               ,                   ,                    ,            ,                    ,                 ,                     ,                      ,                      ,                ,                    ,                   ,              ,           ,                         ,                                       ,                ,                ,                        ,                ,                         ,                                            ,                 ,                      ,                                ,              ,                       ,                  ,                 ,                ,                                         ,          ,                 ,                                ,                    ,                     ,                ,                      ,                        ,                     ,                  ,from Leg 151SR; Ch 5; Fig. 2; Table 3&4; pp. 77-83
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,Late Oligocene   ,S. fennerae       ,              ,151, 908,A, 32,X, 5,  94.00,    300.1400,Scherer  ,Diatoms                                      ,A              ,G                 ,F                ,C                 ,                                                 ,                             ,C                 ,                        ,R              ,F                ,C               ,                       ,F                   ,                  ,                                ,                    ,C              ,R                                   ,A                 ,F                   ,C              ,A                ,            ,R             ,                        ,                  ,                   ,R                 ,R                     ,F                 ,                    ,R                     ,                              ,               ,F                      ,                       ,R                 ,F             ,A                  ,A                                  ,                 ,                   ,               ,R                                  ,                    ,                          ,R                      ,                    ,                      ,F                        ,R                         ,F                  ,C              ,                ,R             ,               ,                                         ,                   ,F                          ,                ,                                   ,                    ,F              ,               ,                    ,                 ,             ,                    ,                 ,R                 ,                    ,                  ,                      ,R                 ,R                ,R             ,R                      ,R                     ,R                     ,                   ,                  ,                        ,                ,            ,                                    ,                ,                       ,                      ,               ,                   ,                    ,            ,                    ,                 ,                     ,                      ,                      ,                ,                    ,                   ,              ,           ,                         ,                                       ,                ,                ,                        ,                ,                         ,                                            ,                 ,                      ,                                ,              ,                       ,                  ,                 ,                ,                                         ,          ,                 ,                                ,                    ,                     ,                ,                      ,                        ,                     ,                  ,from Leg 151SR; Ch 5; Fig. 2; Table 3&4; pp. 77-83
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,Late Oligocene   ,S. fennerae       ,              ,151, 908,A, 32,X, 7,  46.00,    302.6600,Scherer  ,Diatoms                                      ,A              ,G                 ,F                ,R                 ,F                                                ,                             ,C                 ,F                       ,F              ,F                ,F               ,R                      ,F                   ,                  ,R                               ,R                   ,C              ,F                                   ,C                 ,R                   ,C              ,C                ,R           ,              ,                        ,                  ,                   ,                  ,R                     ,R                 ,F                   ,                      ,                              ,               ,A                      ,                       ,R                 ,F             ,A                  ,A                                  ,F                ,F                  ,R              ,F                                  ,R                   ,                          ,                       ,F                   ,R                     ,F                        ,F                         ,                   ,C              ,                ,              ,               ,                                         ,                   ,F                          ,R               ,R                                  ,F                   ,R              ,R              ,R                   ,R                ,R            ,R                   ,F                ,R                 ,R                   ,R                 ,R                     ,                  ,                 ,              ,                       ,                      ,                      ,                   ,                  ,                        ,                ,            ,                                    ,                ,                       ,                      ,               ,                   ,                    ,            ,                    ,                 ,                     ,                      ,                      ,                ,                    ,                   ,              ,           ,                         ,                                       ,                ,                ,                        ,                ,                         ,                                            ,                 ,                      ,                                ,              ,                       ,                  ,                 ,                ,                                         ,          ,                 ,                                ,                    ,                     ,                ,                      ,                        ,                     ,                  ,from Leg 151SR; Ch 5; Fig. 2; Table 3&4; pp. 77-83
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,C. praecompacta   ,              ,151, 908,A, 34,X, 2,   8.00,    314.0800,Scherer  ,Diatoms                                      ,C              ,M                 ,F                ,F                 ,                                                 ,R                            ,A                 ,R                       ,R              ,R                ,F               ,F                      ,C                   ,                  ,                                ,                    ,C              ,R                                   ,C                 ,R                   ,C              ,C                ,F           ,R             ,                        ,R                 ,R                  ,R                 ,R                     ,R                 ,R                   ,                      ,                              ,               ,F                      ,                       ,R                 ,R             ,C                  ,A                                  ,F                ,C                  ,R              ,F                                  ,R                   ,                          ,R                      ,R                   ,R                     ,F                        ,F                         ,R                  ,C              ,R               ,R             ,R              ,R                                        ,F                  ,R                          ,R               ,                                   ,                    ,               ,               ,                    ,                 ,             ,                    ,                 ,                  ,                    ,                  ,                      ,                  ,                 ,              ,                       ,                      ,                      ,                   ,                  ,                        ,                ,            ,                                    ,                ,                       ,                      ,               ,                   ,                    ,            ,                    ,                 ,                     ,                      ,                      ,                ,                    ,                   ,              ,           ,                         ,                                       ,                ,                ,                        ,                ,                         ,                                            ,                 ,                      ,                                ,              ,                       ,                  ,                 ,                ,                                         ,          ,                 ,                                ,                    ,                     ,                ,                      ,                        ,                     ,                  ,from Leg 151SR; Ch 5; Fig. 2; Table 3&4; pp. 77-83
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,C. praecompacta   ,              ,151, 908,A, 34,X, 3,  85.00,    316.3500,Scherer  ,Diatoms                                      ,A              ,G                 ,F                ,F                 ,R                                                ,R                            ,A                 ,F                       ,F              ,F                ,F               ,R                      ,F                   ,R                 ,R                               ,R                   ,F              ,F                                   ,C                 ,R                   ,C              ,C                ,F           ,R             ,R                       ,R                 ,R                  ,R                 ,F                     ,R                 ,R                   ,R                     ,R                             ,R              ,F                      ,R                      ,R                 ,R             ,C                  ,A                                  ,R                ,C                  ,R              ,R                                  ,R                   ,R                         ,F                      ,R                   ,R                     ,                         ,                          ,                   ,               ,                ,              ,               ,                                         ,                   ,                           ,                ,                                   ,                    ,               ,               ,                    ,                 ,             ,                    ,                 ,                  ,                    ,                  ,                      ,                  ,                 ,              ,                       ,                      ,                      ,                   ,                  ,                        ,                ,            ,                                    ,                ,                       ,                      ,               ,                   ,                    ,            ,                    ,                 ,                     ,                      ,                      ,                ,                    ,                   ,              ,           ,                         ,                                       ,                ,                ,                        ,                ,                         ,                                            ,                 ,                      ,                                ,              ,                       ,                  ,                 ,                ,                                         ,          ,                 ,                                ,                    ,                     ,                ,                      ,                        ,                     ,                  ,from Leg 151SR; Ch 5; Fig. 2; Table 3&4; pp. 77-83
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
