Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Toweius tovae,Toweius pertusus,Toweius eminens,Prinsius bisulcus,Placozygus sigmoides,Neochiastozygus junctus,Fasciculithus tympaniformis group,Discoaster multiradiatus,Chiasmolithus spp. (rims),Chiasmolithus solitus,Toweius crassus,Coccolithus pelagicus,Chiasmolithus consuetus,Zygrhablithus bijugatus,Thoracosphaera operculata,Sphenolithus sp.,Neococcolithes protenus,Neochiastozygus distentus,Discoaster robustus,Tribrachiatus orthostylus,Toweius magnicrassus,Sphenolithus radians,Reticulofenestra dictyoda,Discoaster kuepperi,Cruciplacolithus latipons,Chiphragmalithus calathus,Chiasmolithus expansus,Reticulofenestra hillae,Neococcolithes dubius,Markalius inversus,Discoaster spp.,Toweius sp. cf. T.gammation,Helicosphaera seminulum,Discoaster lodoensis,Discoaster barbadiensis,Cyclicargolithus luminis,Coccolithus formosus,Chiasmolithus grandis,Ellipsolithus distichus,Discoaster wemmelensis,Discoaster sublodoensis,Coccolithus (unspecified taxon or taxa),Discoaster binodosus,Placolith (small),Cruciplacolithus vanheckae,Blackites sp. aff. B.spinosus,Reticulofenestra umbilica,Discoaster saipanensis,Nannotetrina fulgens/cristata,Chiasmolithus titus,Calcidiscus protoannulus,Sphenolithus furcatolithoides,Pyrocyclus inversus,Cribrocentrum coenurum,Sphenolithus moriformis,Reticulofenestra cf. bisecta,Reticulofenestra daviesii group,Reticulofenestra bisecta,Helicosphaera dinesenii,Thoracosphaera saxea,Pontosphaera plana,Helicosphaera sp.,Ericsonia sp.,Ericsonia formosa,Dictyococcites scrippsae,Dictyococcites bisectus,Cyclicargolithus floridanus,Cribrocentrum reticulatum,Coronocyclus nitescens,Coccolithus pelagicus-eopelagicus,Chiasmolithus sp.,Chiasmolithus oamaruensis,Bramletteius serraculoides,Blackites spinosus,Birkelundia staurion,Cyclicargolithus sp. cf. C. marismontium,Reticulofenestra samodurovii,Clausicoccus obrutus,Cyclicargolithus cf. floridanus,Reticulofenestra sp. cf. R.dictyoda,Reticulofenestra daviesii,Sphenolithus predistentus,Isthmolithus recurvus,Clausicoccus subdistichus,Calcidiscus kingii,Reticulofenestra oamaruensis,Clausicoccus fenestratus,Discoaster sp.,Discoaster deflandrei,Chiasmolithus altus,Discoaster tanii nodifer,Cyclicargolithus cf. abisectus,Reticulofenestra sp. (small),Helicosphaera euphratis,Cyclicargolithus abisectus,Pyrocyclus hermosus,Discoaster adamanteus,Gephyrocapsa spp.,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,Oligocene        ,C. altus          ,              ,114, 699,A, 17,H,CC,  27.00,    158.4500,Crux     ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,R                        ,                     ,               ,F                    ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,                       ,                     ,                  ,               ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,R                                      ,                    ,                 ,                          ,                             ,                         ,                      ,                             ,                   ,                        ,                             ,                   ,                      ,R                      ,R                           ,A                              ,R                       ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,                         ,                          ,                  ,                    ,                                        ,                            ,                    ,F                              ,                                   ,                         ,                         ,                     ,                         ,                  ,                            ,                        ,              ,                     ,A                  ,                        ,                              ,                            ,                       ,R                         ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 1 p.157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,Oligocene        ,C. altus          ,              ,114, 699,A, 18,H,CC,  25.00,    168.9600,Crux     ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,R                        ,                     ,               ,F                    ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,                       ,                     ,                  ,               ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,                                       ,                    ,                 ,                          ,                             ,                         ,                      ,                             ,                   ,                        ,                             ,                   ,                      ,                       ,R                           ,A                              ,R                       ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,                         ,                          ,                  ,                    ,                                        ,                            ,                    ,R                              ,                                   ,                         ,                         ,                     ,                         ,                  ,                            ,                        ,              ,                     ,C                  ,                        ,                              ,                            ,                       ,R                         ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 1 p.157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,Oligocene        ,C. altus          ,              ,114, 699,A, 19,H,CC,  32.00,    176.1900,Crux     ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,R                        ,                     ,               ,F                    ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,                       ,                     ,                  ,               ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,                                       ,                    ,                 ,                          ,                             ,                         ,                      ,                             ,                   ,                        ,                             ,                   ,                      ,                       ,R                           ,A                              ,R                       ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,                         ,                          ,                  ,                    ,                                        ,                            ,                    ,R                              ,                                   ,                         ,                         ,                     ,                         ,                  ,                            ,                        ,              ,                     ,C                  ,                        ,                              ,                            ,                       ,R                         ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 1 p.157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,Oligocene        ,C. altus          ,              ,114, 699,A, 20,H,CC,  19.00,    187.6700,Crux     ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,R                        ,                     ,               ,                     ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,                       ,                     ,                  ,               ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,R                                      ,                    ,                 ,                          ,                             ,                         ,                      ,                             ,                   ,                        ,                             ,R                  ,                      ,                       ,R                           ,A                              ,R                       ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,                         ,                          ,                  ,                    ,                                        ,                            ,                    ,R                              ,                                   ,                         ,                         ,                     ,                         ,                  ,                            ,                        ,              ,R                    ,F                  ,                        ,                              ,                            ,                       ,A                         ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 1 p.157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,Oligocene        ,C. altus          ,              ,114, 699,A, 21,H,CC,  22.00,    197.3800,Crux     ,Nannofossils                                 ,C              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,R                        ,                     ,               ,R                    ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,                       ,                     ,                  ,               ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,R                                      ,                    ,                 ,                          ,                             ,                         ,                      ,                             ,                   ,                        ,                             ,R                  ,                      ,                       ,                            ,F                              ,R                       ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,                         ,                          ,                  ,                    ,                                        ,                            ,                    ,A                              ,                                   ,                         ,                         ,                     ,                         ,                  ,                            ,                        ,              ,                     ,R                  ,                        ,                              ,                            ,                       ,F                         ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 1 p.157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,Oligocene        ,C. altus          ,              ,114, 699,A, 22,H,CC,  10.00,    204.8500,Crux     ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,R                        ,                     ,               ,R                    ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,                       ,                     ,                  ,               ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,F                                      ,                    ,                 ,                          ,                             ,                         ,                      ,                             ,                   ,                        ,                             ,R                  ,                      ,                       ,                            ,C                              ,R                       ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,                         ,                          ,                  ,                    ,                                        ,                            ,                    ,A                              ,                                   ,                         ,                         ,                     ,                         ,                  ,                            ,                        ,              ,                     ,R                  ,                        ,                              ,                            ,                       ,F                         ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 1 p.157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,Oligocene        ,C. altus          ,              ,114, 699,A, 23,X,CC,  17.00,    212.4100,Crux     ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,R                        ,                     ,               ,F                    ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,                       ,                     ,                  ,               ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,C                                      ,                    ,                 ,                          ,                             ,                         ,                      ,                             ,                   ,                        ,                             ,R                  ,                      ,                       ,R                           ,C                              ,R                       ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,                         ,                          ,                  ,                    ,                                        ,                            ,                    ,A                              ,                                   ,                         ,                         ,                     ,                         ,                  ,                            ,                        ,              ,                     ,R                  ,                        ,                              ,                            ,                       ,R                         ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 1 p.157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,Oligocene        ,C. altus          ,              ,114, 699,A, 24,X, 7,  32.00,    223.9200,Crux     ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,R                        ,                     ,               ,F                    ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,                       ,                     ,                  ,               ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,F                                      ,                    ,                 ,                          ,                             ,                         ,                      ,                             ,                   ,                        ,                             ,R                  ,                      ,                       ,R                           ,C                              ,R                       ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,                         ,                          ,                  ,                    ,                                        ,                            ,                    ,A                              ,                                   ,                         ,                         ,                     ,                         ,                  ,                            ,                        ,              ,                     ,F                  ,                        ,                              ,                            ,                       ,R                         ,                   ,                     ,                 ,Reworked & etched coccoliths from ODP Leg 114 SR Chapter 7 Table 1 p.157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,Oligocene        ,C. altus          ,              ,114, 699,A, 25,X,CC,   6.00,    226.1700,Crux     ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,R                        ,                     ,               ,R                    ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,                       ,                     ,                  ,               ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,F                                      ,                    ,                 ,                          ,                             ,                         ,                      ,                             ,                   ,                        ,                             ,                   ,                      ,                       ,                            ,A                              ,R                       ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,                         ,                          ,                  ,                    ,                                        ,                            ,                    ,C                              ,                                   ,                         ,                         ,                     ,                         ,                  ,                            ,                        ,              ,                     ,C                  ,                        ,                              ,                            ,                       ,R                         ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 1 p.157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,Oligocene        ,C. altus          ,              ,114, 699,A, 26,X,CC,  21.00,    235.6100,Crux     ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,R                        ,                     ,               ,R                    ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,                       ,                     ,                  ,               ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,F                                      ,                    ,                 ,                          ,                             ,                         ,                      ,                             ,                   ,                        ,                             ,                   ,                      ,                       ,R                           ,A                              ,R                       ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,                         ,                          ,                  ,                    ,                                        ,                            ,                    ,A                              ,                                   ,                         ,                         ,                     ,                         ,                  ,                            ,                        ,              ,                     ,F                  ,                        ,                              ,                            ,                       ,R                         ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 1 p.157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,CP17-18           ,              ,114, 699,A, 27,X, 1,  59.00,    243.6900,Madile   ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,                         ,                     ,               ,                     ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,                       ,                     ,                  ,               ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,                                       ,                    ,                 ,                          ,                             ,                         ,                      ,                             ,                   ,                        ,                             ,                   ,                      ,                       ,                            ,                               ,                        ,                       ,                    ,                  ,                 ,R            ,                 ,F                       ,C                      ,C                          ,                         ,                      ,C                                ,A                ,                         ,                          ,R                 ,                    ,                                        ,                            ,                    ,                               ,                                   ,A                        ,                         ,                     ,                         ,                  ,                            ,                        ,              ,                     ,F                  ,                        ,                              ,                            ,                       ,C                         ,                   ,                     ,                 ,from ODP Leg 114 SR Chapter 8 Table 1 p.181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,Oligocene        ,R. daviesii       ,              ,114, 699,A, 27,X, 4, 115.00,    248.7500,Crux     ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,F                        ,                     ,               ,A                    ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,A                      ,                     ,                  ,               ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,F                                      ,                    ,                 ,                          ,                             ,F                        ,                      ,                             ,                   ,                        ,                             ,R                  ,                      ,R                      ,                            ,A                              ,C                       ,                       ,R                   ,                  ,                 ,R            ,                 ,F                       ,C                      ,A                          ,                         ,R                     ,C                                ,A                ,R                        ,                          ,R                 ,                    ,                                        ,                            ,                    ,F                              ,                                   ,A                        ,                         ,R                    ,                         ,                  ,                            ,                        ,              ,                     ,R                  ,                        ,C                             ,                            ,                       ,                          ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 1 p.157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,CP16c             ,              ,114, 699,A, 27,X, 5,  60.00,    249.7000,Madile   ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,                         ,                     ,               ,                     ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,                       ,                     ,                  ,               ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,                                       ,                    ,                 ,                          ,                             ,R                        ,                      ,                             ,                   ,                        ,                             ,                   ,                      ,R                      ,                            ,                               ,                        ,                       ,                    ,                  ,                 ,R            ,                 ,F                       ,F                      ,A                          ,                         ,F                     ,C                                ,A                ,                         ,                          ,R                 ,                    ,                                        ,                            ,                    ,                               ,                                   ,A                        ,                         ,                     ,                         ,                  ,                            ,                        ,              ,                     ,C                  ,                        ,C                             ,                            ,                       ,                          ,                   ,                     ,                 ,from ODP Leg 114 SR Chapter 8 Table 1 p.181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,Oligocene        ,R. daviesii       ,              ,114, 699,A, 27,X, 6,  60.00,    251.2000,Crux     ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,R                        ,                     ,               ,C                    ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,R                      ,                     ,                  ,               ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,                                       ,                    ,                 ,                          ,                             ,F                        ,                      ,                             ,                   ,                        ,                             ,                   ,                      ,R                      ,R                           ,F                              ,F                       ,                       ,                    ,                  ,                 ,R            ,                 ,F                       ,R                      ,A                          ,                         ,F                     ,A                                ,A                ,                         ,                          ,R                 ,                    ,                                        ,                            ,                    ,A                              ,                                   ,C                        ,                         ,R                    ,                         ,                  ,                            ,                        ,              ,                     ,C                  ,                        ,C                             ,R                           ,                       ,                          ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 1 p.157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,Oligocene        ,R. daviesii       ,              ,114, 699,A, 27,X, 7,   1.00,    252.1100,Crux     ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,C                        ,                     ,               ,F                    ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,F                      ,                     ,                  ,               ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,F                                      ,                    ,                 ,                          ,                             ,C                        ,                      ,                             ,                   ,                        ,                             ,R                  ,                      ,R                      ,R                           ,C                              ,R                       ,                       ,                    ,                  ,                 ,R            ,                 ,F                       ,F                      ,A                          ,                         ,F                     ,A                                ,A                ,                         ,                          ,R                 ,                    ,                                        ,                            ,                    ,A                              ,                                   ,F                        ,                         ,                     ,                         ,                  ,                            ,                        ,              ,                     ,R                  ,                        ,F                             ,                            ,                       ,                          ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 1 p.157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,Oligocene        ,R. daviesii       ,              ,114, 699,A, 27,X,CC,  17.00,    252.7900,Crux     ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,R                        ,                     ,               ,F                    ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,R                      ,                     ,                  ,               ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,R                                      ,                    ,                 ,                          ,                             ,F                        ,                      ,                             ,                   ,R                       ,                             ,R                  ,                      ,R                      ,R                           ,A                              ,R                       ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,                         ,                          ,R                 ,                    ,                                        ,                            ,                    ,A                              ,                                   ,                         ,                         ,                     ,R                        ,                  ,                            ,                        ,              ,                     ,F                  ,                        ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,Presence of C. abisectus is indicated as uncertain; Etched coccolith from ODP Leg 114 SR Chapter 7 Table 1 p.157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,Oligocene        ,R. daviesii       ,              ,114, 699,A, 28,X, 1,  33.00,    252.9300,Crux     ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,C                        ,                     ,               ,R                    ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,F                      ,                     ,                  ,               ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,R                                      ,                    ,                 ,                          ,                             ,F                        ,                      ,                             ,                   ,R                       ,                             ,R                  ,                      ,R                      ,R                           ,C                              ,F                       ,                       ,                    ,                  ,                 ,R            ,                 ,F                       ,C                      ,C                          ,                         ,F                     ,A                                ,F                ,                         ,                          ,R                 ,                    ,                                        ,                            ,                    ,A                              ,                                   ,C                        ,                         ,                     ,                         ,                  ,                            ,                        ,              ,                     ,F                  ,                        ,                              ,                            ,                       ,R                         ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 1 p.157
