Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Spongebria miocenica,Spongebria curta,Septamesocena apiculata f. curvata,Septamesocena apiculata apiculata,Parathranium clathratum,Parathranium cf. clathratum,Parathranium cf. californicum,Parathranium bispinum,Hermesinum obliquum,Hermesinum adriaticum,Hermesinoid skeletons,Hermesinella schulzii,Hermesinella conata,Haplohermesinum hovassei,Foliactiniscus atlanticus,Falsebrioid Falsebrioid,Falsebria sp.,Falsebria cf. arborea,Ebriopsoid skeletons,Ebria inornata,Ditripodium latum,Distephanus speculum haliomma f. speculum,Distephanus speculum haliomma f. haliomma,Distephanus crux stradneri,Distephanus crux parvus,Distephanus crux longispinus,Distephanus crux,Distephanus aculeatus f. aculeatus,Corbisema triacantha,Canopilus hemisphaericus f. heptagonus,Cannopilus schulzii,Cannopilus hemisphaericus f. hemisphaericus,Ammodochium pyramidale,Ammodochioid skeletons,Actiniscus sp.,Actiniscus pentasterias,Actiniscus flosculus,Distephanus stradneri,Distephanus speculum hemisphaericus &  boliviensis (hemisphaericoid),Distephanus slavnicii,Distephanus quinquangellus,Distephanus crux scutulatus,Distephanus boliviensis & speculum (bolivienoid)-(w/ >4aw.),Distephanus boliviensis & speculum (bolivienoid),Distephanus &  speculum (bolivienoid)-(w/ 3aw.),Distephanus &  speculum (bolivienoid)-(w/ 2aw.),Dictyocha sp. 1,Caryocha ernestinae,Caryocha depressa,Bachmannocena triangula,Bachmannocena diodon nodosa,Bachmannocena apiculata curvata,Distephanus quinquangellus (w/ 2ap.),Dictyocha fibula,Thranium cf. crassipes,Hermesinella fenestrata,Foliactiniscus folia,Dictyocha species diversae (asperoid),Dictyocha fibula tenuis,Ammodochium serotinum,Actiniscus tetrasterias,Dictyocha aspera,Naviculopsis species diversae,Distephanus speculum haliomma formae diversae,Dictyocha fibula s.l.,Canopilus ernestinae,Cannopilus depressus,Distephanus hannai,Distephanus aff. pseudocrux,Ditripodium elphantinum,Ammodochium species diversae,Dictyocha brevispina,Thranium crassipes,Distephanus speculum f. speculum ,Bachmannocena diodon nodosa (w/ 3 sp. asym.),Mesocena diodon,Actiniscus planatus,Mesocena elliptica,Dictyocha varia,Dictyocha messaensis aspinosa,Actiniscus elongatus,Distephanus boliviensis &  speculum (bolivienoid)-(w/ 8brs.),Dictyocha longa,Bachmannocena quadrangula,Bachmannocena elliptica,Macrora stella,Hermesinum mirabile,Distephanus quinarius,Neonaviculopsis neonautica neonautica,Distephanus cf. xenus,Dictyocha subclinata,Dictyocha pulchella var. inflata,Dictyocha pentagona,Bachmannocena diodon diodon,Distephanus speculum f. pentagonus,Mesocena ovata,Distephanus speculum bolivienoid (w/ very long major spines),Distephanus crux ssp. 1,Distephanus crux (w/ 2aw.),Dictyocha cf. angulata,Bachmannocena dumitricae,Bachmannocena diodon nodosa (w/ 1 sp.),Bachmannocena circulus apiculata,Bachmannocena apiculata,Podamphora elgeri,Paramesocena circulus apiculata,Distephanus speculum  f. cannopileus-hexacanthus,Dictyocha epiodon,Distephanus boliviensis (w/ large aw.)      ,Naviculopsis lacrima,Distephanus stauracanthus f. octagonus,Dictyocha (aberrant forms),Ebriopsis crenulata,Actiniscus laciniatus,Dictyocha species diversae (messanensoid),Corbisema species diversae,Dictyocha clinata,Craniopsis sp.,Corbisema flexuosa,Distephanus aculeatus f. binoculus,Distephanus speculum speculum (coronoid)  ,Distephanus speculum giganteus,Distephanus (aberrant forms),Naviculopsis lata,Mesocena triangula,Thranium patulum,Distephanus crux bispinosus,Paramesocena circulus circulus,Ebriopsis cornuta,Distephanus speculum giganteus f. giganteus,Pseudammodochium species diversae,Naviculopsis navicula navicula,Mesocena quadrangula,Distephanus speculum giganteus f. cannopileus-hexacanthus,Distephanus sp. cf. D. speculum gigangteus f. giganteus,Naviculopsis iberica ,Distephanus jimlingii (w/ 2 or 3aw.),Distephanus jimlingii,Distephanus frugalis,Pseudammodochium robustum,Ditripodium japonicum,Distephanus sulcatus formae diversae,Distephanus speculum constrictus f. constrictus,Distephanus polyactis,Falsebria arborea,Distephanus speculum constrictus formae diversae,Dictyocha perlaevis,Distephanus speculum speculum,Distephanus jimlingii/sulcatus,Distephanus frugalis (w/ 2aw.),Distephanus sulcatus f. maximus,Distephanus sulcatus,Distephanus boliviensis &  speculum (bolivienoid)-(w/ 3aw. & 7brs.),Dictyocha quadria,Distephanus speculum  formae diversae,Dictyocha messanensis messanensis,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,P. circul. apiculata,H. schulzii   ,104, 642,C, 17,H, 5,  50.00,    135.3200,Locker   ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                    ,                ,                                  ,                                 ,T                      ,T                          ,T                            ,T                    ,                   ,                     ,                     ,T                    ,                   ,1.0%                    ,                         ,14.0%                  ,9.0%         ,7.0%                 ,T                   ,              ,                 ,                                         ,                                         ,                          ,                       ,                            ,31.0%           ,6.0%                              ,                    ,                                      ,                   ,                                           ,                      ,2.0%                  ,40.0%         ,5.0%                   ,5.0%                ,                     ,                                                                    ,                     ,                          ,                           ,                                                           ,                                                ,                                               ,                                               ,               ,                   ,                 ,                       ,                           ,                               ,                                    ,                ,                      ,                       ,                    ,                                     ,                       ,5.0%                 ,7.0%                   ,                ,                             ,                                             ,                     ,                    ,                    ,                  ,                           ,cf                     ,                            ,                    ,2.0%              ,49.0%                            ,                                            ,3.0%           ,                   ,                  ,2.0%           ,                             ,T                   ,                                                            ,               ,                         ,                       ,              ,                   ,1                    ,                                     ,                     ,                    ,                                ,                   ,                           ,                                  ,              ,                                                            ,                       ,                          ,                      ,                        ,                                      ,                                ,                       ,                 ,2.0%                           ,                                                ,                 ,                                            ,                    ,                                      ,                          ,                   ,                     ,                                         ,                          ,                 ,              ,                  ,6.0%                              ,                                          ,                              ,                            ,                 ,                  ,                ,                           ,                              ,                 ,                                           ,                                 ,                              ,                    ,                                                         ,                                                       ,                     ,                                    ,                     ,                    ,                         ,                     ,                                    ,                                               ,                     ,                 ,                                                ,                   ,                             ,                              ,                              ,                               ,                    ,                                                                   ,                 ,                                     ,                                 ,from ODP 104 SR Chaper 30  Tables 1 & 2 p 550-553
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,Ds. crux scutulatus,              ,104, 642,C, 17,H, 5, 125.00,    136.0700,Ciesielski,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                    ,                ,                                  ,                                 ,                       ,                           ,                             ,                     ,                   ,                     ,                     ,                     ,                   ,                        ,                         ,                       ,             ,                     ,                    ,              ,                 ,                                         ,                                         ,                          ,                       ,                            ,                ,                                  ,                    ,                                      ,                   ,                                           ,                      ,                      ,              ,                       ,                    ,                     ,                                                                    ,                     ,1                         ,10                         ,                                                           ,11                                              ,1                                              ,                                               ,               ,                   ,                 ,1                      ,18                         ,                               ,                                    ,                ,                      ,                       ,                    ,                                     ,                       ,                     ,                       ,1               ,                             ,                                             ,                     ,                    ,                    ,                  ,                           ,                       ,                            ,                    ,                  ,                                 ,5                                           ,               ,                   ,                  ,               ,                             ,                    ,                                                            ,               ,                         ,1                      ,              ,                   ,                     ,                                     ,                     ,                    ,                                ,                   ,16                         ,                                  ,              ,                                                            ,                       ,                          ,                      ,                        ,                                      ,4                               ,1                      ,                 ,                               ,                                                ,                 ,4                                           ,                    ,                                      ,                          ,                   ,                     ,                                         ,                          ,                 ,              ,                  ,                                  ,                                          ,                              ,                            ,                 ,                  ,                ,                           ,                              ,                 ,                                           ,                                 ,                              ,                    ,                                                         ,                                                       ,                     ,                                    ,                     ,                    ,                         ,                     ,                                    ,                                               ,                     ,                 ,                                                ,                   ,                             ,                              ,                              ,                               ,                    ,                                                                   ,                 ,                                     ,                                 ,Total whole specimens = 74; Unidentifiabale fragments = 1; from ODP Leg 104 Sr Chapter 28 Table 1 p 504-507
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,P. circul. apiculata,H. schulzii   ,104, 642,C, 18,H, 2,  65.00,    141.6500,Locker   ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                    ,                ,                                  ,                                 ,2.0%                   ,2.0%                       ,T                            ,T                    ,                   ,                     ,                     ,+                    ,1.0%               ,                        ,                         ,10.0%                  ,1.0%         ,                     ,                    ,T             ,                 ,                                         ,                                         ,                          ,                       ,                            ,33.0%           ,                                  ,                    ,                                      ,                   ,                                           ,                      ,3.0%                  ,38.0%         ,8.0%                   ,6.0%                ,                     ,                                                                    ,                     ,                          ,                           ,                                                           ,                                                ,                                               ,                                               ,               ,                   ,                 ,                       ,                           ,                               ,                                    ,                ,                      ,                       ,                    ,                                     ,                       ,5.0%                 ,20.0%                  ,                ,                             ,                                             ,                     ,                    ,+                   ,                  ,                           ,                       ,                            ,                    ,2.0%              ,60.0%                            ,                                            ,1.0%           ,                   ,                  ,               ,3.0%                         ,+                   ,                                                            ,               ,                         ,                       ,              ,                   ,                     ,                                     ,                     ,                    ,                                ,                   ,                           ,                                  ,              ,                                                            ,                       ,                          ,                      ,                        ,                                      ,                                ,                       ,                 ,3.0%                           ,                                                ,                 ,                                            ,                    ,                                      ,                          ,                   ,T                    ,                                         ,                          ,1.0%             ,T             ,+                 ,                                  ,                                          ,                              ,                            ,                 ,                  ,                ,                           ,                              ,                 ,                                           ,                                 ,                              ,                    ,                                                         ,                                                       ,                     ,                                    ,                     ,                    ,                         ,                     ,                                    ,                                               ,                     ,                 ,                                                ,                   ,                             ,                              ,                              ,                               ,                    ,                                                                   ,                 ,                                     ,                                 ,from ODP 104 SR Chaper 30  Tables 1 & 2 p 550-553
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,Ds. crux scutulatus,              ,104, 642,C, 18,H, 2, 125.00,    142.2500,Ciesielski,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                    ,                ,                                  ,                                 ,                       ,                           ,                             ,                     ,                   ,                     ,                     ,                     ,                   ,                        ,                         ,                       ,             ,                     ,                    ,              ,                 ,                                         ,                                         ,                          ,8                      ,                            ,104             ,                                  ,                    ,                                      ,                   ,                                           ,                      ,                      ,              ,                       ,                    ,18                   ,                                                                    ,                     ,                          ,102                        ,                                                           ,48                                              ,                                               ,4                                              ,               ,                   ,                 ,                       ,1                          ,                               ,                                    ,7               ,                      ,                       ,                    ,                                     ,                       ,                     ,                       ,2               ,                             ,                                             ,                     ,                    ,                    ,2                 ,                           ,                       ,                            ,                    ,                  ,                                 ,                                            ,               ,                   ,                  ,               ,                             ,                    ,                                                            ,               ,                         ,                       ,              ,                   ,                     ,                                     ,                     ,                    ,                                ,                   ,                           ,                                  ,              ,                                                            ,                       ,                          ,                      ,1                       ,                                      ,                                ,                       ,                 ,                               ,                                                ,                 ,                                            ,                    ,                                      ,                          ,                   ,                     ,                                         ,                          ,                 ,              ,                  ,                                  ,                                          ,                              ,                            ,                 ,                  ,                ,                           ,                              ,                 ,                                           ,                                 ,                              ,                    ,                                                         ,                                                       ,                     ,                                    ,                     ,                    ,                         ,                     ,                                    ,                                               ,                     ,                 ,                                                ,                   ,                             ,                              ,                              ,                               ,                    ,                                                                   ,                 ,                                     ,                                 ,Total whole specimens = 297; Unidentifiabale fragments = 4; from ODP Leg 104 Sr Chapter 28 Table 1 p 504-507
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,P. circul. apiculata,H. schulzii   ,104, 642,C, 18,H, 5,  60.00,    146.1000,Locker   ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                    ,                ,                                  ,                                 ,                       ,                           ,1.0%                         ,4.0%                 ,                   ,                     ,                     ,                     ,T                  ,                        ,T                        ,8.0%                   ,4.0%         ,3.0%                 ,T                   ,              ,                 ,                                         ,                                         ,                          ,                       ,                            ,11.0%           ,                                  ,                    ,                                      ,                   ,                                           ,                      ,2.0%                  ,36.0%         ,14.0%                  ,4.0%                ,                     ,                                                                    ,                     ,                          ,                           ,                                                           ,                                                ,                                               ,                                               ,               ,                   ,                 ,                       ,                           ,                               ,                                    ,                ,                      ,                       ,                    ,1.0%                                 ,                       ,12.0%                ,9.0%                   ,                ,                             ,                                             ,                     ,                    ,                    ,                  ,                           ,cf                     ,                            ,                    ,T                 ,74.0%                            ,                                            ,               ,                   ,                  ,               ,                             ,T                   ,                                                            ,               ,                         ,                       ,              ,                   ,                     ,                                     ,                     ,                    ,                                ,                   ,                           ,1                                 ,              ,                                                            ,                       ,                          ,                      ,                        ,                                      ,                                ,                       ,T                ,10.0%                          ,                                                ,                 ,                                            ,                    ,                                      ,                          ,                   ,                     ,2.0%                                     ,1.0%                      ,                 ,              ,                  ,                                  ,                                          ,                              ,                            ,                 ,                  ,                ,                           ,                              ,                 ,                                           ,                                 ,                              ,                    ,                                                         ,                                                       ,                     ,                                    ,                     ,                    ,                         ,                     ,                                    ,                                               ,                     ,                 ,                                                ,                   ,                             ,                              ,                              ,                               ,                    ,                                                                   ,                 ,                                     ,                                 ,from ODP 104 SR Chaper 30  Tables 1 & 2 p 550-553
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,Ds. crux scutulatus,              ,104, 642,C, 18,H, 5, 125.00,    146.7500,Ciesielski,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                    ,                ,                                  ,                                 ,                       ,                           ,                             ,                     ,                   ,                     ,                     ,                     ,                   ,                        ,                         ,                       ,             ,                     ,                    ,              ,                 ,                                         ,                                         ,                          ,                       ,                            ,12              ,                                  ,                    ,                                      ,                   ,                                           ,                      ,                      ,              ,                       ,                    ,                     ,                                                                    ,                     ,                          ,5                          ,                                                           ,24                                              ,                                               ,1                                              ,               ,                   ,                 ,1                      ,1                          ,                               ,                                    ,1               ,                      ,                       ,                    ,                                     ,                       ,                     ,                       ,                ,                             ,                                             ,                     ,                    ,                    ,                  ,                           ,                       ,                            ,                    ,                  ,                                 ,1                                           ,               ,                   ,                  ,               ,                             ,                    ,                                                            ,1              ,                         ,                       ,              ,                   ,                     ,                                     ,                     ,                    ,                                ,                   ,1                          ,                                  ,              ,                                                            ,                       ,                          ,                      ,9                       ,                                      ,18                              ,1                      ,                 ,                               ,                                                ,                 ,                                            ,                    ,                                      ,                          ,                   ,                     ,                                         ,                          ,                 ,              ,                  ,                                  ,                                          ,                              ,                            ,                 ,                  ,                ,                           ,                              ,                 ,                                           ,                                 ,                              ,                    ,                                                         ,                                                       ,                     ,                                    ,                     ,                    ,                         ,                     ,                                    ,                                               ,                     ,                 ,                                                ,                   ,                             ,                              ,                              ,                               ,                    ,                                                                   ,                 ,                                     ,                                 ,Total whole specimens = 76; Unidentifiabale fragments = 7; from ODP Leg 104 Sr Chapter 28 Table 1 p 504-507
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,P. circul. apiculata,H. schulzii   ,104, 642,C, 19,H, 2,  50.00,    151.0000,Locker   ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                    ,                ,                                  ,                                 ,1.0%                   ,T                          ,2.0%                         ,10.0%                ,3.0%               ,2.0%                 ,                     ,                     ,                   ,                        ,                         ,9.0%                   ,4.0%         ,1.0%                 ,T                   ,              ,                 ,                                         ,                                         ,                          ,T                      ,                            ,20.0%           ,                                  ,                    ,                                      ,                   ,                                           ,                      ,4.0%                  ,29.0%         ,7.0%                   ,2.0%                ,                     ,                                                                    ,                     ,                          ,                           ,                                                           ,                                                ,                                               ,                                               ,               ,                   ,                 ,                       ,                           ,                               ,                                    ,                ,                      ,                       ,                    ,1.0%                                 ,                       ,12.0%                ,5.0%                   ,                ,                             ,                                             ,                     ,3.0%                ,                    ,                  ,                           ,cf                     ,                            ,                    ,2.0%              ,68.0%                            ,                                            ,               ,                   ,                  ,T              ,T                            ,2.0%                ,                                                            ,               ,                         ,                       ,              ,                   ,                     ,                                     ,                     ,                    ,                                ,                   ,                           ,                                  ,              ,                                                            ,                       ,                          ,                      ,                        ,                                      ,                                ,                       ,                 ,7.0%                           ,                                                ,                 ,                                            ,                    ,                                      ,                          ,+                  ,T                    ,                                         ,                          ,                 ,              ,                  ,                                  ,                                          ,                              ,                            ,                 ,                  ,                ,                           ,                              ,                 ,                                           ,                                 ,                              ,                    ,                                                         ,                                                       ,                     ,                                    ,                     ,                    ,                         ,                     ,                                    ,                                               ,                     ,                 ,                                                ,                   ,                             ,                              ,                              ,                               ,                    ,                                                                   ,                 ,                                     ,                                 ,from ODP 104 SR Chaper 30  Tables 1 & 2 p 550-553
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,Ds. crux scutulatus,              ,104, 642,C, 19,H, 2, 125.00,    151.7500,Ciesielski,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                    ,                ,                                  ,                                 ,                       ,                           ,                             ,                     ,                   ,                     ,                     ,                     ,                   ,                        ,                         ,                       ,             ,                     ,                    ,              ,                 ,                                         ,                                         ,                          ,                       ,                            ,48              ,                                  ,                    ,                                      ,                   ,                                           ,                      ,                      ,              ,                       ,                    ,                     ,                                                                    ,                     ,3                         ,28                         ,                                                           ,126                                             ,1                                              ,1                                              ,3              ,                   ,1                ,                       ,1                          ,                               ,                                    ,3               ,                      ,                       ,                    ,                                     ,                       ,                     ,                       ,9               ,                             ,                                             ,                     ,                    ,                    ,                  ,                           ,                       ,                            ,                    ,                  ,                                 ,1                                           ,               ,                   ,                  ,               ,                             ,                    ,                                                            ,               ,                         ,                       ,              ,                   ,                     ,                                     ,                     ,                    ,                                ,                   ,4                          ,                                  ,              ,                                                            ,3                      ,                          ,1                     ,13                      ,                                      ,13                              ,                       ,                 ,                               ,                                                ,                 ,                                            ,                    ,                                      ,1                         ,                   ,                     ,                                         ,                          ,                 ,              ,                  ,                                  ,                                          ,                              ,                            ,                 ,                  ,                ,                           ,                              ,                 ,                                           ,                                 ,                              ,                    ,                                                         ,                                                       ,                     ,                                    ,                     ,                    ,                         ,                     ,                                    ,                                               ,                     ,                 ,                                                ,                   ,                             ,                              ,                              ,                               ,                    ,                                                                   ,                 ,                                     ,                                 ,Total whole specimens = 260; Unidentifiabale fragments = 4; from ODP Leg 104 Sr Chapter 28 Table 1 p 504-507
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. stauracanthus Sub,H. schulzii   ,104, 642,C, 19,H, 5,  50.00,    155.5000,Locker   ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                    ,                ,                                  ,                                 ,2.0%                   ,1.0%                       ,T                            ,T                    ,T                  ,T                    ,                     ,+                    ,                   ,                        ,                         ,15.0%                  ,16.0%        ,3.0%                 ,T                   ,              ,                 ,                                         ,                                         ,                          ,                       ,                            ,59.0%           ,T                                 ,                    ,                                      ,                   ,                                           ,                      ,3.0%                  ,22.0%         ,4.0%                   ,1.0%                ,                     ,                                                                    ,                     ,                          ,                           ,                                                           ,                                                ,                                               ,                                               ,               ,                   ,                 ,                       ,                           ,                               ,                                    ,                ,                      ,                       ,                    ,                                     ,                       ,23.0%                ,2.0%                   ,                ,                             ,                                             ,                     ,2.0%                ,T                   ,                  ,                           ,                       ,                            ,                    ,5.0%              ,18.0%                            ,                                            ,T              ,                   ,                  ,7.0%           ,                             ,T                   ,                                                            ,               ,                         ,                       ,              ,                   ,                     ,                                     ,                     ,                    ,                                ,                   ,                           ,T                                 ,              ,                                                            ,                       ,                          ,                      ,                        ,                                      ,                                ,                       ,T                ,11.0%                          ,                                                ,+                ,                                            ,+                   ,T                                     ,                          ,                   ,                     ,                                         ,                          ,                 ,              ,                  ,                                  ,                                          ,                              ,                            ,                 ,                  ,                ,                           ,                              ,                 ,                                           ,                                 ,                              ,                    ,                                                         ,                                                       ,                     ,                                    ,                     ,                    ,                         ,                     ,                                    ,                                               ,                     ,                 ,                                                ,                   ,                             ,                              ,                              ,                               ,                    ,                                                                   ,                 ,                                     ,                                 ,from ODP 104 SR Chaper 30  Tables 1 & 2 p 550-553
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,Ds. crux scutulatus,              ,104, 642,C, 19,H, 5, 125.00,    156.2500,Ciesielski,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                    ,                ,                                  ,                                 ,                       ,                           ,                             ,                     ,                   ,                     ,                     ,                     ,                   ,                        ,                         ,                       ,             ,                     ,                    ,              ,                 ,                                         ,                                         ,                          ,1                      ,                            ,57              ,                                  ,1                   ,                                      ,                   ,                                           ,                      ,                      ,              ,                       ,                    ,                     ,                                                                    ,                     ,2                         ,39                         ,                                                           ,75                                              ,                                               ,3                                              ,               ,                   ,                 ,                       ,                           ,                               ,                                    ,8               ,                      ,                       ,                    ,                                     ,                       ,                     ,                       ,7               ,                             ,                                             ,                     ,                    ,                    ,1                 ,                           ,                       ,                            ,                    ,                  ,                                 ,                                            ,               ,                   ,                  ,               ,                             ,                    ,                                                            ,               ,                         ,                       ,              ,                   ,                     ,                                     ,                     ,                    ,                                ,2                  ,                           ,                                  ,              ,                                                            ,                       ,                          ,1                     ,6                       ,                                      ,25                              ,                       ,                 ,                               ,                                                ,                 ,1                                           ,                    ,                                      ,                          ,                   ,                     ,                                         ,                          ,                 ,              ,                  ,                                  ,                                          ,                              ,                            ,                 ,                  ,                ,                           ,                              ,                 ,                                           ,                                 ,                              ,                    ,                                                         ,                                                       ,                     ,                                    ,                     ,                    ,                         ,                     ,                                    ,                                               ,                     ,                 ,                                                ,                   ,                             ,                              ,                              ,                               ,                    ,                                                                   ,                 ,                                     ,                                 ,Total whole specimens = 229; Unidentifiabale fragments = 11; from ODP Leg 104 Sr Chapter 28 Table 1 p 504-507
