Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data
353-U1444A-7H-6-A,0,150,62.1,63.6,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,,non-graded,,,,,,,,,,,
353-U1444A-7H-7-A,0,60,63.6,64.2,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,,non-graded,,,,,,,,,,,
353-U1444A-7H-CC-A,0,17,64.2,64.37,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 4/10Y (dark greenish gray),,,,,non-graded,,,,,,,,,,,
353-U1444A-8H-1-A,0,20,64.1,64.3,,clayey,silt,,clayey silt,clayey silt,silt,,dark gray,GLEY 1 4/N (dark gray),,,,,non-graded,,,,,,,,,,,
353-U1444A-8H-1-A,20,150,64.3,65.6,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,
353-U1444A-8H-2-A,0,150,65.6,67.1,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,
353-U1444A-8H-3-A,0,150,67.1,68.6,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,
353-U1444A-8H-4-A,0,150,68.6,70.1,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,
353-U1444A-8H-5-A,0,150,70.1,71.6,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,
353-U1444A-8H-6-A,0,92,71.6,72.52,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,
353-U1444A-8H-CC-A,0,10,72.52,72.62,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,
353-U1444A-9H-1-A,0,150,72.6,74.1,,,sand,with silt,sand,sand with silt,sand with silt,,dark gray,GLEY 1 3/N (very dark gray),,,,thick bed,non-graded,,,,,,,,,,,
353-U1444A-9H-2-A,0,150,74.1,75.6,,,sand,with silt,sand,sand with silt,sand with silt,,dark gray,GLEY 1 3/N (very dark gray),,,,,non-graded,,,,,,,,,,,
353-U1444A-9H-3-A,0,150,75.6,77.1,,,sand,with silt,sand,sand with silt,sand with silt,,dark gray,GLEY 1 3/N (very dark gray),,,,,non-graded,,,,,,,,,,,
353-U1444A-9H-4-A,0,150,77.1,78.6,,,sand,with silt,sand,sand with silt,sand with silt,,dark gray,GLEY 1 3/N (very dark gray),,,,,non-graded,,,,,,,,,,,
353-U1444A-9H-5-A,0,130,78.6,79.9,,,sand,with silt,sand,sand with silt,sand with silt,,dark gray,GLEY 1 3/N (very dark gray),,,,,non-graded,,,,,,,,,,,
353-U1444A-9H-6-A,0,65,79.9,80.55,,,sand,with silt,sand,sand with silt,sand with silt,,dark gray,GLEY 1 3/N (very dark gray),,,,,non-graded,,,,,,,,,,,
353-U1444A-9H-7-A,0,64,80.55,81.19,,,sand,with silt,sand,sand with silt,sand with silt,,dark gray,GLEY 1 3/N (very dark gray),,,,,non-graded,,,,,,,,,,,
353-U1444A-9H-CC-A,0,18,81.19,81.37,,,sand,with silt,sand,sand with silt,sand with silt,,dark gray,GLEY 1 3/N (very dark gray),,,,,non-graded,,,,,,,,,,,
353-U1444A-10H-1-A,0,31,81.5,81.81,,,sand,with silt,sand,sand with silt,sand with silt,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,
353-U1444A-10H-1-A,31,110,81.81,82.6,,clayey,silt,,clayey silt,clayey silt,silt,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,
353-U1444A-10H-1-A,110,118,82.6,82.68,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,
353-U1444A-10H-1-A,118,150,82.68,83,,,sand,with silt,sand,sand with silt,sand with silt,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,
353-U1444A-10H-2-A,0,50,83,83.5,,,sand,with silt,sand,sand with silt,sand with silt,,dark gray,GLEY 1 3/N (very dark gray),,,,,normally graded,,,,,,,,,,,
353-U1444A-10H-2-A,50,137,83.5,84.37,,sandy,silt,with clay,sandy silt,sandy silt with clay,silt with clay,,dark gray,GLEY 1 3/N (very dark gray),,,,,normally graded,,,,,,,,Entire section shows grading,,,
353-U1444A-10H-2-A,137,140,84.37,84.4,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,
353-U1444A-10H-3-A,0,7,84.5,84.57,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,
353-U1444A-10H-3-A,7,101,84.57,85.51,,clayey,silt,,clayey silt,clayey silt,silt,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,
353-U1444A-10H-4-A,0,73,85.51,86.24,,clayey,silt,,clayey silt,clayey silt,silt,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,
353-U1444A-10H-CC-A,0,7,86.24,86.31,,clayey,silt,,clayey silt,clayey silt,silt,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,
353-U1444A-11H-1-A,0,151,86.3,87.81,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,Bottom portion contains more silty component.,,,
353-U1444A-11H-2-A,0,20,87.81,88.01,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,
353-U1444A-11H-2-A,0,127,87.81,89.08,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,
353-U1444A-11H-2-A,20,41,88.01,88.22,,clayey,silt,,clayey silt,clayey silt,silt,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,
353-U1444A-11H-3-A,0,119,89.08,90.27,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,
353-U1444A-11H-4-A,0,120,90.27,91.47,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,
353-U1444A-11H-5-A,0,126,91.47,92.73,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,
353-U1444A-11H-6-A,0,151,92.73,94.24,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,
353-U1444A-11H-7-A,0,69,94.24,94.93,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,
353-U1444A-11H-CC-A,0,8,94.93,95.01,,silty,sand,,silty sand,silty sand,sand,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,
353-U1444A-12H-1-A,0,102,95,96.02,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 4/N (dark gray),,,,,,,,,mottling,,,,Very different composition from previous core. Contains silt-rich band towards bottom,,,
353-U1444A-12H-2-A,0,14,96.02,96.16,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 4/N (dark gray),,,,,,,,,mottling,,,,,,,
353-U1444A-12H-2-A,14,125,96.16,97.27,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 4/N (dark gray),,,,thin bed,normally graded,,,,,,,,Succession of 16 thin to medium beds normally graded from silt to clay. The clays above do not show any structures and look like hemipelagic deposits.,,,
353-U1444A-12H-3-A,0,40,97.52,97.92,,silty,clay,,silty clay,silty clay,clay,,dark gray,2.5Y 4/1 (dark gray),gradational,,,,,,,,mottling,,,,,,,
353-U1444A-12H-3-A,40,44,97.92,97.96,,,volcanic ash,,volcanic ash,volcanic ash,volcanic ash,,gray,2.5Y 6/1 (gray),planar,sharp,horizontal,,,,,,,,,,,,,
353-U1444A-12H-3-A,44,150,97.96,99.02,,silty,clay,,silty clay,silty clay,clay,,dark gray,2.5Y 4/1 (dark gray),,,,,,,,,mottling,,,,Color gradation back to stronger dark gray (GLEY 1 4/N),,,
353-U1444A-12H-4-A,0,54,99.02,99.56,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,mottling,,,,"Thin whitish coarse sand layers at 78, 95, 108 cm. Bottom portion contains silt. 1% foraminifera!",,,
353-U1444A-12H-4-A,54,107,99.56,100.09,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 4/N (dark gray),,,,very thin bed,normally graded,,,,,,,,Succession of 19 thin to very thin beds normally graded from silt to clay. The clays above do not show any structures and look like hemipelagic deposits.,,,
353-U1444A-12H-4-A,107,150,100.09,100.52,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,dark gray,GLEY 1 4/N (dark gray),,,,medium bed,normally graded,,,,,,,,Succession of 3 thin to medium beds normally graded from sand to clay. The clays above do not show any structures and look like hemipelagic deposits.,,,
353-U1444A-12H-5-A,0,42,100.52,100.94,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,dark gray,GLEY 1 4/N (dark gray),,,,medium bed,normally graded,,,,,,,,Succession of 2 medium beds normally graded from sand to clay. The clays above do not show any structures and look like hemipelagic deposits.,,,
353-U1444A-12H-5-A,42,150,100.94,102.02,,clayey,silt,,clayey silt,clayey silt,silt,,dark gray,GLEY 1 3/N (very dark gray),,,,thin bed,normally graded,,,,mottling,,,,,,,
353-U1444A-12H-6-A,0,30,102.02,102.32,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,
353-U1444A-12H-6-A,30,92,102.32,102.94,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 3/N (very dark gray),,,,thin bed,normally graded,,,,,,,,Succession of 10 thin to very thin beds normally graded from silt to clay. The clays above do not show any structures and look like hemipelagic deposits.,,,
353-U1444A-12H-6-A,92,121,102.94,103.23,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,dark gray,GLEY 1 3/N (very dark gray),,,,thick bed,normally graded,,,,,,,,Succession of 3 thin to thick beds normally graded from sand to clay. The clays above do not show any structures and look like hemipelagic deposits.,,,
353-U1444A-12H-7-A,0,73,103.23,103.96,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,
353-U1444A-12H-CC-A,0,13,103.96,104.09,,silty,clay,,silty clay,silty clay,clay,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,
353-U1444A-13H-1-A,0,133,104,105.33,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations (green, black) along the section.",,,
353-U1444A-13H-2-A,0,96,105.33,106.29,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations (green, black) along the section.",,,
353-U1444A-13H-3-A,0,139,106.29,107.68,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations (green, black) along the section.",,,
353-U1444A-13H-4-A,0,46,107.68,108.14,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark gray,5Y 4/1 (dark gray),,,,,,,,,mottling,,,,"Some color variations (green, black) along the section. One silty to sandy light gray band of 2 cm-thick between 24 and 26 cm.",,,
353-U1444A-13H-5-A,0,123,108.14,109.37,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark gray,5Y 4/1 (dark gray),,,,,,,,,mottling,,,,"Some color variations (green, black) along the section.",,,
353-U1444A-13H-6-A,0,79,109.37,110.16,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark gray,5Y 4/1 (dark gray),,,,,,,,,mottling,,,,"Some color variations (green, black) along the section.",,,
353-U1444A-13H-7-A,0,147,110.16,111.63,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,dark gray,5Y 4/1 (dark gray),,,,,,,,,mottling,,,,"Some color variations (green, black) along the section.",,,
353-U1444A-13H-CC-A,0,86,111.63,112.49,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations (green, black) along the section.",,,
353-U1444A-14X-1-A,0,150,112.5,114,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations (green, black) along the section. A lot of layers are particularly rich in foraminifers (1-2 cm thick).",,,
353-U1444A-14X-2-A,0,23,114,114.23,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations (green, black) along the interval.",,,
353-U1444A-14X-2-A,23,42,114.23,114.42,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 6/2 (light olive gray),,,,,,,,,mottling,,,,"Some color variations (green, black) along the interval. Some white dots (volcanic ash) at 23-27 cm and 2 green glauconite bands at 26.5 and 29 cm.",,,
353-U1444A-14X-2-A,42,150,114.42,115.5,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations (green, black) along the interval.",,,
353-U1444A-14X-3-A,0,150,115.5,117,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations (green, black) along the section.",,,
353-U1444A-14X-4-A,0,121,117,118.21,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations (green, black) along the section.",,,
353-U1444A-14X-5-A,0,79,118.21,119,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations (green, black) along the section.",,,
353-U1444A-14X-CC-A,0,44,119,119.44,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Some color variations (green, black) along the section.",,,
353-U1444A-15X-1-A,0,150,117.9,119.4,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Many black and green bandings along the section.,,,
353-U1444A-15X-2-A,0,151,119.4,120.91,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Many black and green bandings along the section. Light gray siltty sand band at 120.5 cm. Two gray nodules at 49-50 cm and 94-96 cm.,,,
353-U1444A-15X-3-A,0,150,120.91,122.41,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Many black and green bandings along the section. Three gray nodules at 29-29.5 cm, 77 and 117-118 cm.",,,
353-U1444A-15X-4-A,0,24,122.41,122.65,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,bioturbated,,,,,,,mottling,,,,"Many black and green bandings along the section. Three gray nodules at 29-29.5 cm, 77 and 117-118 cm.",,,
353-U1444A-15X-4-A,24,27,122.65,122.68,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-15X-4-A,27,61,122.68,123.02,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,bioturbated,,,,,,,mottling,,,,Many black and green bandings along the section.,,,
353-U1444A-15X-4-A,61,67,123.02,123.08,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-15X-4-A,67,100,123.08,123.41,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,bioturbated,,,,,,,mottling,,,,Many black and green bandings along the section.,,,
353-U1444A-15X-4-A,100,104,123.41,123.45,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-15X-4-A,104,150,123.45,123.91,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Many black and green bandings along the section.,,,
353-U1444A-15X-5-A,0,75,123.91,124.66,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,bioturbated,,,,,,,mottling,,,,Many black and green bandings along the section.,,,
353-U1444A-15X-5-A,75,81,124.66,124.72,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-15X-5-A,81,92,124.72,124.83,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,bioturbated,,,,,,,mottling,,,,Many black and green bandings along the section.,,,
353-U1444A-15X-5-A,92,96,124.83,124.87,,silty,clay,,silty clay,silty clay,clay,,light gray,5Y 5/1 (gray),erosive,sharp,,thin bed,normally graded,,,,,,,,Rich in organics and sulfides.,,,
353-U1444A-15X-5-A,96,150,124.87,125.41,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Many black and green bandings along the section.,,,
353-U1444A-15X-6-A,0,4,125.41,125.45,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,bioturbated,,,,,,,mottling,,,,Many black and green bandings along the section.,,,
353-U1444A-15X-6-A,4,8,125.45,125.49,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-15X-6-A,8,36,125.49,125.77,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,bioturbated,,,,,,,mottling,,,,Many black and green bandings along the section.,,,
353-U1444A-15X-6-A,36,41,125.77,125.82,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-15X-6-A,41,76,125.82,126.17,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,bioturbated,,,,,,,mottling,,,,Many black and green bandings along the section.,,,
353-U1444A-15X-6-A,76,79,126.17,126.2,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-15X-6-A,79,87,126.2,126.28,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,bioturbated,,,,,,,mottling,,,,Many black and green bandings along the section.,,,
353-U1444A-15X-6-A,87,110,126.28,126.51,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,Succession of 4 thin beds normally graded from sand to clay.,,,
353-U1444A-15X-6-A,110,130,126.51,126.71,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,bioturbated,,,,,,,mottling,,,,Many black and green bandings along the section.,,,
353-U1444A-15X-7-A,0,60,126.71,127.31,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,bioturbated,,,,,,,mottling,,,,Many black and green bandings along the section.,,,
353-U1444A-15X-CC-A,0,44,127.31,127.75,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,bioturbated,,,,,,,mottling,,,,Many black and green bandings along the section.,,,
353-U1444A-16X-1-A,0,110,127.6,128.7,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,bioturbated,,,,,,,mottling,,,,Many black and green bandings along the section.,,,
353-U1444A-16X-1-A,110,119,128.7,128.79,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-16X-1-A,119,150,128.79,129.1,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint black and green bandings along the section.,,,
353-U1444A-16X-2-A,0,150,129.1,130.6,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint black and green bandings along the section.,,,
353-U1444A-16X-3-A,0,87,130.6,131.47,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,bioturbated,,,,,,,mottling,,,,Faint black and green bandings along the section.,,,
353-U1444A-16X-3-A,87,89,131.47,131.49,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,very thin bed,normally graded,,,,,,,,Lots of organic fragments plus sulfides,,,
353-U1444A-16X-3-A,89,150,131.49,132.1,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Lots of black and some green bandings along the section.,,,
353-U1444A-16X-4-A,0,150,132.1,133.6,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Lots of black and some green bandings along the section. Grey nodules 1 cm thick at 68-69, 97-98 cm (layer of 3 nodules).",,,
353-U1444A-16X-5-A,0,58.5,133.6,134.185,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,"Lots of black and some green bandings along the section. Grey nodules 1 cm thick at 68-69, 97-98 cm (layer of 3 nodules).",,,
353-U1444A-16X-5-A,58.5,61,134.185,134.21,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-16X-5-A,61,69,134.21,134.29,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Some black and green bandings.,,,
353-U1444A-16X-5-A,69,72,134.29,134.32,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-16X-5-A,72,81,134.32,134.41,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Some black and green bandings along the section.,,,
353-U1444A-16X-5-A,81,83,134.41,134.43,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-16X-5-A,83,94.5,134.43,134.545,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Some black and green bandings along the section.,,,
353-U1444A-16X-5-A,94.5,97,134.545,134.57,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,very thin bed,normally graded,,,,,,,,,,,
353-U1444A-16X-5-A,97,117,134.57,134.77,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Some black and green bandings along the section.,,,
353-U1444A-16X-5-A,117,120.5,134.77,134.805,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-16X-5-A,120.5,150,134.805,135.1,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Some black and green bandings along the section.,,,
353-U1444A-16X-6-A,0,140,135.1,136.5,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Some black and green bandings along the section. Nodule at 113-114 cm.,,,
353-U1444A-16X-7-A,0,5,136.5,136.55,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Some black and green bandings along the section. Nodule at 113-114 cm.,,,
353-U1444A-16X-7-A,5,11,136.55,136.61,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,2 sandy to clay turbidites.,,,
353-U1444A-16X-7-A,11,17,136.61,136.67,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Some black and green bandings along the section. Nodule at 113-114 cm.,,,
353-U1444A-16X-7-A,17,19,136.67,136.69,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,very thin bed,normally graded,,,,,,,,,,,
353-U1444A-16X-7-A,19,22,136.69,136.72,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Some black and green bandings along the section. Nodule at 113-114 cm.,,,
353-U1444A-16X-7-A,22,25,136.72,136.75,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-16X-7-A,25,56,136.75,137.06,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Some black and green bandings along the section. Nodule at 113-114 cm.,,,
353-U1444A-16X-CC-A,0,37,137.06,137.43,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Some black and green bandings along the section. Nodule at 113-114 cm.,,,
353-U1444A-17X-1-A,0,60,137.3,137.9,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Some black and green bandings along the section. Nodule at 113-114 cm.,,,
