Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data
363-U1485D-7H-4-A,0,15,48.21,48.36,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-7H-4-A,15,64,48.36,48.85,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-7H-4-A,64,107,48.85,49.28,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-7H-4-A,107,112,49.28,49.33,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-7H-4-A,112,134,49.33,49.55,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-7H-5-A,0,19,49.55,49.74,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-7H-5-A,19,24,49.74,49.79,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-7H-5-A,24,34,49.79,49.89,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-7H-5-A,34,47,49.89,50.02,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-7H-5-A,47,141,50.02,50.96,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-7H-6-A,0,144,50.96,52.4,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-7H-7-A,0,41,52.4,52.81,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-7H-7-A,41,46,52.81,52.86,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-7H-7-A,46,138,52.86,53.78,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-7H-8-A,0,5,53.78,53.83,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-7H-8-A,5,130,53.83,55.08,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-7H-CC-A,0,30,55.08,55.38,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-8H-1-A,0,68,54.4,55.08,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-8H-2-A,0,55,55.1,55.65,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-8H-2-A,61,71,55.71,55.81,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-8H-2-A,71,125,55.81,56.35,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-8H-3-A,0,46,56.35,56.81,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-8H-3-A,46,54,56.81,56.89,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-8H-3-A,54,124,56.89,57.59,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-8H-4-A,0,55,57.59,58.14,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-8H-4-A,66,74,58.25,58.33,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-8H-4-A,74,124,58.33,58.83,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-8H-5-A,0,39,58.83,59.22,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-8H-5-A,46,107,59.29,59.9,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-8H-5-A,107,112,59.9,59.95,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-8H-5-A,112,129,59.95,60.12,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-8H-6-A,0,75,60.12,60.87,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-8H-6-A,75,117,60.87,61.29,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-8H-6-A,117,122,61.29,61.34,,sand [Leg210],sand,,5GY 2.5/1 (greenish black),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-8H-6-A,122,139,61.34,61.51,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-8H-7-A,0,9,61.51,61.6,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-8H-7-A,9,15,61.6,61.66,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-8H-7-A,15,141,61.66,62.92,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-8H-8-A,0,26,62.94,63.2,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-8H-8-A,26,34,63.2,63.28,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-8H-8-A,34,77,63.28,63.71,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-8H-8-A,77,84,63.71,63.78,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-8H-8-A,84,91,63.78,63.85,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-8H-8-A,91,96,63.85,63.9,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-8H-8-A,96,117,63.9,64.11,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-8H-8-A,117,119,64.11,64.13,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-8H-8-A,119,144,64.13,64.38,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1485D-8H-CC-A,0,68,64.38,65.06,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
