Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Ticinella primula,Ticinella madecassiana,Globigerinelloides bentonensis,Globigerinelloides caseyi,Whiteinella baltica,Heterohelix moremani,Hedbergella planispira,Hedbergella delrioensis,Heterohelix globulosa,Whiteinella inornata,Whiteinella archaeocretacea,Marginotruncana pseudolinneiana,Dicarinella concavata,Dicarinella canaliculata,Clavihedbergella simplex,Rugoglobigerina rugosa,Globotruncanella pschadae,Globotruncana ventricosa,Globotruncana esnehensis,Globotruncana aegyptiaca,Contusotruncana fornicata,Pseudoguembelina costulata,Globotruncanita conica,Globotruncana linneiana,Archaeoglobigerina blowi,Globotruncanella havanensis,Globotruncanella citae,Globotruncana arca,Abathomphalus intermedius,Rugoglobigerina rotundata,Racemiguembelina fructicosa,Pseudotextularia elegans,Globotruncanita stuarti,Rugoglobigerina hexacamerata,Pseudoguembelina palpebra,Gansserina gansseri,Contusotruncana contusa,Rugoglobigerina scotti,Abathomphalus mayaroensis,Praemurica uncinata,Praemurica inconstans,Parasubbotina pseudobulloides,Morozovella praeangulata,Subbotina velascoensis,Subbotina triangularis,Morozovella velascoensis,Morozovella pasionensis,Morozovella occlusa,Globanomalina pseudomenardii,Acarinina nitida,Subbotina triloculinoides,Morozovella subbotinae,Morozovella apanthesma,Morozovella aequa,Morozovella acuta,Acarinina soldadoensis,Acarinina coalingensis,Chiloguembelina wilcoxensis,Pseudohastigerina micra,Acarinina wilcoxensis,Acarinina quetra,Morozovella gracilis,Morozovella marginodentata,Subbotina patagonica,Muricoglobigerina senni,Turborotalia pomeroli,Turborotalia cerroazulensis,Subbotina boweri,Morozovella spinulosa,Morozovella aragonensis,Igorina broedermanni,Guembelitrioides higginsi,Globigerinatheka mexicana,Acarinina bullbrooki,Morozovella lehneri,Acarinina rohri,Globigerinatheka kugleri,Globigerinatheka index,Acarinina topilensis,Orbulinoides beckmanni,Clavigerinella eocanica,Comment
  IR,                 ,                 ,                  ,              ,207,1260,B, 25,R,CC,  13.00,    357.8000,forams   ,Planktonic Foraminifers                      ,A              ,M                 ,                 ,                      ,                              ,                         ,                   ,                    ,                      ,                       ,                     ,                    ,                           ,                               ,                     ,                        ,                        ,P                     ,                         ,                        ,                        ,P                       ,                         ,                          ,                      ,                       ,                        ,                           ,                      ,                  ,P                        ,P                        ,P                          ,P                       ,P                      ,                            ,                         ,                   ,                       ,                      ,                         ,                   ,                     ,                             ,                        ,                      ,                      ,                        ,                       ,                   ,                            ,                ,                         ,                      ,                      ,                 ,                 ,                      ,                      ,                           ,                       ,                     ,                ,                    ,                          ,                    ,                       ,                     ,                           ,                ,                     ,                       ,                    ,                         ,                         ,                    ,                   ,               ,                        ,                      ,                    ,                      ,                       ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,207,1260,B, 26,R,CC,  11.00,    367.2700,forams   ,Planktonic Foraminifers                      ,A              ,P                 ,                 ,                      ,                              ,                         ,                   ,                    ,                      ,                       ,                     ,                    ,                           ,                               ,                     ,                        ,                        ,P                     ,                         ,P                       ,                        ,                        ,P                        ,                          ,                      ,                       ,                        ,P                          ,P                     ,P                 ,P                        ,                         ,                           ,                        ,                       ,                            ,                         ,                   ,                       ,                      ,                         ,                   ,                     ,                             ,                        ,                      ,                      ,                        ,                       ,                   ,                            ,                ,                         ,                      ,                      ,                 ,                 ,                      ,                      ,                           ,                       ,                     ,                ,                    ,                          ,                    ,                       ,                     ,                           ,                ,                     ,                       ,                    ,                         ,                         ,                    ,                   ,               ,                        ,                      ,                    ,                      ,                       ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,207,1260,B, 27,R,CC,  19.00,    376.2400,forams   ,Planktonic Foraminifers                      ,R              ,P                 ,                 ,                      ,                              ,                         ,                   ,                    ,                      ,                       ,P                    ,                    ,                           ,                               ,                     ,                        ,                        ,P                     ,P                        ,P                       ,P                       ,P                       ,P                        ,P                         ,P                     ,P                      ,P                       ,                           ,                      ,                  ,                         ,                         ,                           ,                        ,                       ,                            ,                         ,                   ,                       ,                      ,                         ,                   ,                     ,                             ,                        ,                      ,                      ,                        ,                       ,                   ,                            ,                ,                         ,                      ,                      ,                 ,                 ,                      ,                      ,                           ,                       ,                     ,                ,                    ,                          ,                    ,                       ,                     ,                           ,                ,                     ,                       ,                    ,                         ,                         ,                    ,                   ,               ,                        ,                      ,                    ,                      ,                       ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,207,1260,B, 28,R,CC,  20.00,    380.6800,forams   ,Planktonic Foraminifers                      ,C              ,P                 ,                 ,                      ,                              ,                         ,                   ,                    ,                      ,                       ,+                    ,                    ,                           ,                               ,                     ,                        ,                        ,P                     ,+                        ,+                       ,+                       ,+                       ,+                        ,                          ,                      ,                       ,                        ,                           ,                      ,                  ,                         ,                         ,                           ,                        ,                       ,                            ,                         ,                   ,                       ,                      ,                         ,                   ,                     ,                             ,                        ,                      ,                      ,                        ,                       ,                   ,                            ,                ,                         ,                      ,                      ,                 ,                 ,                      ,                      ,                           ,                       ,                     ,                ,                    ,                          ,                    ,                       ,                     ,                           ,                ,                     ,                       ,                    ,                         ,                         ,                    ,                   ,               ,                        ,                      ,                    ,                      ,                       ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,207,1260,B, 31,R,CC,  21.00,    393.4200,forams   ,Planktonic Foraminifers                      ,C              ,G                 ,                 ,                      ,                              ,                         ,                   ,                    ,                      ,                       ,P                    ,P                   ,P                          ,P                              ,P                    ,P                       ,P                       ,                      ,                         ,                        ,                        ,                        ,                         ,                          ,                      ,                       ,                        ,                           ,                      ,                  ,                         ,                         ,                           ,                        ,                       ,                            ,                         ,                   ,                       ,                      ,                         ,                   ,                     ,                             ,                        ,                      ,                      ,                        ,                       ,                   ,                            ,                ,                         ,                      ,                      ,                 ,                 ,                      ,                      ,                           ,                       ,                     ,                ,                    ,                          ,                    ,                       ,                     ,                           ,                ,                     ,                       ,                    ,                         ,                         ,                    ,                   ,               ,                        ,                      ,                    ,                      ,                       ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,207,1260,B, 34,R, 5,  99.00,    412.6900,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                 ,                      ,                              ,                         ,P                  ,                    ,                      ,                       ,P                    ,                    ,                           ,                               ,                     ,                        ,                        ,                      ,                         ,                        ,                        ,                        ,                         ,                          ,                      ,                       ,                        ,                           ,                      ,                  ,                         ,                         ,                           ,                        ,                       ,                            ,                         ,                   ,                       ,                      ,                         ,                   ,                     ,                             ,                        ,                      ,                      ,                        ,                       ,                   ,                            ,                ,                         ,                      ,                      ,                 ,                 ,                      ,                      ,                           ,                       ,                     ,                ,                    ,                          ,                    ,                       ,                     ,                           ,                ,                     ,                       ,                    ,                         ,                         ,                    ,                   ,               ,                        ,                      ,                    ,                      ,                       ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,207,1260,B, 35,R,CC,   0.00,    423.5800,forams   ,Planktonic Foraminifers                      ,C              ,M                 ,                 ,                      ,                              ,P                        ,P                  ,P                   ,P                     ,                       ,                     ,                    ,                           ,                               ,                     ,                        ,                        ,                      ,                         ,                        ,                        ,                        ,                         ,                          ,                      ,                       ,                        ,                           ,                      ,                  ,                         ,                         ,                           ,                        ,                       ,                            ,                         ,                   ,                       ,                      ,                         ,                   ,                     ,                             ,                        ,                      ,                      ,                        ,                       ,                   ,                            ,                ,                         ,                      ,                      ,                 ,                 ,                      ,                      ,                           ,                       ,                     ,                ,                    ,                          ,                    ,                       ,                     ,                           ,                ,                     ,                       ,                    ,                         ,                         ,                    ,                   ,               ,                        ,                      ,                    ,                      ,                       ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,207,1260,B, 36,R, 6, 129.00,    433.6900,forams   ,Planktonic Foraminifers                      ,C              ,P                 ,                 ,                      ,                              ,P                        ,P                  ,+                   ,+                     ,                       ,                     ,                    ,                           ,                               ,                     ,                        ,                        ,                      ,                         ,                        ,                        ,                        ,                         ,                          ,                      ,                       ,                        ,                           ,                      ,                  ,                         ,                         ,                           ,                        ,                       ,                            ,                         ,                   ,                       ,                      ,                         ,                   ,                     ,                             ,                        ,                      ,                      ,                        ,                       ,                   ,                            ,                ,                         ,                      ,                      ,                 ,                 ,                      ,                      ,                           ,                       ,                     ,                ,                    ,                          ,                    ,                       ,                     ,                           ,                ,                     ,                       ,                    ,                         ,                         ,                    ,                   ,               ,                        ,                      ,                    ,                      ,                       ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,207,1260,B, 38,R,CC,   5.00,    452.3400,forams   ,Planktonic Foraminifers                      ,C              ,G                 ,                 ,                      ,                              ,P                        ,                   ,                    ,P                     ,                       ,                     ,                    ,                           ,                               ,                     ,                        ,                        ,                      ,                         ,                        ,                        ,                        ,                         ,                          ,                      ,                       ,                        ,                           ,                      ,                  ,                         ,                         ,                           ,                        ,                       ,                            ,                         ,                   ,                       ,                      ,                         ,                   ,                     ,                             ,                        ,                      ,                      ,                        ,                       ,                   ,                            ,                ,                         ,                      ,                      ,                 ,                 ,                      ,                      ,                           ,                       ,                     ,                ,                    ,                          ,                    ,                       ,                     ,                           ,                ,                     ,                       ,                    ,                         ,                         ,                    ,                   ,               ,                        ,                      ,                    ,                      ,                       ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,207,1260,B, 39,R,CC,  14.00,    463.5500,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                 ,                      ,                              ,P                        ,P                  ,                    ,P                     ,P                      ,                     ,                    ,                           ,                               ,                     ,                        ,                        ,                      ,                         ,                        ,                        ,                        ,                         ,                          ,                      ,                       ,                        ,                           ,                      ,                  ,                         ,                         ,                           ,                        ,                       ,                            ,                         ,                   ,                       ,                      ,                         ,                   ,                     ,                             ,                        ,                      ,                      ,                        ,                       ,                   ,                            ,                ,                         ,                      ,                      ,                 ,                 ,                      ,                      ,                           ,                       ,                     ,                ,                    ,                          ,                    ,                       ,                     ,                           ,                ,                     ,                       ,                    ,                         ,                         ,                    ,                   ,               ,                        ,                      ,                    ,                      ,                       ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,207,1260,B, 40,R,CC,  21.00,    470.9600,forams   ,Planktonic Foraminifers                      ,C              ,P                 ,                 ,                      ,                              ,P                        ,P                  ,P                   ,                      ,                       ,                     ,                    ,                           ,                               ,                     ,                        ,                        ,                      ,                         ,                        ,                        ,                        ,                         ,                          ,                      ,                       ,                        ,                           ,                      ,                  ,                         ,                         ,                           ,                        ,                       ,                            ,                         ,                   ,                       ,                      ,                         ,                   ,                     ,                             ,                        ,                      ,                      ,                        ,                       ,                   ,                            ,                ,                         ,                      ,                      ,                 ,                 ,                      ,                      ,                           ,                       ,                     ,                ,                    ,                          ,                    ,                       ,                     ,                           ,                ,                     ,                       ,                    ,                         ,                         ,                    ,                   ,               ,                        ,                      ,                    ,                      ,                       ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,207,1260,B, 41,R,CC,   0.00,    479.3000,forams   ,Planktonic Foraminifers                      ,C              ,P                 ,                 ,                      ,                              ,P                        ,                   ,                    ,                      ,                       ,                     ,                    ,                           ,                               ,                     ,                        ,                        ,                      ,                         ,                        ,                        ,                        ,                         ,                          ,                      ,                       ,                        ,                           ,                      ,                  ,                         ,                         ,                           ,                        ,                       ,                            ,                         ,                   ,                       ,                      ,                         ,                   ,                     ,                             ,                        ,                      ,                      ,                        ,                       ,                   ,                            ,                ,                         ,                      ,                      ,                 ,                 ,                      ,                      ,                           ,                       ,                     ,                ,                    ,                          ,                    ,                       ,                     ,                           ,                ,                     ,                       ,                    ,                         ,                         ,                    ,                   ,               ,                        ,                      ,                    ,                      ,                       ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,207,1260,B, 42,R,CC,   0.00,    485.6600,forams   ,Planktonic Foraminifers                      ,R              ,G                 ,P                ,P                     ,P                             ,                         ,                   ,                    ,                      ,                       ,                     ,                    ,                           ,                               ,                     ,                        ,                        ,                      ,                         ,                        ,                        ,                        ,                         ,                          ,                      ,                       ,                        ,                           ,                      ,                  ,                         ,                         ,                           ,                        ,                       ,                            ,                         ,                   ,                       ,                      ,                         ,                   ,                     ,                             ,                        ,                      ,                      ,                        ,                       ,                   ,                            ,                ,                         ,                      ,                      ,                 ,                 ,                      ,                      ,                           ,                       ,                     ,                ,                    ,                          ,                    ,                       ,                     ,                           ,                ,                     ,                       ,                    ,                         ,                         ,                    ,                   ,               ,                        ,                      ,                    ,                      ,                       ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,207,1260,B, 43,R,CC,   0.00,    491.1800,forams   ,Planktonic Foraminifers                      ,F              ,G                 ,P                ,P                     ,                              ,                         ,                   ,                    ,                      ,                       ,                     ,                    ,                           ,                               ,                     ,                        ,                        ,                      ,                         ,                        ,                        ,                        ,                         ,                          ,                      ,                       ,                        ,                           ,                      ,                  ,                         ,                         ,                           ,                        ,                       ,                            ,                         ,                   ,                       ,                      ,                         ,                   ,                     ,                             ,                        ,                      ,                      ,                        ,                       ,                   ,                            ,                ,                         ,                      ,                      ,                 ,                 ,                      ,                      ,                           ,                       ,                     ,                ,                    ,                          ,                    ,                       ,                     ,                           ,                ,                     ,                       ,                    ,                         ,                         ,                    ,                   ,               ,                        ,                      ,                    ,                      ,                       ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,207,1260,B, 44,R,CC,  15.00,    494.3300,forams   ,Planktonic Foraminifers                      ,R              ,G                 ,P                ,                      ,                              ,                         ,                   ,                    ,                      ,                       ,                     ,                    ,                           ,                               ,                     ,                        ,                        ,                      ,                         ,                        ,                        ,                        ,                         ,                          ,                      ,                       ,                        ,                           ,                      ,                  ,                         ,                         ,                           ,                        ,                       ,                            ,                         ,                   ,                       ,                      ,                         ,                   ,                     ,                             ,                        ,                      ,                      ,                        ,                       ,                   ,                            ,                ,                         ,                      ,                      ,                 ,                 ,                      ,                      ,                           ,                       ,                     ,                ,                    ,                          ,                    ,                       ,                     ,                           ,                ,                     ,                       ,                    ,                         ,                         ,                    ,                   ,               ,                        ,                      ,                    ,                      ,                       ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,207,1260,B, 45,R,CC,   0.00,    499.5200,forams   ,Planktonic Foraminifers                      ,R              ,G                 ,P                ,                      ,                              ,                         ,                   ,                    ,                      ,                       ,                     ,                    ,                           ,                               ,                     ,                        ,                        ,                      ,                         ,                        ,                        ,                        ,                         ,                          ,                      ,                       ,                        ,                           ,                      ,                  ,                         ,                         ,                           ,                        ,                       ,                            ,                         ,                   ,                       ,                      ,                         ,                   ,                     ,                             ,                        ,                      ,                      ,                        ,                       ,                   ,                            ,                ,                         ,                      ,                      ,                 ,                 ,                      ,                      ,                           ,                       ,                     ,                ,                    ,                          ,                    ,                       ,                     ,                           ,                ,                     ,                       ,                    ,                         ,                         ,                    ,                   ,               ,                        ,                      ,                    ,                      ,                       ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
