Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Subbotina crociapertura	Pseudohastigerina wilcoxensis	Pseudohastigerina micra	Turborotalia pseudomayeri	Turborotalia praecentralis	Turborotalia possagnoensis	Turborotalia griffinae	Guembelitria spp.	Globorotaloides suteri	Tenuitella clemenciae	Globigerina venezuelana	Turborotalia boweri	Tenuitella gemma	Subbotina utilisindex	Subbotina eocaenica	Subbotina angiporoides minima	Subbotina eocaena	Subbotina hornibrooki	Globorotaloides permicus	Acarinina rugosoaculeata	Acarinina rotundimarginata	Globorotaloides sp. 1	Acarinina intermedia	Subbotina inaequispira	Pseudohastigerina danvillensis	Morozovella broedermanni	Globigerinatheka micra	Acarinina rohri	Acarinina pseudotopilensis	Acarinina primitiva	Acarinina pentacamerata	Acarinina medizzai	Acarinina lozanoi	Acarinina libyaensis	Acarinina interposita	Acarinina densa	Acarinina cuneicamerata	Acarinina bullbrooki	Tenuitella reissi	Globigerinatheka senni	Chiloguembelina cubensis	Catapsydrax unicavus	Catapsydrax taroubaensis	Catapsydrax sp.	Acarinina matthewsae	Globigerinatheka sp.	Planorotalites pseudoscitulus	Planorotalites planoconicus	Globorotaloides carcoselleensis	Acarinina soldadoensis angulosa	Subbotina praeturritilina	Acarinina acceleratoria	Dentoglobigerina galavisi	Subbotina angiporoides angiporoides	Paragloborotalia siakensis	Paragloborotalia semivera	Globoquadrina sellii	Globigerinita juvenilis	Globigerina praebulloides	Paragloborotalia opima	Paragloborotalia nana	Tenuitella munda	Globigerina officinalis	Paragloborotalia pseudocontinuosa	Zeaglobigerina woodi	Globorotaloides variabilis	Globoquadrina tripartita	Zeaglobigerina connecta	Tenuitella angustiumbilicata	Paragloborotalia pseudokugleri	Globorotaloides stainforthi	Globorotalia birnageae	Globigerinita glutinata	Globigerina ciperoensis	Dentoglobigerina larmeui	Dentoglobigerina baroemoenensis	Dentoglobigerina altispira globosa	Tenuitellinata prestainforthi	Globoquadrina rohri	Globoquadrina praedehiscens	Globigerinella obesa	Globigerina anguliofficinalis	Tenuitellinata sp.	Tenuitella neoclemenciae	Paragloborotalia continuosa	Globoquadrina dehiscens	Globigerinoides immaturus	Turborotalita quinqueloba	Globigerinoides trilobus	Globigerinita uvula	Globigerina prasaepis	Dentoglobigerina langhiana	Catapsydrax dissimilis	Globigerinoides subsacculifer	Sphaeroidinellopsis disjuncta	Paragloborotalia kugleri	Globigerinoides parawoodi	Zeaglobigerina labiacrassata	Zeaglobigerina brazieri	Globigerinoides subquadratus	Tenuitella minutissima	Globorotalia incognita	Globigerina falconensis	Cassigerinella chipolensis	Paragloborotalia acrostoma	Globorotalia zealandica	Globorotalia praescitula	Globorotalia peripheroronda	Paragloborotalia mayeri	Globigerinoides quadrilobatus	Praeorbulina transitoria	Globorotalia miozea	Globigerinoides bisphericus	Globorotalia peripheroronda/peripheroacuta	Globigerina pseudociperoensis	Globorotalia cf. Gr. suterae	Guembelitria sp.	Globigerinella siphonifera	Zeaglobigerina decoraperta	Praeorbulina sicana	Zeaglobigerina druryi	Globigerina bulbosa	Neogloboquadrina pachyderma (sinistral)	Globigerinoides diminutus	Praeorbulina glomerosa	Globorotalia scitula	Globigerina sp. A	Globigerinoides ruber	Orbulina universa	Neogloboquadrina acostaensis	Neogloboquadrina praehumerosa	Neogloboquadrina atlantica (dextral)	Sphaeroidinellopsis seminulina	Globorotalia menardii	Globigerina bulloides	Neogloboquadrina humerosa	Globorotalia lenguaensis	Neogloboquadrina sp.	Neogloboquadrina atlantica (sinistral)	Neogloboquadrina dutertrei	Comment

  IR	Middle Eocene    	                 	P10               	P12           	152	 918	D	 89	R	 1	  37.00	   1127.7700	Spezzaferri	Planktonic Foraminifers                      	               	                  	-                      	T                            	T                      	-                        	-                         	-                         	-                     	-                	-                     	-                    	-                      	-                  	T               	-                    	T                  	-                            	T                	-                    	-                       	-                       	-                         	T                    	-                   	-                     	T                             	-                       	-                     	-              	-                         	T                  	T                      	-                 	-                	-                   	VR                   	-              	-                      	T                   	-                	-                     	T                       	-                   	T                       	-              	-                   	T                   	-                            	-                          	-                              	-                              	-                        	-                      	-                        	                                   	                          	                         	                    	                       	                         	                      	                     	                	                       	                                 	                    	                          	                        	                       	                            	                              	                           	                      	                       	                       	                        	                               	                                  	                             	                   	                           	                    	                             	                  	                        	                           	                       	                         	                         	                        	                   	                     	                          	                      	                             	                             	                        	                         	                            	                       	                            	                      	                      	                       	                          	                          	                       	                        	                           	                       	                             	                        	                   	                           	                                          	                             	                            	                	                          	                          	                   	                     	                   	                                       	                         	                      	                    	                 	                     	                 	                            	                             	                                    	                              	                     	                     	                         	                        	                    	                                      	                          	From Leg 152SR; Ch 12; Table 8; p. 172

  IR	Middle Eocene    	                 	P10               	P12           	152	 918	D	 89	R	 1	 106.00	   1128.4600	Spezzaferri	Planktonic Foraminifers                      	               	                  	-                      	-                            	T                      	-                        	T                         	-                         	-                     	-                	-                     	-                    	-                      	T                  	T               	T                    	-                  	-                            	T                	T                    	-                       	T                       	T                         	-                    	-                   	-                     	T                             	T                       	-                     	-              	-                         	-                  	T                      	-                 	-                	-                   	-                    	-              	-                      	-                   	-                	-                     	T                       	-                   	T                       	T              	T                   	T                   	T                            	-                          	-                              	-                              	-                        	T                      	-                        	                                   	                          	                         	                    	                       	                         	                      	                     	                	                       	                                 	                    	                          	                        	                       	                            	                              	                           	                      	                       	                       	                        	                               	                                  	                             	                   	                           	                    	                             	                  	                        	                           	                       	                         	                         	                        	                   	                     	                          	                      	                             	                             	                        	                         	                            	                       	                            	                      	                      	                       	                          	                          	                       	                        	                           	                       	                             	                        	                   	                           	                                          	                             	                            	                	                          	                          	                   	                     	                   	                                       	                         	                      	                    	                 	                     	                 	                            	                             	                                    	                              	                     	                     	                         	                        	                    	                                      	                          	From Leg 152SR; Ch 12; Table 8; p. 172

  IR	Middle Eocene    	                 	P10               	P12           	152	 918	D	 89	R	 2	  13.00	   1129.0300	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                      	T                            	T                      	-                        	T                         	T                         	cf                    	T                	-                     	-                    	-                      	R                  	-               	T                    	T                  	T                            	T                	T                    	-                       	T                       	T                         	T                    	-                   	T                     	T                             	-                       	-                     	-              	T                         	-                  	T                      	-                 	VR               	-                   	T                    	T              	T                      	T                   	-                	-                     	T                       	-                   	-                       	-              	-                   	-                   	T                            	-                          	-                              	cf                             	-                        	T                      	cf                       	                                   	                          	                         	                    	                       	                         	                      	                     	                	                       	                                 	                    	                          	                        	                       	                            	                              	                           	                      	                       	                       	                        	                               	                                  	                             	                   	                           	                    	                             	                  	                        	                           	                       	                         	                         	                        	                   	                     	                          	                      	                             	                             	                        	                         	                            	                       	                            	                      	                      	                       	                          	                          	                       	                        	                           	                       	                             	                        	                   	                           	                                          	                             	                            	                	                          	                          	                   	                     	                   	                                       	                         	                      	                    	                 	                     	                 	                            	                             	                                    	                              	                     	                     	                         	                        	                    	                                      	                          	From Leg 152SR; Ch 12; Table 8; p. 172

  IR	Middle Eocene    	                 	P10               	P12           	152	 918	D	 89	R	 2	  97.00	   1129.8700	Spezzaferri	Planktonic Foraminifers                      	               	                  	cf                     	T                            	T                      	-                        	cf                        	-                         	T                     	R                	-                     	-                    	-                      	T                  	-               	-                    	-                  	T                            	T                	-                    	-                       	T                       	-                         	T                    	-                   	-                     	-                             	-                       	-                     	T              	T                         	T                  	T                      	cf                	-                	-                   	T                    	-              	-                      	-                   	-                	-                     	T                       	-                   	-                       	-              	-                   	T                   	-                            	cf                         	-                              	cf                             	cf                       	T                      	                         	                                   	                          	                         	                    	                       	                         	                      	                     	                	                       	                                 	                    	                          	                        	                       	                            	                              	                           	                      	                       	                       	                        	                               	                                  	                             	                   	                           	                    	                             	                  	                        	                           	                       	                         	                         	                        	                   	                     	                          	                      	                             	                             	                        	                         	                            	                       	                            	                      	                      	                       	                          	                          	                       	                        	                           	                       	                             	                        	                   	                           	                                          	                             	                            	                	                          	                          	                   	                     	                   	                                       	                         	                      	                    	                 	                     	                 	                            	                             	                                    	                              	                     	                     	                         	                        	                    	                                      	                          	From Leg 152SR; Ch 12; Table 8; p. 172

  IR	Middle Eocene    	                 	P10               	P12           	152	 918	D	 89	R	 3	  28.00	   1130.6801	Spezzaferri	Planktonic Foraminifers                      	               	                  	-                      	T                            	T                      	cf                       	cf                        	-                         	-                     	T                	cf                    	-                    	-                      	cf                 	T               	-                    	T                  	-                            	T                	T                    	T                       	T                       	-                         	-                    	-                   	T                     	T                             	-                       	-                     	-              	T                         	T                  	T                      	-                 	-                	-                   	-                    	-              	-                      	T                   	T                	-                     	T                       	-                   	T                       	-              	T                   	-                   	T                            	VR                         	T                              	T                              	                         	                       	                         	                                   	                          	                         	                    	                       	                         	                      	                     	                	                       	                                 	                    	                          	                        	                       	                            	                              	                           	                      	                       	                       	                        	                               	                                  	                             	                   	                           	                    	                             	                  	                        	                           	                       	                         	                         	                        	                   	                     	                          	                      	                             	                             	                        	                         	                            	                       	                            	                      	                      	                       	                          	                          	                       	                        	                           	                       	                             	                        	                   	                           	                                          	                             	                            	                	                          	                          	                   	                     	                   	                                       	                         	                      	                    	                 	                     	                 	                            	                             	                                    	                              	                     	                     	                         	                        	                    	                                      	                          	From Leg 152SR; Ch 12; Table 8; p. 172

  IR	Middle Eocene    	                 	P10               	P12           	152	 918	D	 89	R	 3	  63.00	   1131.0300	Spezzaferri	Planktonic Foraminifers                      	               	                  	-                      	T                            	T                      	T                        	T                         	-                         	-                     	-                	-                     	-                    	-                      	T                  	-               	-                    	cf                 	-                            	-                	T                    	-                       	T                       	T                         	-                    	-                   	T                     	-                             	-                       	T                     	cf             	T                         	T                  	T                      	-                 	-                	-                   	T                    	-              	-                      	-                   	-                	-                     	-                       	-                   	-                       	-              	-                   	T                   	                             	                           	                               	                               	                         	                       	                         	                                   	                          	                         	                    	                       	                         	                      	                     	                	                       	                                 	                    	                          	                        	                       	                            	                              	                           	                      	                       	                       	                        	                               	                                  	                             	                   	                           	                    	                             	                  	                        	                           	                       	                         	                         	                        	                   	                     	                          	                      	                             	                             	                        	                         	                            	                       	                            	                      	                      	                       	                          	                          	                       	                        	                           	                       	                             	                        	                   	                           	                                          	                             	                            	                	                          	                          	                   	                     	                   	                                       	                         	                      	                    	                 	                     	                 	                            	                             	                                    	                              	                     	                     	                         	                        	                    	                                      	                          	From Leg 152SR; Ch 12; Table 8; p. 172

  IR	Middle Eocene    	                 	P10               	P12           	152	 918	D	 89	R	 3	  98.00	   1131.3800	Spezzaferri	Planktonic Foraminifers                      	               	                  	-                      	T                            	-                      	-                        	-                         	-                         	-                     	T                	cf                    	-                    	-                      	-                  	cf              	-                    	T                  	-                            	-                	-                    	-                       	T                       	T                         	-                    	-                   	-                     	T                             	-                       	T                     	cf             	T                         	T                  	T                      	T                 	-                	T                   	-                    	T              	T                      	T                   	cf               	cf                    	T                       	T                   	T                       	T              	T                   	                    	                             	                           	                               	                               	                         	                       	                         	                                   	                          	                         	                    	                       	                         	                      	                     	                	                       	                                 	                    	                          	                        	                       	                            	                              	                           	                      	                       	                       	                        	                               	                                  	                             	                   	                           	                    	                             	                  	                        	                           	                       	                         	                         	                        	                   	                     	                          	                      	                             	                             	                        	                         	                            	                       	                            	                      	                      	                       	                          	                          	                       	                        	                           	                       	                             	                        	                   	                           	                                          	                             	                            	                	                          	                          	                   	                     	                   	                                       	                         	                      	                    	                 	                     	                 	                            	                             	                                    	                              	                     	                     	                         	                        	                    	                                      	                          	From Leg 152SR; Ch 12; Table 8; p. 172

  IR	Middle Eocene    	                 	P10               	P12           	152	 918	D	 89	R	 4	  34.00	   1131.7400	Spezzaferri	Planktonic Foraminifers                      	               	                  	-                      	T                            	cf                     	-                        	-                         	-                         	-                     	-                	cf                    	-                    	-                      	-                  	-               	T                    	T                  	T                            	T                	-                    	-                       	T                       	T                         	-                    	T                   	cf                    	T                             	T                       	T                     	cf             	T                         	T                  	T                      	T                 	R                	T                   	T                    	T              	T                      	R                   	                 	                      	                        	                    	                        	               	                    	                    	                             	                           	                               	                               	                         	                       	                         	                                   	                          	                         	                    	                       	                         	                      	                     	                	                       	                                 	                    	                          	                        	                       	                            	                              	                           	                      	                       	                       	                        	                               	                                  	                             	                   	                           	                    	                             	                  	                        	                           	                       	                         	                         	                        	                   	                     	                          	                      	                             	                             	                        	                         	                            	                       	                            	                      	                      	                       	                          	                          	                       	                        	                           	                       	                             	                        	                   	                           	                                          	                             	                            	                	                          	                          	                   	                     	                   	                                       	                         	                      	                    	                 	                     	                 	                            	                             	                                    	                              	                     	                     	                         	                        	                    	                                      	                          	From Leg 152SR; Ch 12; Table 8; p. 172

  IR	Middle Eocene    	                 	P10               	P12           	152	 918	D	 90	R	 2	  16.00	   1137.6000	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                      	T                            	-                      	-                        	-                         	-                         	-                     	-                	-                     	-                    	-                      	-                  	T               	-                    	cf                 	T                            	T                	T                    	T                       	T                       	-                         	T                    	cf                  	                      	                              	                        	                      	               	                          	                   	                       	                  	                 	                    	                     	               	                       	                    	                 	                      	                        	                    	                        	               	                    	                    	                             	                           	                               	                               	                         	                       	                         	                                   	                          	                         	                    	                       	                         	                      	                     	                	                       	                                 	                    	                          	                        	                       	                            	                              	                           	                      	                       	                       	                        	                               	                                  	                             	                   	                           	                    	                             	                  	                        	                           	                       	                         	                         	                        	                   	                     	                          	                      	                             	                             	                        	                         	                            	                       	                            	                      	                      	                       	                          	                          	                       	                        	                           	                       	                             	                        	                   	                           	                                          	                             	                            	                	                          	                          	                   	                     	                   	                                       	                         	                      	                    	                 	                     	                 	                            	                             	                                    	                              	                     	                     	                         	                        	                    	                                      	                          	From Leg 152SR; Ch 12; Table 8; p. 172

  IR	Middle Eocene    	                 	P10               	P12           	152	 918	D	 90	R	 2	 113.00	   1138.5699	Spezzaferri	Planktonic Foraminifers                      	               	                  	-                      	T                            	-                      	-                        	-                         	-                         	-                     	-                	cf                    	-                    	-                      	-                  	-               	-                    	cf                 	T                            	T                	T                    	T                       	T                       	T                         	                     	                    	                      	                              	                        	                      	               	                          	                   	                       	                  	                 	                    	                     	               	                       	                    	                 	                      	                        	                    	                        	               	                    	                    	                             	                           	                               	                               	                         	                       	                         	                                   	                          	                         	                    	                       	                         	                      	                     	                	                       	                                 	                    	                          	                        	                       	                            	                              	                           	                      	                       	                       	                        	                               	                                  	                             	                   	                           	                    	                             	                  	                        	                           	                       	                         	                         	                        	                   	                     	                          	                      	                             	                             	                        	                         	                            	                       	                            	                      	                      	                       	                          	                          	                       	                        	                           	                       	                             	                        	                   	                           	                                          	                             	                            	                	                          	                          	                   	                     	                   	                                       	                         	                      	                    	                 	                     	                 	                            	                             	                                    	                              	                     	                     	                         	                        	                    	                                      	                          	From Leg 152SR; Ch 12; Table 8; p. 172

  IR	                 	                 	                  	              	152	 918	D	 90	R	 3	  31.00	   1139.2500	Spezzaferri	Planktonic Foraminifers                      	B              	                  	-                      	-                            	-                      	-                        	-                         	-                         	-                     	-                	-                     	-                    	-                      	-                  	-               	-                    	-                  	-                            	T                	                     	                        	                        	                          	                     	                    	                      	                              	                        	                      	               	                          	                   	                       	                  	                 	                    	                     	               	                       	                    	                 	                      	                        	                    	                        	               	                    	                    	                             	                           	                               	                               	                         	                       	                         	                                   	                          	                         	                    	                       	                         	                      	                     	                	                       	                                 	                    	                          	                        	                       	                            	                              	                           	                      	                       	                       	                        	                               	                                  	                             	                   	                           	                    	                             	                  	                        	                           	                       	                         	                         	                        	                   	                     	                          	                      	                             	                             	                        	                         	                            	                       	                            	                      	                      	                       	                          	                          	                       	                        	                           	                       	                             	                        	                   	                           	                                          	                             	                            	                	                          	                          	                   	                     	                   	                                       	                         	                      	                    	                 	                     	                 	                            	                             	                                    	                              	                     	                     	                         	                        	                    	                                      	                          	From Leg 152SR; Ch 12; Table 8; p. 172

  IR	Middle Eocene    	                 	P10               	P12           	152	 918	D	 90	R	 3	  89.00	   1139.8300	Spezzaferri	Planktonic Foraminifers                      	               	                  	-                      	T                            	-                      	-                        	-                         	-                         	T                     	-                	-                     	-                    	-                      	T                  	T               	cf                   	T                  	T                            	                 	                     	                        	                        	                          	                     	                    	                      	                              	                        	                      	               	                          	                   	                       	                  	                 	                    	                     	               	                       	                    	                 	                      	                        	                    	                        	               	                    	                    	                             	                           	                               	                               	                         	                       	                         	                                   	                          	                         	                    	                       	                         	                      	                     	                	                       	                                 	                    	                          	                        	                       	                            	                              	                           	                      	                       	                       	                        	                               	                                  	                             	                   	                           	                    	                             	                  	                        	                           	                       	                         	                         	                        	                   	                     	                          	                      	                             	                             	                        	                         	                            	                       	                            	                      	                      	                       	                          	                          	                       	                        	                           	                       	                             	                        	                   	                           	                                          	                             	                            	                	                          	                          	                   	                     	                   	                                       	                         	                      	                    	                 	                     	                 	                            	                             	                                    	                              	                     	                     	                         	                        	                    	                                      	                          	From Leg 152SR; Ch 12; Table 8; p. 172

  IR	Middle Eocene    	                 	P10               	P12           	152	 918	D	 91	R	 1	  14.00	   1146.6400	Spezzaferri	Planktonic Foraminifers                      	               	                  	-                      	T                            	-                      	-                        	-                         	-                         	-                     	-                	-                     	T                    	T                      	                   	                	                     	                   	                             	                 	                     	                        	                        	                          	                     	                    	                      	                              	                        	                      	               	                          	                   	                       	                  	                 	                    	                     	               	                       	                    	                 	                      	                        	                    	                        	               	                    	                    	                             	                           	                               	                               	                         	                       	                         	                                   	                          	                         	                    	                       	                         	                      	                     	                	                       	                                 	                    	                          	                        	                       	                            	                              	                           	                      	                       	                       	                        	                               	                                  	                             	                   	                           	                    	                             	                  	                        	                           	                       	                         	                         	                        	                   	                     	                          	                      	                             	                             	                        	                         	                            	                       	                            	                      	                      	                       	                          	                          	                       	                        	                           	                       	                             	                        	                   	                           	                                          	                             	                            	                	                          	                          	                   	                     	                   	                                       	                         	                      	                    	                 	                     	                 	                            	                             	                                    	                              	                     	                     	                         	                        	                    	                                      	                          	From Leg 152SR; Ch 12; Table 8; p. 172
