Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Sphenolithus moriformis	Reticulofenestra coenura	Pontosphaera spp.	Helicosphaera intermedia	Dictyococcites bisectus	Cyclicargolithus floridanus	Coccolithus pelagicus	Chiasmolithus spp.	Zygrhablithus bijugatus	Rhabdosphaera tenuis	Reticulofenestra umbilica	Reticulofenestra reticulata	Lanternithus minutus	Discoaster tanii	Discoaster saipanensis	Discoaster germanicus	Coccolithus formosus	Clausicoccus subdistichus	Chiasmolithus oamaruensis	Chiasmolithus modestus	Braarudosphaera bigelowii	Reticulofenestra samodurovii	Reticulofenestra spp.	Blackites spinosus	Isthmolithus recurvus	Chiasmolithus altus	Reticulofenestra haqii	Reticulofenestra daviesii	Micrantholithus flos	Helicosphaera recta	Cyclicargolithus abisectus	Coronocyclus nitescens	Triquetrorhabdulus carinatus	Sphenolithus distentus	Discoaster deflandrei	Sphenolithus predistentus	Helicosphaera bramlettei	Amaurolithus primus	Sphenolithus dissimilis	Sphenolithus capricornutus	Coccolithus miopelagicus	Sphenolithus calyculus	Discoaster calculosus	Helicosphaera ampliaperta	Sphenolithus conicus	Discoaster formosus	Sphenolithus belemnos	Helicosphaera perch-nielseniae	Sphenolithus heteromorphus	Discoaster variabilis	Calcidiscus premacintyrei	Reticulofenestra pseudoumbilica	Triquetrorhabdulus rugosus	Calcidiscus macintyrei	Helicosphaera sellii	Discoaster loeblichii	Discoaster surculus	Discoaster mendomobensis	Discoaster intercalaris	Discoaster pentaradiatus	Discoaster challengeri	Discoaster blackstockae	Amaurolithus delicatus	Discoaster asymmetricus	Ceratolithus acutus	Pseudoemiliania lacunosa	Gephyrocapsa spp. (small)	Comment
  IR	                 	                 	                  	              	189	1168	A	 45	X	CC	  37.00	    425.5000	nannos   	Nannofossils                                 	               	G                 	R                      	                        	                 	                        	                       	A                          	A                    	                  	R                      	                    	                         	                           	                    	                	                      	                     	                    	                         	                         	                      	R                        	                            	                     	                  	                     	                   	                      	                         	                    	                   	C                         	                      	                            	                      	                     	                         	                        	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	Early Miocene    	CN1               	CN1           	189	1168	A	 46	X	CC	  37.00	    435.1000	nannos   	Nannofossils                                 	               	G                 	                       	                        	                 	                        	                       	A                          	                     	                  	                       	                    	                         	                           	                    	                	                      	                     	                    	                         	                         	                      	                         	                            	                     	                  	                     	                   	                      	                         	                    	                   	C                         	                      	                            	                      	                     	                         	                        	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	Late Oligocene   	CP19b             	CP19b         	189	1168	A	 47	X	CC	  38.00	    444.2200	nannos   	Nannofossils                                 	               	                  	                       	                        	                 	                        	R                      	A                          	                     	                  	                       	                    	                         	                           	                    	                	                      	                     	                    	                         	                         	                      	R                        	                            	                     	                  	                     	                   	                      	R                        	                    	                   	C                         	                      	                            	                      	                     	                         	                        	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	                 	                  	              	189	1168	A	 48	X	CC	  35.00	    454.1900	nannos   	Nannofossils                                 	A              	M                 	                       	                        	                 	                        	F                      	                           	                     	                  	                       	                    	                         	                           	                    	                	                      	                     	                    	                         	                         	                      	                         	F                           	                     	                  	                     	                   	                      	R                        	                    	                   	                          	                      	                            	                      	                     	                         	                        	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	                 	                  	              	189	1168	A	 49	X	CC	  41.00	    463.6900	nannos   	Nannofossils                                 	A              	M                 	                       	                        	                 	                        	F                      	A                          	                     	                  	                       	                    	                         	                           	                    	                	                      	                     	                    	                         	                         	                      	                         	                            	                     	                  	                     	                   	                      	                         	                    	                   	R                         	                      	                            	                      	                     	                         	                        	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	                 	                  	              	189	1168	A	 50	X	CC	  43.00	    472.7000	nannos   	Nannofossils                                 	A              	M                 	                       	                        	                 	                        	F                      	A                          	                     	                  	R                      	                    	                         	                           	                    	                	                      	                     	                    	                         	                         	                      	                         	                            	                     	                  	                     	                   	                      	                         	                    	                   	                          	                      	                            	                      	                     	                         	                        	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	                 	                  	              	189	1168	A	 51	X	CC	  35.00	    483.1600	nannos   	Nannofossils                                 	A              	M                 	                       	                        	                 	                        	F                      	A                          	                     	                  	F                      	                    	                         	                           	                    	                	                      	                     	                    	                         	                         	                      	                         	                            	                     	                  	                     	                   	                      	                         	                    	                   	                          	                      	                            	                      	                     	                         	                        	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	                 	                  	              	189	1168	A	 52	X	CC	  33.00	    492.0600	nannos   	Nannofossils                                 	A              	M                 	                       	                        	                 	                        	C                      	A                          	                     	                  	                       	                    	                         	                           	                    	                	                      	                     	                    	                         	                         	                      	                         	                            	                     	                  	                     	                   	                      	C                        	                    	                   	                          	                      	                            	                      	                     	                         	                        	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	                 	                  	              	189	1168	A	 53	X	CC	  34.00	    501.4600	nannos   	Nannofossils                                 	A              	G                 	F                      	                        	R                	F                       	C                      	C                          	                     	                  	C                      	                    	                         	                           	                    	                	                      	                     	                    	                         	                         	                      	                         	                            	                     	                  	                     	                   	                      	F                        	                    	                   	                          	                      	                            	                      	                     	                         	                        	                   	R                      	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	                 	                  	              	189	1168	A	 54	X	CC	  30.00	    511.7400	nannos   	Nannofossils                                 	A              	G                 	C                      	                        	                 	C                       	A                      	C                          	F                    	                  	R                      	                    	                         	                           	                    	                	                      	                     	                    	                         	                         	                      	                         	                            	                     	                  	                     	                   	                      	                         	                    	                   	C                         	                      	                            	                      	                     	                         	F                       	                   	C                      	R                         	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	                 	                  	              	189	1168	A	 55	X	CC	  31.00	    521.1500	nannos   	Nannofossils                                 	A              	G                 	C                      	                        	                 	                        	C                      	A                          	C                    	                  	A                      	                    	                         	                           	                    	                	                      	                     	                    	                         	                         	                      	C                        	                            	                     	                  	                     	A                  	                      	                         	                    	                   	                          	                      	                            	                      	                     	                         	                        	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	                 	                  	              	189	1168	A	 56	X	CC	  31.00	    529.5500	nannos   	Nannofossils                                 	A              	G                 	C                      	                        	                 	                        	A                      	A                          	C                    	                  	C                      	                    	                         	                           	                    	                	                      	                     	                    	                         	                         	                      	C                        	                            	                     	                  	                     	C                  	                      	                         	                    	                   	C                         	                      	                            	                      	C                    	                         	                        	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	                 	                  	              	189	1168	A	 57	X	CC	  28.00	    540.5100	nannos   	Nannofossils                                 	A              	G                 	                       	                        	                 	                        	A                      	A                          	F                    	                  	A                      	                    	                         	                           	                    	                	                      	                     	                    	                         	                         	                      	                         	                            	                     	                  	                     	C                  	                      	C                        	                    	                   	                          	                      	                            	                      	F                    	                         	C                       	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	                 	                  	              	189	1168	A	 58	X	CC	  45.00	    550.5900	nannos   	Nannofossils                                 	A              	G                 	F                      	                        	                 	                        	A                      	C                          	C                    	                  	                       	                    	                         	                           	                    	                	                      	                     	                    	                         	                         	                      	F                        	                            	                     	                  	                     	F                  	                      	C                        	                    	                   	                          	                      	                            	                      	F                    	                         	                        	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	                 	                  	              	189	1168	A	 59	X	CC	  39.00	    560.3200	nannos   	Nannofossils                                 	A              	G                 	F                      	                        	F                	                        	C                      	                           	C                    	                  	A                      	                    	                         	                           	                    	                	                      	                     	                    	                         	                         	                      	C                        	                            	                     	                  	                     	A                  	                      	                         	                    	                   	A                         	                      	                            	                      	F                    	                         	                        	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	                 	                  	              	189	1168	A	 60	X	 4	   0.00	    564.5000	nannos   	Nannofossils                                 	A              	M                 	                       	                        	                 	                        	C                      	A                          	                     	                  	                       	                    	                         	                           	                    	                	                      	                     	                    	                         	                         	                      	F                        	                            	                     	                  	                     	F                  	                      	                         	                    	                   	C                         	                      	                            	                      	                     	                         	                        	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	                 	                  	              	189	1168	A	 60	X	CC	  41.00	    569.1400	nannos   	Nannofossils                                 	A              	G                 	                       	                        	                 	                        	C                      	A                          	                     	                  	                       	                    	                         	                           	                    	                	                      	                     	                    	                         	                         	                      	F                        	                            	                     	                  	                     	F                  	                      	                         	                    	                   	C                         	                      	                            	                      	                     	                         	                        	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	                 	                  	              	189	1168	A	 61	X	CC	  33.00	    578.3100	nannos   	Nannofossils                                 	A              	M                 	                       	                        	                 	                        	C                      	A                          	                     	                  	                       	                    	                         	                           	                    	                	                      	                     	                    	                         	                         	                      	                         	                            	                     	                  	                     	C                  	                      	C                        	                    	                   	C                         	                      	                            	                      	                     	                         	                        	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	                 	                  	              	189	1168	A	 62	X	CC	  32.00	    587.2200	nannos   	Nannofossils                                 	A              	M                 	                       	                        	                 	                        	C                      	A                          	                     	                  	                       	                    	                         	                           	                    	                	                      	                     	                    	                         	                         	                      	                         	                            	                     	                  	                     	C                  	                      	C                        	                    	                   	C                         	                      	                            	                      	                     	                         	                        	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	                 	                  	              	189	1168	A	 63	X	CC	  30.00	    597.3000	nannos   	Nannofossils                                 	A              	M                 	                       	                        	                 	                        	A                      	A                          	                     	                  	                       	                    	                         	                           	                    	                	                      	                     	                    	                         	                         	                      	                         	                            	                     	                  	                     	A                  	                      	                         	                    	                   	C                         	                      	                            	                      	                     	                         	                        	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	                 	                  	              	189	1168	A	 64	X	CC	  45.00	    608.3700	nannos   	Nannofossils                                 	A              	M                 	                       	                        	                 	                        	A                      	A                          	                     	                  	                       	                    	                         	                           	                    	                	                      	                     	                    	                         	                         	                      	                         	                            	                     	                  	                     	A                  	                      	A                        	                    	                   	C                         	                      	                            	                      	                     	                         	                        	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	                 	                  	              	189	1168	A	 65	X	CC	  27.00	    616.5300	nannos   	Nannofossils                                 	A              	G                 	                       	                        	                 	                        	A                      	C                          	                     	                  	C                      	                    	                         	                           	                    	                	                      	                     	                    	                         	                         	                      	                         	                            	                     	                  	                     	A                  	                      	C                        	                    	                   	F                         	                      	                            	                      	                     	                         	                        	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	                 	                  	              	189	1168	A	 66	X	CC	  34.00	    625.4900	nannos   	Nannofossils                                 	A              	G                 	                       	                        	                 	                        	A                      	C                          	                     	                  	                       	                    	                         	                           	                    	                	                      	                     	                    	                         	                         	                      	                         	                            	                     	                  	                     	A                  	                      	                         	                    	                   	A                         	                      	                            	                      	                     	                         	                        	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	                 	                  	              	189	1168	A	 67	X	CC	  25.00	    634.1100	nannos   	Nannofossils                                 	A              	M                 	                       	                        	                 	                        	A                      	F                          	                     	                  	F                      	                    	                         	                           	                    	                	                      	                     	                    	                         	                         	                      	                         	                            	                     	                  	                     	A                  	                      	                         	                    	                   	C                         	                      	                            	                      	                     	                         	                        	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	                 	                  	              	189	1168	A	 68	X	CC	  40.00	    645.9400	nannos   	Nannofossils                                 	A              	G                 	F                      	                        	                 	C                       	C                      	A                          	C                    	                  	                       	                    	                         	                           	                    	                	                      	                     	                    	                         	                         	                      	                         	                            	                     	                  	                     	F                  	                      	                         	                    	                   	A                         	                      	                            	                      	                     	                         	F                       	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	                 	                  	              	189	1168	A	 69	X	CC	  32.00	    654.9400	nannos   	Nannofossils                                 	A              	G                 	C                      	                        	                 	C                       	C                      	A                          	C                    	                  	C                      	                    	                         	                           	                    	                	                      	                     	                    	                         	                         	                      	                         	                            	                     	                  	                     	A                  	                      	                         	                    	                   	A                         	C                     	                            	                      	                     	                         	F                       	F                  	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	                 	                  	              	189	1168	A	 70	X	CC	  36.00	    661.5000	nannos   	Nannofossils                                 	A              	G                 	F                      	                        	                 	                        	A                      	A                          	C                    	                  	                       	                    	                         	                           	                    	                	                      	                     	                    	                         	                         	                      	                         	                            	F                    	                  	                     	A                  	                      	                         	                    	                   	A                         	                      	                            	R                     	R                    	                         	                        	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	                 	                  	              	189	1168	A	 71	X	CC	  36.00	    673.9300	nannos   	Nannofossils                                 	C              	G                 	C                      	                        	F                	                        	A                      	                           	C                    	                  	A                      	                    	                         	                           	                    	                	                      	                     	                    	                         	                         	                      	                         	                            	F                    	                  	                     	A                  	                      	                         	                    	                   	A                         	                      	                            	R                     	                     	R                        	                        	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	                 	                  	              	189	1168	A	 72	X	CC	  35.00	    681.9600	nannos   	Nannofossils                                 	A              	G                 	C                      	                        	F                	                        	                       	A                          	C                    	                  	A                      	                    	                         	                           	                    	                	                      	                     	                    	                         	                         	                      	                         	                            	C                    	                  	                     	A                  	                      	                         	                    	                   	A                         	F                     	F                           	C                     	F                    	                         	                        	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	                 	                  	              	189	1168	A	 73	X	CC	  34.00	    691.6200	nannos   	Nannofossils                                 	A              	G                 	F                      	                        	F                	                        	A                      	A                          	C                    	                  	F                      	                    	                         	                           	                    	                	                      	                     	                    	                         	                         	                      	R                        	                            	C                    	                  	                     	A                  	                      	                         	                    	F                  	A                         	F                     	                            	                      	                     	                         	                        	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	                 	                  	              	189	1168	A	 74	X	CC	  32.00	    702.3400	nannos   	Nannofossils                                 	A              	G                 	                       	                        	F                	                        	A                      	A                          	A                    	                  	                       	                    	                         	                           	                    	                	                      	                     	                    	                         	                         	                      	                         	                            	C                    	                  	                     	A                  	                      	                         	                    	R                  	                          	                      	                            	                      	                     	                         	                        	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	                 	                  	              	189	1168	A	 75	X	CC	  27.00	    713.9900	nannos   	Nannofossils                                 	C              	G                 	C                      	                        	F                	                        	C                      	A                          	C                    	                  	C                      	F                   	                         	                           	                    	                	                      	                     	                    	                         	                         	                      	                         	                            	F                    	                  	                     	C                  	                      	                         	C                   	                   	                          	                      	                            	                      	                     	                         	                        	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	                 	                  	              	189	1168	A	 76	X	CC	  48.00	    722.8400	nannos   	Nannofossils                                 	A              	G                 	                       	                        	                 	                        	A                      	A                          	                     	                  	C                      	                    	                         	                           	                    	                	                      	                     	                    	                         	                         	                      	                         	                            	                     	                  	                     	A                  	                      	A                        	                    	                   	                          	                      	                            	                      	                     	                         	                        	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	                 	                  	              	189	1168	A	 77	X	CC	  34.00	    733.4100	nannos   	Nannofossils                                 	A              	M                 	                       	                        	                 	                        	C                      	A                          	                     	                  	                       	                    	                         	                           	                    	                	                      	                     	                    	                         	                         	                      	                         	                            	                     	                  	                     	A                  	                      	A                        	                    	                   	                          	                      	                            	                      	                     	                         	                        	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	Early Oligocene  	CP16b             	CP16a         	189	1168	A	 78	X	CC	  43.00	    743.1800	nannos   	Nannofossils                                 	A              	M                 	                       	                        	                 	                        	C                      	                           	                     	                  	                       	                    	C                        	                           	                    	                	                      	                     	C                   	                         	                         	                      	                         	                            	                     	                  	R                    	A                  	                      	                         	                    	                   	                          	                      	                            	                      	                     	                         	                        	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	                 	                  	              	189	1168	A	 79	X	CC	  34.00	    752.5300	nannos   	Nannofossils                                 	A              	M                 	                       	                        	                 	                        	C                      	                           	                     	                  	                       	                    	C                        	                           	                    	                	                      	                     	                    	                         	R                        	                      	                         	                            	                     	                  	C                    	C                  	                      	                         	                    	                   	                          	                      	                            	                      	                     	                         	                        	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	Late Eocene      	CP15b             	CP15b         	189	1168	A	 80	X	CC	  34.00	    761.9900	nannos   	Nannofossils                                 	A              	M                 	                       	                        	                 	                        	C                      	                           	                     	                  	                       	                    	                         	                           	                    	                	                      	                     	                    	                         	                         	                      	                         	                            	                     	                  	R                    	C                  	                      	C                        	                    	                   	                          	                      	                            	                      	                     	                         	                        	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	                 	                  	              	189	1168	A	 81	X	CC	  24.00	    771.8200	nannos   	Nannofossils                                 	R              	P                 	                       	                        	                 	                        	                       	                           	                     	                  	                       	                    	                         	                           	                    	                	                      	                     	                    	                         	                         	                      	                         	                            	                     	                  	                     	                   	R                     	                         	                    	                   	                          	                      	                            	                      	                     	                         	                        	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	                 	                  	              	189	1168	A	 82	X	CC	  33.00	    781.0000	nannos   	Nannofossils                                 	A              	M                 	                       	                        	                 	                        	C                      	                           	                     	                  	F                      	                    	C                        	                           	                    	                	                      	                     	                    	                         	R                        	                      	R                        	                            	                     	                  	F                    	C                  	                      	                         	                    	                   	                          	                      	                            	                      	                     	                         	                        	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	                 	                  	              	189	1168	A	 83	X	CC	  35.00	    790.8700	nannos   	Nannofossils                                 	C              	P                 	                       	                        	                 	                        	C                      	                           	F                    	                  	F                      	                    	F                        	R                          	                    	                	                      	                     	                    	                         	                         	                      	R                        	                            	                     	F                 	                     	                   	                      	                         	                    	                   	                          	                      	                            	                      	                     	                         	                        	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	                 	                  	              	189	1168	A	 84	X	CC	  31.00	    799.5200	nannos   	Nannofossils                                 	C              	M                 	                       	                        	F                	                        	C                      	                           	C                    	                  	                       	                    	                         	                           	                    	                	R                     	                     	C                   	                         	                         	                      	                         	                            	                     	                  	F                    	                   	                      	                         	                    	                   	                          	                      	                            	                      	                     	                         	                        	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	                 	                  	              	189	1168	A	 85	X	CC	  25.00	    808.9700	nannos   	Nannofossils                                 	C              	M                 	                       	F                       	                 	                        	C                      	                           	C                    	                  	                       	                    	F                        	                           	F                   	                	                      	                     	                    	                         	                         	                      	F                        	                            	                     	                  	F                    	                   	                      	                         	                    	                   	                          	                      	                            	                      	                     	                         	                        	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	Late Eocene      	Late Eocene      	CP15a             	CP15a         	189	1168	A	 86	X	CC	  37.00	    818.3300	nannos   	Nannofossils                                 	C              	G                 	                       	                        	                 	                        	                       	                           	C                    	F                 	F                      	                    	F                        	                           	F                   	                	R                     	                     	F                   	                         	R                        	                      	F                        	                            	F                    	R                 	                     	                   	                      	                         	                    	                   	                          	                      	                            	                      	                     	                         	                        	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	                 	                  	              	189	1168	A	 87	X	CC	  22.00	    828.3600	nannos   	Nannofossils                                 	F              	M                 	                       	F                       	                 	                        	F                      	                           	F                    	R                 	R                      	                    	                         	                           	                    	                	                      	                     	F                   	                         	                         	                      	                         	F                           	                     	                  	                     	                   	                      	                         	                    	                   	                          	                      	                            	                      	                     	                         	                        	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	Late Eocene      	Late Eocene      	CP15              	CP15          	189	1168	A	 88	X	CC	  33.00	    837.6800	nannos   	Nannofossils                                 	C              	M                 	                       	                        	                 	                        	A                      	F                          	C                    	                  	F                      	R                   	C                        	C                          	F                   	R               	F                     	R                    	F                   	C                        	R                        	R                     	R                        	                            	                     	                  	                     	                   	                      	                         	                    	                   	                          	                      	                            	                      	                     	                         	                        	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

  IR	                 	                 	                  	              	189	1168	A	 89	X	CC	  37.00	    847.7600	nannos   	Nannofossils                                 	F              	M                 	F                      	F                       	F                	F                       	F                      	F                          	F                    	F                 	                       	                    	                         	                           	                    	                	                      	                     	                    	                         	                         	                      	                         	                            	                     	                  	                     	                   	                      	                         	                    	                   	                          	                      	                            	                      	                     	                         	                        	                   	                       	                          	                        	                      	                     	                         	                    	                   	                     	                              	                          	                     	                         	                               	                          	                      	                    	                     	                   	                        	                       	                        	                      	                       	                      	                       	                   	                        	                         	       

