Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Subbotina linaperta,Subbotina frontosa,Subbotina eocaena,Subbotina bolivariana,Pseudohastigerina micra,Morozovella spinulosa,Morozovella densa,Globigerinatheka subconglobata,Globigerinatheka senni,Globigerinatheka index,Chiloguembelina spp.,Acarinina topilensis,Acarinina matthewsae,Acarinina collactea,Acarinina bullbrooki,Orbulinoides beckmanni,Globorotaloides carcoselleensis,Acarinina spinuloinflata,Acarinina rohri,Acarinina primitiva,Hantkenina liebusi,Catapsydrax unicavus,Acarinina libyaensis,Subbotina inaequispira,Hantkenina dumblei,Globigerinatheka tropicalis,Turborotalia pomeroli,Turborotalia cerroazulensis,Hantkenina alabamensis,Clavigerinella eocanica,Dentoglobigerina galavisi,Globoquadrina tripartita,Globigerinatheka semiinvoluta,Subbotina angiporoides,Turborotalia increbescens,Globorotaloides suteri,Turborotalia cocoaensis,Turborotalia ampliapertura,Tenuitella munda,Subbotina praeturritilina,Cribrohantkenina lazarii,Cribrohantkenina inflata,Tenuitella gemma,Turborotalia cunialensis,Pseudohastigerina naguewichiensis,Globoquadrina pseudovenezuelana,Paragloborotalia nana,Cassigerinella chipolensis,Guembelitria spp.,Tenuitella clemenciae,Tenuitella angustiumbilicata,Catapsydrax dissimilis,Globoquadrina sellii,Globigerina ciperoensis,Globigerina praebulloides,Dentoglobigerina larmeui,Paragloborotalia opima,Globoquadrina praedehiscens,Dentoglobigerina globularis,Globigerina fariasi,Subbotina gortanii,Globigerina angulisuturalis,Globigerina anguliofficinalis,Protentella sp.,Paragloborotalia mayeri,Globoquadrina venezuelana,Dentoglobigerina baroemoenensis,Globorotaloides variabilis,Globigerinoides primordius,Zeaglobigerina woodi,Paragloborotalia pseudokugleri,Globigerinella obesa,Cassigerinella chilolensis (>15 microns),Zeaglobigerina connecta,Paragloborotalia kugleri,Globigerinita uvula,Globigerinita glutinata,Globigerinoides trilobus,Globigerinoides altiapertura,Globoquadrina dehiscens,Paragloborotalia continuosa,Globoquadrina binaiensis,Globigerinella praesiphonifera,Fohsella birnageae,Dentoglobigerina altispira,Globigerinoides obliquus,Globigerinatella sp.,Streptochilus spp.,Globigerinoides ruber,Catapsydrax stainforthi,Globorotalia praescitula,Globigerinatella insueta,Praeorbulina sicana,Praeorbulina curva,Globigerinoides bisphericus,Fohsella peripheroronda,Praeorbulina glomerosa,Globorotalia archeomenardii,Praeorbulina circularis,Orbulina universa,Globigerinoides mitra,Clavatorella bermudezi,Globigerinoides sacculifer,Sphaeroidinellopsis seminulina,Globorotalia praemenardii,Fohsella peripheroacuta,Fohsella praefohsi,Comment
  SR,Early Miocene    ,                 ,N5                ,N6            ,154, 925,A, 16,R, 4,  75.00,    434.5500,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                   ,                  ,                 ,                     ,                       ,                     ,                 ,                              ,                      ,                      ,                    ,                    ,                    ,                   ,                    ,                      ,                               ,                        ,               ,                   ,                  ,F                   ,                    ,                      ,                  ,                           ,                     ,                           ,                      ,                       ,                         ,R                       ,                             ,                      ,                         ,                      ,                       ,                          ,                ,                         ,                        ,                        ,R               ,                        ,                                 ,                               ,R                    ,R                         ,                 ,R                    ,R                           ,R                     ,R                   ,                       ,R                        ,R                       ,                      ,R                          ,R                          ,                   ,                  ,                           ,                             ,               ,C                      ,R                        ,R                              ,R                         ,                          ,R                   ,                              ,R                   ,R                                       ,                       ,                        ,R                  ,R                      ,F                       ,R                           ,R                      ,                           ,R                       ,R                             ,                  ,F                         ,R                       ,R                   ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N5                ,N6            ,154, 925,A, 17,R, 3,  74.00,    442.6400,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                   ,                  ,                 ,                     ,                       ,                     ,                 ,                              ,                      ,                      ,                    ,                    ,                    ,                   ,                    ,                      ,                               ,                        ,               ,                   ,                  ,R                   ,                    ,                      ,                  ,                           ,                     ,                           ,                      ,                       ,R                        ,R                       ,                             ,                      ,                         ,R                     ,                       ,                          ,                ,                         ,                        ,                        ,R               ,                        ,                                 ,                               ,R                    ,R                         ,                 ,R                    ,R                           ,                      ,R                   ,                       ,R                        ,                        ,                      ,                           ,F                          ,                   ,R                 ,                           ,                             ,               ,F                      ,F                        ,F                              ,R                         ,                          ,R                   ,                              ,R                   ,                                        ,                       ,                        ,R                  ,R                      ,F                       ,R                           ,                       ,R                          ,R                       ,R                             ,R                 ,F                         ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N4                ,              ,154, 925,A, 18,R, 6,  75.00,    456.8500,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                   ,                  ,                 ,                     ,                       ,                     ,                 ,                              ,                      ,                      ,                    ,                    ,                    ,                   ,                    ,                      ,                               ,                        ,               ,                   ,                  ,                    ,                    ,                      ,                  ,                           ,                     ,                           ,                      ,                       ,                         ,R                       ,                             ,                      ,                         ,                      ,                       ,                          ,R               ,                         ,                        ,                        ,R               ,                        ,                                 ,                               ,R                    ,R                         ,                 ,R                    ,R                           ,R                     ,R                   ,                       ,R                        ,R                       ,                      ,R                          ,                           ,                   ,                  ,                           ,                             ,               ,F                      ,R                        ,R                              ,                          ,                          ,R                   ,                              ,R                   ,                                        ,                       ,R                       ,                   ,R                      ,F                       ,R                           ,                       ,R                          ,R                       ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N4                ,              ,154, 925,A, 19,R, 3,  74.00,    460.5100,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                   ,                  ,                 ,                     ,                       ,                     ,                 ,                              ,                      ,                      ,                    ,                    ,                    ,                   ,                    ,                      ,                               ,                        ,               ,                   ,                  ,                    ,                    ,                      ,                  ,                           ,                     ,                           ,                      ,                       ,                         ,R                       ,                             ,                      ,                         ,                      ,                       ,                          ,R               ,                         ,                        ,                        ,                ,                        ,                                 ,                               ,R                    ,R                         ,                 ,                     ,R                           ,R                     ,R                   ,                       ,R                        ,R                       ,                      ,R                          ,R                          ,                   ,                  ,                           ,                             ,               ,F                      ,R                        ,R                              ,                          ,                          ,R                   ,R                             ,R                   ,                                        ,R                      ,R                       ,                   ,R                      ,R                       ,R                           ,R                      ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N4                ,              ,154, 925,A, 20,R, 7,  64.00,    477.4400,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                   ,                  ,                 ,                     ,                       ,                     ,                 ,                              ,                      ,                      ,                    ,                    ,                    ,                   ,                    ,                      ,                               ,                        ,               ,                   ,                  ,                    ,                    ,                      ,                  ,                           ,                     ,                           ,                      ,                       ,R                        ,R                       ,                             ,                      ,                         ,R                     ,                       ,                          ,R               ,                         ,                        ,                        ,R               ,                        ,                                 ,                               ,R                    ,                          ,                 ,R                    ,R                           ,R                     ,R                   ,                       ,R                        ,                        ,                      ,                           ,R                          ,                   ,                  ,                           ,                             ,               ,F                      ,F                        ,R                              ,                          ,                          ,R                   ,R                             ,R                   ,                                        ,                       ,R                       ,                   ,R                      ,R                       ,R                           ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N4                ,              ,154, 925,A, 22,R, 7,  64.00,    496.7400,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                   ,                  ,                 ,                     ,                       ,                     ,                 ,                              ,                      ,                      ,                    ,                    ,                    ,                   ,                    ,                      ,                               ,                        ,               ,                   ,                  ,                    ,                    ,                      ,                  ,                           ,                     ,                           ,                      ,                       ,R                        ,                        ,                             ,                      ,                         ,                      ,                       ,                          ,                ,                         ,                        ,                        ,R               ,                        ,                                 ,                               ,R                    ,R                         ,                 ,R                    ,R                           ,R                     ,                    ,                       ,R                        ,R                       ,                      ,                           ,                           ,                   ,                  ,                           ,                             ,               ,F                      ,F                        ,R                              ,                          ,R                         ,R                   ,R                             ,R                   ,                                        ,R                      ,R                       ,                   ,R                      ,F                       ,R                           ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N4                ,              ,154, 925,A, 23,R, 2,  88.00,    499.0800,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                   ,                  ,                 ,                     ,                       ,                     ,                 ,                              ,                      ,                      ,                    ,                    ,                    ,                   ,                    ,                      ,                               ,                        ,               ,                   ,                  ,R                   ,                    ,                      ,                  ,                           ,                     ,                           ,                      ,                       ,R                        ,                        ,                             ,                      ,                         ,R                     ,                       ,                          ,                ,                         ,                        ,                        ,                ,                        ,                                 ,                               ,R                    ,R                         ,                 ,                     ,R                           ,R                     ,R                   ,R                      ,F                        ,R                       ,                      ,R                          ,                           ,                   ,                  ,                           ,                             ,R              ,C                      ,F                        ,R                              ,                          ,R                         ,F                   ,R                             ,R                   ,                                        ,R                      ,R                       ,R                  ,R                      ,                        ,                            ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,P22               ,              ,154, 925,A, 24,R, 2,  20.00,    508.0000,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                   ,                  ,                 ,                     ,                       ,                     ,                 ,                              ,                      ,                      ,                    ,                    ,                    ,                   ,                    ,                      ,                               ,                        ,               ,                   ,                  ,R                   ,                    ,                      ,                  ,                           ,                     ,                           ,                      ,                       ,R                        ,                        ,                             ,                      ,                         ,R                     ,                       ,                          ,R               ,                         ,                        ,                        ,                ,                        ,                                 ,                               ,                     ,R                         ,                 ,                     ,R                           ,R                     ,                    ,C                      ,F                        ,R                       ,                      ,R                          ,                           ,                   ,R                 ,F                          ,                             ,               ,F                      ,R                        ,R                              ,                          ,R                         ,                    ,R                             ,F                   ,R                                       ,                       ,                        ,                   ,                       ,                        ,                            ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,P22               ,              ,154, 925,A, 26,R, 7,  75.00,    534.2500,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                   ,                  ,                 ,                     ,                       ,                     ,                 ,                              ,                      ,                      ,                    ,                    ,                    ,                   ,                    ,                      ,                               ,                        ,               ,                   ,                  ,R                   ,                    ,                      ,                  ,                           ,                     ,                           ,                      ,                       ,R                        ,R                       ,                             ,                      ,                         ,                      ,                       ,                          ,R               ,                         ,                        ,                        ,                ,                        ,                                 ,                               ,R                    ,R                         ,                 ,R                    ,R                           ,R                     ,                    ,R                      ,R                        ,                        ,                      ,                           ,R                          ,                   ,R                 ,R                          ,R                            ,               ,C                      ,                         ,                               ,                          ,R                         ,R                   ,R                             ,R                   ,R                                       ,                       ,                        ,                   ,                       ,                        ,                            ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,P22               ,              ,154, 925,A, 27,R, 3,  75.00,    539.0500,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                   ,                  ,                 ,                     ,                       ,                     ,                 ,                              ,                      ,                      ,                    ,                    ,                    ,                   ,                    ,                      ,                               ,                        ,               ,                   ,                  ,R                   ,                    ,                      ,                  ,                           ,                     ,                           ,                      ,                       ,                         ,R                       ,                             ,                      ,                         ,R                     ,                       ,                          ,R               ,                         ,                        ,                        ,                ,                        ,                                 ,                               ,R                    ,R                         ,                 ,                     ,R                           ,R                     ,                    ,R                      ,R                        ,                        ,                      ,R                          ,                           ,                   ,R                 ,R                          ,R                            ,               ,R                      ,                         ,                               ,                          ,R                         ,R                   ,R                             ,                    ,                                        ,                       ,                        ,                   ,                       ,                        ,                            ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,P22               ,              ,154, 925,A, 29,R, 1,  75.00,    555.3500,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                   ,                  ,                 ,                     ,                       ,                     ,                 ,                              ,                      ,                      ,                    ,                    ,                    ,                   ,                    ,                      ,                               ,                        ,               ,                   ,                  ,                    ,                    ,                      ,                  ,                           ,                     ,                           ,                      ,                       ,R                        ,R                       ,                             ,R                     ,                         ,R                     ,                       ,                          ,R               ,                         ,                        ,                        ,                ,                        ,                                 ,                               ,R                    ,R                         ,                 ,R                    ,R                           ,R                     ,R                   ,R                      ,F                        ,R                       ,                      ,R                          ,                           ,                   ,R                 ,                           ,                             ,R              ,R                      ,                         ,                               ,R                         ,                          ,                    ,                              ,                    ,                                        ,                       ,                        ,                   ,                       ,                        ,                            ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,P22               ,              ,154, 925,A, 30,R, 6,  75.00,    572.4500,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                   ,                  ,                 ,                     ,                       ,                     ,                 ,                              ,                      ,                      ,                    ,                    ,                    ,                   ,                    ,                      ,                               ,                        ,               ,                   ,                  ,                    ,                    ,                      ,                  ,                           ,                     ,                           ,                      ,                       ,R                        ,R                       ,                             ,R                     ,                         ,R                     ,                       ,                          ,R               ,R                        ,                        ,                        ,R               ,                        ,                                 ,                               ,R                    ,R                         ,                 ,R                    ,R                           ,R                     ,                    ,F                      ,F                        ,R                       ,                      ,R                          ,                           ,                   ,R                 ,R                          ,R                            ,               ,                       ,R                        ,R                              ,R                         ,R                         ,                    ,                              ,                    ,                                        ,                       ,                        ,                   ,                       ,                        ,                            ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,P22               ,              ,154, 925,A, 31,R, 1,  75.00,    574.5500,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                   ,                  ,                 ,                     ,                       ,                     ,                 ,                              ,                      ,                      ,                    ,                    ,                    ,                   ,                    ,                      ,                               ,                        ,               ,                   ,                  ,R                   ,                    ,                      ,                  ,                           ,                     ,                           ,                      ,                       ,                         ,R                       ,                             ,R                     ,                         ,R                     ,                       ,                          ,                ,R                        ,                        ,                        ,R               ,                        ,                                 ,                               ,R                    ,R                         ,                 ,R                    ,R                           ,R                     ,                    ,C                      ,F                        ,                        ,                      ,                           ,                           ,                   ,R                 ,R                          ,R                            ,               ,R                      ,R                        ,R                              ,                          ,                          ,                    ,                              ,                    ,                                        ,                       ,                        ,                   ,                       ,                        ,                            ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,P21b              ,              ,154, 925,A, 32,R, 5,  75.00,    590.2500,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                   ,                  ,                 ,                     ,                       ,                     ,                 ,                              ,                      ,                      ,                    ,                    ,                    ,                   ,                    ,                      ,                               ,                        ,               ,                   ,                  ,R                   ,                    ,                      ,                  ,                           ,                     ,                           ,                      ,                       ,R                        ,R                       ,                             ,                      ,                         ,                      ,                       ,                          ,R               ,R                        ,                        ,                        ,R               ,                        ,                                 ,                               ,R                    ,R                         ,                 ,R                    ,R                           ,R                     ,R                   ,F                      ,R                        ,                        ,R                     ,                           ,R                          ,R                  ,R                 ,F                          ,R                            ,               ,R                      ,                         ,                               ,                          ,                          ,                    ,                              ,                    ,                                        ,                       ,                        ,                   ,                       ,                        ,                            ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,P21a              ,              ,154, 925,A, 33,R, 1,  70.00,    593.8000,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                   ,                  ,                 ,                     ,                       ,                     ,                 ,                              ,                      ,                      ,R                   ,                    ,                    ,                   ,                    ,                      ,                               ,                        ,               ,                   ,                  ,                    ,                    ,                      ,                  ,                           ,                     ,                           ,                      ,                       ,R                        ,R                       ,                             ,                      ,                         ,R                     ,                       ,                          ,R               ,R                        ,                        ,                        ,                ,                        ,                                 ,                               ,R                    ,R                         ,                 ,                     ,R                           ,R                     ,R                   ,C                      ,                         ,R                       ,F                     ,                           ,R                          ,                   ,F                 ,R                          ,R                            ,R              ,                       ,                         ,                               ,                          ,                          ,                    ,                              ,                    ,                                        ,                       ,                        ,                   ,                       ,                        ,                            ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,P21a              ,              ,154, 925,A, 34,R, 6,  70.00,    611.0000,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                   ,                  ,                 ,                     ,                       ,                     ,                 ,                              ,                      ,                      ,R                   ,                    ,                    ,                   ,                    ,                      ,                               ,                        ,               ,                   ,                  ,R                   ,                    ,                      ,                  ,                           ,                     ,                           ,                      ,                       ,R                        ,R                       ,                             ,                      ,                         ,R                     ,                       ,                          ,R               ,F                        ,                        ,                        ,R               ,                        ,                                 ,                               ,R                    ,R                         ,                 ,R                    ,R                           ,R                     ,R                   ,F                      ,R                        ,R                       ,                      ,                           ,                           ,R                  ,F                 ,                           ,R                            ,               ,                       ,                         ,                               ,                          ,                          ,                    ,                              ,                    ,                                        ,                       ,                        ,                   ,                       ,                        ,                            ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
