Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Xanthiopyxis sp.	Thalassiothrix longissima	Thalassiosira oestrupii var. oestrupii	Stephanodiscus sp.	Rouxia californica	Neodenticula seminae	Neodenticula kamtschatica	Aulacoseira sp.	Thalassiosira jouseae	Thalassionema nitzschioides	Thalassiosira lineata	Thalassionema nitzschioides  var. parva	Nitzschia bicapitata	Navicula sp.	Fragilariopsis doliolus	Ethmodiscus sp. (fragments)	Fragilaria sp.	Thalassiosira sp.	Stephanopyxis turris	Resting spores (excluding Chaetoceros)	Rhizosolenia hebetata	Pyxilla reticulata	Thalassiosira oestrupii var. plana	Thalassiosira leptopus	Eunotia sp.	Odontella aurita	Azpeitia nodulifera	Asteromphalus elegans	Rhizosolenia styliformis	Rhaphoneis surirelloides	Paralia sulcata	Epithemia sp.	Diploneis sp.	Cyclotella radiosa	Cyclotella (unspecified taxon)	Thalassiosira eccentrica	Thalassiosira anguste-lineata	Nitzschia sicula	Nitzschia marina	Nitzschia interruptestriata	Nitzschia braarudii	Cyclotella litoralis	Coscinodiscus radiatus	Chaetoceros messanensis	Azpeitia neocrenulata	Azpeitia africana	Actinocyclus octonarius	Coscinodiscus sp.	Azpeitia tabularis	Thalassionema bacillaris	Chaetoceros sp.	Actinoptychus senarius	Actinocyclus tenellus	Coscinodiscus pacificus	Stellarima microtrias	Roperia tesselata	Actinocyclus sp. 1	Rhizosolenia bergonii	Planktoniella  sol	Nitzschia kolackzeckii	Cocconeis sp.	Asterolampra marylandica	Actinoptychus splendens	Navicula directa	Hemidiscus sp.	Hemidiscus cuneiformis var.	Bacteriastrum sp.	Coscinodiscus gigas	Diploneis bombus	Thalassionema nitzschioides var. obtusa	Coscinodiscus marginatus	Asteromphalus hookeri	Thalassiosira decipiens	Rhizosolenia setigera	Actinocyclus curvatulus	Thalassiosira sp. 1	Hemidiscus cuneiformis	Denticulopsis lauta	Actinocyclus ingens	Actinocyclus ellipticus	Pseudotriceratium cinnamomeum	Thalassiosira gravida	Simonseniella barboi	Coscinodiscus argus	Cymbella sp.	Thalassiosira ferelineata	Rossiella tatsunokuchiensis	Achnanthes sp.	Pinn* spp.	Thalassiosira latimarginata	Comment
  SR	                 	                 	                  	              	144	 880	A	  1	H	 1	  74.00	      0.7400	Fenner   	Diatoms                                      	               	                  	C               	R                        	                                      	                  	                  	S                   	S                        	S              	                     	F                          	                     	F                                      	S                   	S           	S                      	                           	              	                 	S                   	F                                     	R                    	                  	                                  	S                     	           	                	S                  	                     	                        	                        	S              	             	S            	                  	                              	R                       	                             	S               	S               	                           	S                  	F                   	                      	F                      	R                    	                 	                       	                 	                  	S                       	S              	S                     	                     	                       	S                    	                 	                  	                     	S                 	S                     	             	                        	S                      	                	              	                           	                 	                   	                	                                       	                        	S                    	S                      	S                    	R                      	                   	                      	                   	                   	                       	                             	                     	                    	                   	            	                         	                           	              	          	                           	from ODP Leg 144 SR; Ch 3; Table 6;

  SR	                 	                 	                  	              	144	 880	A	  1	H	 1	 100.00	      1.0000	Fenner   	Diatoms                                      	               	                  	F               	R                        	                                      	                  	                  	S                   	                         	               	                     	R                          	R                    	F                                      	                    	            	S                      	S                          	              	F                	                    	R                                     	S                    	                  	R                                 	S                     	           	S               	F                  	                     	                        	                        	F              	             	R            	                  	                              	S                       	                             	S               	F               	S                          	S                  	S                   	                      	C                      	R                    	                 	                       	                 	                  	R                       	               	S                     	R                    	                       	                     	S                	                  	                     	                  	                      	S            	                        	                       	                	              	                           	                 	                   	                	R                                      	S                       	R                    	                       	                     	                       	                   	                      	                   	                   	                       	                             	                     	                    	                   	            	                         	                           	              	          	                           	from ODP Leg 144 SR; Ch 3; Table 6;

  SR	                 	                 	                  	              	144	 880	A	  1	H	 1	 120.00	      1.2000	Fenner   	Diatoms                                      	               	                  	S               	                         	                                      	                  	                  	                    	                         	               	                     	                           	                     	                                       	                    	            	                       	                           	              	                 	                    	                                      	                     	                  	                                  	                      	           	                	                   	                     	                        	                        	               	             	             	                  	                              	                        	                             	                	                	                           	                   	                    	                      	                       	                     	                 	                       	                 	                  	                        	               	                      	                     	                       	                     	                 	                  	                     	                  	                      	             	                        	                       	                	              	                           	                 	                   	                	                                       	                        	                     	                       	                     	                       	                   	                      	                   	                   	                       	                             	                     	                    	                   	            	                         	                           	              	          	                           	from ODP Leg 144 SR; Ch 3; Table 6;

  SR	                 	                 	                  	              	144	 880	A	  1	H	 1	 129.00	      1.2900	Fenner   	Diatoms                                      	               	                  	C               	R                        	                                      	                  	                  	                    	                         	               	                     	F                          	                     	F                                      	                    	S           	S                      	S                          	S             	S                	S                   	R                                     	R                    	                  	S                                 	                      	           	                	                   	                     	                        	                        	F              	             	R            	                  	                              	                        	                             	                	R               	R                          	                   	R                   	R                     	F                      	S                    	                 	                       	                 	                  	S                       	               	                      	S                    	S                      	S                    	                 	                  	R                    	F                 	                      	             	                        	S                      	                	              	                           	                 	                   	S               	                                       	                        	                     	                       	                     	                       	                   	                      	                   	                   	                       	                             	                     	                    	                   	            	                         	                           	              	          	                           	from ODP Leg 144 SR; Ch 3; Table 6;

  SR	                 	                 	                  	              	144	 880	A	  1	H	 1	 149.00	      1.4900	Fenner   	Diatoms                                      	               	                  	C               	                         	                                      	                  	                  	R                   	S                        	R              	                     	F                          	                     	                                       	                    	            	                       	                           	              	S                	S                   	                                      	S                    	                  	                                  	                      	           	                	                   	                     	                        	                        	               	             	             	S                 	                              	                        	                             	                	                	                           	                   	                    	                      	S                      	                     	                 	                       	                 	                  	                        	               	S                     	                     	                       	                     	                 	                  	                     	S                 	                      	             	                        	                       	                	              	                           	                 	                   	                	                                       	                        	                     	                       	                     	                       	                   	                      	                   	                   	                       	                             	                     	                    	                   	            	                         	                           	              	          	                           	from ODP Leg 144 SR; Ch 3; Table 6;

  SR	                 	                 	                  	              	144	 880	A	  1	H	 2	   9.00	      1.5900	Fenner   	Diatoms                                      	               	                  	C               	R                        	                                      	                  	                  	S                   	                         	               	                     	F                          	R                    	R                                      	                    	S           	                       	S                          	S             	R                	R                   	F                                     	R                    	                  	S                                 	                      	           	                	F                  	                     	                        	                        	R              	             	             	                  	                              	R                       	                             	S               	S               	F                          	S                  	                    	S                     	F                      	F                    	                 	S                      	S                	                  	S                       	               	S                     	R                    	R                      	S                    	                 	F                 	                     	R                 	                      	             	                        	                       	                	              	                           	                 	S                  	                	                                       	                        	                     	                       	                     	                       	                   	                      	                   	                   	                       	                             	                     	                    	                   	            	                         	                           	              	          	                           	from ODP Leg 144 SR; Ch 3; Table 6;

  SR	                 	                 	                  	              	144	 880	A	  1	H	 2	  59.00	      2.0900	Fenner   	Diatoms                                      	               	                  	C               	R                        	                                      	                  	                  	S                   	                         	S              	                     	C                          	S                    	R                                      	                    	R           	                       	S                          	              	R                	                    	S                                     	S                    	                  	C                                 	S                     	           	                	R                  	                     	                        	                        	               	             	             	                  	                              	R                       	                             	                	S               	F                          	                   	S                   	S                     	R                      	R                    	                 	                       	                 	                  	S                       	               	R                     	S                    	S                      	                     	                 	                  	                     	R                 	S                     	S            	                        	                       	                	              	S                          	S                	                   	                	                                       	                        	                     	                       	                     	                       	                   	                      	                   	                   	                       	                             	                     	                    	                   	            	                         	                           	              	          	                           	from ODP Leg 144 SR; Ch 3; Table 6;

  SR	                 	                 	                  	              	144	 880	A	  1	H	 2	 128.00	      2.7800	Fenner   	Diatoms                                      	               	                  	C               	S                        	S                                     	                  	                  	                    	                         	               	                     	S                          	                     	                                       	                    	S           	                       	                           	              	                 	S                   	                                      	                     	                  	                                  	                      	           	                	                   	                     	                        	                        	S              	             	             	                  	                              	                        	                             	                	                	                           	                   	S                   	                      	R                      	S                    	                 	                       	                 	                  	                        	               	                      	                     	                       	                     	                 	                  	                     	S                 	                      	             	                        	                       	                	S             	                           	                 	                   	                	                                       	                        	                     	                       	                     	                       	                   	                      	                   	                   	                       	                             	                     	                    	                   	            	                         	                           	              	          	                           	from ODP Leg 144 SR; Ch 3; Table 6;

  SR	                 	                 	                  	              	144	 880	A	  1	H	 2	 149.00	      2.9900	Fenner   	Diatoms                                      	               	                  	S               	                         	                                      	R                 	S                 	                    	S                        	R              	                     	S                          	                     	                                       	                    	            	                       	                           	S             	                 	                    	S                                     	                     	                  	                                  	                      	           	                	                   	                     	                        	                        	S              	             	             	                  	                              	                        	                             	                	                	                           	                   	S                   	                      	                       	                     	                 	                       	                 	                  	                        	               	S                     	                     	                       	                     	                 	                  	                     	                  	                      	             	                        	                       	S               	              	                           	                 	                   	                	                                       	                        	                     	                       	                     	                       	                   	                      	                   	                   	                       	                             	                     	                    	                   	            	                         	                           	              	          	                           	from ODP Leg 144 SR; Ch 3; Table 6;

  SR	                 	                 	                  	              	144	 880	A	  1	H	 3	  49.00	      3.4900	Fenner   	Diatoms                                      	               	                  	C               	S                        	                                      	                  	                  	                    	R                        	               	                     	R                          	R                    	S                                      	                    	R           	                       	S                          	              	S                	R                   	R                                     	S                    	                  	R                                 	                      	           	                	R                  	                     	                        	R                       	               	             	             	                  	                              	R                       	                             	R               	R               	F                          	R                  	S                   	R                     	C                      	S                    	                 	                       	                 	                  	R                       	               	                      	R                    	                       	                     	S                	                  	R                    	S                 	S                     	S            	S                       	R                      	                	              	                           	                 	                   	                	                                       	                        	                     	                       	                     	                       	                   	                      	                   	                   	                       	                             	                     	                    	                   	            	                         	                           	              	          	                           	from ODP Leg 144 SR; Ch 3; Table 6;

  SR	                 	                 	                  	              	144	 880	A	  1	H	 3	 109.00	      4.0900	Fenner   	Diatoms                                      	               	                  	S               	                         	                                      	                  	                  	                    	                         	               	                     	                           	S                    	S                                      	                    	            	                       	                           	              	                 	                    	                                      	                     	                  	R                                 	S                     	           	                	S                  	                     	                        	                        	R              	             	             	                  	                              	                        	                             	                	                	                           	                   	F                   	S                     	S                      	                     	                 	                       	                 	                  	                        	               	                      	S                    	                       	S                    	S                	S                 	                     	                  	                      	             	                        	                       	                	              	                           	                 	                   	                	                                       	                        	                     	                       	                     	                       	                   	                      	                   	                   	                       	                             	                     	                    	                   	            	                         	                           	              	          	                           	from ODP Leg 144 SR; Ch 3; Table 6;

  SR	                 	                 	                  	              	144	 880	A	  1	H	 3	 149.00	      4.4900	Fenner   	Diatoms                                      	               	                  	S               	                         	                                      	                  	                  	                    	                         	               	                     	                           	                     	                                       	                    	            	                       	S                          	              	                 	                    	                                      	                     	                  	                                  	S                     	           	                	                   	                     	                        	                        	               	             	             	                  	                              	                        	                             	                	                	                           	                   	                    	                      	                       	                     	                 	                       	                 	                  	                        	               	                      	                     	S                      	                     	                 	                  	                     	                  	                      	             	                        	                       	                	              	                           	                 	                   	                	                                       	                        	                     	                       	                     	                       	                   	                      	                   	                   	                       	                             	                     	                    	                   	            	                         	                           	              	          	                           	from ODP Leg 144 SR; Ch 3; Table 6;

  SR	                 	                 	                  	              	144	 880	A	  1	H	 4	  50.00	      5.0000	Fenner   	Diatoms                                      	               	                  	R               	                         	                                      	                  	                  	                    	                         	               	                     	S                          	                     	                                       	                    	            	                       	                           	              	                 	                    	S                                     	                     	                  	                                  	                      	           	                	                   	                     	                        	                        	               	             	             	                  	                              	                        	                             	                	                	                           	                   	                    	                      	                       	                     	                 	                       	                 	                  	                        	               	                      	                     	                       	                     	                 	                  	                     	                  	                      	             	                        	                       	                	              	                           	                 	                   	                	                                       	                        	                     	                       	                     	                       	                   	                      	                   	                   	                       	                             	                     	                    	                   	            	                         	                           	              	          	                           	from ODP Leg 144 SR; Ch 3; Table 6;

  SR	                 	                 	                  	              	144	 880	A	  1	H	 4	 108.00	      5.5800	Fenner   	Diatoms                                      	               	                  	C               	S                        	                                      	                  	                  	                    	S                        	R              	                     	R                          	R                    	S                                      	                    	S           	S                      	                           	              	R                	S                   	R                                     	                     	                  	C                                 	                      	           	                	                   	                     	                        	                        	R              	             	             	                  	                              	                        	                             	                	S               	                           	                   	F                   	S                     	F                      	                     	                 	                       	                 	                  	S                       	S              	S                     	S                    	                       	                     	                 	                  	                     	                  	                      	             	                        	                       	                	              	                           	                 	                   	                	                                       	                        	                     	                       	                     	                       	                   	                      	                   	                   	                       	                             	                     	                    	                   	            	                         	                           	              	          	                           	from ODP Leg 144 SR; Ch 3; Table 6;

  SR	                 	                 	                  	              	144	 880	A	  1	H	 4	 140.00	      5.9000	Fenner   	Diatoms                                      	               	                  	C               	S                        	S                                     	                  	                  	S                   	R                        	S              	                     	                           	                     	S                                      	                    	S           	                       	                           	              	                 	S                   	                                      	                     	                  	                                  	                      	           	                	                   	                     	                        	                        	               	             	             	S                 	                              	                        	                             	                	                	                           	                   	                    	                      	S                      	                     	                 	S                      	S                	S                 	                        	               	                      	                     	                       	                     	                 	                  	                     	                  	                      	             	                        	                       	                	              	                           	                 	                   	                	                                       	                        	                     	                       	                     	                       	                   	                      	                   	                   	                       	                             	                     	                    	                   	            	                         	                           	              	          	                           	from ODP Leg 144 SR; Ch 3; Table 6;

  SR	                 	                 	                  	              	144	 880	A	  1	H	 5	  48.00	      6.4800	Fenner   	Diatoms                                      	               	                  	C               	S                        	                                      	                  	                  	S                   	S                        	               	S                    	F                          	S                    	F                                      	                    	            	R                      	S                          	              	F                	R                   	R                                     	R                    	                  	S                                 	                      	           	                	R                  	                     	                        	                        	               	             	             	                  	                              	S                       	S                            	S               	S               	R                          	S                  	S                   	S                     	R                      	R                    	S                	S                      	                 	                  	                        	               	                      	                     	                       	                     	                 	                  	                     	                  	                      	             	                        	                       	                	              	                           	                 	                   	                	                                       	                        	                     	                       	                     	                       	                   	                      	                   	                   	                       	                             	                     	                    	                   	            	                         	                           	              	          	                           	from ODP Leg 144 SR; Ch 3; Table 6;

  SR	                 	                 	                  	              	144	 880	A	  1	H	 5	 109.00	      7.0900	Fenner   	Diatoms                                      	               	                  	C               	                         	                                      	                  	                  	                    	R                        	R              	                     	R                          	                     	S                                      	                    	            	S                      	                           	              	S                	R                   	R                                     	                     	                  	                                  	                      	S          	                	                   	                     	S                       	S                       	S              	S            	S            	S                 	S                             	                        	                             	                	                	                           	                   	                    	                      	                       	                     	                 	                       	                 	                  	                        	               	                      	                     	                       	                     	                 	                  	                     	                  	                      	             	                        	                       	                	              	                           	                 	                   	                	                                       	                        	                     	                       	                     	                       	                   	                      	                   	                   	                       	                             	                     	                    	                   	            	                         	                           	              	          	                           	from ODP Leg 144 SR; Ch 3; Table 6;

  SR	                 	                 	                  	              	144	 880	A	  1	H	 6	  53.00	      8.0300	Fenner   	Diatoms                                      	               	                  	                	                         	                                      	                  	                  	                    	                         	S              	                     	                           	                     	                                       	                    	            	                       	                           	              	                 	                    	S                                     	                     	                  	                                  	                      	           	                	                   	                     	                        	                        	               	             	             	                  	                              	                        	                             	                	                	                           	                   	                    	                      	                       	                     	                 	                       	                 	                  	                        	               	                      	                     	                       	                     	                 	                  	                     	                  	                      	             	                        	                       	                	              	                           	                 	                   	                	                                       	                        	                     	                       	                     	                       	                   	                      	                   	                   	                       	                             	                     	                    	                   	            	                         	                           	              	          	                           	from ODP Leg 144 SR; Ch 3; Table 6;

  SR	                 	                 	                  	              	144	 880	A	  1	H	 6	 108.00	      8.5800	Fenner   	Diatoms                                      	               	                  	F               	S                        	                                      	                  	S                 	                    	                         	               	                     	S                          	                     	                                       	                    	            	                       	                           	              	                 	S                   	                                      	                     	                  	                                  	                      	           	                	                   	                     	                        	                        	               	             	             	                  	                              	                        	                             	                	                	                           	                   	                    	                      	                       	                     	                 	                       	                 	                  	                        	               	                      	                     	                       	                     	                 	                  	                     	                  	                      	             	                        	                       	                	              	                           	                 	                   	                	                                       	                        	                     	                       	                     	                       	                   	                      	                   	                   	                       	                             	                     	                    	                   	            	                         	                           	              	          	                           	from ODP Leg 144 SR; Ch 3; Table 6;

  SR	                 	                 	                  	              	144	 880	A	  1	H	CC	   0.00	      8.6200	Fenner   	Diatoms                                      	               	                  	F               	S                        	                                      	                  	                  	                    	R                        	R              	                     	S                          	                     	                                       	                    	            	                       	                           	              	                 	                    	R                                     	                     	                  	                                  	                      	           	S               	S                  	S                    	                        	                        	               	             	             	                  	                              	                        	                             	                	                	                           	                   	                    	                      	                       	                     	                 	                       	                 	                  	                        	               	                      	                     	                       	                     	                 	                  	                     	                  	                      	             	                        	                       	                	              	                           	                 	                   	                	                                       	                        	                     	                       	                     	                       	                   	                      	                   	                   	                       	                             	                     	                    	                   	            	                         	                           	              	          	                           	from ODP Leg 144 SR; Ch 3; Table 6;

  SR	                 	                 	                  	              	144	 880	A	  1	H	CC	  23.00	      8.8500	Fenner   	Diatoms                                      	               	                  	F               	S                        	                                      	                  	S                 	S                   	S                        	S              	                     	S                          	                     	                                       	                    	            	                       	                           	              	S                	S                   	R                                     	                     	                  	S                                 	S                     	S          	                	                   	                     	                        	                        	               	             	             	                  	                              	                        	                             	                	                	                           	                   	                    	                      	                       	                     	                 	                       	                 	                  	                        	               	                      	                     	                       	                     	                 	                  	                     	                  	                      	             	                        	                       	                	              	                           	                 	                   	                	                                       	                        	                     	                       	                     	                       	                   	                      	                   	                   	                       	                             	                     	                    	                   	            	                         	                           	              	          	                           	from ODP Leg 144 SR; Ch 3; Table 6;

  SR	                 	                 	                  	              	144	 880	A	  2	H	 1	  48.00	      9.3800	Fenner   	Diatoms                                      	               	                  	F               	                         	                                      	                  	                  	                    	S                        	               	                     	S                          	                     	                                       	                    	            	                       	                           	              	                 	                    	                                      	                     	                  	                                  	                      	           	                	                   	                     	                        	                        	               	             	             	                  	                              	                        	                             	                	                	                           	                   	                    	                      	                       	                     	                 	                       	                 	                  	                        	               	                      	                     	                       	                     	                 	                  	                     	                  	                      	             	                        	                       	                	              	                           	                 	                   	                	                                       	                        	                     	                       	                     	                       	                   	                      	                   	                   	                       	                             	                     	                    	                   	            	                         	                           	              	          	                           	from ODP Leg 144 SR; Ch 3; Table 6;

  SR	                 	                 	                  	              	144	 880	A	  2	H	 1	 108.00	      9.9800	Fenner   	Diatoms                                      	               	                  	F               	S                        	                                      	                  	                  	S                   	                         	S              	                     	S                          	                     	                                       	                    	            	                       	                           	              	S                	                    	                                      	                     	                  	                                  	                      	           	                	                   	                     	                        	                        	               	             	             	                  	                              	                        	                             	                	                	                           	                   	                    	                      	                       	                     	                 	                       	                 	                  	                        	               	                      	                     	                       	                     	                 	                  	                     	                  	                      	             	                        	                       	                	              	                           	                 	                   	                	                                       	                        	                     	                       	                     	                       	                   	                      	                   	                   	                       	                             	                     	                    	                   	            	                         	                           	              	          	                           	from ODP Leg 144 SR; Ch 3; Table 6;

  SR	                 	                 	                  	              	144	 880	A	  2	H	 2	  49.00	     10.7600	Fenner   	Diatoms                                      	               	                  	F               	S                        	                                      	                  	                  	                    	                         	               	                     	R                          	                     	                                       	                    	            	                       	                           	R             	                 	                    	                                      	S                    	S                 	                                  	                      	           	                	                   	                     	                        	                        	               	             	             	                  	                              	                        	                             	                	                	                           	                   	                    	                      	                       	                     	                 	                       	                 	                  	                        	               	                      	                     	                       	                     	                 	                  	                     	                  	                      	             	                        	                       	                	              	                           	                 	                   	                	                                       	                        	                     	                       	                     	                       	                   	                      	                   	                   	                       	                             	                     	                    	                   	            	                         	                           	              	          	                           	from ODP Leg 144 SR; Ch 3; Table 6;

  SR	                 	                 	                  	              	144	 880	A	  2	H	 2	 109.00	     11.3600	Fenner   	Diatoms                                      	               	                  	R               	S                        	                                      	                  	                  	                    	                         	               	                     	                           	                     	                                       	                    	S           	                       	                           	S             	                 	                    	S                                     	                     	                  	                                  	                      	           	                	                   	                     	                        	                        	               	             	             	                  	                              	                        	                             	                	                	                           	                   	                    	                      	                       	                     	                 	                       	                 	                  	                        	               	                      	                     	                       	                     	                 	                  	                     	                  	                      	             	                        	                       	                	              	                           	                 	                   	                	                                       	                        	                     	                       	                     	                       	                   	                      	                   	                   	                       	                             	                     	                    	                   	            	                         	                           	              	          	                           	from ODP Leg 144 SR; Ch 3; Table 6;

  SR	                 	                 	                  	              	144	 880	A	  2	H	 3	  48.00	     12.2500	Fenner   	Diatoms                                      	               	                  	F               	                         	                                      	                  	                  	                    	S                        	               	                     	R                          	                     	                                       	                    	            	                       	                           	              	                 	                    	S                                     	                     	                  	                                  	                      	           	                	                   	                     	                        	                        	               	             	             	                  	                              	                        	                             	                	                	                           	                   	                    	                      	                       	                     	                 	                       	                 	                  	                        	               	                      	                     	                       	                     	                 	                  	                     	                  	                      	             	                        	                       	                	              	                           	                 	                   	                	                                       	                        	                     	                       	                     	                       	                   	                      	                   	                   	                       	                             	                     	                    	                   	            	                         	                           	              	          	                           	from ODP Leg 144 SR; Ch 3; Table 6;

  SR	                 	                 	                  	              	144	 880	A	  2	H	 3	 109.00	     12.8600	Fenner   	Diatoms                                      	               	                  	                	S                        	                                      	                  	                  	                    	                         	               	                     	                           	                     	                                       	                    	S           	                       	                           	              	R                	S                   	                                      	                     	                  	                                  	                      	           	                	                   	                     	                        	                        	               	             	             	                  	                              	                        	                             	                	                	                           	                   	                    	                      	                       	                     	                 	                       	                 	                  	                        	               	                      	                     	                       	                     	                 	                  	                     	                  	                      	             	                        	                       	                	              	                           	                 	                   	                	                                       	                        	                     	                       	                     	                       	                   	                      	                   	                   	                       	                             	                     	                    	                   	            	                         	                           	              	          	                           	from ODP Leg 144 SR; Ch 3; Table 6;

  SR	                 	                 	                  	              	144	 880	A	  2	H	 4	  49.00	     13.7600	Fenner   	Diatoms                                      	               	                  	                	                         	                                      	                  	                  	                    	                         	S              	                     	S                          	                     	                                       	                    	            	                       	                           	              	S                	S                   	                                      	                     	                  	                                  	                      	           	                	                   	                     	                        	                        	               	             	             	                  	                              	                        	                             	                	                	                           	                   	                    	                      	                       	                     	                 	                       	                 	                  	                        	               	                      	                     	                       	                     	                 	                  	                     	                  	                      	             	                        	                       	                	              	                           	                 	                   	                	                                       	                        	                     	                       	                     	                       	                   	                      	                   	                   	                       	                             	                     	                    	                   	            	                         	                           	              	          	                           	from ODP Leg 144 SR; Ch 3; Table 6;

  SR	                 	                 	                  	              	144	 880	A	  2	H	 4	 107.00	     14.3400	Fenner   	Diatoms                                      	               	                  	S               	                         	                                      	                  	                  	                    	R                        	               	                     	                           	                     	                                       	                    	            	                       	S                          	              	                 	                    	                                      	                     	                  	                                  	                      	           	                	                   	                     	                        	                        	               	             	             	                  	                              	                        	                             	                	                	                           	                   	                    	                      	                       	                     	                 	                       	                 	                  	                        	               	                      	                     	                       	                     	                 	                  	                     	                  	                      	             	                        	                       	                	              	                           	                 	                   	                	                                       	                        	                     	                       	                     	                       	                   	                      	                   	                   	                       	                             	                     	                    	                   	            	                         	                           	              	          	                           	from ODP Leg 144 SR; Ch 3; Table 6;

  SR	                 	                 	                  	              	144	 880	A	  2	H	 5	  49.00	     15.2600	Fenner   	Diatoms                                      	               	                  	                	                         	                                      	                  	                  	                    	                         	S              	                     	S                          	                     	                                       	                    	            	                       	                           	              	                 	                    	                                      	                     	                  	                                  	                      	           	                	                   	                     	                        	                        	               	             	             	                  	                              	                        	                             	                	                	                           	                   	                    	                      	                       	                     	                 	                       	                 	                  	                        	               	                      	                     	                       	                     	                 	                  	                     	                  	                      	             	                        	                       	                	              	                           	                 	                   	                	                                       	                        	                     	                       	                     	                       	                   	                      	                   	                   	                       	                             	                     	                    	                   	            	                         	                           	              	          	                           	from ODP Leg 144 SR; Ch 3; Table 6;

  SR	                 	                 	                  	              	144	 880	A	  2	H	 5	 108.00	     15.8500	Fenner   	Diatoms                                      	               	                  	                	                         	                                      	                  	                  	                    	S                        	R              	                     	                           	                     	                                       	                    	            	                       	                           	S             	                 	                    	                                      	                     	                  	                                  	                      	           	                	                   	                     	                        	                        	               	             	             	                  	                              	                        	                             	                	                	                           	                   	                    	                      	                       	                     	                 	                       	                 	                  	                        	               	                      	                     	                       	                     	                 	                  	                     	                  	                      	             	                        	                       	                	              	                           	                 	                   	                	                                       	                        	                     	                       	                     	                       	                   	                      	                   	                   	                       	                             	                     	                    	                   	            	                         	                           	              	          	                           	from ODP Leg 144 SR; Ch 3; Table 6;

  SR	                 	                 	                  	              	144	 880	A	  2	H	 5	 140.00	     16.1700	Fenner   	Diatoms                                      	               	                  	R               	S                        	                                      	S                 	S                 	S                   	R                        	S              	                     	                           	S                    	S                                      	S                   	S           	S                      	S                          	              	                 	                    	                                      	                     	                  	                                  	                      	           	                	                   	                     	                        	                        	               	             	             	                  	                              	                        	                             	                	                	                           	                   	                    	                      	                       	                     	                 	                       	                 	                  	                        	               	                      	                     	                       	                     	                 	                  	                     	                  	                      	             	                        	                       	                	              	                           	                 	                   	                	                                       	                        	                     	                       	                     	                       	                   	                      	                   	                   	                       	                             	                     	                    	                   	            	                         	                           	              	          	                           	from ODP Leg 144 SR; Ch 3; Table 6;

  SR	                 	                 	                  	              	144	 880	A	  2	H	 6	  49.00	     16.7600	Fenner   	Diatoms                                      	               	                  	                	                         	                                      	                  	                  	S                   	                         	               	                     	S                          	                     	                                       	                    	            	                       	                           	              	                 	                    	                                      	                     	                  	                                  	                      	           	                	                   	                     	                        	                        	               	             	             	                  	                              	                        	                             	                	                	                           	                   	                    	                      	                       	                     	                 	                       	                 	                  	                        	               	                      	                     	                       	                     	                 	                  	                     	                  	                      	             	                        	                       	                	              	                           	                 	                   	                	                                       	                        	                     	                       	                     	                       	                   	                      	                   	                   	                       	                             	                     	                    	                   	            	                         	                           	              	          	                           	from ODP Leg 144 SR; Ch 3; Table 6;

  SR	                 	                 	                  	              	144	 880	A	  2	H	 6	 109.00	     17.3600	Fenner   	Diatoms                                      	               	                  	S               	                         	                                      	                  	                  	                    	                         	R              	S                    	                           	                     	                                       	                    	            	                       	                           	              	                 	                    	                                      	                     	                  	                                  	                      	           	                	                   	                     	                        	                        	               	             	             	                  	                              	                        	                             	                	                	                           	                   	                    	                      	                       	                     	                 	                       	                 	                  	                        	               	                      	                     	                       	                     	                 	                  	                     	                  	                      	             	                        	                       	                	              	                           	                 	                   	                	                                       	                        	                     	                       	                     	                       	                   	                      	                   	                   	                       	                             	                     	                    	                   	            	                         	                           	              	          	                           	from ODP Leg 144 SR; Ch 3; Table 6;

  SR	                 	                 	                  	              	144	 880	A	  2	H	 6	 142.00	     17.6900	Fenner   	Diatoms                                      	               	                  	R               	                         	                                      	S                 	                  	S                   	S                        	R              	                     	                           	                     	                                       	                    	            	                       	                           	              	                 	                    	                                      	                     	                  	                                  	                      	           	                	                   	                     	                        	                        	               	             	             	                  	                              	                        	                             	                	                	                           	                   	                    	                      	                       	                     	                 	                       	                 	                  	                        	               	                      	                     	                       	                     	                 	                  	                     	                  	                      	             	                        	                       	                	              	                           	                 	                   	                	                                       	                        	                     	                       	                     	                       	                   	                      	                   	                   	                       	                             	                     	                    	                   	            	                         	                           	              	          	                           	from ODP Leg 144 SR; Ch 3; Table 6;

  SR	                 	                 	                  	              	144	 880	A	  2	H	 7	  48.00	     18.2500	Fenner   	Diatoms                                      	               	                  	                	                         	S                                     	S                 	                  	S                   	S                        	S              	                     	                           	                     	                                       	                    	            	                       	                           	              	                 	                    	                                      	                     	                  	                                  	                      	           	                	                   	                     	                        	                        	               	             	             	                  	                              	                        	                             	                	                	                           	                   	                    	                      	                       	                     	                 	                       	                 	                  	                        	               	                      	                     	                       	                     	                 	                  	                     	                  	                      	             	                        	                       	                	              	                           	                 	                   	                	                                       	                        	                     	                       	                     	                       	                   	                      	                   	                   	                       	                             	                     	                    	                   	            	                         	                           	              	          	                           	from ODP Leg 144 SR; Ch 3; Table 6;

