Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology 1 prefix,Lithology 1 principal name,Lithology 1 suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Lithology 2 prefix,Lithology 2 principal name,Lithology 2 suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],Total LITH abundance [%],LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 3 igneous - massive [%],LITH 1 Matrix 4 igneous - vesicular [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Shore File Links,File Data
349-U1433B-18R-5-A,0,6,344.89,344.95,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,,,,,,100,,,,planar,sub-horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-18R-5-A,6,12,344.95,345.01,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/N (gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,,,,,,100,,,,planar,sub-horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-18R-5-A,12,63,345.01,345.52,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-18R-CC-A,0,24,345.52,345.76,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),,clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,,,,color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-19R-1-A,0,7,349.3,349.37,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10GY (greenish gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,,,,,,100,,,,planar,sub-horizontal,thin bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-19R-1-A,7,83,349.37,350.13,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/N (dark gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,,,,,,100,,,,erosive,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-19R-1-A,83,96,350.13,350.26,,nannofossil ooze [Leg339],,nannofossil ooze ,nannofossil ooze ,100,GLEY 1 6/10Y (greenish gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,,,,,,100,,,,planar,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-19R-1-A,96,112,350.26,350.42,nannofossil rich,clay [Leg339],,nannofossil rich  clay ,nannofossil rich clay ,100,GLEY 1 6/5GY (greenish gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,,,,,,100,,,,,,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-19R-2-A,0,65,350.62,351.27,nannofossil rich,clay [Leg339],,nannofossil rich  clay ,nannofossil rich clay ,100,GLEY 1 6/10Y (greenish gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,,,,,,100,,,,planar,sub-horizontal,thick bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-19R-2-A,65,90,351.27,351.52,,nannofossil ooze [Leg339],,nannofossil ooze ,nannofossil ooze ,100,GLEY 1 7/10Y (light grrenish grey),lithified [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,,,,,,100,,,,erosive,sub-horizontal,medium bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-19R-2-A,90,150,351.52,352.12,foraminifer rich,nannofossil ooze [Leg339],,foraminifer rich  nannofossil ooze ,foraminifer rich nannofossil ooze ,100,GLEY 1 4/N (dark gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-19R-3-A,0,43,352.12,352.55,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/N (dark gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,,,,,,100,,,,planar,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,nodule,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-19R-3-A,43,45,352.55,352.57,,clay [Leg339],with silt [Leg339],clay ,clay  with silt ,100,GLEY 1 5/N (gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,planar,sub-horizontal,very thin bed [B01],lamination,heavy [DB86],3,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-19R-3-A,45,47,352.57,352.59,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/N (dark gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,,,,,,100,,,,planar,sub-horizontal,very thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-19R-3-A,47,68,352.59,352.8,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/5GY (dark greenish gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-19R-3-A,68,122,352.8,353.34,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/5GY (dark greenish gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,,,,,,100,,,,erosive,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-19R-3-A,122,132,353.34,353.44,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/N (dark gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-19R-3-A,132,150,353.44,353.62,,nannofossil ooze [Leg339],,nannofossil ooze ,nannofossil ooze ,100,GLEY 1 7/10Y (light grrenish grey),lithified [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,,,,,,100,,,,,,medium bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-19R-4-A,0,11,353.62,353.73,,nannofossil ooze [Leg339],,nannofossil ooze ,nannofossil ooze ,100,GLEY 1 6/10Y (greenish gray),indurated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,chondrites,erosive,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-19R-4-A,11,18,353.73,353.8,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10GY (dark greenish gray),indurated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,gradational,horizontal,thin bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-19R-4-A,18,21,353.8,353.83,,clay [Leg339],,clay ,clay ,50,GLEY 1 4/10GY (dark greenish gray),indurated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,nannofossil ooze [Leg339],,nannofossil ooze ,nannofossil ooze ,50,100,,,mixed by burrowing,gradational,horizontal,,graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-19R-4-A,21,36,353.83,353.98,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze ,nannofossil ooze  with foraminifers ,90,GLEY 1 7/10Y (light grrenish grey),indurated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,clay [Leg339],,clay ,clay ,10,100,,,chondrites,erosive,horizontal,medium bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-19R-4-A,36,61,353.98,354.23,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10GY (dark greenish gray),indurated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-19R-4-A,61,86,354.23,354.48,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10GY (dark greenish gray),indurated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,medium bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-19R-4-A,86,131,354.48,354.93,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10GY (dark greenish gray),indurated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,,,,color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-19R-4-A,128,128,354.9,354.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nodule,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-19R-5-A,0,64,354.93,355.57,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10GY (dark greenish gray),indurated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-19R-5-A,6,15,354.99,355.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-19R-5-A,64,71,355.57,355.64,,nannofossil ooze [Leg339],,nannofossil ooze ,nannofossil ooze ,70,GLEY 1 6/10Y (greenish gray),indurated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,clay [Leg339],,clay ,clay ,30,100,,,,irregular,,,graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-19R-5-A,71,84,355.64,355.77,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze ,nannofossil ooze  with foraminifers ,100,GLEY 1 7/10Y (light grrenish grey),indurated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,chondrites,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-19R-CC-A,0,2,355.77,355.79,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),indurated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-19R-CC-A,0,14,355.77,355.91,,nannofossil ooze [Leg339],,nannofossil ooze ,nannofossil ooze ,90,GLEY 1 6/10Y (greenish gray),indurated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,clay [Leg339],,clay ,clay ,10,100,,,,,,,graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-20R-1-A,0,5,359,359.05,,nannofossil ooze [Leg339],,nannofossil ooze ,nannofossil ooze ,100,GLEY 1 6/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,planar,horizontal,very thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-20R-1-A,5,30,359.05,359.3,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-20R-1-A,30,65,359.3,359.65,,clay [Leg339],,clay ,clay ,100,GLEY 1 3/10Y (very dark greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-20R-1-A,65,126,359.65,360.26,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-20R-2-A,0,51,360.26,360.77,,nannofossil ooze [Leg339],,nannofossil ooze ,nannofossil ooze ,100,GLEY 1 6/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,planar,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-20R-2-A,51,58,360.77,360.84,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-20R-2-A,58,87,360.84,361.13,,nannofossil ooze [Leg339],,nannofossil ooze ,nannofossil ooze ,100,GLEY 1 6/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,planar,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-20R-2-A,87,149,361.13,361.75,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-20R-3-A,0,150,361.76,363.26,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-20R-4-A,0,90,363.26,364.16,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-20R-4-A,90,106,364.16,364.32,,clay [Leg339],,clay ,clay ,100,GLEY 1 3/10Y (very dark greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-20R-4-A,106,146,364.32,364.72,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-20R-4-A,146,150,364.72,364.76,,nannofossil ooze [Leg339],,nannofossil ooze ,nannofossil ooze ,100,GLEY 1 6/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,planar,horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-20R-5-A,0,13,364.76,364.89,,nannofossil ooze [Leg339],,nannofossil ooze ,nannofossil ooze ,100,GLEY 1 6/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,planar,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-20R-5-A,13,133,364.89,366.09,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-20R-5-A,133,150,366.09,366.26,,nannofossil ooze [Leg339],,nannofossil ooze ,nannofossil ooze ,100,GLEY 1 6/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,planar,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-20R-6-A,0,20,366.26,366.46,,nannofossil ooze [Leg339],,nannofossil ooze ,nannofossil ooze ,100,GLEY 1 6/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,planar,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-20R-6-A,20,60,366.46,366.86,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-20R-6-A,60,82,366.86,367.08,,nannofossil ooze [Leg339],,nannofossil ooze ,nannofossil ooze ,100,GLEY 1 6/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,planar,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-20R-CC-A,0,23,367.08,367.31,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-21R-1-A,0,139,368.7,370.09,,nannofossil ooze [Leg339],,nannofossil ooze ,nannofossil ooze ,100,GLEY 1 6/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,planar,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-21R-2-A,0,129,370.09,371.38,,nannofossil ooze [Leg339],,nannofossil ooze ,nannofossil ooze ,100,GLEY 1 6/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-21R-3-A,0,58,371.59,372.17,,nannofossil ooze [Leg339],,nannofossil ooze ,nannofossil ooze ,100,GLEY 1 6/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,planar,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-21R-3-A,58,78,372.17,372.37,,foraminiferal ooze [Leg339],,foraminiferal ooze ,foraminiferal ooze ,100,GLEY 1 6/10Y (greenish gray),well consolidated [B84],fine sand [W22_2],4,fine sand [W22_2],4,well [BP01],,,,,,,,,,100,,,,planar,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-21R-3-A,78,83,372.37,372.42,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-21R-3-A,83,125,372.42,372.84,,nannofossil ooze [Leg339],,nannofossil ooze ,nannofossil ooze ,100,GLEY 1 6/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,planar,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-21R-3-A,125,145,372.84,373.04,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-21R-4-A,0,45,373.04,373.49,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-21R-4-A,45,142,373.49,374.46,,clay [Leg339],,clay ,clay ,100,GLEY 1 3/10Y (very dark greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-21R-5-A,0,45,374.46,374.91,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-21R-5-A,45,63,374.91,375.09,,clay [Leg339],,clay ,clay ,100,GLEY 1 3/10Y (very dark greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-21R-5-A,63,139,375.09,375.85,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-21R-5-A,139,146,375.85,375.92,,nannofossil ooze [Leg339],,nannofossil ooze ,nannofossil ooze ,100,GLEY 1 6/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-21R-6-A,0,51,375.92,376.43,,nannofossil ooze [Leg339],,nannofossil ooze ,nannofossil ooze ,100,GLEY 1 6/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,planar,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-21R-6-A,51,150,376.43,377.42,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
