Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zygrhablithus bijugatus,Sphenolithus sp. aff. S. anarrhopus,Reticulofenestra spp.,Pontosphaera spp.,Placolith (small),Pentalith (fragments),Discoaster saipanensis,Discoaster barbadiensis,Dictyococcites bisectus,Cyclicargolithus floridanus,Cyclicargolithus abisectus,Cribrocentrum reticulatum,Coccolithus pelagicus,Pemma papillatum,Micrantholithus spp.,Helicosphaera spp.,Discoaster spp.,Discoaster kuepperi,Braarudosphaera spp.,Sphenolithus spp.,Ericsonia formosa,Dictyococcites scrippsae,Calcidiscus protoannulus,Biantholithus sparsus,Coccolithus eopelagicus,Sphenolithus radians,Reticulofenestra umbilica,Reticulofenestra hillae,Micrantholithus flos,Discoaster tanii tanii,Bramletteius serraculoides,Braarudosphaera bigelowii,Sphenolithus pseudoradians,Sphenolithus intercalaris,Pemma basquense crassum,Micrantholithus pinguis,Helicosphaera salebrosa,Discoaster tanii nodifer,Braarudosphaera discula,Helicosphaera sp. aff. H. intermedia,Sphenolithus tribulosus,Helicosphaera reticulata,Helicosphaera bramlettei,Discoaster deflandrei,Helicosphaera compacta,Isthmolithus recurvus,Ericsonia subdisticha,Dictyococcites hampdenensis,Sphenolithus obtusus,Sphenolithus celsus,Reticulofenestra dictyoda,Chiasmolithus sp. cf. C. modestus,Sphenolithus predistentus,Sphenolithus distentus,Isthmolithus unipons,Triquetrorhabdulus farnsworthii,Sphenolithus heteromorphus,Helicosphaera burkei,Helicosphaera carteri,Discoaster variabilis,Discoaster signus,Calcidiscus leptoporus,Oolithotus spp.,Discoaster exilis,Umbellosphaera irregularis,Reticulofenestra pseudoumbilica,Minylitha convallis,Discoaster braarudii,Umbilicosphaera spp.,Dictyococcites haqii,Triquetrorhabdulus rugosus,Calcidiscus macintyrei,Discoaster brouweri,Sphenolithus quadrispinatus,Discoaster sp. cf. D. neorectus,Discoaster pentaradiatus,Discoaster bollii,Discoaster archipelagoensis,Discoaster andamanensis,Discoaster perclarus,Helicosphaera sellii,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,135, 841,B, 33,R, 3,  44.00,    471.2200,Quinterno,Nannofossils                                 ,F              ,P                 ,                       ,                                   ,                     ,                 ,F                ,                     ,                      ,                       ,                       ,F                          ,F                         ,                         ,R                    ,                ,                    ,R                 ,               ,                   ,                    ,                 ,rR               ,                        ,                        ,rF                   ,                       ,                    ,                         ,                       ,                    ,                      ,                          ,                         ,                          ,                         ,                       ,                       ,                       ,                        ,                       ,                                    ,                       ,                        ,                        ,                     ,                      ,                     ,                     ,                           ,                    ,                   ,                         ,                                 ,                         ,                      ,                    ,                               ,F                         ,                    ,                     ,                     ,                 ,                      ,               ,                 ,                          ,                               ,                   ,                    ,F                   ,F                   ,                          ,                      ,                   ,                           ,                               ,                        ,                 ,                           ,                       ,                    ,                    ,from ODP Leg 135 SR Chapter 17 Table 6 p 278-281 & Table 8 p 282
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,135, 841,B, 33,R,CC,   0.00,    472.2200,Quinterno,Nannofossils                                 ,A              ,M                 ,                       ,                                   ,F                    ,                 ,                 ,                     ,                      ,                       ,                       ,A                          ,F                         ,                         ,R                    ,                ,                    ,                  ,F              ,                   ,                    ,R                ,                 ,                        ,                        ,                     ,                       ,                    ,                         ,                       ,                    ,                      ,                          ,                         ,                          ,                         ,                       ,                       ,                       ,                        ,                       ,                                    ,                       ,                        ,                        ,R                    ,                      ,                     ,                     ,                           ,                    ,                   ,                         ,                                 ,                         ,                      ,                    ,                               ,F                         ,                    ,R                    ,                     ,                 ,                      ,               ,R                ,                          ,                               ,                   ,                    ,                    ,                    ,                          ,                      ,                   ,                           ,                               ,                        ,                 ,                           ,                       ,                    ,                    ,from ODP Leg 135 SR Chapter 17 Table 6 p 278-281 & Table 8 p 282
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,135, 841,B, 34,R,CC,  12.00,    480.5600,Quinterno,Nannofossils                                 ,A              ,M                 ,                       ,                                   ,F                    ,R                ,C                ,                     ,                      ,                       ,                       ,C                          ,F                         ,                         ,R                    ,                ,                    ,                  ,F              ,                   ,                    ,F                ,rR               ,                        ,                        ,                     ,                       ,                    ,                         ,                       ,                    ,                      ,                          ,                         ,                          ,                         ,                       ,                       ,                       ,                        ,                       ,                                    ,                       ,                        ,                        ,R                    ,                      ,                     ,                     ,                           ,                    ,                   ,                         ,                                 ,                         ,                      ,                    ,                               ,F                         ,                    ,F                    ,                     ,R                ,R                     ,               ,F                ,                          ,                               ,                   ,                    ,                    ,                    ,                          ,                      ,                   ,                           ,                               ,                        ,                 ,                           ,                       ,                    ,                    ,from ODP Leg 135 SR Chapter 17 Table 6 p 278-281 & Table 8 p 282
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,135, 841,B, 35,R, 1,  31.00,    487.4100,Quinterno,Nannofossils                                 ,C              ,P                 ,                       ,                                   ,                     ,R                ,C                ,                     ,                      ,                       ,                       ,C                          ,F                         ,                         ,                     ,                ,                    ,                  ,               ,                   ,                    ,F                ,                 ,                        ,                        ,                     ,                       ,                    ,                         ,                       ,                    ,                      ,                          ,                         ,                          ,                         ,                       ,                       ,                       ,                        ,                       ,                                    ,                       ,                        ,                        ,                     ,                      ,                     ,                     ,                           ,                    ,                   ,                         ,                                 ,                         ,                      ,                    ,                               ,F                         ,                    ,F                    ,                     ,                 ,                      ,               ,                 ,                          ,                               ,                   ,                    ,C                   ,                    ,                          ,                      ,                   ,                           ,                               ,                        ,                 ,                           ,                       ,                    ,                    ,from ODP Leg 135 SR Chapter 17 Table 6 p 278-281 & Table 8 p 282
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,135, 841,B, 35,R, 1, 140.00,    488.5000,Quinterno,Nannofossils                                 ,F              ,M                 ,                       ,                                   ,R                    ,                 ,R                ,                     ,                      ,                       ,                       ,                           ,                          ,                         ,                     ,                ,                    ,R                 ,R              ,                   ,                    ,R                ,                 ,                        ,                        ,                     ,                       ,                    ,                         ,                       ,                    ,                      ,                          ,                         ,                          ,                         ,                       ,                       ,                       ,                        ,                       ,                                    ,                       ,                        ,                        ,                     ,                      ,                     ,                     ,                           ,                    ,                   ,                         ,                                 ,                         ,                      ,                    ,                               ,                          ,                    ,R                    ,F                    ,                 ,                      ,R              ,                 ,R                         ,r                              ,rF                 ,R                   ,                    ,                    ,                          ,                      ,                   ,                           ,                               ,                        ,                 ,                           ,                       ,                    ,                    ,uncertain identity of Minylitha convallis & Reticulofenestra pseudoumbilica; from ODP Leg 135 SR Chapter 17 Table 6 p 278-281 & Table 8 p 282
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,135, 841,B, 35,R,CC,  26.00,    491.9000,Quinterno,Nannofossils                                 ,C              ,M                 ,rR                     ,                                   ,F                    ,                 ,F                ,                     ,                      ,                       ,rR                     ,C                          ,R                         ,                         ,F                    ,                ,                    ,                  ,               ,                   ,                    ,R                ,                 ,                        ,                        ,                     ,                       ,                    ,                         ,                       ,                    ,rR                    ,                          ,                         ,                          ,                         ,                       ,                       ,                       ,                        ,                       ,R                                   ,rR                     ,                        ,                        ,R                    ,                      ,                     ,                     ,                           ,                    ,                   ,                         ,                                 ,                         ,                      ,                    ,                               ,R                         ,                    ,R                    ,                     ,                 ,                      ,               ,R                ,                          ,                               ,                   ,                    ,                    ,                    ,                          ,                      ,                   ,                           ,                               ,                        ,                 ,                           ,                       ,                    ,                    ,from ODP Leg 135 SR Chapter 17 Table 6 p 278-281 & Table 8 p 282
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,135, 841,B, 36,R,CC,  20.00,    501.5000,Quinterno,Nannofossils                                 ,F              ,M                 ,                       ,                                   ,                     ,                 ,                 ,                     ,                      ,                       ,                       ,F                          ,R                         ,                         ,R                    ,                ,                    ,                  ,R              ,                   ,                    ,F                ,                 ,                        ,                        ,                     ,                       ,                    ,                         ,                       ,                    ,                      ,                          ,                         ,                          ,                         ,                       ,                       ,                       ,                        ,                       ,                                    ,rR                     ,                        ,                        ,                     ,                      ,                     ,                     ,                           ,                    ,                   ,                         ,                                 ,                         ,                      ,                    ,                               ,F                         ,                    ,                     ,                     ,                 ,                      ,               ,                 ,                          ,                               ,                   ,                    ,                    ,                    ,                          ,                      ,                   ,                           ,                               ,                        ,                 ,                           ,                       ,                    ,                    ,from ODP Leg 135 SR Chapter 17 Table 6 p 278-281 & Table 8 p 282
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,135, 841,B, 37,R, 1, 122.00,    507.6200,Quinterno,Nannofossils                                 ,F              ,P                 ,                       ,                                   ,R                    ,                 ,F                ,                     ,                      ,                       ,                       ,F                          ,F                         ,                         ,                     ,                ,                    ,                  ,               ,                   ,                    ,R                ,                 ,rR                      ,                        ,                     ,                       ,                    ,                         ,                       ,                    ,                      ,                          ,                         ,                          ,                         ,                       ,                       ,                       ,                        ,                       ,R                                   ,                       ,                        ,                        ,                     ,                      ,                     ,                     ,                           ,                    ,                   ,                         ,                                 ,                         ,                      ,                    ,F                              ,F                         ,                    ,                     ,                     ,                 ,                      ,R              ,                 ,                          ,                               ,                   ,                    ,                    ,                    ,                          ,                      ,                   ,                           ,                               ,                        ,                 ,                           ,                       ,                    ,                    ,from ODP Leg 135 SR Chapter 17 Table 6 p 278-281 & Table 8 p 282
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,135, 841,B, 39,R,CC,  32.00,    529.0200,Quinterno,Nannofossils                                 ,C              ,M                 ,                       ,                                   ,F                    ,R                ,                 ,rF                   ,                      ,                       ,                       ,F                          ,F                         ,                         ,                     ,                ,                    ,                  ,               ,                   ,                    ,R                ,                 ,                        ,                        ,                     ,                       ,                    ,                         ,                       ,R                   ,                      ,                          ,                         ,                          ,                         ,                       ,                       ,                       ,                        ,                       ,                                    ,                       ,                        ,                        ,F                    ,                      ,                     ,                     ,                           ,                    ,                   ,                         ,                                 ,                         ,                      ,                    ,                               ,F                         ,                    ,F                    ,                     ,                 ,                      ,               ,                 ,                          ,                               ,                   ,                    ,                    ,                    ,                          ,                      ,                   ,                           ,                               ,                        ,                 ,                           ,                       ,                    ,                    ,from ODP Leg 135 SR Chapter 17 Table 6 p 278-281 & Table 8 p 282
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,135, 841,B, 40,R,CC,  20.00,    540.6700,Quinterno,Nannofossils                                 ,C              ,P                 ,                       ,                                   ,C                    ,F                ,R                ,                     ,                      ,                       ,                       ,C                          ,F                         ,                         ,F                    ,                ,                    ,F                 ,               ,                   ,                    ,F                ,rR               ,                        ,                        ,                     ,                       ,                    ,                         ,                       ,                    ,                      ,                          ,rR                       ,                          ,                         ,                       ,                       ,                       ,                        ,                       ,                                    ,                       ,                        ,                        ,F                    ,                      ,                     ,                     ,                           ,                    ,                   ,                         ,                                 ,                         ,                      ,                    ,                               ,F                         ,                    ,F                    ,F                    ,R                ,R                     ,               ,                 ,                          ,                               ,                   ,                    ,                    ,                    ,                          ,                      ,                   ,                           ,                               ,                        ,                 ,                           ,                       ,                    ,                    ,from ODP Leg 135 SR Chapter 17 Table 6 p 278-281 & Table 8 p 282
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,135, 841,B, 41,R, 2,  92.00,    547.4200,Quinterno,Nannofossils                                 ,F              ,M                 ,                       ,                                   ,R                    ,R                ,                 ,                     ,                      ,                       ,                       ,F                          ,R                         ,                         ,                     ,                ,                    ,R                 ,               ,                   ,                    ,                 ,                 ,                        ,                        ,                     ,                       ,                    ,                         ,                       ,                    ,                      ,                          ,                         ,                          ,                         ,                       ,                       ,                       ,                        ,                       ,                                    ,                       ,                        ,                        ,R                    ,                      ,                     ,                     ,                           ,                    ,                   ,                         ,                                 ,                         ,                      ,                    ,F                              ,F                         ,R                   ,                     ,                     ,                 ,                      ,               ,                 ,                          ,                               ,                   ,                    ,                    ,                    ,                          ,                      ,                   ,                           ,                               ,                        ,                 ,                           ,                       ,                    ,                    ,from ODP Leg 135 SR Chapter 17 Table 6 p 278-281 & Table 8 p 282
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,CP16              ,              ,135, 841,B, 42,R, 2,  59.00,    556.3900,Quinterno,Nannofossils                                 ,A              ,M                 ,R                      ,                                   ,C                    ,                 ,                 ,                     ,                      ,                       ,C                      ,A                          ,                          ,                         ,C                    ,                ,                    ,F                 ,               ,                   ,                    ,A                ,R                ,C                       ,                        ,                     ,                       ,                    ,R                        ,F                      ,                    ,                      ,                          ,                         ,R                         ,                         ,                       ,                       ,                       ,R                       ,                       ,                                    ,R                      ,                        ,F                       ,R                    ,R                     ,                     ,                     ,                           ,                    ,                   ,                         ,rR                               ,                         ,                      ,r                   ,                               ,                          ,                    ,                     ,                     ,                 ,                      ,               ,                 ,                          ,                               ,                   ,                    ,                    ,                    ,                          ,                      ,                   ,                           ,                               ,                        ,                 ,                           ,                       ,                    ,                    ,uncertain identity of Isthmolithus unipons; from ODP Leg 135 SR Chapter 17 Table 6 p 278-281 & Table 8 p 282
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,CP16              ,              ,135, 841,B, 42,R, 4, 111.00,    559.9100,Quinterno,Nannofossils                                 ,A              ,M                 ,R                      ,                                   ,A                    ,                 ,                 ,                     ,                      ,                       ,C                      ,A                          ,F                         ,                         ,A                    ,                ,                    ,R                 ,               ,                   ,                    ,C                ,F                ,C                       ,                        ,                     ,                       ,                    ,                         ,R                      ,                    ,                      ,                          ,                         ,                          ,                         ,                       ,                       ,                       ,                        ,                       ,                                    ,C                      ,                        ,R                       ,                     ,F                     ,                     ,                     ,                           ,                    ,                   ,                         ,                                 ,R                        ,R                     ,                    ,                               ,                          ,                    ,                     ,                     ,                 ,                      ,               ,                 ,                          ,                               ,                   ,                    ,                    ,                    ,                          ,                      ,                   ,                           ,                               ,                        ,                 ,                           ,                       ,                    ,                    ,from ODP Leg 135 SR Chapter 17 Table 6 p 278-281 & Table 8 p 282
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,CP16              ,              ,135, 841,B, 42,R,CC,  23.00,    560.5200,Quinterno,Nannofossils                                 ,A              ,M                 ,C                      ,                                   ,A                    ,                 ,A                ,F                    ,                      ,                       ,A                      ,A                          ,                          ,                         ,A                    ,                ,                    ,                  ,F              ,                   ,                    ,A                ,C                ,C                       ,                        ,                     ,C                      ,                    ,                         ,C                      ,                    ,                      ,                          ,                         ,R                         ,R                        ,                       ,                       ,                       ,R                       ,                       ,F                                   ,C                      ,                        ,R                       ,C                    ,C                     ,                     ,R                    ,F                          ,R                   ,F                  ,A                        ,rF                               ,                         ,                      ,                    ,                               ,                          ,                    ,                     ,                     ,                 ,                      ,               ,                 ,                          ,                               ,                   ,                    ,                    ,                    ,                          ,                      ,                   ,                           ,                               ,                        ,                 ,                           ,                       ,                    ,                    ,from ODP Leg 135 SR Chapter 17 Table 6 p 278-281 & Table 8 p 282
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,CP15b             ,              ,135, 841,B, 43,R,CC,  16.00,    565.9400,Quinterno,Nannofossils                                 ,A              ,M                 ,                       ,                                   ,A                    ,                 ,C                ,                     ,F                     ,                       ,A                      ,A                          ,                          ,                         ,C                    ,                ,                    ,                  ,R              ,                   ,                    ,C                ,C                ,F                       ,                        ,                     ,                       ,                    ,F                        ,C                      ,                    ,R                     ,R                         ,                         ,                          ,                         ,                       ,                       ,                       ,F                       ,                       ,                                    ,F                      ,                        ,R                       ,                     ,R                     ,R                    ,C                    ,C                          ,                    ,                   ,                         ,                                 ,                         ,                      ,                    ,                               ,                          ,                    ,                     ,                     ,                 ,                      ,               ,                 ,                          ,                               ,                   ,                    ,                    ,                    ,                          ,                      ,                   ,                           ,                               ,                        ,                 ,                           ,                       ,                    ,                    ,from ODP Leg 135 SR Chapter 17 Table 6 p 278-281 & Table 8 p 282
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Eocene     ,Middle Eocene    ,CP14              ,CP15          ,135, 841,B, 44,R, 2,  27.00,    575.3300,Quinterno,Nannofossils                                 ,A              ,M                 ,F                      ,F                                  ,C                    ,                 ,A                ,                     ,C                     ,R                      ,C                      ,F                          ,                          ,                         ,C                    ,                ,                    ,                  ,               ,R                  ,                    ,F                ,F                ,C                       ,                        ,                     ,F                      ,R                   ,                         ,                       ,                    ,                      ,                          ,                         ,                          ,R                        ,                       ,                       ,                       ,                        ,                       ,                                    ,                       ,                        ,                        ,                     ,F                     ,                     ,                     ,                           ,                    ,                   ,                         ,                                 ,                         ,                      ,                    ,                               ,                          ,                    ,                     ,                     ,                 ,                      ,               ,                 ,                          ,                               ,                   ,                    ,                    ,                    ,                          ,                      ,                   ,                           ,                               ,                        ,                 ,                           ,                       ,                    ,                    ,from ODP Leg 135 SR Chapter 17 Table 6 p 278-281 & Table 8 p 282
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Eocene     ,Middle Eocene    ,CP14              ,CP15          ,135, 841,B, 44,R,CC,  33.00,    575.8400,Quinterno,Nannofossils                                 ,A              ,M                 ,R                      ,                                   ,A                    ,R                ,A                ,                     ,F                     ,F                      ,C                      ,C                          ,                          ,C                        ,C                    ,F               ,                    ,                  ,R              ,R                  ,                    ,F                ,F                ,C                       ,F                       ,R                    ,F                      ,                    ,R                        ,R                      ,                    ,                      ,                          ,                         ,                          ,F                        ,                       ,                       ,                       ,                        ,                       ,                                    ,R                      ,R                       ,R                       ,R                    ,                      ,                     ,                     ,                           ,                    ,                   ,                         ,                                 ,                         ,                      ,                    ,                               ,                          ,                    ,                     ,                     ,                 ,                      ,               ,                 ,                          ,                               ,                   ,                    ,                    ,                    ,                          ,                      ,                   ,                           ,                               ,                        ,                 ,                           ,                       ,                    ,                    ,from ODP Leg 135 SR Chapter 17 Table 6 p 278-281 & Table 8 p 282
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Eocene     ,Middle Eocene    ,CP14              ,CP15          ,135, 841,B, 45,R, 1,  80.00,    584.1000,Quinterno,Nannofossils                                 ,A              ,M                 ,F                      ,                                   ,F                    ,                 ,A                ,                     ,R                     ,R                      ,C                      ,C                          ,                          ,F                        ,C                    ,C               ,R                   ,                  ,               ,                   ,F                   ,C                ,R                ,C                       ,                        ,C                    ,R                      ,R                   ,                         ,                       ,                    ,R                     ,                          ,                         ,                          ,C                        ,R                      ,                       ,                       ,                        ,F                      ,R                                   ,                       ,                        ,                        ,                     ,                      ,                     ,                     ,                           ,                    ,                   ,                         ,                                 ,                         ,                      ,                    ,                               ,                          ,                    ,                     ,                     ,                 ,                      ,               ,                 ,                          ,                               ,                   ,                    ,                    ,                    ,                          ,                      ,                   ,                           ,                               ,                        ,                 ,                           ,                       ,                    ,                    ,from ODP Leg 135 SR Chapter 17 Table 6 p 278-281 & Table 8 p 282
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Eocene     ,Middle Eocene    ,CP14              ,CP15          ,135, 841,B, 45,R, 1, 140.00,    584.7000,Quinterno,Nannofossils                                 ,A              ,M                 ,C                      ,                                   ,                     ,F                ,A                ,                     ,F                     ,F                      ,C                      ,C                          ,                          ,C                        ,C                    ,A               ,                    ,                  ,               ,                   ,                    ,C                ,R                ,C                       ,                        ,                     ,R                      ,                    ,R                        ,F                      ,                    ,R                     ,                          ,                         ,R                         ,C                        ,C                      ,F                      ,R                      ,R                       ,R                      ,                                    ,                       ,                        ,                        ,                     ,                      ,                     ,                     ,                           ,                    ,                   ,                         ,                                 ,                         ,                      ,                    ,                               ,                          ,                    ,                     ,                     ,                 ,                      ,               ,                 ,                          ,                               ,                   ,                    ,                    ,                    ,                          ,                      ,                   ,                           ,                               ,                        ,                 ,                           ,                       ,                    ,                    ,from ODP Leg 135 SR Chapter 17 Table 6 p 278-281 & Table 8 p 282
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Eocene     ,Middle Eocene    ,CP14              ,CP15          ,135, 841,B, 45,R,CC,   0.00,    585.0700,Quinterno,Nannofossils                                 ,A              ,M                 ,F                      ,R                                  ,A                    ,F                ,A                ,                     ,C                     ,F                      ,C                      ,C                          ,                          ,                         ,C                    ,C               ,F                   ,F                 ,               ,                   ,F                   ,C                ,F                ,C                       ,                        ,                     ,C                      ,                    ,R                        ,                       ,F                   ,R                     ,R                         ,F                        ,                          ,                         ,                       ,                       ,                       ,                        ,                       ,                                    ,                       ,                        ,                        ,                     ,                      ,                     ,                     ,                           ,                    ,                   ,                         ,                                 ,                         ,                      ,                    ,                               ,                          ,                    ,                     ,                     ,                 ,                      ,               ,                 ,                          ,                               ,                   ,                    ,                    ,                    ,                          ,                      ,                   ,                           ,                               ,                        ,                 ,                           ,                       ,                    ,                    ,uncertain identity of Bramletteius serraculoides; from ODP Leg 135 SR Chapter 17 Table 6 p 278-281 & Table 8 p 282
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Eocene     ,Middle Eocene    ,CP14              ,CP15          ,135, 841,B, 46,R, 1, 139.00,    594.2900,Quinterno,Nannofossils                                 ,A              ,M                 ,                       ,                                   ,C                    ,                 ,C                ,F                    ,                      ,                       ,F                      ,F                          ,R                         ,R                        ,C                    ,                ,                    ,                  ,R              ,                   ,R                   ,F                ,                 ,                        ,                        ,                     ,                       ,R                   ,R                        ,R                      ,                    ,                      ,                          ,                         ,                          ,                         ,                       ,                       ,                       ,                        ,                       ,                                    ,                       ,                        ,                        ,                     ,                      ,                     ,                     ,                           ,                    ,                   ,                         ,                                 ,                         ,                      ,                    ,                               ,                          ,                    ,                     ,                     ,                 ,                      ,               ,                 ,                          ,                               ,                   ,                    ,                    ,                    ,                          ,                      ,                   ,                           ,                               ,                        ,                 ,                           ,                       ,                    ,                    ,from ODP Leg 135 SR Chapter 17 Table 6 p 278-281 & Table 8 p 282
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Eocene     ,Middle Eocene    ,CP14              ,CP15          ,135, 841,B, 46,R, 2,   7.00,    594.4700,Quinterno,Nannofossils                                 ,C              ,P                 ,                       ,                                   ,                     ,                 ,C                ,                     ,                      ,                       ,F                      ,C                          ,                          ,                         ,F                    ,R               ,R                   ,                  ,               ,                   ,R                   ,C                ,R                ,C                       ,                        ,R                    ,F                      ,                    ,                         ,                       ,                    ,                      ,                          ,                         ,                          ,                         ,                       ,                       ,                       ,                        ,                       ,                                    ,                       ,                        ,                        ,                     ,                      ,                     ,                     ,                           ,                    ,                   ,                         ,                                 ,                         ,                      ,                    ,                               ,                          ,                    ,                     ,                     ,                 ,                      ,               ,                 ,                          ,                               ,                   ,                    ,                    ,                    ,                          ,                      ,                   ,                           ,                               ,                        ,                 ,                           ,                       ,                    ,                    ,from ODP Leg 135 SR Chapter 17 Table 6 p 278-281 & Table 8 p 282
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
