Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),,Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Uniplanarius gothicus,Ceratolithoides aculeus,Arkhangelskiella cymbiformis,Tranolithus orionatus,Eiffellithus turriseiffelii,Aspidolithus parcus parcus,Aspidolithus parcus constrictus,Uniplanarius trifidus,Aspidolithus parcus ssp. Expansus,Eiffellithus eximius,Reinhardtites levis,Uniplanarius sissinghii,Micula murus,Lithraphidites quadratus,Ceratolithoides kamptneri,Neobiscutum romeinii,Neobiscutum parvulum,Biantholithus sparsus,Prinsius dimorphosus,Neochiastozygus modestus,Ellipsolithus macellus,Cruciplacolithus tenuis,Cruciplacolithus edwardsii,Sphenolithus anarrhopus,Heliolithus kleinpellii,Fasciculithus ulii,Fasciculithus tympaniformis,Ericsonia robusta,Discoaster multiradiatus,Discoaster mohleri,Tribrachiatus contortus,Discoaster nobilis,Discoaster diastypus,Tribrachiatus orthostylus,Toweius magnicrassus,Discoaster lodoensis,Discoaster kuepperi,Zygrhablithus bijugatus,Ericsonia subdisticha,Ericsonia formosa,Discoaster sublodoensis,Discoaster barbadiensis,Chiphragmalithus armatus,Chiasmolithus grandis,Sphenolithus radians,Sphenolithus furcatolithoides,Chiasmolithus gigas,Discoaster saipanensis,Chiasmolithus spp.,Sphenolithus pseudoradians,Sphenolithus predistentus,Reticulofenestra umbilica,Discoaster tanii,Sphenolithus heteromorphus,Discoaster variabilis,Discoaster deflandrei,Cyclicargolithus floridanus,Calcidiscus premacintyrei,Discoaster pentaradiatus,Discoaster brouweri,Reticulofenestra pseudoumbilicus,Amaurolithus spp.,Ceratolithus rugosus,Discoaster tamalis,Discoaster surculus,Calcidiscus macintyrei,Pseudoemiliania lacunosa,Gephyrocapsa (small),Comment
  IR,                 ,                 ,UC18,UC18,,198,1210,B,29,H,2,135.00,268.5500,nannos   ,Nannofossils                                 ,               ,                  ,                     ,C                      ,F                           ,                     ,F                          ,                          ,                               ,                     ,                                 ,                    ,C                  ,                       ,            ,                        ,                         ,                    ,                    ,                     ,                    ,                        ,                      ,                       ,                          ,                       ,                       ,                  ,                           ,                 ,                        ,                  ,                       ,                  ,                    ,                         ,                    ,                    ,                   ,                       ,                     ,                 ,                       ,                       ,                        ,                     ,                    ,                             ,                   ,                      ,                  ,                          ,                         ,                         ,                ,                          ,                     ,                     ,                           ,                         ,                        ,                   ,                                ,                 ,                    ,                  ,                   ,                      ,                        ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,UC17,UC17,,198,1210,B,30,H,CC,15.00,279.6500,nannos   ,Nannofossils                                 ,               ,                  ,                     ,C                      ,F                           ,R                    ,F                          ,                          ,                               ,                     ,                                 ,                    ,C                  ,                       ,            ,                        ,                         ,                    ,                    ,                     ,                    ,                        ,                      ,                       ,                          ,                       ,                       ,                  ,                           ,                 ,                        ,                  ,                       ,                  ,                    ,                         ,                    ,                    ,                   ,                       ,                     ,                 ,                       ,                       ,                        ,                     ,                    ,                             ,                   ,                      ,                  ,                          ,                         ,                         ,                ,                          ,                     ,                     ,                           ,                         ,                        ,                   ,                                ,                 ,                    ,                  ,                   ,                      ,                        ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,UC17,UC17,,198,1210,B,31,H,CC,9.00,287.2500,nannos   ,Nannofossils                                 ,               ,                  ,                     ,C                      ,                            ,R                    ,F                          ,                          ,                               ,C                    ,                                 ,                    ,C                  ,                       ,            ,                        ,                         ,                    ,                    ,                     ,                    ,                        ,                      ,                       ,                          ,                       ,                       ,                  ,                           ,                 ,                        ,                  ,                       ,                  ,                    ,                         ,                    ,                    ,                   ,                       ,                     ,                 ,                       ,                       ,                        ,                     ,                    ,                             ,                   ,                      ,                  ,                          ,                         ,                         ,                ,                          ,                     ,                     ,                           ,                         ,                        ,                   ,                                ,                 ,                    ,                  ,                   ,                      ,                        ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,UC17,UC17,,198,1210,B,33,H,CC,17.00,298.4400,nannos   ,Nannofossils                                 ,               ,                  ,                     ,C                      ,F                           ,R                    ,F                          ,                          ,                               ,C                    ,                                 ,                    ,C                  ,C                      ,            ,                        ,                         ,                    ,                    ,                     ,                    ,                        ,                      ,                       ,                          ,                       ,                       ,                  ,                           ,                 ,                        ,                  ,                       ,                  ,                    ,                         ,                    ,                    ,                   ,                       ,                     ,                 ,                       ,                       ,                        ,                     ,                    ,                             ,                   ,                      ,                  ,                          ,                         ,                         ,                ,                          ,                     ,                     ,                           ,                         ,                        ,                   ,                                ,                 ,                    ,                  ,                   ,                      ,                        ,                    ,E. eximius & B. parca present; reworking
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,UC17,UC17,,198,1210,B,34,H,CC,17.00,308.0100,nannos   ,Nannofossils                                 ,               ,                  ,C                    ,C                      ,F                           ,R                    ,F                          ,                          ,                               ,C                    ,                                 ,                    ,C                  ,                       ,            ,                        ,                         ,                    ,                    ,                     ,                    ,                        ,                      ,                       ,                          ,                       ,                       ,                  ,                           ,                 ,                        ,                  ,                       ,                  ,                    ,                         ,                    ,                    ,                   ,                       ,                     ,                 ,                       ,                       ,                        ,                     ,                    ,                             ,                   ,                      ,                  ,                          ,                         ,                         ,                ,                          ,                     ,                     ,                           ,                         ,                        ,                   ,                                ,                 ,                    ,                  ,                   ,                      ,                        ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,CC23,CC22(Perch-Nielsen),,198,1210,B,36,H,CC,0.00,328.2300,nannos   ,Nannofossils                                 ,               ,                  ,C                    ,C                      ,F                           ,R                    ,F                          ,                          ,                               ,C                    ,                                 ,                    ,C                  ,                       ,            ,                        ,                         ,                    ,                    ,                     ,                    ,                        ,                      ,                       ,                          ,                       ,                       ,                  ,                           ,                 ,                        ,                  ,                       ,                  ,                    ,                         ,                    ,                    ,                   ,                       ,                     ,                 ,                       ,                       ,                        ,                     ,                    ,                             ,                   ,                      ,                  ,                          ,                         ,                         ,                ,                          ,                     ,                     ,                           ,                         ,                        ,                   ,                                ,                 ,                    ,                  ,                   ,                      ,                        ,                    ,"Possible LO of E.eximius here, but maybe R.W."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,CC22(Perch-Nielsen),CC22(Perch-Nielsen),,198,1210,B,37,H,CC,17.00,330.9200,nannos   ,Nannofossils                                 ,               ,                  ,C                    ,C                      ,F                           ,R                    ,F                          ,                          ,                               ,C                    ,                                 ,R                   ,C                  ,                       ,            ,                        ,                         ,                    ,                    ,                     ,                    ,                        ,                      ,                       ,                          ,                       ,                       ,                  ,                           ,                 ,                        ,                  ,                       ,                  ,                    ,                         ,                    ,                    ,                   ,                       ,                     ,                 ,                       ,                       ,                        ,                     ,                    ,                             ,                   ,                      ,                  ,                          ,                         ,                         ,                ,                          ,                     ,                     ,                           ,                         ,                        ,                   ,                                ,                 ,                    ,                  ,                   ,                      ,                        ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,CC22(Perch-Nielsen),CC22(Perch-Nielsen),,198,1210,B,38,H,CC,14.00,340.3200,nannos   ,Nannofossils                                 ,               ,                  ,                     ,C                      ,F                           ,                     ,                           ,                          ,                               ,C                    ,                                 ,F                   ,                   ,                       ,            ,                        ,                         ,                    ,                    ,                     ,                    ,                        ,                      ,                       ,                          ,                       ,                       ,                  ,                           ,                 ,                        ,                  ,                       ,                  ,                    ,                         ,                    ,                    ,                   ,                       ,                     ,                 ,                       ,                       ,                        ,                     ,                    ,                             ,                   ,                      ,                  ,                          ,                         ,                         ,                ,                          ,                     ,                     ,                           ,                         ,                        ,                   ,                                ,                 ,                    ,                  ,                   ,                      ,                        ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,CC22(Perch-Nielsen),CC22(Perch-Nielsen),,198,1210,B,39,H,CC,0.00,344.7000,nannos   ,Nannofossils                                 ,               ,                  ,F                    ,F                      ,                            ,+                    ,F                          ,R                         ,F                              ,F                    ,R                                ,                    ,                   ,                       ,            ,                        ,                         ,                    ,                    ,                     ,                    ,                        ,                      ,                       ,                          ,                       ,                       ,                  ,                           ,                 ,                        ,                  ,                       ,                  ,                    ,                         ,                    ,                    ,                   ,                       ,                     ,                 ,                       ,                       ,                        ,                     ,                    ,                             ,                   ,                      ,                  ,                          ,                         ,                         ,                ,                          ,                     ,                     ,                           ,                         ,                        ,                   ,                                ,                 ,                    ,                  ,                   ,                      ,                        ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,CC21(Perch-Nielsen),CC20(Perch-Nielsen),,198,1210,B,40,H,CC,0.00,351.3000,nannos   ,Nannofossils                                 ,               ,                  ,C                    ,F                      ,                            ,R                    ,R                          ,                          ,R                              ,                     ,                                 ,                    ,                   ,                       ,            ,                        ,                         ,                    ,                    ,                     ,                    ,                        ,                      ,                       ,                          ,                       ,                       ,                  ,                           ,                 ,                        ,                  ,                       ,                  ,                    ,                         ,                    ,                    ,                   ,                       ,                     ,                 ,                       ,                       ,                        ,                     ,                    ,                             ,                   ,                      ,                  ,                          ,                         ,                         ,                ,                          ,                     ,                     ,                           ,                         ,                        ,                   ,                                ,                 ,                    ,                  ,                   ,                      ,                        ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,CC21(Perch-Nielsen),CC20(Perch-Nielsen),,198,1210,B,41,H,CC,13.00,367.4300,nannos   ,Nannofossils                                 ,               ,                  ,C                    ,F                      ,F                           ,R                    ,F                          ,R                         ,R                              ,                     ,                                 ,                    ,                   ,                       ,            ,                        ,                         ,                    ,                    ,                     ,                    ,                        ,                      ,                       ,                          ,                       ,                       ,                  ,                           ,                 ,                        ,                  ,                       ,                  ,                    ,                         ,                    ,                    ,                   ,                       ,                     ,                 ,                       ,                       ,                        ,                     ,                    ,                             ,                   ,                      ,                  ,                          ,                         ,                         ,                ,                          ,                     ,                     ,                           ,                         ,                        ,                   ,                                ,                 ,                    ,                  ,                   ,                      ,                        ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,CC21(Perch-Nielsen),CC20(Perch-Nielsen),,198,1210,B,42,H,CC,9.00,377.0500,nannos   ,Nannofossils                                 ,               ,                  ,F                    ,F                      ,F                           ,                     ,                           ,                          ,                               ,                     ,                                 ,                    ,                   ,                       ,            ,                        ,                         ,                    ,                    ,                     ,                    ,                        ,                      ,                       ,                          ,                       ,                       ,                  ,                           ,                 ,                        ,                  ,                       ,                  ,                    ,                         ,                    ,                    ,                   ,                       ,                     ,                 ,                       ,                       ,                        ,                     ,                    ,                             ,                   ,                      ,                  ,                          ,                         ,                         ,                ,                          ,                     ,                     ,                           ,                         ,                        ,                   ,                                ,                 ,                    ,                  ,                   ,                      ,                        ,                    ,       
