Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Ramulina spp.,Praebulimina spp.,Praebulimina sp. 3,Praebulimina sp. 2,Praebulimina sp. 1,Laevidentalina spp. ,Gavelinella spp.,Gavelinella sp. 1,Conorotalites sp.,Citharinella sp.,Bolivina spp.,Bolivina anambra,Neoflabellina sp.,Lenticulina rotulata,Lenticulina spp.,Rhabdammina spp.,Recurvoides sp.,Dorothia filiformis,?Silicosigmoilina sp. ,Reophax sp.,Nothia sp. ex gr. excelsa,Bulbobaculites sp.,Gyroidinoides sp. ex gr. nitidus,Praebulimina robusta,Praebulimina prolixa longa,Planularia complanata,Gyroidinoides spp.,Praebulimina fang,Conorotalites michelinianus,Cibicidoides dayi,Stilostomella spp.,Stilostomella alexanderi,Siphogenerinoides pygmaea,Saracenaria triangularis,Ramulina globotubulosa,Ramulina aculeata,Pyrulina cylindroides,Pyramidulina sp.,Psilocitharella recta,Pleurostomella spp.,Nodosaria aspera,Neobulimina subregularis,Lingulina taylorana,Lenticulina muensteri,Laevidentalina soluta,Hemirobulina bullata,Gyroidinoides subangulatus,Buliminella sp. cf. gabonica altispira,Bandyella greatvalleyensis,Astacolus spp.,Pyramidulina tetragona,Oolina spp.,Laevidentalina catenula,Ellipsoidella  sp.,Astacolus parallelus,Rhizammina spp.,Nodosarella sp.,Marginulinopsis sp. ,Marginulinopsis lituola,Lituotuba sp.,Lenticulina macrodisca,Ellipsoidina abbreviata,Citharina sp.,Vaginulinopsis sp.,Gaudryina pyramidata,?Ammosphaeroidina sp.,Tristix sp.,Bathysiphon sp. ,Verneuilinoides sp.,Rzehakina ex gr. epigona,Reophax spp.,Pseudobolivina spp.,Haplophragmoides  ex gr. excavatus,Bulbobaculites ex gr. problematicus,Ammobaculites sp.,Rhizammina (large),Lituotuba lituiformis,Evolutinella (?) sp.,Dorothia ex gr. filiformis,Budashevaella multicamerata,Trochammina spp.,Rzehakina inclusa,Karreriella conversa,Hyperammina sp. (incl. fragments),Silicosigmoilina cf. californica,Saccammina grzybowskii,Haplophragmoides sp.,Ammodiscus peruvianus,Ammodiscus ex gr. pennyi,Psammosphaera fusca,Glomospira irregularis,Lagenammina sp.,Haplophragmoides cf. walteri,Dorothia sp.,Recurvoides deflexiformis,Subreophax splendidus,Glomospira charoides,Ammosphaeroidina sp.,Karreriella spp.,Uvigerinammina jankoi,Trochamminoides spp.,Subreophax scalaris,Subreophax cf. guttifer,Rhabdammina sp.,Haplophragmoides sp. (?kirki),Rzehakina epigona lata,Rzehakina epigona,Saccammina placenta,Reophax duplex,Aschemocella spp. (incl. fragments),Hormosina velascoensis,Gaudryina sp.,Ammodiscus tenuissima,Paratrochamminoides olszewskii,Spiroplectammina sp.,Kalamopsis grzybowskii,Ammodiscus cretaceus,Spiroplectammina navarroana,Glomospira serpens,Subreophax sp.,Clavulinoides sp.,Bathysiphon spp.,Thurammina papillata,Spiroplectammina sp. (elongate),Glomospira gordialis,Saccorhiza ramosa,Reophax pilulifer,Ammoscalaria sp.,Hyperammina dilatata,Spiroplectammina spectabilis,Saccammina sphaerica,Hippocrepina sp.,Dorothia bulletta,Caudammina ovuloides,Haplophragmoides suborbicularis,Paratrochamminoides spp.,Pseudobolivina lagenaria,Trochamminoides grzybowskii,Rzehakina minima,Caudammina ovula,Silicosigmoilina sp.,Reticulophragmium spp.,Trochammina gyroidinaeformis,Tolypammina sp.,Spiroplectammina dentata,Remesella varians,Hormosina sp.,Cribrostomoides sp.,Conotrochammina whangai,Caudammina gigantea,Rzehakina fissistomata,Glomospirella  grzybowskii,Subreophax pseudoscalaris,Trochamminoides proteus,Hormosina excelsa,Tritaxia sp.,Ammolagena clavata,Reophax sp. 2,Recurvoidella lamella,Paratrochamminoides irregularis,Hormosina trinitatensis,Haplophragmoides porrectus,Haplophragmoides horridus,Ammodiscus glabratus,Sphaerammina gerochi,Reophax subfusiformis,Trochamminoides subcoronatus,Haplophragmoides  stomatus,Buzasina sp.,Sculptobaculites barri,Rzehakina sp. (narrow),Paratrochamminoides mitratus,Popovia beckmanni,Haplophragmoides walteri,Glomospira glomerata,Reophax nodulosa,Reticulophragmoides jarvisi,Glomospira diffundens,Insculptarenula sp.,Trochammina ruthvenmurrayi,Spiroplectammina excolata,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,159, 959,D, 59,R, 4,  75.00,    971.7500,Kuhnt    ,Benthic Foraminifers                         ,               ,                  ,             ,                 ,                  ,                  ,                  ,                    ,                ,                 ,                 ,                ,             ,                ,                 ,                    ,                ,                ,10             ,                   ,                      ,           ,5                        ,                  ,                                ,                    ,                          ,                     ,                  ,                 ,                           ,                 ,                  ,                        ,                         ,                        ,                      ,                 ,                     ,                ,                     ,                   ,                ,                        ,                   ,                     ,                     ,                    ,                          ,                                      ,                          ,              ,                      ,           ,                       ,                  ,                    ,36             ,               ,                    ,                       ,             ,                      ,                       ,             ,                  ,                    ,                     ,           ,                ,                   ,                        ,14          ,                   ,1                                 ,                                   ,1                ,23                ,                     ,                    ,7                         ,                           ,2               ,                 ,2                   ,                                 ,2                               ,                      ,1                   ,                     ,                        ,                   ,                      ,               ,                            ,            ,1                        ,                     ,                    ,2                   ,                ,                     ,                    ,                   ,                       ,               ,                             ,                      ,9                ,                   ,              ,                                   ,                      ,             ,                     ,1                             ,                    ,                      ,                    ,                           ,                  ,              ,                 ,                ,                    ,                               ,                    ,                 ,                 ,                ,                    ,                            ,                    ,                ,                 ,                    ,                               ,                        ,                        ,                           ,                ,                ,                    ,                      ,                            ,               ,                        ,                 ,             ,                   ,                       ,                   ,                      ,                          ,                         ,                       ,                 ,            ,                  ,             ,                     ,                               ,                       ,                          ,                         ,                    ,                    ,                     ,                            ,                          ,            ,                      ,                      ,                            ,                 ,                        ,                    ,                ,                           ,                     ,                   ,                          ,                         ,from Leg 159 Ch 31 Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,159, 959,D, 59,R, 5,  29.00,    972.7900,Kuhnt    ,Benthic Foraminifers                         ,               ,                  ,             ,                 ,                  ,                  ,                  ,                    ,                ,                 ,                 ,                ,             ,                ,                 ,                    ,                ,                ,20             ,                   ,                      ,           ,10                       ,                  ,                                ,                    ,                          ,                     ,                  ,                 ,                           ,                 ,                  ,                        ,                         ,                        ,                      ,                 ,                     ,                ,                     ,                   ,                ,                        ,                   ,                     ,                     ,                    ,                          ,                                      ,                          ,              ,                      ,           ,                       ,                  ,                    ,48             ,               ,                    ,                       ,             ,                      ,                       ,             ,                  ,                    ,                     ,           ,                ,                   ,6                       ,4           ,                   ,                                  ,                                   ,                 ,                  ,                     ,                    ,1                         ,                           ,3               ,3                ,6                   ,3                                ,9                               ,5                     ,3                   ,                     ,                        ,                   ,                      ,               ,                            ,            ,                         ,                     ,                    ,4                   ,                ,                     ,                    ,                   ,                       ,               ,                             ,                      ,23               ,5                  ,1             ,                                   ,                      ,             ,                     ,                              ,                    ,                      ,                    ,                           ,                  ,              ,                 ,                ,                    ,                               ,                    ,                 ,                 ,                ,                    ,                            ,                    ,                ,                 ,                    ,                               ,                        ,                        ,                           ,                ,                ,                    ,                      ,                            ,               ,                        ,                 ,             ,                   ,                       ,                   ,                      ,                          ,                         ,                       ,                 ,            ,                  ,             ,                     ,                               ,                       ,                          ,                         ,                    ,                    ,                     ,                            ,                          ,            ,                      ,                      ,                            ,                 ,                        ,                    ,                ,                           ,                     ,                   ,                          ,                         ,from Leg 159 Ch 31 Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,159, 959,D, 60,R, 1,  22.00,    976.3200,Kuhnt    ,Benthic Foraminifers                         ,               ,                  ,             ,                 ,                  ,                  ,                  ,                    ,                ,                 ,                 ,                ,             ,                ,                 ,                    ,                ,                ,7              ,                   ,                      ,           ,8                        ,                  ,                                ,                    ,                          ,                     ,                  ,                 ,                           ,                 ,                  ,                        ,                         ,                        ,                      ,                 ,                     ,                ,                     ,                   ,                ,                        ,                   ,                     ,                     ,                    ,                          ,                                      ,                          ,              ,                      ,           ,                       ,                  ,                    ,2              ,               ,                    ,                       ,             ,                      ,                       ,             ,                  ,                    ,                     ,           ,                ,                   ,                        ,3           ,                   ,2                                 ,                                   ,                 ,                  ,                     ,                    ,                          ,                           ,                ,                 ,2                   ,                                 ,1                               ,                      ,                    ,                     ,                        ,                   ,                      ,               ,                            ,            ,                         ,                     ,                    ,                    ,                ,                     ,                    ,1                  ,                       ,               ,                             ,                      ,                 ,                   ,              ,                                   ,                      ,             ,                     ,                              ,                    ,                      ,                    ,                           ,                  ,              ,                 ,                ,                    ,                               ,                    ,                 ,                 ,                ,                    ,                            ,                    ,                ,                 ,                    ,                               ,                        ,                        ,                           ,                ,                ,                    ,                      ,                            ,               ,                        ,                 ,             ,                   ,                       ,                   ,                      ,                          ,                         ,                       ,                 ,            ,                  ,             ,                     ,                               ,                       ,                          ,                         ,                    ,                    ,                     ,                            ,                          ,            ,                      ,                      ,                            ,                 ,                        ,                    ,                ,                           ,                     ,                   ,                          ,                         ,from Leg 159 Ch 31 Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,159, 959,D, 60,R, 2,  26.00,    977.8600,Kuhnt    ,Benthic Foraminifers                         ,               ,                  ,             ,                 ,                  ,                  ,                  ,                    ,                ,                 ,                 ,                ,             ,                ,                 ,                    ,                ,                ,44             ,                   ,                      ,           ,                         ,                  ,                                ,                    ,                          ,                     ,                  ,                 ,                           ,                 ,                  ,                        ,                         ,                        ,                      ,                 ,                     ,                ,                     ,                   ,                ,                        ,                   ,                     ,                     ,                    ,                          ,                                      ,                          ,              ,                      ,           ,                       ,                  ,                    ,240            ,               ,                    ,                       ,             ,                      ,                       ,             ,                  ,                    ,                     ,           ,                ,                   ,                        ,12          ,                   ,                                  ,                                   ,                 ,                  ,                     ,                    ,                          ,                           ,                ,                 ,18                  ,                                 ,14                              ,                      ,                    ,                     ,                        ,                   ,                      ,               ,                            ,            ,                         ,                     ,                    ,                    ,                ,                     ,                    ,                   ,3                      ,               ,                             ,16                    ,9                ,17                 ,              ,                                   ,4                     ,1            ,1                    ,                              ,                    ,                      ,                    ,                           ,                  ,              ,                 ,                ,                    ,                               ,                    ,                 ,                 ,                ,                    ,                            ,                    ,                ,                 ,                    ,                               ,                        ,                        ,                           ,                ,                ,                    ,                      ,                            ,               ,                        ,                 ,             ,                   ,                       ,                   ,                      ,                          ,                         ,                       ,                 ,            ,                  ,             ,                     ,                               ,                       ,                          ,                         ,                    ,                    ,                     ,                            ,                          ,            ,                      ,                      ,                            ,                 ,                        ,                    ,                ,                           ,                     ,                   ,                          ,                         ,from Leg 159 Ch 31 Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,159, 959,D, 60,R, 3,  24.00,    979.3400,Kuhnt    ,Benthic Foraminifers                         ,               ,                  ,             ,                 ,                  ,                  ,                  ,                    ,                ,                 ,                 ,                ,             ,                ,                 ,                    ,                ,                ,57             ,                   ,                      ,           ,                         ,                  ,                                ,                    ,                          ,                     ,                  ,                 ,                           ,                 ,                  ,                        ,                         ,                        ,                      ,                 ,                     ,                ,                     ,                   ,                ,                        ,                   ,                     ,                     ,                    ,                          ,                                      ,                          ,              ,                      ,           ,                       ,                  ,                    ,106            ,               ,                    ,                       ,             ,                      ,                       ,             ,                  ,                    ,                     ,           ,                ,                   ,                        ,6           ,                   ,2                                 ,                                   ,                 ,                  ,                     ,                    ,                          ,1                          ,                ,                 ,20                  ,                                 ,13                              ,                      ,                    ,                     ,                        ,                   ,                      ,               ,                            ,            ,                         ,                     ,2                   ,8                   ,                ,                     ,                    ,                   ,                       ,               ,                             ,                      ,8                ,3                  ,              ,4                                  ,                      ,             ,                     ,                              ,                    ,                      ,                    ,                           ,                  ,              ,                 ,                ,                    ,                               ,                    ,                 ,                 ,                ,                    ,                            ,                    ,                ,                 ,                    ,                               ,                        ,                        ,                           ,                ,                ,                    ,                      ,                            ,               ,                        ,                 ,             ,                   ,                       ,                   ,                      ,                          ,                         ,                       ,                 ,            ,                  ,             ,                     ,                               ,                       ,                          ,                         ,                    ,                    ,                     ,                            ,                          ,            ,                      ,                      ,                            ,                 ,                        ,                    ,                ,                           ,                     ,                   ,                          ,                         ,from Leg 159 Ch 31 Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,159, 959,D, 60,R, 4,  24.00,    980.8400,Kuhnt    ,Benthic Foraminifers                         ,               ,                  ,             ,                 ,                  ,                  ,                  ,                    ,                ,                 ,                 ,                ,             ,                ,                 ,                    ,                ,                ,30             ,                   ,                      ,           ,15                       ,                  ,                                ,                    ,                          ,                     ,                  ,                 ,                           ,                 ,                  ,                        ,                         ,                        ,                      ,                 ,                     ,                ,                     ,                   ,                ,                        ,                   ,                     ,                     ,                    ,                          ,                                      ,                          ,              ,                      ,           ,                       ,                  ,                    ,26             ,               ,                    ,                       ,             ,                      ,                       ,             ,                  ,                    ,                     ,           ,                ,                   ,                        ,11          ,                   ,                                  ,                                   ,                 ,                  ,1                    ,                    ,1                         ,3                          ,                ,                 ,4                   ,7                                ,10                              ,2                     ,                    ,                     ,                        ,                   ,                      ,               ,                            ,            ,                         ,                     ,                    ,                    ,                ,                     ,                    ,                   ,2                      ,               ,                             ,                      ,10               ,                   ,              ,3                                  ,                      ,             ,                     ,                              ,                    ,                      ,                    ,                           ,                  ,              ,                 ,                ,                    ,                               ,                    ,                 ,                 ,                ,                    ,                            ,                    ,                ,                 ,                    ,                               ,                        ,                        ,                           ,                ,                ,                    ,                      ,                            ,               ,                        ,                 ,             ,                   ,                       ,                   ,                      ,                          ,                         ,                       ,                 ,            ,                  ,             ,                     ,                               ,                       ,                          ,                         ,                    ,                    ,                     ,                            ,                          ,            ,                      ,                      ,                            ,                 ,                        ,                    ,                ,                           ,                     ,                   ,                          ,                         ,from Leg 159 Ch 31 Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,159, 959,D, 60,R, 4,  68.00,    981.2800,Kuhnt    ,Benthic Foraminifers                         ,               ,                  ,             ,                 ,                  ,                  ,                  ,                    ,                ,                 ,                 ,                ,             ,                ,                 ,                    ,                ,                ,61             ,                   ,                      ,           ,4                        ,                  ,                                ,                    ,                          ,                     ,                  ,                 ,                           ,                 ,                  ,                        ,                         ,                        ,                      ,                 ,                     ,                ,                     ,                   ,                ,                        ,                   ,                     ,                     ,                    ,                          ,                                      ,                          ,              ,                      ,           ,                       ,                  ,                    ,154            ,               ,                    ,                       ,             ,                      ,                       ,             ,                  ,                    ,                     ,           ,                ,                   ,                        ,7           ,                   ,3                                 ,                                   ,                 ,10                ,                     ,                    ,13                        ,1                          ,1               ,8                ,14                  ,7                                ,8                               ,3                     ,                    ,                     ,                        ,                   ,                      ,2              ,                            ,            ,                         ,                     ,2                   ,5                   ,                ,                     ,                    ,                   ,1                      ,               ,                             ,28                    ,                 ,3                  ,1             ,                                   ,                      ,             ,                     ,                              ,                    ,                      ,                    ,                           ,                  ,              ,                 ,                ,                    ,                               ,                    ,                 ,                 ,                ,                    ,                            ,                    ,                ,                 ,                    ,                               ,                        ,                        ,                           ,                ,                ,                    ,                      ,                            ,               ,                        ,                 ,             ,                   ,                       ,                   ,                      ,                          ,                         ,                       ,                 ,            ,                  ,             ,                     ,                               ,                       ,                          ,                         ,                    ,                    ,                     ,                            ,                          ,            ,                      ,                      ,                            ,                 ,                        ,                    ,                ,                           ,                     ,                   ,                          ,                         ,from Leg 159 Ch 31 Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,159, 959,D, 60,R, 4, 109.00,    981.6900,Kuhnt    ,Benthic Foraminifers                         ,               ,                  ,             ,                 ,                  ,                  ,                  ,                    ,                ,                 ,                 ,                ,             ,                ,                 ,                    ,                ,                ,3              ,                   ,                      ,           ,5                        ,                  ,                                ,                    ,                          ,                     ,                  ,                 ,                           ,                 ,                  ,                        ,                         ,                        ,                      ,                 ,                     ,                ,                     ,                   ,                ,                        ,                   ,                     ,                     ,                    ,                          ,                                      ,                          ,              ,                      ,           ,                       ,                  ,                    ,32             ,               ,                    ,                       ,             ,                      ,                       ,             ,                  ,                    ,                     ,           ,                ,                   ,                        ,3           ,                   ,                                  ,                                   ,                 ,5                 ,                     ,                    ,2                         ,1                          ,                ,1                ,9                   ,1                                ,5                               ,                      ,                    ,                     ,                        ,                   ,                      ,               ,                            ,            ,                         ,                     ,                    ,2                   ,                ,                     ,                    ,1                  ,                       ,               ,                             ,6                     ,6                ,1                  ,              ,                                   ,                      ,             ,                     ,                              ,                    ,                      ,                    ,                           ,                  ,              ,                 ,                ,                    ,                               ,                    ,                 ,                 ,                ,                    ,                            ,                    ,                ,                 ,                    ,                               ,                        ,                        ,                           ,                ,                ,                    ,                      ,                            ,               ,                        ,                 ,             ,                   ,                       ,                   ,                      ,                          ,                         ,                       ,                 ,            ,                  ,             ,                     ,                               ,                       ,                          ,                         ,                    ,                    ,                     ,                            ,                          ,            ,                      ,                      ,                            ,                 ,                        ,                    ,                ,                           ,                     ,                   ,                          ,                         ,from Leg 159 Ch 31 Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,159, 959,D, 60,R, 5,  17.00,    982.2700,Kuhnt    ,Benthic Foraminifers                         ,               ,                  ,             ,                 ,                  ,                  ,                  ,                    ,                ,                 ,                 ,                ,             ,                ,                 ,                    ,                ,                ,1              ,                   ,                      ,           ,                         ,                  ,                                ,                    ,                          ,                     ,                  ,                 ,                           ,                 ,                  ,                        ,                         ,                        ,                      ,                 ,                     ,                ,                     ,                   ,                ,                        ,                   ,                     ,                     ,                    ,                          ,                                      ,                          ,              ,                      ,           ,                       ,                  ,                    ,22             ,               ,                    ,                       ,             ,                      ,                       ,             ,                  ,                    ,                     ,           ,                ,                   ,                        ,4           ,                   ,3                                 ,                                   ,                 ,16                ,                     ,                    ,                          ,2                          ,                ,2                ,1                   ,                                 ,4                               ,                      ,                    ,                     ,                        ,                   ,                      ,               ,                            ,            ,                         ,                     ,                    ,                    ,                ,                     ,                    ,                   ,                       ,               ,                             ,7                     ,2                ,                   ,              ,                                   ,                      ,             ,                     ,                              ,                    ,                      ,                    ,                           ,                  ,              ,                 ,                ,                    ,                               ,                    ,                 ,                 ,                ,                    ,                            ,                    ,                ,                 ,                    ,                               ,                        ,                        ,                           ,                ,                ,                    ,                      ,                            ,               ,                        ,                 ,             ,                   ,                       ,                   ,                      ,                          ,                         ,                       ,                 ,            ,                  ,             ,                     ,                               ,                       ,                          ,                         ,                    ,                    ,                     ,                            ,                          ,            ,                      ,                      ,                            ,                 ,                        ,                    ,                ,                           ,                     ,                   ,                          ,                         ,from Leg 159 Ch 31 Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,159, 959,D, 61,R, 2,  61.00,    987.9100,Kuhnt    ,Benthic Foraminifers                         ,               ,                  ,             ,                 ,                  ,                  ,                  ,                    ,                ,                 ,                 ,                ,             ,                ,                 ,                    ,                ,                ,1              ,                   ,                      ,           ,21                       ,3                 ,                                ,                    ,                          ,                     ,                  ,                 ,                           ,                 ,                  ,                        ,                         ,                        ,                      ,                 ,                     ,                ,                     ,                   ,                ,                        ,                   ,                     ,                     ,                    ,                          ,                                      ,                          ,              ,                      ,           ,                       ,                  ,                    ,134            ,               ,                    ,                       ,             ,                      ,                       ,             ,                  ,                    ,                     ,           ,                ,                   ,1                       ,6           ,1                  ,                                  ,8                                  ,                 ,9                 ,                     ,                    ,                          ,                           ,5               ,                 ,16                  ,                                 ,                                ,                      ,                    ,                     ,                        ,                   ,                      ,               ,                            ,            ,                         ,                     ,                    ,1                   ,                ,1                    ,1                   ,2                  ,3                      ,6              ,1                            ,                      ,                 ,                   ,              ,                                   ,                      ,             ,                     ,                              ,                    ,                      ,                    ,                           ,                  ,              ,                 ,                ,                    ,                               ,                    ,                 ,                 ,                ,                    ,                            ,                    ,                ,                 ,                    ,                               ,                        ,                        ,                           ,                ,                ,                    ,                      ,                            ,               ,                        ,                 ,             ,                   ,                       ,                   ,                      ,                          ,                         ,                       ,                 ,            ,                  ,             ,                     ,                               ,                       ,                          ,                         ,                    ,                    ,                     ,                            ,                          ,            ,                      ,                      ,                            ,                 ,                        ,                    ,                ,                           ,                     ,                   ,                          ,                         ,from Leg 159 Ch 31 Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,159, 959,D, 63,R, 1,  38.00,   1005.3800,Kuhnt    ,Benthic Foraminifers                         ,               ,                  ,             ,                 ,                  ,                  ,                  ,                    ,                ,                 ,                 ,                ,             ,                ,                 ,                    ,                ,                ,6              ,                   ,                      ,           ,                         ,                  ,                                ,                    ,                          ,                     ,                  ,                 ,                           ,                 ,                  ,                        ,                         ,                        ,                      ,                 ,                     ,                ,                     ,                   ,                ,                        ,                   ,                     ,                     ,                    ,                          ,                                      ,                          ,              ,                      ,           ,                       ,                  ,                    ,70             ,               ,                    ,                       ,             ,                      ,                       ,             ,                  ,                    ,                     ,           ,                ,                   ,                        ,            ,                   ,                                  ,                                   ,                 ,                  ,                     ,1                   ,1                         ,                           ,                ,                 ,7                   ,                                 ,                                ,3                     ,                    ,                     ,                        ,                   ,                      ,               ,                            ,1           ,                         ,                     ,                    ,1                   ,5               ,                     ,                    ,                   ,                       ,               ,                             ,                      ,                 ,                   ,              ,                                   ,                      ,             ,                     ,                              ,                    ,                      ,                    ,                           ,                  ,              ,                 ,                ,                    ,                               ,                    ,                 ,                 ,                ,                    ,                            ,                    ,                ,                 ,                    ,                               ,                        ,                        ,                           ,                ,                ,                    ,                      ,                            ,               ,                        ,                 ,             ,                   ,                       ,                   ,                      ,                          ,                         ,                       ,                 ,            ,                  ,             ,                     ,                               ,                       ,                          ,                         ,                    ,                    ,                     ,                            ,                          ,            ,                      ,                      ,                            ,                 ,                        ,                    ,                ,                           ,                     ,                   ,                          ,                         ,from Leg 159 Ch 31 Table 1.
