Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Paragloborotalia mayeri	Neogloboquadrina continuosa	Globoquadrina venezuelana	Globoquadrina baroemoenensis	Globigerinoides subquadratus	Globigerinoides sacculifer (without sack)	Globigerinoides obliquus	Globigerinoides altiapertura	Globigerinita glutinata	Globigerinatella insueta	Fohsella peripheroronda	Dentoglobigerina altispira	Catapsydrax dissimilis	Globoquadrina dehiscens	Globigerinella aequilateralis	Cassigerinella chipolensis	Sphaeroidinellopsis disjuncta	Globigerinoides sacculifer	Fohsella birnageae	Praeorbulina sicana	Paragloborotalia semivera	Globoconella praescitula	Globorotaloides hexagonus	Globoconella zealandica	Hirsutella scitula	Menardella archeomenardii	Globoconella miozea	Sphaeroidinellopsis seminulina	Fohsella peripheroacuta	Sphaeroidinellopsis kochi	Orbulina universa	Menardella praemenardii	Fohsella praefohsi	Globorotalia lenguaensis	Fohsella fohsi fohsi	Globoturborotalita woodi	Globigerina bulloides	Globoconella panda	Menardella menardii (sinistral)	Globoturborotalita nepenthes	Globoturborotalita druryi	Menardella menardii (dextral)	Menardella limbata (sinistral)	Globigerina falconensis	Neogloboquadrina acostaensis	Hirsutella cibaoensis	Globorotalia paralenguaensis	Globorotalia merotumida	Neogloboquadrina pachyderma (sinistral)	Globigerinoides ruber	Neogloboquadrina pachyderma (dextral)	Globoturborotalita decoraperta	Globigerinoides extremus	Sphaeroidinellopsis paenedehiscens	Hirsutella challengeri	Globoturborotalita apertura	Candeina nitida	Neogloboquadrina dutertrei	Globigerinoides seigliei	Hirsutella juanai	Globorotalia plesiotumida	Menardella limbata (dextral)	Neogloboquadrina humerosa	Globigerinoides conglobatus	Pulleniatina primalis (sin.)	Globorotalia tumida	Sphaeroidinella dehiscens	Menardella multicamerata	Hirsutella margaritae	Truncorotalia crassaformis	Menardella exilis	Hirsutella hirsuta	Pulleniatina primalis (dex.)	Menardella pertenuis	Menardella miocenica	Globoturborotalita rubescens	Globigerinoides fistulosus	Globorotalia ungulata	Pulleniatina obliquiloculata	Truncorotalia truncatulinoides (dex.)	Truncorotalia truncatulinoides (sin.)	Globoconella inflata	Beella praedigitata	Beella digitata	Globoturborotalita tenella	Berggrenia riedeli	Comment

  SR	Late Pliocene    	                 	N20               	N21           	165	 999	A	 11	H	 2	  42.00	     95.0200	Chaisson 	Planktonic Foraminifers                      	               	G                 	                       	                           	                         	                            	                            	F                                        	F                       	                            	F                      	                        	                       	                          	                      	                       	R                            	                          	                             	R                         	                  	                   	                         	                        	                         	                       	R                 	                         	                   	                              	                       	                         	                 	                       	                  	                        	                    	R                       	R                    	                  	                               	                            	                         	R                            	                              	                       	                            	                     	                            	                       	                                       	C                    	                                     	                              	R                       	                                  	                      	R                          	R              	C                         	                        	                 	                         	                            	                         	R                          	                            	                   	R                        	                        	                     	R                         	R                	                  	                            	S                   	R                   	F                           	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Late Pliocene    	                 	N20               	N21           	165	 999	A	 11	H	 5	  42.00	     99.5200	Chaisson 	Planktonic Foraminifers                      	               	M                 	                       	                           	R                        	                            	                            	C                                        	F                       	                            	R                      	                        	                       	R                         	                      	                       	R                            	                          	                             	F                         	                  	                   	                         	                        	R                        	                       	                  	                         	                   	                              	                       	                         	R                	                       	                  	                        	                    	F                       	R                    	                  	                               	                            	                         	                             	                              	                       	                            	                     	                            	                       	                                       	F                    	                                     	                              	                        	                                  	                      	R                          	               	F                         	                        	                 	                         	F                           	                         	R                          	                            	                   	R                        	R                       	                     	R                         	R                	R                 	                            	                    	R                   	?                           	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Late Pliocene    	                 	N19               	              	165	 999	A	 11	H	CC	  22.00	    103.0400	Chaisson 	Planktonic Foraminifers                      	               	G                 	                       	                           	R                        	                            	                            	                                         	F                       	                            	F                      	                        	                       	R                         	                      	                       	R                            	                          	                             	F                         	                  	                   	                         	                        	R                        	                       	                  	                         	                   	                              	                       	                         	R                	                       	                  	                        	                    	F                       	R                    	                  	                               	                            	                         	                             	R                             	                       	                            	                     	                            	                       	                                       	F                    	R                                    	                              	R                       	                                  	                      	R                          	               	F                         	                        	                 	                         	F                           	                         	                           	                            	                   	R                        	R                       	                     	                          	R                	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Late Pliocene    	                 	N19               	              	165	 999	A	 12	H	 2	  42.00	    104.5200	Chaisson 	Planktonic Foraminifers                      	               	M                 	                       	                           	R                        	                            	                            	F                                        	F                       	                            	R                      	                        	                       	R                         	                      	                       	R                            	                          	                             	F                         	                  	                   	                         	                        	R                        	                       	R                 	                         	                   	                              	                       	                         	R                	                       	                  	                        	                    	F                       	R                    	                  	                               	                            	                         	                             	                              	                       	                            	                     	                            	                       	                                       	F                    	R                                    	                              	R                       	R                                 	                      	R                          	R              	F                         	                        	                 	                         	R                           	                         	                           	                            	                   	R                        	                        	                     	R                         	F                	                  	R                           	R                   	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Late Pliocene    	                 	N19               	              	165	 999	A	 12	H	 5	  42.00	    109.0200	Chaisson 	Planktonic Foraminifers                      	               	G                 	                       	                           	S                        	                            	                            	F                                        	F                       	                            	F                      	                        	                       	R                         	                      	                       	R                            	                          	                             	F                         	                  	                   	                         	                        	                         	                       	R                 	                         	                   	                              	                       	                         	R                	                       	                  	                        	                    	F                       	R                    	                  	                               	                            	                         	F                            	R                             	                       	R                           	                     	                            	                       	                                       	F                    	                                     	                              	R                       	                                  	                      	R                          	R              	F                         	                        	                 	                         	F                           	                         	R                          	                            	                   	                         	R                       	                     	R                         	R                	R                 	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Late Pliocene    	                 	N19               	              	165	 999	A	 12	H	CC	  36.00	    112.6300	Chaisson 	Planktonic Foraminifers                      	               	M                 	                       	                           	R                        	                            	                            	                                         	F                       	                            	F                      	                        	                       	R                         	                      	                       	R                            	                          	                             	F                         	                  	                   	                         	                        	R                        	                       	R                 	                         	                   	                              	                       	                         	R                	                       	                  	                        	                    	F                       	R                    	                  	                               	                            	                         	R                            	                              	                       	                            	                     	                            	                       	                                       	F                    	R                                    	                              	R                       	                                  	                      	R                          	R              	F                         	                        	                 	?                        	R                           	                         	R                          	                            	                   	                         	R                       	                     	R                         	R                	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Early Pliocene   	                 	N19               	              	165	 999	A	 13	H	 2	  42.00	    114.0200	Chaisson 	Planktonic Foraminifers                      	               	G                 	                       	                           	R                        	                            	                            	F                                        	F                       	                            	F                      	                        	                       	F                         	                      	                       	R                            	                          	                             	F                         	                  	                   	                         	                        	                         	                       	R                 	                         	                   	R                             	                       	                         	R                	                       	                  	                        	                    	F                       	R                    	                  	                               	                            	                         	R                            	                              	                       	                            	                     	                            	                       	                                       	F                    	                                     	                              	R                       	R                                 	                      	F                          	R              	F                         	                        	                 	                         	R                           	                         	R                          	                            	                   	                         	                        	                     	R                         	F                	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Early Pliocene   	                 	N19               	              	165	 999	A	 13	H	 5	  42.00	    118.5200	Chaisson 	Planktonic Foraminifers                      	               	G                 	                       	                           	R                        	                            	                            	C                                        	F                       	                            	F                      	                        	                       	F                         	                      	                       	R                            	                          	                             	F                         	                  	                   	                         	                        	R                        	                       	R                 	                         	                   	R                             	                       	                         	R                	                       	                  	                        	                    	F                       	F                    	                  	                               	                            	                         	                             	                              	R                      	R                           	                     	                            	                       	                                       	R                    	                                     	                              	R                       	R                                 	                      	F                          	R              	C                         	                        	                 	                         	F                           	                         	                           	                            	                   	R                        	R                       	                     	F                         	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Early Pliocene   	                 	N19               	              	165	 999	A	 13	H	CC	  29.00	    122.1600	Chaisson 	Planktonic Foraminifers                      	               	G                 	                       	                           	R                        	                            	                            	                                         	R                       	                            	F                      	                        	                       	F                         	                      	                       	R                            	                          	                             	F                         	                  	                   	                         	                        	R                        	                       	R                 	                         	                   	R                             	                       	                         	R                	                       	                  	                        	                    	F                       	R                    	                  	                               	                            	                         	                             	                              	                       	                            	                     	                            	                       	                                       	R                    	                                     	                              	R                       	R                                 	                      	R                          	R              	C                         	                        	                 	                         	F                           	                         	R                          	                            	                   	                         	R                       	                     	R                         	R                	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Early Pliocene   	                 	N19               	              	165	 999	A	 14	H	 2	  42.00	    123.5200	Chaisson 	Planktonic Foraminifers                      	               	M                 	                       	                           	R                        	                            	                            	F                                        	F                       	                            	F                      	                        	                       	R                         	                      	                       	                             	                          	                             	R                         	                  	                   	                         	                        	                         	                       	R                 	                         	                   	R                             	                       	                         	R                	                       	                  	                        	                    	F                       	R                    	                  	                               	                            	                         	                             	                              	                       	R                           	                     	                            	                       	                                       	                     	                                     	S                             	F                       	R                                 	                      	R                          	R              	F                         	                        	                 	R                        	                            	                         	R                          	                            	                   	R                        	                        	R                    	                          	F                	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Early Pliocene   	                 	N19               	              	165	 999	A	 14	H	 5	  42.00	    128.0500	Chaisson 	Planktonic Foraminifers                      	               	G                 	                       	                           	R                        	                            	                            	F                                        	F                       	                            	F                      	                        	                       	R                         	                      	                       	R                            	                          	                             	F                         	                  	                   	                         	                        	R                        	                       	R                 	                         	                   	                              	                       	                         	R                	                       	                  	                        	                    	F                       	R                    	                  	                               	                            	                         	                             	                              	                       	R                           	                     	                            	                       	                                       	R                    	                                     	                              	R                       	R                                 	                      	R                          	               	C                         	                        	                 	R                        	F                           	                         	R                          	                            	                   	                         	                        	                     	R                         	R                	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Early Pliocene   	                 	N19               	              	165	 999	A	 14	H	CC	  30.00	    131.5900	Chaisson 	Planktonic Foraminifers                      	               	M                 	                       	                           	R                        	                            	                            	                                         	F                       	                            	F                      	                        	                       	F                         	                      	                       	R                            	                          	                             	C                         	                  	                   	                         	                        	R                        	                       	R                 	                         	                   	R                             	                       	                         	R                	                       	                  	                        	                    	F                       	                     	                  	                               	                            	                         	R                            	                              	F                      	                            	                     	                            	                       	                                       	R                    	                                     	                              	R                       	R                                 	                      	F                          	               	F                         	                        	                 	R                        	R                           	                         	R                          	R                           	                   	                         	R                       	R                    	R                         	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Early Pliocene   	                 	N19               	              	165	 999	A	 15	H	 2	  42.00	    133.0200	Chaisson 	Planktonic Foraminifers                      	               	M                 	                       	                           	R                        	                            	                            	F                                        	F                       	                            	R                      	                        	                       	R                         	                      	                       	                             	                          	                             	R                         	                  	                   	                         	                        	R                        	                       	                  	                         	                   	R                             	                       	                         	R                	                       	                  	                        	                    	F                       	R                    	                  	                               	                            	                         	                             	                              	                       	R                           	                     	                            	                       	                                       	R                    	                                     	S                             	R                       	F                                 	                      	F                          	R              	R                         	                        	                 	                         	R                           	                         	R                          	R                           	                   	S                        	                        	R                    	R                         	R                	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Early Pliocene   	                 	N19               	              	165	 999	A	 15	H	 5	  42.00	    137.5500	Chaisson 	Planktonic Foraminifers                      	               	M                 	                       	                           	                         	                            	                            	C                                        	F                       	                            	F                      	                        	                       	R                         	                      	                       	R                            	                          	                             	R                         	                  	                   	                         	                        	R                        	                       	R                 	                         	                   	R                             	                       	                         	R                	                       	                  	                        	                    	F                       	F                    	                  	                               	                            	                         	                             	R                             	                       	F                           	                     	                            	                       	R                                      	                     	R                                    	R                             	R                       	R                                 	                      	F                          	               	F                         	                        	                 	R                        	F                           	                         	R                          	                            	                   	                         	R                       	F                    	R                         	R                	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Early Pliocene   	                 	N19               	              	165	 999	A	 15	H	CC	  29.00	    141.2000	Chaisson 	Planktonic Foraminifers                      	               	M                 	                       	                           	                         	                            	                            	                                         	F                       	                            	C                      	                        	                       	R                         	                      	                       	R                            	                          	                             	F                         	                  	                   	                         	                        	R                        	                       	R                 	                         	                   	R                             	                       	                         	R                	                       	                  	                        	                    	F                       	R                    	                  	                               	R                           	                         	                             	R                             	R                      	R                           	S                    	                            	                       	R                                      	                     	R                                    	R                             	R                       	                                  	                      	R                          	               	F                         	                        	                 	R                        	F                           	                         	R                          	R                           	                   	                         	S                       	R                    	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Early Pliocene   	                 	N19               	              	165	 999	A	 16	H	 2	  42.00	    142.5200	Chaisson 	Planktonic Foraminifers                      	               	M                 	                       	                           	R                        	                            	                            	C                                        	F                       	                            	F                      	                        	                       	F                         	                      	                       	R                            	                          	                             	F                         	                  	                   	                         	                        	                         	                       	S                 	                         	                   	R                             	                       	                         	R                	                       	                  	                        	                    	F                       	R                    	                  	                               	R                           	                         	                             	                              	                       	R                           	?                    	                            	                       	                                       	                     	S                                    	S                             	R                       	R                                 	                      	R                          	R              	C                         	                        	                 	S                        	F                           	                         	                           	                            	                   	                         	S                       	R                    	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Early Pliocene   	                 	N19               	              	165	 999	A	 16	H	 4	  42.00	    145.5200	Chaisson 	Planktonic Foraminifers                      	               	M                 	                       	                           	                         	                            	                            	F                                        	F                       	                            	F                      	                        	                       	F                         	                      	                       	R                            	                          	                             	R                         	                  	                   	                         	                        	                         	                       	                  	                         	                   	R                             	                       	R                        	R                	                       	                  	                        	                    	F                       	R                    	                  	                               	R                           	                         	                             	                              	                       	R                           	                     	                            	                       	R                                      	S                    	                                     	R                             	R                       	R                                 	                      	R                          	S              	C                         	                        	                 	                         	                            	                         	                           	                            	                   	                         	                        	R                    	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Early Pliocene   	                 	N19               	              	165	 999	A	 16	H	CC	  70.00	    150.4700	Chaisson 	Planktonic Foraminifers                      	               	M                 	                       	                           	                         	                            	                            	C                                        	F                       	                            	F                      	                        	                       	R                         	                      	                       	R                            	                          	                             	R                         	                  	                   	                         	                        	                         	                       	                  	                         	                   	R                             	                       	                         	R                	                       	                  	                        	                    	F                       	R                    	                  	                               	R                           	                         	                             	                              	R                      	                            	                     	                            	                       	R                                      	                     	                                     	S                             	R                       	                                  	                      	R                          	S              	F                         	                        	                 	R                        	R                           	                         	S                          	                            	                   	                         	S                       	R                    	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Early Pliocene   	                 	N19               	              	165	 999	A	 17	H	 2	  42.00	    152.0200	Chaisson 	Planktonic Foraminifers                      	               	M                 	                       	                           	                         	                            	                            	F                                        	F                       	                            	F                      	                        	                       	F                         	                      	                       	R                            	                          	                             	R                         	                  	                   	                         	                        	                         	                       	R                 	                         	                   	                              	                       	R                        	R                	                       	                  	                        	                    	F                       	R                    	                  	R                              	                            	                         	                             	                              	                       	F                           	                     	                            	                       	                                       	                     	R                                    	                              	R                       	R                                 	                      	R                          	               	C                         	                        	                 	                         	R                           	                         	R                          	                            	                   	                         	S                       	R                    	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A
