Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Watznaueria barnesae,Vekshinella stradnerii,Tranolithus phacelosus,Seribiscutum primitivum,Rhagodiscus splendens,Repagalum parvidentatum,Reinhardtites anthophorus,Prediscosphaera cretacea,Micula decussata,Helicolithus trabeculatus,Glaukolithus compactus,Gartnerago obliquum,Eiffellithus turriseiffelii,Eiffellithus eximius,Chiastozygus litterarius,Biscutum constans,Aspidolithus parcus expansus,Ahmuellerella octoradiata,Stradneria crenulata,Cribrosphaerella ehrenbergii,Broinsonia dentata,Aspidolithus parcus parcus,Kamptnerius magnificus,Reinhardtites levis,Neocrepidolithus watkinsii,Watznaueria supracretacea,Coccolith species B,Biscutum coronum,Placozygus sigmoides,Lucianorhabdus cayeuxii,Cretarhabdus sp. cf. C. conicus,Chiastozygus garrisonii,Bidiscus rotatorius,Arkhangelskiella specillata,Lapideacassis mariae,Placozygus fibuliformis,Prediscosphaera spinosa,Vekshinella dibrachiata,Arkhangelskiella cymbiformis,Vekshinella sp. cf. V. parma,Sollasites lowei,Coccolith species I,Prediscosphaera arkhangelskyi,Gephyrorhabdus coronadventis,Misceomarginatus pleniporus,Cretarhabdus conicus,Monomarginatus spp.,Biscutum dissimilis,Octocyclus reinhardtii,Lithraphidites carniolensis,Prediscosphaera stoveri,Biscutum magnum,Vekshinella parma,Scampanella magnifica,Octolithus multiplus,Nephrolithus corystus,Cribrosphaerella daniae,Acuturris scotus,Nephrolithus frequens miniporus,Nephrolithus frequens,Biscutum notaculum,Rhagodiscus angustus,Toweius tovae,Toweius pertusus,Toweius eminens,Sphenolithus primus,Scampanella sp.,Prinsius martinii,Prinsius bisulcus,Neochiastozygus junctus,Neochiastozygus distentus,Neochiastozygus chiastus,Markalius inversus,Heliolithus kleinpellii,Heliolithus conicus,Heliolithus cantabriae,Fasciculithus tympaniformis,Discoaster elegans,Chiasmolithus danicus,Chiasmolithus consuetus,Braarudosphaera bigelowii,Neochiastozygus cearae,Ellipsolithus bollii,Discoaster mohleri,Cruciplacolithus tenuis,Chiasmolithus bidens,Zygodiscus adamas,Ericsonia subpertusa,Biantholithus sparsus,Zygrhablithus bijugatus,Neochiastozygus concinnus,Heliolithus universus,Ellipsolithus distichus,Discoaster multiradiatus,Discoaster delicatus,Coccolithus pelagicus,Semihololithus kerabyi,Ellipsolithus macellus,Heliolithus megastypus,Discoaster nobilis,Discoaster lenticularis,Zygodiscus plectopons,Toweius callosus,Neocrepidolithus bukryi,Neococcolithes protenus,Pontosphaera versa,Neococcolithes dubius,Discoaster falcatus,Discoaster diastypus,Chiasmolithus solitus,Tribrachiatus orthostylus,Toweius magnicrassus,Sphenolithus radians,Discoaster kuepperi,Discoaster gemmeus,Pontosphaera fimbriata,Lophodolithus nascens,Chiasmolithus expansus,Micrantholithus vesper,Chiasmolithus eograndis,Ericsonia formosa,Discoaster lodoensis,Discoaster barbadiensis,Chiasmolithus grandis,Reticulofenestra prebisecta,Discoaster cruciformis,Reticulofenestra dictyoda,Pseudotriquetrorhabdulus inversus,Discoaster binodosus,Reticulofenestra hampdenensis,Reticulofenestra hillae,Pontosphaera multipora,Discoaster saipanensis,Discoaster distinctus,Reticulofenestra pseudogammation,Sphenolithus moriformis,Reticulofenestra floridana,Coccolithus eopelagicus,Blackites tenuis,Reticulofenestra umbilica,Reticulofenestra samodurovii,Discoaster tanii nodifer,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,120, 748,C, 50,R, 1,  87.00,    626.3700,Watkins  ,Nannofossils                                 ,R              ,M                 ,F                   ,R                     ,F                     ,R                      ,                     ,F                      ,F                        ,                        ,                ,                         ,                      ,F                  ,R                          ,                    ,                        ,R                ,F                           ,F                        ,                    ,                            ,                  ,F                         ,F                     ,R                  ,                          ,R                        ,                   ,                ,R                   ,R                      ,R                              ,R                      ,R                  ,F                          ,                    ,                       ,                       ,                       ,                            ,                            ,                ,                   ,                             ,                            ,                           ,                    ,                   ,                   ,                      ,                           ,                       ,               ,                 ,                     ,                    ,                     ,                       ,                ,                               ,                     ,                  ,                    ,             ,                ,               ,                   ,               ,                 ,                 ,                       ,                         ,                        ,                  ,                       ,                   ,                      ,                           ,                  ,                     ,                       ,                         ,                      ,                    ,                  ,                       ,                    ,                 ,                    ,                     ,                       ,                         ,                     ,                       ,                        ,                    ,                     ,                      ,                      ,                      ,                  ,                       ,                     ,                ,                       ,                       ,                  ,                     ,                   ,                    ,                     ,                         ,                    ,                    ,                   ,                  ,                      ,                     ,                      ,                      ,                       ,                 ,                    ,                       ,                     ,                           ,                      ,                         ,                                 ,                    ,                             ,                       ,                      ,                      ,                     ,                                ,                       ,                          ,                       ,                ,                         ,                            ,                        ,from ODP Leg 120 SR Vol 1 Chapter 21 Table 2 p 350-351
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,120, 748,C, 51,R, 1, 132.00,    636.3200,Watkins  ,Nannofossils                                 ,R              ,M                 ,F                   ,                      ,F                     ,R                      ,                     ,C                      ,F                        ,R                       ,                ,                         ,                      ,F                  ,R                          ,R                   ,R                       ,                 ,F                           ,F                        ,                    ,F                           ,                  ,F                         ,F                     ,F                  ,R                         ,R                        ,R                  ,R               ,                    ,                       ,                               ,                       ,                   ,                           ,                    ,                       ,                       ,                       ,                            ,                            ,                ,                   ,                             ,                            ,                           ,                    ,                   ,                   ,                      ,                           ,                       ,               ,                 ,                     ,                    ,                     ,                       ,                ,                               ,                     ,                  ,                    ,             ,                ,               ,                   ,               ,                 ,                 ,                       ,                         ,                        ,                  ,                       ,                   ,                      ,                           ,                  ,                     ,                       ,                         ,                      ,                    ,                  ,                       ,                    ,                 ,                    ,                     ,                       ,                         ,                     ,                       ,                        ,                    ,                     ,                      ,                      ,                      ,                  ,                       ,                     ,                ,                       ,                       ,                  ,                     ,                   ,                    ,                     ,                         ,                    ,                    ,                   ,                  ,                      ,                     ,                      ,                      ,                       ,                 ,                    ,                       ,                     ,                           ,                      ,                         ,                                 ,                    ,                             ,                       ,                      ,                      ,                     ,                                ,                       ,                          ,                       ,                ,                         ,                            ,                        ,from ODP Leg 120 SR Vol 1 Chapter 21 Table 2 p 350-351
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,120, 748,C, 51,R, 1, 148.00,    636.4800,Watkins  ,Nannofossils                                 ,VR             ,P                 ,R                   ,                      ,                      ,R                      ,                     ,R                      ,R                        ,                        ,                ,                         ,                      ,R                  ,                           ,R                   ,                        ,                 ,                            ,                         ,                    ,                            ,                  ,                          ,                      ,R                  ,                          ,                         ,                   ,                ,                    ,                       ,                               ,                       ,                   ,                           ,                    ,                       ,                       ,                       ,                            ,                            ,                ,                   ,                             ,                            ,                           ,                    ,                   ,                   ,                      ,                           ,                       ,               ,                 ,                     ,                    ,                     ,                       ,                ,                               ,                     ,                  ,                    ,             ,                ,               ,                   ,               ,                 ,                 ,                       ,                         ,                        ,                  ,                       ,                   ,                      ,                           ,                  ,                     ,                       ,                         ,                      ,                    ,                  ,                       ,                    ,                 ,                    ,                     ,                       ,                         ,                     ,                       ,                        ,                    ,                     ,                      ,                      ,                      ,                  ,                       ,                     ,                ,                       ,                       ,                  ,                     ,                   ,                    ,                     ,                         ,                    ,                    ,                   ,                  ,                      ,                     ,                      ,                      ,                       ,                 ,                    ,                       ,                     ,                           ,                      ,                         ,                                 ,                    ,                             ,                       ,                      ,                      ,                     ,                                ,                       ,                          ,                       ,                ,                         ,                            ,                        ,from ODP Leg 120 SR Vol 1 Chapter 21 Table 2 p 350-351
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,120, 748,C, 52,R, 1,  67.00,    645.1700,Watkins  ,Nannofossils                                 ,VR             ,P                 ,R                   ,                      ,                      ,                       ,                     ,F                      ,F                        ,R                       ,R               ,                         ,                      ,                   ,                           ,                    ,                        ,                 ,                            ,R                        ,                    ,                            ,                  ,                          ,R                     ,                   ,                          ,                         ,                   ,                ,                    ,                       ,                               ,                       ,                   ,                           ,                    ,                       ,                       ,                       ,                            ,                            ,                ,                   ,                             ,                            ,                           ,                    ,                   ,                   ,                      ,                           ,                       ,               ,                 ,                     ,                    ,                     ,                       ,                ,                               ,                     ,                  ,                    ,             ,                ,               ,                   ,               ,                 ,                 ,                       ,                         ,                        ,                  ,                       ,                   ,                      ,                           ,                  ,                     ,                       ,                         ,                      ,                    ,                  ,                       ,                    ,                 ,                    ,                     ,                       ,                         ,                     ,                       ,                        ,                    ,                     ,                      ,                      ,                      ,                  ,                       ,                     ,                ,                       ,                       ,                  ,                     ,                   ,                    ,                     ,                         ,                    ,                    ,                   ,                  ,                      ,                     ,                      ,                      ,                       ,                 ,                    ,                       ,                     ,                           ,                      ,                         ,                                 ,                    ,                             ,                       ,                      ,                      ,                     ,                                ,                       ,                          ,                       ,                ,                         ,                            ,                        ,from ODP Leg 120 SR Vol 1 Chapter 21 Table 2 p 350-351
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,120, 748,C, 52,R, 1,  97.00,    645.4700,Watkins  ,Nannofossils                                 ,VR             ,P                 ,R                   ,                      ,                      ,                       ,                     ,                       ,R                        ,                        ,                ,                         ,                      ,R                  ,                           ,R                   ,                        ,                 ,                            ,                         ,                    ,                            ,                  ,                          ,R                     ,R                  ,R                         ,                         ,                   ,                ,                    ,                       ,                               ,                       ,                   ,                           ,                    ,                       ,                       ,                       ,                            ,                            ,                ,                   ,                             ,                            ,                           ,                    ,                   ,                   ,                      ,                           ,                       ,               ,                 ,                     ,                    ,                     ,                       ,                ,                               ,                     ,                  ,                    ,             ,                ,               ,                   ,               ,                 ,                 ,                       ,                         ,                        ,                  ,                       ,                   ,                      ,                           ,                  ,                     ,                       ,                         ,                      ,                    ,                  ,                       ,                    ,                 ,                    ,                     ,                       ,                         ,                     ,                       ,                        ,                    ,                     ,                      ,                      ,                      ,                  ,                       ,                     ,                ,                       ,                       ,                  ,                     ,                   ,                    ,                     ,                         ,                    ,                    ,                   ,                  ,                      ,                     ,                      ,                      ,                       ,                 ,                    ,                       ,                     ,                           ,                      ,                         ,                                 ,                    ,                             ,                       ,                      ,                      ,                     ,                                ,                       ,                          ,                       ,                ,                         ,                            ,                        ,from ODP Leg 120 SR Vol 1 Chapter 21 Table 2 p 350-351
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,120, 748,C, 53,R, 2,  30.00,    655.8000,Watkins  ,Nannofossils                                 ,VR             ,P                 ,R                   ,R                     ,                      ,R                      ,                     ,                       ,R                        ,R                       ,                ,                         ,                      ,                   ,                           ,R                   ,                        ,                 ,                            ,                         ,                    ,                            ,                  ,                          ,R                     ,                   ,                          ,                         ,                   ,                ,                    ,                       ,                               ,                       ,                   ,                           ,                    ,                       ,                       ,                       ,                            ,                            ,                ,                   ,                             ,                            ,                           ,                    ,                   ,                   ,                      ,                           ,                       ,               ,                 ,                     ,                    ,                     ,                       ,                ,                               ,                     ,                  ,                    ,             ,                ,               ,                   ,               ,                 ,                 ,                       ,                         ,                        ,                  ,                       ,                   ,                      ,                           ,                  ,                     ,                       ,                         ,                      ,                    ,                  ,                       ,                    ,                 ,                    ,                     ,                       ,                         ,                     ,                       ,                        ,                    ,                     ,                      ,                      ,                      ,                  ,                       ,                     ,                ,                       ,                       ,                  ,                     ,                   ,                    ,                     ,                         ,                    ,                    ,                   ,                  ,                      ,                     ,                      ,                      ,                       ,                 ,                    ,                       ,                     ,                           ,                      ,                         ,                                 ,                    ,                             ,                       ,                      ,                      ,                     ,                                ,                       ,                          ,                       ,                ,                         ,                            ,                        ,from ODP Leg 120 SR Vol 1 Chapter 21 Table 2 p 350-351
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,120, 748,C, 53,R, 2, 111.00,    656.6100,Watkins  ,Nannofossils                                 ,R              ,M-P               ,F                   ,                      ,R                     ,R                      ,                     ,F                      ,F                        ,F                       ,                ,                         ,                      ,R                  ,                           ,R                   ,R                       ,                 ,                            ,                         ,                    ,R                           ,R                 ,                          ,R                     ,                   ,                          ,                         ,                   ,                ,                    ,                       ,                               ,                       ,                   ,                           ,                    ,                       ,                       ,                       ,                            ,                            ,                ,                   ,                             ,                            ,                           ,                    ,                   ,                   ,                      ,                           ,                       ,               ,                 ,                     ,                    ,                     ,                       ,                ,                               ,                     ,                  ,                    ,             ,                ,               ,                   ,               ,                 ,                 ,                       ,                         ,                        ,                  ,                       ,                   ,                      ,                           ,                  ,                     ,                       ,                         ,                      ,                    ,                  ,                       ,                    ,                 ,                    ,                     ,                       ,                         ,                     ,                       ,                        ,                    ,                     ,                      ,                      ,                      ,                  ,                       ,                     ,                ,                       ,                       ,                  ,                     ,                   ,                    ,                     ,                         ,                    ,                    ,                   ,                  ,                      ,                     ,                      ,                      ,                       ,                 ,                    ,                       ,                     ,                           ,                      ,                         ,                                 ,                    ,                             ,                       ,                      ,                      ,                     ,                                ,                       ,                          ,                       ,                ,                         ,                            ,                        ,from ODP Leg 120 SR Vol 1 Chapter 21 Table 2 p 350-351
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,120, 748,C, 54,R, 2,   7.00,    665.0700,Watkins  ,Nannofossils                                 ,R              ,M                 ,F                   ,                      ,R                     ,                       ,                     ,F                      ,                         ,                        ,                ,F                        ,R                     ,                   ,                           ,R                   ,                        ,R                ,                            ,R                        ,                    ,R                           ,                  ,                          ,                      ,                   ,                          ,                         ,                   ,                ,                    ,                       ,                               ,                       ,                   ,                           ,                    ,                       ,                       ,                       ,                            ,                            ,                ,                   ,                             ,                            ,                           ,                    ,                   ,                   ,                      ,                           ,                       ,               ,                 ,                     ,                    ,                     ,                       ,                ,                               ,                     ,                  ,                    ,             ,                ,               ,                   ,               ,                 ,                 ,                       ,                         ,                        ,                  ,                       ,                   ,                      ,                           ,                  ,                     ,                       ,                         ,                      ,                    ,                  ,                       ,                    ,                 ,                    ,                     ,                       ,                         ,                     ,                       ,                        ,                    ,                     ,                      ,                      ,                      ,                  ,                       ,                     ,                ,                       ,                       ,                  ,                     ,                   ,                    ,                     ,                         ,                    ,                    ,                   ,                  ,                      ,                     ,                      ,                      ,                       ,                 ,                    ,                       ,                     ,                           ,                      ,                         ,                                 ,                    ,                             ,                       ,                      ,                      ,                     ,                                ,                       ,                          ,                       ,                ,                         ,                            ,                        ,from ODP Leg 120 SR Vol 1 Chapter 21 Table 2 p 350-351
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,120, 748,C, 54,R,CC,  30.00,    667.8300,Watkins  ,Nannofossils                                 ,R              ,P                 ,F                   ,R                     ,R                     ,                       ,                     ,R                      ,                         ,R                       ,R               ,                         ,                      ,R                  ,                           ,R                   ,                        ,R                ,                            ,R                        ,                    ,R                           ,                  ,                          ,R                     ,                   ,                          ,                         ,                   ,                ,                    ,                       ,                               ,                       ,                   ,                           ,                    ,                       ,                       ,                       ,                            ,                            ,                ,                   ,                             ,                            ,                           ,                    ,                   ,                   ,                      ,                           ,                       ,               ,                 ,                     ,                    ,                     ,                       ,                ,                               ,                     ,                  ,                    ,             ,                ,               ,                   ,               ,                 ,                 ,                       ,                         ,                        ,                  ,                       ,                   ,                      ,                           ,                  ,                     ,                       ,                         ,                      ,                    ,                  ,                       ,                    ,                 ,                    ,                     ,                       ,                         ,                     ,                       ,                        ,                    ,                     ,                      ,                      ,                      ,                  ,                       ,                     ,                ,                       ,                       ,                  ,                     ,                   ,                    ,                     ,                         ,                    ,                    ,                   ,                  ,                      ,                     ,                      ,                      ,                       ,                 ,                    ,                       ,                     ,                           ,                      ,                         ,                                 ,                    ,                             ,                       ,                      ,                      ,                     ,                                ,                       ,                          ,                       ,                ,                         ,                            ,                        ,from ODP Leg 120 SR Vol 1 Chapter 21 Table 2 p 350-351
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,120, 748,C, 55,R, 5,  22.00,    678.9100,Watkins  ,Nannofossils                                 ,R              ,M                 ,F                   ,R                     ,F                     ,R                      ,                     ,F                      ,R                        ,R                       ,F               ,C                        ,                      ,F                  ,                           ,F                   ,R                       ,R                ,R                           ,R                        ,R                   ,R                           ,R                 ,R                         ,                      ,                   ,                          ,                         ,                   ,                ,                    ,                       ,                               ,                       ,                   ,                           ,                    ,                       ,                       ,                       ,                            ,                            ,                ,                   ,                             ,                            ,                           ,                    ,                   ,                   ,                      ,                           ,                       ,               ,                 ,                     ,                    ,                     ,                       ,                ,                               ,                     ,                  ,                    ,             ,                ,               ,                   ,               ,                 ,                 ,                       ,                         ,                        ,                  ,                       ,                   ,                      ,                           ,                  ,                     ,                       ,                         ,                      ,                    ,                  ,                       ,                    ,                 ,                    ,                     ,                       ,                         ,                     ,                       ,                        ,                    ,                     ,                      ,                      ,                      ,                  ,                       ,                     ,                ,                       ,                       ,                  ,                     ,                   ,                    ,                     ,                         ,                    ,                    ,                   ,                  ,                      ,                     ,                      ,                      ,                       ,                 ,                    ,                       ,                     ,                           ,                      ,                         ,                                 ,                    ,                             ,                       ,                      ,                      ,                     ,                                ,                       ,                          ,                       ,                ,                         ,                            ,                        ,from ODP Leg 120 SR Vol 1 Chapter 21 Table 2 p 350-351
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,120, 748,C, 56,R,CC,  42.00,    687.0300,Watkins  ,Nannofossils                                 ,VR             ,P                 ,F                   ,                      ,                      ,                       ,                     ,F                      ,R                        ,                        ,                ,R                        ,                      ,R                  ,                           ,                    ,                        ,                 ,                            ,                         ,                    ,                            ,                  ,                          ,                      ,                   ,                          ,                         ,                   ,                ,                    ,                       ,                               ,                       ,                   ,                           ,                    ,                       ,                       ,                       ,                            ,                            ,                ,                   ,                             ,                            ,                           ,                    ,                   ,                   ,                      ,                           ,                       ,               ,                 ,                     ,                    ,                     ,                       ,                ,                               ,                     ,                  ,                    ,             ,                ,               ,                   ,               ,                 ,                 ,                       ,                         ,                        ,                  ,                       ,                   ,                      ,                           ,                  ,                     ,                       ,                         ,                      ,                    ,                  ,                       ,                    ,                 ,                    ,                     ,                       ,                         ,                     ,                       ,                        ,                    ,                     ,                      ,                      ,                      ,                  ,                       ,                     ,                ,                       ,                       ,                  ,                     ,                   ,                    ,                     ,                         ,                    ,                    ,                   ,                  ,                      ,                     ,                      ,                      ,                       ,                 ,                    ,                       ,                     ,                           ,                      ,                         ,                                 ,                    ,                             ,                       ,                      ,                      ,                     ,                                ,                       ,                          ,                       ,                ,                         ,                            ,                        ,from ODP Leg 120 SR Vol 1 Chapter 21 Table 2 p 350-351
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,120, 748,C, 58,R,CC,   3.00,    701.5300,Watkins  ,Nannofossils                                 ,F              ,M                 ,C                   ,R                     ,F                     ,R                      ,R                    ,C                      ,F                        ,F                       ,R               ,C                        ,R                     ,F                  ,F                          ,F                   ,R                       ,R                ,R                           ,F                        ,                    ,                            ,                  ,                          ,                      ,                   ,                          ,                         ,                   ,                ,                    ,                       ,                               ,                       ,                   ,                           ,                    ,                       ,                       ,                       ,                            ,                            ,                ,                   ,                             ,                            ,                           ,                    ,                   ,                   ,                      ,                           ,                       ,               ,                 ,                     ,                    ,                     ,                       ,                ,                               ,                     ,                  ,                    ,             ,                ,               ,                   ,               ,                 ,                 ,                       ,                         ,                        ,                  ,                       ,                   ,                      ,                           ,                  ,                     ,                       ,                         ,                      ,                    ,                  ,                       ,                    ,                 ,                    ,                     ,                       ,                         ,                     ,                       ,                        ,                    ,                     ,                      ,                      ,                      ,                  ,                       ,                     ,                ,                       ,                       ,                  ,                     ,                   ,                    ,                     ,                         ,                    ,                    ,                   ,                  ,                      ,                     ,                      ,                      ,                       ,                 ,                    ,                       ,                     ,                           ,                      ,                         ,                                 ,                    ,                             ,                       ,                      ,                      ,                     ,                                ,                       ,                          ,                       ,                ,                         ,                            ,                        ,from ODP Leg 120 SR Vol 1 Chapter 21 Table 2 p 350-351
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
