Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Valensiella griphus,Taleisphaera hydra,Spiniferites spp.,Pervosphaeridium pseudhystrichodinium,Palaeohystrichophora infusoriodes,Oligosphaeridium spp.,Odontochitina spp.,Microdinium ornatum,Maghrebinia sp.,Litosphaeridium siphoniphorum,Kallosphaeridium granulatum,Florentinia spp.,Eyrea nebulosa,Exochosphaeridium sp.,Diconodinium multispinum,Cyclonephelium hughesii,Cribroperidinium edwardsii,Cribroperidinium cooksoniae,Craspedodinium sp.,Cleistosphaeridium ancoriferum,Ascodinium acrophorum,Achomosphaera triangulata,Heterosphaeridium sp.,Cribroperidinium muderongense,Kiokansium polypes,Hystrichodinium pulchrum,Chlamydophorella nyei,Cassiculosphaeridia reticulata,Chatangiella sp.,Prolixosphaeridium sp.,Tanyosphaeridium salpinx,Xenascus cf. ceratioides,Isabelidinium spp.,Kleithriasphaeridium tubulosum,?Maduradinium sp.,Conosphaeridium striatoconus,Trithyodinium sp.,Tehamadinium sp.,Xenascus ceratioides,Trithyrodinium suspectum,Spiniferites sp.,Oligosphaeridium pulcherrimum,Kallosphaeridium? helbyi,Isabelidinium sp. ,Hystrichosphaeridium tubiferum,Cyclonephelium crassimarginatum,Circulodinium distinctum longispinatum,Chlamydophorella discreta,Canningia reticulata,Callaoisphaeridium asymmetricum,Spiniferites ramosus,Odontochitina sp.,Odontochitina operculata,Nelsoniella aceras,Kiokansium sp. cf. K. polypes,Isabelidinium korojonense,Isabelidinium cooksoniae,Isabelidinium belfastense,Heterosphaeridium heteracanthum,Fromea sp.,Cyclonephelium compactum,Cyclonephelium brevispinatum,Cleistosphaeridium sp.,Circulodinium distinctum,Chatangiella victoriensis,Chatangiella tripartita,Canninginopsis colliveri,Bulbodinium seitzii,Trichodinium castanea,Spinidinium? clavus,Spinidinium sp.,Odontochitina cribropoda,Laciniadinium firmum,Canningia sp.,Areoligera sp. cf. A. senonensis,Trithyrodinium fragile,Tanyosphaeridium variecalamus,Spinidinium lanterna,Pierceites schizocystis,Odontochitina porifera,Laciniadinium williamsii,Isabelidinium microarmum,Isabelidinium acuminatum,Hystrichokolpoma sp. ,Florentinia sp. cf. F. mantellii,Eurydinium eyrense,Eschariasphaeridia sp.,Dinogymnium westralium,Chatangiella verrucosa,Chatangiella spectabilis,Chatangiella biapertura,Areoligera sp.,Areoligera senonensis,Alterbidinium minus,Achomosphaera sp.,Heterosphaeridium conjunctum,Eurydinium tempestivum,Eucladinium spinosissimum,Dinogymnium sp.,Diconodinium sp.,Diconodinium arcticum,Deflandrea sp.,Oligosphaeridium sp.,Nelsoniella sp. ,Chatangiella granulifera,Chatangiella ditissima,Amphidiadema denticulata,Cleistosphaeridium multifurcatum,Areoligera coronata,Apteodinium maculatum,Chatangiella serratula,Canningia senonica,Alterbidinium sp.,Achomosphaera ramulifera,Talimudinium scissurum,Spinidinium uncinatum,Palaeoperidinium parvum,Gillinia hymenophora,Eucladinium madurense,Diconodinium sp. cf. D. arcticum,Oligosphaeridium complex,Cyclonephelium paucimarginatum,Canningia kukebaiensis,Leptodinium sp. ,Kallosphaeridium? ringnesiorum,Eurydinium ingramii,Dinogymnium curvatum,Dinogymnium albertii,Pterodinium cingulatum,Isabelidinium magnum,Isabelidinium cretaceum oviforme,Exochosphaeridium phragmites,Trithyrodinium sp.,Nelsoniella tuberculata,Isabelidinium cretaceum cretaceum,Dinogymnium digitus,Cleistosphaeridium flexuosum,Batiacasphaera sp.,Amphidiadema sp.,Tanyosphaeridium xanthiopyxides,Nelsoniella semireticulata,Abratopdinium kerguelense,Kallosphaeridium sp.,Gonyaulacysta sp. ,Palaeohystrichophora sp.,Microdinium sp. ,Maduradinium pentagonum,Impagidinium cristatum,Platycystidia diptera,Dinogymnium undolosum,Leberidocysta chlamydata,Eucladinium gambangense,Xenikoon australis,Hystrichodinium sp. ,Canningia sp. cf. C. scabrosa,Lanternosphaeridium sp. ,Heterosphaeridium cordiforme,Cleistosphaeridium huguoniotii,Abratopdinium cardioforme,Xenikoon sp.,Trichodinium sp.,Subtilisphaera piraensis,Senegalinium sp. cf. S. ?microgranulatum,Manumiella sp.,Isabelidinium thomasii,Lejeunecysta sp. ,Elytrocysta druggii,Coronifera sp. cf. C. striolata,Amphorasphaeridium sp.,Satyrodinium haumuriense,Satyrodinium bengalense,Fromea chytra ,Cannosphaeropsis utinensis,Nematosphaeropsis sp. ,Cleistosphaeridium armatum,Isabelidinium sp. A,Endoceratium sp.,Diconodinium rhombiforme,Diconodinium psilatum,Manumiella sp. cf. M. sp. 2,Isabelidinium bakeri,Amphorosphaeridium fenestratum,Xenascus sp.,Exochosphaeridium arnace,Cordosphaeridium sp.,Subtilisphaera sp.,Impagidinium sp.,Eurydinium ellipticum,Cerodinium diebelii,Palaeocystodinium sp.,Isabelidinium pellucidum,Isabelidinium cretaceum gravidusum,Cyclopsiella sp.,Paralecaniella sp.,Alterbidinium acutulum,Palaeocystodinium sp. cf. P. scabrata,Odontochitina spinosa,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,                  ,              ,120, 748,C, 73,R, 6, 121.00,    844.2100,Mohr     ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                   ,                  ,+                ,                                     ,                                 ,                     ,                  ,                   ,               ,                             ,+                          ,                ,              ,                     ,                        ,                       ,                          ,                           ,                  ,                              ,                     ,                         ,                     ,                             ,                  ,                        ,                     ,                              ,+               ,                      ,                        ,                        ,                  ,                              ,                 ,                            ,                 ,                ,                    ,                        ,                ,                             ,                        ,                  ,                              ,                               ,                                      ,                         ,                    ,                               ,                    ,                 ,                        ,                  ,                             ,                         ,                        ,                         ,                               ,          ,                        ,                            ,                      ,                        ,                         ,                       ,                        ,                   ,                     ,                   ,               ,                        ,                    ,             ,                                ,                      ,                             ,                    ,                       ,                      ,                        ,                        ,                        ,                     ,                                ,                  ,                      ,                      ,                      ,                        ,                       ,              ,                     ,                   ,                 ,                            ,                      ,                         ,               ,                ,                     ,              ,                    ,                ,                        ,                      ,                        ,                                ,                   ,                     ,                      ,                  ,                 ,                        ,                      ,                     ,                       ,                    ,                     ,                                ,                        ,                              ,                      ,                ,                              ,                   ,                    ,                    ,                      ,                    ,                                ,                            ,                  ,                       ,                                 ,                   ,                            ,                  ,                ,                               ,                          ,                         ,                    ,                  ,                        ,                ,                       ,                      ,                     ,                     ,                        ,                       ,                  ,                    ,                             ,                        ,                            ,                              ,                         ,            ,                ,                        ,                                        ,              ,                      ,                 ,                   ,                               ,                      ,                        ,                       ,              ,                          ,                      ,                          ,                   ,                ,                        ,                     ,                           ,                    ,                              ,            ,                        ,                    ,                  ,                ,                     ,                   ,                     ,                        ,                                  ,                ,                  ,                      ,                                     ,                     ,from ODP Leg 120 SR Vol 1 Chapter 19 Table 2 p 289
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,                  ,              ,120, 748,C, 73,R, 7,  25.00,    844.7500,Mohr     ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                   ,                  ,                 ,                                     ,                                 ,                     ,+                 ,                   ,               ,                             ,                           ,                ,              ,                     ,                        ,                       ,                          ,                           ,                  ,                              ,                     ,                         ,                     ,                             ,                  ,                        ,                     ,                              ,                ,                      ,                        ,                        ,                  ,                              ,                 ,                            ,                 ,                ,                    ,                        ,                ,                             ,                        ,                  ,                              ,                               ,                                      ,                         ,                    ,                               ,                    ,                 ,                        ,                  ,                             ,                         ,                        ,                         ,                               ,          ,                        ,                            ,                      ,                        ,                         ,                       ,                        ,                   ,                     ,                   ,               ,                        ,                    ,             ,                                ,                      ,                             ,                    ,                       ,                      ,                        ,                        ,                        ,                     ,                                ,                  ,                      ,                      ,                      ,                        ,                       ,              ,                     ,                   ,                 ,                            ,                      ,                         ,               ,                ,                     ,              ,                    ,                ,                        ,                      ,                        ,                                ,                   ,                     ,                      ,                  ,                 ,                        ,                      ,                     ,                       ,                    ,                     ,                                ,                        ,                              ,                      ,                ,                              ,                   ,                    ,                    ,                      ,                    ,                                ,                            ,                  ,                       ,                                 ,                   ,                            ,                  ,                ,                               ,                          ,                         ,                    ,                  ,                        ,                ,                       ,                      ,                     ,                     ,                        ,                       ,                  ,                    ,                             ,                        ,                            ,                              ,                         ,            ,                ,                        ,                                        ,              ,                      ,                 ,                   ,                               ,                      ,                        ,                       ,              ,                          ,                      ,                          ,                   ,                ,                        ,                     ,                           ,                    ,                              ,            ,                        ,                    ,                  ,                ,                     ,                   ,                     ,                        ,                                  ,                ,                  ,                      ,                                     ,                     ,from ODP Leg 120 SR Vol 1 Chapter 19 Table 2 p 289
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,                  ,              ,120, 748,C, 74,R, 1,  59.00,    845.5900,Mohr     ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                   ,+                 ,+                ,                                     ,                                 ,                     ,                  ,                   ,+              ,                             ,                           ,                ,              ,                     ,                        ,+                      ,                          ,+                          ,                  ,                              ,                     ,                         ,+                    ,                             ,                  ,                        ,                     ,                              ,                ,                      ,                        ,                        ,                  ,                              ,                 ,                            ,                 ,                ,                    ,                        ,                ,                             ,                        ,                  ,                              ,                               ,                                      ,                         ,                    ,                               ,                    ,                 ,                        ,                  ,                             ,                         ,                        ,                         ,                               ,          ,                        ,                            ,                      ,                        ,                         ,                       ,                        ,                   ,                     ,                   ,               ,                        ,                    ,             ,                                ,                      ,                             ,                    ,                       ,                      ,                        ,                        ,                        ,                     ,                                ,                  ,                      ,                      ,                      ,                        ,                       ,              ,                     ,                   ,                 ,                            ,                      ,                         ,               ,                ,                     ,              ,                    ,                ,                        ,                      ,                        ,                                ,                   ,                     ,                      ,                  ,                 ,                        ,                      ,                     ,                       ,                    ,                     ,                                ,                        ,                              ,                      ,                ,                              ,                   ,                    ,                    ,                      ,                    ,                                ,                            ,                  ,                       ,                                 ,                   ,                            ,                  ,                ,                               ,                          ,                         ,                    ,                  ,                        ,                ,                       ,                      ,                     ,                     ,                        ,                       ,                  ,                    ,                             ,                        ,                            ,                              ,                         ,            ,                ,                        ,                                        ,              ,                      ,                 ,                   ,                               ,                      ,                        ,                       ,              ,                          ,                      ,                          ,                   ,                ,                        ,                     ,                           ,                    ,                              ,            ,                        ,                    ,                  ,                ,                     ,                   ,                     ,                        ,                                  ,                ,                  ,                      ,                                     ,                     ,from ODP Leg 120 SR Vol 1 Chapter 19 Table 2 p 289
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,                  ,              ,120, 748,C, 74,R, 4,  56.00,    850.0600,Mohr     ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                   ,                  ,+                ,                                     ,                                 ,                     ,+                 ,                   ,+              ,                             ,                           ,                ,              ,                     ,                        ,+                      ,                          ,                           ,                  ,+                             ,                     ,                         ,                     ,                             ,                  ,                        ,+                    ,                              ,                ,                      ,                        ,                        ,                  ,                              ,                 ,                            ,                 ,                ,                    ,                        ,                ,                             ,                        ,                  ,                              ,                               ,                                      ,                         ,                    ,                               ,                    ,                 ,                        ,                  ,                             ,                         ,                        ,                         ,                               ,          ,                        ,                            ,                      ,                        ,                         ,                       ,                        ,                   ,                     ,                   ,               ,                        ,                    ,             ,                                ,                      ,                             ,                    ,                       ,                      ,                        ,                        ,                        ,                     ,                                ,                  ,                      ,                      ,                      ,                        ,                       ,              ,                     ,                   ,                 ,                            ,                      ,                         ,               ,                ,                     ,              ,                    ,                ,                        ,                      ,                        ,                                ,                   ,                     ,                      ,                  ,                 ,                        ,                      ,                     ,                       ,                    ,                     ,                                ,                        ,                              ,                      ,                ,                              ,                   ,                    ,                    ,                      ,                    ,                                ,                            ,                  ,                       ,                                 ,                   ,                            ,                  ,                ,                               ,                          ,                         ,                    ,                  ,                        ,                ,                       ,                      ,                     ,                     ,                        ,                       ,                  ,                    ,                             ,                        ,                            ,                              ,                         ,            ,                ,                        ,                                        ,              ,                      ,                 ,                   ,                               ,                      ,                        ,                       ,              ,                          ,                      ,                          ,                   ,                ,                        ,                     ,                           ,                    ,                              ,            ,                        ,                    ,                  ,                ,                     ,                   ,                     ,                        ,                                  ,                ,                  ,                      ,                                     ,                     ,from ODP Leg 120 SR Vol 1 Chapter 19 Table 2 p 289
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,                  ,              ,120, 748,C, 75,R, 5,  55.00,    861.0500,Mohr     ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                   ,+                 ,                 ,                                     ,                                 ,                     ,                  ,                   ,               ,                             ,                           ,                ,              ,                     ,                        ,                       ,                          ,                           ,                  ,                              ,                     ,                         ,                     ,                             ,                  ,                        ,                     ,                              ,                ,                      ,                        ,                        ,                  ,                              ,                 ,                            ,                 ,                ,                    ,                        ,                ,                             ,                        ,                  ,                              ,                               ,                                      ,                         ,                    ,                               ,                    ,                 ,                        ,                  ,                             ,                         ,                        ,                         ,                               ,          ,                        ,                            ,                      ,                        ,                         ,                       ,                        ,                   ,                     ,                   ,               ,                        ,                    ,             ,                                ,                      ,                             ,                    ,                       ,                      ,                        ,                        ,                        ,                     ,                                ,                  ,                      ,                      ,                      ,                        ,                       ,              ,                     ,                   ,                 ,                            ,                      ,                         ,               ,                ,                     ,              ,                    ,                ,                        ,                      ,                        ,                                ,                   ,                     ,                      ,                  ,                 ,                        ,                      ,                     ,                       ,                    ,                     ,                                ,                        ,                              ,                      ,                ,                              ,                   ,                    ,                    ,                      ,                    ,                                ,                            ,                  ,                       ,                                 ,                   ,                            ,                  ,                ,                               ,                          ,                         ,                    ,                  ,                        ,                ,                       ,                      ,                     ,                     ,                        ,                       ,                  ,                    ,                             ,                        ,                            ,                              ,                         ,            ,                ,                        ,                                        ,              ,                      ,                 ,                   ,                               ,                      ,                        ,                       ,              ,                          ,                      ,                          ,                   ,                ,                        ,                     ,                           ,                    ,                              ,            ,                        ,                    ,                  ,                ,                     ,                   ,                     ,                        ,                                  ,                ,                  ,                      ,                                     ,                     ,from ODP Leg 120 SR Vol 1 Chapter 19 Table 2 p 289
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,                  ,              ,120, 748,C, 75,R,CC,  26.00,    863.0200,Mohr     ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                   ,+                 ,+                ,+                                    ,+                                ,+                    ,                  ,                   ,+              ,                             ,                           ,                ,+             ,                     ,                        ,                       ,                          ,                           ,                  ,                              ,                     ,                         ,                     ,                             ,                  ,+                       ,                     ,                              ,                ,                      ,                        ,                        ,                  ,                              ,                 ,                            ,                 ,                ,                    ,                        ,                ,                             ,                        ,                  ,                              ,                               ,                                      ,                         ,                    ,                               ,                    ,                 ,                        ,                  ,                             ,                         ,                        ,                         ,                               ,          ,                        ,                            ,                      ,                        ,                         ,                       ,                        ,                   ,                     ,                   ,               ,                        ,                    ,             ,                                ,                      ,                             ,                    ,                       ,                      ,                        ,                        ,                        ,                     ,                                ,                  ,                      ,                      ,                      ,                        ,                       ,              ,                     ,                   ,                 ,                            ,                      ,                         ,               ,                ,                     ,              ,                    ,                ,                        ,                      ,                        ,                                ,                   ,                     ,                      ,                  ,                 ,                        ,                      ,                     ,                       ,                    ,                     ,                                ,                        ,                              ,                      ,                ,                              ,                   ,                    ,                    ,                      ,                    ,                                ,                            ,                  ,                       ,                                 ,                   ,                            ,                  ,                ,                               ,                          ,                         ,                    ,                  ,                        ,                ,                       ,                      ,                     ,                     ,                        ,                       ,                  ,                    ,                             ,                        ,                            ,                              ,                         ,            ,                ,                        ,                                        ,              ,                      ,                 ,                   ,                               ,                      ,                        ,                       ,              ,                          ,                      ,                          ,                   ,                ,                        ,                     ,                           ,                    ,                              ,            ,                        ,                    ,                  ,                ,                     ,                   ,                     ,                        ,                                  ,                ,                  ,                      ,                                     ,                     ,from ODP Leg 120 SR Vol 1 Chapter 19 Table 2 p 289
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,                  ,              ,120, 748,C, 76,R, 1,  60.00,    864.6000,Mohr     ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                   ,+                 ,+                ,                                     ,                                 ,+                    ,                  ,                   ,+              ,                             ,                           ,+               ,              ,                     ,                        ,+                      ,+                         ,+                          ,                  ,+                             ,                     ,                         ,                     ,                             ,                  ,                        ,                     ,                              ,?               ,                      ,                        ,                        ,                  ,                              ,                 ,                            ,                 ,                ,                    ,                        ,                ,                             ,                        ,                  ,                              ,                               ,                                      ,                         ,                    ,                               ,                    ,                 ,                        ,                  ,                             ,                         ,                        ,                         ,                               ,          ,                        ,                            ,                      ,                        ,                         ,                       ,                        ,                   ,                     ,                   ,               ,                        ,                    ,             ,                                ,                      ,                             ,                    ,                       ,                      ,                        ,                        ,                        ,                     ,                                ,                  ,                      ,                      ,                      ,                        ,                       ,              ,                     ,                   ,                 ,                            ,                      ,                         ,               ,                ,                     ,              ,                    ,                ,                        ,                      ,                        ,                                ,                   ,                     ,                      ,                  ,                 ,                        ,                      ,                     ,                       ,                    ,                     ,                                ,                        ,                              ,                      ,                ,                              ,                   ,                    ,                    ,                      ,                    ,                                ,                            ,                  ,                       ,                                 ,                   ,                            ,                  ,                ,                               ,                          ,                         ,                    ,                  ,                        ,                ,                       ,                      ,                     ,                     ,                        ,                       ,                  ,                    ,                             ,                        ,                            ,                              ,                         ,            ,                ,                        ,                                        ,              ,                      ,                 ,                   ,                               ,                      ,                        ,                       ,              ,                          ,                      ,                          ,                   ,                ,                        ,                     ,                           ,                    ,                              ,            ,                        ,                    ,                  ,                ,                     ,                   ,                     ,                        ,                                  ,                ,                  ,                      ,                                     ,                     ,from ODP Leg 120 SR Vol 1 Chapter 19 Table 2 p 289
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,                  ,              ,120, 748,C, 76,R, 5, 120.00,    871.2000,Mohr     ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                   ,                  ,+                ,                                     ,                                 ,                     ,+                 ,                   ,+              ,                             ,                           ,                ,+             ,                     ,                        ,+                      ,                          ,                           ,                  ,                              ,                     ,                         ,                     ,                             ,                  ,                        ,                     ,                              ,                ,                      ,                        ,                        ,                  ,                              ,                 ,                            ,                 ,                ,                    ,                        ,                ,                             ,                        ,                  ,                              ,                               ,                                      ,                         ,                    ,                               ,                    ,                 ,                        ,                  ,                             ,                         ,                        ,                         ,                               ,          ,                        ,                            ,                      ,                        ,                         ,                       ,                        ,                   ,                     ,                   ,               ,                        ,                    ,             ,                                ,                      ,                             ,                    ,                       ,                      ,                        ,                        ,                        ,                     ,                                ,                  ,                      ,                      ,                      ,                        ,                       ,              ,                     ,                   ,                 ,                            ,                      ,                         ,               ,                ,                     ,              ,                    ,                ,                        ,                      ,                        ,                                ,                   ,                     ,                      ,                  ,                 ,                        ,                      ,                     ,                       ,                    ,                     ,                                ,                        ,                              ,                      ,                ,                              ,                   ,                    ,                    ,                      ,                    ,                                ,                            ,                  ,                       ,                                 ,                   ,                            ,                  ,                ,                               ,                          ,                         ,                    ,                  ,                        ,                ,                       ,                      ,                     ,                     ,                        ,                       ,                  ,                    ,                             ,                        ,                            ,                              ,                         ,            ,                ,                        ,                                        ,              ,                      ,                 ,                   ,                               ,                      ,                        ,                       ,              ,                          ,                      ,                          ,                   ,                ,                        ,                     ,                           ,                    ,                              ,            ,                        ,                    ,                  ,                ,                     ,                   ,                     ,                        ,                                  ,                ,                  ,                      ,                                     ,                     ,from ODP Leg 120 SR Vol 1 Chapter 19 Table 2 p 289
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,                  ,              ,120, 748,C, 76,R,CC,  15.00,    872.8500,Mohr     ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                   ,                  ,+                ,+                                    ,                                 ,                     ,                  ,+                  ,               ,+                            ,+                          ,+               ,+             ,                     ,                        ,                       ,+                         ,                           ,                  ,+                             ,                     ,                         ,+                    ,+                            ,                  ,                        ,+                    ,+                             ,                ,                      ,                        ,                        ,                  ,                              ,                 ,                            ,                 ,                ,                    ,                        ,                ,                             ,                        ,                  ,                              ,                               ,                                      ,                         ,                    ,                               ,                    ,                 ,                        ,                  ,                             ,                         ,                        ,                         ,                               ,          ,                        ,                            ,                      ,                        ,                         ,                       ,                        ,                   ,                     ,                   ,               ,                        ,                    ,             ,                                ,                      ,                             ,                    ,                       ,                      ,                        ,                        ,                        ,                     ,                                ,                  ,                      ,                      ,                      ,                        ,                       ,              ,                     ,                   ,                 ,                            ,                      ,                         ,               ,                ,                     ,              ,                    ,                ,                        ,                      ,                        ,                                ,                   ,                     ,                      ,                  ,                 ,                        ,                      ,                     ,                       ,                    ,                     ,                                ,                        ,                              ,                      ,                ,                              ,                   ,                    ,                    ,                      ,                    ,                                ,                            ,                  ,                       ,                                 ,                   ,                            ,                  ,                ,                               ,                          ,                         ,                    ,                  ,                        ,                ,                       ,                      ,                     ,                     ,                        ,                       ,                  ,                    ,                             ,                        ,                            ,                              ,                         ,            ,                ,                        ,                                        ,              ,                      ,                 ,                   ,                               ,                      ,                        ,                       ,              ,                          ,                      ,                          ,                   ,                ,                        ,                     ,                           ,                    ,                              ,            ,                        ,                    ,                  ,                ,                     ,                   ,                     ,                        ,                                  ,                ,                  ,                      ,                                     ,                     ,from ODP Leg 120 SR Vol 1 Chapter 19 Table 2 p 289
